 4396 ; Бона иностранная ;  ;  ;  ;  ; 51 ; хъ0 ; 53 
 338 ; Денга ; 1738 ;  ; Cu ; F+ ; 24 ; don-juras ; 33 
 339 ; Денга ; 1740 ;  ; Cu ; VF ; 52 ; vvr ; 158 
 340 ; Денга ; 1745 ;  ; Cu ; F-VF ; 20 ; кве ; 102 
 341 ; Денга ; 1748 ;  ; Cu ; F-VF ; 5 ; SANGOLD1 ; 25 
 342 ; Денга ; 1750 ;  ; Cu ; F-VF ; 43 ; cotangens ; 44 
 343 ; Денга ; 1753 ;  ; Cu ; F-VF ; 46 ; Cristofel ; 46 
 344 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F-VF ; 23 ; Ravak ; 436 
 345 ; Денга ; 1777 ; КМ "Сибирь" ; Cu ; F+ ; 42 ; Lotus 99 ; 289 
 346 ; Денежка ; 1855 ; ЕМ ; Cu ; F ; 33 ; Сакович ; 90 
 347 ; 1/2 копейки ; 1892 ; СПБ ; Cu ; XF+ ; 46 ; RAF ; 1353 
 348 ; 1/2 копейки ; 1895 ; СПБ ; Cu ; XF ; 77 ; gri 1971 ; 1911 
 349 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF ; 30 ; Vova6074 ; 104 
 350 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; AU ; 62 ; Гостев ; 231 
 351 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF+ ; 16 ; Vova6074 ; 104 
 352 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF- ; 56 ; Vova6074 ; 116 
 353 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF+ ; 81 ; кве ; 317 
 354 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 40 ; Vova6074 ; 104 
 355 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 53 ; АЛЕКСАНДРЪ ; 95 
 356 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; VF ; 27 ; Anatolij1947 ; 429 
 257 ; 3 копейки ; 1869 ; ЕМ ; Cu ; VF ; 50 ; Кеша ; 1122 
 258 ; 3 копейки ; 1877 ; СПБ ; Cu ; VF ; 73 ; viktor ; 1192 
 259 ; 3 копейки ; 1905 ; СПБ ; Cu ; F+ ; 36 ; Сакович ; 40 
 260 ; 3 копейки ; 1910 ; СПБ ; Cu ; F+ ; 45 ; sikachai ; 93 
 261 ; 3 копейки ; 1913 ; СПБ ; Cu ; F-VF ; 26 ; SANGOLD1 ; 30 
 262 ; 3 копейки ; 1915 ;  ; Cu ; XF+ ; 60 ; ssstri ; 89 
 263 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF ; 58 ; lsp25 ; 75 
 264 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 1 ; 555650 ; 52 
 265 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 7 ; BVN-2 ; 59 
 266 ; 2 копейки ; 1761 ;  ; Cu ; VF ; 32 ; Cristofel ; 500 
 267 ; 2 копейки ; 1763 ;  ; Cu ; F+ ; 25 ; КУПАРОС ; 159 
 268 ; 2 копейки ; 1763 ; СПМ ; Cu ; F-VF ; 28 ; Не Ваше ! ; 288 
 269 ; 2 копейки ; 1766 ; СПМ ; Cu ; VF ; 68 ; antiquar ; 1040 
 270 ; 2 копейки ; 1768 ; КМ "Сибирь" ; Cu ; F+ ; 83 ; Не Ваше ! ; 593 
 271 ; 2 копейки ; 1769 ; ЕМ ; Cu ; VF ; 65 ; СВл ; 853 
 272 ; 2 копейки ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 23 ; грос79 ; 308 
 273 ; 2 копейки ; 1772 ; ЕМ ; Cu ; VF- ; 55 ; Cristofel ; 287 
 274 ; 2 копейки ; 1788 ; ММ ; Cu ; F+ ; 52 ; lsp25 ; 139 
 275 ; 2 копейки ; 1790 ; ЕМ ; Cu ; VF+ ; 52 ; dimon46 ; 765 
 276 ; 2 копейки ; 1798 ; АМ ; Cu ; F-VF ; 88 ; gor ; 410 
 277 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF-XF ; 62 ; habenti ; 687 
 278 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 17 ; В1951 ; 158 
 279 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF ; 51 ; Не Ваше ! ; 153 
 280 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF- ; 15 ; Не Ваше ! ; 135 
 281 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF- ; 50 ; vjacha ; 91 
 282 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; F-VF ; 54 ; viktor ; 117 
 283 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F-VF ; 56 ; taigist ; 91 
 284 ; 2 копейки ; 1820 ; КМ АД ; Cu ; VF- ; 29 ; viktor ; 144 
 285 ; 2 копейки ; 1838 ; ЕМ НА ; Cu ; F-VF ; 47 ; aleks7 ; 160 
 286 ; 2 копейки ; 1838 ; СМ ; Cu ; F-VF ; 26 ; BVN-2 ; 204 
 287 ; 2 копейки ; 1841 ; ЕМ ; Cu ; VF+ ; 57 ; Lotus 99 ; 342 
 288 ; 2 копейки ; 1842 ; ЕМ ; Cu ; F-VF ; 40 ; leo 2 ; 126 
 289 ; 2 копейки ; 1868 ; ЕМ ; Cu ; F ; 17 ; Сакович ; 90 
 290 ; 2 копейки ; 1869 ; ЕМ ; Cu ; F ; 11 ; Сакович ; 53 
 291 ; 2 копейки ; 1891 ; СПБ ; Cu ; F+ ; 29 ; leo 2 ; 161 
 292 ; 2 копейки ; 1904 ; СПБ ; Cu ; VF- ; 43 ; Сакович ; 111 
 293 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 51 ; MAGGMA ; 53 
 294 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF- ; 16 ; MAGGMA ; 41 
 295 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 34 ; olga42 ; 57 
 296 ; 2 копейки ; 1915 ;  ; Cu ; VF+ ; 22 ; QQXA ; 34 
 297 ; Копейка ; 1713 ; М Д ; Cu ; F ; 8 ; raise ; 65 
 298 ; Копейка ; 1766 ; ММ ; Cu ; F-VF ; 65 ; кs ; 781 
 299 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; VF- ; 45 ; vvr ; 561 
 300 ; Копейка ; 1772 ; КМ "Сибирь" ; Cu ; VF- ; 51 ; Cheral2008 ; 496 
 301 ; Копейка ; 1773 ; КМ "Сибирь" ; Cu ; VF- ; 14 ; OLEG12 ; 906 
 302 ; Копейка ; 1774 ; КМ "Сибирь" ; Cu ; F-VF ; 46 ; гриша ; 408 
 303 ; Копейка ; 1776 ; КМ "Сибирь" ; Cu ; VF- ; 54 ; habenti ; 225 
 304 ; Копейка ; 1778 ; КМ "Сибирь" ; Cu ; VF- ; 68 ; Hada ; 713 
 305 ; Копейка ; 1789 ; ЕМ ; Cu ; F+ ; 7 ; Не Ваше ! ; 90 
 306 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 11 ; грос79 ; 66 
 207 ; 5 копеек ; 1764 ; ММ ; Cu ; VF- ; 40 ; vvr ; 1275 
 208 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F-VF ; 26 ; lsp25 ; 126 
 209 ; 5 копеек ; 1765 ; СМ ; Cu ; F-VF ; 57 ; Кеша ; 759 
 210 ; 5 копеек ; 1765 ; СМ ; Cu ; VF- ; 93 ; viktor ; 1600 
 211 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF ; 17 ; Не Ваше ! ; 138 
 212 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF ; 42 ; Не Ваше ! ; 450 
 213 ; 5 копеек ; 1767 ; КМ "Сибирь" ; Cu ; F-VF ; 41 ; грос79 ; 1664 
 214 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF ; 13 ; ur_adamov ; 414 
 215 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 12 ; sever2010 ; 96 
 216 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 13 ; Не Ваше ! ; 410 
 217 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 13 ; mgradov ; 227 
 218 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 59 ; ur_adamov ; 362 
 219 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 34 ; alex66 ; 422 
 220 ; 5 копеек ; 1772 ; КМ "Сибирь" ; Cu ; F-VF ; 44 ; viktor ; 1377 
 221 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF+ ; 15 ; vjacha ; 324 
 222 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF+ ; 43 ; RAF ; 459 
 223 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF+ ; 39 ; RAF ; 567 
 224 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 16 ; dikiy17 ; 363 
 225 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 97 ; Не Ваше ! ; 341 
 226 ; 5 копеек. М-59,1г ; 1778 ; ЕМ ; Cu ; VF+ ; 55 ; oleg_055 ; 561 
 227 ; 5 копеек. М-59,71г ; 1779 ; ЕМ ; Cu ; VF+ ; 128 ; capraz ; 906 
 228 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF+ ; 31 ; oleg_055 ; 458 
 229 ; 5 копеек ; 1779 ; ЕМ ; Cu ; F-VF ; 17 ; Не Ваше ! ; 300 
 230 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 38 ; Не Ваше ! ; 312 
 231 ; 5 копеек. М-58,2г ; 1781 ; ЕМ ; Cu ; VF+ ; 48 ; RAF ; 478 
 232 ; 5 копеек ; 1782 ; КМ ; Cu ; VF- ; 69 ; yury64 ; 1019 
 233 ; 5 копеек ; 1783 ; КМ ; Cu ; F+ ; 62 ; viktor ; 1105 
 234 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF ; 38 ; mgradov ; 313 
 235 ; 5 копеек ; 1788? ; ММ ; Cu ; VF- ; 48 ; Кеша ; 906 
 236 ; 5 копеек ; 1788 ; КМ ; Cu ; F+ ; 17 ; sever2010 ; 906 
 237 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 32 ; oleg_055 ; 612 
 238 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 9 ; taa ; 304 
 239 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 22 ; taa ; 267 
 240 ; 5 копеек ; 1789 ; КМ ; Cu ; F+ ; 68 ; sikachai ; 931 
 241 ; 5 копеек ; 1790 ; АМ ; Cu ; VF- ; 42 ; paxa ; 697 
 242 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF ; 32 ; serg2010 ; 378 
 243 ; 5 копеек ; 1791 ; АМ ; Cu ; F-VF ; 54 ; paxa ; 680 
 244 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF+ ; 28 ; Hada ; 663 
 245 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF+/VF- ; 69 ; кве ; 438 
 246 ; 5 копеек ; 1793 ; АМ ; Cu ; F-VF ; 73 ; mgradov ; 738 
 247 ; 5 копеек ; 1794 ; КМ ; Cu ; F+ ; 74 ; sikachai ; 728 
 248 ; 5 копеек ; 1796 ; АМ ; Cu ; F-VF ; 54 ; yury64 ; 791 
 249 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF ; 18 ; alex66 ; 1769 
 250 ; 5 копеек (Ильин-3р) ; 1808 ; ЕМ ; Cu ; F-VF ; 53 ; Кеша ; 5346 
 251 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; F-VF ; 55 ; olga42 ; 668 
 252 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF-XF ; 78 ; _kit ; 3639 
 253 ; 5 копеек ; 1860 ; ЕМ ; Cu ; VF+ ; 72 ; кве ; 818 
 254 ; 5 копеек ; 1911 ; СПБ ; Cu ; AU ; 37 ; _kit ; 5100 
 255 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF ; 3 ; Mike! ; 368 
 256 ; 3 копейки ; 1841 ; СПМ ; Cu ; F+ ; 75 ; mgradov ; 640 
 157 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; VF+ ; 54 ; vjacha ; 612 
 158 ; 5 копеек. Деформация ; 1824 ; СПБ ПД ; Ag ; F-VF ; 46 ; paxa ; 342 
 159 ; 5 копеек ; 1825 ; СПБ ПД ; Ag ; F-VF ; 51 ; paxa ; 187 
 160 ; 5 копеек ; 1826 ; СПБ НГ ; Ag ; VF+ ; 16 ; КУПАРОС ; 1836 
 161 ; 5 копеек ; 1830 ; СПБ НГ ; Ag ; VF+ ; 53 ; serg2010 ; 2040 
 162 ; 5 копеек. Деформация ; 1833 ; СПБ НГ ; Ag ; F-VF ; 60 ; paxa ; 187 
 163 ; 5 копеек. Деформация ; 1855 ; СПБ HI ; Ag ; F-VF ; 74 ; paxa ; 305 
 164 ; 5 копеек ; 1870 ; СПБ HI ; Ag ; VF-/F-VF ; 21 ; _kit ; 288 
 165 ; 5 копеек ; 1876 ; СПБ HI ; Ag ; F-VF ; 19 ; jj ; 255 
 166 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; XF ; 40 ; якши37 ; 903 
 167 ; 5 копеек. Деформация ; 1886 ; СПБ АГ ; Ag ; F-VF ; 55 ; Сакович ; 201 
 168 ; 5 копеек ; 1887 ; СПБ АГ ; Ag ; VF+ ; 42 ; lelic ; 469 
 169 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; VF-XF ; 28 ; vjacha ; 408 
 170 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; AU ; 70 ; verunk1 ; 1249 
 171 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; VF-XF ; 20 ; lelic ; 408 
 172 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; AU ; 67 ; serg2010 ; 1326 
 173 ; 5 копеек ; 1899 ; СПБ АГ ; Ag ; VF- ; 35 ; andreyM ; 371 
 174 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; AU ; 29 ; cheta ; 2401 
 175 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; AU ; 82 ; Mart_11 ; 1611 
 176 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; AU ; 21 ; cheta ; 682 
 177 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; XF/AU ; 68 ; кве ; 444 
 178 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; XF+ ; 83 ; кве ; 521 
 179 ; 5 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 42 ; КУПАРОС ; 1020 
 180 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; AU ; 32 ; USS ; 978 
 181 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF ; 45 ; Hysyrynkui ; 352 
 182 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 39 ; USS ; 960 
 183 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 32 ; cheta ; 2123 
 184 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 36 ; USS ; 1256 
 185 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 44 ; USS ; 588 
 186 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; VF-XF ; 52 ; Олег33 ; 408 
 187 ; 5 копеек ; 1915 ; ВС ; Ag ; AU ; 64 ; Mart_11 ; 1738 
 188 ; 1 злотый ; 1832 ; KG Польша ; Ag ; VF- ; 39 ; vitapool ; 1530 
 189 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF+ ; 98 ; lelic ; 1098 
 190 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF+ ; 38 ; scaevola ; 839 
 191 ; 1 марка ; 1915 ; S Финляндия ; Ag ; VF+ ; 34 ; scaevola ; 1230 
 192 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF+ ; 56 ; lsp25 ; 221 
 193 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 36 ; s451 ; 337 
 194 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 47 ; 384020 ; 334 
 195 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF- ; 17 ; Соколов ; 237 
 196 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 19 ; Варяг_2010 ; 213 
 197 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 21 ; Варяг_2010 ; 306 
 198 ; Лот монет России (2шт): 20к,10к ; 1900,1914 ;  ; Ag ; VF-/F ; 44 ; dnk8 ; 149 
 199 ; Лот монет России (4шт): 15к,10к,5к ; 1898-1914 ;  ; Ag ; F-VF/VF-XF ; 35 ; слава192 ; 247 
 200 ; Лот монет России (5шт): 10 копеек ; 1819-1823 ;  ; Ag ; F-VF ; 26 ; alex2209 ; 725 
 201 ; Лот монет России (4шт): 5 копеек ; 1815-1838 ;  ; Ag ; F-VF/VF- ; 81 ; Ходор ; 1449 
 202 ; 10 копеек ; 1772 ; КМ "Сибирь" ; Cu ; F+ ; 39 ; greco ; 1236 
 203 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F+ ; 5 ; sever2010 ; 94 
 204 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF- ; 22 ; BVN-2 ; 408 
 205 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF- ; 20 ; Не Ваше ! ; 472 
 206 ; 5 копеек ; 1764 ; ММ ; Cu ; VF ; 47 ; jagger ; 534 
 107 ; 15 копеек ; 1893 ; СПБ АГ ; Ag ; XF- ; 43 ; нумизмат ; 1020 
 108 ; 15 копеек ; 1899 ; СПБ АГ ; Ag ; VF-XF ; 58 ; кве ; 775 
 109 ; 15 копеек ; 1900 ; СПБ ФЗ ; Ag ; VF+ ; 114 ; Исаак-Б ; 543 
 110 ; 15 копеек ; 1903 ; СПБ АР ; Ag ; F+ ; 22 ; don-juras ; 63 
 111 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF+ ; 28 ; Соколов ; 266 
 112 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 61 ; bv812 ; 96 
 113 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF ; 9 ; asparagus ; 88 
 114 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF- ; 17 ; волга ; 69 
 115 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 26 ; bv812 ; 83 
 116 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; XF ; 79 ; dikiy17 ; 416 
 117 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 5 ; Smit ; 110 
 118 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 3 ; bob_tauranga ; 107 
 119 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 18 ; Gerich ; 107 
 120 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 7 ; юдис ; 119 
 121 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 3 ; юдис ; 108 
 122 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 11 ; юдис ; 136 
 123 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 41 ; юдис ; 123 
 124 ; 15 копеек. Осака ; 1916 ;  ; Ag ; AU ; 62 ; Mart_11 ; 1559 
 125 ; 10 копеек ; 1822 ; СПБ ПД ; Ag ; F-VF ; 66 ; avc ; 201 
 126 ; 10 копеек ; 1827 ; СПБ НГ ; Ag ; VF ; 63 ; _kit ; 2111 
 127 ; 10 копеек ; 1836 ; СПБ НГ ; Ag ; VF+ ; 86 ; кве ; 2372 
 128 ; 10 копеек ; 1845 ; СПБ КБ ; Ag ; VF ; 33 ; Ходор ; 674 
 129 ; 10 копеек ; 1853 ; СПБ HI ; Ag ; VF+ ; 62 ; _kit ; 1763 
 130 ; 10 копеек ; 1856 ; СПБ НФ ; Ag ; XF- ; 57 ; ААФ ; 2002 
 131 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF+ ; 69 ; якши37 ; 700 
 132 ; 10 копеек ; 1894 ; СПБ АГ ; Ag ; XF ; 38 ; КУПАРОС ; 554 
 133 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; VF- ; 25 ; sikachai ; 224 
 134 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; F-VF ; 5 ; asparagus ; 88 
 135 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; F-VF ; 39 ; волга ; 53 
 136 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF- ; 42 ; волга ; 53 
 137 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF+ ; 37 ; bv812 ; 90 
 138 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 49 ; Соколов ; 104 
 139 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF+ ; 58 ; imi ; 82 
 140 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 32 ; ААФ ; 429 
 141 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 23 ; волга ; 53 
 142 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; VF ; 1 ; 34 ; 78 
 143 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 43 ; юдис ; 150 
 144 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; VF+ ; 17 ; Gerich ; 87 
 145 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 45 ; zegov ; 93 
 146 ; 10 копеек ; 1915 ; ВС ; Ag ; VF+ ; 6 ; ек ; 89 
 147 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 41 ; Gerich ; 92 
 148 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 49 ; волга ; 61 
 149 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 8 ; zegov ; 113 
 150 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 17 ; юдис ; 137 
 151 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 26 ; юдис ; 119 
 152 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 9 ; юдис ; 128 
 153 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 7 ; юдис ; 125 
 154 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 4 ; cheta ; 130 
 155 ; 10 копеек. Разновидность: ягода 2-го звена выше буквы "К" ; 1915 ; ВС ; Ag ; AU ; 53 ; Кеша ; 714 
 156 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 77 ; Hysyrynkui ; 208 
 57 ; 20 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU/XF ; 26 ; s451 ; 327 
 58 ; 20 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 8 ; десн67 ; 101 
 59 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 20 ; Vibel ; 108 
 60 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 5 ; юдис ; 122 
 61 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 7 ; юдис ; 125 
 62 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 3 ; юдис ; 121 
 63 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 9 ; юдис ; 131 
 64 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 3 ; юдис ; 125 
 65 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 9 ; fokin ; 153 
 66 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 5 ; юдис ; 128 
 67 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 12 ; Vibel ; 114 
 68 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 14 ; zegov ; 126 
 69 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU/XF ; 12 ; Smit ; 112 
 70 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 5 ; fokin ; 108 
 71 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 7 ; zegov ; 119 
 72 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 14 ; Smit ; 122 
 73 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; VF-XF ; 50 ; десн67 ; 128 
 74 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 4 ; jimmysu ; 102 
 75 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU/XF ; 7 ; Gerich ; 101 
 76 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 4 ; jimmysu ; 105 
 77 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 6 ; Vibel ; 108 
 78 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 2 ; 34 ; 100 
 79 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 4 ; fokin ; 102 
 80 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 9 ; jimmysu ; 102 
 81 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 5 ; юдис ; 129 
 82 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 13 ; юдис ; 141 
 83 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 2 ; 34 ; 100 
 84 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 10 ; Vibel ; 120 
 85 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 9 ; юдис ; 137 
 86 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 10 ; Gerich ; 153 
 87 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 11 ; юдис ; 140 
 88 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 3 ; юдис ; 124 
 89 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 3 ; юдис ; 125 
 90 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 11 ; юдис ; 141 
 91 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 7 ; юдис ; 137 
 92 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 3 ; юдис ; 123 
 93 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 6 ; Smit ; 108 
 94 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 5 ; Smit ; 105 
 95 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 5 ; юдис ; 133 
 96 ; 20 копеек ; 1915 ; ВС ; Ag ; AU/XF ; 9 ; Gerich ; 108 
 97 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 10 ; Vibel ; 120 
 98 ; 20 копеек ; 1915 ; ВС ; Ag ; XF+ ; 11 ; Gerich ; 110 
 99 ; 20 копеек ; 1915 ; ВС ; Ag ; VF+ ; 9 ; Smit ; 101 
 100 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 7 ; zegov ; 120 
 101 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 12 ; zegov ; 111 
 102 ; 20 копеек ; 1916 ; ВС ; Ag ; XF+ ; 23 ; sikachai ; 247 
 103 ; 15 копеек ; 1784 ; СПБ ; Ag ; VF ; 67 ; elpohit ; 5304 
