 5942 ; Лот бон (2 шт). Коста-Рика ;  ;  ;  ;  ; 11 ; alkona ; 90 
 374 ; 2 копейки ; 1827 ; КМ АМ ; Cu ; VF ; 60 ; Маша-растеряша ; 661 
 375 ; 2 копейки ; 1838 ; ЕМ НА ; Cu ; F ; 14 ; DaMon15 ; 155 
 376 ; 2 копейки ; 1838 ; СМ ; Cu ; F+ ; 13 ; Илья Владимирович ; 407 
 377 ; 2 копейки ; 1839 ; ЕМ НА ; Cu ; F ; 58 ; СОВ ; 101 
 378 ; 2 копейки ; 1839 ; СМ ; Cu ; VF+ ; 75 ; Маша-растеряша ; 852 
 379 ; 2 копейки ; 1842 ; ЕМ ; Cu ; VF ; 63 ; Лёха22 ; 969 
 380 ; 2 копейки ; 1843 ; ЕМ ; Cu ; F+ ; 42 ; volod ; 246 
 381 ; 2 копейки ; 1843 ; СПМ ; Cu ; F+ ; 19 ; Михалыч57 ; 363 
 382 ; 2 копейки ; 1843 ; СМ ; Cu ; VF+ ; 21 ; fehgr ; 3555 
 383 ; 2 копейки ; 1844 ; ЕМ ; Cu ; VF ; 8 ; Koubit ; 561 
 384 ; 2 копейки ; 1847 ; СМ ; Cu ; VF+ ; 67 ; Майкл ; 3488 
 385 ; 2 копейки ; 1852 ; ЕМ ; Cu ; VF- ; 86 ; никсер ; 501 
 386 ; 2 копейки ; 1853 ; ЕМ ; Cu ; F-VF ; 19 ; никсер ; 601 
 387 ; 2 копейки ; 1854 ; ЕМ ; Cu ; VF ; 20 ; Илья Владимирович ; 797 
 388 ; 2 копейки ; 1858 ; ЕМ ; Cu ; VF ; 19 ; ZYZ ; 463 
 389 ; 2 копейки ; 1859 ; ЕМ ; Cu ; VF ; 67 ; Илья Владимирович ; 551 
 390 ; 2 копейки ; 1861 ; ЕМ ; Cu ; VF- ; 89 ; ZYZ ; 405 
 391 ; 2 копейки ; 1862 ; ЕМ ; Cu ; F-VF ; 33 ; Михалыч57 ; 444 
 392 ; 2 копейки ; 1862 ; ВМ ; Cu ; F-VF ; 30 ; Dмитрий ; 2754 
 393 ; 2 копейки ; 1863 ; ЕМ ; Cu ; F-VF ; 24 ; kop ; 510 
 394 ; 2 копейки ; 1865 ; ЕМ ; Cu ; VF+ ; 25 ; Илья Владимирович ; 900 
 395 ; 2 копейки ; 1866 ; ЕМ ; Cu ; VF+ ; 29 ; urik21121 ; 1450 
 396 ; 2 копейки ; 1867 ; ЕМ ; Cu ; F+ ; 24 ; Илья Владимирович ; 1493 
 397 ; 2 копейки ; 1869 ; ЕМ ; Cu ; F ; 12 ; Blink ; 51 
 398 ; 2 копейки ; 1870 ; ЕМ ; Cu ; VF+ ; 19 ; solder13 ; 283 
 399 ; 2 копейки ; 1877 ; СПБ ; Cu ; XF ; 90 ; мак-сим ; 4082 
 400 ; 2 копейки ; 1881 ; СПБ ; Cu ; XF+ ; 103 ; sdv75-2010 ; 4023 
 401 ; 2 копейки ; 1887 ; СПБ ; Cu ; F+ ; 40 ; Михалыч57 ; 327 
 402 ; 2 копейки ; 1894 ; СПБ ; Cu ; VF ; 68 ; solder13 ; 258 
 403 ; 2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 60 ; Dentum ; 400 
 404 ; 2 копейки ; 1912 ; СПБ ; Cu ; AU ; 43 ; Ligovka ; 1200 
 405 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 61 ; volod ; 153 
 306 ; 3 копейки ; 1859 ; ЕМ ; Cu ; VF- ; 34 ; Ferros ; 624 
 307 ; 3 копейки ; 1859 ; ЕМ ; Cu ; VF ; 21 ; Ferros ; 816 
 308 ; 3 копейки. Инкузный след ; 1860 ; ЕМ ; Cu ; F-VF ; 49 ; sotnik ; 3570 
 309 ; 3 копейки ; 1876 ; СПБ ; Cu ; VF-XF ; 17 ; fgd ; 922 
 310 ; 3 копейки ; 1877 ; СПБ ; Cu ; F+ ; 6 ; t_v_v ; 51 
 311 ; 3 копейки ; 1878 ; СПБ ; Cu ; VF ; 17 ; solder13 ; 441 
 312 ; 3 копейки ; 1880 ; СПБ ; Cu ; VF ; 61 ; ДУНКАН МАКЛАУД ; 189 
 313 ; 3 копейки ; 1881 ; СПБ ; Cu ; VF-XF ; 52 ; $$$ ; 2505 
 314 ; 3 копейки ; 1882 ; СПБ ; Cu ; VF- ; 48 ; sibirian ; 90 
 315 ; 3 копейки ; 1892 ; СПБ ; Cu ; G ; 18 ; t_v_v ; 51 
 316 ; 3 копейки ; 1893 ; СПБ ; Cu ; F-VF ; 65 ; solder13 ; 327 
 317 ; 3 копейки ; 1898 ; СПБ ; Cu ; F-VF ; 19 ; DaMon15 ; 707 
 318 ; 3 копейки ; 1900 ; СПБ ; Cu ; XF ; 38 ; WCN ; 1301 
 319 ; 3 копейки ; 1907 ; СПБ ; Cu ; F ; 9 ; bva150979 ; 510 
 320 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 20 ; Dentum ; 429 
 321 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 60 ; volod ; 207 
 322 ; 3 копейки ; 1916 ;  ; Cu ; AU ; 55 ; Ligovka ; 750 
 323 ; 2 копейки. Дефект чеканки ; 1757 ; Номинал под гербом ; Cu ; VF- ; 44 ; 439 ; 3744 
 324 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F ; 16 ; Croll5 ; 416 
 325 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 9 ; Koubit ; 310 
 326 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 56 ; acad ; 133 
 327 ; 2 копейки ; 1758 ;  ; Cu ; VG ; 14 ; kryukoff89 ; 105 
 328 ; 2 копейки ; 1763? ; ММ ; Cu ; VF+ ; 14 ; volod ; 344 
 329 ; 2 копейки ; 1764 ; ММ ; Cu ; VF- ; 21 ; Koubit ; 5085 
 330 ; 2 копейки ; 1765 ; ММ ; Cu ; F-VF ; 13 ; Koubit ; 2188 
 331 ; 2 копейки ; 1766 ; ММ ; Cu ; F ; 13 ; почтальон ; 357 
 332 ; 2 копейки ; 1766 ; СПМ ; Cu ; F-VF ; 57 ; volod ; 239 
 333 ; 2 копейки ; 1767 ; КМ "Сибирь" ; Cu ; F-VF ; 26 ; Родя ; 5997 
 334 ; 2 копейки ; 17?? ;  ; Cu ; F ; 71 ; никсер ; 160 
 335 ; 2 копейки ; 1773 ; ЕМ ; Cu ; F+ ; 27 ; Croll5 ; 121 
 336 ; 2 копейки ; 1776 ; ЕМ ; Cu ; VF- ; 27 ; Dмитрий ; 1348 
 337 ; 2 копейки ; 1788 ; ММ ; Cu ; F-VF ; 19 ; Luka1 ; 444 
 338 ; 2 копейки ; 1788 ; ММ ; Cu ; F ; 8 ; volod ; 153 
 339 ; 2 копейки ; 1797 ; АМ ; Cu ; VF- ; 4 ; Koubit ; 969 
 340 ; 2 копейки ; 1797 ; КМ ; Cu ; XF- ; 63 ; папашаГарпагон ; 2503 
 341 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 37 ; .dowjik ; 164 
 342 ; 2 копейки ; 1798 ; КМ ; Cu ; XF- ; 45 ; бегемот ; 2601 
 343 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF ; 11 ; Koubit ; 393 
 344 ; 2 копейки ; 1799 ; КМ ; Cu ; VF-XF ; 34 ; dim66 ; 1530 
 345 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 37 ; mart_si ; 226 
 346 ; 2 копейки ; 1800 ; КМ ; Cu ; VF-XF ; 92 ; barik ; 2285 
 347 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF ; 39 ; dim66 ; 567 
 348 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF- ; 15 ; maks169 ; 101 
 349 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF+ ; 44 ; alekseynn ; 914 
 350 ; 2 копейки ; 1810 ; КМ ; Cu ; VF- ; 5 ; acad ; 239 
 351 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 8 ; маманя ; 297 
 352 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 49 ; volod ; 243 
 353 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; VF+ ; 53 ; mihmih69 ; 77 
 354 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 24 ; tanker1975 ; 51 
 355 ; 2 копейки ; 1811 ; ИМ МК ; Cu ; VF- ; 15 ; Croll5 ; 55 
 256 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF- ; 15 ; zima ; 306 
 257 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF-XF ; 30 ; Xxzx ; 554 
 258 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF ; 112 ; alexstav ; 697 
 259 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F+ ; 2 ; imperator33 ; 295 
 260 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF ; 14 ; alexstav ; 681 
 261 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF ; 17 ; почтальон ; 633 
 262 ; 5 копеек ; 1787 ; КМ ; Cu ; VF+ ; 31 ; почтальон ; 3060 
 263 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 71 ; Croll5 ; 402 
 264 ; 5 копеек ; 1788 ; СПМ ; Cu ; F+ ; 28 ; Slot 85 ; 668 
 265 ; 5 копеек ; 1788 ; КМ ; Cu ; XF- ; 17 ; Koubit ; 7140 
 266 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF ; 19 ; Croll5 ; 401 
 267 ; 5 копеек ; 1790 ; АМ ; Cu ; VF+ ; 13 ; Koubit ; 2608 
 268 ; 5 копеек ; 1790 ; АМ ; Cu ; F-VF ; 12 ; ppp ; 500 
 269 ; 5 копеек ; 1792 ; ЕМ ; Cu ; XF ; 34 ; каламбурчик ; 1699 
 270 ; 5 копеек ; 1792 ; АМ ; Cu ; VF+ ; 7 ; Koubit ; 2000 
 271 ; 5 копеек ; 1793 ; АМ ; Cu ; VF+ ; 51 ; 06031983 ; 4080 
 272 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF ; 45 ; 550055 ; 3264 
 273 ; 5 копеек ; 1794 ; АМ ; Cu ; VF+ ; 32 ; ZYZ ; 1215 
 274 ; 5 копеек ; 1794 ; КМ ; Cu ; VF ; 38 ; слоник ; 2000 
 275 ; 5 копеек ; 1795 ; АМ ; Cu ; VF- ; 40 ; volod ; 1509 
 276 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-XF ; 42 ; bakal73 ; 3708 
 277 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-XF ; 27 ; barik ; 3000 
 278 ; 5 копеек ; 180? ;  ; Cu ; VG ; 9 ; ilya123 ; 510 
 279 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF- ; 59 ; Илья Владимирович ; 1000 
 280 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF+ ; 24 ; AIK60 ; 1355 
 281 ; 5 копеек (Ильин-1р) ; 1832 ; СМ ; Cu ; F ; 36 ; почтальон ; 1581 
 282 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; F+ ; 19 ; СОВ ; 201 
 283 ; 5 копеек (Ильин-1р) ; 1834 ; СМ ; Cu ; F-VF ; 26 ; Илья Владимирович ; 922 
 284 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; F ; 33 ; ДУНКАН МАКЛАУД ; 336 
 285 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; VF-XF ; 27 ; Koubit ; 2102 
 286 ; 5 копеек (Ильин-5р) ; 1837 ; ЕМ ФХ ; Cu ; F-VF ; 15 ; Илья Владимирович ; 2918 
 287 ; 5 копеек ; 1837 ; ЕМ НА ; Cu ; VG ; 18 ; почтальон ; 159 
 288 ; 5 копеек ; 1838 ; ЕМ НА ; Cu ; VF- ; 38 ; Илья Владимирович ; 2448 
 289 ; 5 копеек ; 1839 ; ЕМ НА ; Cu ; VF- ; 22 ; taa ; 906 
 290 ; 5 копеек ; 1852 ; ЕМ ; Cu ; F+ ; 26 ; Костян 92 ; 908 
 291 ; 5 копеек ; 1859 ; ЕМ ; Cu ; VF ; 55 ; szolot ; 1428 
 292 ; 5 копеек ; 1864 ; ЕМ ; Cu ; VF- ; 12 ; ppp ; 340 
 293 ; 5 копеек ; 1865 ; ЕМ ; Cu ; VF- ; 29 ; graff36alex ; 623 
 294 ; 5 копеек ; 1866 ; ЕМ ; Cu ; VG ; 14 ; ssss ; 534 
 295 ; 5 копеек ; 1874 ; ЕМ ; Cu ; VF ; 18 ; DaMon15 ; 408 
 296 ; 5 копеек ; 1875 ; ЕМ ; Cu ; VF-XF ; 37 ; Илья Владимирович ; 793 
 297 ; 5 копеек ; 1877 ; СПБ ; Cu ; F-VF ; 6 ; dmitrii78 ; 100 
 298 ; 5 копеек ; 1879 ; СПБ ; Cu ; F- ; 16 ; zemlyk2014 ; 77 
 299 ; 5 копеек ; 1911 ; СПБ ; Cu ; AU ; 55 ; Илья Владимирович ; 3000 
 300 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF- ; 18 ; Dentum ; 803 
 301 ; 5 копеек ; 1912 ; СПБ ; Cu ; XF- ; 53 ; эдик ; 3185 
 302 ; 3 копейки ; 1840 ; СПМ ; Cu ; F-VF ; 19 ; гоша334 ; 931 
 303 ; 3 копейки ; 1842 ; ЕМ ; Cu ; VG ; 25 ; почтальон ; 408 
 304 ; 3 копейки ; 1843 ; СПМ ; Cu ; VF- ; 19 ; volod ; 969 
 305 ; 3 копейки ; 1844 ; ЕМ ; Cu ; VF- ; 45 ; volod ; 1224 
 206 ; 25 пенни. Деформация ; 1873 ; S Финляндия ; Ag ; VF+/VF- ; 22 ; jhg_ ; 539 
 207 ; 25 пенни ; 1889 ; L Финляндия ; Ag ; XF ; 42 ; Хаа ; 929 
 208 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; AU/XF ; 39 ; dim66 ; 1001 
 209 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF- ; 72 ; Mike! ; 107 
 210 ; 25 пенни ; 1898 ; L Финляндия ; Ag ; VF- ; 19 ; нормировщик9 ; 101 
 211 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; XF- ; 27 ; жора ; 150 
 212 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF ; 41 ; Mick 1 ; 206 
 213 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 12 ; imperator33 ; 153 
 214 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 39 ; imperator33 ; 107 
 215 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 76 ; imperator33 ; 104 
 216 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 78 ; imperator33 ; 113 
 217 ; 25 пенни. С короной. Брак чеканки ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 67 ; imperator33 ; 107 
 218 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 15 ; Sllava ; 197 
 219 ; Лот монет России для Финляндии (3 шт): 25 пенни ; 1915-1917 ;  ; Ag ; AU ; 108 ; ilya123 ; 408 
 220 ; Лот монет Финляндии: 50,25 пенни (5шт) ; 1901-1917 ;  ; Ag ; AU/VF+ ; 113 ; Mick 1 ; 452 
 221 ; Лот монет Финляндии: 25,50 пенни (3шт) ; 1914-1916 ;  ; Ag ; XF-/VF+ ; 106 ; ЮСТАСС ; 245 
 222 ; Лот монет России: 50 пенни,25 пенни, 10 коп  (5шт) ; 1915-1917 ;  ; Ag ; AU/XF ; 75 ; imperator33 ; 619 
 223 ; Лот монет Россмм: 50,20,10 коп (4шт) ; 1869-1915 ;  ; Ag ; VG ; 43 ; sibirian ; 765 
 224 ; Лот монет России для Финляндии: 50,25,5,1 пенни (9шт) ; 1866-1917 ;  ; Ag,Cu ; AU/VG ; 15 ; ilya123 ; 999 
 225 ; Лот монет России: 20 копеек (5шт) ; 18в,1912-1915 ;  ; Ag ; XF-/VG ; 21 ; ga2012 ; 510 
 226 ; Лот монет России: 20,15,10 копеек (10шт) ; 1905-1914 ;  ; Ag ; XF-/F+ ; 19 ; kryukoff89 ; 1274 
 227 ; Лот монет России: 20,10,5 коп (3шт) ; 1879-1914 ;  ; Ag ; XF+/VG ; 25 ; сортам70 ; 300 
 228 ; 5 копеек ; 1725 ; МД Дата снизу вверх ; Cu ; VF- ; 45 ; ар-тур ; 2550 
 229 ; 5 копеек ; 1726 ; НД Дата снизу вверх ; Cu ; VF- ; 57 ; ар-тур ; 3060 
 230 ; 5 копеек ; 1727 ; МД ; Cu ; VF- ; 31 ; Костян 92 ; 2652 
 231 ; 5 копеек ; 1730 ; МД Хвост широкий ; Cu ; F+ ; 37 ; Koubit ; 3109 
 232 ; 5 копеек ; 1759 ;  ; Cu ; VF- ; 15 ; Markel ; 694 
 233 ; 5 копеек ; 1760 ;  ; Cu ; F+ ; 71 ; volod ; 408 
 234 ; 5 копеек ; 1762 ;  ; Cu ; VF- ; 29 ; Koubit ; 3417 
 235 ; 5 копеек ; 1764 ; ММ ; Cu ; F-VF ; 9 ; volod ; 357 
 236 ; 5 копеек ; 1765 ; ЕМ ; Cu ; VF ; 29 ; imperator33 ; 325 
 237 ; 5 копеек ; 1765 ; ММ ; Cu ; F+ ; 92 ; почтальон ; 357 
 238 ; 5 копеек ; 1766 ; ЕМ ; Cu ; F ; 37 ; kryukoff89 ; 300 
 239 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF ; 26 ; imperator33 ; 322 
 240 ; 5 копеек ; 1768 ; ЕМ ; Cu ; F ; 56 ; Михалыч57 ; 255 
 241 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF- ; 22 ; volod ; 459 
 242 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 67 ; kryukoff89 ; 215 
 243 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F+ ; 23 ; николай 2 ; 306 
 244 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 11 ; alexstav ; 389 
 245 ; 5 копеек ; 1773 ; ЕМ ; Cu ; XF- ; 25 ; soldat440 ; 2945 
 246 ; 5 копеек ; 1774 ; ЕМ ; Cu ; XF- ; 38 ; soldat440 ; 2945 
 247 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF- ; 44 ; more ; 459 
 248 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F+ ; 33 ; mihmih69 ; 308 
 249 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F+ ; 21 ; boroda ; 254 
 250 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 9 ; volod ; 426 
 251 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F+ ; 28 ; boroda ; 261 
 252 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 27 ; Дмитрий475 ; 386 
 253 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF ; 37 ; volod ; 440 
 254 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF ; 37 ; слоник ; 412 
 255 ; 5 копеек ; 1783 ; КМ ; Cu ; VF+ ; 38 ; Knight1972 ; 2142 
 156 ; 5 копеек ; 1816 ; СПБ МФ ; Ag ; VF+ ; 25 ; Михалыч57 ; 1137 
 157 ; 5 копеек ; 1822 ; СПБ ПД ; Ag ; VF ; 22 ; demodex ; 332 
 158 ; 5 копеек ; 1823 ; СПБ ПД ; Ag ; XF+ ; 70 ; serg2010 ; 3943 
 159 ; 5 копеек ; 1824 ; СПБ ПД ; Ag ; F-VF ; 44 ; volod ; 640 
 160 ; 5 копеек ; 1831 ; СПБ НГ ; Ag ; XF ; 52 ; Uri ; 4668 
 161 ; 5 копеек ; 1833 ; СПБ НГ ; Ag ; VF-XF ; 37 ; leo 2 ; 2962 
 162 ; 5 копеек ; 1845 ; СПБ КБ ; Ag ; VF ; 55 ; taa ; 1938 
 163 ; 5 копеек ; 1849 ; СПБ ПА ; Ag ; XF- ; 32 ; leo 2 ; 2392 
 164 ; 5 копеек. Отверстие ; 1850 ; СПБ ПА ; Ag ; VF- ; 1 ; Pablo1 ; 1000 
 165 ; 5 копеек ; 1851 ; СПБ ПА ; Ag ; AU ; 52 ; leo 2 ; 3185 
 166 ; 5 копеек. В капсуле PCGS ; 1853 ; СПБ HI ; Ag ; MS63 ; 58 ; serg2010 ; 6898 
 167 ; 5 копеек ; 1856 ; СПБ ФБ ; Ag ; AU ; 46 ; konoval333 ; 3333 
 168 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; VF-XF ; 41 ; SovVlad ; 830 
 169 ; 5 копеек ; 1885 ; СПБ АГ ; Ag ; AU ; 43 ; бегемот ; 5668 
 170 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; XF ; 73 ; ARhimed ; 1652 
 171 ; 5 копеек. В капсуле NGC ; 1888 ; СПБ АГ ; Ag ; MS65 ; 32 ; serg2010 ; 4011 
 172 ; 5 копеек ; 1889 ; СПБ АГ ; Ag ; VF+ ; 51 ; SovVlad ; 365 
 173 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; F-VF ; 76 ; ДУНКАН МАКЛАУД ; 189 
 174 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; XF- ; 53 ; SovVlad ; 324 
 175 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; F-VF ; 30 ; Dentum ; 416 
 176 ; 5 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF-XF ; 63 ; Reichard ; 1573 
 177 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 44 ; SovVlad ; 1333 
 178 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 36 ; SovVlad ; 1370 
 179 ; 5 копеек ; 1915 ; ВС ; Ag ; UNC/AU ; 40 ; Reichard ; 2483 
 180 ; 4 копейки ; 1757 ; Ливонез ; Ag ; F-VF ; 70 ; razum0610 ; 7254 
 181 ; 5 злотых ; 1817 ; IB Польша ; Ag ; VF ; 30 ; Костян 92 ; 4600 
 182 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF ; 62 ; Dentum ; 2335 
 183 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF ; 37 ; Dentum ; 1529 
 184 ; 2 марки ; 1872 ; S Финляндия ; Ag ; VF+ ; 74 ; bva150979 ; 2754 
 185 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF+ ; 36 ; Dentum ; 2000 
 186 ; 2 марки ; 1906 ; L Финляндия ; Ag ; XF- ; 37 ; триори ; 2555 
 187 ; 1 марка ; 1890 ; L Финляндия ; Ag ; XF- ; 65 ; Dentum ; 1381 
 188 ; 1 марка ; 1872 ; S Финляндия ; Ag ; VF+ ; 39 ; Dentum ; 1418 
 189 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; VF-XF ; 47 ; prince1959 ; 1316 
 190 ; 50 пенни ; 1869 ; S Финляндия ; Ag ; VF+ ; 35 ; ты кто такой? ; 3437 
 191 ; 50 пенни ; 1871 ; S Финляндия ; Ag ; VF ; 41 ; ты кто такой? ; 602 
 192 ; 50 пенни ; 1872 ; S Финляндия ; Ag ; AU ; 127 ; ай-ай-ай ; 10107 
 193 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; XF- ; 36 ; vitman ; 252 
 194 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF- ; 23 ; нормировщик9 ; 152 
 195 ; 50 пенни ; 1891 ; L Финляндия ; Ag ; XF- ; 66 ; leo 2 ; 864 
 196 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF-XF ; 37 ; vitman ; 472 
 197 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF+ ; 18 ; Дмитрий475 ; 159 
 198 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 31 ; imperator33 ; 192 
 199 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 23 ; happy ; 255 
 200 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 85 ; imperator33 ; 164 
 201 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 83 ; imperator33 ; 153 
 202 ; 50 пенни. С короной ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 34 ; Dentum ; 510 
 203 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 28 ; imperator33 ; 183 
 204 ; 25 пенни ; 1866 ; S Финляндия ; Ag ; VF-XF ; 25 ; Хаа ; 1918 
 205 ; 25 пенни ; 1872 ; S Финляндия ; Ag ; XF- ; 58 ; хуч ; 1934 
 106 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 18 ; MAKKENZI ; 327 
 107 ; 15 копеек. В капсуле NGC ; 1915 ; ВС ; Ag ; MS 67 ; 33 ; niki ; 3162 
 108 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 81 ; imperator33 ; 198 
 109 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 38 ; imperator33 ; 209 
 110 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 35 ; leshii40 ; 224 
 111 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 30 ; imperator33 ; 200 
 112 ; 15 копеек ; 1915 ; ВС ; Ag ; XF/AU ; 52 ; PsixXx ; 228 
 113 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 23 ; Vova1950 ; 334 
 114 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 17 ; папашаГарпагон ; 306 
 115 ; 15 копеек ; 1917 ; ВС ; Ag ; AU ; 75 ; happy ; 5669 
 116 ; Гривенник ; 1791 ; СПБ ; Ag ; F-VF ; 33 ; 550055 ; 906 
 117 ; 10 копеек ; 1821 ; СПБ ПД ; Ag ; VF+ ; 26 ; Reichard ; 1247 
 118 ; 10 копеек ; 1824? ; СПБ ПД ; Ag ; F ; 88 ; Exctas ; 357 
 119 ; 10 копеек ; 1826 ; СПБ НГ ; Ag ; VF-XF ; 29 ; RusScat ; 3400 
 120 ; 10 копеек (Петров-5р) ; 1832 ; СПБ НГ ; Ag ; F+ ; 66 ; von_Schwarz ; 2420 
 121 ; 10 копеек ; 1846 ; СПБ ПА ; Ag ; VF-XF ; 41 ; Костян 92 ; 1530 
 122 ; 10 копеек ; 1850 ; СПБ ПА ; Ag ; AU/XF ; 75 ; dunkl ; 5281 
 123 ; 10 копеек ; 1852 ; СПБ ПА ; Ag ; VF-XF ; 50 ; Reichard ; 1325 
 124 ; 10 копеек ; 1861 ; СПБ ; Ag ; VF-XF ; 57 ; zx2014 ; 655 
 125 ; 10 копеек ; 1881 ; СПБ НФ ; Ag ; VF- ; 27 ; sanekrussel ; 816 
 126 ; 10 копеек ; 1898 ; СПБ АГ ; Ag ; F/VG ; 82 ; Dentum ; 192 
 127 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 94 ; Dentum ; 214 
 128 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF+ ; 45 ; Dentum ; 334 
 129 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF- ; 76 ; Kamp ; 104 
 130 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF ; 48 ; Perfect163 ; 123 
 131 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; AU ; 32 ; werespider ; 611 
 132 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 48 ; Ferros ; 171 
 133 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 68 ; Ferros ; 164 
