 5958 ; Бона иностранная Болгария 25 лева ;  ;  ;  ; AU ; 7 ; psion22 ; 77 
 337 ; 5 копеек. Надчеканки ; 1788 ; ЕМ ; Cu ; F ; 95 ; sotnik ; 10826 
 338 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VG ; 40 ; nikolas13 ; 227 
 339 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 40 ; Vitalik1 ; 395 
 340 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 9 ; DIMA 57 ; 296 
 341 ; 5 копеек ; 1788 ; КМ ; Cu ; VF- ; 73 ; Taras58 ; 3060 
 342 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF-XF ; 62 ; Sporti84 ; 1000 
 343 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF+ ; 15 ; zivan28 ; 917 
 344 ; 5 копеек ; 1789 ; КМ ; Cu ; VF- ; 10 ; лили ; 1222 
 345 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 51 ; Vitalik1 ; 837 
 346 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF ; 38 ; zoom30 ; 918 
 347 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F-VF ; 10 ; ilmar ; 365 
 348 ; 5 копеек ; 1790 ; АМ ; Cu ; VF- ; 56 ; Vitalik1 ; 917 
 349 ; 5 копеек ; 1791 ; АМ ; Cu ; VF-XF ; 90 ; лили ; 3642 
 350 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 66 ; Vitalik1 ; 850 
 351 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+/VF- ; 17 ; moneta1924 ; 430 
 352 ; 5 копеек ; 1792 ; АМ ; Cu ; VF-XF ; 39 ; Hada ; 2039 
 353 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF- ; 20 ; moneta1924 ; 466 
 354 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VG ; 36 ; SIBPROPILOT ; 1041 
 355 ; 5 копеек ; 1793 ; АМ ; Cu ; F-VF ; 36 ; double ; 803 
 256 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 25 ; Mangust999 ; 327 
 257 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 35 ; igorr ; 252 
 258 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 24 ; bagsy ; 261 
 259 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 31 ; zivan28 ; 357 
 260 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 13 ; купи-продай ; 212 
 261 ; 25 пенни ; 1873 ; S Финляндия ; Ag ; XF ; 42 ; Andrew66 ; 3162 
 262 ; 25 пенни ; 1875 ; S Финляндия ; Ag ; VF-XF ; 29 ; RemTro ; 1530 
 263 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; XF+/XF ; 15 ; RemTro ; 568 
 264 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; VF ; 17 ; WhiteMouse ; 115 
 265 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF ; 33 ; константин007 ; 102 
 266 ; 25 пенни ; 1898 ; L Финляндия ; Ag ; VF ; 24 ; константин007 ; 118 
 267 ; 25 пенни ; 1899 ; L Финляндия ; Ag ; VF ; 17 ; takhizis1313 ; 121 
 268 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF-XF ; 13 ; константин007 ; 118 
 269 ; 25 пенни ; 1902 ; L Финляндия ; Ag ; VF ; 27 ; Bizon6055 ; 340 
 270 ; 25 пенни ; 1906 ; L Финляндия ; Ag ; VF-XF ; 62 ; кент ; 552 
 271 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 20 ; константин007 ; 118 
 272 ; 25 пенни ; 1908 ; L Финляндия ; Ag ; XF- ; 53 ; XF ; 143 
 273 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF- ; 13 ; константин007 ; 122 
 274 ; 25 пенни ; 1910 ; L Финляндия ; Ag ; VF-XF ; 29 ; sheriff 0 ; 322 
 275 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU ; 21 ; igorr ; 214 
 276 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; XF+ ; 32 ; купи-продай ; 146 
 277 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 43 ; искатель78 ; 266 
 278 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 12 ; искатель78 ; 140 
 279 ; 25 пенни. Корона ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 42 ; diskus72 ; 219 
 280 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 24 ; искатель78 ; 153 
 281 ; Лот монет России для Финляндии (10шт): 25 пенни ; 1915-1917 ;  ; Ag ; AU ; 21 ; ДмитрийЩ ; 1450 
 282 ; Лот монет России: 20 копеек (8шт) ; 1872-1913 ;  ; Ag ; VF+/F+ ; 64 ; buivan ; 1794 
 283 ; Лот монет России: 20 копеек (10шт) ; 1869-1905 ;  ; Ag ; VF-/VG ; 46 ; Регион 33 ; 1325 
 284 ; Лот монет России: 20, 5 копеек (5шт) ; 1891-1909 ;  ; Ag ; VF/VG ; 22 ; paranoy ; 762 
 285 ; Лот монет России: 20, 10, 5 копеек (5шт). Отверстия ; 1815-1914 ;  ; Ag ; F-VF/VG ; 110 ; Звездолёты ; 330 
 286 ; Лот монет России (6шт): 50 копеек ; 1896-1899 ;  ; Ag ; VG/G ; 39 ; Emv ; 1785 
 287 ; Лот монет России (6шт): 50,25 пенни ; 1916-1917 ;  ; Ag ; AU/XF ; 22 ; ДмитрийЩ ; 1211 
 288 ; Лот монет России (9шт): 20,15,10 коп ; 1893-1915 ;  ; Ag ; VF-XF/VG ; 8 ; buivan ; 1398 
 289 ; Лот монет России: 20,15,10,5 коп,25 пенни (17шт).Напайки.Отверстия, напайки ;  ;  ; Ag ; F-/G ; 18 ; roza77 ; 936 
 290 ; Лот монет России для Финляндии (3шт): 50,25пенни ; 1890-1909 ;  ; Ag ; VF-XF/VF+ ; 90 ; boroda ; 318 
 291 ; Лот монет России: 15,10 коп (3шт) ; 1912-1915 ;  ; Ag ; VF+/VF- ; 9 ; Exctas ; 400 
 292 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; F ; 68 ; VAPK ; 4101 
 293 ; 5 копеек ; 1723 ; Дата снизу вверх ; Cu ; F+ ; 51 ; 210915 ; 14758 
 294 ; 5 копеек ; 1724 ; МД ; Cu ; VF- ; 29 ; упс ; 4849 
 295 ; 5 копеек. Ремонт ; 1727 ; КД КОПЪAКЬ ; Cu ; VG ; 23 ; kuzma-1 ; 1587 
 296 ; 5 копеек ; 1729 ; МД Хвост узкий ; Cu ; VG ; 70 ; женич ; 4038 
 297 ; 5 копеек ; 1730 ; МД Хвост широкий ; Cu ; F-VF ; 52 ; fgd ; 2150 
 298 ; 5 копеек ; 1730 ; МД Хвост широкий ; Cu ; F+ ; 39 ; лили ; 4000 
 299 ; 5 копеек ; 1730 ; МД Хвост широкий ; Cu ; G ; 19 ; 4444 ; 793 
 300 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF- ; 15 ; Звездолёты ; 273 
 301 ; 5 копеек ; 1764 ; ЕМ ; Cu ; G/VG ; 17 ; Andrei2007 ; 148 
 302 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF ; 23 ; Ustin ; 273 
 303 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF- ; 17 ; nikolas13 ; 248 
 304 ; 5 копеек ; 1766 ; ММ ; Cu ; F-VF ; 33 ; witchhunter ; 732 
 305 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VF- ; 23 ; double ; 279 
 206 ; 5 копеек ; 1823 ; СПБ ПД ; Ag ; VF- ; 40 ; tanker1975 ; 417 
 207 ; 5 копеек ; 1825 ; СПБ ПД ; Ag ; F-VF ; 44 ; wv ; 408 
 208 ; 5 копеек ; 1826 ; СПБ НГ ; Ag ; VF- ; 26 ; nikolai77 ; 948 
 209 ; 5 копеек ; 1828 ; СПБ НГ ; Ag ; VF ; 69 ; ves17 ; 8160 
 210 ; 5 копеек ; 1831 ; СПБ НГ ; Ag ; F-VF ; 29 ; DIMA 57 ; 1071 
 211 ; 5 копеек ; 1833 ; СПБ НГ ; Ag ; VF- ; 35 ; Exctas ; 655 
 212 ; 5 копеек ; 1835 ; СПБ НГ ; Ag ; VF- ; 53 ; Дмитрий475 ; 493 
 213 ; 5 копеек ; 1836 ; СПБ НГ ; Ag ; VF+ ; 31 ; igorr ; 525 
 214 ; 5 копеек ; 1837 ; СПБ НГ ; Ag ; VF- ; 20 ; dimon46 ; 651 
 215 ; 5 копеек ; 1838 ; СПБ НГ ; Ag ; VF- ; 22 ; demodex ; 255 
 216 ; 5 копеек ; 1840 ; СПБ НГ ; Ag ; VF-XF ; 21 ; Andrei2007 ; 1180 
 217 ; 5 копеек ; 1845 ; СПБ КБ ; Ag ; XF+ ; 38 ; fgd ; 2150 
 218 ; 5 копеек ; 1847 ; СПБ ПА ; Ag ; XF+ ; 48 ; alex-54 ; 9000 
 219 ; 5 копеек ; 1848 ; СПБ HI ; Ag ; XF+/XF- ; 46 ; Маша-растеряша ; 3186 
 220 ; 5 копеек ; 1849 ; СПБ ПА ; Ag ; XF+ ; 20 ; мак-сим ; 2958 
 221 ; 5 копеек ; 1850 ; СПБ ПА ; Ag ; XF- ; 32 ; double ; 1836 
 222 ; 5 копеек ; 1852 ; СПБ ПА ; Ag ; VF-XF ; 35 ; alex-54 ; 2295 
 223 ; 5 копеек ; 1854 ; СПБ HI ; Ag ; XF+ ; 30 ; alex-54 ; 4335 
 224 ; 5 копеек ; 1870 ; СПБ HI ; Ag ; XF- ; 27 ; Лях ; 3245 
 225 ; 5 копеек ; 1876 ; СПБ HI ; Ag ; F-VF ; 19 ; Лях ; 3009 
 226 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; AU ; 38 ; ARhimed ; 1711 
 227 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; AU ; 28 ; TaraskaPeter ; 1875 
 228 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; AU ; 42 ; Mangust999 ; 2040 
 229 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; VF ; 32 ; Дмитрий475 ; 487 
 230 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; VF-XF ; 25 ; leshii40 ; 571 
 231 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; VF ; 26 ; takhizis1313 ; 625 
 232 ; 5 копеек ; 1899 ; СПБ АГ ; Ag ; VF- ; 22 ; leshii40 ; 618 
 233 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; AU ; 40 ; potato ; 2265 
 234 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; AU ; 35 ; лили ; 2050 
 235 ; 5 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF+ ; 28 ; Дмитрий475 ; 612 
 236 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 16 ; лили ; 1392 
 237 ; 10 грошей ; 1831 ; KG польское восстание 1830-1831 гг. ; Ag ; VF- ; 89 ; ГдРъ ; 1904 
 238 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; F ; 30 ; YUREZ ; 200 
 239 ; 5 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; F ; 33 ; ГдРъ ; 501 
 240 ; 1 марка ; 1864 ; S Финляндия ; Ag ; VF+ ; 96 ; prince1959 ; 7920 
 241 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF+ ; 30 ; canario ; 612 
 242 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF+ ; 17 ; off ; 918 
 243 ; 1 марка ; 1892 ; L Финляндия ; Ag ; VF-XF ; 26 ; smn51 ; 1470 
 244 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; VF ; 14 ; Boss Orange ; 200 
 245 ; 50 пенни ; 1866 ; S Финляндия ; Ag ; F-VF ; 25 ; кент ; 885 
 246 ; 50 пенни ; 1871 ; S Финляндия ; Ag ; XF- ; 19 ; Sky2 ; 2552 
 247 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF ; 22 ; себер ; 201 
 248 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; XF- ; 28 ; elac ; 1992 
 249 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF+ ; 18 ; XF ; 145 
 250 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF-XF ; 30 ; moneta1924 ; 177 
 251 ; 50 пенни ; 1891 ; L Финляндия ; Ag ; VF+ ; 23 ; WhiteMouse ; 165 
 252 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; VF-XF ; 19 ; smn51 ; 244 
 253 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF-XF ; 16 ; smn51 ; 241 
 254 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 12 ; RAMA ; 175 
 255 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF ; 19 ; smn51 ; 192 
 156 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 19 ; tanker1975 ; 191 
 157 ; 15 копеек ; 1915 ; ВС ; Ag ; AU/XF ; 25 ; vova 1976 ; 189 
 158 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 8 ; Mangust999 ; 363 
 159 ; 15 копеек ; 1915 ; ВС ; Ag ; XF ; 24 ; Valery6776 ; 190 
 160 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 22 ; vizer ; 185 
 161 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 50 ; 0000 ; 367 
 162 ; 15 копеек ; 1916 ; ВС ; Ag ; XF- ; 20 ; Rober ; 204 
 163 ; 15 копеек ; 1916 ; ВС ; Ag ; AU/XF ; 29 ; ирренн ; 337 
 164 ; 15 копеек. Осака ; 1916 ;  ; Ag ; AU ; 64 ; СоРос ; 1992 
 165 ; Гривенник ; 1764 ;  ; Ag ; VF+ ; 93 ; nikkey ; 20360 
 166 ; Гривенник ; 1767 ; ММД ; Ag ; VF ; 68 ; nikkey ; 7913 
 167 ; Гривенник ; 1769 ; СПБ TI ; Ag ; F- ; 52 ; igorr ; 1785 
 168 ; Гривенник ; 1787 ; СПБ ; Ag ; F-VF ; 23 ; Dмитрий ; 3060 
 169 ; 10 копеек ; 1821 ; СПБ ПД ; Ag ; F-VF ; 21 ; wv ; 414 
 170 ; 10 копеек ; 1829 ; СПБ НГ ; Ag ; F+ ; 32 ; alex-54 ; 3500 
 171 ; 10 копеек ; 1840 ; СПБ НГ ; Ag ; F+ ; 9 ; alex-54 ; 407 
 172 ; 10 копеек ; 1845 ; СПБ КБ ; Ag ; VG ; 26 ; seadragon64 ; 155 
 173 ; 10 копеек ; 1869 ; СПБ HI ; Ag ; F-VF ; 32 ; иржик86 ; 185 
 174 ; 10 копеек ; 1884 ; СПБ АГ ; Ag ; VF+ ; 45 ; taa ; 1555 
 175 ; 10 копеек ; 1894 ; СПБ АГ ; Ag ; F+ ; 43 ; alex-54 ; 1047 
 176 ; 10 копеек ; 1898 ; СПБ АГ ; Ag ; VF ; 42 ; EMF ; 805 
 177 ; 10 копеек ; 1899 ; СПБ ЭБ ; Ag ; VF ; 15 ; никсер ; 735 
 178 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; VF ; 11 ; крот655 ; 234 
 179 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; AU/XF ; 72 ; prince1959 ; 3627 
 180 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; VF+ ; 15 ; RemTro ; 364 
 181 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; VF ; 12 ; igrstupaev ; 245 
 182 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF-XF ; 25 ; нв1975 ; 388 
 183 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF ; 10 ; bagsy ; 160 
 184 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF- ; 23 ; Valery6776 ; 225 
 185 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 35 ; white964 ; 327 
 186 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF-XF ; 11 ; константин007 ; 181 
 187 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF- ; 18 ; smn51 ; 193 
 188 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 11 ; moneta1924 ; 200 
 189 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 51 ; seadragon64 ; 600 
 190 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 32 ; bagsy ; 360 
 191 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 13 ; константин007 ; 178 
 192 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 16 ; tim111 ; 306 
 193 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF- ; 13 ; vizer ; 185 
 194 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 14 ; Mangust999 ; 306 
 195 ; 10 копеек ; 1915 ; ВС ; Ag ; VF+ ; 18 ; константин007 ; 143 
 196 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 13 ; johnsilver09 ; 157 
 197 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 15 ; Mangust999 ; 1530 
 198 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 14 ; Mangust999 ; 522 
 199 ; 10 копеек ; 1916 ; ВС ; Ag ; AU/XF ; 21 ; Valery6776 ; 276 
 200 ; 10 копеек. Осака ; 1916 ;  ; Ag ; AU ; 48 ; bigemot ; 4045 
 201 ; 5 копеек ; 1757 ; СПБ ; Ag ; F-VF ; 54 ; NANDRE ; 4189 
 202 ; 5 копеек ; 1813 ; СПБ ПС ; Ag ; XF ; 45 ; prince1959 ; 3538 
 203 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; VF- ; 37 ; Дмитрий475 ; 567 
 204 ; 5 копеек ; 1819 ; СПБ ПС ; Ag ; VF ; 14 ; tanker1975 ; 370 
 205 ; 5 копеек ; 1821 ; СПБ ПД ; Ag ; VF ; 13 ; demodex ; 394 
 106 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; XF ; 23 ; tanker1975 ; 197 
 107 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 25 ; искатель78 ; 368 
 108 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; VF-XF ; 16 ; Rober ; 183 
 109 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; VF-XF ; 14 ; Rober ; 185 
 110 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 19 ; Mateys ; 306 
 111 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF- ; 29 ; 0088 ; 201 
 112 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 28 ; Ach ; 250 
 113 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU/XF ; 23 ; 0088 ; 214 
 114 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 42 ; moneta1924 ; 195 
 115 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 18 ; Гарыныч ; 314 
 116 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 13 ; Mangust999 ; 306 
 117 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 23 ; Aviator4 ; 214 
 118 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 16 ; Valery6776 ; 206 
 119 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 34 ; Valery6776 ; 206 
 120 ; 20 копеек ; 1915 ; ВС ; Ag ; XF+ ; 9 ; Ach ; 250 
 121 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 7 ; Ach ; 254 
 122 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 20 ; 0088 ; 204 
 123 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 46 ; Mangust999 ; 421 
 124 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 24 ; Mangust999 ; 306 
 125 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 27 ; Mateys ; 357 
 126 ; 20 копеек ; 1915 ; ВС ; Ag ; AU/XF ; 32 ; Valery6776 ; 227 
 127 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 12 ; Гарыныч ; 306 
 128 ; 20 копеек ; 1915 ; ВС ; Ag ; XF+ ; 26 ; Valery6776 ; 206 
 129 ; 20 копеек ; 1916 ; ВС ; Ag ; XF ; 9 ; Ach ; 250 
 130 ; 20 копеек ; 1916 ; ВС ; Ag ; AU ; 33 ; zotik ; 355 
 131 ; 15 копеек ; 1769 ; ММД ; Ag ; F+ ; 51 ; NANDRE ; 4647 
 132 ; 15 копеек ; 1870 ; СПБ HI ; Ag ; VF-XF ; 19 ; 222211 ; 976 
 133 ; 15 копеек ; 1871 ; СПБ HI ; Ag ; F+ ; 25 ; wv ; 188 
 134 ; 15 копеек ; 1887 ; СПБ АГ ; Ag ; VF- ; 57 ; Victory-2001 ; 1654 
 135 ; 15 копеек ; 1890 ; СПБ АГ ; Ag ; F+ ; 16 ; alex-54 ; 1595 
 136 ; 15 копеек ; 1891 ; СПБ АГ ; Ag ; VF-XF ; 31 ; seadragon64 ; 830 
 137 ; 15 копеек ; 1893 ; СПБ АГ ; Ag ; VF ; 13 ; Victory-2001 ; 426 
 138 ; 15 копеек ; 1896 ; СПБ АГ ; Ag ; F+ ; 64 ; max5252 ; 10140 
 139 ; 15 копеек ; 1897 ; СПБ АГ ; Ag ; F-VF ; 23 ; viv1957 ; 418 
 140 ; 15 копеек ; 1899 ; СПБ АГ ; Ag ; VF+ ; 23 ; EMF ; 860 
 141 ; 15 копеек ; 1900 ; СПБ ФЗ ; Ag ; VF ; 35 ; крот655 ; 692 
 142 ; 15 копеек ; 1901 ; СПБ ФЗ ; Ag ; F-VF ; 107 ; max5252 ; 2426 
 143 ; 15 копеек ; 1901 ; СПБ АР ; Ag ; F-VF ; 51 ; viv1957 ; 579 
 144 ; 15 копеек ; 1904 ; СПБ АР ; Ag ; VF- ; 40 ; zotik ; 261 
 145 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; F-VF ; 10 ; RAMA ; 149 
 146 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF+ ; 35 ; nikolai77 ; 375 
 147 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF ; 18 ; white964 ; 276 
 148 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF ; 21 ; massivejob ; 183 
 149 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU/XF ; 23 ; smn51 ; 357 
 150 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 29 ; Стасыч ; 453 
 151 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; XF ; 13 ; Valery6776 ; 300 
 152 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; XF/AU ; 16 ; white964 ; 276 
 153 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 22 ; Valery6776 ; 195 
 154 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 27 ; Aviator4 ; 206 
 155 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 20 ; vizer ; 185 
 56 ; 25 копеек ; 1896 ; АГ ; Ag ; VF-XF ; 47 ; Taras58 ; 3735 
 57 ; 20 копеек ; 1823 ; СПБ ПД ; Ag ; F+ ; 19 ; valerdon ; 567 
 58 ; 20 копеек ; 1865 ; СПБ НФ ; Ag ; VF-XF ; 29 ; leshii40 ; 736 
 59 ; 20 копеек ; 1867 ; СПБ HI ; Ag ; F ; 10 ; WhiteMouse ; 160 
 60 ; 20 копеек ; 1868 ; СПБ HI ; Ag ; F-VF ; 15 ; nikolai77 ; 235 
 61 ; 20 копеек ; 1869 ; СПБ HI ; Ag ; F+ ; 11 ; 312 ; 133 
 62 ; 20 копеек ; 1869 ; СПБ HI ; Ag ; VF ; 14 ; константин007 ; 165 
 63 ; 20 копеек ; 1870 ; СПБ HI ; Ag ; F-VF ; 27 ; 312 ; 152 
 64 ; 20 копеек ; 1871 ; СПБ HI ; Ag ; VF ; 34 ; Rober ; 221 
 65 ; 20 копеек ; 1872 ; СПБ HI ; Ag ; F-VF ; 22 ; wv ; 245 
 66 ; 20 копеек ; 1873 ; СПБ HI ; Ag ; AU/XF+ ; 17 ; Слепой пью ; 1247 
 67 ; 20 копеек ; 1874 ; СПБ HI ; Ag ; VF- ; 25 ; wv ; 306 
 68 ; 20 копеек ; 1878 ; СПБ НФ ; Ag ; VF+ ; 31 ; taa ; 441 
 69 ; 20 копеек ; 1879 ; СПБ НФ ; Ag ; VF ; 25 ; bagsy ; 267 
 70 ; 20 копеек ; 1880 ; СПБ НФ ; Ag ; F-VF ; 30 ; vova 1976 ; 181 
 71 ; 20 копеек ; 1880 ; СПБ НФ ; Ag ; XF+/XF- ; 41 ; Маша-растеряша ; 1122 
 72 ; 20 копеек ; 1881 ; СПБ НФ ; Ag ; XF- ; 45 ; Маша-растеряша ; 841 
 73 ; 20 копеек ; 1882 ; СПБ НФ ; Ag ; XF- ; 69 ; RemTro ; 1285 
 74 ; 20 копеек ; 1883 ; СПБ ДС ; Ag ; XF+ ; 65 ; ARhimed ; 2128 
 75 ; 20 копеек ; 1884 ; СПБ АГ ; Ag ; XF+/XF- ; 101 ; Alex1012 ; 3570 
 76 ; 20 копеек ; 1884 ; СПБ АГ ; Ag ; F-VF ; 19 ; vova 1976 ; 357 
 77 ; 20 копеек ; 1886 ; СПБ АГ ; Ag ; XF ; 58 ; alex-54 ; 2000 
 78 ; 20 копеек ; 1887 ; СПБ АГ ; Ag ; VF-XF ; 19 ; Дмитрий475 ; 418 
 79 ; 20 копеек ; 1888 ; СПБ АГ ; Ag ; XF+/XF- ; 48 ; Данила ; 2000 
 80 ; 20 копеек ; 1889 ; СПБ АГ ; Ag ; XF ; 61 ; ARhimed ; 1975 
 81 ; 20 копеек ; 1902 ; СПБ АР ; Ag ; VF ; 37 ; Taras58 ; 1038 
 82 ; 20 копеек ; 1902 ; СПБ АР ; Ag ; VF- ; 15 ; igrstupaev ; 816 
 83 ; 20 копеек ; 1903 ; СПБ АР ; Ag ; VF- ; 11 ; trio ; 251 
 84 ; 20 копеек ; 1905 ; СПБ АР ; Ag ; VF ; 16 ; константин007 ; 139 
 85 ; 20 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF+ ; 19 ; Ach ; 250 
 86 ; 20 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF ; 20 ; Ach ; 250 
 87 ; 20 копеек ; 1906 ; СПБ ЭБ ; Ag ; XF- ; 31 ; tanker1975 ; 353 
 88 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF-XF ; 33 ; smn51 ; 357 
 89 ; 20 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF- ; 34 ; Mozart ; 1277 
 90 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 18 ; константин007 ; 182 
 91 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF ; 22 ; константин007 ; 199 
 92 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF- ; 16 ; 312 ; 133 
