 251 ; Медаль В память войны 1853-1856. D-28мм ;  ;  ; Ж/м ; XF+ ; 33 ; Blister ; 4970 
 319 ; 5 копеек ; 1761 ;  ; Cu ; F-VF ; 70 ; skupoy ; 272 
 320 ; 5 копеек ; 1763 ; ММ ; Cu ; F-VF ; 20 ; 26140 ; 375 
 321 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF ; 16 ; lsp25 ; 226 
 322 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 39 ; wolikaz ; 192 
 323 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 112 ; skupoy ; 267 
 324 ; 5 копеек ; 1763 ; СПМ ; Cu ; VF- ; 40 ; dnk8 ; 1309 
 325 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF- ; 10 ; sever2010 ; 198 
 326 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF- ; 13 ; wertu ; 213 
 327 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F+ ; 35 ; kgu ; 167 
 328 ; 5 копеек ; 1765 ; ЕМ ; Cu ; VF- ; 20 ; zxc2112 ; 183 
 329 ; 5 копеек ; 1765 ; ЕМ ; Cu ; VF- ; 41 ; Димы42 ; 277 
 330 ; 5 копеек ; 1766 ; ЕМ ; Cu ; F-VF ; 32 ; wolikaz ; 181 
 331 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF ; 28 ; skupoy ; 309 
 332 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF ; 13 ; dnk8 ; 278 
 333 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF+ ; 36 ; 439 ; 318 
 334 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF+ ; 77 ; yury64 ; 341 
 335 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VF+ ; 22 ; maytik ; 244 
 336 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VF ; 16 ; alex33vl ; 227 
 337 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF ; 20 ; Northman ; 234 
 338 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF ; 13 ; alex33vl ; 227 
 339 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF ; 13 ; alex33vl ; 227 
 340 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 22 ; Корсар ; 176 
 341 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 27 ; wertu ; 197 
 342 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF+ ; 18 ; mks1973 ; 226 
 343 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 25 ; Недорого ; 211 
 344 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 16 ; kgu ; 179 
 345 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 62 ; alex33vl ; 179 
 346 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F-VF ; 70 ; wolikaz ; 193 
 347 ; 5 копеек ; 1774 ; ЕМ ; Cu ; VF ; 26 ; Димы42 ; 243 
 348 ; 5 копеек ; 1774 ; ЕМ ; Cu ; VF ; 11 ; 26140 ; 231 
 349 ; 5 копеек ; 1774 ; ЕМ ; Cu ; VF ; 20 ; vjacha ; 283 
 350 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF ; 73 ; Ghjcnj ; 226 
 351 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF+ ; 31 ; obr73 ; 295 
 352 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF- ; 18 ; 1dima_s ; 258 
 353 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F-VF ; 93 ; kgu ; 181 
 354 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF- ; 39 ; kgu ; 189 
 355 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF ; 26 ; sever2010 ; 225 
 356 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 41 ; SadKo ; 189 
 257 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF+ ; 39 ; drosel ; 1325 
 258 ; 2 марки ; 1906 ; L Финляндия ; Ag ; VF-XF ; 92 ; SKV ; 2489 
 259 ; 2 марки ; 1907 ; L Финляндия ; Ag ; XF ; 62 ; 26140 ; 3449 
 260 ; 2 марки ; 1908 ; L Финляндия ; Ag ; XF ; 33 ; RuByLa ; 2371 
 261 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF+ ; 23 ; велес ; 591 
 262 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF ; 23 ; 3664 ; 541 
 263 ; 1 марка ; 1872 ; S Финляндия ; Ag ; VF- ; 29 ; myxanak ; 530 
 264 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF+ ; 44 ; BAG ; 893 
 265 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF+ ; 23 ; gaz ; 614 
 266 ; 1 марка ; 1892 ; L Финляндия ; Ag ; VF+ ; 33 ; myxanak ; 542 
 267 ; 1 марка ; 1893 ; L Финляндия ; Ag ; VF ; 14 ; SKV ; 556 
 268 ; 1 марка ; 1907 ; L Финляндия ; Ag ; XF ; 78 ; SKV ; 1496 
 269 ; 1 марка ; 1915 ; S Финляндия ; Ag ; AU ; 53 ; ruslanrs ; 1336 
 270 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; F-VF ; 9 ; yurrgen ; 105 
 271 ; 50 пенни ; 1871 ; S Финляндия ; Ag ; VF ; 13 ; BAG ; 576 
 272 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF- ; 10 ; 2262н ; 266 
 273 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF+ ; 29 ; BAG ; 220 
 274 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF-XF ; 31 ; 2262н ; 264 
 275 ; 50 пенни ; 1891 ; L Финляндия ; Ag ; VF+ ; 70 ; pissimist ; 421 
 276 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; VF+ ; 63 ; loyig ; 377 
 277 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF-XF ; 41 ; max2008 ; 435 
 278 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 23 ; drosel ; 347 
 279 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; XF- ; 28 ; Данила ; 437 
 280 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF ; 25 ; smax621 ; 306 
 281 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 60 ; wertu ; 447 
 282 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; XF/AU ; 76 ; Woker ; 412 
 283 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 73 ; smax621 ; 320 
 284 ; 50 пенни. Корона ; 1917 ; S Финляндия ; Ag ; XF ; 26 ; smax621 ; 334 
 285 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU/XF ; 18 ; Harlock ; 305 
 286 ; 25 пенни ; 1866 ; S Финляндия ; Ag ; VF- ; 23 ; gaz ; 429 
 287 ; 25 пенни ; 1873 ; S Финляндия ; Ag ; VF ; 20 ; von_Schwarz ; 281 
 288 ; 25 пенни ; 1875 ; S Финляндия ; Ag ; VF- ; 7 ; gaz ; 142 
 289 ; 25 пенни ; 1889 ; L Финляндия ; Ag ; VF+ ; 38 ; loyig ; 410 
 290 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; VF ; 19 ; gaz ; 122 
 291 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF+ ; 18 ; 3664 ; 306 
 292 ; 25 пенни ; 1897 ; L Финляндия ; Ag ; VF-XF ; 41 ; yurrgen ; 611 
 293 ; 25 пенни ; 1898 ; L Финляндия ; Ag ; VF-XF ; 33 ; SKV ; 702 
 294 ; 25 пенни ; 1899 ; L Финляндия ; Ag ; VF+ ; 15 ; vjacha ; 245 
 295 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF-XF ; 39 ; ALEXXXANGEL ; 195 
 296 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 23 ; wertu ; 179 
 297 ; 25 пенни ; 1908 ; L Финляндия ; Ag ; VF-XF ; 19 ; gaz ; 265 
 298 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF ; 24 ; cond ; 227 
 299 ; 25 пенни ; 1910 ; L Финляндия ; Ag ; VF-XF ; 55 ; gaz ; 1007 
 300 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; XF+ ; 43 ; Harlock ; 244 
 301 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 52 ; Harlock ; 247 
 302 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 42 ; порт ; 257 
 303 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 50 ; Harlock ; 313 
 304 ; 25 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 39 ; smax621 ; 320 
 305 ; Лот монет России (3шт): 1 рубль. На одной отверстие ; 1878,1897,1899 ;  ; Ag ; VG/VF+ ; 117 ; wertu ; 4770 
 306 ; Лот монет России (5шт): 20к,15к,10к ; 1912-1915 ;  ; Ag ; VF-/XF- ; 114 ; denizen ; 519 
 207 ; 10 копеек ; 1915 ; ВС ; Ag ; VF-XF ; 18 ; denizen ; 101 
 208 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 33 ; smax621 ; 153 
 209 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 24 ; Sing ; 155 
 210 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 26 ; сквозняк_44 ; 152 
 211 ; 5 копеек ; 1757 ; СПБ ; Ag ; FVF ; 76 ; dpb ; 3636 
 212 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; VF ; 38 ; nаtallli ; 439 
 213 ; 5 копеек ; 1823 ; СПБ ПД ; Ag ; VF+ ; 99 ; GEV ; 1179 
 214 ; 5 копеек ; 1831 ; СПБ НГ ; Ag ; VF+ ; 46 ; СВл ; 4544 
 215 ; 5 копеек ; 1834 ; СПБ НГ ; Ag ; VF ; 61 ; Iskatel ; 889 
 216 ; 5 копеек ; 1848 ; СПБ HI ; Ag ; VF+ ; 55 ; gaz ; 1099 
 217 ; 5 копеек ; 1853 ; СПБ HI ; Ag ; VF-XF ; 49 ; dali ; 2103 
 218 ; 5 копеек ; 1855 ; СПБ HI ; Ag ; VF-XF ; 37 ; dali ; 1587 
 219 ; 5 копеек ; 1862 ; СПБ МИ ; Ag ; VF ; 55 ; blaster40 ; 2526 
 220 ; 5 копеек ; 1871 ; СПБ HI ; Ag ; F-VF ; 43 ; yurrgen ; 667 
 221 ; 5 копеек ; 1875 ; СПБ HI ; Ag ; XF ; 43 ; каламбурчик ; 5100 
 222 ; 5 копеек ; 1876 ; СПБ HI ; Ag ; VF-XF ; 35 ; Так!!! ; 1566 
 223 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; AU ; 43 ; dali ; 1632 
 224 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; VF ; 54 ; прыгун ; 333 
 225 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; VF ; 39 ; прыгун ; 284 
 226 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; VF+ ; 45 ; Northman ; 401 
 227 ; 5 копеек ; 1889 ; СПБ АГ ; Ag ; VF ; 46 ; прыгун ; 326 
 228 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; VF-XF ; 53 ; 384020 ; 408 
 229 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; VF-XF ; 51 ; прыгун ; 308 
 230 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; XF- ; 68 ; Rezus ; 426 
 231 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; XF- ; 40 ; сторож91 ; 430 
 232 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; VF ; 70 ; прыгун ; 357 
 233 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; VF+ ; 43 ; прыгун ; 229 
 234 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; VF+ ; 43 ; ALEXXXANGEL ; 287 
 235 ; 5 копеек ; 1899 ; СПБ АГ ; Ag ; VF+ ; 54 ; pvg111 ; 319 
 236 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; XF- ; 82 ; pvg111 ; 365 
 237 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; XF ; 50 ; 384020 ; 373 
 238 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; XF ; 19 ; 384020 ; 365 
 239 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; XF ; 72 ; vjacha ; 463 
 240 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; XF- ; 32 ; smax621 ; 349 
 241 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; XF ; 64 ; dali ; 468 
 242 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 69 ; ALEXXXANGEL ; 260 
 243 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; XF ; 83 ; 55-55 ; 439 
 244 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; AU ; 51 ; senin ; 492 
 245 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF+ ; 35 ; ges ; 428 
 246 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF ; 45 ; 55-55 ; 389 
 247 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; XF ; 37 ; USS ; 414 
 248 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 53 ; игоръ12 ; 733 
 249 ; 5 копеек ; 1915 ; ВС ; Ag ; AU ; 32 ; etalon ; 1228 
 250 ; 2 злотых ; 1824 ; IB Польша ; Ag ; F ; 19 ; sonegr ; 1008 
 251 ; 5 грошей ; 1820 ; IB Польша ; Ag ; VF- ; 62 ; IORANA ; 1209 
 252 ; 5 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF+ ; 47 ; 26140 ; 1625 
 253 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF+ ; 37 ; SKV ; 1186 
 254 ; 2 марки ; 1866 ; S Финляндия ; Ag ; VF ; 45 ; yurrgen ; 1006 
 255 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF+ ; 57 ; SKV ; 1734 
 256 ; 2 марки ; 1872 ; S Финляндия ; Ag ; VF+ ; 63 ; shneyder ; 1366 
 157 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF- ; 16 ; ALEXXXANGEL ; 133 
 158 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 81 ; novikoff12006 ; 351 
 159 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; VF-XF ; 17 ; mr.812 ; 179 
 160 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; XF ; 21 ; smax621 ; 146 
 161 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 31 ; сквозняк_44 ; 159 
 162 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; VF-XF ; 59 ; dennn ; 143 
 163 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 90 ; kostik_ne ; 157 
 164 ; 15 копеек ; 1915 ; ВС ; Ag ; VF ; 14 ; denizen ; 104 
 165 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 53 ; kostik_ne ; 147 
 166 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 41 ; kostik_ne ; 146 
 167 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 73 ; 1456 ; 148 
 168 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 40 ; 1dima_s ; 159 
 169 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 33 ; wertu ; 233 
 170 ; 15 копеек. Осака ; 1916 ;  ; Ag ; XF+ ; 111 ; 1456 ; 1041 
 171 ; 15 копеек. Осака ; 1916 ;  ; Ag ; AU ; 73 ; lvd ; 2040 
 172 ; 15 копеек ; 1917 ; ВС ; Ag ; AU ; 137 ; mich555 ; 5432 
 173 ; Гривенник ; 1751 ;  ; Ag ; VF ; 98 ; dbnfvby ; 1831 
 174 ; 10 копеек (Петров-5р, Ильин-4р) ; 1810 ; СПБ ФГ ; Ag ; F ; 25 ; von_Schwarz ; 1333 
 175 ; 10 копеек ; 1815 ; СПБ МФ ; Ag ; F-VF ; 57 ; yurrgen ; 337 
 176 ; 10 копеек ; 1855 ; СПБ HI ; Ag ; VF- ; 67 ; sdfg ; 937 
 177 ; 10 копеек ; 1861 ; СПБ ; Ag ; VF-XF ; 72 ; yurrgen ; 507 
 178 ; 10 копеек ; 1863 ; СПБ АБ ; Ag ; VF-XF ; 95 ; dali ; 873 
 179 ; 10 копеек ; 1867 ; СПБ HI ; Ag ; VF+ ; 117 ; spero ; 743 
 180 ; 10 копеек ; 1868 ; СПБ HI ; Ag ; XF ; 104 ; Roman_B ; 1959 
 181 ; 10 копеек ; 1878 ; СПБ НФ ; Ag ; XF ; 83 ; 1456 ; 1036 
 182 ; 10 копеек ; 1879 ; СПБ НФ ; Ag ; VF ; 67 ; Корсар ; 550 
 183 ; 10 копеек ; 1900 ; СПБ ФЗ ; Ag ; F-VF ; 47 ; sikachai ; 244 
 184 ; 10 копеек ; 1901 ; СПБ ФЗ ; Ag ; VF- ; 90 ; Nikolay75 ; 179 
 185 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; VF ; 74 ; Vb[fksx ; 419 
 186 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; VF ; 92 ; Nikolay75 ; 149 
 187 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; VF ; 87 ; ALEXXXANGEL ; 153 
 188 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF ; 45 ; werespider ; 153 
 189 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF+ ; 68 ; pavel788 ; 215 
 190 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 104 ; Сапёр ; 250 
 191 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF ; 31 ; denizen ; 104 
 192 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF- ; 35 ; ALEXXXANGEL ; 169 
 193 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF ; 54 ; kent01 ; 146 
 194 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF ; 53 ; Nikolay75 ; 183 
 195 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF ; 98 ; ALEXXXANGEL ; 175 
 196 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 80 ; smax621 ; 306 
 197 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 15 ; kent01 ; 119 
 198 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; F-VF ; 36 ; denizen ; 101 
 199 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 41 ; ALEXXXANGEL ; 115 
 200 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 78 ; westof ; 128 
 201 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 80 ; сквозняк_44 ; 133 
 202 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 16 ; сквозняк_44 ; 126 
 203 ; 10 копеек ; 1915 ; ВС ; Ag ; XF ; 17 ; westof ; 119 
 204 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 79 ; westof ; 107 
 205 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 33 ; avs ; 163 
 206 ; 10 копеек ; 1915 ; ВС ; Ag ; XF ; 25 ; Northman ; 107 
 107 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF- ; 31 ; kostik_ne ; 104 
 108 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF+ ; 19 ; imi ; 141 
 109 ; 20 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF-XF ; 38 ; pavel788 ; 225 
 110 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF ; 90 ; kostik_ne ; 175 
 111 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF ; 35 ; westof ; 131 
 112 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; AU ; 43 ; novikoff12006 ; 403 
 113 ; 20 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF ; 100 ; Сапёр ; 189 
 114 ; 20 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF+ ; 19 ; pavel788 ; 140 
 115 ; 20 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF ; 55 ; Димы42 ; 201 
 116 ; 20 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF+ ; 18 ; GUGA ; 157 
 117 ; 20 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 89 ; westof ; 145 
 118 ; 20 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF- ; 20 ; kostik_ne ; 155 
 119 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; XF- ; 36 ; kostik_ne ; 183 
 120 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; XF ; 27 ; ALEXXXANGEL ; 163 
 121 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; XF- ; 71 ; GUGA ; 169 
 122 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 16 ; westof ; 120 
 123 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 24 ; westof ; 116 
 124 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU/XF ; 78 ; vitalik72v ; 155 
 125 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 10 ; kapital51 ; 217 
 126 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 33 ; westof ; 143 
 127 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 34 ; GUGA ; 159 
 128 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 87 ; westof ; 137 
 129 ; 20 копеек ; 1915 ; ВС ; Ag ; XF+ ; 42 ; westof ; 119 
 130 ; 20 копеек ; 1915 ; ВС ; Ag ; XF+ ; 34 ; westof ; 133 
 131 ; 20 копеек ; 1915 ; ВС ; Ag ; XF ; 25 ; Garrik 56 ; 119 
 132 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 14 ; ilgor ; 500 
 133 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 10 ; Дядя Саша ; 124 
 134 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 13 ; джон007 ; 135 
 135 ; 20 копеек ; 1915 ; ВС ; Ag ; XF+ ; 15 ; джон007 ; 122 
 136 ; 20 копеек ; 1915 ; ВС ; Ag ; XF- ; 30 ; Exctas ; 125 
 137 ; 20 копеек ; 1916 ; ВС ; Ag ; AU ; 48 ; lvd ; 555 
 138 ; 15 копеек-1 злотый ; 1837 ; MW Рус.-Пол. ; Ag ; F+ ; 36 ; a54 ; 340 
 139 ; 15 копеек-1 злотый ; 1840 ; НГ Рус.-Пол. ; Ag ; VF+ ; 82 ; Papa Smurf ; 1587 
 140 ; 15 копеек ; 1862 ; СПБ МИ ; Ag ; XF- ; 69 ; Roman_B ; 758 
 141 ; 15 копеек ; 1865 ; СПБ НФ ; Ag ; VF ; 71 ; suren ; 855 
 142 ; 15 копеек ; 1875 ; СПБ HI ; Ag ; F-VF ; 10 ; denizen ; 96 
 143 ; 15 копеек ; 1900 ; СПБ ФЗ ; Ag ; F+ ; 104 ; 4ward ; 199 
 144 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; F-VF ; 81 ; Nikolay75 ; 113 
 145 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; VF ; 49 ; kostik_ne ; 137 
 146 ; 15 копеек ; 1903 ; СПБ АР ; Ag ; F+ ; 82 ; ALEXXXANGEL ; 155 
 147 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; VF ; 31 ; ALEXXXANGEL ; 104 
 148 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; VF+ ; 22 ; wertu ; 116 
 149 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF ; 32 ; Northman ; 113 
 150 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF+ ; 80 ; kostik_ne ; 113 
 151 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF- ; 44 ; kent01 ; 120 
 152 ; 15 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF- ; 118 ; mr.812 ; 234 
 153 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 107 ; pavel788 ; 210 
 154 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 52 ; kostik_ne ; 159 
 155 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 11 ; kostik_ne ; 133 
 156 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF ; 7 ; Exctas ; 107 
 57 ; Полтина ; 1815 ; СПБ МФ ; Ag ; F ; 20 ; wertu ; 590 
 58 ; Полтина ; 1877 ; СПБ HI ; Ag ; VF-XF ; 86 ; yurrgen ; 4418 
 59 ; Полтина ; 1895 ; (АГ) АГ ; Ag ; F-VF ; 24 ; imi ; 824 
 60 ; Полтина ; 1896 ; ( * ) ; Ag ; F+ ; 9 ; dnjhybr33 ; 577 
 61 ; Полтина ; 1896 ; ( * ) ; Ag ; F-VF ; 8 ; ilgor ; 552 
 62 ; Полтина ; 1896 ; ( * ) ; Ag ; F ; 13 ; ilgor ; 489 
 63 ; Полтина ; 1896 ; (АГ) АГ ; Ag ; F+ ; 16 ; bvm1504 ; 510 
 64 ; Полтина ; 1897 ; ( * ) ; Ag ; F ; 36 ; dvn2010 ; 505 
 65 ; Полтина ; 1899 ; (АГ) АГ ; Ag ; F+ ; 26 ; kostik_ne ; 532 
 66 ; Полтина ; 1910 ; (ЭБ) АГ ; Ag ; F-VF ; 37 ; 26140 ; 2042 
 67 ; Полтина ; 1911 ; (ЭБ) АГ ; Ag ; VF+ ; 48 ; sdfg ; 2048 
 68 ; Полтина ; 1911 ; (ЭБ) АГ ; Ag ; VF+ ; 65 ; geracon2009 ; 1631 
 69 ; Полтина ; 1911 ; (ЭБ) АГ ; Ag ; VF+ ; 38 ; dnjhybr33 ; 1632 
 70 ; Полтина ; 1912 ; (ЭБ) АГ ; Ag ; XF+ ; 63 ; serg98 ; 2763 
 71 ; Полтина ; 1912 ; (ЭБ) АГ ; Ag ; VF+ ; 90 ; SSS200 ; 1215 
 72 ; Полтина ; 1913 ; (ВС) АГ ; Ag ; VF-XF ; 30 ; senj ; 1587 
 73 ; 30 копеек-2 злотых ; 1837 ; MW Рус.-Пол. ; Ag ; VF ; 77 ; jimmysu ; 1161 
 74 ; Полуполтинник ; 1770 ; ММД ДМ ; Ag ; F ; 51 ; 26140 ; 2172 
 75 ; Полуполтинник ; 1789 ; СПБ ЯА ; Ag ; F+ ; 23 ; aleks7 ; 2154 
 76 ; 25 копеек ; 1839 ; СПБ НГ ; Ag ; F-VF ; 57 ; vitapool ; 1053 
 77 ; 25 копеек ; 1847 ; СПБ ПА ; Ag ; VF+ ; 64 ; jimmysu ; 1607 
 78 ; 25 копеек ; 1850 ; СПБ ПА ; Ag ; VF+ ; 79 ; 1dima_s ; 2323 
 79 ; 25 копеек ; 1858 ; СПБ ФБ ; Ag ; VF-XF ; 60 ; vitapool ; 2179 
 80 ; 25 копеек ; 1896 ; АГ ; Ag ; VF-XF ; 126 ; lesnik1 ; 3064 
