 3652 ; 100 рублей ; 1991 ; билет ;  ;  ; 54 ; andreykag ; 169 
 593 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 48 ; vasa ; 73 
 594 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; VF- ; 17 ; росвет ; 57 
 595 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; VF- ; 23 ; raise ; 54 
 596 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F+ ; 18 ; Taptun ; 46 
 597 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 20 ; imi ; 48 
 598 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 16 ; imi ; 29 
 599 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF- ; 11 ; imi ; 40 
 600 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 16 ; Taptun ; 45 
 601 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF- ; 30 ; 12345lal ; 126 
 602 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF- ; 11 ; Al0851 ; 107 
 603 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF+ ; 43 ; 27091979 ; 312 
 604 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF- ; 10 ; Al0851 ; 98 
 605 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 27 ; raise ; 87 
 606 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 21 ; Taptun ; 107 
 607 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 16 ; captain ; 126 
 608 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 22 ; Taptun ; 84 
 609 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 26 ; Al0851 ; 161 
 610 ; Копейка ; 1606-1610 ; Василий Шуйский Новгородский ден.двор ; Ag ; F-VF ; 20 ; zoom30 ; 294 
 611 ; Копейка ; 1606-1610 ; Василий Шуйский Новгородский ден.двор ; Ag ; F-VF ; 35 ; zoom30 ; 439 
 612 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 118 ; ZOLTAN333 ; 408 
 613 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 102 ; Вов ; 408 
 614 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 41 ; 12345lal ; 232 
 615 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F ; 26 ; Taptun ; 221 
 616 ; Копейка. Деформация ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Московский ден.двор ; Ag ; F-VF ; 57 ; 12345lal ; 357 
 617 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 92 ; Al0851 ; 149 
 618 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 75 ; 12345lal ; 223 
 619 ; Копейка. Деформация ; 1612-1613 ; временный московский денежный двор ; Ag ; F+ ; 57 ; zoom30 ; 309 
 620 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; F-VF ; 33 ; 12345lal ; 209 
 621 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; F-VF ; 28 ; 12345lal ; 306 
 622 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; pupok-16 ; 114 
 623 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 39 ; bigimoto ; 204 
 624 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; pupok-16 ; 67 
 625 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; ifvfy_2008 ; 69 
 626 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; SadKo ; 35 
 527 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 11 ; волга ; 46 
 528 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 5 ; SadKo ; 57 
 529 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; SadKo ; 41 
 530 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 26 ; Taptun ; 37 
 531 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 8 ; raise ; 61 
 532 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 23 ; ifvfy_2008 ; 45 
 533 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 42 ; captain ; 73 
 534 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 14 ; alskr ; 57 
 535 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 20 ; Sterh ; 31 
 536 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 8 ; Taptun ; 61 
 537 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 7 ; ifvfy_2008 ; 34 
 538 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 25 ; raise ; 36 
 539 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 38 ; волга ; 37 
 540 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 19 ; ifvfy_2008 ; 42 
 541 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 6 ; raise ; 56 
 542 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 13 ; волга ; 36 
 543 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 5 ; SadKo ; 35 
 544 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 17 ; kostian ; 148 
 545 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 13 ; SadKo ; 43 
 546 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 22 ; raise ; 114 
 547 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F ; 15 ; ifvfy_2008 ; 45 
 548 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 6 ; raise ; 46 
 549 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F ; 13 ; raise ; 135 
 550 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F ; 35 ; росвет ; 155 
 551 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 13 ; pupok-16 ; 104 
 552 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF- ; 15 ; zoom30 ; 155 
 553 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF- ; 21 ; поручик ; 79 
 554 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 43 ; Alexpan ; 59 
 555 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 12 ; raise ; 83 
 556 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 49 ; raise ; 187 
 557 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 20 ; raise ; 237 
 558 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 15 ; ifvfy_2008 ; 32 
 559 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 8 ; raise ; 37 
 560 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 21 ; kostian ; 180 
 561 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 13 ; SadKo ; 43 
 562 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 44 ; Taptun ; 149 
 563 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 41 ; Charlotte Sometimes ; 67 
 564 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 27 ; Alexpan ; 104 
 565 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 15 ; SadKo ; 57 
 566 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F ; 13 ; sonegr ; 77 
 567 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F+ ; 7 ; ifvfy_2008 ; 78 
 568 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF ; 35 ; klaid ; 69 
 569 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 11 ; ifvfy_2008 ; 42 
 570 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF- ; 9 ; поручик ; 79 
 571 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 17 ; SadKo ; 65 
 572 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF- ; 26 ; Al0851 ; 92 
 573 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 13 ; росвет ; 59 
 574 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 9 ; Al0851 ; 61 
 575 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 13 ; SadKo ; 57 
 576 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F+ ; 12 ; Al0851 ; 32 
 477 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 26 ; zoom30 ; 102 
 478 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF-XF ; 48 ; Седой ; 120 
 479 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 12 ; ANK ; 51 
 480 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF-XF ; 22 ; ANK ; 71 
 481 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF-XF ; 15 ; samsung ; 47 
 482 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 31 ; sinus ; 204 
 483 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 70 ; captain ; 357 
 484 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 19 ; Brabus ; 65 
 485 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 24 ; zoom30 ; 165 
 486 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 11 ; raise ; 35 
 487 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F+ ; 12 ; SadKo ; 63 
 488 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 37 ; peck ; 522 
 489 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 20 ; sssppp ; 237 
 490 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 48 ; SadKo ; 290 
 491 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F+ ; 9 ; raise ; 91 
 492 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 22 ; Taptun ; 59 
 493 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 47 ; zoom30 ; 163 
 494 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 14 ; Букин ; 104 
 495 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 59 ; sinus ; 1020 
 496 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 44 ; zoom30 ; 523 
 497 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 44 ; Майкл ; 275 
 498 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; VF- ; 46 ; ZOLTAN333 ; 327 
 499 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF ; 58 ; imi ; 160 
 500 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; VF- ; 32 ; Charlotte Sometimes ; 153 
 501 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F+ ; 10 ; lm ; 122 
 502 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 43 ; peck ; 101 
 503 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 11 ; поручик ; 101 
 504 ; Денга. Двустороннее подражание. Суздаль ; XV в ;  ; Ag ; F+ ; 86 ; морган ; 1024 
 505 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 32 ; сте ; 1018 
 506 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F ; 45 ; Al0851 ; 83 
 507 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 19 ; Al0851 ; 77 
 508 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 11 ; ifvfy_2008 ; 51 
 509 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 5 ; Sterh ; 24 
 510 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 19 ; alskr ; 124 
 511 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F ; 10 ; jef688 ; 10 
 512 ; Копейка. Трещина ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 2 ; zmax ; 15 
 513 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 23 ; brabus777 ; 31 
 514 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 32 ; raise ; 79 
 515 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 29 ; волга ; 34 
 516 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 24 ; raise ; 36 
 517 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 5 ; ifvfy_2008 ; 177 
 518 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 19 ; Al0851 ; 92 
 519 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 25 ; Al0851 ; 101 
 520 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF- ; 31 ; Charlotte Sometimes ; 209 
 521 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 30 ; Charlotte Sometimes ; 46 
 522 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 42 ; SadKo ; 42 
 523 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 23 ; Al0851 ; 42 
 524 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 26 ; Mars1J ; 113 
 525 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 21 ; ifvfy_2008 ; 39 
 526 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 13 ; kostian ; 100 
 407 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; VF- ; 43 ; gav1980 ; 219 
 408 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 25 ; nikita1980 ; 105 
 409 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 17 ; жека.. ; 105 
 410 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF-XF ; 86 ; SSK ; 1550 
 411 ; Полушка. Трещина ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 23 ; lm ; 50 
 412 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; AU ; 61 ; DmitryA ; 1156 
 413 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; AU/XF ; 67 ; 13 ; 920 
 414 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; AU ; 58 ; Alexpan ; 937 
 415 ; 2 копейки "оккупация" ; 1916A ;  ; Fe ; VF ; 86 ; Лайр ; 918 
 416 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 46 ; molchun ; 333 
 417 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 29 ; lsp25 ; 142 
 418 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 27 ; lsp25 ; 139 
 419 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 42 ; zybr ; 260 
 420 ; 1 пенни ; 1914 ; Финляндия ; Cu ; XF+ ; 28 ; BVN-2 ; 90 
 421 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 41 ; ded2010 ; 100 
