 5854 ; Бона иностранная. Бразилия ;  ;  ;  ; AU ; 26 ; scipion ; 116 
 573 ; 5 пенни ; 1875 ; Финляндия ; Cu ; F ; 9 ; Mike! ; 101 
 574 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF- ; 13 ; dima-sml ; 150 
 575 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF-XF ; 17 ; полк ; 408 
 576 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF-XF ; 12 ; полк ; 258 
 577 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF-XF ; 10 ; rulka ; 261 
 578 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF ; 7 ; dima-sml ; 150 
 579 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF ; 10 ; Ten Nochi ; 153 
 580 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 13 ; KNK ; 45 
 581 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 20 ; cond ; 303 
 582 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF ; 11 ; dima-sml ; 150 
 583 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF+ ; 15 ; A.G ; 120 
 584 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 29 ; d-master ; 68 
 585 ; 5 пенни ; 1916 ; Финляндия ; Cu ; AU ; 14 ; gdrg2 ; 126 
 586 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 9 ; Andrei2007 ; 60 
 587 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 13 ; dima-sml ; 82 
 588 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 11 ; dima-sml ; 80 
 589 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 17 ; ostin ; 181 
 590 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 15 ; dima-sml ; 96 
 591 ; 1 пенни ; 1875 ; Финляндия ; Cu ; VF-XF ; 43 ; СВТ69 ; 1485 
 592 ; 1 пенни ; 1884 ; Финляндия ; Cu ; XF- ; 46 ; maleevsw ; 8067 
 593 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF- ; 15 ; maleevsw ; 1018 
 594 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF+ ; 39 ; Mike! ; 188 
 595 ; 1 пенни ; 1899 ; Финляндия ; Cu ; VF-XF ; 18 ; A.G ; 216 
 596 ; 1 пенни ; 1904 ; Финляндия ; Cu ; F-VF ; 18 ; Михалыч57 ; 765 
 597 ; 1 пенни ; 1911 ; Финляндия ; Cu ; UNC/AU ; 47 ; master_kka ; 1020 
 598 ; 1 пенни ; 1911 ; Финляндия ; Cu ; XF- ; 15 ; Reichard ; 82 
 599 ; 1 пенни ; 1913 ; Финляндия ; Cu ; XF ; 46 ; master_kka ; 510 
 600 ; 1 пенни ; 1914 ; Финляндия ; Cu ; AU ; 17 ; ZET ; 510 
 601 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 43 ; maleevsw ; 243 
 602 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 66 ; maleevsw ; 232 
 603 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 24 ; maleevsw ; 357 
 604 ; 1 пенни ; 1917 ; Финляндия ; Cu ; VF-XF ; 23 ; Reichard ; 91 
 605 ; Лот монет России: 5,1 пенни (6шт) ; 1871-1917 ;  ; Cu ; VF/VG ; 17 ; себер ; 487 
 606 ; Лот монет России: 2,1 коп, полушка (5шт) ; 1731-1883 ;  ; Cu ; F-VF/G ; 93 ; ARhimed ; 714 
 507 ; Денга ; 1735 ;  ; Cu ; F-VF ; 10 ; gav1980 ; 72 
 508 ; Денга ; 1737 ;  ; Cu ; VF ; 25 ; gav1980 ; 153 
 509 ; Денга ; 1738 ;  ; Cu ; VF+ ; 11 ; ZET ; 370 
 510 ; Денга ; 1740 ;  ; Cu ; F-VF ; 20 ; кондор ; 296 
 511 ; Денга ; 1741 ;  ; Cu ; F+ ; 6 ; кондор ; 83 
 512 ; Денга ; 1743 ;  ; Cu ; VF ; 42 ; Rosomaxa ; 363 
 513 ; Денга ; 1747 ;  ; Cu ; VF- ; 11 ; gav1980 ; 62 
 514 ; Денга ; 1748 ;  ; Cu ; F-VF ; 9 ; gav1980 ; 74 
 515 ; Денга ; 1749 ;  ; Cu ; VF ; 37 ; MDV ; 268 
 516 ; Денга ; 1750 ;  ; Cu ; VF ; 20 ; gav1980 ; 3726 
 517 ; Денга. Брак чеканки ; 1750 ;  ; Cu ; F+ ; 5 ; северянин ; 128 
 518 ; Денга ; 1751 ;  ; Cu ; F-VF ; 41 ; gav1980 ; 161 
 519 ; Денга ; 1751 ;  ; Cu ; F+ ; 9 ; yunonik ; 34 
 520 ; Денга ; 1753 ;  ; Cu ; F-VF ; 16 ; Михалыч57 ; 194 
 521 ; Денга ; 1788 ; КМ ; Cu ; F-VF ; 58 ; Ритм ; 702 
 522 ; Денга ; 1791 ; КМ ; Cu ; VF+ ; 41 ; ur_adamov ; 1309 
 523 ; Деньга ; 1797 ; ЕМ ; Cu ; F+ ; 39 ; MDV ; 499 
 524 ; Деньга ; 1798 ; ЕМ ; Cu ; VF ; 30 ; кузнец ; 450 
 525 ; Деньга ; 1798 ; ЕМ ; Cu ; F+ ; 45 ; Майкл ; 459 
 526 ; Деньга ; 1798 ; ЕМ ; Cu ; VG ; 10 ; никсер ; 301 
 527 ; Деньга (Петров-4р, Ильин-3р) ; 1813 ; КМ АМ ; Cu ; VF- ; 80 ; ct200h ; 5202 
 528 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; VF-XF ; 15 ; mgv ; 855 
 529 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; VF ; 21 ; solder13 ; 426 
 530 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; VF ; 20 ; Юрий.. ; 167 
 531 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; VF+ ; 68 ; bek-1 ; 1552 
 532 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; F+ ; 14 ; tsv72 ; 118 
 533 ; 1/2 копейки ; 1844 ; СМ ; Cu ; F+ ; 11 ; pvg111 ; 208 
 534 ; Денежка ; 1854 ; ЕМ ; Cu ; F ; 24 ; кузнец ; 130 
 535 ; Денежка ; 1858 ; ВМ ; Cu ; VF- ; 51 ; Костян 92 ; 1581 
 536 ; Денежка ; 1863 ; ВМ ; Cu ; VF ; 45 ; ГдРъ ; 1041 
 537 ; 1/2 копейки ; 1895 ; СПБ ; Cu ; VF-XF ; 20 ; za-via ; 669 
 538 ; 1/2 копейки ; 1896 ; СПБ ; Cu ; AU ; 59 ; ct200h ; 3927 
 539 ; 1/2 копейки ; 1899 ; СПБ ; Cu ;  ; 6 ; Дмитрий1 ; 115 
 540 ; 1/2 копейки. В капсуле ICG ; 1909 ; СПБ ; Cu ; AU ; 115 ; kirkar ; 1777 
 541 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; F-VF ; 20 ; yunonik ; 47 
 542 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; XF ; 25 ; Horta ; 360 
 543 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF+ ; 20 ; master_kka ; 227 
 544 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 13 ; kornum ; 516 
 545 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 17 ; 550055 ; 191 
 546 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 13 ; gdrg2 ; 153 
 547 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; AU ; 21 ; Декарт ; 649 
 548 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 25 ; Horta ; 300 
 549 ; 1/2 копейки ; 1915 ;  ; Cu ; XF ; 17 ; Horta ; 465 
 550 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 20 ; majkl ; 104 
 551 ; 1/4 копейки ; 1840 ; ЕМ ; Cu ; VF- ; 15 ; нионила ; 204 
 552 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; VF-XF ; 46 ; bek-1 ; 727 
 553 ; 1/4 копейки ; 1844 ; СМ ; Cu ; F-VF ; 10 ; 439 ; 261 
 554 ; 1/4 копейки ; 1896 ; СПБ ; Cu ; VF-XF ; 30 ; viktor2205 ; 1543 
 555 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; XF+/XF- ; 29 ; ct200h ; 3111 
 556 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; AU ; 57 ; ss13 ; 2658 
 457 ; 2 копейки ; 1859 ; ЕМ ; Cu ; VF-XF ; 41 ; 45b00f ; 793 
 458 ; 2 копейки ; 1869 ; ЕМ ; Cu ; VF- ; 10 ; zima ; 185 
 459 ; 2 копейки ; 1874 ; ЕМ ; Cu ; VF- ; 24 ; ct200h ; 306 
 460 ; 2 копейки ; 1877 ; СПБ ; Cu ; VF+ ; 20 ; acad ; 1428 
 461 ; 2 копейки ; 1901 ; СПБ ; Cu ; VF-XF ; 32 ; нионила ; 1020 
 462 ; 2 копейки ; 1910 ; СПБ ; Cu ; VF ; 7 ; 3273 ; 62 
 463 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 9 ; Nuniz ; 73 
 464 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 43 ; лидер ; 711 
 465 ; 2 копейки ; 1916 ;  ; Cu ; VF-XF ; 17 ; acad ; 114 
 466 ; Копейка ; 1757 ;  ; Cu ; F+ ; 13 ; Василевс ; 153 
 467 ; Копейка ; 1758 ;  ; Cu ; F-VF ; 9 ; zemlyk2014 ; 92 
 468 ; Копейка ; 1759 ;  ; Cu ; F+ ; 9 ; d-master ; 57 
 469 ; Копейка ; 1760 ;  ; Cu ; F-VF ; 7 ; zemlyk2014 ; 90 
 470 ; Копейка ; 1775 ; КМ "Сибирь" ; Cu ; F+ ; 14 ; stasson ; 347 
 471 ; Копейка ; 1779 ; КМ "Сибирь" ; Cu ; F-VF ; 17 ; Iskatel ; 700 
 472 ; Копейка ; 1788 ;  ; Cu ; F+ ; 19 ; Хоботов ; 407 
 473 ; Копейка ; 1789 ; ЕМ ; Cu ; F-VF ; 29 ; 45b00f ; 118 
 474 ; Копейка ; 1796 ; ЕМ ; Cu ; F+ ; 13 ; tsv72 ; 286 
 475 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 9 ; Andrei2007 ; 164 
 476 ; Копейка ; 1799 ; ЕМ ; Cu ; F-VF ; 14 ; vizer ; 194 
 477 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 7 ; vizer ; 191 
 478 ; Копейка ; 1801 ; ЕМ ; Cu ; VF ; 23 ; miyt ; 261 
 479 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 8 ; vizer ; 174 
 480 ; Копейка ; 1819 ; КМ АД ; Cu ; VF ; 11 ; 439 ; 342 
 481 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; F ; 7 ; Andrei2007 ; 58 
 482 ; Копейка ; 1840 ; ЕМ ; Cu ; VF+ ; 20 ; gdrg2 ; 363 
 483 ; Копейка ; 1841 ; ЕМ ; Cu ; F+ ; 9 ; RVS ; 120 
 484 ; Копейка ; 1843 ; ЕМ ; Cu ; VF- ; 3 ; ANGEL 23 ; 57 
 485 ; Копейка ; 1845 ; СМ ; Cu ; F+ ; 7 ; 550055 ; 159 
 486 ; Копейка ; 1851 ; ЕМ ; Cu ; VF ; 23 ; Виталий 64 ; 498 
 487 ; Копейка ; 1853 ; ВМ ; Cu ; F+ ; 29 ; RVS ; 949 
 488 ; Копейка ; 1861 ; ЕМ ; Cu ; F+ ; 13 ; majkl ; 70 
 489 ; Копейка ; 1863 ; ВМ ; Cu ; VF-XF ; 61 ; Karhu ; 2796 
 490 ; Копейка ; 1875 ; ЕМ ; Cu ; VF+ ; 20 ; ct200h ; 593 
 491 ; Копейка ; 1889 ; СПБ ; Cu ; F+ ; 39 ; ct200h ; 254 
 492 ; Копейка ; 1892 ; СПБ ; Cu ; XF ; 19 ; мак-сим ; 1377 
 493 ; Копейка ; 1893 ; СПБ ; Cu ; VF-XF ; 25 ; Turist33 ; 1000 
 494 ; Копейка. В капсуле NGC ; 1894 ; СПБ ; Cu ; AU 58 ; 51 ; master_kka ; 2267 
 495 ; Копейка ; 1909 ; СПБ ; Cu ; VF- ; 11 ; нв1975 ; 51 
 496 ; Копейка ; 1910 ; СПБ ; Cu ; VF+ ; 19 ; 439 ; 203 
 497 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 7 ; Bulgar ; 57 
 498 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 12 ; Факт ; 112 
 499 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 8 ; Corp ; 64 
 500 ; Копейка ; 1915 ;  ; Cu ; AU ; 26 ; ss13 ; 623 
 501 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 9 ; dima-sml ; 82 
 502 ; Копейка ; 1915 ;  ; Cu ; XF= ; 7 ; dima-sml ; 67 
 503 ; Копейка ; 1915 ;  ; Cu ; VF ; 5 ; Bulgar ; 36 
 504 ; Денга ; 1731 ;  ; Cu ; VF+ ; 69 ; амбал ; 1201 
 505 ; Денга ; 1731 ;  ; Cu ; VF- ; 13 ; R.V.R ; 367 
 506 ; Денга ; 1731 ;  ; Cu ; F+ ; 7 ; Thomson ; 306 
 407 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF ; 16 ; СВТ69 ; 230 
 408 ; 2 копейки ; 1797 ; АМ ; Cu ; VF- ; 7 ; zemlyk2014 ; 204 
 409 ; 2 копейки ; 1797 ; КМ ; Cu ; F-VF ; 16 ; gdrg2 ; 355 
 410 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 29 ; dim66 ; 261 
 411 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 17 ; majkl ; 127 
 412 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF- ; 13 ; byrozka ; 183 
 413 ; 2 копейки ; 1799 ; КМ ; Cu ; VF ; 19 ; zemlyk2014 ; 272 
 414 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 13 ; byrozka ; 177 
 415 ; 2 копейки ; 1800 ; КМ ; Cu ; VF- ; 8 ; zemlyk2014 ; 228 
 416 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 11 ; zemlyk2014 ; 171 
 417 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 25 ; byrozka ; 225 
 418 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 11 ; byrozka ; 192 
 419 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF+ ; 23 ; Vitalik1 ; 713 
 420 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF- ; 9 ; Vitalik1 ; 449 
 421 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF ; 53 ; Ten Nochi ; 689 
 422 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F-VF ; 22 ; 45b00f ; 288 
 423 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF-XF ; 20 ; arsenich-s ; 241 
 424 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 15 ; arsenich-s ; 214 
 425 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF ; 18 ; vizer ; 153 
 426 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 18 ; tsv72 ; 216 
 427 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF+ ; 17 ; zima ; 202 
 428 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF- ; 14 ; vizer ; 174 
 429 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F-VF ; 8 ; gelind ; 112 
 430 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; F+ ; 9 ; gelind ; 113 
 431 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF ; 41 ; rulka ; 226 
 432 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF-XF ; 48 ; ARhimed ; 712 
 433 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; VF+ ; 16 ; zheka_77 ; 503 
 434 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VF- ; 5 ; vizer ; 126 
 435 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF-XF ; 9 ; zima ; 211 
 436 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F-VF ; 3 ; alexandr1968 ; 23 
 437 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; VF+ ; 10 ; rirosrob ; 114 
 438 ; 2 копейки ; 1817 ; ЕМ НМ ; Cu ; VF- ; 7 ; tsv72 ; 57 
 439 ; 2 копейки ; 1817 ; КМ АМ ; Cu ; F+ ; 5 ; rirosrob ; 90 
 440 ; 2 копейки ; 1819 ; ЕМ НМ ; Cu ; VF+ ; 19 ; vasek ; 408 
 441 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; VF ; 7 ; rirosrob ; 102 
 442 ; 2 копейки ; 1822 ; КМ АМ ; Cu ; F-VF ; 13 ; rirosrob ; 216 
 443 ; 2 копейки ; 1825 ; ЕМ ПГ ; Cu ; VF-XF ; 41 ; Vitalik1 ; 614 
 444 ; 2 копейки ; 1829 ; ЕМ ИК ; Cu ; VF+ ; 28 ; taa ; 363 
 445 ; 2 копейки (Ильин-1р) ; 1831 ; СМ ; Cu ; F-VF ; 21 ; ur_adamov ; 816 
 446 ; 2 копейки (Ильин-1р) ; 1832 ; СМ ; Cu ; VF ; 50 ; Михалыч57 ; 450 
 447 ; 2 копейки (Ильин-3р) ; 1833 ; ЕМ ФХ ; Cu ; VF ; 35 ; prince1959 ; 2754 
 448 ; 2 копейки (Ильин-2р) ; 1833 ; СМ ; Cu ; F-VF ; 24 ; Михалыч57 ; 591 
 449 ; 2 копейки (Ильин-1р) ; 1835 ; СМ ; Cu ; F ; 64 ; ur_adamov ; 1019 
 450 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; VF ; 27 ; pvg111 ; 428 
 451 ; 2 копейки ; 1837 ; СМ ; Cu ; VF- ; 49 ; arsenich-s ; 514 
 452 ; 2 копейки ; 1838 ; ЕМ НА ; Cu ; VF+ ; 39 ; Ten Nochi ; 818 
 453 ; 2 копейки ; 1838 ; СМ ; Cu ; VF- ; 16 ; kornum ; 408 
 454 ; 2 копейки (Ильин-1р) ; 1839 ; СМ ; Cu ; F-VF ; 11 ; tanker1975 ; 216 
 455 ; 2 копейки ; 1840 ; СПМ ; Cu ; VF ; 36 ; rustamsp ; 308 
 456 ; 2 копейки ; 1854 ; ЕМ ; Cu ; VF+ ; 28 ; acad ; 944 
 357 ; 5 копеек ; 1806 ; ЕМ ; Cu ; XF- ; 22 ; AIK60 ; 3315 
 358 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF ; 52 ; 1jokr ; 768 
 359 ; 5 копеек ; 1831 ; СМ ; Cu ; VF ; 39 ; gdrg2 ; 1157 
 360 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF ; 33 ; zheka_77 ; 570 
 361 ; 5 копеек ; 1832 ; СМ ; Cu ; F-VF ; 10 ; altunin ; 310 
 362 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF+ ; 59 ; AIK60 ; 2000 
 363 ; 5 копеек ; 1833 ; СМ ; Cu ; VF- ; 40 ; нумизмат ; 969 
 364 ; 5 копеек ; 1834 ; ЕМ ФХ ; Cu ; F+ ; 13 ; alexandr1968 ; 159 
 365 ; 5 копеек ; 1834 ; СМ ; Cu ; VF- ; 19 ; Михалыч57 ; 183 
 366 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; VF- ; 21 ; gdrg2 ; 413 
 367 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; VF- ; 16 ; altunin ; 216 
 368 ; 5 копеек (Ильин-1р) ; 1836 ; СМ ; Cu ; F+ ; 32 ; taa ; 552 
 369 ; 5 копеек (Ильин-5р) ; 1837 ; ЕМ ФХ ; Cu ; VF ; 75 ; Minck ; 3060 
 370 ; 5 копеек ; 1837 ; ЕМ КТ ; Cu ; VF ; 20 ; altunin ; 396 
 371 ; 5 копеек ; 1837 ; ЕМ НА ; Cu ; VF ; 33 ; arsenich-s ; 666 
 372 ; 5 копеек (Ильин-1р) ; 1837 ; СМ ; Cu ; VF- ; 37 ; Dimitriy ; 567 
 373 ; 5 копеек ; 1838 ; ЕМ НА ; Cu ; VF ; 32 ; 13266 ; 1245 
 374 ; 5 копеек (Ильин-1р) ; 1838 ; СМ ; Cu ; F-VF ; 20 ; Minck ; 567 
 375 ; 5 копеек ; 1839 ; ЕМ НА ; Cu ; VF+ ; 56 ; arsenich-s ; 827 
 376 ; 5 копеек (Петров-2р, Ильин-1р) ; 1839 ; СМ ; Cu ; F-VF ; 13 ; arsenich-s ; 576 
 377 ; 5 копеек ; 1865 ; ЕМ ; Cu ; VF-XF ; 50 ; НЗ ; 1353 
 378 ; 5 копеек ; 1880 ; СПБ ; Cu ; VF ; 21 ; altunin ; 410 
 379 ; 5 копеек ; 1911 ; СПБ ; Cu ; AU ; 41 ; kirkar ; 3468 
 380 ; 3 копейки ; 1841 ; ЕМ ; Cu ; VF ; 34 ; 45b00f ; 1197 
 381 ; 3 копейки ; 1858 ; ЕМ ; Cu ; VF ; 64 ; 224000 ; 1166 
 382 ; 3 копейки ; 1859 ; ЕМ ; Cu ; VF-XF ; 20 ; Марик ; 933 
 383 ; 3 копейки ; 1873 ; ЕМ ; Cu ; VF+ ; 12 ; Kivalen47 ; 520 
 384 ; 3 копейки ; 1874 ; ЕМ ; Cu ; F+ ; 31 ; Kivalen47 ; 400 
 385 ; 3 копейки ; 1876 ; СПБ ; Cu ; VF+ ; 39 ; ГдРъ ; 310 
 386 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF ; 9 ; narmin ; 101 
 387 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 19 ; RL3010 ; 917 
 388 ; 3 копейки ; 1913 ; СПБ ; Cu ; F-VF ; 9 ; Новик ; 84 
 389 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 25 ; Vitalik1 ; 579 
 390 ; 3 копейки ; 1915 ;  ; Cu ; XF- ; 14 ; kop ; 126 
 391 ; 3 копейки ; 1915 ;  ; Cu ; VF+/XF- ; 7 ; северянин ; 102 
 392 ; 3 копейки ; 1915 ;  ; Cu ; F-VF ; 3 ; Новик ; 79 
 393 ; 3 копейки ; 1916 ;  ; Cu ; VF-XF ; 6 ; paranoy ; 102 
 394 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 25 ; Хоботов ; 188 
 395 ; 2 копейки ; 1761 ;  ; Cu ; VF ; 17 ; 45b00f ; 237 
 396 ; 2 копейки ; 1765 ; ММ ; Cu ; VF- ; 30 ; 45b00f ; 255 
 397 ; 2 копейки ; 1768 ; КМ "Сибирь" ; Cu ; F+ ; 34 ; stasson ; 910 
 398 ; 2 копейки ; 1771 ; КМ "Сибирь" ; Cu ; F+ ; 19 ; кузнец ; 423 
 399 ; 2 копейки ; 1772 ; КМ "Сибирь" ; Cu ; VF- ; 40 ; Vova1950 ; 1530 
 400 ; 2 копейки ; 1773 ; КМ "Сибирь" ; Cu ; F-VF ; 36 ; 45b00f ; 844 
 401 ; 2 копейки ; 1774 ; КМ "Сибирь" ; Cu ; VF- ; 13 ; shknikolay ; 1347 
 402 ; 2 копейки ; 1776 ; КМ "Сибирь" ; Cu ; VF ; 29 ; Thomson ; 875 
 403 ; 2 копейки ; 1777 ; КМ "Сибирь" ; Cu ; F-VF ; 27 ; gdrg2 ; 497 
 404 ; 2 копейки ; 1778 ; КМ "Сибирь" ; Cu ; VF ; 90 ; 384020 ; 1125 
 405 ; 2 копейки ; 1788 ; СПМ ; Cu ; F-VF ; 20 ; nikolaj.vernik ; 419 
 406 ; 2 копейки (Петров-1р) ; 1797 ;  ; Cu ; F ; 77 ; alekseynn ; 4571 
 307 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF- ; 21 ; kkir ; 681 
 308 ; 10 копеек ; 1834 ; ЕМ ФХ ; Cu ; VF- ; 56 ; Vova1950 ; 2142 
 309 ; 10 копеек ; 1835 ; ЕМ ФХ ; Cu ; VF- ; 19 ; Костян 92 ; 720 
 310 ; 10 копеек (Петров-1,5р, Ильин-3р) ; 1835 ; СМ ; Cu ; VF- ; 48 ; Хаа ; 4080 
 311 ; 10 копеек ; 1836 ; ЕМ ФХ ; Cu ; VF ; 49 ; Рубчик ; 5100 
 312 ; 10 копеек ; 1838 ; ЕМ НА ; Cu ; VF+ ; 41 ; Запруда ; 2107 
 313 ; 10 копеек (Петров-1,5р, Ильин-3р) ; 1838 ; СМ ; Cu ; VF- ; 58 ; Костян 92 ; 4017 
