 3216 ; Бона иностранная ;  ;  ;  ;  ; 10 ; allur65 ; 37 
 573 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F ; 21 ; E68 ; 141 
 574 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F ; 31 ; Григорий ; 81 
 575 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F ; 31 ; Григорий ; 43 
 576 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F ; 22 ; Григорий ; 108 
 577 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F ; 22 ; kolhis ; 126 
 578 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 15 ; molodes ; 129 
 579 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F ; 13 ; natallli ; 71 
 580 ; 2 копейки ; 1799 ; КМ ; Cu ; F ; 16 ; 11111 ; 414 
 581 ; 2 копейки ; 1799 ; КМ ; Cu ; VF- ; 58 ; SSK ; 816 
 582 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 23 ; kai2009 ; 211 
 583 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 20 ; E68 ; 147 
 584 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF- ; 16 ; E68 ; 214 
 585 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 22 ; Григорий ; 74 
 586 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 18 ; rtdmsm ; 59 
 587 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF+ ; 15 ; Sky2 ; 347 
 588 ; 2 копейки ; 1800 ; КМ ; Cu ; F-VF ; 29 ; vasya2006 ; 313 
 589 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 16 ; E68 ; 137 
 590 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 24 ; jef688 ; 159 
 591 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 21 ; kolhis ; 114 
 592 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 31 ; Григорий ; 86 
 593 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 35 ; FEDOTOV1920 ; 230 
 594 ; 2 копейки ; 1801 ; КМ ; Cu ; F+ ; 58 ; дутик ; 611 
 595 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 50 ; jef688 ; 161 
 596 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 27 ; E68 ; 153 
 597 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 41 ; dmytrylat ; 179 
 598 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 23 ; kolhis ; 115 
 599 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 16 ; jef688 ; 135 
 600 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F ; 10 ; natallli ; 75 
 601 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 21 ; molodes ; 159 
 602 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF-XF ; 34 ; AI ; 315 
 603 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 20 ; E68 ; 142 
 504 ; 5 копеек ; 1839 ; ЕМ НА ; Cu ; F-VF ; 50 ; lchernata ; 1704 
 505 ; 5 копеек ; 1859 ; ЕМ ; Cu ; F ; 47 ; skif ; 62 
 506 ; 5 копеек ; 1860 ; ЕМ ; Cu ; F ; 26 ; E68 ; 181 
 507 ; 5 копеек ; 1869 ; ЕМ ; Cu ; F-VF ; 23 ; QSL ; 163 
 508 ; 5 копеек ; 1870 ; ЕМ ; Cu ; F+ ; 22 ; alno51 ; 98 
 509 ; 5 копеек ; 1872 ; ЕМ ; Cu ; VF+ ; 44 ; eugraphus ; 567 
 510 ; 5 копеек ; 1874 ; ЕМ ; Cu ; F+ ; 22 ; Lotus 99 ; 216 
 511 ; 5 копеек ; 1877 ; СПБ ; Cu ; F+ ; 22 ; MAD_B ; 222 
 512 ; 5 копеек ; 1880 ; СПБ ; Cu ; F ; 29 ; alno51 ; 181 
 513 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF-XF ; 51 ; SPA ; 975 
 514 ; 5 копеек ; 1911 ; СПБ ; Cu ; F-VF ; 27 ; жаба ; 306 
 515 ; 5 копеек ; 1911 ; СПБ ; Cu ; F ; 13 ; жаба ; 169 
 516 ; 5 копеек ; 1911 ; СПБ ; Cu ; VG ; 7 ; edv1968 ; 22 
 517 ; 3 копейки (Ильин-1р) ; 1841 ; СМ ; Cu ; F ; 30 ; sinisha ; 567 
 518 ; 3 копейки ; 1842 ; ЕМ ; Cu ; F-VF ; 11 ; alno51 ; 363 
 519 ; 3 копейки ; 1843 ; ЕМ ; Cu ; F-VF ; 30 ; жаба ; 918 
 520 ; 3 копейки ; 1844 ; ЕМ ; Cu ; F ; 22 ; kolhis ; 177 
 521 ; 3 копейки ; 1857 ; ЕМ ; Cu ; F+ ; 52 ; dmytrylat ; 225 
 522 ; 3 копейки ; 1859 ; ЕМ ; Cu ; F+ ; 110 ; ФВС ; 306 
 523 ; 3 копейки ; 1861 ; ЕМ ; Cu ; F+ ; 36 ; pmaster ; 327 
 524 ; 3 копейки ; 1863 ; ЕМ ; Cu ; F-VF ; 64 ; rokada77 ; 1020 
 525 ; 3 копейки ; 1868 ; ЕМ ; Cu ; F+ ; 29 ; nikolay ; 181 
 526 ; 3 копейки ; 1881 ; СПБ ; Cu ; F ; 16 ; stk ; 68 
 527 ; 3 копейки ; 1882 ; СПБ ; Cu ; F-VF ; 74 ; Lynx-a ; 375 
 528 ; 3 копейки ; 1883 ; СПБ ; Cu ; F ; 15 ; Lynx-a ; 120 
 529 ; 3 копейки ; 1893 ; СПБ ; Cu ; F+ ; 27 ; crackjack ; 126 
 530 ; 3 копейки ; 1895 ; СПБ ; Cu ; F-VF ; 68 ; Kostas77rus ; 457 
 531 ; 3 копейки ; 1898 ; СПБ ; Cu ; VF- ; 35 ; дока ; 255 
 532 ; 3 копейки ; 1904 ; СПБ ; Cu ; F ; 22 ; 1234567 ; 102 
 533 ; 3 копейки ; 1907 ; СПБ ; Cu ; F ; 17 ; 1234567 ; 148 
 534 ; 3 копейки ; 1907 ; СПБ ; Cu ; F ; 10 ; skif ; 144 
 535 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF ; 5 ; димитрий ; 33 
 536 ; 3 копейки ; 1908 ; СПБ ; Cu ; VG ; 11 ; Bur11 ; 22 
 537 ; 3 копейки ; 1911 ; СПБ ; Cu ; VG ; 12 ; ten137 ; 22 
 538 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF- ; 5 ; andreyx  ; 82 
 539 ; 3 копейки ; 1914 ; СПБ ; Cu ; F ; 12 ; ten137 ; 22 
 540 ; 3 копейки ; 1915 ;  ; Cu ; VF+ ; 78 ; winde ; 105 
 541 ; 3 копейки ; 1915 ;  ; Cu ; F ; 22 ; Rober ; 33 
 542 ; 3 копейки ; 1916 ;  ; Cu ; VF-XF ; 14 ; volod ; 94 
 543 ; 2 копейки ; 1757 ; Гурт надп. Екатер. ; Cu ; F-VF ; 137 ; 0030 ; 411 
 544 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF- ; 67 ; 439 ; 361 
 545 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 43 ; natallli ; 55 
 546 ; 2 копейки ; 1757 ; Гурт надп. Екатер. ; Cu ; F+ ; 26 ; jef688 ; 129 
 547 ; 2 копейки ; 1757 ; Гурт надп. Екатер. ; Cu ; F ; 13 ; jef688 ; 34 
 548 ; 2 копейки (Ильин-10р) ; 1758 ; Номинал над гербом ; Cu ; F ; 54 ; irv ; 1505 
 549 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 42 ; jef688 ; 53 
 550 ; 2 копейки ; 1761 ;  ; Cu ; VF- ; 33 ; volod ; 210 
 551 ; 2 копейки ; 1762 ; Номинал под гербом ; Cu ; F+ ; 64 ; жаба ; 1111 
 552 ; 2 копейки ; 1763 ; СПМ ; Cu ; VF- ; 76 ; черпой ; 530 
 553 ; 2 копейки ; 1765 ; СПМ ; Cu ; VF ; 123 ; 439 ; 929 
 454 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF- ; 54 ; magnet8 ; 1134 
 455 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F-VF ; 16 ; magnet8 ; 1050 
 456 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F ; 36 ; Григорий ; 117 
 457 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF ; 31 ; QSL ; 167 
 458 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF ; 31 ; exploited ; 323 
 459 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+ ; 29 ; Rober ; 144 
 460 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F ; 25 ; jef688 ; 123 
 461 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+ ; 18 ; E68 ; 112 
 462 ; 5 копеек ; 1794 ; АМ ; Cu ; VF- ; 57 ; жаба ; 956 
 463 ; 5 копеек ; 1794 ; КМ ; Cu ; F-VF ; 44 ; 1234567 ; 1486 
 464 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF+ ; 37 ; Полянка ; 475 
 465 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 25 ; QSL ; 158 
 466 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F+ ; 26 ; E68 ; 123 
 467 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF- ; 39 ; crackjack ; 263 
 468 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF- ; 24 ; E68 ; 227 
 469 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF- ; 19 ; Полянка ; 227 
 470 ; 5 копеек ; 1795 ; АМ ; Cu ; F+ ; 17 ; jef688 ; 369 
 471 ; 5 копеек ; 1795 ; ЕМ ; Cu ; F+ ; 30 ; E68 ; 179 
 472 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF- ; 30 ; E68 ; 293 
 473 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF- ; 14 ; volod ; 307 
 474 ; 5 копеек ; 1795 ; ЕМ ; Cu ; F+ ; 22 ; E68 ; 114 
 475 ; 5 копеек ; 1795 ; ЕМ ; Cu ; F+ ; 22 ; E68 ; 147 
 476 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF+ ; 45 ; leo 2 ; 616 
 477 ; 5 копеек ; 1796 ; АМ ; Cu ; F-VF ; 26 ; Полянка ; 579 
 478 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F+ ; 6 ; жаба ; 300 
 479 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F-VF ; 39 ; QSL ; 312 
 480 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF ; 30 ; fkl5010 ; 3060 
 481 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F ; 13 ; zoom30 ; 323 
 482 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF+ ; 37 ; Sky2 ; 506 
 483 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F ; 9 ; fkl5010 ; 1020 
 484 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F-VF ; 39 ; dixi ; 297 
 485 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F+ ; 9 ; E68 ; 172 
 486 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF-XF ; 80 ; 3705427 ; 3319 
 487 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF- ; 32 ; guran ; 1000 
 488 ; 5 копеек ; 1803 ; ЕМ ; Cu ; F-VF ; 25 ; jef688 ; 677 
 489 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF+ ; 39 ; dimon46 ; 1734 
 490 ; 5 копеек ; 1804 ; ЕМ ; Cu ; AU/XF ; 73 ; Roman24 ; 5000 
 491 ; 5 копеек ; 1804 ; ЕМ ; Cu ; F-VF ; 44 ; dixi ; 1084 
 492 ; 5 копеек ; 1805 ; ЕМ ; Cu ; F-VF ; 32 ; magnet8 ; 816 
 493 ; 5 копеек ; 1806 ; ЕМ ; Cu ; VF-XF ; 63 ; RAPAN ; 2126 
 494 ; 5 копеек ; 1807 ; ЕМ ; Cu ; F-VF ; 26 ; жаба ; 1590 
 495 ; 5 копеек (Ильин-1р) ; 1831 ; СМ ; Cu ; F-VF ; 85 ; Майкл ; 1677 
 496 ; 5 копеек ; 1833 ; СМ ; Cu ; F+ ; 26 ; alno51 ; 344 
 497 ; 5 копеек ; 1834 ; ЕМ ФХ ; Cu ; F-VF ; 62 ; жаба ; 426 
 498 ; 5 копеек (Ильин-1р) ; 1834 ; СМ ; Cu ; F ; 18 ; lchernata ; 682 
 499 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; VF+ ; 21 ; Andrei2007 ; 374 
 500 ; 5 копеек (Ильин-1р) ; 1835 ; СМ ; Cu ; F+ ; 31 ; sinisha ; 1019 
 501 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; VF+ ; 88 ; numizmat1902 ; 714 
 502 ; 5 копеек (Ильин-1р) ; 1836 ; СМ ; Cu ; F-VF ; 69 ; lchernata ; 1179 
 503 ; 5 копеек ; 1837 ; ЕМ КТ ; Cu ; VF- ; 24 ; alno51 ; 308 
 404 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF- ; 22 ; molodes ; 182 
 405 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F ; 33 ; Григорий ; 110 
 406 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F ; 10 ; Григорий ; 61 
 407 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF+ ; 47 ; magnet8 ; 693 
 408 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F+ ; 20 ; Григорий ; 87 
 409 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF- ; 18 ; Rober ; 261 
 410 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 26 ; solder13 ; 346 
 411 ; 5 копеек ; 1788 ; ММ ; Cu ; VF+ ; 43 ; rokada77 ; 612 
 412 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 36 ; exploited ; 368 
 413 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 35 ; QSL ; 278 
 414 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 14 ; жаба ; 400 
 415 ; 5 копеек ; 1788 ; СПМ ; Cu ; F+ ; 18 ; jef688 ; 357 
 416 ; 5 копеек ; 1788 ; СПМ ; Cu ; F+ ; 20 ; Lena13 ; 426 
 417 ; 5 копеек ; 1788 ; СПМ ; Cu ; F ; 19 ; jef688 ; 319 
 418 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 26 ; molodes ; 210 
 419 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 17 ; E68 ; 255 
 420 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 37 ; E68 ; 262 
 421 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F ; 20 ; Григорий ; 93 
 422 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 14 ; crackjack ; 146 
 423 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 17 ; QSL ; 139 
 424 ; 5 копеек ; 1789 ; АМ ; Cu ; VF ; 57 ; 3705427 ; 1224 
 425 ; 5 копеек ; 1789 ; КМ ; Cu ; VF- ; 47 ; жаба ; 2696 
 426 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F-VF ; 30 ; Полянка ; 276 
 427 ; 5 копеек ; 1789 ; АМ ; Cu ; F+ ; 34 ; дутик ; 601 
 428 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F-VF ; 33 ; E68 ; 255 
 429 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF- ; 23 ; kolhis ; 210 
 430 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F-VF ; 14 ; Полянка ; 161 
 431 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF- ; 25 ; crackjack ; 261 
 432 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF- ; 17 ; kurrent ; 242 
 433 ; 5 копеек ; 1790 ; КМ ; Cu ; F-VF ; 33 ; xabib ; 1275 
 434 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF- ; 17 ; kolhis ; 209 
 435 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F+ ; 21 ; kolhis ; 159 
 436 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF- ; 22 ; Полянка ; 267 
 437 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF- ; 8 ; Полянка ; 202 
 438 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F-VF ; 24 ; E68 ; 177 
 439 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF- ; 19 ; Полянка ; 177 
 440 ; 5 копеек ; 1791 ; АМ ; Cu ; VF- ; 26 ; nicknov ; 714 
 441 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F ; 40 ; Григорий ; 132 
 442 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F+ ; 13 ; QSL ; 156 
 443 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F+ ; 26 ; meny ; 136 
 444 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F-VF ; 11 ; meny ; 172 
 445 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F+ ; 36 ; Григорий ; 137 
 446 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF+ ; 21 ; Sky2 ; 341 
 447 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F-VF ; 10 ; Полянка ; 206 
 448 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF-XF ; 44 ; guran ; 460 
 449 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 16 ; E68 ; 155 
 450 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 13 ; QSL ; 159 
 451 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F-VF ; 21 ; QSL ; 226 
 452 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F ; 42 ; E68 ; 143 
 453 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF ; 81 ; rjnz ; 2865 
 354 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 35 ; жаба ; 261 
 355 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F ; 8 ; Григорий ; 93 
 356 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F ; 15 ; Григорий ; 108 
 357 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 15 ; E68 ; 255 
 358 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 17 ; Luka ; 238 
 359 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 22 ; Luka ; 189 
 360 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF+ ; 25 ; volod ; 303 
 361 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F-VF ; 29 ; QSL ; 236 
 362 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F-VF ; 18 ; crackjack ; 143 
 363 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F+ ; 29 ; Григорий ; 116 
 364 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 31 ; дока ; 329 
 365 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 25 ; E68 ; 255 
 366 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F+ ; 28 ; QSL ; 158 
 367 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF+ ; 30 ; Sky2 ; 402 
 368 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF+ ; 45 ; Luka ; 339 
 369 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF ; 46 ; жаба ; 387 
 370 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 22 ; QSL ; 261 
 371 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 29 ; meny ; 210 
 372 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F-VF ; 22 ; QSL ; 222 
 373 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 33 ; crackjack ; 136 
 374 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F-VF ; 12 ; crackjack ; 250 
 375 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 33 ; Luka ; 250 
 376 ; 5 копеек ; 1783 ; КМ ; Cu ; VF- ; 50 ; дутик ; 1334 
 377 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 28 ; Luka ; 148 
 378 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 11 ; E68 ; 245 
 379 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 17 ; E68 ; 212 
 380 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 13 ; Григорий ; 133 
 381 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F+ ; 33 ; QSL ; 171 
 382 ; 5 копеек ; 1784 ; КМ ; Cu ; VF-XF ; 41 ; Dмитрий ; 1428 
 383 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF- ; 24 ; Григорий ; 131 
 384 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 15 ; Полянка ; 163 
 385 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 29 ; Григорий ; 136 
 386 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 15 ; Григорий ; 159 
 387 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF- ; 21 ; crackjack ; 212 
 388 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 22 ; E68 ; 246 
 389 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF+ ; 15 ; stallar ; 312 
 390 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF ; 27 ; kolhis ; 199 
 391 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF ; 41 ; crackjack ; 267 
 392 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF- ; 16 ; Rober ; 159 
 393 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F+ ; 5 ; E68 ; 141 
 394 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF-XF ; 20 ; Полянка ; 360 
 395 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF- ; 26 ; Luka ; 261 
 396 ; 5 копеек ; 1785? ; ЕМ ; Cu ; F+ ; 14 ; E68 ; 203 
 397 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 19 ; Luka ; 208 
 398 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF ; 22 ; QSL ; 253 
 399 ; 5 копеек ; 1786 ; КМ ; Cu ; F-VF ; 43 ; Полянка ; 1353 
 400 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F+ ; 12 ; Григорий ; 73 
 401 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 17 ; Luka ; 157 
 402 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 23 ; E68 ; 201 
 403 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 58 ; жаба ; 283 
 304 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 21 ; E68 ; 148 
 305 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 19 ; stallar ; 136 
 306 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 27 ; dmytrylat ; 139 
 307 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 15 ; E68 ; 148 
 308 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 35 ; meny ; 138 
 309 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F ; 36 ; stk ; 135 
 310 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF- ; 34 ; Luka ; 301 
 311 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F+ ; 36 ; Григорий ; 96 
 312 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F+ ; 37 ; E68 ; 131 
 313 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F+ ; 10 ; QSL ; 136 
 314 ; 5 копеек ; 1774 ; ЕМ ; Cu ; VF- ; 29 ; E68 ; 284 
 315 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF+ ; 32 ; Sky2 ; 327 
 316 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF+ ; 23 ; коновал ; 413 
 317 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F-VF ; 23 ; kolhis ; 207 
 318 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F+ ; 20 ; QSL ; 159 
 319 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F ; 24 ; Григорий ; 62 
 320 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F+ ; 51 ; Григорий ; 105 
 321 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F-VF ; 24 ; crackjack ; 128 
 322 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF+ ; 36 ; Sky2 ; 466 
 323 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF- ; 9 ; crackjack ; 227 
 324 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F-VF ; 19 ; E68 ; 255 
 325 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF- ; 21 ; Luka ; 215 
 326 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF ; 25 ; exploited ; 340 
 327 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F-VF ; 10 ; Luka ; 139 
 328 ; 5 копеек ; 1776 ; КМ "Сибирь" ; Cu ; F+ ; 31 ; von_Schwarz ; 1025 
 329 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF ; 34 ; E68 ; 355 
 330 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 27 ; жаба ; 353 
 331 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F+ ; 16 ; Григорий ; 116 
 332 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F+ ; 17 ; QSL ; 146 
 333 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 19 ; kolhis ; 179 
 334 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 16 ; kolhis ; 210 
 335 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF- ; 15 ; E68 ; 188 
 336 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 26 ; kotmih ; 345 
 337 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 30 ; exploited ; 310 
 338 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 34 ; Полянка ; 228 
 339 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 37 ; Luka ; 227 
 340 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F ; 24 ; Григорий ; 113 
 341 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F+ ; 29 ; Григорий ; 116 
 342 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F+ ; 16 ; Григорий ; 114 
 343 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 17 ; Полянка ; 219 
 344 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 37 ; дока ; 348 
 345 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 17 ; exploited ; 230 
