 5499 ; Почтовая карточка Китай ;  ;  ;  ;  ; 12 ; Краснодар ; 99 
 424 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF ; 15 ; GAV1970 ; 694 
 425 ; 3 копейки ; 1842 ; ЕМ ; Cu ; F- ; 38 ; семён-семёныч ; 1529 
 426 ; 3 копейки ; 1842 ; СПМ ; Cu ; VF- ; 46 ; Палыч61 ; 2267 
 427 ; 3 копейки ; 1843 ; ЕМ ; Cu ; VG ; 20 ; guronidze ; 692 
 428 ; 3 копейки ; 1844 ; СМ ; Cu ; VG ; 14 ; guronidze ; 363 
 429 ; 3 копейки (Ильин-2р) ; 1850 ; ЕМ ; Cu ; F- ; 43 ; Хаа ; 16319 
 430 ; 3 копейки ; 1851 ; ЕМ ; Cu ; VF+ ; 48 ; жека.. ; 2886 
 431 ; 3 копейки ; 1853 ; ЕМ ; Cu ; F- ; 39 ; жека.. ; 1360 
 432 ; 3 копейки ; 1860 ; ЕМ ; Cu ; VG ; 27 ; guronidze ; 564 
 433 ; 3 копейки ; 1867 ; СПБ ; Cu ; VF- ; 70 ; Komposter ; 3958 
 434 ; 3 копейки ; 1869 ; ЕМ ; Cu ; F- ; 20 ; vatjalais ; 77 
 435 ; 3 копейки ; 1876 ; СПБ ; Cu ; VF- ; 52 ; NETTO ; 517 
 436 ; 3 копейки ; 1883 ; СПБ ; Cu ; F+ ; 16 ; igrtlk ; 106 
 437 ; 3 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 32 ; es72 ; 163 
 438 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF-XF ; 21 ; никсер ; 272 
 439 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 34 ; off ; 266 
 440 ; 3 копейки ; 1912 ; СПБ ; Cu ; XF- ; 55 ; slando ; 826 
 441 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 11 ; alien34 ; 408 
 442 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 9 ; Абдула ; 344 
 443 ; 3 копейки ; 1915 ;  ; Cu ; VF+ ; 13 ; alien34 ; 235 
 444 ; 3 копейки ; 1916 ;  ; Cu ; XF+ ; 57 ; noviyok ; 714 
 445 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 30 ; Roskur ; 225 
 446 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; G/VG ; 10 ; guronidze ; 164 
 447 ; 2 копейки ; 1758 ;  ; Cu ; VG ; 23 ; guronidze ; 138 
 448 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 47 ; ъъ ; 473 
 449 ; 2 копейки ; 1760 ; Гурт надп. ЕКАТЕРИНБУРГ ; Cu ; VG ; 29 ; Палыч61 ; 1377 
 450 ; 2 копейки ; 1762 ; Номинал под гербом ; Cu ; VG ; 44 ; Komposter ; 655 
 451 ; 2 копейки ; 1763 ; ММ ; Cu ; F-VF ; 30 ; guronidze ; 269 
 452 ; 2 копейки ; 1764 ; ММ ; Cu ; VG ; 57 ; Roskur ; 423 
 453 ; 2 копейки ; 1774 ; КМ "Сибирь" ; Cu ; VF- ; 56 ; Цхамо-Дынза ; 2946 
 454 ; 2 копейки ; 1777 ; ЕМ ; Cu ; VG ; 22 ; Алексей_78 ; 466 
 455 ; 2 копейки ; 1788 ; СПМ ; Cu ; VG ; 13 ; Мари ; 449 
 456 ; 2 копейки ; 1796 ; ЕМ ; Cu ; F+ ; 44 ; Семен ; 1409 
 357 ; 5 копеек ; 1759 ; ММ ; Cu ; VG/F- ; 13 ; alex751 ; 239 
 358 ; 5 копеек ; 1760 ;  ; Cu ; F-VF ; 18 ; alex751 ; 373 
 359 ; 5 копеек ; 1761 ;  ; Cu ; VF ; 24 ; alex751 ; 614 
 360 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F+/F- ; 23 ; Kortes55 ; 283 
 361 ; 5 копеек ; 1763 ; ММ ; Cu ; F- ; 29 ; seer ; 369 
 362 ; 5 копеек ; 1763 ; ММ ; Cu ; G/F ; 19 ; Kortes55 ; 218 
 363 ; 5 копеек ; 1763 ; СПМ ; Cu ; F-/VG ; 46 ; guronidze ; 329 
 364 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F-VF ; 13 ; штурман ; 340 
 365 ; 5 копеек ; 1764 ; ММ ; Cu ; F- ; 35 ; seer ; 347 
 366 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF ; 20 ; ААФ ; 250 
 367 ; 5 копеек ; 1765 ; ММ ; Cu ; F ; 20 ; flutter ; 552 
 368 ; 5 копеек ; 1766 ; ММ ; Cu ; F ; 21 ; alex751 ; 466 
 369 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VG ; 41 ; Kivalen47 ; 245 
 370 ; 5 копеек (Петров - 5 руб, Ильин - 5 руб) ; 1767 ; ММ ; Cu ; F-VF ; 14 ; Dмитрий ; 4182 
 371 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 27 ; Доктор Никитин ; 216 
 372 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 24 ; Kivalen47 ; 475 
 373 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 35 ; Алексей_78 ; 389 
 374 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF ; 20 ; arsenich-s ; 318 
 375 ; 5 копеек ; 1774 ; КМ "Сибирь" ; Cu ; VF- ; 49 ; Цхамо-Дынза ; 3855 
 376 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F+ ; 18 ; xepak ; 501 
 377 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF- ; 22 ; Доктор Никитин ; 497 
 378 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF- ; 17 ; Chatsky ; 308 
 379 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 12 ; Chatsky ; 373 
 380 ; 5 копеек ; 1779 ; ЕМ ; Cu ; F+ ; 29 ; Chatsky ; 326 
 381 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 19 ; Chatsky ; 455 
 382 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F+/F- ; 19 ; Chatsky ; 261 
 383 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F ; 39 ; Алексей_78 ; 359 
 384 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 19 ; Chatsky ; 381 
 385 ; 5 копеек ; 1783 ; КМ ; Cu ; VF+ ; 36 ; Доктор Никитин ; 1398 
 386 ; 5 копеек ; 1785 ; КМ ; Cu ; F-VF ; 36 ; Доктор Никитин ; 1333 
 387 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 24 ; Chatsky ; 428 
 388 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF ; 33 ; Михалыч1973 ; 410 
 389 ; 5 копеек ; 1788 ; ММ ; Cu ; VG ; 15 ; guronidze ; 219 
 390 ; 5 копеек (Петров-1р) ; 1788 ; СПМ ; Cu ; VG ; 26 ; Доктор Никитин ; 386 
 391 ; 5 копеек ; 1789 ; АМ ; Cu ; XF- ; 40 ; Доктор Никитин ; 1705 
 392 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF ; 17 ; Михалыч1973 ; 514 
 393 ; 5 копеек ; 1790 ; АМ ; Cu ; F-VF ; 56 ; sharapov.s21 ; 605 
 394 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F-VF ; 23 ; Доктор Никитин ; 389 
 395 ; 5 копеек ; 1791 ; АМ ; Cu ; VF- ; 21 ; Михаилъ ; 1020 
 396 ; 5 копеек ; 1791 ; АМ ; Cu ; F+/VG ; 27 ; огонь71 ; 624 
 397 ; 5 копеек ; 1792 ; ЕМ ; Cu ; XF- ; 32 ; Михалыч1973 ; 3070 
 398 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF ; 9 ; zemlyk2014 ; 485 
 399 ; 5 копеек ; 1792 ; АМ ; Cu ; VF- ; 23 ; Chatsky ; 616 
 400 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF-XF ; 4 ; Доктор Никитин ; 532 
 401 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF- ; 47 ; Bolt ; 2493 
 402 ; 5 копеек ; 1794 ; АМ ; Cu ; F+/VG ; 32 ; sharapov.s21 ; 788 
 403 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF+ ; 57 ; Suxov ; 2142 
 404 ; 5 копеек ; 1796 ; АМ ; Cu ; VF+ ; 51 ; Доктор Никитин ; 1442 
 405 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF- ; 29 ; Михалыч1973 ; 3570 
 406 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF+ ; 27 ; НЗ ; 2550 
 307 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF+ ; 20 ; mityay ; 468 
 308 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF+ ; 18 ; mityay ; 430 
 309 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF-XF ; 16 ; Чашник ; 532 
 310 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 24 ; mityay ; 510 
 311 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 35 ; Rober ; 503 
 312 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 17 ; mityay ; 423 
 313 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 20 ; Rober ; 440 
 314 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 11 ; shknikolay ; 439 
 315 ; 1 марка ; 1907 ; L Финляндия ; Ag ; XF- ; 40 ; RAMA ; 1019 
 316 ; 1 марка ; 1915 ; S Финляндия ; Ag ; XF+ ; 39 ; mityay ; 914 
 317 ; 1 марка ; 1915 ; S Финляндия ; Ag ; AU/XF+ ; 19 ; RAMA ; 1015 
 318 ; 1 марка ; 1915 ; S Финляндия ; Ag ; XF+ ; 52 ; ssevos ; 995 
 319 ; 50 пенни ; 1872 ; S Финляндия ; Ag ; VF ; 41 ; джон буль ; 354 
 320 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF+ ; 37 ; temichek ; 266 
 321 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF ; 29 ; ssevos ; 285 
 322 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF+ ; 71 ; DBA123 ; 260 
 323 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 18 ; сортам70 ; 190 
 324 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 17 ; ssevos ; 208 
 325 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; VF+ ; 15 ; t_v_v ; 181 
 326 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF+ ; 22 ; shknikolay ; 261 
 327 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; XF+ ; 14 ; vaeltaja ; 160 
 328 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; XF+ ; 9 ; star54 ; 150 
 329 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 13 ; вишня43 ; 174 
 330 ; 50 пенни. Корона ; 1917 ; S Финляндия. Корона ; Ag ; XF+ ; 27 ; ssevos ; 251 
 331 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; XF+ ; 24 ; Абдула ; 279 
 332 ; 25 пенни ; 1868 ; S Финляндия ; Ag ; VF- ; 44 ; хуч ; 9282 
 333 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF+ ; 12 ; qwer2 ; 90 
 334 ; 25 пенни ; 1906 ; L Финляндия ; Ag ; VF-XF ; 13 ; 2x2 ; 166 
 335 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF ; 8 ; qwer2 ; 105 
 336 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; XF+ ; 11 ; qwer2 ; 113 
 337 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; XF+ ; 7 ; qwer2 ; 114 
 338 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 5 ; porte33 ; 104 
 339 ; 25 пенни. Корона ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 19 ; Vitalievich ; 153 
 340 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 10 ; Espaniol_2015 ; 153 
 341 ; Лот монет России для Финляндии (10шт): 25 пенни ; 1916 ;  ; Ag ; AU/XF ; 32 ; Exctas ; 794 
 342 ; Лот монет России: 10 копеек (8шт) ; 1909-1916 ;  ; Ag ; AU/VF-XF ; 26 ; Ser83 ; 1255 
 343 ; Лот монет России: 10 копеек (6шт) ; 1911-1916 ;  ; Ag ; AU/XF- ; 24 ; Руль ; 985 
 344 ; Лот монет России: 10 копеек (6шт) ; 1911-1916 ;  ; Ag ; AU/XF+ ; 23 ; Ser83 ; 969 
 345 ; Лот монет России: 10 копеек (6шт) ; 1911-1915 ;  ; Ag ; AU/XF- ; 36 ; Ser83 ; 969 
 346 ; Лот монет Финляндии: 25,50 пенни (5шт) ; 1914,1917 ;  ; Ag ; AU/XF+ ; 26 ; franklin ; 592 
 347 ; Лот монет России: 10 копеек (6шт) ; 1911-1915 ;  ; Ag ; AU/XF+ ; 32 ; Руль ; 996 
 348 ; Лот монет Финляндии: 50, 25 пенни (6шт) ; 1915-1917 ;  ; Ag ; AU/VF+ ; 19 ; 2x2 ; 615 
 349 ; Лот монет России: 10 копеек (8шт) ; 1915 ;  ; Ag ; AU/XF+ ; 23 ; cr1344 ; 1256 
 350 ; 10 копеек ; 1767 ; КМ "Сибирь" ; Cu ; VF- ; 51 ; nikolaj ; 6400 
 351 ; 10 копеек ; 1777 ; КМ "Сибирь" ; Cu ; VF- ; 52 ; Bolt ; 10710 
 352 ; 10 копеек ; 1778 ; КМ "Сибирь" ; Cu ; VG ; 25 ; Мари ; 1652 
 353 ; 10 копеек ; 1832 ; ЕМ ФХ ; Cu ; F-VF ; 45 ; Komposter ; 3053 
 354 ; 5 копеек ; 1726 ; НД Дата снизу вверх ; Cu ; VF- ; 32 ; 1000 ; 3572 
 355 ; 5 копеек ; 1727 ; НД Дата снизу вверх ; Cu ; VG/G ; 12 ; lestes ; 579 
 356 ; 5 копеек ; 1727 ; КД КОПЪAКЬ ; Cu ; VG/F ; 27 ; семён-семёныч ; 1734 
 257 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; XF- ; 32 ; НЗ ; 1917 
 258 ; 5 копеек ; 1826 ; СПБ НГ ; Ag ; VF- ; 36 ; maler ; 1572 
 259 ; 5 копеек ; 1827 ; СПБ НГ ; Ag ; VF+/VF-XF ; 24 ; ААФ ; 1394 
 260 ; 5 копеек ; 1830 ; СПБ НГ ; Ag ; VF- ; 32 ; DBA123 ; 1000 
 261 ; 5 копеек ; 1833 ; СПБ НГ ; Ag ; XF- ; 25 ; alex752 ; 1530 
 262 ; 5 копеек ; 1834 ; СПБ НГ ; Ag ; XF+ ; 39 ; ААФ ; 1729 
 263 ; 5 копеек ; 1835 ; СПБ НГ ; Ag ; VF+ ; 30 ; bratss ; 445 
 264 ; 5 копеек ; 1836 ; СПБ НГ ; Ag ; XF+ ; 70 ; IRON ; 4082 
 265 ; 5 копеек ; 1837 ; СПБ НГ ; Ag ; VF ; 11 ; огонь71 ; 404 
 266 ; 5 копеек ; 1845 ; СПБ КБ ; Ag ; VF-XF ; 32 ; lasita2 ; 1452 
 267 ; 5 копеек ; 1846 ; СПБ ПА ; Ag ; XF- ; 48 ; ААФ ; 2351 
 268 ; 5 копеек ; 1848 ; СПБ HI ; Ag ; VF-XF ; 34 ; Harder ; 1407 
 269 ; 5 копеек ; 1851 ; СПБ ПА ; Ag ; XF+ ; 50 ; krocsi ; 3213 
 270 ; 5 копеек ; 1855 ; СПБ HI ; Ag ; VF-XF ; 38 ; lasita2 ; 1525 
 271 ; 5 копеек ; 1856 ; СПБ ФБ ; Ag ; XF- ; 29 ; жора ; 3500 
 272 ; 5 копеек ; 1857 ; СПБ ФБ ; Ag ; XF- ; 41 ; жора ; 7000 
 273 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; VF-XF ; 15 ; Chatsky ; 506 
 274 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; XF ; 24 ; ААФ ; 739 
 275 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; VF+ ; 32 ; bratss ; 534 
 276 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; XF- ; 11 ; копай ; 496 
 277 ; 5 копеек ; 1891 ; СПБ АГ ; Ag ; XF+ ; 38 ; slando ; 1179 
 278 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; XF ; 14 ; огонь71 ; 459 
 279 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; VF ; 17 ; mityay ; 373 
 280 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; XF ; 36 ; Запруда ; 1019 
 281 ; 5 копеек ; 1899 ; СПБ АГ ; Ag ; XF+ ; 17 ; Запруда ; 1131 
 282 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; XF ; 22 ; копай ; 1507 
 283 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; AU ; 30 ; 2392 ; 1307 
 284 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; XF+ ; 17 ; krocsi ; 569 
 285 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; XF ; 23 ; anna53 ; 516 
 286 ; 5 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF-XF ; 25 ; RAMA ; 726 
 287 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF+ ; 36 ; копай ; 1196 
 288 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 29 ; копай ; 1397 
 289 ; Алтын. Отверстие ; 1718 ; L перевернута ; Ag ; F ; 26 ; dmivanych ; 5654 
 290 ; 2 злотых ; 1819 ; IB Польша ; Ag ; VF ; 41 ; 1000 ; 4531 
 291 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF- ; 42 ; val_diver ; 406 
 292 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF-XF ; 83 ; НЗ ; 3132 
 293 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF-XF ; 35 ; sveta6369 ; 1134 
 294 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF-XF ; 30 ; serg98 ; 1280 
 295 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF-XF ; 40 ; Блюхер ; 1097 
 296 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF-XF ; 39 ; loko865 ; 1334 
 297 ; 2 марки ; 1906 ; L Финляндия ; Ag ; VF-XF ; 36 ; temichek ; 1568 
 298 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF-XF ; 22 ; Rober ; 456 
 299 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF+ ; 6 ; барабир ; 450 
 300 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF+ ; 27 ; Rober ; 456 
 301 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF ; 15 ; mityay ; 408 
 302 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF+ ; 19 ; Rober ; 413 
 303 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF ; 11 ; tar ; 400 
 304 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF-XF ; 14 ; konst ; 485 
 305 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF-XF ; 18 ; Rober ; 485 
 306 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF-XF ; 11 ; mityay ; 461 
 207 ; 10 копеек ; 1839 ; СПБ НГ ; Ag ; VF- ; 34 ; Dimitr1 ; 511 
 208 ; 10 копеек ; 1847 ; СПБ ПА ; Ag ; VF- ; 38 ; NETTO ; 1054 
 209 ; 10 копеек (Ильин-5р). Ремонт ; 1850 ; СПБ ПА ; Ag ; VF- ; 45 ; никсер ; 1734 
 210 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF ; 27 ; барабир ; 531 
 211 ; 10 копеек ; 1861 ; СПБ ; Ag ; VF-XF ; 15 ; пипер ; 292 
 212 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF+/XF- ; 43 ; lasita2 ; 561 
 213 ; 10 копеек ; 1861 ; СПБ ; Ag ; VF-XF ; 58 ; vituzik ; 505 
 214 ; 10 копеек ; 1862 ; СПБ МИ ; Ag ; VF+ ; 63 ; lasita2 ; 609 
 215 ; 10 копеек ; 1867 ; СПБ HI ; Ag ; AU ; 35 ; CMSpb ; 1511 
 216 ; 10 копеек ; 1867 ; СПБ HI ; Ag ; F-VF ; 20 ; сортам70 ; 101 
 217 ; 10 копеек ; 1869 ; СПБ HI ; Ag ; XF ; 62 ; sotnik ; 1238 
 218 ; 10 копеек ; 1870 ; СПБ HI ; Ag ; VF ; 13 ; igrtlk ; 317 
 219 ; 10 копеек ; 1872 ; СПБ HI ; Ag ; F-VF ; 30 ; иржик86 ; 351 
 220 ; 10 копеек ; 1874 ; СПБ HI ; Ag ; XF- ; 40 ; ААФ ; 1457 
 221 ; 10 копеек ; 1875 ; СПБ HI ; Ag ; XF- ; 67 ; karrus ; 581 
 222 ; 10 копеек ; 1876 ; СПБ HI ; Ag ; VF ; 30 ; RAMA ; 244 
 223 ; 10 копеек ; 1879 ; СПБ НФ ; Ag ; XF- ; 41 ; ААФ ; 618 
 224 ; 10 копеек ; 1881 ; СПБ НФ ; Ag ; XF ; 40 ; AlexMar ; 1627 
 225 ; 10 копеек ; 1882 ; СПБ НФ ; Ag ; F-VF ; 14 ; иржик86 ; 359 
 226 ; 10 копеек ; 1883 ; СПБ АГ ; Ag ; VG ; 114 ; AlexMar ; 1247 
 227 ; 10 копеек ; 1893 ; СПБ АГ ; Ag ; XF- ; 64 ; никсер ; 469 
 228 ; 10 копеек ; 1899 ; СПБ АГ ; Ag ; AU ; 54 ; AlexMar ; 4182 
 229 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; XF+ ; 45 ; VAV ; 2267 
 230 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; F ; 9 ; сортам70 ; 60 
 231 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; VF- ; 9 ; yuri.gruzdev ; 169 
 232 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; VF- ; 15 ; yuri.gruzdev ; 169 
 233 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; XF- ; 9 ; Запруда ; 384 
 234 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; XF ; 18 ; Tanker1975 ; 422 
 235 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF- ; 9 ; yuri.gruzdev ; 274 
 236 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF+ ; 9 ; RustyNail ; 210 
 237 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF- ; 14 ; Ser83 ; 159 
 238 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 9 ; drn137 ; 136 
 239 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; AU/XF ; 19 ; русман ; 340 
 240 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF- ; 9 ; Ser83 ; 148 
 241 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF+ ; 10 ; yuri.gruzdev ; 306 
 242 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 9 ; Aleks 68 ; 179 
 243 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF- ; 7 ; said ; 179 
 244 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF+/AU ; 39 ; Aleks 68 ; 368 
 245 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 22 ; said ; 217 
 246 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 18 ; said ; 217 
 247 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 9 ; SergO82 ; 228 
 248 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 15 ; Ivanov ; 179 
 249 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 14 ; cr2952 ; 187 
 250 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 9 ; bratss ; 162 
 251 ; 10 копеек. Разновидность ; 1915 ; ВС ; Ag ; AU ; 27 ; окпва ; 320 
 252 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 12 ; Алекс61 ; 355 
 253 ; 10 копеек ; 1916 ; ВС ; Ag ; AU/XF ; 9 ; said ; 217 
 254 ; 5 копеек ; 1755 ; СПБ ; Ag ; F-VF ; 70 ; Mirator ; 4720 
 255 ; 5 копеек ; 1798 ; СМ МБ ; Ag ; F-VF ; 106 ; Boriss ; 13865 
 256 ; 5 копеек ; 1813 ; СПБ ПС ; Ag ; VF ; 17 ; santiago2017 ; 762 
 157 ; 20 копеек ; 1916 ; ВС ; Ag ; XF+ ; 13 ; Рисковый ; 300 
 158 ; 20 копеек ; 1916 ; ВС ; Ag ; AU ; 14 ; CMSpb ; 324 
 159 ; 15 копеек (Петров - 5р, Ильин - 4р) ; 1778 ; СПБ ; Ag ; F-VF ; 22 ; tecsam ; 4717 
 160 ; 15 копеек-1 злотый ; 1839 ; НГ Рус.-Пол. ; Ag ; VF ; 31 ; gelo ; 527 
 161 ; 15 копеек ; 1861 ; СПБ ФБ ; Ag ; XF- ; 17 ; fadeev.dima ; 1134 
 162 ; 15 копеек ; 1861 ; СПБ ; Ag ; XF ; 21 ; Мари ; 618 
 163 ; 15 копеек ; 1862 ; СПБ МИ ; Ag ; VF+ ; 69 ; DBA123 ; 422 
 164 ; 15 копеек ; 1863 ; СПБ АБ ; Ag ; VF+ ; 26 ; иржик86 ; 437 
 165 ; 15 копеек ; 1868 ; СПБ HI ; Ag ; XF ; 34 ; ATZ ; 778 
 166 ; 15 копеек ; 1869 ; СПБ HI ; Ag ; VF+ ; 51 ; DBA123 ; 573 
 167 ; 15 копеек ; 1874 ; СПБ HI ; Ag ; XF/VF-XF ; 69 ; AlexMar ; 2958 
 168 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; VG ; 11 ; Мари ; 59 
 169 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 15 ; yuri.gruzdev ; 277 
 170 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; XF ; 19 ; ААФ ; 242 
 171 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF ; 11 ; evgens1 ; 142 
 172 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; AU ; 64 ; русман ; 738 
 173 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF-XF ; 13 ; сортам70 ; 147 
 174 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF- ; 17 ; said ; 196 
 175 ; 15 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 17 ; yuri.gruzdev ; 247 
 176 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 15 ; yuri.gruzdev ; 257 
 177 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 11 ; said ; 189 
 178 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 23 ; Рисковый ; 351 
 179 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 33 ; Назар70 ; 336 
 180 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 7 ; Парарам ; 228 
