 4804 ; Бона иностранная. Сербская Краина ; 1993 ;  ;  ;  ; 63 ; liderssen ; 206 
 541 ; Лот монет России: 3 коп (6шт) ; 1869-1899 ;  ; Cu ; F-VF/F ; 40 ; Юбер ; 180 
 542 ; Лот монет России: 3к, 2к, 1к (7шт) ; 1813-1904 ;  ; Cu ; F-VF/VG ; 9 ; Andrei2007 ; 179 
 543 ; Лот монет России: 3,2 коп (2шт) ; 1841-1842 ;  ; Cu ; F+/F ; 15 ; Rjn ; 385 
 544 ; Лот монет России: 3,2,1 коп (4шт) ; 1871-1914 ;  ; Cu ; F+/F- ; 6 ; arsenich-s ; 185 
 545 ; Лот монет России: 2,1 коп, денга, полушка (5шт) ; 18 век, 1720-1822 ;  ; Cu ; F+/G ; 17 ; AVP86 ; 408 
 546 ; Лот монет России: 2 коп. денга, полушка (8шт) ; 1738-1916 ;  ; Cu ; F-VF/F ; 72 ; чук и гек ; 1836 
 547 ; Лот монет России: 2 коп, денга (3шт) ; 1748-1814 ;  ; Cu ; F/VG ; 4 ; Юбер ; 86 
 548 ; Лот монет России: 2к, 1к, денга (6шт) ; 1749-1861 ;  ; Cu ; F/VG ; 20 ; dnk8 ; 193 
 549 ; Лот монет России: 2,1 коп (3шт) ; 1798-1851 ;  ; Cu ; F ; 9 ; Andrei2007 ; 318 
 550 ; Лот монет России: 2,1 коп (9шт) ; 1800-1870 ;  ; Cu ; F-VF/F- ; 27 ; vituzik ; 386 
 551 ; Лот монет России: 2копеек (6шт) ; 1811-1824 ;  ; Cu ; F-VF/VG ; 6 ; Юбер ; 204 
 552 ; Лот монет России: 2,1/2,1/4 коп (4шт) ; 1841-1846 ;  ; Cu ; F/G ; 18 ; arsenich-s ; 149 
 553 ; Лот монет России: 2,1 коп, 1/2,1/4 коп (7шт) ; 1841-1914 ;  ; Cu ; F-VF/VG ; 22 ; валовый ; 153 
 554 ; Лот монет России: 2 коп (15шт) ; 1898-1914 ;  ; Cu ; VF/F+ ; 30 ; Dimitriy ; 212 
 555 ; Лот монет России. 1, 2 копейки (3 шт.) ; 1873-1915 ;  ; Cu ; F ; 29 ; ckorp ; 50 
 556 ; Лот монет России: копейка (2шт) ; 1714 ;  ; Cu ; F/G ; 21 ; никсер ; 512 
 457 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; F-VF ; 16 ; lloid ; 126 
 458 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 37 ; lintra ; 123 
 459 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; VF ; 87 ; double ; 188 
 460 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; VF ; 55 ; double ; 317 
 461 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; F+ ; 7 ; Andrei2007 ; 36 
 462 ; 1/2 копейки (Ильин-1р) ; 1846 ; СМ ; Cu ; F- ; 35 ; Димыч ; 113 
 463 ; Денежка ; 1851 ; ЕМ ; Cu ; XF- ; 74 ; max96 ; 1360 
 464 ; Денежка ; 1852 ; ВМ ; Cu ; F-VF ; 18 ; vlr ; 1019 
 465 ; Денежка (Петров-1,5р, Ильин-1р) ; 1855 ; ВМ ; Cu ; F-VF ; 16 ; никсер ; 1010 
 466 ; Денежка ; 1859 ; ЕМ ; Cu ; VF- ; 40 ; vlr ; 417 
 467 ; Денежка ; 1862 ; ЕМ ; Cu ; F-VF ; 34 ; vlr ; 373 
 468 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; AU ; 85 ; гномы forever ; 2924 
 469 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; F+ ; 20 ; ckorp ; 71 
 470 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF ; 29 ; lintra ; 147 
 471 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; F+ ; 39 ; indigo-rus ; 51 
 472 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF+ ; 89 ; gusar ; 201 
 473 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 43 ; Galina66 ; 160 
 474 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 45 ; Galina66 ; 133 
 475 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU ; 107 ; гномы forever ; 426 
 476 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 51 ; Михаил_нов ; 128 
 477 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF+ ; 55 ; Galina66 ; 189 
 478 ; 1/2 копейки ; 1915 ;  ; Cu ; VF+ ; 25 ; Al0851 ; 118 
 479 ; Полушка ; 1719 ; НД ; Cu ; F+ ; 11 ; Олег33 ; 308 
 480 ; Полушка ; 1719 ;  ; Cu ; VF- ; 47 ; ova ; 765 
 481 ; Полушка ; 1720 ;  ; Cu ; F ; 13 ; indigo-rus ; 301 
 482 ; Полушка ; 1721 ;  ; Cu ; VG ; 28 ; маманя ; 315 
 483 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F-VF ; 5 ; gav1980 ; 316 
 484 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F- ; 33 ; 186500 ; 108 
 485 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F- ; 11 ; Rjn ; 62 
 486 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F ; 58 ; gav1980 ; 204 
 487 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF- ; 43 ; max96 ; 573 
 488 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 17 ; gav1980 ; 112 
 489 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 26 ; Rjn ; 70 
 490 ; Полушка ; 1751 ; Орёл 1748 г. ; Cu ; F ; 47 ; кs ; 193 
 491 ; Полушка ; 1757 ;  ; Cu ; VG ; 75 ; lloid ; 273 
 492 ; Полушка ; 1767 ; ЕМ ; Cu ; VG ; 30 ; alex995 ; 69 
 493 ; Полушка ; 1768 ; ЕМ ; Cu ; F+ ; 21 ; малиновка76 ; 273 
 494 ; Полушка ; 1769 ; ЕМ ; Cu ; VF ; 27 ; max96 ; 528 
 495 ; Полушка ; 1770 ; ЕМ ; Cu ; VF ; 39 ; кабан ; 1001 
 496 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; F ; 34 ; Кладоискатель ; 292 
 497 ; Полушка ; 1797 ; АМ ; Cu ; F-VF ; 48 ; кабан ; 2510 
 498 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; VF ; 20 ; krocsi ; 306 
 499 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; F-VF ; 59 ; Galina66 ; 193 
 500 ; 1/4 копейки ; 1841 ; СПМ ; Cu ; VF+ ; 55 ; lintra ; 164 
 501 ; 1/4 копейки ; 1843 ; ЕМ ; Cu ; F-VF ; 51 ; никсер ; 157 
 502 ; 1/4 копейки ; 1877 ; СПБ ; Cu ; AU ; 109 ; krocsi ; 4126 
 503 ; 1/4 копейки ; 1883 ; СПБ ; Cu ; VF+ ; 25 ; max96 ; 1424 
 504 ; 1/4 копейки ; 1892 ; СПБ ; Cu ; VF+/XF- ; 43 ; себер ; 1133 
 505 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; XF+ ; 60 ; temir ; 899 
 506 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; AU ; 38 ; temir ; 920 
 407 ; Копейка ; 1912 ; СПБ ; Cu ; VF+ ; 82 ; kost ; 100 
 408 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 82 ; kost ; 100 
 409 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 49 ; westof ; 91 
 410 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 11 ; Galina66 ; 17 
 411 ; Копейка ; 1914 ; СПБ ; Cu ; VF- ; 12 ; WOLK ; 13 
 412 ; Копейка ; 1915 ;  ; Cu ; XF ; 34 ; Galina66 ; 72 
 413 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 15 ; westof ; 89 
 414 ; Копейка ; 1915 ;  ; Cu ; AU ; 33 ; maremark ; 182 
 415 ; Копейка ; 1915 ;  ; Cu ; XF ; 32 ; Greenfields ; 32 
 416 ; Копейка ; 1916 ;  ; Cu ; XF ; 55 ; lexx66 ; 133 
 417 ; Копейка ; 1916 ;  ; Cu ; XF- ; 35 ; dmitry990 ; 36 
 418 ; Денга ; 17?? ;  ; Cu ; F+ ; 26 ; bvm1504 ; 271 
 419 ; Денга ; 1731? ;  ; Cu ; F ; 36 ; кs ; 191 
 420 ; Денга ; 1731 ;  ; Cu ; F+ ; 12 ; 2694 ; 204 
 421 ; Денга ; 1734 ;  ; Cu ; VF- ; 11 ; max96 ; 261 
 422 ; Денга ; 1734 ;  ; Cu ; F+ ; 16 ; gav1980 ; 543 
 423 ; Денга ; 1735 ;  ; Cu ; F+ ; 3 ; рублффский ; 30 
 424 ; Денга ; 1736 ;  ; Cu ; F-VF ; 10 ; arsenich-s ; 100 
 425 ; Денга ; 1736 ;  ; Cu ; VF- ; 29 ; gav1980 ; 156 
 426 ; Денга ; 1737 ;  ; Cu ; VF- ; 5 ; дорого ; 44 
 427 ; Денга ; 1738 ;  ; Cu ; VF- ; 9 ; serg67 ; 102 
 428 ; Денга ; 1738 ;  ; Cu ; F ; 2 ; малиновка76 ; 150 
 429 ; Денга ; 1739 ;  ; Cu ; VF- ; 2 ; arsenich-s ; 100 
 430 ; Денга ; 174? ;  ; Cu ; VF- ; 14 ; чук и гек ; 22 
 431 ; Денга ; 1741 ;  ; Cu ; F+ ; 22 ; termogaz ; 53 
 432 ; Денга ; 1741 ;  ; Cu ; VF- ; 9 ; max96 ; 306 
 433 ; Денга ; 1745 ;  ; Cu ; F-VF ; 3 ; дорого ; 57 
 434 ; Денга ; 1746 ;  ; Cu ; F-VF ; 11 ; max96 ; 126 
 435 ; Денга ; 1746 ;  ; Cu ; VF- ; 10 ; max96 ; 108 
 436 ; Денга ; 1747 ;  ; Cu ; VF- ; 9 ; max96 ; 61 
 437 ; Денга ; 1747 ;  ; Cu ; F-VF ; 17 ; cotangens ; 42 
 438 ; Денга ; 1748 ;  ; Cu ; F-VF ; 5 ; чук и гек ; 57 
 439 ; Денга ; 1749 ;  ; Cu ; VF ; 82 ; gav1980 ; 592 
 440 ; Денга ; 1749 ;  ; Cu ; VF+ ; 41 ; dmedvedev ; 714 
 441 ; Денга ; 1749 ;  ; Cu ; F ; 6 ; Rjn ; 12 
 442 ; Денга ; 1750 ;  ; Cu ; F-VF ; 11 ; дорого ; 22 
 443 ; Денга ; 1751 ;  ; Cu ; F+ ; 3 ; малиновка76 ; 150 
 444 ; Денга ; 1753 ;  ; Cu ; VF- ; 15 ; 186500 ; 204 
 445 ; Денга ; 1760 ;  ; Cu ; F+ ; 22 ; чук и гек ; 150 
 446 ; Денга ; 1766 ; ЕМ ; Cu ; F+ ; 30 ; gandy ; 509 
 447 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; VF- ; 15 ; supreme ; 465 
 448 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F+ ; 43 ; supreme ; 707 
 449 ; Денга ; 1773 ; КМ "Сибирь" ; Cu ; VF- ; 23 ; ANNT4 ; 376 
 450 ; Денга ; 1775 ; КМ "Сибирь" ; Cu ; VF- ; 56 ; ANNT4 ; 452 
 451 ; Денга ; 1777 ; КМ "Сибирь" ; Cu ; VF- ; 23 ; alekx-87 ; 305 
 452 ; Денга ; 1779 ; КМ "Сибирь" ; Cu ; F-VF ; 22 ; supreme ; 482 
 453 ; Денга ; 1786 ; ЕМ ; Cu ; F-VF ; 16 ; max96 ; 110 
 454 ; Денга ; 1787 ; КМ ; Cu ; F ; 50 ; gandy ; 714 
 455 ; Деньга ; 1811 ; ИМ МК ; Cu ; F+ ; 18 ; Iskatel48 ; 913 
 456 ; Деньга (Петров-4, Ильин-3р) ; 1817 ; КМ АМ ; Cu ; F ; 37 ; Горюн ; 4590 
 357 ; Копейка ; 1712 ; ·БК· ; Cu ; F ; 15 ; indigo-rus ; 434 
 358 ; Копейка ; 1713 ; НД ; Cu ; F ; 34 ; s8888888888 ; 3287 
 359 ; Копейка ; 1714 ; НД ; Cu ; F ; 21 ; donsergio ; 363 
 360 ; Копейка ; 1759 ;  ; Cu ; F+ ; 17 ; Anatolij1947 ; 327 
 361 ; Копейка ; 1760 ;  ; Cu ; F+ ; 18 ; Al0851 ; 41 
 362 ; Копейка ; 1768 ; КМ "Сибирь" ; Cu ; F-VF ; 29 ; supreme ; 361 
 363 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; VF- ; 34 ; supreme ; 368 
 364 ; Копейка ; 1774 ; КМ "Сибирь" ; Cu ; F-VF ; 54 ; supreme ; 313 
 365 ; Копейка ; 1776 ; КМ "Сибирь" ; Cu ; F-VF ; 52 ; bvm1504 ; 285 
 366 ; Копейка ; 1777 ; КМ "Сибирь" ; Cu ; VF ; 24 ; akula ; 729 
 367 ; Копейка ; 1789 ; ЕМ ; Cu ; VG ; 9 ; akula ; 448 
 368 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 3 ; Max Power ; 102 
 369 ; Копейка ; 1801 ; ЕМ ; Cu ; VF- ; 36 ; чук и гек ; 305 
 370 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 6 ; 2694 ; 102 
 371 ; Копейка ; 1801 ; ЕМ ; Cu ; F ; 6 ; 2694 ; 203 
 372 ; Копейка ; 1824 ; ЕМ ПГ ; Cu ; F-VF ; 27 ; dmytrylat ; 116 
 373 ; Копейка ; 1828 ; ЕМ ИК ; Cu ; VF ; 60 ; max96 ; 509 
 374 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VF ; 18 ; 2694 ; 793 
 375 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; VF ; 106 ; max96 ; 765 
 376 ; Копейка ; 1834 ; ЕМ ФХ ; Cu ; F-VF ; 20 ; маманя ; 110 
 377 ; Копейка ; 1837 ; ЕМ НА ; Cu ; F+ ; 25 ; Anatolij1947 ; 327 
 378 ; Копейка ; 1840 ; СПМ ; Cu ; F+ ; 6 ; lloid ; 42 
 379 ; Копейка ; 1841 ; ЕМ ; Cu ; F+ ; 33 ; kost ; 34 
 380 ; Копейка ; 1841 ; СПМ ; Cu ; VF ; 14 ; Anatolij1947 ; 284 
 381 ; Копейка ; 1843 ; ЕМ ; Cu ; F-VF ; 35 ; dmitry990 ; 35 
 382 ; Копейка ; 1843 ; СПМ ; Cu ; VF- ; 26 ; suba ; 306 
 383 ; Копейка ; 1846 ; СМ ; Cu ; F+ ; 12 ; t_v_v ; 13 
 384 ; Копейка ; 1856 ; ЕМ ; Cu ; F+ ; 10 ; 2694 ; 101 
 385 ; Копейка ; 1857 ; ЕМ ; Cu ; VF- ; 16 ; maksimus71 ; 408 
 386 ; Копейка ; 1858 ; ЕМ ; Cu ; F-VF ; 6 ; 2694 ; 77 
 387 ; Копейка ; 1859 ; ЕМ Корона у основ.уже ; Cu ; VF- ; 22 ; Ник 2 ; 255 
 388 ; Копейка ; 1861 ; ЕМ ; Cu ; F+ ; 14 ; 186500 ; 83 
 389 ; Копейка ; 1865 ; ЕМ ; Cu ; F-VF ; 23 ; volod ; 122 
 390 ; Копейка ; 1869 ; ЕМ ; Cu ; VF- ; 24 ; маманя ; 215 
 391 ; Копейка ; 1878 ; СПБ ; Cu ; VF ; 42 ; max96 ; 510 
 392 ; Копейка ; 1889 ; СПБ ; Cu ; F-VF ; 43 ; Олег33 ; 113 
 393 ; Копейка ; 1895 ; СПБ ; Cu ; F- ; 7 ; Олег33 ; 54 
 394 ; Копейка ; 1896 ; СПБ ; Cu ; VF ; 39 ; Nikolay75 ; 68 
 395 ; Копейка ; 1898 ; СПБ ; Cu ; VF ; 28 ; westof ; 63 
 396 ; Копейка ; 1899 ; СПБ ; Cu ; F ; 6 ; WOLK ; 11 
 397 ; Копейка ; 1901 ; СПБ ; Cu ; VF ; 15 ; Олег33 ; 186 
 398 ; Копейка ; 1903 ; СПБ ; Cu ; VF ; 5 ; Рыжая_Кыся ; 12 
 399 ; Копейка ; 1903 ; СПБ ; Cu ; VF-XF ; 41 ; Harder ; 126 
 400 ; Копейка ; 1905 ; СПБ ; Cu ; VF- ; 13 ; termogaz ; 14 
 401 ; Копейка ; 1907 ; СПБ ; Cu ; VF- ; 23 ; max96 ; 385 
 402 ; Копейка ; 1908 ; СПБ ; Cu ; VF+ ; 15 ; serg07_67 ; 16 
 403 ; Копейка ; 1908 ; СПБ ; Cu ; VF- ; 6 ; WOLK ; 7 
 404 ; Копейка ; 1910 ; СПБ ; Cu ; VF+ ; 37 ; Ратамахатта ; 38 
 405 ; Копейка ; 1911 ; СПБ ; Cu ; XF ; 50 ; Galina66 ; 86 
 406 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 43 ; Galina66 ; 44 
 307 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; F-VF ; 16 ; чук и гек ; 43 
 308 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; F-VF ; 18 ; stas6992 ; 43 
 309 ; 2 копейки ; 1811 ; ИМ МК ; Cu ; F-VF ; 7 ; arsenich-s ; 400 
 310 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 59 ; 2694 ; 200 
 311 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F-VF ; 14 ; stas6992 ; 14 
 312 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; F ; 2 ; arsenich-s ; 100 
 313 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF- ; 67 ; Lenchik_2M ; 204 
 314 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF ; 11 ; mihmih69 ; 204 
 315 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF- ; 40 ; дорого ; 40 
 316 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF- ; 2 ; sedoy66 ; 51 
 317 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F-VF ; 9 ; чук и гек ; 18 
 318 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; VF ; 25 ; Lenchik_2M ; 186 
 319 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; VF ; 9 ; volod ; 204 
 320 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F-VF ; 38 ; volod ; 44 
 321 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VF ; 8 ; Lenchik_2M ; 124 
 322 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF- ; 6 ; Lenchik_2M ; 153 
 323 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; F-VF ; 6 ; чук и гек ; 153 
 324 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF ; 12 ; volod ; 113 
 325 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; F-VF ; 38 ; чук и гек ; 279 
 326 ; 2 копейки ; 1818 ; ЕМ НМ ; Cu ; VF ; 8 ; volod ; 164 
 327 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; F-VF ; 4 ; Lenchik_2M ; 102 
 328 ; 2 копейки ; 1825 ; ЕМ ПГ ; Cu ; F+ ; 29 ; Lenchik_2M ; 75 
 329 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F-VF ; 4 ; Lenchik_2M ; 102 
 330 ; 2 копейки ; 1826 ; КМ АМ ; Cu ; VF ; 3 ; arsenich-s ; 600 
 331 ; 2 копейки ; 1827 ; ЕМ ИК ; Cu ; VF- ; 9 ; Lenchik_2M ; 134 
 332 ; 2 копейки ; 1829 ; ЕМ ИК ; Cu ; F+ ; 13 ; толстяк ; 317 
 333 ; 2 копейки ; 1838 ; ЕМ НА ; Cu ; F ; 12 ; dmitry990 ; 159 
 334 ; 2 копейки ; 1838 ; СМ ; Cu ; F-VF ; 2 ; arsenich-s ; 200 
 335 ; 2 копейки ; 1839 ; ЕМ НА ; Cu ; VF+ ; 17 ; Rosomaxa ; 1428 
 336 ; 2 копейки ; 1839 ; СМ ; Cu ; VF- ; 20 ; arsenich-s ; 300 
 337 ; 2 копейки ; 1840 ; СМ ; Cu ; VF ; 88 ; толстяк ; 448 
 338 ; 2 копейки ; 1842 ; ЕМ ; Cu ; F+ ; 10 ; kazak1975 ; 140 
 339 ; 2 копейки ; 1843 ; ЕМ ; Cu ; VF- ; 67 ; double ; 237 
 340 ; 2 копейки ; 1855 ; ВМ ; Cu ; VF- ; 72 ; alener ; 2856 
 341 ; 2 копейки ; 1858 ; ЕМ ; Cu ; VF ; 80 ; игорь266 ; 1937 
 342 ; 2 копейки ; 1873 ; ЕМ ; Cu ; F ; 36 ; Anatolij1947 ; 104 
 343 ; 2 копейки ; 1896 ; СПБ ; Cu ; F+ ; 18 ; Ратамахатта ; 41 
 344 ; 2 копейки ; 1898 ; СПБ ; Cu ; F-VF ; 15 ; Эфес ; 114 
 345 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 5 ; Ангара ; 65 
 346 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 10 ; Ратамахатта ; 41 
 347 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 46 ; Ратамахатта ; 47 
 348 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 18 ; велес ; 72 
 349 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 47 ; olga88 ; 510 
 350 ; 2 копейки ; 1915 ;  ; Cu ; XF ; 41 ; Galina66 ; 101 
 351 ; 2 копейки ; 1915 ;  ; Cu ; VF+ ; 32 ; westof ; 65 
 352 ; 2 копейки ; 1915 ;  ; Cu ; VF+ ; 36 ; dmitry990 ; 36 
 353 ; 2 копейки ; 1916 ;  ; Cu ; XF ; 18 ; akula ; 91 
 354 ; Копейка ; 1705 ; МД ; Cu ; VF- ; 33 ; zzzzz ; 4494 
 355 ; Копейка ; 1707 ; БК ; Cu ; F+ ; 78 ; donsergio ; 800 
 356 ; Копейка ; 1710 ; МД ; Cu ; F ; 20 ; Юфан ; 1694 
 257 ; 5 копеек (Петров-5р, Ильин-3р) ; 1809 ; КМ ; Cu ; VF- ; 115 ; игорь266 ; 6120 
 258 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF ; 61 ; жулик ; 705 
 259 ; 5 копеек ; 1833 ; СМ ; Cu ; VF ; 34 ; кабан ; 2091 
 260 ; 5 копеек ; 1834 ; ЕМ ФХ ; Cu ; VF+ ; 28 ; arsenich-s ; 1000 
 261 ; 5 копеек ; 1859 ; ЕМ ; Cu ; F+ ; 10 ; жулик ; 440 
 262 ; 5 копеек ; 1860 ; ЕМ ; Cu ; VF+ ; 25 ; игорь266 ; 1084 
 263 ; 5 копеек ; 1861 ; ЕМ ; Cu ; VF ; 27 ; жулик ; 510 
 264 ; 5 копеек ; 1862 ; ЕМ ; Cu ; VF ; 17 ; игорь266 ; 842 
 265 ; 5 копеек ; 1864 ; ЕМ ; Cu ; F-VF ; 29 ; Димыч ; 521 
 266 ; 5 копеек ; 1872 ; ЕМ ; Cu ; VF- ; 21 ; жулик ; 408 
 267 ; 5 копеек ; 1911 ; СПБ ; Cu ; XF ; 70 ; aleksey1970 ; 1224 
 268 ; 3 копейки ; 1841 ; ЕМ ; Cu ; F+ ; 75 ; evgeniys ; 155 
 269 ; 3 копейки ; 1858 ; ЕМ ; Cu ; F ; 34 ; маманя ; 201 
 270 ; 3 копейки ; 1863 ; ЕМ ; Cu ; F-VF ; 48 ; никсер ; 880 
 271 ; 3 копейки ; 1864 ; ЕМ ; Cu ; F-VF ; 111 ; Горюн ; 1206 
 272 ; 3 копейки ; 1882 ; СПБ ; Cu ; F+ ; 12 ; 186500 ; 136 
 273 ; 3 копейки ; 1897 ; СПБ ; Cu ; VF- ; 27 ; pvg111 ; 805 
 274 ; 3 копейки ; 1903 ; СПБ ; Cu ; F+ ; 5 ; t_v_v ; 45 
 275 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF ; 27 ; Будь здоров ! ; 129 
 276 ; 3 копейки ; 1908 ; СПБ ; Cu ; F-VF ; 27 ; zdenek ; 55 
 277 ; 3 копейки ; 1909 ; СПБ ; Cu ; VF- ; 54 ; akula ; 145 
 278 ; 3 копейки ; 1910 ; СПБ ; Cu ; VF ; 45 ; sportmini ; 203 
 279 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 8 ; volod ; 153 
