 5839 ; Бона иностранная Сомали ;  ;  ;  ; AU ; 12 ; gdrg2 ; 58 
 1164 ; Знак СКМИ ;  ;  ; Ж/м,эмаль ; VF+ ; 18 ; 1-0 ; 581 
 1165 ; Знак О-фо Красного Креста ;  ;  ; Ж/м,эмаль ; XF ; 38 ; MUPS ; 1168 
 1166 ; Знак ;  ;  ; Ж/м,эмаль ; XF ; 23 ; шарик ; 1020 
 1167 ; Знак спортивный ;  ;  ; Ж/м,эмаль ; XF- ; 44 ; мурик ; 429 
 1168 ; Знак Колхоз ;  ;  ; Ж/м,эмаль ; VF+ ; 35 ; 1-0 ; 665 
 1169 ; Знак Спортклуб КХТИ ;  ;  ; Ж/м,эмаль ; XF ; 41 ; 1-0 ; 933 
 1170 ; Знак Торпедо ;  ;  ; Ж/м,эмаль ; XF ; 37 ; sharing ; 2164 
 1071 ; Медаль ФАО. D-50мм ;  ;  ; Ag ; Proof ; 39 ; елец ; 1672 
 1072 ; Знак  Куба ;  ;  ; Б/м ; VF ; 9 ; Инструктор ; 120 
 1073 ; Жетон Шелл. Граф Цеппелин. D-26мм ;  ;  ; Ж/м ; VF+ ; 30 ; arsenich-s ; 204 
 1074 ; Медаль Рим. D-33мм ; 1975 ;  ; Б/м ; XF ; 11 ; nik2678 ; 120 
 1075 ; Жетон. Германия. D-34мм ;  ;  ; Ж/м ; XF ; 9 ; aziya11 ; 45 
 1076 ; Жетон. Германия. D-34мм ;  ;  ; Ж/м ; AU ; 23 ; aziya11 ; 159 
 1077 ; Жетон. Германия. D-34мм ;  ;  ; Ж/м ; XF ; 13 ; divergent ; 51 
 1078 ; Жетон. Германия, Саксония. D - 30mm ;  ;  ; б/м ; XF- ; 18 ; divergent ; 118 
 1079 ; Платежный жетон. Германия. D - 28mm ;  ;  ; Al ; VF ; 27 ; елец ; 104 
 1080 ; Жетон. Германия. Гёте. D - 27mm ;  ;  ; б/м ; XF ; 16 ; aziya11 ; 36 
 1081 ; Медаль Венгрия. D-42мм ;  ;  ; Ж/м ; F-VF ; 40 ; елец ; 134 
 1082 ; Медаль иностранная. D-41мм ;  ;  ; Br ; XF ; 33 ; lizz ; 1428 
 1083 ; Медаль иностранная. D-54мм ;  ;  ; Br ; XF ; 21 ; suvorova ; 477 
 1084 ; Жетон. Германия. Мюнхен. D - 28mm ;  ;  ; ж/м ; XF ; 21 ; arsenich-s ; 141 
 1085 ; Жетон. Казино Шамони. D - 24mm ;  ;  ; б/м ; VF+ ; 13 ; divergent ; 90 
 1086 ; Медаль. Кронпринц Вильгельм. На победу пятой армии под Лонгви 22 августа 1914г ;  ;  ; Ag ; Proof-Luke ; 81 ; не отдам ; 6460 
 1087 ; Медаль Независимость Бельгии. D-50мм ;  ;  ; Ж/м ; VF ; 47 ; igaist ; 708 
 1088 ; Медаль Германия. Канцлеры и президенты ФРГ.  D-40мм ;  ;  ; Б/м ; Proof ; 9 ; stilspb ; 141 
 1089 ; Медаль Германия. Канцлеры и президенты ФРГ.  D-40мм ;  ;  ; Б/м ; Proof ; 5 ; maximilian2204 ; 204 
 1090 ; Медаль Германия. Канцлеры и президенты ФРГ.  D-40мм ;  ;  ; Б/м ; Proof ; 24 ; aziya11 ; 138 
 1091 ; Медаль Германия. Канцлеры и президенты ФРГ.  D-40мм ;  ;  ; Б/м ; Proof ; 5 ; maximilian2204 ; 204 
 1092 ; Медаль Германия. Канцлеры и президенты ФРГ.  D-40мм ;  ;  ; Б/м ; Proof ; 7 ; aziya11 ; 126 
 1093 ; Медаль Германия. Канцлеры и президенты ФРГ.  D-40мм ;  ;  ; Б/м ; Proof ; 5 ; arsenich-s ; 144 
 1094 ; Медаль Германия. Канцлеры и президенты ФРГ.  D-40мм ;  ;  ; Б/м ; Proof ; 7 ; arsenich-s ; 138 
 1095 ; Медаль Германия. Канцлеры и президенты ФРГ.  D-40мм ;  ;  ; Б/м ; Proof ; 7 ; arsenich-s ; 138 
 1096 ; Медаль Германия. Канцлеры и президенты ФРГ.  D-40мм ;  ;  ; Б/м ; Proof ; 9 ; arsenich-s ; 138 
 1097 ; Медаль. Зимние олимпийские игры в Инсбруке. В коробке ; 1976 ;  ; б/м ; XF- ; 61 ; alexander9595 ; 1700 
 1098 ; Монетовидный жетон. Германия ;  ;  ; Керамика ; XF+ ; 23 ; oprst ; 517 
 1099 ; Жетон 25. D-22мм ;  ;  ; Б/м ; XF+ ; 27 ; oleg1129 ; 211 
 1100 ; Жетон Амстердам ;  ;  ; Al ; XF- ; 36 ; елец ; 124 
 1101 ; Жетон 10 scheepspenning . D-20мм ; 1948 ;  ; Ж/м ; XF ; 30 ; Man 11 ; 156 
 1102 ; Жетон 10. D-23мм ;  ;  ; Ж/м ; VF+ ; 11 ; елец ; 124 
 1103 ; Жетон Брюсель. D-22мм ;  ;  ; Ж/м ; XF- ; 26 ; Boss Orange ; 128 
 1104 ; Монетовидный жетон 10 сен. D-23мм ;  ;  ; Ж/м ; XF ; 27 ; елец ; 152 
 1105 ; Жетон Брюсcель. D-22мм ;  ;  ; Ж/м ; XF- ; 18 ; елец ; 120 
 1106 ; Монетовидный жетон 10 сентимес. Женева. D-25мм ;  ;  ; Ж/м ; XF ; 16 ; елец ; 179 
 1107 ; Монетовидный жетон 5 сентимес. Алмера. D-30мм ;  ;  ; Ж/м ; VF+ ; 16 ; елец ; 352 
 1108 ; Жетон Бара. D-28мм ;  ;  ; Ж/м ; XF ; 12 ; елец ; 352 
 1109 ; Жетон 50. Рига. D-27мм ;  ;  ; Ж/м ; VF-XF ; 44 ; igaist ; 2133 
 1110 ; Жетон Монако ;  ;  ; Ж/м ; AU ; 12 ; LEXAI ; 187 
 1111 ; Жетон 200 лет Бранденбургским воротам. D-30мм ;  ;  ; Ж/м ; XF- ; 53 ; к217 ; 102 
 1112 ; Наградная медаль. Германия. Бег на 800 м. D - 28mm ; 1923 ;  ; Br ; VF ; 24 ; doc2 ; 1275 
 1113 ; Медаль. Франция. Серия "Метаморфозы Овидия". Превращение Никтимены в сову. D - 32mm ; 1750-1763 ;  ; Ag ; VF-XF ; 19 ; S1952 ; 771 
 1114 ; Медаль. Франция. Серия "Метаморфозы Овидия". Превращение Лукаона в волка. D - 32mm ; 1750-1763 ;  ; Ag ; VF+ ; 15 ; S1952 ; 815 
 1115 ; Медаль. Бельгия. Сенат города Турнэ. D - 32mm ; 1865-1909 ;  ; Ag ; XF+ ; 16 ; S1952 ; 614 
 1116 ; Жетон. Франция. Аврора на колеснице. D - 32mm ; 1643-1715 ;  ; Ag ; VF- ; 9 ; S1952 ; 561 
 1117 ; Жетон. Франция. Попечительский совет. D - 30mm ; 1715-1774 ;  ; Ag ; F-VF ; 51 ; S1952 ; 371 
 1118 ; Жетон. Франция. Соглашение духовенства Парижа. Портет короля. D - 31mm ; 1747 ;  ; Ag ; XF ; 21 ; Lena6975 ; 1017 
 1119 ; Жетон. Франция. Духовенство Парижа. Религиозный жетон. Вера с крестом и рогом изобилия и Юстиция с мечом и весами. D - 32mm ; 1715-1774 ;  ; Ag ; XF- ; 6 ; ежик ; 1020 
 1120 ; Жетон. Франция. Королевский вензель. D - 32mm ; 1774-1793 ;  ; Ag ; F-VF ; 15 ; S1952 ; 591 
 1021 ; Медаль Климент Охридский. Болгария ;  ;  ; Ж/м ; XF+ ; 18 ; murman ; 183 
 1022 ; Медаль 1300 лет Болгарии. Болгария ;  ;  ; Ж/м ; XF ; 17 ; lavist ; 124 
 1023 ; Знак Щит. Болгария ;  ;  ; Al ; VF ; 8 ; murman ; 36 
 1024 ; Знак Отличный пограничник. Болгария ;  ;  ; Б/м ; VF+ ; 25 ; oleghh7 ; 209 
 1025 ; Знак За коммунистический труд. Болгария ;  ;  ; Ж/м,эмаль ; VF+ ; 58 ; murman ; 81 
 1026 ; Знак ДКМС ;  ;  ; Ж/м,эмаль ; VF- ; 25 ; елец ; 123 
 1027 ; Медаль Климент Охридский. Болгария ;  ;  ; Ж/м ; VF-XF ; 8 ; васер ; 159 
 1028 ; Медаль 30 лет победы. Болгария ;  ;  ; Ж/м ; XF- ; 19 ; murman ; 159 
 1029 ; Медаль 30 лет соц революции в Болгарии. Болгария ;  ;  ; Ж/м ; XF- ; 32 ; arsenich-s ; 532 
 1030 ; Медаль 100 лет освобождения Болгарии от Османского ига ;  ;  ; Ж/м ; VF-XF ; 29 ; 61irek ; 195 
 1031 ; Медаль 1300 лет Болгарии. Болгария ;  ;  ; Ж/м ; VF-XF ; 11 ; васер ; 138 
 1032 ; Медаль 40 лет соц Болгарии. Болгария ;  ;  ; Ж/м ; VF+ ; 19 ; Барбоян ; 227 
 1033 ; Медаль за храбрость. Югославия ;  ;  ; Ж/м ; VF-XF ; 51 ; дилитант ; 464 
 1034 ; Медаль за храбрость. Югославия ;  ;  ; Ж/м ; XF- ; 55 ; дилитант ; 347 
 1035 ; Медаль Ветеран Труда. Болгария ;  ;  ; Ж/м ; XF ; 28 ; veektor ; 183 
 1036 ; Орден Материнская слава 1 ст. Болгария ;  ;  ; Ж/м,эмаль ; XF ; 34 ; texnar ; 635 
 1037 ; Орден Материнская слава 2 ст. Болгария ;  ;  ; Б/м,эмаль ; VF-XF ; 28 ; texnar ; 603 
 1038 ; Орден Материнская слава 3 ст. Болгария ;  ;  ; Б/м,эмаль ; VF-XF ; 5 ; dgin ; 396 
 1039 ; Орден Труда 3ст. Югославия ;  ;  ; Б/м ; VF+ ; 27 ; maymuse ; 1134 
 1040 ; Медаль 10 лет Югославской народной армии. Югославия ;  ;  ; Ж/м ; VF+ ; 32 ; Барбоян ; 359 
 1041 ; Орден За военные заслуги 3ст. Югославия ;  ;  ; Ag,эмаль ; XF- ; 79 ; oleghh7 ; 3570 
 1042 ; Медаль за заслуги в народной милиции. Чехословакия ;  ;  ; Ж/м ; VF+ ; 51 ; dgin ; 703 
 1043 ; Знак. Югославия. Кокарда ;  ;  ; б/м,ж/м ; VF-XF ; 17 ; oleghh7 ; 133 
 1044 ; Знак. Югославия. Кокарда ;  ;  ; б/м,ж/м ; VF-XF ; 19 ; oleghh7 ; 159 
 1045 ; Знак. Югославия. Кокарда ;  ;  ; б/м,ж/м ; VF-XF ; 35 ; аймир ; 315 
 1046 ; Знак. Югославия. Кокарда ;  ;  ; б/м,ж/м ; VF-XF ; 12 ; arsenich-s ; 315 
 1047 ; Крест ордена Льва. Финляндия. В коробке ;  ;  ; Б/м,эмаль ; AU/XF ; 68 ; aviator55 ; 6398 
 1048 ; Орден Академических пальм. Франция. Коробка ;  ;  ; Ж/м ; VF-XF ; 72 ; ganza ; 1326 
 1049 ; Медаль За военные достижения. США. Коробка, планка ;  ;  ; Ж/м ; AU ; 33 ; дилитант ; 405 
 1050 ; Медаль За военные достижения. США. Коробка, планка ;  ;  ; Ж/м ; AU ; 21 ; Росич8 ; 400 
 1051 ; Медаль За военные достижения. США. Коробка, планка ;  ;  ; Ж/м ; AU ; 19 ; arsenich-s ; 408 
 1052 ; Крест. Красный крест ;  ;  ; Ag,эмаль ; AU ; 45 ; ganza ; 2040 
 1053 ; Ганзейский крест. Бремен ;  ;  ; Б/м,эмаль ; XF+ ; 73 ; Милорадович ; 9059 
 1054 ; Жетон. Германия ;  ;  ; Ж/м,эмаль ; AU ; 34 ; doc2 ; 1326 
 1055 ; Медаль. Бельгия. Первая Мировая война ; 1914-1918 ;  ; ж/м ; VF+ ; 52 ; ganza ; 811 
 1056 ; Знак За ранение. Япония ;  ;  ; Б/м,эмаль ; XF- ; 86 ; Dmitry21 ; 4284 
 1057 ; Медаль музыкальной конфедерации Франции. Франция ;  ;  ; Б/м ; VF+ ; 28 ; alexander9595 ; 717 
 1058 ; Шпанга из 3 наград. Германия ;  ;  ; Ж/м ; VF-XF ; 92 ; alexander9595 ; 3627 
 1059 ; Жетон Тадеуш Костюшко. Польша. Р-р 20х28 ; конецXIXначалоXXвв ;  ; Ag ; XF ; 38 ; alexander9595 ; 1000 
 1060 ; Жетон Герб Речи Посполитой. Польша Р-р 20х28 ; конецXIXначалоXXвв ;  ; Ag ; XF ; 62 ; ddv kv ; 2040 
 1061 ; Жетон Император Фридрих III. Пруссия. D-22мм ;  ;  ; Ж/м ; F-VF ; 13 ; елец ; 480 
 1062 ; Жетон Эдуард VII. Англия. D-22мм ; 1909 ;  ; Ж/м ; VF-XF ; 40 ; alexander9595 ; 642 
 1063 ; Жетон Дженни Линд. D-22мм ;  ;  ; Ж/м ; VF+ ; 11 ; arsenich-s ; 306 
 1064 ; Жетон Объединение для победы. Германия. D-25мм ;  ;  ; Б/м ; F-VF ; 31 ; lizz ; 1224 
 1065 ; Жетон Благочестивая Дева Мария. Италия?. D-26мм ;  ;  ; Б/м ; F-VF ; 31 ; lizz ; 143 
 1066 ; Медаль Бельгия. D-49мм ;  ;  ; Ж/м ; VF- ; 33 ; ai ; 1500 
 1067 ; Медаль Финляндия. D-54мм ;  ;  ; Ж/м ; XF ; 26 ; arsenich-s ; 171 
 1068 ; Медаль Финляндия. D-70мм ;  ;  ; Ж/м ; XF ; 11 ; Panther ; 125 
 1069 ; Медаль Международная выставка. D-37мм ;  ;  ; Ж/м ; F+ ; 21 ; lizz ; 507 
 1070 ; Жетон Shell ;  ;  ; Ж/м ; VF ; 13 ; oleg1129 ; 46 
 971 ; Медаль Москва. Успенский собор. Медальер Терехов. Р-р 80х85 ;  ;  ; Ж/м ; AU ; 55 ; елец ; 336 
 972 ; Медаль. Александр Суворов. Переход русской армии через Альпы. D - 42mm. СПМД. Сертификат ; 2009 ;  ; Ag ; Proof ; 54 ; sotnik ; 4101 
 973 ; Медаль школьная "серебро" УРСР. D-40мм ;  ;  ; Б/м ; AU ; 21 ; lavist ; 294 
 974 ; Медаль школьная "серебро" УРСР. D-40мм ;  ;  ; Б/м ; AU ; 19 ; васер ; 291 
 975 ; Медаль 250 лет открытия Америки. Пакетбот "Св Петр" ; ММД ;  ; Cu-Ni ; Proof ; 41 ; gola78 ; 238 
 976 ; Медаль 250 лет открытия Америки. Бот "Св Гавриил" ; ММД ;  ; Cu-Ni ; Proof ; 29 ; gola78 ; 234 
 977 ; Медаль 250 лет открытия Америки. Встреча Г Измайлова и Дж Кука ; ММД ;  ; Cu-Ni ; Proof ; 25 ; sibirian ; 202 
 978 ; Медаль 250 лет открытия Америки. Пакетбот "Св Павел" ; ММД ;  ; Cu-Ni ; Proof ; 26 ; gola78 ; 234 
 979 ; Крест Заслуг 3ст. Польша ;  ;  ; Ж/м ; VF+ ; 14 ; stivenson ; 285 
 980 ; Медаль за службу в национальной обороне. США ;  ;  ; Ж/м ; AU ; 11 ; alexander9595 ; 226 
 981 ; Медаль за службу в национальной обороне. США ;  ;  ; Ж/м ; XF ; 12 ; divergent ; 114 
 982 ; Крест Заслуг 1ст. Польша ;  ;  ; Ж/м,эмаль ; VF-XF ; 40 ; arsenich-s ; 612 
 983 ; Крест Заслуг 2ст. Польша ;  ;  ; Б/м,эмаль ; VF+ ; 23 ; елец ; 303 
 984 ; Крест Заслуг 2ст. Польша ;  ;  ; Б/м,эмаль ; VF+ ; 14 ; елец ; 283 
 985 ; Крест Заслуг 3ст. Польша ;  ;  ; Ж/м ; VF+ ; 12 ; gola78 ; 283 
 986 ; Крест Заслуг 3ст. Польша ;  ;  ; Ж/м ; VF+ ; 35 ; gola78 ; 258 
 987 ; Медаль за освобождение Косово. Сербия ;  ;  ; ж/м ; VF+ ; 23 ; alexander9595 ; 1020 
 988 ; Знак. Югославия. Красная Звезда ;  ;  ; б/м,ж/м ; VF+ ; 9 ; msgmit ; 816 
 989 ; Орден за военные заслуги. Югославия ;  ;  ; б/м ; VF-XF ; 17 ; WASP ; 2550 
 990 ; Медаль. Сербия ;  ;  ; б/м ; F+ ; 14 ; alexander9595 ; 257 
 991 ; Медаль за участие в 1МВ. Сербия ;  ;  ; Ж/м ; VF+ ; 50 ; kornum ; 2392 
 992 ; Медаль 20 лет Югославской народной армии. Югославия ;  ;  ; Б/м ; VF+ ; 29 ; Барбоян ; 285 
 993 ; Медаль 50 лет окончания 2МВ. Болгария ;  ;  ; Ж/м ; VF+ ; 25 ; murman ; 135 
 994 ; Медаль 25 лет народной власти. Болгария ;  ;  ; Ж/м ; VF+ ; 17 ; васер ; 139 
 995 ; Медаль за трудовое отлиие. Болгария ;  ;  ; Б/м ; VF+ ; 13 ; lavist ; 160 
 996 ; Медаль 100 лет Апрельского восстания. Болгария ;  ;  ; Ж/м ; VF-XF ; 26 ; 61irek ; 239 
 997 ; Медаль резерва армии. США ;  ;  ; Ж/м ; AU ; 25 ; дилитант ; 355 
 998 ; Медаль освобождения Кувейт ;  ;  ; Ж/м ; XF ; 13 ; alexander9595 ; 216 
 999 ; Медаль армии за достижения (резерв). США ;  ;  ; Ж/м ; AU ; 15 ; alexander9595 ; 312 
 1000 ; Медаль армии за достижения (резерв). США ;  ;  ; Ж/м ; AU ; 14 ; дилитант ; 216 
 1001 ; Медаль резерва армии. США ;  ;  ; Ж/м ; AU ; 33 ; alexander9595 ; 312 
 1002 ; Медаль освобождения Кувейт ;  ;  ; Ж/м ; XF ; 25 ; alexander9595 ; 216 
 1003 ; Медаль армии за достижения (резерв). США ;  ;  ; Ж/м ; AU ; 11 ; alexander9595 ; 216 
 1004 ; Медаль армии за достижения (резерв). США ;  ;  ; Ж/м ; AU ; 25 ; alexander9595 ; 227 
 1005 ; Медаль резерва армии. США ;  ;  ; Ж/м ; AU ; 18 ; alexander9595 ; 261 
 1006 ; Медаль освобождения Кувейт ;  ;  ; Ж/м ; XF ; 19 ; alexander9595 ; 244 
 1007 ; Медаль армии за достижения (резерв). США ;  ;  ; Ж/м ; AU ; 24 ; alexander9595 ; 216 
 1008 ; Медаль резерва армии. США ;  ;  ; Ж/м ; AU ; 19 ; дилитант ; 357 
 1009 ; Медаль освобождения Кувейт ;  ;  ; Ж/м ; XF ; 11 ; alexander9595 ; 216 
 1010 ; Медаль армии за достижения (резерв). США ;  ;  ; Ж/м ; AU ; 10 ; alexander9595 ; 226 
 1011 ; Орден за военные заслуги 2ст. Югославия ;  ;  ; Ag,эмаль ; XF ; 51 ; 61irek ; 2700 
 1012 ; Медаль 40 лет победы над фашистской Германией. Болгария ;  ;  ; Ж/м ; XF+ ; 15 ; murman ; 124 
 1013 ; Медаль 100 лет Георгию Димитрову. Болгария ;  ;  ; Ж/м ; VF-XF ; 32 ; Барбоян ; 297 
 1014 ; Медаль 30 лет победы над фашизмом. Болгария ;  ;  ; Ж/м ; XF ; 13 ; васер ; 131 
 1015 ; Медаль 25 лет народной власти. Болгария ;  ;  ; Ж/м ; VF ; 21 ; Барбоян ; 152 
 1016 ; Медаль 50 лет окончания 2МВ. Болгария ;  ;  ; Ж/м ; XF- ; 17 ; divergent ; 114 
 1017 ; Медаль 20 лет верной службе. Болгария ;  ;  ; Ж/м ; XF- ; 33 ; васер ; 297 
 1018 ; Медаль 15 лет верной службе. Болгария ;  ;  ; Б/м ; XF- ; 22 ; велко ; 259 
 1019 ; Медаль 10 лет верной службе. Болгария ;  ;  ; Ж/м ; VF+ ; 27 ; велко ; 254 
 1020 ; Медаль Ветеран Труда. Болгария ;  ;  ; Ж/м ; XF ; 24 ; васер ; 200 
 907 ; Монета средневековая серебряная ;  ;  ; Ag ; F ; 14 ; aziya11 ; 105 
 908 ; Рижский солид ; 1755 ;  ; Ag ; F ; 39 ; Гордиан ; 317 
 909 ; Рижский шиллинг ; 1578 ;  ; Ag ; F ; 63 ; Jauho ; 278 
 910 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F+ ; 34 ; maymuse ; 414 
 911 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 26 ; Великая ; 554 
 912 ; Лот монет средневековых: 8шт ;  ;  ; Ag,Cu ; VG ; 45 ; Grey 13 ; 921 
 913 ; Лот монет Золотой Орды: медный пул (6шт) ;  ;  ; Cu ; VG/F ; 35 ; aziya11 ; 334 
 914 ; Лот монет Золотой Орды: медный пул (8шт) ;  ;  ; Cu ; VG/F ; 25 ; aziya11 ; 419 
 915 ; Лот монет Золотой Орды: медный пул (8шт) ;  ;  ; Cu ; VG/F ; 21 ; aziya11 ; 419 
 916 ; Лот монет средневековья (3шт) ;  ;  ; Ag ; F- ; 46 ; агент Холдер ; 567 
 917 ; Лот рижских шиллингов (2шт) ; 1577 ;  ;  ; VG/F ; 27 ; aziya11 ; 266 
 918 ; Лот монет Польши: полторак (33шт). Отверстия ;  ;  ; Ag ; VG/F ; 41 ; Vanka ; 1838 
 919 ; Лот монет Золотой Орды: медный пул (12шт) ;  ;  ; Cu ; F ; 18 ; aziya11 ; 503 
 934 ; Медаль За усмирение Венгрии и Трансильвании ; 1849 ;  ; Ag ; VG ; 132 ; Claster ; 20000 
