 5840 ; Акция. США ; 1975 ;  ;  ;  ; 18 ; инкогнито ; 408 
 750 ; Солид. Византия, Фока. М-4,49гр ; 602-610 ;  ; Au ; VF ; 30 ; lestes ; 14280 
 751 ; Тетрадрахма. Рим, имп. Адриан. М-12,69гр ; 117-138 ;  ; Ag ; F-VF ; 14 ; лидер ; 4080 
 652 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 14 ; цеховик ; 68 
 653 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 12 ; 16840 ; 43 
 654 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 14 ; Maksss163 ; 30 
 655 ; Копейка. Инкузный след ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 22 ; rirosrob ; 55 
 656 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 11 ; ru ; 35 
 657 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; aziya11 ; 37 
 658 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 11 ; aziya11 ; 37 
 659 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 11 ; aziya11 ; 37 
 660 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; цеховик ; 43 
 661 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 30 ; sgtczhne ; 67 
 662 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 80 ; val211 ; 340 
 663 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; aziya11 ; 37 
 664 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 25 ; aziya11 ; 55 
 665 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 10 ; aziya11 ; 34 
 666 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 65 ; virtualman ; 330 
 667 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; aziya11 ; 39 
 668 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 10 ; aziya11 ; 34 
 669 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 8 ; Maksss163 ; 30 
 670 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; aziya11 ; 37 
 671 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; sgtczhne ; 67 
 672 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 8 ; Maksss163 ; 33 
 673 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; aziya11 ; 37 
 674 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 16 ; rirosrob ; 38 
 675 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 37 ; virtualman ; 333 
 676 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 10 ; rirosrob ; 38 
 677 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 13 ; dav_79_2010 ; 318 
 678 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 15 ; Lenchik_2M ; 77 
 679 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 13 ; sgtczhne ; 75 
 680 ; Копейка. Деформация ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 41 ; seaexpo ; 277 
 681 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 11 ; t_v_v ; 45 
 682 ; Копейка ; 1605 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 21 ; doc2 ; 306 
 683 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 9 ; Lenchik_2M ; 83 
 684 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 48 ; Lenchik_2M ; 663 
 685 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 17 ; Xxzx ; 199 
 686 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 7 ; Lenchik_2M ; 146 
 687 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 9 ; цеховик ; 100 
 688 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 19 ; Xxzx ; 143 
 689 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 13 ; цеховик ; 100 
 690 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 11 ; Xxzx ; 105 
 691 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF- ; 19 ; Xxzx ; 276 
 692 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 12 ; byrozka ; 227 
 693 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 13 ; Xxzx ; 133 
 694 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 19 ; цеховик ; 188 
 695 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 13 ; iura95 ; 146 
 696 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 11 ; dav_79_2010 ; 347 
 697 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 15 ; Baisel ; 394 
 698 ; Копейка ; 1603 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 17 ; doc2 ; 514 
 699 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 3 ; Xxzx ; 227 
 700 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 9 ; Xxzx ; 164 
 701 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 7 ; nemetz ; 395 
 602 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 9 ; sova159 ; 41 
 603 ; 5 пенни ; 1910 ; Финляндия ; Cu ; VF+ ; 29 ; Inokesha ; 3287 
 604 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 7 ; орлик ; 46 
 605 ; 5 пенни ; 1912 ; Финляндия ; Cu ; VF-XF ; 12 ; 1879 ; 73 
 606 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF-XF ; 11 ; 1879 ; 41 
 607 ; 5 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 22 ; 1879 ; 73 
 608 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 11 ; СВТ69 ; 35 
 609 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 22 ; DNV73 ; 133 
 610 ; 5 пенни. Вензель ; 1917 ; Финляндия. Вензель ; Cu ; XF ; 24 ; 06031983 ; 293 
 611 ; 5 пенни. Орел ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 37 ; Sergio L ; 184 
 612 ; 1 пенни. Деформация ; 1875 ; Финляндия ; Cu ; F-VF ; 32 ; Andrei2007 ; 488 
 613 ; 1 пенни ; 1883 ; Финляндия ; Cu ; XF+ ; 16 ; seimens ; 357 
 614 ; 1 пенни ; 1892 ; Финляндия ; Cu ; XF+ ; 30 ; Micros ; 516 
 615 ; 1 пенни ; 1893 ; Финляндия ; Cu ; AU/XF ; 19 ; seimens ; 308 
 616 ; 1 пенни ; 1898 ; Финляндия ; Cu ; XF ; 17 ; seimens ; 144 
 617 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF ; 13 ; 1879 ; 107 
 618 ; 1 пенни ; 1901 ; Финляндия ; Cu ; AU/XF ; 6 ; 06031983 ; 101 
 619 ; 1 пенни ; 1904 ; Финляндия ; Cu ; XF ; 26 ; solder13 ; 959 
 620 ; 1 пенни ; 1907 ; Финляндия ; Cu ; XF+ ; 14 ; 1879 ; 51 
 621 ; 1 пенни ; 1909 ; Финляндия ; Cu ; AU ; 10 ; master_kka ; 153 
 622 ; 1 пенни ; 1911 ; Финляндия ; Cu ; XF ; 7 ; Micros ; 40 
 623 ; 1 пенни ; 1912 ; Финляндия ; Cu ; XF+ ; 42 ; Micros ; 150 
 624 ; 1 пенни ; 1914 ; Финляндия ; Cu ; AU ; 12 ; 1879 ; 56 
 625 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 3 ; mishael07 ; 41 
 626 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 5 ; 1879 ; 51 
 627 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 30 ; Micros ; 320 
 628 ; Лот монет России (3шт): 1к, полушка ; 1795 ;  ; Cu ; VG-F ; 50 ; Iskatel ; 2111 
 629 ; Лот монет России (4шт): 3 копейки, 10,5,1 пенни ; 1900-1917 ;  ; Cu ; VF+/VF- ; 20 ; кузнец ; 206 
 630 ; Лот монет России (6шт):  2к,1к, денга, мангир ; 1741-1868 ;  ; Cu ; F+/VG ; 7 ; acad ; 161 
 631 ; Лот монет России: 1 коп, денга, полушка (15шт) ; 1737-1916 ;  ; Cu ; VG/G ; 28 ; pmaster ; 1701 
 632 ; Лот монет России (7шт): денга, полушка ; 1736-1857 ;  ; Cu ; G/VG ; 28 ; Vitaly26 ; 201 
 633 ; Лот монет России (6шт): 2копейки ; 1812-1825 ;  ; Cu ; F-/VG ; 8 ; Vitaly26 ; 114 
 634 ; Лот монет России (6шт): 2к, денежка ; 1812-1855 ;  ; Cu ; VG ; 15 ; vic2 ; 203 
 635 ; Лот монет России (8шт): 2к,1к, полушка ; 1768-1912 ;  ; Cu ; F/G ; 7 ; alex995 ; 104 
 636 ; Лот монет России (6шт): 1 копейка ; 1757-1760 ;  ; Cu ; VG-VF ; 62 ; luda ; 1688 
 637 ; Лот монет России (6шт): 1к, денга ; 1750-1801 ;  ; Cu ; VG-VF ; 40 ; ga2012 ; 1028 
 638 ; Лот монет России (6шт): 1 копейка, денга ; 1731-1760 ;  ; Cu ; G-F ; 22 ; ru ; 453 
 639 ; Лот монет России (6шт): 1к, денга ; 1736-1832 ;  ; Cu ; VG-VF ; 42 ; luda ; 1057 
 640 ; Лот монет России (4шт): 2к, денга, полушка ; 1739-1910 ;  ; Cu ; F-VF/VG ; 8 ; Malosar ; 227 
 641 ; Лот монет России (7шт): 2 копейки ; 1810-1824 ;  ; Cu ; VG-VF ; 51 ; luda ; 1019 
 642 ; Лот монет России (6шт): денга ; 1731-1751 ;  ; Cu ; VG-VF ; 43 ; luda ; 612 
 643 ; Лот монет России: 2 коп (7шт) ; 1811-1814 ;  ; Cu ; VG/G ; 24 ; MMD ; 227 
 644 ; Лот монет России: 5,3,2,1 копейка, денежка (10шт) ; 1813-1914 ;  ; Cu ; VG/F ; 11 ; ReveRs07 ; 161 
 645 ; Лот монет России (53шт): 5к, 3к,2к,1к, денга, полушка ; 1700-е-1916 ;  ; Cu ; VF-/G ; 33 ; Stepka ; 2397 
 646 ; Денга допетровская ;  ;  ; Ag ; F+ ; 23 ; Dahan ; 344 
 647 ; Копейка. Борис Федорович Годунов. Деформация ; 1598-1605 ;  ; Ag ; F+ ; 35 ; Lenchik_2M ; 101 
 648 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; F-VF ; 23 ; Lenchik_2M ; 212 
 649 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 18 ; Maksss163 ; 30 
 650 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 24 ; цеховик ; 57 
 651 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 29 ; sgtczhne ; 68 
 552 ; Денежка ; 1851 ; ЕМ ; Cu ; F-VF ; 22 ; почтальон ; 303 
 553 ; Денежка ; 1855 ; ЕМ ; Cu ; F+ ; 26 ; nik111 ; 204 
 554 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; VF-XF ; 26 ; Andrei2007 ; 1145 
 555 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF-XF ; 15 ; seimens ; 255 
 556 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 17 ; MMD ; 273 
 557 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 20 ; maleevsw ; 1022 
 558 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF- ; 5 ; Maksss163 ; 13 
 559 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; VF+ ; 15 ; почтальон ; 303 
 560 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF ; 11 ; swydeger ; 77 
 561 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 20 ; maleevsw ; 714 
 562 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU ; 69 ; maleevsw ; 1236 
 563 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 11 ; Stepka ; 225 
 564 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 24 ; maleevsw ; 255 
 565 ; 1/2 копейки ; 1915 ;  ; Cu ; VF+ ; 12 ; vic2 ; 143 
 566 ; Полушка (Ильин-2,5р) ; 1703 ;  ; Cu ; F ; 35 ; картуш ; 2702 
 567 ; Полушка ; 1730 ; Орёл 1730 г. ; Cu ; F+ ; 16 ; купи-продай ; 1071 
 568 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F+ ; 5 ; Alexey0575 ; 35 
 569 ; Полушка ; 1749 ; Орёл 1744 г. ; Cu ; F+ ; 38 ; Димыч ; 408 
 570 ; Полушка ; 1767 ; ЕМ ; Cu ; F+ ; 18 ; igor26 ; 459 
 571 ; Полушка ; 1770 ; ЕМ ; Cu ; F+ ; 7 ; rirosrob ; 110 
 572 ; Полушка (Ильин-3р) ; 1784 ; КМ ; Cu ; F+ ; 17 ; 16840 ; 748 
 573 ; Полушка (Петров-2р, Ильин-3р) ; 1798 ; КМ ; Cu ; VG ; 35 ; win.gradoff ; 748 
 574 ; 1/4 копейки ; 1841 ; СМ ; Cu ; F-VF ; 5 ; почтальон ; 255 
 575 ; 1/4 копейки ; 1842 ; СМ ; Cu ; VF ; 13 ; Xxzx ; 967 
 576 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; XF ; 44 ; maleevsw ; 1326 
 577 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 45 ; maleevsw ; 3062 
 578 ; 1 грош ; 1816 ; IB Польша ; Cu ; F+ ; 25 ; cotangens ; 997 
 579 ; 1 грош ; 1832 ; KG Польша ; Cu ; F-VF ; 30 ; cotangens ; 997 
 580 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF ; 17 ; kkir ; 133 
 581 ; 10 пенни ; 1899 ; Финляндия ; Cu ; VF+ ; 16 ; tanker1975 ; 136 
 582 ; 10 пенни ; 1900 ; Финляндия ; Cu ; VF ; 12 ; 2262н ; 83 
 583 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF- ; 7 ; sova159 ; 79 
 584 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF+ ; 17 ; mishael07 ; 81 
 585 ; 10 пенни ; 1908 ; Финляндия ; Cu ; VF ; 10 ; sova159 ; 81 
 586 ; 10 пенни ; 1910 ; Финляндия ; Cu ; VF- ; 14 ; mishael07 ; 113 
 587 ; 10 пенни ; 1911 ; Финляндия ; Cu ; VF ; 14 ; sova159 ; 92 
 588 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF ; 11 ; sova159 ; 82 
 589 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF ; 18 ; DNV73 ; 129 
 590 ; 10 пенни ; 1916 ; Финляндия ; Cu ; AU/XF ; 18 ; Sergio L ; 255 
 591 ; 10 пенни. Вензель ; 1917 ; Финляндия. Вензель ; Cu ; VF+ ; 33 ; кузнец ; 526 
 592 ; 10 пенни. Орел ; 1917 ; Финляндия. Орёл ; Cu ; AU/XF ; 33 ; Для души ; 245 
 593 ; 5 пенни ; 1889 ; Финляндия ; Cu ; VF ; 20 ; Дмитрий475 ; 242 
 594 ; 5 пенни ; 1896 ; Финляндия ; Cu ; VG ; 7 ; sova159 ; 35 
 595 ; 5 пенни ; 1897 ; Финляндия ; Cu ; VF ; 9 ; sova159 ; 77 
 596 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF+ ; 5 ; mishael07 ; 58 
 597 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF+ ; 7 ; mishael07 ; 41 
 598 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF+ ; 7 ; sova159 ; 67 
 599 ; 5 пенни ; 1905 ; Финляндия ; Cu ; VF+ ; 5 ; sova159 ; 46 
 600 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF-XF ; 5 ; sova159 ; 46 
 601 ; 5 пенни ; 1907 ; Финляндия ; Cu ; VF-XF ; 9 ; DNV73 ; 51 
 502 ; Копейка ; 1898 ; СПБ ; Cu ; F-VF ; 10 ; ReveRs07 ; 35 
 503 ; Копейка ; 1899 ; СПБ ; Cu ; F+ ; 7 ; ReveRs07 ; 35 
 504 ; Копейка ; 1901 ; СПБ ; Cu ; XF+ ; 27 ; 1879 ; 663 
 505 ; Копейка ; 1901 ; СПБ ; Cu ; VF- ; 5 ; Stepka ; 35 
 506 ; Копейка ; 1903 ; СПБ ; Cu ; AU ; 21 ; 1879 ; 465 
 507 ; Копейка ; 1908 ; СПБ ; Cu ; XF- ; 7 ; спарта ; 153 
 508 ; Копейка ; 1911 ; СПБ ; Cu ; F-VF ; 5 ; Stepka ; 45 
 509 ; Копейка ; 1912 ; СПБ ; Cu ; VF ; 14 ; Voloh ; 35 
 510 ; Копейка ; 1913 ; СПБ ; Cu ; XF ; 36 ; Stepka ; 179 
 511 ; Копейка ; 1913 ; СПБ ; Cu ; F-VF ; 1 ; Maksss163 ; 2 
 512 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 11 ; Anatoliy1959 ; 155 
 513 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 6 ; 1879 ; 35 
 514 ; Копейка ; 1914 ; СПБ ; Cu ; VF- ; 4 ; Maksss163 ; 16 
 515 ; Копейка ; 1915 ;  ; Cu ; AU ; 23 ; seimens ; 510 
 516 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 17 ; swydeger ; 77 
 517 ; Копейка ; 1915 ;  ; Cu ; VF- ; 4 ; Maksss163 ; 12 
 518 ; Денга ; 1702 ;  ; Cu ; F- ; 67 ; Димыч ; 1560 
 519 ; Денга ; 1703 ;  ; Cu ; F ; 14 ; dav_79_2010 ; 1275 
 520 ; Денга ; 1704 ;  ; Cu ; F ; 22 ; dsa ; 977 
 521 ; Денга ; 1710 ;  ; Cu ; F+ ; 52 ; 16840 ; 2081 
 522 ; Денга (Петров-1,25р) ; 1714 ;  ; Cu ; F-VF ; 20 ; donsergio ; 1500 
 523 ; Денга ; 1731 ;  ; Cu ; F-VF ; 43 ; Alexey0575 ; 2948 
 524 ; Денга (Ильин-1р) ; 1731 ;  ; Cu ; VF- ; 3 ; mgv ; 4998 
 525 ; Денга ; 1738 ;  ; Cu ; F-VF ; 5 ; ReveRs07 ; 34 
 526 ; Денга. Аверс-реверс-30" ; 1740 ;  ; Cu ; VG ; 9 ; rirosrob ; 133 
 527 ; Денга ; 1743 ;  ; Cu ; F+ ; 13 ; купи-продай ; 241 
 528 ; Денга. Брак чеканки ; 1745 ;  ; Cu ; F+ ; 44 ; Lenchik_2M ; 918 
 529 ; Денга ; 1748 ;  ; Cu ; VF ; 19 ; RemTro ; 227 
 530 ; Денга ; 1749 ;  ; Cu ; F+ ; 32 ; dim66 ; 146 
 531 ; Денга ; 1750 ;  ; Cu ; G ; 3 ; Maksss163 ; 12 
 532 ; Денга. Брак чеканки ; 1753 ;  ; Cu ; F ; 7 ; Lenchik_2M ; 227 
 533 ; Денга ; 1766 ; ЕМ ; Cu ; F+ ; 9 ; pmaster ; 62 
 534 ; Денга ; 1767 ; ЕМ ; Cu ; F+ ; 61 ; кабан ; 663 
 535 ; Денга ; 1769 ; КМ "Сибирь" ; Cu ; VF- ; 21 ; чиж ; 1022 
 536 ; Денга ; 1775 ; ЕМ ; Cu ; VF ; 25 ; Димыч ; 1117 
 537 ; Денга ; 1776 ; КМ "Сибирь" ; Cu ; F-VF ; 20 ; sc32 ; 714 
 538 ; Денга ; 1783 ; КМ ; Cu ; F+ ; 23 ; почтальон ; 457 
 539 ; Денга ; 1785 ; КМ ; Cu ; VF ; 27 ; чиж ; 1020 
 540 ; Денга ; 1786 ; КМ ; Cu ; VF+ ; 19 ; dav_79_2010 ; 1111 
 541 ; Денга ; 1787 ; КМ ; Cu ; F+ ; 10 ; dav_79_2010 ; 1144 
