 5643 ; Лот бон Монголии, 100 шт ;  ;  ;  ; AU ; 27 ; Rotas ; 1275 
 645 ; 1 пенни ; 1892 ; Финляндия ; Cu ; XF+ ; 27 ; Vasiliy_t ; 556 
 646 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF+ ; 21 ; SSS200 ; 413 
 647 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF+ ; 27 ; SSS200 ; 357 
 648 ; 1 пенни ; 1895 ; Финляндия ; Cu ; VF+ ; 27 ; flutter ; 487 
 649 ; 1 пенни ; 1898 ; Финляндия ; Cu ; VF-XF ; 18 ; flutter ; 312 
 650 ; 1 пенни ; 1899 ; Финляндия ; Cu ; XF- ; 13 ; SSS200 ; 204 
 651 ; 1 пенни ; 1900 ; Финляндия ; Cu ; VF-XF ; 7 ; temichek ; 102 
 652 ; 1 пенни ; 1901 ; Финляндия ; Cu ; VF-XF ; 21 ; SSS200 ; 283 
 653 ; 1 пенни ; 1902 ; Финляндия ; Cu ; XF- ; 34 ; Каенн ; 520 
 654 ; 1 пенни. Цифра "3" в дате высокая. ; 1903 ; Финляндия ; Cu ; XF+ ; 17 ; Bizon6055 ; 1019 
 555 ; Денга ; 1769 ; ЕМ ; Cu ; VG ; 15 ; почтальон ; 169 
 556 ; Денга ; 1769 ; КМ "Сибирь" ; Cu ; G ; 19 ; 312 ; 171 
 557 ; Денга ; 1770 ; ЕМ ; Cu ; VF- ; 21 ; leshii40 ; 533 
 558 ; Денга ; 1773 ; ЕМ ; Cu ; VG ; 8 ; почтальон ; 363 
 559 ; Денга ; 1778 ; КМ "Сибирь" ; Cu ; F-VF ; 11 ; Михалыч57 ; 445 
 560 ; Денга ; 1788 ;  ; Cu ; F-VF ; 45 ; SSK ; 1362 
 561 ; Денга ; 1794 ; ЕМ ; Cu ; VG ; 29 ; нумизмат ; 261 
 562 ; Денга ; 1795 ; ЕМ ; Cu ; VG ; 24 ; sibirian ; 164 
 563 ; Деньга ; 1797 ; АМ ; Cu ; F-VF ; 35 ; SSK ; 1111 
 564 ; Деньга ; 1798 ; КМ ; Cu ; VG ; 53 ; лопата ; 2042 
 565 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 20 ; rirosrob ; 174 
 566 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; VF+ ; 26 ; Niko*74* ; 249 
 567 ; 1/2 копейки ; 1840 ; СМ ; Cu ; VF ; 15 ; ort2009 ; 1275 
 568 ; 1/2 копейки ; 1841 ; ЕМ ; Cu ; VF- ; 27 ; DaMon15 ; 614 
 569 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; VF- ; 17 ; alex2016 ; 133 
 570 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; F ; 16 ; Anatoliy1959 ; 174 
 571 ; 1/2 копейки ; 1844 ; СМ ; Cu ; F-VF ; 30 ; alex2016 ; 90 
 572 ; 1/2 копейки ; 1846 ; СМ ; Cu ; F+ ; 26 ; ZOLTAN333 ; 166 
 573 ; Денежка ; 1852 ; ЕМ ; Cu ; VF+ ; 57 ; JohnSilver ; 1017 
 574 ; Денежка ; 1854 ; ЕМ ; Cu ; VF ; 18 ; 312 ; 123 
 575 ; Денежка ; 1855 ; ЕМ ; Cu ; VF- ; 28 ; JohnSilver ; 363 
 576 ; Денежка ; 1857 ; ЕМ ; Cu ; VF ; 28 ; Илья Владимирович ; 357 
 577 ; Денежка ; 1858 ; ЕМ ; Cu ; G/VG ; 10 ; 312 ; 114 
 578 ; Денежка ; 1861 ; ЕМ ; Cu ; VF ; 52 ; Димыч ; 1501 
 579 ; 1/2 копейки ; 1868 ; ЕМ ; Cu ; VF+ ; 38 ; krugerrand ; 2131 
 580 ; 1/2 копейки ; 1879 ; СПБ ; Cu ; VF+ ; 39 ; poipoi ; 1928 
 581 ; 1/2 копейки ; 1886 ; СПБ ; Cu ; VF+ ; 55 ; egorov.ese ; 10571 
 582 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; XF- ; 12 ; Каенн ; 1194 
 583 ; 1/2 копейки ; 1896 ; СПБ ; Cu ; VF-XF ; 25 ; EMF ; 782 
 584 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; XF- ; 22 ; paul196262 ; 601 
 585 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 23 ; urok20 ; 441 
 586 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF- ; 12 ; said ; 133 
 587 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF ; 9 ; лом45 ; 155 
 588 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 30 ; poipoi ; 318 
 589 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 31 ; poipoi ; 181 
 590 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 19 ; 1879 ; 152 
 591 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 70 ; sharapov.s21 ; 156 
 592 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF ; 22 ; SSS200 ; 127 
 593 ; Полушка ; 1703 ;  ; Cu ; G/VG ; 32 ; vvt ; 2600 
 594 ; Полушка ; 1706 ;  ; Cu ; VG ; 42 ; SSK ; 1640 
 595 ; Полушка ; 1707 ;  ; Cu ; F ; 59 ; Майкл ; 2406 
 596 ; Полушка ; 1713 ;  ; Cu ; VG ; 41 ; vvt ; 1505 
 597 ; Полушка ; 1718 ;  ; Cu ; F+ ; 27 ; max96 ; 1588 
 598 ; Полушка ; 1720 ; НД ; Cu ; VG ; 13 ; DaMon15 ; 612 
 599 ; Полушка ; 1721 ;  ; Cu ; F-VF ; 13 ; kornum ; 510 
 600 ; Полушка ; 1722 ;  ; Cu ; F- ; 12 ; 312 ; 136 
 601 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F/VG ; 17 ; ivan1569 ; 90 
 602 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VG ; 9 ; 2605 ; 57 
 603 ; Полушка ; 1759 ;  ; Cu ; VG ; 17 ; kuzma-1 ; 332 
 604 ; Полушка ; 1766 ; ЕМ ; Cu ; VG/F- ; 22 ; 312 ; 114 
 505 ; Копейка ; 1862 ; ЕМ ; Cu ; VF- ; 21 ; kergudu ; 178 
 506 ; Копейка ; 1865 ; ЕМ ; Cu ; VF- ; 29 ; 1879 ; 189 
 507 ; Копейка ; 1870 ; ЕМ ; Cu ; F+ ; 18 ; ARhimed ; 368 
 508 ; Копейка ; 1877 ; СПБ ; Cu ; VF ; 47 ; musik ; 757 
 509 ; Копейка ; 1879 ; СПБ ; Cu ; VF ; 10 ; dagomas00 ; 104 
 510 ; Копейка ; 1888 ; СПБ ; Cu ; VF+ ; 69 ; Каенн ; 726 
 511 ; Копейка ; 1897 ; СПБ ; Cu ; VF- ; 6 ; Job ; 57 
 512 ; Копейка ; 1898 ; СПБ ; Cu ; F-VF ; 7 ; Тapir ; 57 
 513 ; Копейка ; 1899 ; СПБ ; Cu ; VF ; 37 ; Vb[fksx ; 116 
 514 ; Копейка ; 1899 ; СПБ ; Cu ; F-VF ; 13 ; 220W ; 51 
 515 ; Копейка ; 1900 ; СПБ ; Cu ; F-VF ; 17 ; urok20 ; 291 
 516 ; Копейка ; 1903 ; СПБ ; Cu ; VF ; 5 ; 21011984andrei ; 67 
 517 ; Копейка ; 1903 ; СПБ ; Cu ; F+ ; 11 ; omronin ; 55 
 518 ; Копейка ; 1905 ; СПБ ; Cu ; F-VF ; 5 ; omronin ; 55 
 519 ; Копейка ; 1906 ; СПБ ; Cu ; VF-XF ; 15 ; ort2009 ; 793 
 520 ; Копейка ; 1907 ; СПБ ; Cu ; VF ; 21 ; лом45 ; 405 
 521 ; Копейка ; 1909 ; СПБ ; Cu ; VF- ; 9 ; vor0niko ; 77 
 522 ; Копейка ; 1910 ; СПБ ; Cu ; VF+ ; 14 ; alexduk ; 123 
 523 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 5 ; SSS200 ; 124 
 524 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 14 ; лом45 ; 200 
 525 ; Копейка ; 1913 ; СПБ ; Cu ; XF- ; 24 ; 1879 ; 159 
 526 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 11 ; серж 4-4 ; 64 
 527 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 11 ; dimka_98rus ; 136 
 528 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 8 ; babaika150 ; 50 
 529 ; Копейка ; 1915 ;  ; Cu ; XF- ; 5 ; omronin ; 55 
 530 ; Копейка ; 1915 ;  ; Cu ; XF- ; 15 ; oleghh7 ; 158 
 531 ; Денга ; 1700 ;  ; Cu ; F-/VG ; 50 ; SIBPROPILOT ; 2040 
 532 ; Денга ; 1701 ;  ; Cu ; F ; 81 ; maxxim ; 4182 
 533 ; Денга ; 1702 ;  ; Cu ; F ; 68 ; vvt ; 8100 
 534 ; Денга ; 1703 ;  ; Cu ; VG ; 89 ; vvt ; 8100 
 535 ; Денга ; 1705 ;  ; Cu ; VG ; 46 ; SIBPROPILOT ; 3060 
 536 ; Денга ; 1711 ;  ; Cu ; VG ; 40 ; val211 ; 1020 
 537 ; Денга ; 1712 ;  ; Cu ; F- ; 54 ; нумизмат ; 2000 
 538 ; Денга ; 1731 ;  ; Cu ; F ; 5 ; Звездолёты ; 72 
 539 ; Денга ; 1731 ;  ; Cu ; VG ; 7 ; Звездолёты ; 57 
 540 ; Денга ; 1734 ;  ; Cu ; F- ; 22 ; rom11 ; 297 
 541 ; Денга ; 1735 ;  ; Cu ; VG ; 7 ; акопа ; 53 
 542 ; Денга ; 1737 ;  ; Cu ; F-VF ; 25 ; gav1980 ; 522 
 543 ; Денга ; 1737 ;  ; Cu ; F+ ; 7 ; gav1980 ; 63 
 544 ; Денга ; 1739 ;  ; Cu ; F- ; 11 ; Звездолёты ; 57 
 545 ; Денга ; 1741 ;  ; Cu ; F ; 7 ; Звездолёты ; 57 
 546 ; Денга. Брак чеканки ; 1745 ;  ; Cu ; VG/G ; 18 ; hazg ; 108 
 547 ; Денга ; 1748 ;  ; Cu ; F ; 24 ; rom11 ; 91 
 548 ; Денга ; 1749 ;  ; Cu ; F ; 7 ; vatjalais ; 53 
 549 ; Денга ; 1749 ;  ; Cu ; F ; 16 ; rom11 ; 94 
 550 ; Денга ; 1750 ;  ; Cu ; F ; 17 ; Звездолёты ; 72 
 551 ; Денга ; 1751 ;  ; Cu ; F- ; 12 ; гш888 ; 26 
 552 ; Денга ; 1759 ;  ; Cu ; G ; 24 ; 312 ; 53 
 553 ; Денга ; 1768 ; ЕМ ; Cu ; VG ; 11 ; olq ; 136 
 554 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; F-VF ; 24 ; obr73 ; 434 
 455 ; Копейка ; 1712 ; ·Б·К· ; Cu ; VG ; 69 ; val211 ; 1581 
 456 ; Копейка ; 1713 ; М Д ; Cu ; F-VF ; 73 ; ГдРъ ; 2621 
 457 ; Копейка ; 1711 ; МД ; Cu ; F- ; 39 ; vvt ; 1461 
 458 ; Копейка ; 1715 ; НД ; Cu ; F- ; 29 ; lsp25 ; 1301 
 459 ; Копейка ; 1728 ;  ; Cu ; VF- ; 46 ; il468 ; 1755 
 460 ; Копейка ; 1758 ;  ; Cu ; VG/F- ; 44 ; sneg96 ; 1020 
 461 ; Копейка ; 1761 ;  ; Cu ; F ; 10 ; гш888 ; 57 
 462 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 17 ; sibirian ; 767 
 463 ; Копейка ; 1772 ; КМ "Сибирь" ; Cu ; F-VF ; 30 ; sibirian ; 767 
 464 ; Копейка ; 1774 ; КМ "Сибирь" ; Cu ; VF- ; 45 ; SSK ; 1632 
 465 ; Копейка ; 1776 ; КМ "Сибирь" ; Cu ; F-VF ; 27 ; sibirian ; 925 
 466 ; Копейка ; 1788 ; ММ ; Cu ; G ; 8 ; bva150979 ; 561 
 467 ; Копейка ; 1791 ; ЕМ ; Cu ; F+ ; 29 ; Майкл ; 2193 
 468 ; Копейка ; 1794 ; ЕМ ; Cu ; F+ ; 28 ; Ток ; 1530 
 469 ; Копейка ; 1795 ; ЕМ ; Cu ; VF ; 65 ; kornum ; 1632 
 470 ; Копейка ; 1799 ; ЕМ ; Cu ; VG ; 9 ; byrozka ; 170 
 471 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 43 ; lsp25 ; 143 
 472 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 5 ; byrozka ; 199 
 473 ; Копейка ; 1801 ; ЕМ ; Cu ; VG ; 12 ; Ten Nochi ; 113 
 474 ; Копейка ; 1801 ; ЕМ ; Cu ; F- ; 18 ; byrozka ; 114 
 475 ; Копейка ; 1801 ; ЕМ ; Cu ; F- ; 30 ; byrozka ; 104 
 476 ; Копейка ; 1811 ; ЕМ НМ ; Cu ; F- ; 9 ; ct200h ; 526 
 477 ; Копейка ; 1811 ; СПБ МК ; Cu ; F-/VG ; 24 ; vvt ; 1648 
 478 ; Копейка ; 1811 ; ИМ МК ; Cu ; VF ; 74 ; SSK ; 2988 
 479 ; Копейка ; 1813? ; ИМ ПС ; Cu ; VF ; 23 ; SSK ; 829 
 480 ; Копейка ; 1818 ; КМ АД ; Cu ; VF- ; 17 ; Майкл ; 522 
 481 ; Копейка ; 1819 ; ЕМ НМ ; Cu ; F-VF ; 40 ; ГдРъ ; 359 
 482 ; Копейка ; 1821 ; КМ АМ ; Cu ; F ; 32 ; Майкл ; 628 
 483 ; Копейка ; 1824 ; ЕМ ПГ ; Cu ; F-VF ; 11 ; Санёк А... ; 102 
 484 ; Копейка ; 1825 ; КМ АМ ; Cu ; F-VF ; 29 ; Михалыч57 ; 526 
 485 ; Копейка ; 1827 ; КМ АМ ; Cu ; F+ ; 34 ; X3.96rus ; 228 
 486 ; Копейка ; 1828 ; КМ АМ ; Cu ; F ; 13 ; sibirian ; 114 
 487 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; F-VF ; 15 ; форсаж ; 136 
 488 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; VG ; 6 ; UnPreacher ; 51 
 489 ; Копейка ; 1840 ; ЕМ ; Cu ; F+ ; 11 ; byrozka ; 102 
 490 ; Копейка ; 1840 ; СМ ; Cu ; F-VF ; 19 ; X3.96rus ; 113 
 491 ; Копейка ; 1841 ; СПМ ; Cu ; VF- ; 39 ; Илья Владимирович ; 364 
 492 ; Копейка ; 1842 ; СПМ ; Cu ; F ; 13 ; X3.96rus ; 101 
 493 ; Копейка ; 1842 ; СМ ; Cu ; F-VF ; 17 ; alex2016 ; 78 
 494 ; Копейка ; 1843 ; ЕМ ; Cu ; F-VF ; 17 ; leshii40 ; 184 
 495 ; Копейка ; 1843 ; СМ ; Cu ; VF- ; 16 ; Basilio ; 184 
 496 ; Копейка ; 1844 ; ЕМ ; Cu ; F-VF ; 45 ; X3.96rus ; 189 
 497 ; Копейка ; 1847 ; СМ ; Cu ; F-VF ; 30 ; Алекс2007 ; 268 
 498 ; Копейка ; 1851 ; ЕМ ; Cu ; VF+ ; 38 ; Данила ; 816 
 499 ; Копейка ; 1854 ; ЕМ ; Cu ; F-VF ; 22 ; Банк ; 156 
 500 ; Копейка ; 1855 ; ЕМ ; Cu ; VF- ; 15 ; musik ; 387 
 501 ; Копейка ; 1855 ; ЕМ ; Cu ; VF+ ; 25 ; sergius ; 2030 
 502 ; Копейка ; 1857 ; ЕМ ; Cu ; VF- ; 28 ; Банк ; 327 
 503 ; Копейка ; 1858 ; ЕМ ; Cu ; F- ; 5 ; vor0niko ; 153 
 504 ; Копейка ; 1858 ; ВМ Венз.уже ; Cu ; G/VG ; 21 ; bva150979 ; 980 
 405 ; 2 копейки ; 1821 ; ЕМ НМ ; Cu ; VF+ ; 28 ; Данила ; 363 
 406 ; 2 копейки ; 1821 ; КМ АД ; Cu ; F-VF ; 44 ; flutter ; 410 
 407 ; 2 копейки ; 1822 ; КМ АМ ; Cu ; VF ; 49 ; Дмитрий475 ; 465 
 408 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; VF- ; 15 ; DaMon15 ; 419 
 409 ; 2 копейки ; 1825 ; ЕМ ИК ; Cu ; F-VF ; 5 ; 312 ; 65 
 410 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F-VF ; 5 ; byrozka ; 72 
 411 ; 2 копейки ; 1827 ; ЕМ ИК ; Cu ; F-VF ; 23 ; Vitalik1 ; 355 
 412 ; 2 копейки ; 1828 ; КМ АМ ; Cu ; VF ; 29 ; Дмитрий475 ; 622 
 413 ; 2 копейки ; 1829 ; ЕМ ИК ; Cu ; F ; 9 ; Ток ; 113 
 414 ; 2 копейки ; 1829 ; КМ АМ ; Cu ; F-VF ; 31 ; Михалыч57 ; 373 
 415 ; 2 копейки ; 1832 ; СМ ; Cu ; F+ ; 31 ; X3.96rus ; 171 
 416 ; 2 копейки ; 1838 ; ЕМ НА ; Cu ; VF ; 38 ; olq ; 536 
 417 ; 2 копейки ; 1838 ; СМ ; Cu ; VF ; 32 ; 1000 ; 522 
 418 ; 2 копейки ; 1839 ; СМ ; Cu ; VF ; 40 ; 1000 ; 1405 
 419 ; 2 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 55 ; Ток ; 299 
 420 ; 2 копейки ; 1840 ; СПМ ; Cu ; F-VG ; 44 ; ГдРъ ; 413 
 421 ; 2 копейки ; 1841 ; ЕМ ; Cu ; VF ; 15 ; solder13 ; 261 
 422 ; 2 копейки ; 1841 ; СПМ ; Cu ; VF ; 46 ; solder13 ; 461 
 423 ; 2 копейки ; 1842 ; СМ ; Cu ; F+ ; 21 ; ГдРъ ; 174 
 424 ; 2 копейки ; 1843 ; ЕМ ; Cu ; F/VG ; 27 ; rirosrob ; 222 
 425 ; 2 копейки ; 1844 ; ЕМ ; Cu ; VF- ; 33 ; Ток ; 607 
 426 ; 2 копейки ; 1845 ; СМ ; Cu ; VG/F ; 22 ; Andjey2878 ; 139 
 427 ; 2 копейки ; 1847 ; СМ ; Cu ; F ; 21 ; ГдРъ ; 398 
 428 ; 2 копейки ; 1852 ; ЕМ ; Cu ; VF+ ; 58 ; Ток ; 2457 
 429 ; 2 копейки ; 1858 ; ЕМ ; Cu ; VG ; 10 ; 312 ; 123 
 430 ; 2 копейки ; 1871 ; ЕМ ; Cu ; VF+ ; 29 ; Sky2 ; 5406 
 431 ; 2 копейки ; 1873 ; ЕМ ; Cu ; F-VF ; 25 ; karrus ; 306 
 432 ; 2 копейки ; 1876 ; ЕМ ; Cu ; VF+ ; 81 ; SSK ; 3060 
 433 ; 2 копейки ; 1879 ; СПБ ; Cu ; VF-XF ; 25 ; S.P. ; 795 
 434 ; 2 копейки ; 1883 ; СПБ ; Cu ; VF ; 35 ; DaMon15 ; 680 
 435 ; 2 копейки ; 1886 ; СПБ ; Cu ; F+ ; 30 ; egorov.ese ; 3103 
 436 ; 2 копейки ; 1899 ; СПБ ; Cu ; VF- ; 13 ; tanker1975 ; 102 
 437 ; 2 копейки ; 1906 ; СПБ ; Cu ; VF- ; 22 ; прыгун ; 251 
 438 ; 2 копейки ; 1907 ; СПБ ; Cu ; VF ; 39 ; ort2009 ; 1591 
 439 ; 2 копейки ; 1908 ; СПБ ; Cu ; VF ; 48 ; Гарыныч ; 875 
 440 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF ; 5 ; лом45 ; 77 
 441 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 17 ; лом45 ; 177 
 442 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 8 ; ss13 ; 204 
 443 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 15 ; kondor300 ; 100 
 444 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 3 ; detonator ; 57 
 445 ; 2 копейки ; 1915 ;  ; Cu ; XF- ; 21 ; dimka_98rus ; 255 
 446 ; Копейка ; 1705 ; МД ; Cu ; F- ; 22 ; докторро ; 1683 
 447 ; Копейка ; 1706 ; БК ; Cu ; F- ; 28 ; santan93 ; 1899 
 448 ; Копейка ; 1707 ; МД ; Cu ; F- ; 34 ; sneg96 ; 1163 
 449 ; Копейка ; 1707 ; Б·К ; Cu ; VG ; 90 ; santan93 ; 1508 
 450 ; Копейка ; 1707 ; БК ; Cu ; VG ; 45 ; Ратамахатта ; 1694 
 451 ; Копейка ; 1708 ; МД ; Cu ; F+ ; 35 ; kornum ; 3570 
 452 ; Копейка ; 1710 ; МД ; Cu ; F-/VG ; 20 ; Вот я вам ужо! ; 1275 
 453 ; Копейка ; 1711 ; ·Б·К· ; Cu ; F- ; 68 ; SIBPROPILOT ; 2256 
 454 ; Копейка ; 1712 ; МД ; Cu ; VG/F- ; 34 ; val211 ; 787 
 355 ; 2 копейки ; 1776 ; ЕМ ; Cu ; F-VF ; 35 ; Палыч61 ; 823 
 356 ; 2 копейки ; 1777 ; КМ "Сибирь" ; Cu ; VF- ; 32 ; adus ; 1179 
 357 ; 2 копейки ; 1778 ; ЕМ ; Cu ; F-VF ; 12 ; струна5 ; 309 
 358 ; 2 копейки ; 1780 ; КМ "Сибирь" ; Cu ; F-VF ; 40 ; Семен ; 3511 
 359 ; 2 копейки ; 1788 ; ММ ; Cu ; VG ; 36 ; Wolfram ; 394 
 360 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF ; 32 ; 657756 ; 750 
 361 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF ; 31 ; byrozka ; 579 
 362 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF ; 40 ; lsp25 ; 266 
 363 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF ; 38 ; sinysa ; 317 
 364 ; 2 копейки ; 1797 ; АМ ; Cu ; VF- ; 39 ; A.G ; 850 
 365 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 29 ; byrozka ; 204 
 366 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 33 ; lsp25 ; 357 
 367 ; 2 копейки ; 1798 ; КМ ; Cu ; F ; 43 ; bratss ; 334 
 368 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF-XF ; 28 ; A.G ; 906 
 369 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF- ; 41 ; sinysa ; 365 
 370 ; 2 копейки ; 1799 ; КМ ; Cu ; VF- ; 49 ; орел414151 ; 431 
 371 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF+ ; 38 ; Mateys ; 800 
 372 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 30 ; byrozka ; 206 
 373 ; 2 копейки ; 1801 ; ЕМ ; Cu ; XF- ; 38 ; Job ; 969 
 374 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 17 ; lsp25 ; 245 
 375 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF+ ; 39 ; krugerrand ; 1581 
 376 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 32 ; струна5 ; 722 
 377 ; 2 копейки ; 1810 ; КМ ; Cu ; F-VF ; 39 ; SSK ; 465 
 378 ; 2 копейки ; 1810 ; СПБ МК ; Cu ; F-/VG ; 24 ; струна5 ; 969 
 379 ; 2 копейки ; 1810 ; ИМ МК ; Cu ; F ; 22 ; струна5 ; 1785 
 380 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F-VF ; 19 ; SSK ; 363 
 381 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF-XF ; 15 ; DAndy-2003 ; 204 
 382 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+ ; 17 ; byrozka ; 123 
 383 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 9 ; byrozka ; 65 
 384 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF+ ; 48 ; JohnSilver ; 459 
 385 ; 2 копейки ; 1811 ; ИМ МК ; Cu ; F-VF ; 11 ; ksun ; 125 
 386 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF ; 23 ; JohnSilver ; 276 
 387 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 9 ; byrozka ; 208 
 388 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; VF+ ; 16 ; Angal ; 522 
 389 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 22 ; X3.96rus ; 238 
 390 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VG ; 16 ; X3.96rus ; 150 
 391 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F-VF ; 9 ; byrozka ; 71 
 392 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VG ; 13 ; серж 4-4 ; 72 
 393 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; VF- ; 34 ; Andjey2878 ; 219 
 394 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; VF- ; 35 ; VAPK ; 410 
 395 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F-VF ; 11 ; 312 ; 69 
 396 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; VF- ; 31 ; Дмитрий475 ; 90 
 397 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; F-VF ; 15 ; струна5 ; 238 
 398 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF- ; 12 ; byrozka ; 114 
