 4852 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 1 ; asus ; 111 
 807 ; Денарий. Св. Римская империя. Фердинанд I ; 1556 ;  ; Ag ; F-VF ; 75 ; Сергей40 ; 334 
 808 ; Денарий. Св. Римская империя. Фердинанд I ; 1557 ;  ; Ag ; F-VF ; 66 ; Сергей40 ; 341 
 809 ; Денарий. Св. Римская империя. Рудольф II ; 1585 ;  ; Ag ; F-VF ; 39 ; raise ; 214 
 810 ; Денарий. Св. Римская империя. Рудольф II ; 1606 ;  ; Ag ; F-VF ; 14 ; aziya11 ; 153 
 811 ; Денарий. Св. Римская империя. Рудольф II ; 1608 ;  ; Ag ; F-VF ; 28 ; mkm1968 ; 227 
 812 ; Пфенниг. Мюнхен. М-0,54гр. Трещина ; XIV в ;  ; Ag ; F+ ; 28 ; raise ; 323 
 813 ; Пфенниг. Мюнхен. М-0,45гр ; XIV в ;  ; Ag ; F-VF ; 36 ; raise ; 326 
 814 ; Пфенниг. Мюнхен. М-0,43гр ; XIV в ;  ; Ag ; F-VF ; 12 ; raise ; 320 
 815 ; 1/2 экю. Франция. Людовик XIV. М-13,03г ; 1694 ;  ; Ag ; VF- ; 1 ; Figaro65 ; 3000 
 816 ; 1 крона. Великобритания. М-29,54г ; 1696 ;  ; Ag ; VF+ ; 65 ; Недорого ; 10464 
 817 ; 6 пенсов. Великобритания. М-3,06г ; 1697 ;  ; Ag ; VF-XF ; 80 ; Harder ; 3715 
 818 ; 4 эре. Швеция ; 1668 ;  ; Ag ; F-VF ; 12 ; кве ; 975 
 819 ; Артиг. Швеция. Dietrich III Damerow (1379-1400). М-1,04г ;  ;  ; Ag ; F-VF ; 45 ; himak ; 1043 
 820 ; 3 гроша Литва. Сигизмунд Август ; 1564 ;  ; Ag ; F-VF ; 66 ; Harder ; 3125 
 821 ; Монета средневековая серебряная. М-2,78г ; 1674 ;  ; Ag ; F-VF ; 35 ; Георг ; 1261 
 822 ; Монета средневековая серебряная. М-1,06г ;  ;  ; Ag ; F ; 38 ; von_Schwarz ; 388 
 723 ; Подражание денге  Суздальско-Нижегороского кн-ва. Деформация ;  ;  ; Ag ; F-VF ; 1 ; droopy ; 2000 
 724 ; Русское подражание дирхему Золотой Орды ;  ;  ; Ag ; F-VF ; 85 ; ЛАВ-13 ; 1119 
 725 ; Пуло. Князь Борис Александрович ; XV в ; Удельное Княжество Кашинское ; Cu ; F+ ; 33 ; волга ; 1204 
 726 ; Пуло ; 1461-1485 ; Великое Княжество Тверское. Михаил Борисович ; Cu ; F+ ; 26 ; KdL ; 272 
 727 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 39 ; Bolt ; 355 
 728 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 11 ; KdL ; 128 
 729 ; Пул. Золотая Орда. С рязанским надчеканом ; XIV в ;  ; Cu ; F+ ; 34 ; pda ; 3433 
 730 ; Лот допетровских монет Ивана Грозного: копейка (41шт) ;  ;  ; Ag ; F+/F-VF ; 23 ; aziya11 ; 1396 
 731 ; Лот допетровских монет Ивана Грозного, Федора Ивановича, Бориса Годунова, Василия Шуйского Дмитрия (Лжедмитрий): копейка (52шт) ;  ;  ; Ag ; F+/F-VF ; 28 ; aziya11 ; 2418 
 732 ; Лот допетровских монет Бориса Годунова: копейка (21шт) ;  ;  ; Ag ; F+/F-VF ; 35 ; aziya11 ; 803 
 733 ; Лот допетровских монет Михаила Федоровича и Алексея Михайловича (34шт): копейка. На одной отверстие, деформация ;  ;  ; Ag ; F/F-VF ; 34 ; aziya11 ; 560 
 734 ; Лот допетровских монет Михаила Федоровича: копейка (33шт) ;  ;  ; Ag ; F+/F-VF ; 49 ; aziya11 ; 1041 
 735 ; Лот допетровских монет Алексея Михайловича: копейка (34шт) ;  ;  ; Ag ; F+/F-VF ; 32 ; Xoзяин ; 1121 
 736 ; Лот допетровских монет Ивана Грозного: деньга (23шт) ;  ;  ; Ag ; F+/F-VF ; 27 ; aziya11 ; 809 
 737 ; Лот допетровских  монет (5шт): денга, полушка+средневековая. Отверстие ;  ;  ; Ag,Cu ; VG/G ; 7 ; ваньша ; 84 
 738 ; Лот допетровских монет Алексея Михайловича "Медный бунт": копейка (31шт) ;  ;  ; Cu ; F+/F-VF ; 47 ; aziya11 ; 1041 
 739 ; Драхма. Гунны. 2 династия Тюрк-Шахи. М-3,145г ; 850-970гг ;  ; Ag ; VF+ ; 44 ; rlaura ; 1632 
 740 ; Гемидрахма. Херсонес Фракийский. М-2,42г ; 400-350 гг до нэ ;  ; Ag ; VF+ ; 38 ; aleksey1970 ; 3125 
 741 ; Гемидрахма. Македония. Филипп II. М-2,41г ; 400-350 гг до нэ ;  ; Ag ; VF+ ; 60 ; rlaura ; 6120 
 742 ; Антониниан. Рим, имп. Гордиан III ; 238-244 ;  ; Ag ; VF- ; 4 ; Dave ; 1353 
 743 ; Антониниан. Рим, имп. Гордиан III ; 238-244 ;  ; Ag ; VF- ; 4 ; Dave ; 1249 
 744 ; Антониниан. Рим, имп. Гордиан III ; 238-244 ;  ; Ag ; VF- ; 4 ; Dave ; 1145 
 745 ; Антониниан. Рим, имп. Траян Деций ; 248-251 ;  ; Ag ; VF- ; 2 ; Figaro65 ; 1300 
 746 ; Антониниан. Рим, имп. Траян Деций ; 248-251 ;  ; Ag ; VF- ; 2 ; Figaro65 ; 1200 
 747 ; Денарий. Рим, имп. Домициан ; 81-96 ;  ; Ag ; F-VF ; 23 ; Добрыня ; 410 
 748 ; Денарий. Рим, имп. Траян. М-2,69гр ; 97-117 ;  ; Ag ; F-VF ; 19 ; Dahan ; 483 
 749 ; Денарий. Рим, имп. Адриан ; 117-138 ;  ; Ag ; F-VF ; 34 ; Dahan ; 489 
 750 ; Денарий. Рим, имп. Антонин Пий ; 138-161 ;  ; Ag ; F-VF ; 2 ; Figaro65 ; 971 
 751 ; Денарий. Рим, имп. Антонин Пий. М-3,27гр ; 138-161 ;  ; Ag ; F-VF ; 2 ; Figaro65 ; 750 
 752 ; Денарий. Рим, имп. Антонин Пий. М-3,37гр ; 138-161 ;  ; Ag ; F-VF ; 2 ; Figaro65 ; 660 
 753 ; Денарий. Рим, имп. Антонин Пий. М-2,86гр ; 138-161 ;  ; Ag ; F-VF ; 2 ; Figaro65 ; 470 
 754 ; Денарий. Рим, имп. Антонин Пий. М-3,02гр ; 138-161 ;  ; Ag ; F-VF ; 6 ; LosLos ; 426 
 755 ; Денарий. Рим, имп. Марк Аврелий ; 161-180 ;  ; Ag ; F-VF ; 2 ; Figaro65 ; 1300 
 756 ; Денарий. Рим, имп. Марк Аврелий. М-3,25гр ; 161-180 ;  ; Ag ; F-VF ; 2 ; Figaro65 ; 777 
 757 ; Денарий. Рим, имп. Марк Аврелий ; 161-180 ;  ; Ag ; F-VF ; 16 ; Dave ; 596 
 758 ; Денарий. Рим, имп. Марк Аврелий ; 161-180 ;  ; Ag ; F-VF ; 19 ; artur2000 ; 614 
 759 ; Денарий. Рим, имп. Коммод. М-2,40гр ; 177-192 ;  ; Ag ; F-VF ; 6 ; Dahan ; 354 
 760 ; Пентассарий. Рим, имп. Гордиан III и Транквеллина (провинциальный чекан). М-10,70гр ; 238-244 ;  ; Br ; F+ ; 34 ; LosLos ; 346 
 761 ; Антониниан. Рим. М-2,98гр ;  ;  ; Cu ; F-VF ; 27 ; von_Schwarz ; 283 
 762 ; Антониниан. Рим, имп. Нумериан. М-4,75гр ; 283-284 ;  ; Cu ; F ; 52 ; klaid ; 163 
 763 ; Антониниан. Рим, имп. Галлиен. М-2,17гр ; 253-268 ;  ; Cu ; F ; 29 ; Dahan ; 120 
 764 ; Антониниан. Рим, имп. Галлиен. М-2,12гр ; 253-268 ;  ; Cu ; F ; 72 ; LosLos ; 283 
 765 ; Тетрахалк. Вифиния, Пруссий II. М-5,61гр ; 182-149гг до н.э. ;  ; Cu ; F+ ; 40 ; нл ; 1020 
 766 ; Ассарий. Пантикапей. Митридад VIII. М-6,48г ; 39-42 ;  ; Cu ; F ; 58 ; zdenek ; 155 
 767 ; Тетрахалк. Пантикапей. М-6,95гр ; III в до н.э. ;  ; Cu ; F-VF ; 33 ; Добрыня ; 270 
 768 ; Тетрахалк. Пантикапей. М-7,03гр ; III в до н.э. ;  ; Cu ; F-VF ; 23 ; zdenek ; 242 
 769 ; Тетрахалк. Пантикапей. М-6,54гр ; III в до н.э. ;  ; Cu ; F-VF ; 32 ; zdenek ; 237 
 770 ; Лепта. Пантикапей. М-3,93гр ; IV в до н.э. ;  ; Cu ; F-VF ; 36 ; himak ; 1019 
 771 ; Фоллис. Рим, имп. Константин I. М-3,06гр ; 306-337 ;  ; Cu ; F+ ; 35 ; Omeron ; 269 
 772 ; Фоллис. Рим, имп. Лициний. М-2,54гр ; 308-324 ;  ; Cu ; F+ ; 24 ; aziya11 ; 135 
 673 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; aziya11 ; 31 
 674 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 675 ; Копейка. Дефект чеканки ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 676 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 18 ; Limbus ; 44 
 677 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; aziya11 ; 31 
 678 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 679 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 23 ; asus ; 73 
 680 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 681 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 3 ; кабан ; 102 
 682 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 683 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 31 ; aziya11 ; 32 
 684 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 31 ; aziya11 ; 32 
 685 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 686 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 687 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; aziya11 ; 37 
 688 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; aziya11 ; 31 
 689 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 690 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 11 ; seregaoreshin ; 50 
 691 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 692 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; aziya11 ; 37 
 693 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 694 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 695 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 696 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 6 ; чук и гек ; 46 
 697 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 698 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 699 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 32 
 700 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; aziya11 ; 37 
 701 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 702 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 703 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 33 
 704 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 30 ; Ринтик ; 192 
 705 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 40 ; Ринтик ; 347 
 706 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 56 ; Nejdan ; 249 
 707 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 23 ; чук и гек ; 53 
 708 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 38 ; vjacha ; 53 
 709 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 24 ; фёкла ; 43 
 710 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 25 ; Bolt ; 55 
 711 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 19 ; vjacha ; 58 
 712 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; dases ; 71 
 713 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 24 ; фёкла ; 43 
 714 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 26 ; aziya11 ; 37 
 715 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; Limbus ; 67 
 716 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 25 ; Bolt ; 55 
 717 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 6 ; Юфан ; 47 
 718 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 35 ; aziya11 ; 45 
 719 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; aziya11 ; 45 
 720 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 25 ; aziya11 ; 37 
 721 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F+ ; 25 ; волга ; 25 
 722 ; Подражание денге  Суздальско-Нижегороского кн-ва ;  ;  ; Ag ; F-VF ; 35 ; alien34 ; 750 
 623 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 45 ; himak ; 169 
 624 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 17 ; dases ; 43 
 625 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 33 ; aziya11 ; 33 
 626 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 28 ; GEV ; 140 
 627 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 19 ; krocsi ; 43 
 628 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 60 ; krocsi ; 113 
 629 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 14 ; aziya11 ; 31 
 630 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; VF+ ; 19 ; Ратамахатта ; 83 
 631 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 11 ; asus ; 45 
 632 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF+ ; 13 ; Rosomaxa ; 110 
 633 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF+ ; 15 ; Ратамахатта ; 50 
 634 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 9 ; фёкла ; 43 
 635 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 59 ; krocsi ; 125 
 636 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF- ; 5 ; asus ; 41 
 637 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 33 ; krocsi ; 73 
 638 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF ; 3 ; Ратамахатта ; 41 
 639 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 7 ; Ратамахатта ; 44 
 640 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 27 
 641 ; Копейка. Двойной удар штемпеля со смещением ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 12 ; aziya11 ; 41 
 642 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 36 ; aziya11 ; 46 
 643 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; RuNum1 ; 37 
 644 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский ден.двор ; Cu ; F ; 23 ; ИльяЗавр ; 22 
 645 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Московский ден.двор ; Ag ; VF- ; 58 ; 4004 ; 1100 
 646 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 4 ; aziya11 ; 31 
 647 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; aziya11 ; 34 
 648 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; кабан ; 130 
