 1153 ; Медаль "Преуспевающему". Для выпускников мужских гимназий. М-24,76г. D-32мм ;  ;  ; Au ; XF+ ; 7 ; Продано в зале ; 82500 
 926 ; 1 цянь "гуансюй тунбао" "боо циовань" и иероглиф 12ч. Министерство финансов. Китай, Династия Цин. D-20,5мм ; 1875-1908 ;  ; Br ; F+ ; 6 ; smel ; 117 
 927 ; 1 цянь "сюаньтун тунбао" "боо ювань" и иероглиф 12ч. Министерство работ. Китай, Династия Цин. D-18,5мм ; 1909-1911 ;  ; Br ; F ; 7 ; Мышеслон ; 239 
 928 ; 2 муна "чанпин тунбао" "цзинь эр". Военная часть дворцовой охраны. Корея. D-28мм ; 1752 ;  ; Br ; VF- ; 13 ; Мышеслон ; 144 
 929 ; 1 мун "чанпин тунбао" "ху юй сань". Министерство финансов. Корея. D-23,5мм ; 1814 ;  ; Br ; F ; 35 ; a-YAYAI ; 71 
 930 ; 1 мун "чанпин тунбао" "сун ши". Военное управление провинции Каесунг. Корея. D-24,5мм ; 1882 ;  ; Br ; F ; 60 ; kotyamoi ; 71 
 931 ; Лот античных монет (Денарий. Рим): 3шт ;  ;  ; Ag ; VG/F ; 34 ; sergey51 ; 941 
 932 ; Лот античных монет Византийского Херсона (114шт) ; X-XI вв ;  ; Cu ; G/F+ ; 55 ; RUS77 ; 3966 
 967 ; Медаль "За отличные успехи и примерное поведение" РСФСР. М-15,295г. D-33мм ; 1946-1959 ;  ; Au ; AU ; 51 ; ZOLTAN333 ; 9256 
 968 ; Георгиевская медаль IV степени №576087. D-28мм ;  ;  ; Ag ; VF- ; 106 ; srr283 ; 4294 
 969 ; Медаль "За храбрость". D-28мм ;  ;  ; Ag ; VF+ ; 81 ; 995953 ; 6492 
 970 ; Медаль "За усердие". D-30мм ;  ;  ; Ag ; VF+ ; 107 ; 206811 ; 4502 
 971 ; Медаль. В память коронации Николая II. D-28мм. Убрано ушко 12 часов ; 1896 ;  ; Ag ; VF ; 83 ; lsp25 ; 2269 
 972 ; Жетон "В память коронации Александра II". D-22мм ; 1856 ;  ; Ag ; XF- ; 58 ; нэри ; 4682 
 973 ; Жетон "В память коронации Александра III". D-25мм ; 1883 ;  ; Ag ; XF- ; 105 ; avt ; 4548 
 974 ; Жетон. На коронацию Николая II. D-25мм ; 1896 ;  ; Ag ; VF+ ; 72 ; triha ; 4340 
 829 ; Медный пул. Золотая Орда ; XIV в ;  ; Cu ; F ; 5 ; von_Schwarz ; 57 
 830 ; Медный пул. Золотая Орда ; XIV в ;  ; Cu ; F ; 12 ; Cuff ; 12 
 831 ; Пуло. Золотая Орда, хан Джанибек ; 1340-ег ;  ; Cu ; F ; 1 ; 555650 ; 52 
 832 ; Лот допетровских монет (7шт). На 2-ух отверстия, на 1 деформация ;  ;  ; Ag ; F/F+ ; 27 ; сидоров кассир ; 116 
 833 ; Лот допетровских монет (18шт). На некоторых деформация ;  ;  ; Ag ; F/F-VF ; 44 ; ВММ ; 612 
 834 ; Лот допетровских монет (3шт). Мордовия ;  ;  ; Ag ; F ; 46 ; 161rus ; 155 
 847 ; Денарий. Рим, имп. Каракалла ; 193-217 ;  ; Ag ; VF- ; 60 ; SBl ; 2492 
 848 ; Денарий. Римская империя, Юлия Меза ;  ;  ; Ag ; F-VF ; 25 ; triha ; 1899 
 849 ; Денарий. Рим, имп. Гета ; 209-212 ;  ; Ag ; VF- ; 28 ; triha ; 1899 
 850 ; Денарий. Рим, имп. Септимий Север ; 193-211 ;  ; Ag ; VF ; 50 ; Диман ; 2199 
 851 ; Денарий. Рим, имп. Септимий Север ; 193-211 ;  ; Ag ; VF ; 45 ; triha ; 2341 
 852 ; Денарий. Римская империя. Фаустина младшая. М-3,14гр ;  ;  ; Ag ; F-VF ; 52 ; off ; 642 
 853 ; Денарий. Римская империя. Фаустина старшая. М-3,29гр ;  ;  ; Ag ; F-VF ; 42 ; supreme ; 548 
 854 ; Денарий. Римская империя. Люцилла. М-2,46гр ;  ;  ; Ag ; F-VF ; 48 ; himak ; 575 
 855 ; Денарий. Рим, имп. Антонин Пий. М-2,80гр ; 138-161 ;  ; Ag ; F-VF ; 14 ; GBK ; 578 
 856 ; Денарий. Рим, имп. Антонин Пий. М-3,11гр ; 138-161 ;  ; Ag ; F-VF ; 31 ; Диман ; 855 
 857 ; Денарий. Рим, имп. Антонин Пий. М-2,97гр ; 138-161 ;  ; Ag ; F-VF ; 13 ; джокер ; 597 
 858 ; Денарий. Рим, имп. Антонин Пий. М-3,00гр ; 138-161 ;  ; Ag ; F-VF ; 55 ; джокер ; 677 
 859 ; Денарий. Рим, имп. Антонин Пий. М-3,15гр ; 138-161 ;  ; Ag ; F-VF ; 31 ; джокер ; 896 
 860 ; Денарий. Рим, имп. Александр Север. М-2,61гр ; 222-235 ;  ; Ag ; F+ ; 44 ; sergey51 ; 551 
 861 ; Денарий. Рим, имп. Марк Аврелий. М-3,09гр ; 161-180 ;  ; Ag ; F-VF ; 72 ; himak ; 528 
 862 ; Денарий. Рим, имп. Марк Аврелий. М-3,50гр ; 161-180 ;  ; Ag ; F-VF ; 27 ; viridis ; 473 
 863 ; Денарий. Рим, имп. Коммод. М-2,77гр ; 176-192 ;  ; Ag ; F-VF ; 26 ; джокер ; 514 
 864 ; Денарий. Рим, имп. Траян. М-3,18гр ; 97-117 ;  ; Ag ; F-VF ; 57 ; himak ; 708 
 865 ; Денарий. Рим, имп. Траян. М-2,58гр ; 97-117 ;  ; Ag ; F-VF ; 41 ; off ; 712 
 866 ; Денарий. Рим, имп. Адриан. М-3,30гр ; 117-138 ;  ; Ag ; F-VF ; 53 ; himak ; 675 
 867 ; Денарий. Рим, имп. Адриан, М-2,85гр ; 117-138 ;  ; Ag ; F-VF ; 57 ; alexandr ; 856 
 868 ; Денарий. Рим, имп. Септимий Север. М-2,36гр ; 193-211 ;  ; Ag ; F-VF ; 36 ; div ; 846 
 869 ; Денарий. Рим, имп. Септимий Север. М-2,70гр ; 193-211 ;  ; Ag ; F+ ; 29 ; джокер ; 641 
 870 ; Монета-дельфин (1/25 обола). Ольвия. М-1,30uh ; 5-4вв до н.э. ;  ; Cu ; F+ ; 20 ; cotangens ; 72 
 871 ; Монета-дельфин (1/25 обола). Ольвия. М-2,16uh ; 5-4вв до н.э. ;  ; Cu ; F+ ; 2 ; cotangens ; 54 
 872 ; Дихалк. Пантикапей ; 200-145гг до н.э. ;  ; Cu ; F ; 4 ; страус ; 34 
 873 ; Фоллис. Византия ; 7-ой в ;  ; Cu ; VG ; 11 ; Sterh ; 44 
 874 ; Драхма. Индия, династия Майтраков из Валлабхи ; 5-8вв ;  ; Биллон ; F ; 20 ; asnik ; 162 
 875 ; Антониниан. Рим, имп. Диоклетиан. М-2,12 ;  ;  ; Br ; F ; 38 ; taigist ; 131 
 876 ; Денар. Литва ; 16 век ;  ; Ag ; F ; 35 ; sergey51 ; 353 
 877 ; Полторак. Польша. Сигизмунд III ; 1623 ;  ; Ag ; F-VF ; 11 ; Aleks72 ; 92 
 878 ; Полугрош. Литва. Деформация ; 16 век ;  ; Ag ; F-VF ; 12 ; sergey51 ; 201 
 879 ; Полугрош. Литва. Зигмунт Август ; 1560 ;  ; Ag ; VF- ; 42 ; Vahid ; 369 
 880 ; 6 грошей. Польша. Ян III ; 1687TLB ;  ; Ag ; F-VF ; 42 ; сорбит ; 507 
 881 ; 6 грошей. Польша. Фридрих Вильгельм ; 1686BA ;  ; Ag ; VF ; 57 ; МНП68 ; 753 
 882 ; 6 грошей. Польша. Фридрих Вильгельм ; 1681HS ;  ; Ag ; F-VF ; 29 ; MDV ; 484 
 883 ; Полугрош. Польша. М-1,02гр. Отверстие, деформация ; 1562 ;  ; Ag ; F-VF ; 29 ; MDV ; 101 
 884 ; Полторак. Польша, Сигизмунд III. М-0,93гр ; 1624 ;  ; Ag ; F+ ; 36 ; 161rus ; 37 
 885 ; 2 крейцера. Бавария. М-0,90гр ; 1625 ;  ; Ag ; VF ; 92 ; Aleks72 ; 704 
 886 ; Полторак. Польша, Сигизмунд III ; 1620? ;  ; Ag ; F-VF ; 12 ; marishka22 ; 34 
 887 ; Cолид. Рига. М-1,08гр ; 1539 ;  ; Ag ; F+ ; 64 ; Георг ; 514 
 888 ; Монета средневековая. М-1,08гр. Деформация ;  ;  ; Ag ; VF ; 125 ; Варяг_2010 ; 1758 
 889 ; Монета средневековая. Польша, Сигизмунд III. М-0,95гр ;  ;  ; Ag ; F+ ; 22 ; murka1973 ; 65 
 890 ; Шостак. Польша, Ян Казимир ; 1667 TLB ;  ; Ag ; F+ ; 33 ; 161rus ; 120 
 779 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 5 ; Педант ; 22 
 780 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 11 ; Педант ; 43 
 781 ; Подражание пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F+ ; 18 ; домосед_уфа ; 57 
 782 ; Подражание пуло. Великое кн-во Тверское. Деформация ; XV в ;  ; Cu ; F+ ; 7 ; домосед_уфа ; 42 
 783 ; Подражание пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F+ ; 27 ; домосед_уфа ; 354 
 784 ; Подражание пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F+ ; 16 ; домосед_уфа ; 63 
 785 ; Подражание пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F+ ; 19 ; домосед_уфа ; 306 
 786 ; Подражание пуло. Великое кн-во Тверское. Деформация ; XV в ;  ; Cu ; F+ ; 13 ; домосед_уфа ; 19 
 787 ; Подражание пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F+ ; 16 ; домосед_уфа ; 510 
 788 ; Подражание пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F+ ; 10 ; домосед_уфа ; 37 
 789 ; Подражание пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F+ ; 17 ; домосед_уфа ; 532 
 790 ; Подражание пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F+ ; 13 ; домосед_уфа ; 34 
 791 ; Дирхем. Золотая Орда. Хан Навруз ; 1360 ;  ; Ag ; VF- ; 65 ; himak ; 545 
 792 ; Дирхем. Золота яорда. Хан Кульпа. Деформация ; 1359-1360 ;  ; Ag ; F-VF ; 84 ; sergey51 ; 727 
 793 ; Дирхем. Золотая орда. Хан Узбек. Деформация ; 1313-1341 ;  ; Ag ; VF- ; 34 ; fajyz ; 329 
 794 ; Дирхем. Золотая орда. Хан Узбек ; 1313-1341 ;  ; Ag ; VF- ; 18 ; himak ; 444 
 795 ; Дирхем. Золотая орда. Хан Узбек ; 1313-1341 ;  ; Ag ; VF- ; 66 ; sd555 ; 309 
 796 ; Дирхем. Золотая Орда. Хан Хызр ; 1359-1361 ;  ; Ag ; F-VF ; 47 ; div ; 161 
 797 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; VF- ; 29 ; sd555 ; 163 
 798 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; VF- ; 99 ; himak ; 365 
 799 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; VF- ; 118 ; himak ; 388 
 800 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; VF- ; 44 ; himak ; 357 
 801 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; F-VF ; 36 ; vc57 ; 153 
 802 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; F-VF ; 30 ; Aleks72 ; 153 
 803 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; F-VF ; 40 ; барсик ; 195 
 804 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; F-VF ; 40 ; himak ; 357 
 805 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; F-VF ; 66 ; himak ; 357 
 806 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; F-VF ; 15 ; himak ; 255 
 807 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F+ ; 19 ; гриша ; 164 
 808 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F-VF ; 42 ; Sterh ; 113 
 809 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F-VF ; 17 ; himak ; 357 
 810 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F-VF ; 52 ; himak ; 402 
 811 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F+ ; 35 ; himak ; 299 
 812 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F+ ; 65 ; ALEXXXANGEL ; 359 
 813 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F+ ; 23 ; himak ; 357 
 814 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F-VF ; 60 ; himak ; 364 
 815 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F-VF ; 10 ; himak ; 357 
 816 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F-VF ; 14 ; himak ; 357 
 817 ; Дирхем. Золотая Орда, Сарай аль Джадид. Хан Навруз ; 761г.х. ;  ; Ag ; VF- ; 34 ; himak ; 619 
 818 ; Дирхем. Золотая Орда. Хан Булгар ; 734г ;  ; Ag ; VF- ; 38 ; avp ; 1558 
 819 ; Дирхем. Золотая Орда ;  ;  ; Ag ; VF- ; 33 ; himak ; 351 
 820 ; Дирхем. Золотая Орда ;  ;  ; Ag ; VF- ; 34 ; himak ; 408 
 821 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 38 ; himak ; 213 
 822 ; Дирхем. Золотая Орда ;  ;  ; Ag ; VF- ; 31 ; himak ; 213 
 823 ; Дирхем. Золотая Орда ;  ;  ; Ag ; VF- ; 63 ; himak ; 509 
 824 ; Дирхем. Золотая Орда ;  ;  ; Ag ; VF- ; 6 ; vc57 ; 171 
 825 ; Дирхем. Золотая Орда ;  ;  ; Ag ; VF- ; 58 ; Aleks72 ; 120 
 826 ; Дирхем. Золотая Орда, хан Тохта ; XIII в ;  ; Ag ; F+ ; 43 ; himak ; 568 
 827 ; Дирхем. Маджар. Хан Мухаммед. Легкая деформация ; 771-779г.х. ;  ; Ag ; VF ; 60 ; avp ; 3072 
 828 ; Русское подражание татарскому дирхему ;  ;  ; Ag ; VF ; 73 ; wl-petr ; 2501 
 729 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 28 ; StanislavAK ; 55 
 730 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 21 ; yury64 ; 63 
 731 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 20 ; велес ; 65 
 732 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 38 ; imi ; 59 
 733 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 33 ; yury64 ; 57 
 734 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 15 ; Aleks72 ; 61 
 735 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 16 ; yury64 ; 71 
 736 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 14 ; imi ; 81 
 737 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 16 ; сидоров кассир ; 64 
 738 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 29 ; StanislavAK ; 50 
 739 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 50 ; Aleks72 ; 51 
 740 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 8 ; imi ; 44 
 741 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 17 ; vc57 ; 81 
 742 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 22 ; кабан ; 40 
 743 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 22 ; кабан ; 49 
 744 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 16 ; кабан ; 43 
 745 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 8 ; велес ; 53 
 746 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 42 ; zoom30 ; 104 
 747 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 20 ; yury64 ; 59 
