 3247 ; Бона иностранная ;  ;  ;  ;  ; 28 ; latuza48186 ; 67 
 254 ; 5 копеек ; 1850 ; СПБ ПА ; Ag ; XF+ ; 67 ; fanil ; 2287 
 255 ; 5 копеек ; 1850 ; СПБ ПА ; Ag ; VF-XF ; 75 ; kollega ; 1381 
 256 ; 5 копеек ; 1851 ; СПБ ПА ; Ag ; VF-XF ; 62 ; kollega ; 1383 
 257 ; 5 копеек ; 1853 ; СПБ HI ; Ag ; VF-XF ; 24 ; kollega ; 1326 
 258 ; 5 копеек ; 1854 ; СПБ HI ; Ag ; VF-XF ; 45 ; Даймлер ; 1983 
 159 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 77 ; VL2008 ; 122 
 160 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 21 ; VL2008 ; 117 
 161 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 28 ; ko-resh ; 91 
 162 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 48 ; nmvbnm ; 104 
 163 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 39 ; VL2008 ; 97 
 164 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 64 ; dmytrylat ; 93 
 165 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 48 ; jesi ; 83 
 166 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 18 ; jesi ; 83 
 167 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 26 ; jesi ; 63 
 168 ; 15 копеек ; 1916 ; ВС ; Ag ; XF+ ; 44 ; and ; 159 
 169 ; 15 копеек ; 1916 ; ВС ; Ag ; VF ; 28 ; igo ; 82 
 170 ; Гривенник ; 1745 ;  ; Ag ; VF/VF+ ; 67 ; Даймлер ; 2492 
 171 ; Гривенник. Отверстие 11 часов ; 1746 ;  ; Ag ; F+ ; 40 ; setoff ; 510 
 172 ; Гривенник ; 1747 ;  ; Ag ; F ; 84 ; fanil ; 816 
 173 ; Гривенник. Отверстие 1 час ; 1748 ;  ; Ag ; F+ ; 43 ; setoff ; 503 
 174 ; Гривенник. Отверстие 7 часов ; 1751 ;  ; Ag ; F-VF ; 72 ; setoff ; 545 
 175 ; Гривенник ; 1751 ; А ; Ag ; F-VF ; 69 ; vitapool ; 1115 
 176 ; Гривенник ; 1785 ; СПБ ; Ag ; VF ; 69 ; набак ; 3060 
 177 ; 10 копеек ; 1824 ; СПБ ПД ; Ag ; VF+ ; 35 ; кабан ; 2046 
 178 ; 10 копеек ; 1847 ; СПБ ПА ; Ag ; VF-XF ; 49 ; DED ; 1584 
 179 ; 10 копеек ; 1852 ; СПБ ПА ; Ag ; VF-XF ; 71 ; СВл ; 2819 
 180 ; 10 копеек ; 1859 ; СПБ ФБ ; Ag ; VF-XF ; 31 ; ksv11 ; 3062 
 181 ; 10 копеек ; 1861 ; СПБ ; Ag ; VF- ; 36 ; ForeverYoung ; 90 
 182 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF+ ; 45 ; Олег33 ; 920 
 183 ; 10 копеек ; 1861 ; СПБ ; Ag ; AU ; 41 ; Даймлер ; 1329 
 184 ; 10 копеек ; 1867 ; СПБ HI ; Ag ; XF+ ; 35 ; Даймлер ; 1306 
 185 ; 10 копеек ; 1874 ; СПБ HI ; Ag ; VF+ ; 80 ; krokodil ; 1020 
 186 ; 10 копеек ; 1894 ; СПБ АГ ; Ag ; F+ ; 43 ; krokodil ; 355 
 187 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; F+ ; 43 ; alex1959 ; 114 
 188 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; F-VF ; 14 ; natallli ; 33 
 189 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; F-VF ; 19 ; VR62 ; 72 
 190 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; XF+ ; 174 ; Даймлер ; 1016 
 191 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 47 ; jesi ; 73 
 192 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF ; 36 ; tavitrof ; 110 
 193 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF+ ; 47 ; focus-nik2006 ; 114 
 194 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; AU ; 70 ; rafin ; 284 
 195 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF+ ; 21 ; Олег33 ; 125 
 196 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 94 ; and ; 1018 
 197 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 26 ; jesi ; 71 
 198 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 17 ; tavitrof ; 59 
 199 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 54 ; VR62 ; 97 
 200 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 17 ; dmytrylat ; 67 
 201 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 134 ; да ; 505 
 202 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF- ; 24 ; tavitrof ; 55 
 203 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 68 ; focus-nik2006 ; 164 
 204 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 14 ; VL2008 ; 71 
 205 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 46 ; tavitrof ; 59 
 206 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 22 ; nmvbnm ; 83 
 207 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 45 ; VL2008 ; 65 
 208 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 28 ; and ; 108 
 109 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; XF+ ; 29 ; Олег33 ; 187 
 110 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF+ ; 50 ; VR62 ; 111 
 111 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 25 ; VR62 ; 71 
 112 ; 20 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF-XF ; 54 ; Eugen ; 177 
 113 ; 20 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF+ ; 22 ; VR62 ; 77 
 114 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 15 ; rafin ; 209 
 115 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 17 ; lee ; 69 
 116 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 38 ; nmvbnm ; 153 
 117 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; VF- ; 26 ; VR62 ; 50 
 118 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; VF-XF ; 18 ; VL2008 ; 48 
 119 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 63 ; ELLD ; 116 
 120 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 71 ; dmytrylat ; 134 
 121 ; 20 копеек ; 1915 ; ВС ; Ag ; XF+ ; 36 ; jesi ; 49 
 122 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 48 ; 27091979 ; 91 
 123 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 43 ; agent 007 ; 87 
 124 ; 20 копеек ; 1916 ; ВС ; Ag ; XF+ ; 43 ; jesi ; 131 
 125 ; 15 копеек. Отверстие 11 часов ; 18 век ;  ; Ag ; F ; 56 ; setoff ; 172 
 126 ; 15 копеек ; 1861 ; СПБ ФБ ; Ag ; XF+ ; 20 ; fanil ; 1201 
 127 ; 15 копеек ; 1861 ; СПБ ; Ag ; VF+ ; 61 ; fanil ; 305 
 128 ; 15 копеек. Отверстие ; 1861 ; СПБ ; Ag ; F ; 35 ; хруст ; 44 
 129 ; 15 копеек ; 1864 ; СПБ НФ ; Ag ; XF+/XF ; 30 ; Данила ; 2193 
 130 ; 15 копеек ; 1870 ; СПБ HI ; Ag ; VF-XF ; 72 ; ksv11 ; 918 
 131 ; 15 копеек ; 1871 ; СПБ HI ; Ag ; VF+ ; 49 ; А25 ; 510 
 132 ; 15 копеек ; 1879 ; СПБ НФ ; Ag ; F-VF ; 32 ; Олег33 ; 98 
 133 ; 15 копеек ; 1887 ; СПБ АГ ; Ag ; F-VF ; 35 ; PVA13 ; 245 
 134 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; F+ ; 19 ; VR62 ; 22 
 135 ; 15 копеек ; 1904 ; СПБ АР ; Ag ; VF+ ; 20 ; dali ; 122 
 136 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; VF- ; 19 ; dmytrylat ; 81 
 137 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 12 ; moneymax ; 26 
 138 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF- ; 12 ; Arkhangel ; 47 
 139 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 32 ; dmytrylat ; 73 
 140 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 30 ; Arkhangel ; 53 
 141 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 15 ; Arkhangel ; 51 
 142 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF- ; 28 ; soouo ; 57 
 143 ; 15 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 28 ; VL2008 ; 79 
 144 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF ; 16 ; VR62 ; 79 
 145 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 12 ; VL2008 ; 121 
 146 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF- ; 25 ; jesi ; 79 
 147 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 68 ; да ; 224 
 148 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 34 ; wwii-soldat ; 55 
 149 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 54 ; marsel ; 139 
 150 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 51 ; VL2008 ; 125 
 151 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 32 ; jesi ; 79 
 152 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 15 ; Drill ; 120 
 153 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 56 ; jesi ; 83 
 154 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 22 ; and ; 117 
 155 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; VF- ; 11 ; soouo ; 50 
 156 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF- ; 15 ; VL2008 ; 43 
 157 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 23 ; да ; 153 
 158 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 35 ; VL2008 ; 122 
 59 ; Полтина ; 1897 ; ( * ) ; Ag ; F+ ; 36 ; oks ; 310 
 60 ; Полтина. Отверстие 12 часов ; 1897 ; ( * ) ; Ag ; F ; 37 ; alex995 ; 226 
 61 ; Полтина ; 1899 ; ( * ) ; Ag ; F-VF ; 37 ; oks ; 333 
 62 ; Полтина. Убрана подвеска 12 часов ; 1899 ;  ; Ag ; F ; 42 ; obob999 ; 225 
 63 ; Полтина ; 1900 ; (ФЗ) АГ ; Ag ; VF- ; 30 ; alex1959 ; 850 
 64 ; Полтина ; 1909 ; (ЭБ) АГ ; Ag ; F-VF ; 101 ; пятак ; 6120 
 65 ; Полтина. Грубая чистка гурта ; 1911 ; (ЭБ) АГ ; Ag ; XF- ; 47 ; rnv_64 ; 2295 
 66 ; Полтина ; 1912 ; (ЭБ) АГ ; Ag ; AU/XF+ ; 14 ; num1 ; 1274 
 67 ; Полтина ; 1912 ; (ЭБ) АГ ; Ag ; VF+/VF-XF ; 3 ; Drill ; 1041 
 68 ; Полтина ; 1913 ; (ВС) АГ ; Ag ; VF-XF ; 3 ; SHEVA538 ; 1041 
 69 ; Полтина ; 1913 ; (ВС) АГ ; Ag ; VF+ ; 2 ; SHEVA538 ; 1020 
 70 ; Полтина ; 1913 ; (ВС) АГ ; Ag ; F+ ; 1 ; Lena13 ; 1000 
 71 ; 30 копеек-2 злотых. Ремонт 11 часов ; 1835 ; MW Рус.-Пол. ; Ag ; VF- ; 37 ; ICEK ; 750 
 72 ; Полуполтинник. Отверстие на 10 и на 12 часах ; 18 век ;  ; Ag ; F ; 66 ; да ; 313 
 73 ; Полуполтинник. Отверстие 11 часов ; 18 век ;  ; Ag ; F ; 79 ; setoff ; 305 
 74 ; Полуполтинник ; 1798 ; СМ МБ ; Ag ; F-VF ; 73 ; кабан ; 35700 
 75 ; 25 копеек ; 1829 ; СПБ НГ ; Ag ; VF+ ; 62 ; набак ; 7119 
 76 ; 25 копеек. Отверстие 12 часов ; 1838 ; СПБ НГ ; Ag ; VG ; 59 ; хруст ; 137 
 77 ; 25 копеек. Отверстие 12 часов ; 1849 ; СПБ ПА ; Ag ; F-VF ; 47 ; хруст ; 276 
 78 ; 25 копеек. Отверстие 6 часов ; 1850 ; СПБ ПА ; Ag ; F ; 75 ; хруст ; 320 
 79 ; 25 копеек ; 1851 ; СПБ ПА ; Ag ; VF-XF ; 51 ; ksv11 ; 2527 
 80 ; 25 копеек. Ремонт 12 часов ; 1855 ; СПБ HI ; Ag ; F+ ; 72 ; Анатоль ; 435 
 81 ; 25 копеек. Отверстие 11 часов ; 1857 ; СПБ ФБ ; Ag ; F ; 22 ; VR62 ; 132 
 82 ; 25 копеек. Отверстие 12 часов ; 1858 ; СПБ ФБ ; Ag ; F+ ; 27 ; хруст ; 151 
 83 ; 25 копеек ; 1859 ; СПБ ФБ ; Ag ; VF-XF ; 43 ; набак ; 3475 
 84 ; 25 копеек ; 1878 ; СПБ НФ ; Ag ; XF- ; 66 ; набак ; 3363 
 85 ; 25 копеек ; 1894 ; (АГ) АГ ; Ag ; VF-XF ; 135 ; кабан ; 29518 
 86 ; 25 копеек ; 1896 ; АГ ; Ag ; XF ; 81 ; Исаак-Б ; 2330 
 87 ; 25 копеек ; 1896 ; АГ ; Ag ; XF- ; 66 ; набак ; 2064 
 88 ; 20 копеек ; 1771 ; СПБ TI ; Ag ; VF- ; 78 ; lchernata ; 3630 
 89 ; 20 копеек ; 19 век ;  ; Ag ; F ; 14 ; koga ; 21 
 90 ; 20 копеек ; 1861 ; СПБ ФБ ; Ag ; VF+ ; 17 ; А25 ; 340 
 91 ; 20 копеек. Отверстие 12 часов ; 1861 ; СПБ ФБ ; Ag ; F ; 41 ; canis ; 47 
 92 ; 20 копеек. Отверстие 12 часов ; 1861 ; СПБ ; Ag ; F ; 37 ; canis ; 47 
 93 ; 20 копеек ; 1862 ; СПБ МИ ; Ag ; XF- ; 63 ; fontanka ; 795 
 94 ; 20 копеек ; 1864 ; СПБ НФ ; Ag ; VF+ ; 38 ; Олег33 ; 411 
 95 ; 20 копеек ; 1865 ; СПБ НФ ; Ag ; VF-XF ; 79 ; marsel ; 362 
 96 ; 20 копеек. Отверстие 12 часов ; 1865 ; СПБ НФ ; Ag ; F ; 18 ; VR62 ; 35 
 97 ; 20 копеек. Отверстие 12 часов ; 1867 ; СПБ HI ; Ag ; F ; 26 ; VR62 ; 27 
 98 ; 20 копеек ; 1869 ; СПБ HI ; Ag ; VF+ ; 31 ; ksv11 ; 561 
 99 ; 20 копеек ; 1870 ; СПБ HI ; Ag ; VF+ ; 40 ; Олег33 ; 452 
 100 ; 20 копеек ; 1872 ; СПБ HI ; Ag ; VF-XF ; 46 ; Олег33 ; 906 
 101 ; 20 копеек ; 1874 ; СПБ HI ; Ag ; F-VF ; 19 ; spbra ; 35 
 102 ; 20 копеек ; 1876 ; СПБ HI ; Ag ; XF- ; 37 ; Олег33 ; 1383 
 103 ; 20 копеек ; 1878 ; СПБ НФ ; Ag ; VF- ; 63 ; Олег33 ; 323 
 104 ; 20 копеек ; 1879 ; СПБ НФ ; Ag ; F-VF ; 24 ; VR62 ; 56 
 105 ; 20 копеек ; 1880 ; СПБ НФ ; Ag ; VF ; 35 ; VR62 ; 102 
 106 ; 20 копеек ; 1903 ; СПБ АР ; Ag ; F-VF ; 58 ; alex1959 ; 209 
 107 ; 20 копеек ; 1904 ; СПБ АР ; Ag ; F+ ; 21 ; VR62 ; 55 
 108 ; 20 копеек ; 1906 ; СПБ ЭБ ; Ag ; F+ ; 40 ; VR62 ; 57 
 9 ; 10 рублей ; 1898 ; (АГ) АГ ; Au ; XF+/AU ; 23 ; р64 ; 13872 
 10 ; 10 рублей ; 1899 ; (АГ) АГ ; Au ; XF+ ; 32 ; pchela50 ; 13250 
 11 ; 10 рублей ; 1900 ; (ФЗ) АГ ; Au ; XF ; 21 ; alyans-met ; 14742 
 12 ; 10 рублей ; 1902 ; (АР) АГ ; Au ; XF/XF+ ; 20 ; alyans-met ; 15017 
 13 ; 10 рублей ; 1911 ; (ЭБ) АГ ; Au ; AU ; 20 ; pchela50 ; 15000 
 14 ; 5 рублей ; 1873 ; СПБ НI ; Au ; AU/XF+ ; 101 ; Маша-растеряша ; 35702 
 15 ; 5 рублей ; 1889 ; (АГ) Борода короче ; Au ; VF-XF ; 48 ; AAE2006 ; 25888 
 16 ; 5 рублей ; 1897 ; (АГ) ; Au ; AU ; 22 ; Bizon6055 ; 7561 
 17 ; 5 рублей ; 1898 ; (АГ) ; Au ; XF+ ; 22 ; joker ; 5991 
 18 ; 5 рублей ; 1899 ; (ФЗ) ; Au ; XF+/AU ; 16 ; joker ; 6015 
 19 ; 5 рублей. В капсуле NGCA ; 1902 ; (АР) ; Au ; MS 65 ; 18 ; filo ; 6513 
 20 ; 5 рублей ; 1903 ; (АР) ; Au ; AU ; 22 ; filo ; 7652 
 21 ; 5 рублей ; 1903 ; (АР) ; Au ; AU ; 12 ; *** ; 6370 
 22 ; 5 рублей ; 1904 ; (АР) ; Au ; AU ; 27 ; Волк ; 8020 
 23 ; Рубль (Петров-3р). Ремонт 12 часов ; 1721 ; K ; Ag ; VF- ; 46 ; alyans-met ; 21225 
 24 ; Рубль (Петров-3р). Ремонт 12 часов ; 1727 ;  ; Ag ; VF+ ; 92 ; ecu ; 18689 
 25 ; Рубль. Ремонт 12 часов ; 1732 ;  ; Ag ; VF ; 47 ; ecu ; 10404 
 26 ; Рубль ; 1735 ;  ; Ag ; VF+ ; 35 ; SOSAlex ; 24902 
 27 ; Рубль. Гравировка ; 1737 ;  ; Ag ; VF ; 13 ; alyans-met ; 14184 
 28 ; Рубль. Анна ; 1737-1740 ;  ; Ag ; F-VF ; 13 ; закрыт ; 4784 
 29 ; Рубль. Ремонт 12 часов ; 1747 ; СПБ ; Ag ; VF ; 97 ; ecu ; 12240 
 30 ; Рубль. Отверстие 12 часов ; 19 век ;  ; Ag ; VG ; 35 ; koga ; 593 
 31 ; Рубль. Отверстие и напайка 12 часов ; 1807-1810 ;  ; Ag ; VG ; 41 ; koga ; 621 
 32 ; Рубль ; 1817 ; СПБ ПС ; Ag ; VF-XF ; 19 ; лиса ; 3717 
 33 ; Рубль. Отверстие 12 часов ; 1818 ; СПБ ПС ; Ag ; F+ ; 4 ; koga ; 588 
 34 ; Рубль ; 1844 ; СПБ КБ ; Ag ; VF-XF ; 101 ; кабан ; 14666 
 35 ; Рубль ; 1844 ; MW ; Ag ; F+ ; 82 ; nikolay ; 964 
 36 ; Рубль ; 1849 ; СПБ ПА ; Ag ; VF+ ; 32 ; лиса ; 6120 
 37 ; Рубль ; 1878 ; СПБ НФ ; Ag ; F-VF ; 70 ; хруст ; 2387 
 38 ; Рубль ; 1896 ; (АГ) ; Ag ; VF+ ; 37 ; BrEd ; 1103 
 39 ; Рубль ; 1897 ; ( ** ) ; Ag ; VF- ; 16 ; утюг ; 737 
 40 ; Рубль ; 1897 ; ( ** ) ; Ag ; F-VF ; 12 ; ved ; 663 
 41 ; Рубль ; 1898 ; (АГ) ; Ag ; VF- ; 28 ; rmiller ; 699 
 42 ; Рубль ; 1898 ; ( * ) ; Ag ; F ; 18 ; ved ; 622 
 43 ; Рубль ; 1899 ; (ФЗ) ; Ag ; VF+ ; 53 ; fanil ; 1334 
 44 ; Рубль ; 1901 ; (ФЗ) ; Ag ; VF- ; 49 ; o.k. ; 1427 
 45 ; Рубль ; 1913 ; На 300-летие Дома Романовых ; Ag ; XF+ ; 96 ; Arsak ; 6117 
 46 ; Рубль ; 1913 ; На 300-летие Дома Романовых ; Ag ; XF ; 36 ; SERGEJ ; 4808 
 47 ; 3/4 рубля-5 злотых ; 1838 ; MW Рус.-Пол. ; Ag ; VF ; 72 ; набак ; 3313 
 48 ; Полтина ; 1818 ; СПБ ПС ; Ag ; VF+ ; 82 ; набак ; 4335 
 49 ; Полтина ; 1819 ; СПБ ПС ; Ag ; VF+ ; 59 ; набак ; 4080 
 50 ; Полтина. Отверстие 1 час ; 1819 ; СПБ ПС ; Ag ; F ; 42 ; хруст ; 512 
 51 ; Полтина ; 1829 ; СПБ НГ ; Ag ; VF+ ; 80 ; набак ; 7590 
 52 ; Полтина ; 1839 ; СПБ НГ ; Ag ; VF-XF ; 62 ; abakan ; 3593 
 53 ; Полтина ; 1848 ; СПБ HI ; Ag ; AU/XF+ ; 65 ; AAE2006 ; 7142 
 54 ; Полтина ; 1857 ; СПБ ФБ ; Ag ; XF- ; 39 ; макс ; 9708 
 55 ; Полтина. Отверстие 11 часов ; 1858 ; СПБ ФБ ; Ag ; VF- ; 65 ; aleksius ; 551 
 56 ; Полтина ; 1859 ; СПБ ФБ ; Ag ; VF+ ; 54 ; набак ; 4845 
 57 ; Полтина ; 1895 ; (АГ) АГ ; Ag ; F+ ; 19 ; SadKo ; 401 
 58 ; Полтина ; 1896 ; ( * ) ; Ag ; F-VF ; 11 ; oks ; 391 
