 5898 ; Бона иностранная Дания ;  ;  ;  ; AU ; 37 ; Khab27 ; 317 
 561 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 16 ; aziya11 ; 102 
 562 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 10 ; Iskatel ; 112 
 563 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 47 ; Numismat076 ; 296 
 564 ; Лот чешуи: копейка, денга (14шт) ;  ;  ; Ag ; F/F-VF ; 48 ; Jauho ; 844 
 565 ; Антониниан. Галлиен. Римская империя. Медиоланум ; 260-268 гг ;  ; Биллон ; F ; 25 ; niger ; 767 
 566 ; Асс. Домициан. Римская империя. Рим ; 92-94 гг ;  ; Cu ; F- ; 53 ; derk02 ; 2393 
 567 ; Антониниан. Узурпатор Тетрик. Гальская империя. Кельн ; 273-274 гг ;  ; Cu ; F-VF ; 45 ; Boxing ; 996 
 568 ; Фоллис. Константин. Римская империя. Салоники ; 317-318 гг ;  ; Cu ; F-VF ; 60 ; Папа с рацией ; 639 
 569 ; Антониниан. Узурпатор Постум. Гальская империя. Кельн ; 265-268 гг ;  ; Cu ; F-VF ; 23 ; Папа с рацией ; 889 
 570 ; Статер. Рескупарит IV. Боспортское царство ; 250гг ;  ; биллон ; VG ; 56 ; sotnik ; 1179 
 571 ; 12 мариенгрошей. Брауншвейг-Люнебург. Отверстие 12 часов ;  ;  ; Ag ; F+ ; 85 ; benc ; 6243 
 572 ; Трояк. Польша. Люблин ; 1598 ;  ; Ag ; F-VF ; 48 ; grimbo ; 1787 
 573 ; Альбус. Германия. Гессен-Дармштадт ; 1694 ;  ; Ag ; VF ; 45 ; ЛБС ; 1230 
 574 ; Монета средневековая ; 1617 ;  ; Ag ; VF+ ; 36 ; агент Холдер ; 1587 
 575 ; Милиарисий. Константинополь. Константин VII и Роман II ; 945-959 ;  ; Ag ; VF- ; 36 ; d ; 9333 
 576 ; Милиарисий. Константинополь. Контантин Бардянонародный и Роман II ; 945-959 ;  ; Ag ; F-VF ; 45 ; liderssen ; 12240 
 577 ; Тмутаракань. Подражание византийскому милиарисию Василия II и Константина VIII. М - 1,92г ; к X-XI вв ;  ; Ag ; F-VF ; 91 ; d ; 37886 
 578 ; Тмутаракань. Подражание византийскому милиарисию Василия II и Константина VIII. М - 1,79г ; к X-XI вв ;  ; Ag ; F-VF ; 95 ; air ; 32187 
 579 ; Тмутаракань. Подражание византийскому милиарисию Василия II и Константина VIII. М - 1,4г ; к X-XI вв ;  ; Ag ; F-VF ; 81 ; Searcher ; 20910 
 580 ; Тмутаракань. Подражание милиарисию Василия II и Константина VIII ; к X-XI вв ;  ; биллон ; VG ; 70 ; virtualman ; 7650 
 581 ; Тмутаракань. Подражание милиарисию Василия II и Константина VIII ; к X-XI вв ;  ; Cu ; G/VG ; 20 ; vladmarkin ; 565 
 582 ; Тмутаракань. Подражание милиарисию Василия II и Константина VIII ; к X-XI вв ;  ; Cu ; VG/G ; 49 ; himak ; 1746 
 583 ; Тмутаракань. Подражание милиарисию Василия II и Константина VIII ; к X-XI вв ;  ; Cu ; G ; 16 ; Searcher ; 367 
 584 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 71 ; himak ; 1248 
 585 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F ; 65 ; kalinka ; 1010 
 586 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F ; 35 ; Василiч ; 391 
 587 ; Монета средневековая ;  ;  ; Cu ; VG ; 30 ; aziya11 ; 151 
 588 ; 1 эре. Швеция ; 17 в ;  ; Cu ; VG ; 37 ; Searcher ; 816 
 589 ; 1/6 эре. Швеция ; 1666 ;  ; Cu ; F+ ; 35 ; Sky2 ; 569 
 590 ; 1/6 эре. Швеция ; 1668 ;  ; Cu ; F-VF ; 18 ; Sky2 ; 467 
 591 ; 1/6 эре. Швеция ; 17 в ;  ; Cu ; F ; 19 ; сr00 ; 238 
 592 ; Монета средневековая серебр. М-0,2г ;  ;  ; Ag ; VG/G ; 35 ; Dahan ; 509 
 593 ; 1/2 эре. Швеция ; 17 век ;  ; Cu ; G/VG ; 21 ; D-503 ; 325 
 594 ; 1/2 эре. Швеция ; 17 век ;  ; Cu ; G/VG ; 27 ; Звездолёты ; 185 
 595 ; Лот монет средневековых: 4шт ;  ;  ; Ag ; VG ; 14 ; vladmarkin ; 343 
 602 ; Медаль. За Храбрость IV ст. № 1110236. D-28мм ;  ;  ; Ag ; VF+ ; 81 ; ар-тур ; 5671 
 603 ; Медаль. Медаль в память царствования Императора Александра III. D - 27mm ;  ;  ; Ag ; VG ; 73 ; bva150979 ; 2549 
 604 ; Медаль. За храбрость. Николай II. Частная мастерская. D - 28mm. Частная М-ая ;  ;  ; Б/м ; F-VF ; 29 ; Claster ; 2717 
 605 ; Медаль. В честь 100-летия победы в Отечественной войне 1812 года. D - 27,5mm ;  ;  ; Br ; VF ; 26 ; bva150979 ; 2360 
 606 ; Медаль В память Русско-Турецкой войны 1877-1878гг. D-26мм ;  ;  ; Br ; F+ ; 36 ; kornum ; 3872 
 607 ; Жетон в Память открытия памятника Александру III. D-25мм ;  ;  ; Br ; VF ; 49 ; A-Stral ; 1734 
 608 ; Жетон. На коронацию Александра III. D - 21mm ;  ;  ; Ag ; VF+ ; 58 ; Claster ; 2856 
 609 ; Медаль Гражданке СССР родившейся на земле Лениградской. Медальер Н.А.Соколов. D-45мм ; 1964ЛМД ;  ; Al ; VF-XF ; 26 ; Alef1 ; 725 
 610 ; Медаль 300-летие Российского Военно-Морского флота. Линейный корабль Св. Павел. Упаковка ; ММД ;  ; Cu-Ni ; Proof ; 26 ; GOBSEK ; 580 
 611 ; Медаль 300-летие Российского Военно-Морского флота. Чесменское сражение. Упаковка ; ММД ;  ; Cu-Ni ; Proof ; 30 ; GOBSEK ; 1022 
 612 ; Медаль 300-летие Российского Военно-Морского флота. Князь Г.А. Потемкин-Таврический. Упаковка ; ММД ;  ; Cu-Ni ; Proof ; 13 ; Wulf ; 716 
 507 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 5 ; Al777 ; 47 
 508 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 5 ; Al777 ; 62 
 509 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 3 ; Al777 ; 51 
 510 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 15 ; MMM371 ; 171 
 511 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 11 ; aziya11 ; 141 
 512 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 13 ; MMM371 ; 171 
 513 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 29 ; MMM371 ; 172 
 514 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 16 ; aziya11 ; 141 
 515 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 11 ; aziya11 ; 119 
 516 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 26 ; aziya11 ; 153 
 517 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 31 ; MMM371 ; 179 
 518 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 17 ; Sky2 ; 140 
 519 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 17 ; rirosrob ; 111 
 520 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 21 ; кве ; 138 
 521 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF ; 22 ; Василiч ; 420 
 522 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF ; 16 ; RuNum1 ; 490 
 523 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; VF ; 21 ; Изид ; 1224 
 524 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF ; 31 ; Василiч ; 462 
 525 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 25 ; Василiч ; 134 
 526 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; VF ; 25 ; viridis ; 1231 
 527 ; Денга. Василий II ;  ;  ; Ag ; VF ; 41 ; Василiч ; 761 
 528 ; Денга. Василий II. Самсон ;  ;  ; Ag ; VF ; 25 ; Василiч ; 780 
 529 ; Денга. Василий II. Можайский тип ;  ;  ; Ag ; VF ; 51 ; кве ; 1372 
 530 ; Денга. Юрий Дмитриевич. Нижний Новгород ;  ;  ; Ag ; VF ; 21 ; Изид ; 1000 
 531 ; Денга. Ярославль. Василий Иванович ; 1434-1436 ;  ; Ag ; F-VF ; 47 ; sinus ; 4885 
 532 ; Денга. Московское к-во ;  ;  ; Ag ; F ; 24 ; Dahan ; 906 
 533 ; Денга. Василий Темный ;  ;  ; Ag ; F ; 32 ; Фофорс ; 1204 
 534 ; Денга. Василий Темный ;  ;  ; Ag ; F ; 37 ; 356 ; 796 
 535 ; Денга. Василий Темный ;  ;  ; Ag ; F ; 92 ; himak ; 4374 
 536 ; Денга. Василий Темный ;  ;  ; Ag ; F ; 55 ; svetnew ; 4692 
 537 ; Денга. Василий Темный ;  ;  ; Ag ; F ; 42 ; Фофорс ; 1000 
 538 ; Денга. Василий Темный ;  ;  ; Ag ; F ; 24 ; Василiч ; 566 
 539 ; Денга. Василий Темный ;  ;  ; Ag ; F ; 85 ; кве ; 2161 
 540 ; Денга ;  ;  ; Ag ; F ; 24 ; Изид ; 1530 
 541 ; Денга ;  ;  ; Ag ; F ; 13 ; Василiч ; 578 
 542 ; Денга ;  ;  ; Ag ; F ; 40 ; Апрель ; 1590 
 543 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 14 ; leshii40 ; 132 
 544 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 12 ; leshii40 ; 37 
 545 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 25 ; DNV73 ; 75 
 546 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 21 ; 19 ; 43 
 547 ; Копейка. Борис Годунов. Новгород ; 1598-1605 ;  ; Ag ; F-VF ; 5 ; aziya11 ; 57 
 548 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 21 ; aziya11 ; 130 
 549 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 19 ; aziya11 ; 130 
 550 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 38 ; zoom30 ; 602 
 551 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 28 ; MMM371 ; 159 
 552 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 24 ; rirosrob ; 108 
 553 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; F-VF ; 31 ; aziya11 ; 104 
 554 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; aziya11 ; 57 
 555 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 37 ; кве ; 169 
 556 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 45 ; кве ; 277 
 457 ; Лот монет России (7шт): 1коп ; 18-19вв ;  ; Cu ; VG/G ; 38 ; GORN ; 700 
 458 ; Лот монет России (7шт): 1/2коп ; 1748-1842 ;  ; Cu ; VG ; 36 ; хабар ; 1224 
 459 ; Лот монет России (5шт): 1/4 коп ; 18-19вв ;  ; Cu ; VGG ; 61 ; хабар ; 1377 
 460 ; Лот монет России: 2 коп (6шт) ; 1800-1903 ;  ; Cu ; VG/G ; 45 ; viv1957 ; 331 
 461 ; Лот монет России (3шт): копейка, денга. Сибирские ; 18в ;  ; Cu ; VG/G ; 62 ; хабар ; 1019 
 462 ; Лот монет России (5шт): 5,3,2коп ; 1836-1916 ;  ; Cu ; VG/G ; 53 ; хабар ; 794 
 463 ; Денга. Великое княжество Тверское ;  ;  ; Ag ; VF+ ; 32 ; posadskiy ; 6900 
 464 ; Денга. Великое княжество Тверское ;  ;  ; Ag ; F-VF ; 51 ; posadskiy ; 14529 
 465 ; Денга. Великое княжество Тверское ;  ;  ; Ag ; F-VF ; 41 ; Фофорс ; 1511 
 466 ; Денга. Великое княжество Тверское ;  ;  ; Ag ; F-VF ; 34 ; Апрель ; 5102 
 467 ; Денга. Юрий Дмитриевич. Князь на троне. Галич ;  ;  ; Ag ; F-VF ; 63 ; Апрель ; 7251 
 468 ; Денга. Василий Дмитриевич. Обломана ;  ;  ; Ag ; F-VF ; 17 ; KdL ; 1587 
 469 ; Денга.Василий Темный. Сирена. Обломана ;  ;  ; Ag ; F-VF ; 19 ; Jauho ; 487 
 470 ; Денга. Василий Дмитриевич ;  ;  ; Ag ; F-VF ; 15 ; Al777 ; 796 
 471 ; Денга. Василий Дмитриевич ;  ;  ; Ag ; F-VF ; 13 ; Al777 ; 796 
 472 ; Денга. Михаил Борисович. Строчник. Тверь ;  ;  ; Ag ; F-VF ; 48 ; ANK ; 5102 
 473 ; Денга ; 1425-1510 ; Псков ; Ag ; F-VF ; 55 ; sinus ; 7548 
 474 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 26 ; Fa1Con13 ; 42 
 475 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 36 ; vladmarkin ; 512 
 476 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 57 ; сr00 ; 381 
 477 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 13 ; 312 ; 51 
 478 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 16 ; aziya11 ; 51 
 479 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 19 ; aziya11 ; 73 
 480 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 34 ; perepelov ; 61 
 481 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 15 ; aziya11 ; 41 
 482 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; aziya11 ; 33 
 483 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; aziya11 ; 33 
 484 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 14 ; сr00 ; 31 
 485 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 8 ; сr00 ; 28 
 486 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; aziya11 ; 34 
 487 ; Копейка ;  ;  ; Cu ; F- ; 5 ; aziya11 ; 34 
 488 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 23 ; rirosrob ; 131 
 489 ; Копейка ;  ;  ; Ag ; F-VF ; 22 ; DNV73 ; 67 
 490 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F ; 24 ; MMM371 ; 75 
 491 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Новгородский ден.двор ; Ag ; F-VF ; 30 ; Sky2 ; 413 
 492 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 19 ; samsung ; 477 
 493 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 26 ; zoom30 ; 386 
 494 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 40 ; MMM371 ; 228 
 495 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 49 ; НЗ ; 477 
 496 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 23 ; MMM371 ; 115 
 497 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 33 ; Sky2 ; 139 
 498 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 32 ; zoom30 ; 182 
 499 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 15 ; MMM371 ; 138 
 500 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 24 ; zoom30 ; 181 
 501 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 15 ; kalinka ; 91 
 502 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; aziya11 ; 62 
 503 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 66 ; кве ; 340 
 504 ; Копейка. Михаил Федорович ; 1613-1645 ;  ; Ag ; F-VF ; 11 ; aziya11 ; 34 
 505 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 11 ; MMM371 ; 156 
 506 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 7 ; Al777 ; 51 
 407 ; 5 пенни ; 1875 ; Финляндия ; Cu ; F+ ; 6 ; antongor ; 114 
 408 ; 5 пенни ; 1888 ; Финляндия ; Cu ; VF ; 31 ; ct200h ; 1080 
 409 ; 5 пенни ; 1889 ; Финляндия ; Cu ; VF-XF ; 31 ; DaMon15 ; 691 
 410 ; 5 пенни ; 1897 ; Финляндия ; Cu ; VF-XF ; 12 ; vitab ; 348 
 411 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 11 ; Регион 33 ; 115 
 412 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 17 ; gdrg2 ; 216 
 413 ; 5 пенни ; 1915 ; Финляндия ; Cu ; AU ; 43 ; кузьмич ; 227 
 414 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 13 ; Регион 33 ; 153 
 415 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 15 ; Регион 33 ; 113 
 416 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 11 ; Регион 33 ; 123 
 417 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 15 ; off ; 227 
 418 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 30 ; taa ; 184 
 419 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 7 ; spasatel2012 ; 227 
 420 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 21 ; Salett ; 441 
 421 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU/XF ; 33 ; gdrg2 ; 340 
 422 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF+ ; 13 ; Регион 33 ; 168 
 423 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF+ ; 18 ; Регион 33 ; 164 
