 3207 ; Бона иностранная ;  ;  ;  ;  ; 17 ; cochu ; 51 
 206 ; 1 злотый ; 1818 ; IB Польша ; Ag ; F-VF ; 25 ; nik ; 1224 
 207 ; 1 злотый ; 1823 ; IB Польша ; Ag ; F+ ; 36 ; nik ; 575 
 208 ; 1 злотый ; 1830 ; FH Польша ; Ag ; F-VF ; 55 ; kollega ; 1360 
 209 ; 1 злотый ; 1832 ; KG Польша ; Ag ; F-VF ; 33 ; baikal.k ; 1430 
 210 ; 10 грошей ; 1816? ; IB Польша ; Ag ; F-VF ; 51 ; alyans-met ; 453 
 111 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 89 ; Sofia ; 137 
 112 ; 15 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF+ ; 26 ; Артемыч ; 186 
 113 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 45 ; rizovtpl ; 612 
 114 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 80 ; Захар ; 109 
 115 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 74 ; nmvbnm ; 650 
 116 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 16 ; Fedor_K ; 184 
 117 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 26 ; jef688 ; 64 
 118 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 60 ; Toxa70 ; 215 
 119 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 40 ; Toxa70 ; 235 
 120 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 9 ; nmvbnm ; 120 
 121 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 59 ; jef688 ; 67 
 122 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; VF-XF ; 35 ; jef688 ; 59 
 123 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 50 ; Toxa70 ; 184 
 124 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 19 ; nmvbnm ; 230 
 125 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 23 ; DA-Prok ; 106 
 126 ; 15 копеек ; 1915 ; ВС ; Ag ; XF- ; 26 ; ForeverYoung ; 78 
 127 ; 15 копеек ; 1915 ; ВС ; Ag ; XF- ; 35 ; jef688 ; 59 
 128 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 68 ; green35 ; 150 
 129 ; Гривенник. Отверстие 10 часов ; 1746 ;  ; Ag ; F ; 68 ; alexandervolkov ; 246 
 130 ; Гривенник ; 1748 ;  ; Ag ; F-VF ; 68 ; булгарин ; 2009 
 131 ; Гривенник. Отверстие ; 1752? ;  ; Ag ; F ; 70 ; VR62 ; 261 
 132 ; Гривенник ; 1753 ; IП ; Ag ; F+ ; 33 ; fanil ; 2511 
 133 ; Гривенник. Отверстие ; 1768 ;  ; Ag ; F ; 52 ; VR62 ; 167 
 134 ; Гривенник. Отверстие ; 1769 ;  ; Ag ; F ; 56 ; koga ; 72 
 135 ; Гривенник ; 1770 ; СПБ TI ; Ag ; F ; 49 ; is54 ; 469 
 136 ; Гривенник ; 1785 ; СПБ ; Ag ; VF ; 80 ; булгарин ; 2320 
 137 ; Гривенник ; 1787 ; СПБ ; Ag ; F-VF ; 14 ; GVBGVB ; 1020 
 138 ; 10 копеек. Отверстие ; 1838 ; СПБ НГ ; Ag ; F ; 61 ; VR62 ; 124 
 139 ; 10 копеек ; 1839 ; СПБ НГ ; Ag ; VF ; 54 ; evgenijzhuk ; 1525 
 140 ; 10 копеек ; 1847 ; СПБ ПА ; Ag ; VF+ ; 59 ; gors ; 1326 
 141 ; 10 копеек. Отверстие ; 1861 ; СПБ ; Ag ; F ; 24 ; canis ; 57 
 142 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF+ ; 79 ; pak1313 ; 1024 
 143 ; 10 копеек. Отверстие ; 1862 ; СПБ МИ ; Ag ; F ; 91 ; canis ; 161 
 144 ; 10 копеек ; 1871 ; СПБ HI ; Ag ; F-VF ; 42 ; krokodil ; 578 
 145 ; 10 копеек ; 1901 ; СПБ ФЗ ; Ag ; F+ ; 26 ; alyans-met ; 200 
 146 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; VF- ; 33 ; Saneck ; 107 
 147 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; F-VF ; 11 ; Saneck ; 72 
 148 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; VF ; 13 ; jef688 ; 74 
 149 ; 10 копеек. Деформация ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 13 ; VR62 ; 63 
 150 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF- ; 49 ; Рэп-6 ; 87 
 151 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF ; 28 ; ForeverYoung ; 106 
 152 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF+ ; 7 ; Захар ; 67 
 153 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF+ ; 32 ; Toxa70 ; 126 
 154 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 44 ; ForeverYoung ; 77 
 155 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF+ ; 14 ; Saneck ; 74 
 156 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; F+ ; 18 ; HOMO ; 57 
 157 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 54 ; A_coin ; 276 
 158 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 61 ; ForeverYoung ; 128 
 159 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 84 ; klod ; 600 
 160 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF- ; 36 ; HOMO ; 71 
 61 ; 20 копеек. Отверстие ; 1818 ; СПБ ПС ; Ag ; F ; 65 ; alexandervolkov ; 114 
 62 ; 20 копеек. Отверстие ; 1822 ; СПБ ПД ; Ag ; F ; 29 ; alexandervolkov ; 114 
 63 ; 20 копеек ; 1826 ; СПБ НГ ; Ag ; F-VF/VF ; 89 ; Сыч ; 2222 
 64 ; 20 копеек ; 1839 ; СПБ НГ ; Ag ; VF+ ; 56 ; PVA13 ; 931 
 65 ; 20 копеек. Отверстие ; 1839 ; СПБ НГ ; Ag ; F ; 55 ; alexandervolkov ; 114 
 66 ; 20 копеек. Отверстие 12 часов ; 1860 ; СПБ ФБ ; Ag ; F-VF ; 49 ; alyans-met ; 192 
 67 ; 20 копеек. Отверстие ; 1861 ; СПБ ФБ ; Ag ; F-VF ; 17 ; alexandervolkov ; 48 
 68 ; 20 копеек. Отверстие ; 1861 ; СПБ ; Ag ; F-VF ; 81 ; alyans-met ; 204 
 69 ; 20 копеек. Отверстие ; 1862 ; СПБ МИ ; Ag ; F ; 47 ; alyans-met ; 51 
 70 ; 20 копеек. Отверстие ; 1863 ; СПБ АБ ; Ag ; F ; 25 ; jef688 ; 29 
 71 ; 20 копеек. Отверстие ; 1864 ; СПБ НФ ; Ag ; F ; 45 ; alyans-met ; 65 
 72 ; 20 копеек ; 1865 ; СПБ НФ ; Ag ; AU ; 30 ; anderson ; 1156 
 73 ; 20 копеек. Отверстие ; 1866 ; СПБ НФ ; Ag ; F ; 20 ; VR62 ; 46 
 74 ; 20 копеек ; 1867 ; СПБ HI ; Ag ; VF ; 39 ; GVBGVB ; 410 
 75 ; 20 копеек. Отверстие ; 1869 ; СПБ HI ; Ag ; F ; 7 ; VR62 ; 31 
 76 ; 20 копеек ; 1880 ; СПБ НФ ; Ag ; F-VF ; 41 ; Олег33 ; 184 
 77 ; 20 копеек ; 1890 ; СПБ АГ ; Ag ; VF ; 70 ; Олег33 ; 459 
 78 ; 20 копеек ; 1901 ; СПБ ФЗ ; Ag ; XF- ; 89 ; RF ; 3399 
 79 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; XF- ; 23 ; Артемыч ; 450 
 80 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 17 ; Toxa70 ; 141 
 81 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; F ; 23 ; Toxa70 ; 57 
 82 ; 20 копеек ; 1911 ; СПБ ЭБ ; Ag ; AU ; 74 ; pak1313 ; 894 
 83 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 32 ; denison ; 193 
 84 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; VF-XF ; 20 ; джон007 ; 64 
 85 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 40 ; джон007 ; 80 
 86 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 85 ; Toxa70 ; 235 
 87 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 31 ; nmvbnm ; 220 
 88 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 8 ; nmvbnm ; 170 
 89 ; 20 копеек ; 1915 ; ВС ; Ag ; XF ; 29 ; Toxa70 ; 100 
 90 ; 20 копеек ; 1915 ; ВС ; Ag ; XF ; 17 ; klod ; 120 
 91 ; 20 копеек ; 1915 ; ВС ; Ag ; VF- ; 8 ; jef688 ; 61 
 92 ; 20 копеек ; 1916 ; ВС ; Ag ; VF-XF ; 81 ; lomotok ; 133 
 93 ; 15 копеек ; 1779 ; СПБ ; Ag ; F+ ; 51 ; булгарин ; 3060 
 94 ; 15 копеек ; 1792 ; СПБ ; Ag ; F+ ; 37 ; evgenijzhuk ; 3786 
 95 ; 15 копеек. Особый тип герба ; 1860 ; СПБ ФБ ; Ag ; XF ; 27 ; courtview ; 2654 
 96 ; 15 копеек. Отверстие ; 1861 ; СПБ ФБ ; Ag ; F ; 55 ; alyans-met ; 67 
 97 ; 15 копеек. Отверстие ; 1861 ; СПБ ; Ag ; F+ ; 60 ; nikolay ; 114 
 98 ; 15 копеек. Отверстие ; 1862 ; СПБ МИ ; Ag ; F+ ; 31 ; canis ; 114 
 99 ; 15 копеек. Отверстие ; 1863 ; СПБ АБ ; Ag ; F+ ; 51 ; alyans-met ; 255 
 100 ; 15 копеек. Отверстие ; 1865 ; СПБ НФ ; Ag ; F ; 51 ; sts ; 126 
 101 ; 15 копеек ; 1900 ; СПБ ФЗ ; Ag ; F-VF ; 21 ; alexey_s ; 102 
 102 ; 15 копеек ; 1903 ; СПБ АР ; Ag ; F-VF ; 18 ; VR62 ; 67 
 103 ; 15 копеек ; 1904 ; СПБ АР ; Ag ; XF+ ; 23 ; СВл ; 1530 
 104 ; 15 копеек ; 1904 ; СПБ АР ; Ag ; VF- ; 64 ; Toxa70 ; 73 
 105 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; F-VF ; 48 ; alexey_s ; 79 
 106 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 34 ; VR62 ; 53 
 107 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF+ ; 88 ; Захар ; 131 
 108 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF ; 38 ; VR62 ; 65 
 109 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF- ; 16 ; jef688 ; 57 
 110 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF-XF ; 19 ; VR62 ; 71 
 11 ; 10 рублей ; 1898 ; (АГ) АГ ; Au ; XF/XF+ ; 23 ; igors1969 ; 14815 
 12 ; 10 рублей ; 1899 ; (АГ) АГ ; Au ; XF ; 34 ; alyans-met ; 13842 
 13 ; 7руб.50 коп. ; 1897 ; (АГ) ; Au ; VF-XF ; 21 ; мурзилка ; 18207 
 14 ; 5 рублей ; 1897 ; (АГ) ; Au ; XF+/AU ; 14 ; green35 ; 6222 
 15 ; 5 рублей. В капсуле с пломбой с сертификатом подлинности ; 1898 ; (АГ) ; Au ; VF-XF ; 7 ; kalina-konros ; 6120 
 16 ; 5 рублей ; 1901 ; (ФЗ) ; Au ; VF-XF/XF- ; 64 ; woger08 ; 5577 
 17 ; 5 рублей ; 1902 ; (АР) ; Au ; AU ; 40 ; baikal.k ; 6280 
 18 ; 5 рублей. М-4,30 гр. ; 1903 ; (АР) ; Au ; AU ; 14 ; igors1969 ; 8335 
 19 ; 5 рублей. М-4,30 гр. ; 1904 ; (АР) ; Au ; AU ; 25 ; нумизмат ; 7650 
 20 ; 20 марок. М-6,45 гр. ; 1879 ; S Финляндия ; Au ; AU ; 58 ; alyans-met ; 16238 
 21 ; Рубль. Ремонт 12 часов ; 1727 ;  ; Ag ; VF- ; 75 ; 882 ; 51000 
 22 ; Рубль ; 1735 ;  ; Ag ; VF+ ; 15 ; AAE2006 ; 20164 
 23 ; Рубль ; 1764 ; СПБ ЯI TI ; Ag ; F-VF/VF- ; 89 ; булгарин ; 8116 
 24 ; Рубль. Затертость гурта ; 1775 ; СПБ QЛ TИ ; Ag ; VF- ; 81 ; 542 ; 4770 
 25 ; Рубль ; 1813 ; СПБ ПС ; Ag ; VF- ; 98 ; НБ ; 2833 
 26 ; Рубль ; 1814 ; СПБ МФ ; Ag ; VF+ ; 100 ; НБ ; 3107 
 27 ; Рубль ; 1815 ; СПБ МФ ; Ag ; VF- ; 55 ; alyans-met ; 3174 
 28 ; Рубль ; 1829 ; СПБ НГ ; Ag ; VF ; 89 ; dmytrylat ; 3866 
 29 ; Рубль ; 1844 ; MW ; Ag ; VF-XF ; 26 ; лиса ; 7240 
 30 ; Рубль ; 1877 ; СПБ HI ; Ag ; VF+ ; 61 ; finder ; 4647 
 31 ; Рубль ; 1883 ; ЛШ На коронацию Александра III ; Ag ; VF-XF ; 32 ; alyans-met ; 15073 
 32 ; Рубль ; 1891 ; (АГ) ; Ag ; VF+ ; 54 ; мурзилка ; 5100 
 33 ; Рубль ; 1892 ; (АГ) ; Ag ; VF- ; 32 ; alyans-met ; 2754 
 34 ; Рубль ; 1893 ; (АГ) ; Ag ; VF- ; 81 ; 5219 ; 2754 
 35 ; Рубль ; 1896 ; ( * ) ; Ag ; VF- ; 48 ; eugraphus ; 683 
 36 ; Рубль ; 1897 ; ( ** ) ; Ag ; VF- ; 43 ; o.k. ; 771 
 37 ; Рубль ; 1897 ; ( ** ) ; Ag ; F-VF ; 53 ; alex995 ; 620 
 38 ; Рубль ; 1898 ; (АГ) ; Ag ; VF-XF ; 73 ; лиса ; 1803 
 39 ; Рубль ; 1898 ; (АГ) ; Ag ; VF- ; 65 ; o.k. ; 830 
 40 ; Рубль ; 1899 ; ( ** ) ; Ag ; F-VF ; 52 ; baikal.k ; 850 
 41 ; Рубль ; 1899 ; (ФЗ) ; Ag ; VF-XF ; 36 ; лиса ; 2299 
 42 ; Рубль ; 1901 ; (ФЗ) ; Ag ; VF+ ; 57 ; 5219 ; 1873 
 43 ; Рубль ; 1913 ; На 300-летие Дома Романовых ; Ag ; AU ; 31 ; joss2010 ; 5610 
 44 ; Рубль ; 1913 ; На 300-летие Дома Романовых ; Ag ; AU ; 36 ; AAE2006 ; 5610 
 45 ; 3/4 рубля-5 злотых ; 1836 ; MW Рус.-Пол. ; Ag ; VF- ; 21 ; федя ; 3645 
 46 ; Полтина ; 1894 ; (АГ) ; Ag ; F-VF ; 45 ; alyans-met ; 4000 
 47 ; Полтина ; 1895 ; (АГ) АГ ; Ag ; F-VF ; 57 ; papa3 ; 510 
 48 ; Полтина ; 1899 ; (АГ) АГ ; Ag ; F-VF ; 49 ; alexandervolkov ; 440 
 49 ; Полтина. Отверстие ; 1899 ; (АГ) АГ ; Ag ; F ; 83 ; koga ; 209 
 50 ; Полтина ; 1900 ; (ФЗ) АГ ; Ag ; VF- ; 60 ; xabib ; 815 
 51 ; Полтина ; 1901 ; (ФЗ) АГ ; Ag ; F-VF ; 36 ; GVBGVB ; 1249 
 52 ; Полтина ; 1912 ; (ЭБ) АГ ; Ag ; AU ; 46 ; marsel ; 1658 
 53 ; Полтина ; 1913 ; (ВС) АГ ; Ag ; AU ; 71 ; fatima ; 1722 
 54 ; 25 копеек ; 1839 ; СПБ НГ ; Ag ; VF- ; 31 ; PVA13 ; 1203 
 55 ; 25 копеек. Отверстие 12 часов ; 1839 ; СПБ НГ ; Ag ; F-VF ; 42 ; alexandervolkov ; 150 
 56 ; 25 копеек ; 1850 ; СПБ ПА ; Ag ; XF/VF-XF ; 28 ; marsel ; 2469 
 57 ; 25 копеек. Отверстие 12 часов ; 1856 ; СПБ ФБ ; Ag ; F-VF ; 30 ; alexandervolkov ; 194 
 58 ; 25 копеек ; 1857 ; СПБ ФБ ; Ag ; XF- ; 49 ; marsel ; 2244 
 59 ; 25 копеек ; 1896 ; АГ ; Ag ; VF- ; 45 ; alyans-met ; 1041 
 60 ; 20 копеек. Гравировка ; 1770 ; СПБ TI ; Ag ; F-VF ; 116 ; nik ; 2593 
