 151 ; 1/4 копейки ; 1870 ; ЕМ ; Cu ; VF-XF ; 18 ; CapsulЪ ; 4600 
 683 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 16 ; Нед Огл ; 72 
 684 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 13 ; asternox ; 192 
 685 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 27 ; Канарейкин В ; 147 
 686 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 12 ; Нед Огл ; 95 
 687 ; Денга. Трещина ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 5 ; Димон 1733 ; 56 
 688 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 12 ; Ритм ; 222 
 689 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 7 ; Ритм ; 123 
 690 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; F-VF ; 7 ; grigoriKK ; 59 
 691 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; F-VF ; 15 ; grigoriKK ; 92 
 692 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; F-VF ; 15 ; grigoriKK ; 124 
 693 ; Денга. Деформация ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 35 ; кабан ; 306 
 694 ; Денга. Деформация ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 13 ; KMTKMP ; 244 
 695 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 40 ; Al777 ; 532 
 696 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 49 ; Нед Огл ; 569 
 697 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 28 ; Al777 ; 611 
 698 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 20 ; кабан ; 463 
 699 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 46 ; кабан ; 417 
 700 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 29 ; Al777 ; 567 
 701 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 13 ; кабан ; 178 
 702 ; Копейка. Деформация ; 1612-1612 ; временный московский денежный двор ; Ag ; F-VF ; 41 ; егор ; 543 
 703 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 37 ; 2262н ; 93 
 704 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 11 ; кабан ; 68 
 705 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; кабан ; 73 
 706 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 13 ; vvshulga6 ; 69 
 707 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 21 ; grigoriKK ; 81 
 708 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 34 ; grigoriKK ; 99 
 709 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F+ ; 15 ; кабан ; 57 
 710 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 70 ; ML144 ; 309 
 711 ; Копейка. Обломана ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 5 ; кабан ; 72 
 712 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F+ ; 35 ; Димон 1733 ; 53 
 713 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 16 ; grigoriKK ; 320 
 714 ; Денга "Дозор". Иван III Васильевич ; 1462-1505 ;  ; Ag ; VF- ; 6 ; dec9 ; 3060 
 715 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 23 ; 1dima_s ; 337 
 716 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XVв ;  ; Ag ; F-VF ; 41 ; 439 ; 388 
 717 ; Денга. Деформация ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 61 ; Natascha ; 749 
 718 ; Денга. Трещина ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 49 ; Нед Огл ; 357 
 719 ; Денга. Сломана ; 1505-1533 ; Василий III Иванович ; Ag ; F+ ; 26 ; grigoriKK ; 320 
 620 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 17 ; Димон 1733 ; 63 
 621 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 37 ; elinsckij123 ; 123 
 622 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; Димон 1733 ; 57 
 623 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 12 ; Димон 1733 ; 53 
 624 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 16 ; KMTKMP ; 71 
 625 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; ML144 ; 71 
 626 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; KMTKMP ; 71 
 627 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 13 ; Димон 1733 ; 61 
 628 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 33 ; Димон 1733 ; 51 
 629 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 13 ; dec9 ; 101 
 630 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 20 ; Димон 1733 ; 69 
 631 ; Копейка. Деформация ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 16 ; colonel6262 ; 102 
 632 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 14 ; Димон 1733 ; 64 
 633 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 10 ; Димон 1733 ; 53 
 634 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 10 ; Димон 1733 ; 54 
 635 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 34 ; KMTKMP ; 144 
 636 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 15 ; vvshulga6 ; 66 
 637 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 11 ; Димон 1733 ; 60 
 638 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 11 ; Канарейкин В ; 65 
 639 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 13 ; Димон 1733 ; 64 
 640 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 9 ; Канарейкин В ; 52 
 641 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 11 ; avtomasterbakal ; 148 
 642 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 11 ; avtomasterbakal ; 76 
 643 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 11 ; Канарейкин В ; 57 
 644 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 40 ; Harlock ; 315 
 645 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 23 ; ML144 ; 159 
 646 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 30 ; ML144 ; 159 
 647 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 15 ; 1dima_s ; 69 
 648 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 57 ; 1dima_s ; 357 
 649 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 16 ; KMTKMP ; 74 
 650 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 16 ; Димон 1733 ; 67 
 651 ; Копейка ; 1603 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 21 ; Майкл ; 107 
 652 ; Копейка. Деформация ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 6 ; Димон 1733 ; 48 
 653 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 9 ; Канарейкин В ; 51 
 654 ; Копейка. Деформация ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 23 ; vvshulga6 ; 93 
 655 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 22 ; grigoriKK ; 272 
 656 ; Копейка. Легкая деформация ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Московский ден.двор ; Ag ; F-VF ; 15 ; avtomasterbakal ; 519 
 657 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 28 ; grigoriKK ; 408 
 658 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 32 ; dec9 ; 726 
 659 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 51 ; grigoriKK ; 284 
 660 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 38 ; grigoriKK ; 162 
 661 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 19 ; grigoriKK ; 150 
 662 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 22 ; avtomasterbakal ; 400 
 663 ; Копейка. Деформация ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 49 ; ML144 ; 357 
 664 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; F-VF ; 100 ; dec9 ; 459 
 665 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 71 ; Natascha ; 2346 
 666 ; Копейка ; 1617-ок.1630 ; Михаил Федорович Псков ; Ag ; F-VF ; 13 ; elinsckij123 ; 46 
 667 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 31 ; colonel6262 ; 115 
 668 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород ; Ag ; F-VF ; 11 ; maremark ; 38 
 669 ; Копейка. Михаил Федорович. Новгород ; 1617-1627 ;  ; Ag ; F-VF ; 14 ; Димон 1733 ; 46 
 557 ; 5 пенни ; 1915 ; Финляндия ; Cu ; F-VF ; 21 ; Атлантик ; 28 
 558 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF ; 6 ; Геолог ; 100 
 559 ; 5 пенни. Вензель ; 1917 ; Финляндия ; Cu ; F-VF ; 10 ; RusScat ; 61 
 560 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF ; 53 ; andreyM ; 90 
 561 ; 1 пенни ; 1899 ; Финляндия ; Cu ; AU ; 28 ; verunk1 ; 1096 
 562 ; 1 пенни ; 1915 ; Финляндия ; Cu ; VF+ ; 44 ; Rober ; 65 
 563 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 32 ; a9 ; 126 
 564 ; Лот монет России: 3,1 коп (2шт) ; 1908,1915 ;  ; Cu ; F-VF ; 30 ; westof ; 114 
 565 ; Лот монет России: 5 пенни, 3,2 коп (6шт) ; 1815-1916 ;  ; Cu ; G-F ; 58 ; andrew1977 ; 149 
 566 ; Лот монет России: 5,3,2 коп (6шт) ; 1812-1916 ;  ; Cu ; VG-F ; 84 ; t_v_v ; 143 
 567 ; Лот монет России: 5,2 коп (5шт) ; 1727-1860 ;  ; Cu ; G ; 44 ; WOLK ; 195 
 568 ; Лот монет России (11шт): 5к,2к,1к,1/2к ; 1763-1912 ;  ; Cu ; G-F ; 125 ; С Урала ; 365 
 569 ; Лот монет России: 5,3,2 коп (6шт) ; 1878-1916 ;  ; Cu ; G-F ; 57 ; С Урала ; 206 
 570 ; Лот монет России: 5,2,1 коп (7шт) ; 1870-1916 ;  ; Cu ; G-F ; 43 ; С Урала ; 195 
 571 ; Лот монет России: 5,3,1 коп (7шт) ; 1872-1915 ;  ; Cu ; G-F ; 51 ; С Урала ; 185 
 572 ; Лот монет России (7шт): 3к,2к,1к ; 1814-1912 ;  ; Cu ; G-F ; 56 ; Rjn ; 218 
 573 ; Лот монет России (3шт): 5к,3к,2к ; 1840,1869,1915 ;  ; Cu ; F+/VG ; 91 ; sonegr ; 255 
 574 ; Лот монет России для Финляндии: 50,25,10,5,1 пенни (5шт) ; 1913-1916 ;  ; Cu-Ni, Cu ; VF-AU ; 109 ; grigoriKK ; 632 
 575 ; Лот монет России (4шт): 2к,1к ; 1811-1844 ;  ; Cu ; G-F ; 78 ; марс7 ; 174 
 576 ; Лот монет России (2шт): 5к,2к ; 1815,1836 ;  ; Cu ; F+/F- ; 40 ; Chertznik ; 159 
 577 ; Лот монет России (6шт): 5к,3к,2к,1к ; 1869-1910 ;  ; Cu ; F-VF ; 73 ; nox ; 363 
 578 ; Лот монет России: 5,3,2,1 коп (6шт) ; 1870-1916 ;  ; Cu ; G-F ; 20 ; С Урала ; 185 
 579 ; Лот монет России: 3,1 коп (6шт) ; 1898-1915 ;  ; Cu ; VG-VF ; 54 ; 33333335 ; 272 
 580 ; Лот монет России: 3,2,1 коп (7шт) ; 1812-1916 ;  ; Cu ; G-F ; 9 ; С Урала ; 175 
 581 ; Лот монет России: 3,2,1 коп (4шт) ; 1763-1871 ;  ; Cu ; F/VG ; 34 ; Hedeby ; 153 
 582 ; Лот монет России: 3,2,1 коп (6шт) ; 1841-1915 ;  ; Cu ; G-F ; 30 ; марс7 ; 225 
 583 ; Лот монет России: 5,3,1 коп (6шт) ; 1866-1915 ;  ; Cu ; VG-VF ; 77 ; Юбер ; 261 
 584 ; Лот монет России: 2 коп, денга, полушка (4шт) ; 1735-1837 ;  ; Cu ; VG ; 51 ; апрол ; 192 
 585 ; Лот монет России (3шт): 5к,3к,2к ; 1832,1908,1912 ;  ; Cu ; F/F- ; 26 ; Юбер ; 123 
 586 ; Лот монет России: 2,1,1/2 коп (3шт) ; 1818-1912 ;  ; Cu ; F-VF/VG ; 66 ; апрол ; 164 
 587 ; Лот монет России (3шт): 3к,2к,1к ; 1874-1908 ;  ; Cu ; VG-VF ; 44 ; rik ; 122 
 588 ; Лот монет России: 3,1,1/2 коп (6шт) ; 1840-1916 ;  ; Cu ; VG-F ; 23 ; С Урала ; 181 
 589 ; Лот монет России: 3,2,1 коп (6шт) ; 1896-1915 ;  ; Cu ; VG-VF ; 22 ; С Урала ; 185 
 590 ; Лот монет России: 5,2,1 коп (3шт) ; 1851-1915 ;  ; Cu ; F-VF/F ; 40 ; Евгений_075 ; 111 
 591 ; Лот монет России (3шт): 3к,2к,1к ; 1872,1875,1879 ;  ; Cu ; F-VF/F+ ; 67 ; МНП68 ; 340 
 605 ; Денга. Деформация ; 1420-1478 ; Великий Новгород ; Ag ; F-VF ; 158 ; волга ; 1031 
 606 ; Танга. Обломана ; 1402-1427 ; Великое Княжество Рязанское. Федор Олегович ; Ag ; F-VF ; 25 ; SergeyAnatoljevich ; 713 
 607 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 40 ; vvshulga6 ; 72 
 608 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 22 ; Гриша ; 85 
 609 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 16 ; Fofors ; 71 
 610 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 8 ; Димон 1733 ; 56 
 611 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 22 ; ML144 ; 90 
 612 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 56 ; Harlock ; 261 
 613 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 16 ; colonel6262 ; 112 
 614 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; Димон 1733 ; 47 
 615 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 5 ; Димон 1733 ; 51 
 616 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 14 ; werespider ; 71 
 617 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 47 ; Harlock ; 256 
 618 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 42 ; dec9 ; 129 
 619 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 15 ; Димон 1733 ; 58 
 507 ; Денга ; 1747 ;  ; Cu ; F ; 29 ; MDV ; 120 
 508 ; Денга ; 1748 ;  ; Cu ; F-VF ; 17 ; 995953 ; 62 
