 3639 ; Бона иностранная ;  ;  ;  ;  ; 8 ; из африки ; 27 
 591 ; 2 копейки ; 1768 ; КМ "Сибирь" ; Cu ; F-VF ; 24 ; Cvetkov ; 528 
 592 ; 2 копейки ; 1769 ; КМ "Сибирь" ; Cu ; F ; 23 ; Cvetkov ; 564 
 593 ; 2 копейки ; 1771 ; ЕМ ; Cu ; VF- ; 65 ; нет (превышен) ; 771 
 594 ; 2 копейки ; 1775 ; ЕМ ; Cu ; F+ ; 70 ; dimon46 ; 550 
 595 ; 2 копейки ; 1775 ; КМ "Сибирь" ; Cu ; F ; 18 ; Cvetkov ; 473 
 596 ; 2 копейки ; 1776 ; КМ "Сибирь" ; Cu ; F/F+ ; 22 ; Cvetkov ; 486 
 597 ; 2 копейки ; 1779 ; КМ "Сибирь" ; Cu ; F+ ; 30 ; Cvetkov ; 339 
 598 ; 2 копейки ; 1788 ; ММ ; Cu ; F-VF ; 28 ; Преся ; 590 
 599 ; 2 копейки ; 1793 ; Е- М Павл.перечекан ; Cu ; F ; 37 ; robocop ; 3570 
 600 ; 2 копейки ; 1797 ; АМ ; Cu ; F ; 41 ; mib ; 255 
 601 ; 2 копейки ; 1797 ; АМ ; Cu ; F+ ; 7 ; astronom ; 262 
 602 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 14 ; Puchic ; 57 
 503 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F-VF ; 58 ; Rjn ; 255 
 504 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F-VF ; 31 ; Puchic ; 389 
 505 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F-VF ; 11 ; Puchic ; 306 
 506 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 17 ; wolikaz ; 267 
 507 ; 5 копеек ; 1792 ; АМ ; Cu ; VF ; 41 ; ik1962 ; 1010 
 508 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF ; 17 ; волга ; 167 
 509 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+ ; 19 ; evg ; 133 
 510 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F-VF ; 76 ; Майкл ; 3572 
 511 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF ; 54 ; Sirians ; 3000 
 512 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+ ; 12 ; Rjn ; 136 
 513 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+ ; 15 ; никсер ; 186 
 514 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF ; 23 ; ik1962 ; 597 
 515 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 8 ; zoom30 ; 1019 
 516 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F+ ; 78 ; capable ; 186 
 517 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF ; 16 ; ik1962 ; 602 
 518 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 10 ; N17 ; 140 
 519 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 12 ; ik1962 ; 239 
 520 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F+ ; 3 ; гриша ; 159 
 521 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF ; 17 ; ik1962 ; 365 
 522 ; 5 копеек ; 1795 ; ЕМ ; Cu ; F+ ; 25 ; evg ; 140 
 523 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F-VF ; 24 ; Rjn ; 435 
 524 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF+ ; 25 ; sergeygor ; 895 
 525 ; 5 копеек ; 1796 ; АМ ; Cu ; VF ; 29 ; черная экономика ; 803 
 526 ; 5 копеек ; 1802 ; ЕМ ; Cu ; F-VF ; 37 ; serg2010 ; 1444 
 527 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-/F-VF ; 29 ; lsp25 ; 722 
 528 ; 5 копеек ; 1803 ; ЕМ ; Cu ; F-VF ; 73 ; serg2010 ; 1911 
 529 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF ; 62 ; г.а.в ; 2042 
 530 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF ; 35 ; bragfe ; 1669 
 531 ; 5 копеек ; 1805 ; ЕМ ; Cu ; VF- ; 42 ; нет (превышен) ; 2042 
 532 ; 5 копеек ; 1807 ; ЕМ ; Cu ; VF+/VF- ; 178 ; SSK ; 4000 
 533 ; 5 копеек ; 1831 ; ЕМ ; Cu ; F-VF/F+ ; 96 ; Rjn ; 475 
 534 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; F+ ; 28 ; 1277 ; 220 
 535 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; F ; 10 ; волга ; 57 
 536 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; F ; 21 ; jef688 ; 68 
 537 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; F-VF/F ; 68 ; taa ; 521 
 538 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; VF- ; 92 ; QQ ; 595 
 539 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; F+ ; 51 ; don-juras ; 119 
 540 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; F ; 23 ; марго ; 150 
 541 ; 5 копеек (Петров-2р, Ильин-1р) ; 1839 ; СМ ; Cu ; F ; 19 ; марго ; 308 
 542 ; 5 копеек ; 1858 ; ЕМ ; Cu ; VF- ; 59 ; $$$ ; 1224 
 543 ; 5 копеек ; 1859 ; ЕМ ; Cu ; VG ; 8 ; alex995 ; 28 
 544 ; 5 копеек ; 1860 ; ЕМ ; Cu ; VF- ; 48 ; crackjack ; 633 
 545 ; 5 копеек ; 1860 ; ЕМ ; Cu ; F ; 31 ; jef688 ; 86 
 546 ; 5 копеек ; 1861 ; ЕМ ; Cu ; F ; 72 ; $$$ ; 316 
 547 ; 5 копеек ; 1869 ; ЕМ ; Cu ; F-VF ; 17 ; Pankratov ; 193 
 548 ; 5 копеек ; 1873 ; ЕМ ; Cu ; VF- ; 11 ; sveta6369 ; 169 
 549 ; 5 копеек ; 1875 ; ЕМ ; Cu ; F-VF ; 35 ; sveta6369 ; 181 
 550 ; 5 копеек ; 1876 ; СПБ ; Cu ; F ; 27 ; Puchic ; 77 
 551 ; 5 копеек ; 1879 ; СПБ ; Cu ; F+ ; 26 ; Ученик ; 445 
 552 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF ; 11 ; Mike! ; 324 
 453 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 6 ; 1269532 ; 204 
 454 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 8 ; bragfe ; 202 
 455 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F+ ; 27 ; bragfe ; 203 
 456 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 7 ; bragfe ; 194 
 457 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 7 ; bragfe ; 200 
 458 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 7 ; bragfe ; 161 
 459 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 21 ; BVN-2 ; 204 
 460 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 5 ; bragfe ; 124 
 461 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 6 ; bragfe ; 124 
 462 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 10 ; bragfe ; 145 
 463 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 10 ; bragfe ; 193 
 464 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 27 ; 1277 ; 204 
 465 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 4 ; bragfe ; 124 
 466 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 10 ; волга ; 214 
 467 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F+ ; 7 ; bragfe ; 164 
 468 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 7 ; черная экономика ; 204 
 469 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F+ ; 4 ; bragfe ; 124 
 470 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F-VF ; 8 ; BVN-2 ; 204 
 471 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F+ ; 7 ; sonegr ; 204 
 472 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 16 ; capable ; 176 
 473 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F ; 3 ; волга ; 124 
 474 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 5 ; никсер ; 204 
 475 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F/F-VF ; 6 ; capable ; 133 
 476 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF/F ; 7 ; Rjn ; 255 
 477 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 4 ; bragfe ; 124 
 478 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 6 ; 1269532 ; 204 
 479 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 9 ; bragfe ; 176 
 480 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 5 ; 1269532 ; 204 
 481 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 3 ; bragfe ; 176 
 482 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF ; 42 ; sergeygor ; 561 
 483 ; 5 копеек ; 1789 ; КМ ; Cu ; VF+ ; 38 ; 1277 ; 2232 
 484 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF ; 9 ; SergeyAnatoljevich ; 459 
 485 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F-VF ; 5 ; Rjn ; 227 
 486 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF- ; 15 ; мурзилка ; 241 
 487 ; 5 копеек ; 1790 ; АМ ; Cu ; F-VF ; 33 ; temir ; 287 
 488 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF- ; 18 ; dimon46 ; 286 
 489 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F+ ; 5 ; capable ; 124 
 490 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F+ ; 5 ; Rjn ; 176 
 491 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F+ ; 4 ; волга ; 124 
 492 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F+ ; 3 ; гриша ; 143 
 493 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F/F-VF ; 6 ; BVN-2 ; 133 
 494 ; 5 копеек ; 1790 ; КМ ; Cu ; VF ; 53 ; нет (превышен) ; 2425 
 495 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 29 ; ANNT4 ; 500 
 496 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F-VF ; 4 ; bragfe ; 177 
 497 ; 5 копеек ; 1791 ; АМ ; Cu ; VF+ ; 16 ; ik1962 ; 1127 
 498 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF ; 70 ; crackjack ; 352 
 499 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF- ; 9 ; zoom30 ; 261 
 500 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F-VF ; 14 ; Преся ; 224 
 501 ; 5 копеек ; 1792 ; АМ ; Cu ; F-VF ; 39 ; Grafin ; 447 
 502 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 36 ; sergeygor ; 740 
 403 ; 5 копеек ; 1773 ; КМ "Сибирь" ; Cu ; VF ; 52 ; арбат ; 2188 
 404 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF ; 42 ; FEDOTOV1920 ; 355 
 405 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F-VF ; 10 ; BVN-2 ; 201 
 406 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F-VF ; 28 ; capable ; 133 
 407 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF- ; 19 ; FEDOTOV1920 ; 241 
 408 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF ; 24 ; evg ; 194 
 409 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF- ; 25 ; волга ; 199 
 410 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 11 ; BVN-2 ; 202 
 411 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 9 ; bragfe ; 202 
 412 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 12 ; bragfe ; 200 
 413 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF- ; 21 ; sergeygor ; 338 
 414 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 7 ; dmytrylat ; 204 
 415 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 15 ; bragfe ; 155 
 416 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 18 ; SadKo ; 175 
 417 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 19 ; волга ; 175 
 418 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 31 ; bragfe ; 179 
 419 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 4 ; bragfe ; 177 
 420 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 23 ; bragfe ; 187 
 421 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 6 ; SadKo ; 204 
 422 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 8 ; SadKo ; 204 
 423 ; 5 копеек ; 1779 ; ЕМ ; Cu ; F-VF/F+ ; 13 ; bragfe ; 155 
 424 ; 5 копеек ; 1779 ; ЕМ ; Cu ; F-VF ; 17 ; bragfe ; 193 
 425 ; 5 копеек ; 1779 ; ЕМ ; Cu ; F-VF ; 27 ; bragfe ; 200 
 426 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 25 ; 1269532 ; 306 
 427 ; 5 копеек ; 1779 ; ЕМ ; Cu ; F ; 14 ; Al0851 ; 157 
 428 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 8 ; bragfe ; 181 
 429 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 18 ; 1269532 ; 282 
 430 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 19 ; 1269532 ; 179 
 431 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 26 ; волга ; 199 
 432 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 18 ; bragfe ; 171 
 433 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F+ ; 25 ; bragfe ; 195 
 434 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F-VF ; 16 ; BVN-2 ; 204 
 435 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F-VF ; 6 ; evg ; 157 
 436 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F-VF ; 4 ; bragfe ; 177 
 437 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F-VF ; 28 ; dmytrylat ; 204 
 438 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F-VF ; 5 ; bragfe ; 179 
 439 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 4 ; bragfe ; 177 
 440 ; 5 копеек ; 1783? ; ЕМ ; Cu ; F-VF ; 4 ; bragfe ; 124 
 441 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 5 ; 1269532 ; 204 
 442 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F+ ; 9 ; волга ; 204 
 443 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F/F-VF ; 5 ; 1269532 ; 204 
 444 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 6 ; 1269532 ; 204 
 445 ; 5 копеек ; 1783 ; КМ ; Cu ; VF- ; 25 ; mastermihh ; 2142 
 446 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 3 ; bragfe ; 176 
 447 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF- ; 10 ; evg ; 204 
 448 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 26 ; bragfe ; 225 
 449 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF-/F+ ; 7 ; волга ; 200 
 450 ; 5 копеек ; 1785 ; КМ ; Cu ; F+ ; 16 ; MDV ; 816 
 451 ; 5 копеек ; 1785 ; КМ ; Cu ; F+ ; 51 ; Lasto4kaSPB ; 737 
 452 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 7 ; bragfe ; 161 
 353 ; 5 копеек ; 1765 ; ЕМ ; Cu ; VF- ; 5 ; волга ; 160 
 354 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF ; 19 ; bragfe ; 153 
 355 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F+ ; 6 ; bragfe ; 164 
 356 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF ; 20 ; bragfe ; 155 
 357 ; 5 копеек ; 1765 ; ЕМ ; Cu ; VF- ; 87 ; BVN-2 ; 209 
 358 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF ; 16 ; bragfe ; 197 
 359 ; 5 копеек ; 1766 ; ЕМ ; Cu ; F ; 62 ; волга ; 136 
 360 ; 5 копеек ; 1766 ; ЕМ ; Cu ; F-VF ; 10 ; evg ; 133 
 361 ; 5 копеек ; 1766 ; ЕМ ; Cu ; F-VF ; 14 ; bragfe ; 155 
 362 ; 5 копеек ; 1766 ; ЕМ ; Cu ; F-VF ; 16 ; bragfe ; 155 
 363 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F-VF ; 10 ; bragfe ; 124 
 364 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F-VF ; 8 ; bragfe ; 124 
 365 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F-VF ; 8 ; bragfe ; 124 
 366 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F-VF ; 8 ; bragfe ; 124 
 367 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF ; 21 ; 4567890 ; 232 
 368 ; 5 копеек ; 1767 ; КМ "Сибирь" ; Cu ; F+ ; 9 ; Cvetkov ; 1230 
 369 ; 5 копеек ; 1768 ; ЕМ ; Cu ; F-VF ; 22 ; Rjn ; 245 
 370 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F+/F-VF ; 19 ; bragfe ; 136 
 371 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 10 ; BVN-2 ; 210 
 372 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 12 ; bragfe ; 136 
 373 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 69 ; Rjn ; 180 
 374 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 29 ; 1277 ; 195 
 375 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F+ ; 10 ; bragfe ; 174 
 376 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF-/F+ ; 24 ; bragfe ; 187 
 377 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF+ ; 29 ; sergeygor ; 1051 
 378 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F+ ; 8 ; bragfe ; 124 
 379 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F+ ; 21 ; волга ; 140 
 380 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 8 ; bragfe ; 153 
 381 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 8 ; bragfe ; 124 
 382 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F+ ; 8 ; bragfe ; 153 
 383 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 10 ; волга ; 182 
 384 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 5 ; bragfe ; 124 
 385 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 10 ; bragfe ; 192 
 386 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 8 ; bragfe ; 153 
 387 ; 5 копеек ; 1771 ; КМ "Сибирь" ; Cu ; F ; 147 ; stas_s ; 1561 
 388 ; 5 копеек ; 177? ;  ; Cu ; VF- ; 6 ; capable ; 127 
 389 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 21 ; 19 ; 285 
 390 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 18 ; staro ; 178 
 391 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 9 ; capable ; 133 
 392 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F+ ; 9 ; capable ; 139 
 393 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 5 ; bragfe ; 124 
 394 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 5 ; bragfe ; 124 
 395 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 40 ; FEDOTOV1920 ; 306 
 396 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 4 ; bragfe ; 124 
 397 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F+ ; 5 ; bragfe ; 124 
 398 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 3 ; bragfe ; 124 
 399 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 5 ; bragfe ; 124 
 400 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 5 ; bragfe ; 124 
 401 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F-VF ; 6 ; bragfe ; 177 
 402 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F-VF ; 5 ; bragfe ; 124 
 303 ; 5 копеек ; 1899 ; СПБ АГ ; Ag ; VF-XF ; 47 ; Roman_B ; 1134 
 304 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; VF-XF ; 67 ; 13 ; 439 
 305 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 40 ; 13 ; 320 
 306 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF- ; 81 ; Ученик ; 588 
 307 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; F-VF ; 42 ; 1277 ; 216 
 308 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; F ; 1 ; Mike! ; 200 
 309 ; 5 грошей ; 1816 ; IB Польша ; Ag ; F+ ; 20 ; арбат ; 612 
 310 ; 5 грошей ; 1819 ; IB Польша ; Ag ; F ; 29 ; арбат ; 638 
 311 ; 5 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; F ; 41 ; волга ; 100 
 312 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF ; 39 ; kush07 ; 891 
 313 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF+ ; 37 ; kush07 ; 909 
 314 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF+ ; 31 ; kush07 ; 986 
 315 ; 1 марка ; 1915 ; S Финляндия ; Ag ; XF+ ; 54 ; Фрам ; 1548 
 316 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF- ; 52 ; Cvetkov ; 242 
 317 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; XF+ ; 19 ; АРУС ; 153 
 318 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; XF+ ; 26 ; Dbrnjh ; 162 
 319 ; 50 пенни. Корона ; 1917 ; S Финляндия ; Ag ; VF-XF ; 61 ; murzik20 ; 191 
 320 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; XF+ ; 37 ; lsp25 ; 149 
 321 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF- ; 38 ; IGA99 ; 87 
 322 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; VF+ ; 28 ; murzik20 ; 99 
 323 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; XF+ ; 39 ; Gold_42 ; 105 
 324 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; XF+ ; 17 ; Dbrnjh ; 142 
 325 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; XF+ ; 31 ; rim ; 153 
 326 ; Лот монет России и России для Финляндии (13шт): 20к,15к,10к,25 пенни (1915,1917-без корон) ; 1870-1917 ;  ; Ag ; F+/VF-XF ; 5 ; вован72 ; 1412 
 327 ; Лот монет России (3шт): 20к,15к,10к ; 1900,1914,1915 ;  ; Ag ; F-VF ; 46 ; cheshec ; 250 
 328 ; Лот монет России: 10 коп (2шт) ; 1904,1905 ;  ; Ag ; F+ ; 35 ; BVN-2 ; 100 
 329 ; Лот монет России: 5 коп (7шт). Отверстия ; 1822-1861 ;  ; Ag ; F-VF ; 34 ; vic2 ; 360 
 330 ; Лот монет России: 5 коп (10шт). Отверстия ; 19 век ;  ; Ag ; F/F+ ; 63 ; vic2 ; 333 
 331 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; F-VF/F ; 10 ; 1277 ; 826 
 332 ; 10 копеек ; 1837 ; ЕМ КТ ; Cu ; F ; 60 ; zhenya ; 391 
 333 ; 5 копеек ; 1723 ; Дата снизу вверх ; Cu ; F+ ; 97 ; 1277 ; 3809 
 334 ; 5 копеек ; 1727 ; НД Дата снизу вверх ; Cu ; F-VF ; 48 ; areal ; 1817 
 335 ; 5 копеек ; 1727 ; КД КОПЪAКЬ ; Cu ; F ; 70 ; Bizon6055 ; 1844 
 336 ; 5 копеек ; 1758 ;  ; Cu ; F-VF ; 12 ; Sky2 ; 161 
 337 ; 5 копеек ; 1759 ;  ; Cu ; VF ; 62 ; zoom30 ; 807 
 338 ; 5 копеек ; 1761 ;  ; Cu ; VF ; 64 ; ik1962 ; 596 
 339 ; 5 копеек ; 1763 ; ММ ; Cu ; VF- ; 48 ; sergeygor ; 569 
 340 ; 5 копеек ; 1763 ; СПМ ; Cu ; VF- ; 53 ; volod ; 791 
 341 ; 5 копеек ; 1763 ; СПМ ; Cu ; VF- ; 59 ; Ч.С. ; 791 
 342 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 5 ; bragfe ; 161 
 343 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF- ; 12 ; bragfe ; 194 
 344 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F+ ; 13 ; bragfe ; 184 
 345 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F-VF ; 5 ; bragfe ; 124 
 346 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F-VF ; 8 ; волга ; 190 
 347 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F-VF ; 11 ; bragfe ; 212 
 348 ; 5 копеек ; 1764? ; ЕМ ; Cu ; F-VF ; 82 ; волга ; 200 
 349 ; 5 копеек ; 1764 ; ММ ; Cu ; F-VF ; 56 ; Sky2 ; 765 
 350 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F-VF ; 18 ; sergeygor ; 728 
 351 ; 5 копеек ; 1764 ; ММ ; Cu ; VF- ; 71 ; sikachai ; 587 
 352 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F-VF ; 16 ; BVN-2 ; 230 
 253 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 10 ; Gold_42 ; 78 
 254 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 54 ; Lynx-a ; 123 
 255 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF- ; 47 ; Lynx-a ; 123 
