 3233 ; Бона иностранная ;  ;  ;  ;  ; 17 ; bcs ; 77 
 382 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF+ ; 100 ; Sky2 ; 807 
 383 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F+ ; 29 ; valmont73 ; 119 
 384 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 37 ; Poiuyt ; 121 
 385 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF- ; 47 ; Mike! ; 153 
 386 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 40 ; Mike! ; 204 
 387 ; 5 копеек ; 1777 ; КМ "Сибирь" ; Cu ; F ; 45 ; baikal.k ; 560 
 388 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F+ ; 47 ; sher60 ; 104 
 389 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF-XF ; 103 ; gavrik ; 1201 
 390 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 41 ; Mike! ; 138 
 391 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 26 ; baikal.k ; 175 
 392 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F+ ; 26 ; Mike! ; 88 
 393 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 64 ; slav_1962 ; 239 
 394 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF ; 62 ; Mike! ; 255 
 395 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF ; 33 ; Cheral2008 ; 371 
 396 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF- ; 54 ; avp ; 226 
 397 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF-XF ; 84 ; 100924 ; 1497 
 398 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 33 ; Mike! ; 285 
 399 ; 5 копеек ; 1788 ; СПМ ; Cu ; F+ ; 57 ; alexey_s ; 512 
 400 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF ; 63 ; avp ; 316 
 401 ; 5 копеек ; 1789 ; АМ ; Cu ; VF- ; 66 ; nikolay ; 428 
 402 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF+ ; 80 ; avp ; 412 
 403 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF ; 107 ; Иван Фокич ; 383 
 404 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF ; 42 ; Mike! ; 223 
 405 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F-VF ; 49 ; bklad ; 1231 
 406 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF ; 34 ; Cheral2008 ; 500 
 407 ; 5 копеек ; 1794 ; АМ ; Cu ; VF ; 54 ; Cheral2008 ; 794 
 408 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF-XF ; 29 ; koreshok66 ; 3334 
 409 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF+ ; 37 ; 001 ; 3174 
 410 ; 5 копеек ; 1804 ; ЕМ ; Cu ; F-VF ; 41 ; Aleks2372 ; 928 
 411 ; 5 копеек ; 1806 ; ЕМ ; Cu ; XF- ; 33 ; Sky2 ; 3572 
 412 ; 5 копеек ; 1807 ; ЕМ ; Cu ; VF+/VF- ; 27 ; Aleks2372 ; 1948 
 413 ; 5 копеек ; 1809 ; ЕМ ; Cu ; VF+ ; 62 ; SSK ; 3344 
 414 ; 5 копеек (Петров-2р) ; 1831 ; ЕМ ; Cu ; VF- ; 45 ; nikitarus ; 1577 
 415 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF+ ; 53 ; nikitarus ; 1111 
 416 ; 5 копеек (Ильин-1р) ; 1831 ; СМ ; Cu ; F-VF ; 62 ; nikitarus ; 899 
 257 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 5 ; first ; 156 
 258 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 74 ; fontanka ; 294 
 259 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 78 ; gavrik ; 301 
 260 ; 5 копеек ; 1915 ; ВС ; Ag ; VF- ; 79 ; jj ; 199 
 261 ; 5 злотых ; 1832 ; KG Польша ; Ag ; F-VF ; 100 ; ghjk ; 5523 
 262 ; 2 злотых ; 1821 ; IB Польша ; Ag ; F-VF ; 60 ; ghjk ; 2436 
 263 ; 2 злотых ; 1825 ; IB Польша ; Ag ; F-VF ; 98 ; nik ; 1652 
 264 ; 1 злотый ; 1818 ; IB Польша ; Ag ; F-VF ; 28 ; федя ; 2544 
 265 ; 1 злотый ; 1832 ; KG Польша ; Ag ; F-VF ; 48 ; ghjk ; 2550 
 266 ; 10 грошей ; 1830-е гг ;  ; Ag ; F ; 27 ; GRON ; 47 
 267 ; 10 грошей ; 1831 ; KG польское восстание 1830-183 ; Ag ; F ; 37 ; nikitarus ; 952 
 268 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF ; 49 ; Alexey7 ; 317 
 269 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF+ ; 22 ; ghjk ; 419 
 270 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VG ; 9 ; МИС ; 37 
 271 ; 5 грошей ; 1818 ; IB Польша ; Ag ; F-VF ; 71 ; Alexey7 ; 389 
 272 ; 5 грошей ; 1819 ; IB Польша ; Ag ; F-VF ; 16 ; nikitarus ; 159 
 273 ; 5 грошей ; 1820 ; IB Польша ; Ag ; F ; 60 ; nikitarus ; 230 
 274 ; 5 грошей ; 1822 ; IB Польша ; Ag ; F ; 45 ; sher60 ; 188 
 275 ; 5 грошей ; 1823 ; IB Польша ; Ag ; F-VF ; 58 ; ghjk ; 906 
 276 ; 5 грошей ; 1826 ; IB Польша ; Ag ; F+ ; 51 ; nik ; 410 
 277 ; 5 грошей ; 1827 ; FH Польша ; Ag ; F ; 32 ; nik ; 340 
 278 ; 5 грошей ; 1829 ; FH Польша ; Ag ; F+ ; 58 ; nik ; 408 
 279 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF+ ; 25 ; ghjk ; 1266 
 280 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF+ ; 26 ; ghjk ; 1122 
 281 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF-XF ; 37 ; nik78 ; 1134 
 282 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 40 ; ghjk ; 1803 
 283 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; F-VF/VF ; 12 ; ghjk ; 207 
 284 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF+ ; 22 ; ghjk ; 1019 
 285 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF+ ; 21 ; suhua ; 567 
 286 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF-XF ; 29 ; ghjk ; 389 
 287 ; 50 пенни ; 1891 ; L Финляндия ; Ag ; VF+ ; 9 ; o.k. ; 357 
 288 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; XF- ; 27 ; ghjk ; 704 
 289 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF-XF ; 35 ; ghjk ; 258 
 290 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; XF ; 29 ; peck ; 447 
 291 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF+ ; 43 ; peck ; 272 
 292 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 47 ; Кувалдо ; 275 
 293 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 18 ; Кувалдо ; 213 
 294 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 81 ; nik78 ; 300 
 295 ; 50 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 57 ; Иван Фокич ; 495 
 296 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 74 ; Кувалдо ; 300 
 297 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU ; 21 ; suhua ; 203 
 298 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 46 ; Кувалдо ; 114 
 299 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 43 ; nik78 ; 204 
 300 ; 25 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 28 ; ghjk ; 378 
 301 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 46 ; Kolya-kms ; 221 
 362 ; 10 копеек ; 1762 ;  ; Cu ; VF ; 91 ; 4nuts ; 37914 
 363 ; 10 копеек ; 1768 ; КМ "Сибирь" ; Cu ; VF- ; 55 ; кабан ; 9693 
 364 ; 10 копеек ; 1774 ; КМ "Сибирь" ; Cu ; VF+ ; 60 ; gors ; 9389 
 365 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; F-VF ; 33 ; федя ; 1064 
 366 ; 5 копеек ; 1730 ; МД Хвост широкий ; Cu ; F+ ; 49 ; МИС ; 1051 
 207 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 27 ; топтун ; 66 
 208 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF+ ; 36 ; kind ; 75 
 209 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF+ ; 22 ; kind ; 81 
 210 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 26 ; kind ; 82 
 211 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF ; 22 ; obob999 ; 52 
 212 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 25 ; lesnik1 ; 85 
 213 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 34 ; Drill ; 95 
 214 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 31 ; кладовик ; 75 
 215 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 9 ; Kolya-kms ; 156 
 216 ; 10 копеек. Осака ; 1916 ;  ; Ag ; AU ; 28 ; rse ; 1426 
 217 ; 5 копеек ; 1757 ; СПБ ; Ag ; VF+ ; 16 ; 223355 ; 5103 
 218 ; 5 копеек ; 1801 ; СМ АИ ; Ag ; VF+ ; 58 ; Карцев ; 11655 
 219 ; 5 копеек ; 1821 ; СПБ ПД ; Ag ; VF- ; 2 ; grosgraf ; 510 
 220 ; 5 копеек ; 1823 ; СПБ ПД ; Ag ; F-VF ; 2 ; baltika13 ; 100 
 221 ; 5 копеек ; 1824 ; СПБ ПД ; Ag ; VF- ; 27 ; жора ; 499 
 222 ; 5 копеек ; 1826 ; СПБ НГ ; Ag ; VF+ ; 135 ; koreshok66 ; 2142 
 223 ; 5 копеек ; 1830 ; СПБ НГ ; Ag ; VF ; 40 ; 27091979 ; 2043 
 224 ; 5 копеек. Деформация ; 1838 ; СПБ НГ ; Ag ; VF- ; 47 ; fontanka ; 143 
 225 ; 5 копеек ; 1848 ; СПБ HI ; Ag ; VF-XF ; 81 ; gavrik ; 1181 
 226 ; 5 копеек ; 1849 ; СПБ ПА ; Ag ; VF-XF ; 55 ; von_Schwarz ; 1005 
 227 ; 5 копеек ; 1850 ; СПБ ПА ; Ag ; XF- ; 57 ; Tolya77 ; 1022 
 228 ; 5 копеек ; 1851 ; СПБ ПА ; Ag ; VF-XF ; 56 ; МИС ; 625 
 229 ; 5 копеек ; 1855 ; СПБ HI ; Ag ; VF-XF ; 44 ; Tolya77 ; 1071 
 230 ; 5 копеек ; 1856 ; СПБ ФБ ; Ag ; VF-XF ; 42 ; pmaster ; 1124 
 231 ; 5 копеек ; 1870 ; СПБ HI ; Ag ; VF ; 16 ; 223355 ; 775 
 232 ; 5 копеек ; 1873 ; СПБ HI ; Ag ; VF-XF ; 55 ; Олег33 ; 4254 
 233 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; AU ; 49 ; wladimir1972 ; 740 
 234 ; 5 копеек ; 1883 ; СПБ ДС ; Ag ; VF- ; 31 ; Олег33 ; 2123 
 235 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; AU ; 36 ; wladimir1972 ; 567 
 236 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; AU ; 25 ; wladimir1972 ; 765 
 237 ; 5 копеек ; 1887 ; СПБ АГ ; Ag ; VF- ; 30 ; alexey_s ; 86 
 238 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; AU ; 54 ; lege ; 1532 
 239 ; 5 копеек ; 1889 ; СПБ АГ ; Ag ; AU ; 35 ; lege ; 2001 
 240 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; AU ; 23 ; gavrik ; 543 
 241 ; 5 копеек ; 1891 ; СПБ АГ ; Ag ; AU ; 48 ; and ; 1588 
 242 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; VF+ ; 31 ; VR62 ; 88 
 243 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; AU ; 53 ; lege ; 1530 
 244 ; 5 копеек ; 1897 ; СПБ АГ ; Ag ; VF ; 3 ; moneta ; 102 
 245 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; VF ; 3 ; Lena13 ; 175 
 246 ; 5 копеек ; 1899 ; СПБ АГ ; Ag ; VF ; 29 ; VR62 ; 82 
 247 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; VF-XF ; 52 ; peck ; 393 
 248 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; XF+ ; 48 ; gavrik ; 472 
 249 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; VF+ ; 3 ; moneta ; 102 
 250 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; VF-XF ; 61 ; peck ; 209 
 251 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; XF+ ; 51 ; кладовик ; 203 
 252 ; 5 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF ; 109 ; spektr ; 612 
 253 ; 5 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 37 ; ghjk ; 342 
 254 ; 5 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 5 ; alex22 ; 156 
 255 ; 5 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF- ; 18 ; V ; 531 
 256 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF- ; 52 ; peck ; 290 
 157 ; 15 копеек ; 1897 ; СПБ АГ ; Ag ; F+ ; 22 ; krokodil ; 439 
 158 ; 15 копеек ; 1898 ; СПБ АГ ; Ag ; F+ ; 4 ; krokodil ; 54 
 159 ; 15 копеек ; 1899 ; СПБ АГ ; Ag ; VF+ ; 37 ; V ; 459 
 160 ; 15 копеек ; 1900 ; СПБ ФЗ ; Ag ; VF+ ; 85 ; ghjk ; 188 
 161 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; VF ; 19 ; alexey_s ; 57 
 162 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; F+ ; 7 ; corner ; 29 
 163 ; 15 копеек ; 1903 ; СПБ АР ; Ag ; F+ ; 19 ; alex995 ; 37 
 164 ; 15 копеек ; 1904 ; СПБ АР ; Ag ; F-VF ; 12 ; corner ; 35 
 165 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; VF+ ; 69 ; ghjk ; 131 
 166 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF+ ; 33 ; Alexey7 ; 71 
 167 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 12 ; corner ; 50 
 168 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF-XF ; 15 ; o.k. ; 63 
 169 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 13 ; corner ; 31 
 170 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; AU ; 83 ; Kolya-kms ; 816 
 171 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; XF+ ; 77 ; chip ; 300 
 172 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF ; 14 ; Poiuyt ; 43 
 173 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; AU ; 48 ; alex0223 ; 362 
 174 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF+ ; 25 ; lesnik1 ; 93 
 175 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF+ ; 18 ; first ; 93 
 176 ; 15 копеек ; 1909 ; СПБ ЭБ ; Ag ; AU ; 39 ; Зубков ; 365 
 177 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF+ ; 22 ; peck ; 357 
 178 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 22 ; niger ; 128 
 179 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 27 ; кладовик ; 100 
 180 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 31 ; Иван Фокич ; 357 
 181 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; VF- ; 5 ; obob999 ; 44 
 182 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF- ; 32 ; moneta ; 73 
 183 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 7 ; lesnik1 ; 93 
 184 ; Гривенник ; 1744 ;  ; Ag ; VF- ; 127 ; топтун ; 3063 
 185 ; Гривенник ; 1748 ;  ; Ag ; F-VF ; 89 ; 001 ; 1345 
 186 ; Гривенник ; 1771 ; СПБ TI ; Ag ; VF- ; 58 ; Максимус 1 ; 5500 
 187 ; Гривенник ; 1785 ; СПБ ; Ag ; F-VF ; 90 ; irv ; 1529 
 188 ; Гривенник. Екатерина II ; 1777-1796 ;  ; Ag ; F-VF ; 56 ; bklad ; 320 
 189 ; 10 копеек ; 1821 ; СПБ ПД ; Ag ; VF+ ; 69 ; ghjk ; 787 
 190 ; 10 копеек ; 1827 ; СПБ НГ ; Ag ; VF ; 85 ; Alexdav ; 4117 
 191 ; 10 копеек ; 1833 ; СПБ НГ ; Ag ; VF-XF ; 52 ; max7421 ; 5311 
 192 ; 10 копеек ; 1847 ; СПБ ПА ; Ag ; F ; 74 ; jj ; 251 
 193 ; 10 копеек ; 1861 ; СПБ ФБ ; Ag ; F-VF ; 42 ; krokodil ; 421 
 194 ; 10 копеек ; 1861 ; СПБ ; Ag ; AU ; 69 ; alex0223 ; 705 
 195 ; 10 копеек. Отверстие 12 часов ; 1861 ; СПБ ; Ag ; F ; 25 ; alex995 ; 38 
 196 ; 10 копеек ; 1876 ; СПБ HI ; Ag ; XF ; 33 ; zigzag ; 666 
 197 ; 10 копеек ; 1887 ; СПБ АГ ; Ag ; VF- ; 56 ; baikal.k ; 310 
 198 ; 10 копеек ; 1896 ; СПБ АГ ; Ag ; F ; 13 ; krokodil ; 80 
 199 ; 10 копеек ; 1900 ; СПБ ФЗ ; Ag ; VF- ; 7 ; moneta ; 55 
 200 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; F ; 3 ; moneta ; 41 
 201 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; VF+ ; 38 ; ghjk ; 411 
 202 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; F+ ; 22 ; moneta ; 65 
 203 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; F+ ; 28 ; obob999 ; 80 
 204 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF-XF ; 18 ; o.k. ; 81 
 205 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF-XF ; 40 ; niva ; 104 
 206 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF+ ; 33 ; кладовик ; 81 
 107 ; 20 копеек ; 1870 ; СПБ HI ; Ag ; XF+ ; 25 ; nikitarus ; 714 
 108 ; 20 копеек ; 1872 ; СПБ HI ; Ag ; F-VF ; 32 ; VR62 ; 42 
 109 ; 20 копеек ; 1874 ; СПБ HI ; Ag ; F-VF ; 21 ; _zuev_ ; 59 
 110 ; 20 копеек ; 1875 ; СПБ HI ; Ag ; VF+ ; 15 ; solder13 ; 199 
 111 ; 20 копеек ; 1876 ; СПБ HI ; Ag ; VF+ ; 16 ; zigzag ; 161 
 112 ; 20 копеек ; 1878 ; СПБ НФ ; Ag ; XF+ ; 65 ; Данила ; 1611 
 113 ; 20 копеек ; 1879 ; СПБ НФ ; Ag ; XF+ ; 103 ; est4o ; 941 
 114 ; 20 копеек ; 1880 ; СПБ НФ ; Ag ; F+ ; 34 ; obob999 ; 55 
 115 ; 20 копеек ; 1881 ; СПБ НФ ; Ag ; XF+ ; 91 ; and ; 1621 
 116 ; 20 копеек ; 1889 ; СПБ АГ ; Ag ; F+ ; 36 ; VR62 ; 105 
 117 ; 20 копеек ; 1891 ; СПБ АГ ; Ag ; VF- ; 39 ; VR62 ; 92 
 118 ; 20 копеек ; 1901 ; СПБ ФЗ ; Ag ; VF+ ; 70 ; ghjk ; 241 
 119 ; 20 копеек ; 1902 ; СПБ АР ; Ag ; VF+ ; 120 ; Eugen ; 496 
 120 ; 20 копеек ; 1902 ; СПБ АР ; Ag ; F+ ; 20 ; VR62 ; 59 
 121 ; 20 копеек ; 1903 ; СПБ АР ; Ag ; F+ ; 27 ; VR62 ; 55 
 122 ; 20 копеек ; 1904 ; СПБ АР ; Ag ; VF+ ; 35 ; Poiuyt ; 79 
 123 ; 20 копеек ; 1905 ; СПБ АР ; Ag ; XF+ ; 78 ; ivanov ; 841 
 124 ; 20 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF-XF ; 32 ; ghjk ; 560 
 125 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; XF ; 51 ; RF ; 144 
 126 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF-XF ; 41 ; peck ; 510 
 127 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; F-VF ; 29 ; МИС ; 64 
 128 ; 20 копеек ; 1908 ; СПБ ЭБ ; Ag ; AU ; 40 ; rse ; 793 
 129 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF+ ; 121 ; Drill ; 293 
 130 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; F-VF ; 21 ; МИС ; 51 
 131 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF+ ; 53 ; кладовик ; 200 
 132 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; AU ; 76 ; rizovtpl ; 227 
 133 ; 20 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF ; 52 ; Исаак-Б ; 150 
 134 ; 20 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF-XF ; 52 ; МИС ; 101 
 135 ; 20 копеек ; 1911 ; СПБ ЭБ ; Ag ; AU ; 17 ; peck ; 467 
 136 ; 20 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF+ ; 21 ; мурзилка ; 69 
 137 ; 20 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 23 ; alex0223 ; 114 
 138 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 21 ; alex0223 ; 114 
 139 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 24 ; alex0223 ; 114 
 140 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 37 ; fotograf ; 111 
 141 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 19 ; Иван Фокич ; 120 
 142 ; 20 копеек ; 1915 ; ВС ; Ag ; XF+ ; 33 ; fotograf ; 101 
 143 ; 20 копеек ; 1915 ; ВС ; Ag ; XF- ; 46 ; fotograf ; 102 
 144 ; 15 копеек ; 1785 ; СПБ ; Ag ; F-VF ; 66 ; А25 ; 1472 
 145 ; 15 копеек-1 злотый ; 1838 ; MW Рус.-Пол. ; Ag ; VF- ; 42 ; ghjk ; 513 
 146 ; 15 копеек-1 злотый ; 1839 ; НГ Рус.-Пол. ; Ag ; F-VF ; 90 ; baikal.k ; 785 
 147 ; 15 копеек ; 1861 ; СПБ ФБ ; Ag ; F-VF ; 36 ; krokodil ; 100 
 148 ; 15 копеек ; 1861 ; СПБ ; Ag ; VF-XF ; 80 ; solder13 ; 489 
 149 ; 15 копеек ; 1862 ; СПБ МИ ; Ag ; XF+ ; 18 ; shtuka ; 1179 
 150 ; 15 копеек ; 1863 ; СПБ АБ ; Ag ; XF- ; 49 ; А25 ; 520 
 151 ; 15 копеек ; 1865 ; СПБ НФ ; Ag ; VF+ ; 42 ; suhua ; 332 
 152 ; 15 копеек ; 1869 ; СПБ HI ; Ag ; F ; 7 ; moneta ; 53 
 153 ; 15 копеек ; 1870 ; СПБ HI ; Ag ; VF-XF ; 42 ; Олег33 ; 740 
 154 ; 15 копеек. Гурт убраны напайки ; 1871 ; СПБ HI ; Ag ; F-VF ; 9 ; VR62 ; 37 
 155 ; 15 копеек ; 1876 ; СПБ HI ; Ag ; VF ; 55 ; spektr ; 204 
 156 ; 15 копеек ; 1877 ; СПБ HI ; Ag ; VF-XF ; 47 ; krokodil ; 1530 
 57 ; Рубль ; 1913 ; На 300-летие Дома Романовых ; Ag ; AU ; 32 ; gavrik ; 6324 
 58 ; Рубль ; 1913 ; На 300-летие Дома Романовых ; Ag ; VF- ; 25 ; o.k. ; 4486 
 59 ; 3/4 рубля-5 злотых. Ремонт гурта ; 1835 ; MW Рус.-Пол. ; Ag ; VF-XF ; 42 ; rnv_64 ; 4233 
 60 ; 3/4 рубля-5 злотых ; 1836 ; MW Рус.-Пол. ; Ag ; F-VF ; 21 ; МИС ; 1794 
 61 ; Полтина ; 1812 ; СПБ МФ ; Ag ; F-VF ; 33 ; drn137 ; 1251 
 62 ; Полтина ; 1813 ; СПБ ПС ; Ag ; F+ ; 18 ; alexey_s ; 324 
 63 ; Полтина ; 1818 ; СПБ ПС ; Ag ; VF- ; 58 ; von_Schwarz ; 918 
 64 ; Полтина ; 1818 ; СПБ ПС ; Ag ; F-VF ; 34 ; kozl2002 ; 722 
 65 ; Полтина ; 1819 ; СПБ ПС ; Ag ; VF- ; 75 ; rnv_64 ; 1291 
 66 ; Полтина ; 1856 ; СПБ ФБ ; Ag ; VF-XF ; 126 ; пятак ; 6008 
 67 ; Полтина ; 1877 ; СПБ HI ; Ag ; XF- ; 102 ; ghjk ; 5317 
 68 ; Полтина ; 1894 ; (АГ) ; Ag ; F-VF ; 41 ; aleks7 ; 1536 
 69 ; Полтина ; 1894 ; (АГ) ; Ag ; F ; 18 ; VR62 ; 469 
 70 ; Полтина ; 1896 ; ( * ) ; Ag ; F-VF ; 6 ; МИС ; 327 
 71 ; Полтина ; 1897 ; ( * ) ; Ag ; VF- ; 16 ; Mike! ; 479 
 72 ; Полтина ; 1897 ; ( * ) ; Ag ; F-VF ; 9 ; МИС ; 500 
 73 ; Полтина. Убрана подвеска 12 часов ; 1897 ; ( * ) ; Ag ; F ; 14 ; маятник ; 371 
 74 ; Полтина ; 1899 ; (АГ) АГ ; Ag ; VF- ; 15 ; МИС ; 379 
 75 ; Полтина ; 1912 ; (ЭБ) АГ ; Ag ; XF ; 53 ; vlad-rom ; 1006 
 76 ; Полтина ; 1912 ; (ЭБ) АГ ; Ag ; VF+ ; 53 ; Банзай ; 928 
 77 ; Полтина ; 1913 ; (ВС) АГ ; Ag ; AU ; 86 ; niger ; 2234 
 78 ; 30 копеек-2 злотых ; 1837 ; MW Рус.-Пол. ; Ag ; VF- ; 39 ; o.k. ; 857 
 79 ; 30 копеек-2 злотых ; 1838 ; MW Рус.-Пол. ; Ag ; F-VF ; 28 ; rnv_64 ; 859 
 80 ; 30 копеек-2 злотых ; 1841 ; MW Рус.-Пол. ; Ag ; VF- ; 63 ; пятак ; 2960 
