 5647 ; Конверт со спецгашением Гренландия ; 2001 ;  ;  ;  ; 11 ; dizdigator ; 101 
 771 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 11 ; petriuspo ; 79 
 772 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 63 ; StasStas ; 248 
 773 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 10 ; Краснодар ; 94 
 774 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 9 ; Monah ; 102 
 775 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 10 ; Monah ; 102 
 776 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 8 ; xeljdbot1 ; 102 
 777 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Новгородский ден.двор ; Ag ; VF ; 57 ; Andre32 ; 329 
 778 ; Копейка ; 1606-1610 ; Василий Шуйский Псковский ден.двор ; Ag ; VF ; 16 ; акопа ; 173 
 779 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F ; 18 ; ask ; 204 
 780 ; Копейка ; 1645-1676 ; Алексей Михайлович Кукейнойский ден.двор ; Cu ; VF ; 19 ; Monah ; 527 
 781 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F ; 9 ; rirosrob ; 153 
 782 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; VG ; 8 ; Vasilyi9 ; 90 
 783 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F+ ; 6 ; Monah ; 51 
 784 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; VF- ; 8 ; Monah ; 72 
 785 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F-VF ; 6 ; Monah ; 72 
 786 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 10 ; Monah ; 90 
 787 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 11 ; Monah ; 90 
 788 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 10 ; Monah ; 90 
 789 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 6 ; porte33 ; 72 
 790 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 10 ; Monah ; 75 
 791 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 11 ; porte33 ; 88 
 792 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 8 ; Краснодар ; 57 
 793 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 8 ; porte33 ; 88 
 794 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 11 ; Краснодар ; 57 
 795 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 8 ; Monah ; 90 
 796 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 10 ; porte33 ; 75 
 797 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 10 ; porte33 ; 72 
 798 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 19 ; Monah ; 101 
 799 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 11 ; Краснодар ; 59 
 800 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 7 ; Краснодар ; 57 
 801 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 10 ; porte33 ; 72 
 802 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 12 ; Краснодар ; 68 
 803 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 13 ; ship-nik ; 72 
 804 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 18 ; Краснодар ; 57 
 705 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF+ ; 22 ; Доктор Никитин ; 174 
 706 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 28 ; rusin ; 126 
 707 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 11 ; oleg632112 ; 102 
 708 ; Денга "Дозор". Иван III Васильевич ; 1462-1505 ;  ; Ag ; F- ; 27 ; StasStas ; 170 
 709 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 37 ; petriuspo ; 71 
 710 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF- ; 14 ; eugraphus ; 76 
 711 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 34 ; ГдРъ ; 256 
 712 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF ; 27 ; Пограничник ; 357 
 713 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF ; 37 ; Roskur ; 317 
 714 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 40 ; Andre32 ; 212 
 715 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 28 ; ГдРъ ; 232 
 716 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF ; 25 ; Пограничник ; 177 
 717 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; VF ; 24 ; eugraphus ; 340 
 718 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; VF ; 36 ; ВС ; 319 
 719 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; VF ; 9 ; aziya11 ; 101 
 720 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; VF ; 55 ; ГдРъ ; 275 
 721 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; VF ; 38 ; ЛАВ-13 ; 398 
 722 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; VF ; 26 ; ask ; 204 
 723 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; VF ; 27 ; aziya11 ; 155 
 724 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; VF ; 17 ; 21011984andrei ; 225 
 725 ; Копейка ; 1682-1696 ; Петр Алексеевич ; Ag ; VF ; 16 ; krugerrand ; 204 
 726 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 20 ; lestes ; 642 
 727 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 18 ; oleg632112 ; 144 
 728 ; Денга. Обломана ; 1462-1505 ; Иван III Васильевич ; Ag ; VG ; 32 ; Ивпага ; 114 
 729 ; Денга. Иван III Васильевич ; 1462-1505 ;  ; Ag ; F-VF ; 21 ; StasStas ; 267 
 730 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 41 ; 21011984andrei ; 171 
 731 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F- ; 35 ; Vasilyi9 ; 147 
 732 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; VF ; 19 ; MMM371 ; 261 
 733 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 34 ; petriuspo ; 72 
 734 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Московский ден.двор ; Ag ; VF ; 36 ; ГдРъ ; 555 
 735 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF ; 23 ; Andre32 ; 253 
 736 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF ; 12 ; ГдРъ ; 161 
 737 ; Копейка ; 1606-1610 ; Василий Шуйский Новгородский ден.двор ; Ag ; VF ; 11 ; ГдРъ ; 206 
 738 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; VF ; 28 ; ЛАВ-13 ; 907 
 739 ; Копейка ; 1612-1613 ; Второе земское ополчение Ярославский ден.двор ; Ag ; VF ; 36 ; ГдРъ ; 1009 
 740 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; VF ; 18 ; lestes ; 444 
 741 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF ; 14 ; ААФ ; 263 
 742 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; VF ; 25 ; KdL ; 247 
 743 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 12 ; MMM371 ; 114 
 744 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 8 ; porte33 ; 81 
 745 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 12 ; xeljdbot1 ; 72 
 746 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 10 ; porte33 ; 81 
 747 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 12 ; Краснодар ; 78 
 748 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 28 ; rusin ; 79 
 749 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 8 ; asnik ; 101 
 750 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 13 ; Vasilyi9 ; 104 
 751 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 8 ; porte33 ; 72 
 752 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF+ ; 20 ; ana9152 ; 181 
 753 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF+ ; 41 ; cotangens ; 508 
 754 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF+ ; 36 ; cotangens ; 505 
 655 ; Лот монет России для Финляндии: 1 пенни (56шт) ; 19-20вв ;  ; Cu ; XF+/VG ; 29 ; Bur-32 ; 2403 
 656 ; Лот монет России для Финляндия (23шт): 5 пенни,1пенни ; 19-20вв ;  ; Cu ; XF+/VG ; 14 ; Hikon ; 1202 
 657 ; Лот монет России (21шт): 2 коп ; 1811-1826 ;  ; Cu ; VG/G ; 18 ; Транжира ; 556 
 658 ; Лот монет России (12шт): 2коп ; 1757-1763 ;  ; Cu ; G ; 48 ; Транжира ; 826 
 659 ; Лот монет России: 5,3,2,1 коп, полушка (9шт) ; 1794-1891 ;  ; Cu ; VG/G ; 44 ; MMM371 ; 1530 
 660 ; Лот монет России (12шт): 2коп,1коп ; 1758-1801 ;  ; Cu ; VG/G ; 45 ; sharapov.s21 ; 1698 
 661 ; Лот монет России (15шт): 1 коп ; 1874-1916 ;  ; Cu ; VG/G ; 25 ; циркус ; 249 
 662 ; Лот монет России: 1/2 коп (12шт) ; 1912-1914 ;  ; Cu ; F-/VG ; 23 ; Винтаж ; 826 
 663 ; Лот монет России (5шт): 1/2коп ; 1912 ;  ; Cu ; VF-XF/VF ; 25 ; Винтаж ; 510 
 664 ; Денга. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Ag ; VF+ ; 35 ; ЛАВ-13 ; 5781 
 665 ; Денга. Обломана ; 1362-1389 ; Дмитрий Иванович (Донской) ; Ag ; VG ; 39 ; KdL ; 6689 
 666 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 14 ; Hikon ; 216 
 667 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 31 ; veet2005 ; 500 
 668 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 32 ; Monah ; 236 
 669 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VG ; 32 ; Monah ; 1020 
 670 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 41 ; Monah ; 319 
 671 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 38 ; lestes ; 363 
 672 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 23 ; Roskur ; 450 
 673 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 29 ; Monah ; 464 
 674 ; Денга. Князь Владимир Андреевич Храбрый ; 1358-1410 ; Серпуховское Удельное Княжество ; Ag ; F-VF ; 85 ; Изид ; 12287 
 675 ; Денга. Князь Борис Александрович ; 1425-1461 ; Великое Княжество Тверское ; Ag ; VF-XF ; 57 ; ЛАВ-13 ; 8023 
 676 ; Денга. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское ; Ag ; VF ; 53 ; ЛАВ-13 ; 6208 
 677 ; Денга. Великое кн-во Тверское. Князь Михаил Борисович ; 1461-1485 ;  ; Ag ; VF- ; 39 ; Monah ; 3502 
 678 ; Денга. Князь Иван Андреевич ; 1432-1454 ; Удельное Княжество Можайское ; Ag ; VF- ; 35 ; Фофорс ; 1938 
 679 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F ; 33 ; Пограничник ; 526 
 680 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F+ ; 19 ; Dahan ; 172 
 681 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F+ ; 18 ; Изид ; 510 
 682 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F ; 19 ; ААФ ; 301 
 683 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F ; 20 ; ААФ ; 301 
 684 ; Денга ; 1420-1478 ; Великий Новгород ; Ag ; F+ ; 21 ; ААФ ; 519 
 685 ; Денга ; 1425-1510 ; Псков ; Ag ; F+ ; 31 ; ААФ ; 1304 
 686 ; Денга ; 1425-1510 ; Псков ; Ag ; F ; 30 ; ААФ ; 1029 
 687 ; Денга ; 1389-1425 ; Василий Дмитриевич ; Ag ; F+ ; 41 ; Dahan ; 331 
 688 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 63 ; val211 ; 666 
 689 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 50 ; Monah ; 644 
 690 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 39 ; ААФ ; 812 
 691 ; Денга. Удельное кн-во Можайское ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 68 ; SirPi ; 2042 
 692 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF ; 65 ; 21011984andrei ; 391 
 693 ; Денга псковская ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 40 ; Andre32 ; 231 
 694 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 41 ; Vanomah ; 213 
 695 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 9 ; rusin ; 79 
 696 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF- ; 6 ; Краснодар ; 46 
 697 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF ; 9 ; hemiechinus ; 76 
 698 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 26 ; hemiechinus ; 123 
 699 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 28 ; 21011984andrei ; 159 
 700 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 44 ; 21011984andrei ; 159 
 701 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; VF- ; 18 ; petriuspo ; 136 
 702 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF ; 43 ; 21011984andrei ; 190 
 703 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; VF ; 30 ; SirPi ; 125 
 704 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 20 ; xeljdbot1 ; 90 
 605 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 22 ; alien34 ; 120 
 606 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 14 ; STANDART ; 114 
 607 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF+ ; 10 ; alien34 ; 153 
 608 ; 1 пенни ; 1874 ; Финляндия ; Cu ; XF ; 23 ; CMSpb ; 907 
 609 ; 1 пенни ; 1875 ; Финляндия ; Cu ; XF- ; 24 ; НЗ ; 1025 
 610 ; 1 пенни ; 1876 ; Финляндия ; Cu ; XF- ; 17 ; Vilich ; 1015 
 611 ; 1 пенни ; 1883 ; Финляндия ; Cu ; XF ; 36 ; ssbb333 ; 308 
 612 ; 1 пенни ; 1891 ; Финляндия ; Cu ; VF+ ; 22 ; lva08 ; 235 
 613 ; 1 пенни ; 1892 ; Финляндия ; Cu ; AU ; 67 ; mih ; 1124 
 614 ; 1 пенни ; 1893 ; Финляндия ; Cu ; AU ; 15 ; ГдРъ ; 206 
 615 ; 1 пенни ; 1894 ; Финляндия ; Cu ; XF ; 26 ; alex2016 ; 225 
 616 ; 1 пенни ; 1895 ; Финляндия ; Cu ; XF+ ; 35 ; НЗ ; 413 
 617 ; 1 пенни ; 1900 ; Финляндия ; Cu ; VF-XF ; 21 ; SER 888 ; 50 
 618 ; 1 пенни. В капсуле ННР. MS62BN ; 1900 ; Финляндия ; Cu ;  ; 18 ; Vasiliy_t ; 327 
 619 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF- ; 9 ; Bur-32 ; 90 
 620 ; 1 пенни ; 1901 ; Финляндия ; Cu ; AU ; 14 ; Корсиканец ; 510 
 621 ; 1 пенни ; 1904 ; Финляндия ; Cu ; AU ; 18 ; русман ; 1481 
