 1365 ; 10 копеек, в капсуле PCGS ; 1958 ;  ; Cu-Ni ; MS62 ; 18 ; to-to ; 69000 
 484 ; 5 копеек ; 1837 ; ЕМ КТ ; Cu ; VF ; 71 ; fokin ; 510 
 485 ; 5 копеек ; 1837 ; ЕМ НА ; Cu ; VF+ ; 72 ; чук ; 1344 
 486 ; 5 копеек (Ильин-1р) ; 1837 ; СМ ; Cu ; VF- ; 33 ; чук ; 599 
 487 ; 5 копеек ; 1839 ; ЕМ НА ; Cu ; VF ; 36 ; off ; 622 
 488 ; 5 копеек ; 1858 ; ЕМ ; Cu ; VF+ ; 75 ; 33333335 ; 1066 
 489 ; 5 копеек ; 1859 ; ЕМ ; Cu ; VF+ ; 60 ; Vb[fksx ; 1518 
 490 ; 5 копеек ; 1861 ; ЕМ ; Cu ; VF ; 23 ; sikachai ; 620 
 491 ; 5 копеек ; 1863 ; ЕМ ; Cu ; VF+ ; 62 ; akula ; 680 
 492 ; 5 копеек ; 1864 ; ЕМ ; Cu ; VF ; 66 ; crackjack ; 580 
 493 ; 5 копеек ; 1865 ; ЕМ ; Cu ; VF+ ; 54 ; crackjack ; 1785 
 494 ; 5 копеек ; 1866 ; ЕМ ; Cu ; VF+ ; 53 ; амбал ; 1113 
 495 ; 5 копеек ; 1869 ; ЕМ ; Cu ; VF+ ; 23 ; off ; 671 
 496 ; 5 копеек ; 1870 ; ЕМ ; Cu ; VF+ ; 67 ; wladimir1972 ; 278 
 497 ; 5 копеек ; 1871 ; ЕМ ; Cu ; VF+ ; 47 ; Игорь Викторович ; 2053 
 498 ; 5 копеек ; 1872 ; ЕМ ; Cu ; VF+ ; 47 ; crackjack ; 485 
 499 ; 5 копеек ; 1873 ; ЕМ ; Cu ; VF ; 37 ; мурзилка ; 312 
 500 ; 5 копеек ; 1876 ; СПБ ; Cu ; VF+ ; 75 ; wladimir1972 ; 1071 
 501 ; 5 копеек ; 1911 ; СПБ ; Cu ; XF+ ; 54 ; PrimeR ; 2440 
 502 ; 3 копейки ; 1841 ; ЕМ ; Cu ; VF ; 62 ; alz08 ; 1046 
 503 ; 3 копейки ; 1841 ; СПМ ; Cu ; VF+ ; 65 ; 26140 ; 922 
 504 ; 3 копейки ; 1843 ; ЕМ ; Cu ; VF ; 57 ; pmaster ; 936 
 505 ; 3 копейки ; 1844 ; ЕМ ; Cu ; VF+ ; 41 ; кве ; 1587 
 506 ; 3 копейки ; 1860 ; ЕМ ; Cu ; VF ; 38 ; 26140 ; 426 
 407 ; 25 пенни ; 1910 ; L Финляндия ; Ag ; AU ; 49 ; ealiev ; 1856 
 408 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; UNC/AU ; 45 ; каламбурчик ; 1025 
 409 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; UNC/AU ; 68 ; serg98 ; 313 
 410 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; UNC/AU ; 52 ; 496 ; 507 
 411 ; 25 пенни. Корона ; 1917 ; S Финляндия ; Ag ; UNC/AU ; 67 ; DI142 ; 1067 
 412 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; UNC/AU ; 48 ; 496 ; 703 
 413 ; 10 копеек (Петров-5р, Ильин-3р) ; 1767 ; "Сибирь" ; Cu ; F ; 62 ; арбат ; 9497 
 414 ; 10 копеек ; 1775 ; КМ "Сибирь" ; Cu ; XF- ; 74 ; OMT ; 12264 
 415 ; 10 копеек ; 1834 ; ЕМ ФХ ; Cu ; VF+ ; 65 ; PolAn ; 1938 
 416 ; 5 копеек ; 1758 ;  ; Cu ; VF ; 28 ; volod ; 363 
 417 ; 5 копеек (Петров-1р, Ильин-1р) ; 1759 ; ММ ; Cu ; VF- ; 76 ; volod ; 239 
 418 ; 5 копеек ; 1759 ;  ; Cu ; VF+ ; 20 ; skupoy ; 825 
 419 ; 5 копеек ; 1760 ;  ; Cu ; VF ; 90 ; fokin ; 424 
 420 ; 5 копеек ; 1761 ;  ; Cu ; VF+ ; 56 ; ForeverYoung ; 616 
 421 ; 5 копеек ; 1762 ;  ; Cu ; VF ; 46 ; skupoy ; 1000 
 422 ; 5 копеек ; 1763 ; ММ ; Cu ; VF+ ; 36 ; 104 кг ; 588 
 423 ; 5 копеек ; 1763 ; СПМ ; Cu ; VF ; 44 ; volod ; 781 
 424 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF+ ; 33 ; Гоффман ; 309 
 425 ; 5 копеек ; 1765 ; ЕМ ; Cu ; VF+ ; 29 ; Гоффман ; 461 
 426 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF ; 35 ; fokin ; 235 
 427 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF+ ; 31 ; fokin ; 488 
 428 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VF+ ; 20 ; вуди ; 369 
 429 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF+ ; 30 ; volod ; 291 
 430 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF-XF ; 23 ; 439 ; 787 
 431 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF+ ; 19 ; vagvagvag ; 279 
 432 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF-XF ; 9 ; solder13 ; 352 
 433 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF+ ; 30 ; volod ; 323 
 434 ; 5 копеек ; 1773 ; КМ "Сибирь" ; Cu ; VF-XF ; 31 ; Маша-растеряша ; 3060 
 435 ; 5 копеек ; 1774 ; ЕМ ; Cu ; VF+ ; 34 ; solder13 ; 395 
 436 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF+ ; 21 ; volod ; 279 
 437 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF-XF ; 31 ; 439 ; 359 
 438 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF-XF ; 24 ; volod ; 383 
 439 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF-XF ; 35 ; Hada ; 482 
 440 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 1 ; andrex ; 800 
 441 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF-XF ; 46 ; liger ; 550 
 442 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF-XF ; 52 ; pissimist ; 327 
 443 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF+ ; 13 ; торнадо ; 246 
 444 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF+ ; 26 ; solder13 ; 255 
 445 ; 5 копеек ; 1782 ; КМ ; Cu ; VF ; 80 ; Гриша ; 956 
 446 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF-XF ; 21 ; 439 ; 313 
 447 ; 5 копеек.Вес-40,2гр. ; 1783 ; ЕМ ; Cu ; VF+ ; 67 ; _kit ; 1593 
 448 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF+ ; 32 ; volod ; 271 
 449 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF+ ; 15 ; volod ; 361 
 450 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF-XF ; 46 ; liger ; 521 
 451 ; 5 копеек ; 1786 ; КМ ; Cu ; VF+ ; 54 ; liger ; 1518 
 452 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF ; 34 ; trigl ; 304 
 453 ; 5 копеек ; 1787 ; КМ ; Cu ; VF+ ; 41 ; 104 кг ; 1122 
 454 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 31 ; wertu ; 267 
 455 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF-XF ; 11 ; Hada ; 591 
 456 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 43 ; volod ; 383 
 357 ; 1 марка ; 1865 ; S Финляндия ; Ag ; XF ; 21 ; trigl ; 676 
 358 ; 1 марка ; 1866 ; S Финляндия ; Ag ; XF ; 47 ; ganza ; 663 
 359 ; 1 марка ; 1867 ; S Финляндия ; Ag ; VF+ ; 49 ; o.k. ; 781 
 360 ; 1 марка ; 1872 ; S Финляндия ; Ag ; XF ; 3 ; kondor300 ; 1022 
 361 ; 1 марка ; 1874 ; S Финляндия ; Ag ; XF ; 54 ; _kit ; 846 
 362 ; 1 марка ; 1890 ; L Финляндия ; Ag ; XF+ ; 59 ; BST ; 1470 
 363 ; 1 марка ; 1892 ; L Финляндия ; Ag ; XF ; 127 ; ganza ; 676 
 364 ; 1 марка ; 1893 ; L Финляндия ; Ag ; XF ; 33 ; ganza ; 691 
 365 ; 1 марка ; 1907 ; L Финляндия ; Ag ; UNC/AU ; 52 ; 496 ; 4522 
 366 ; 1 марка ; 1908 ; L Финляндия ; Ag ; XF+ ; 42 ; кве ; 1541 
 367 ; 1 марка ; 1915 ; S Финляндия ; Ag ; UNC/AU ; 55 ; balaklava ; 2267 
 368 ; 50 пенни ; 1864 ; S Финляндия ; Ag ; VF-XF ; 79 ; dimon46 ; 1288 
 369 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; XF+ ; 43 ; kondor300 ; 2064 
 370 ; 50 пенни ; 1866 ; S Финляндия ; Ag ; VF+ ; 53 ; von_Schwarz ; 931 
 371 ; 50 пенни ; 1869 ; S Финляндия ; Ag ; VF+ ; 76 ; dimon46 ; 1287 
 372 ; 50 пенни ; 1871 ; S Финляндия ; Ag ; XF+ ; 69 ; Woker ; 937 
 373 ; 50 пенни ; 1872 ; S Финляндия ; Ag ; AU ; 55 ; ealiev ; 3098 
 374 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF-XF ; 8 ; kondor300 ; 797 
 375 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF-XF ; 31 ; loyig ; 282 
 376 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; AU ; 35 ; balaklava ; 1873 
 377 ; 50 пенни ; 1891 ; L Финляндия ; Ag ; AU ; 40 ; кве ; 3114 
 378 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; AU ; 41 ; каламбурчик ; 1836 
 379 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; XF+ ; 55 ; nils5 ; 521 
 380 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; XF+ ; 75 ; ealiev ; 864 
 381 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; XF+ ; 42 ; werespider ; 250 
 382 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; UNC/AU ; 60 ; 496 ; 941 
 383 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; UNC/AU ; 89 ; DmitryA ; 787 
 384 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; UNC/AU ; 82 ; 496 ; 493 
 385 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; UNC/AU ; 63 ; Harlock ; 297 
 386 ; 50 пенни. Корона ; 1917 ; S Финляндия ; Ag ; UNC/AU ; 74 ; DI142 ; 1326 
 387 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; UNC/AU ; 41 ; 496 ; 932 
 388 ; 25 пенни ; 1865 ; S Финляндия ; Ag ; XF+ ; 39 ; шев ; 2867 
 389 ; 25 пенни ; 1866 ; S Финляндия ; Ag ; XF ; 21 ; kondor300 ; 1300 
 390 ; 25 пенни ; 1871 ; S Финляндия ; Ag ; VF ; 70 ; 542 ; 1020 
 391 ; 25 пенни ; 1872 ; S Финляндия ; Ag ; XF+ ; 40 ; шев ; 2001 
 392 ; 25 пенни ; 1873 ; S Финляндия ; Ag ; XF+ ; 56 ; кве ; 918 
 393 ; 25 пенни ; 1875 ; S Финляндия ; Ag ; XF ; 31 ; kondor300 ; 833 
 394 ; 25 пенни ; 1889 ; L Финляндия ; Ag ; AU/XF ; 77 ; E.V.A. ; 807 
 395 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; AU ; 36 ; RAF ; 2050 
 396 ; 25 пенни ; 1891 ; L Финляндия ; Ag ; XF+ ; 8 ; kondor300 ; 665 
 397 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; XF+ ; 38 ; za-via ; 479 
 398 ; 25 пенни ; 1897 ; L Финляндия ; Ag ; AU ; 26 ; balaklava ; 1734 
 399 ; 25 пенни ; 1898 ; L Финляндия ; Ag ; AU ; 39 ; RAF ; 2040 
 400 ; 25 пенни ; 1899 ; L Финляндия ; Ag ; XF ; 4 ; kondor300 ; 612 
 401 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; AU/XF ; 16 ; verunk1 ; 722 
 402 ; 25 пенни ; 1902 ; L Финляндия ; Ag ; VF+ ; 44 ; loyig ; 725 
 403 ; 25 пенни ; 1906 ; L Финляндия ; Ag ; VF-XF ; 41 ; eugraphus ; 456 
 404 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; XF+ ; 41 ; каменьщик 4 ; 265 
 405 ; 25 пенни ; 1908 ; L Финляндия ; Ag ; XF+ ; 16 ; каменьщик 4 ; 306 
 406 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; UNC/AU ; 83 ; DmitryA ; 1112 
 307 ; 5 копеек ; 1851 ; СПБ ПА ; Ag ; AU/XF ; 166 ; das12 ; 1663 
 308 ; 5 копеек ; 1852 ; СПБ ПА ; Ag ; XF+ ; 111 ; verunk1 ; 2040 
 309 ; 5 копеек ; 1853 ; СПБ HI ; Ag ; XF ; 51 ; kondor300 ; 3471 
 310 ; 5 копеек ; 1854 ; СПБ HI ; Ag ; AU ; 63 ; dsidorov ; 3725 
 311 ; 5 копеек ; 1855 ; СПБ HI ; Ag ; AU/XF ; 68 ; Alex22D ; 5073 
 312 ; 5 копеек ; 1860 ; СПБ ФБ ; Ag ; VF ; 80 ; foxmuld ; 1916 
 313 ; 5 копеек ; 1867 ; СПБ HI ; Ag ; XF- ; 23 ; долгово ; 2975 
 314 ; 5 копеек ; 1868 ; СПБ HI ; Ag ; VF- ; 24 ; 26140 ; 1337 
 315 ; 5 копеек ; 1870 ; СПБ HI ; Ag ; XF+ ; 47 ; cr1390 ; 3397 
 316 ; 5 копеек ; 1875 ; СПБ HI ; Ag ; XF ; 53 ; кве ; 6184 
 317 ; 5 копеек ; 1876 ; СПБ HI ; Ag ; XF ; 15 ; Alex22D ; 2333 
 318 ; 5 копеек ; 1877 ; СПБ HI ; Ag ; AU/XF ; 59 ; долгово ; 6489 
 319 ; 5 копеек ; 1879 ; СПБ НФ ; Ag ; VF+ ; 46 ; долгово ; 1994 
 320 ; 5 копеек ; 1880 ; СПБ НФ ; Ag ; XF+ ; 58 ; долгово ; 7518 
 321 ; 5 копеек ; 1881 ; СПБ НФ ; Ag ; XF/AU ; 105 ; lege ; 7752 
 322 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; XF/AU ; 107 ; сторож91 ; 1102 
 323 ; 5 копеек ; 1883 ; СПБ ДС ; Ag ; VF ; 71 ; dimon46 ; 1848 
 324 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; XF/AU ; 67 ; serg2010 ; 1248 
 325 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; AU ; 44 ; каламбурчик ; 1224 
 326 ; 5 копеек ; 1889 ; СПБ АГ ; Ag ; XF ; 47 ; loyig ; 1020 
 327 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; XF ; 64 ; чук ; 1000 
 328 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; XF ; 79 ; supreme ; 459 
 329 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; XF+ ; 52 ; каламбурчик ; 918 
 330 ; 5 копеек ; 1897 ; СПБ АГ ; Ag ; VF-XF ; 87 ; vjacha ; 563 
 331 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; AU ; 55 ; KolobovS ; 1224 
 332 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; AU ; 138 ; nils5 ; 1882 
 333 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; XF ; 116 ; KolobovS ; 647 
 334 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; AU ; 33 ; KolobovS ; 1156 
 335 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; AU ; 85 ; balaklava ; 909 
 336 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; XF+ ; 108 ; прыгун ; 933 
 337 ; 5 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF+ ; 50 ; nils5 ; 2152 
 338 ; 5 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF+ ; 78 ; balaklava ; 1045 
 339 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; AU ; 79 ; сторож91 ; 1214 
 340 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; AU ; 50 ; werespider ; 1559 
 341 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 39 ; kirkar ; 1043 
 342 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 59 ; energo39 ; 827 
 343 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 12 ; werespider ; 714 
 344 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 31 ; Antromis ; 1716 
 345 ; 5 копеек ; 1915 ; ВС ; Ag ; UNC/AU ; 79 ; 496 ; 2001 
 346 ; Двойной абаз ; 1818 ; АТ Грузия ; Ag ; VF- ; 72 ; fordewind ; 8661 
 347 ; 5 злотых ; 1832 ; KG Польша ; Ag ; VF ; 99 ; _kit ; 4590 
 348 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; XF ; 54 ; benc ; 1583 
 349 ; 2 марки ; 1865 ; S Финляндия ; Ag ; AU ; 44 ; balaklava ; 7019 
 350 ; 2 марки ; 1866 ; S Финляндия ; Ag ; XF ; 41 ; kondor300 ; 3927 
 351 ; 2 марки ; 1870 ; S Финляндия ; Ag ; XF+ ; 62 ; RAF ; 1950 
 352 ; 2 марки ; 1872 ; S Финляндия ; Ag ; XF+ ; 43 ; RAF ; 2095 
 353 ; 2 марки ; 1874 ; S Финляндия ; Ag ; XF+ ; 26 ; ealiev ; 3087 
 354 ; 2 марки ; 1906 ; L Финляндия ; Ag ; UNC/AU ; 97 ; priwet ; 13000 
 355 ; 2 марки ; 1907 ; L Финляндия ; Ag ; AU ; 60 ; RAF ; 7578 
 356 ; 2 марки ; 1908 ; L Финляндия ; Ag ; UNC/AU ; 63 ; verunk1 ; 10202 
 257 ; 10 копеек ; 1890 ; СПБ АГ ; Ag ; VF+ ; 70 ; Олег33 ; 573 
 258 ; 10 копеек ; 1899 ; СПБ АГ ; Ag ; XF- ; 36 ; Roman_B ; 1062 
 259 ; 10 копеек ; 1899 ; СПБ ЭБ ; Ag ; VF-XF ; 79 ; PrimeR ; 5106 
 260 ; 10 копеек ; 1900 ; СПБ ФЗ ; Ag ; AU ; 170 ; долгово ; 4533 
 261 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; VF-XF ; 31 ; kondor300 ; 823 
 262 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; AU ; 116 ; долгово ; 4318 
 263 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; XF+ ; 43 ; kondor300 ; 1047 
 264 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF+ ; 75 ; bv812 ; 200 
 265 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF-XF ; 111 ; KolobovS ; 267 
 266 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 127 ; HUNTER1986 ; 555 
 267 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 62 ; сторож91 ; 416 
 268 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 24 ; вуди ; 270 
 269 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 27 ; werespider ; 251 
 270 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 35 ; werespider ; 357 
 271 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 77 ; ronzh ; 169 
 272 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 1 ; sssrr ; 150 
 273 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 74 ; strestas ; 175 
 274 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 64 ; vvt ; 221 
 275 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 41 ; trigl ; 159 
 276 ; 10 копеек. Разновидность по ягодам ; 1915 ; ВС ; Ag ; AU ; 49 ; чук ; 389 
 277 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 3 ; vrd ; 157 
 278 ; 10 копеек. Осака ; 1916 ;  ; Ag ; AU ; 62 ; mich555 ; 2448 
 279 ; 10 копеек ; 1917 ; ВС ; Ag ; AU ; 80 ; ВАР1959 ; 8162 
 280 ; 5 копеек ; 1757 ; СПБ ; Ag ; XF ; 203 ; 67 ; 3632 
 281 ; 5 копеек ; 1798 ; СМ МБ ; Ag ; VF ; 113 ; долгово ; 16142 
 282 ; 5 копеек ; 1813 ; СПБ ПС ; Ag ; VF+ ; 33 ; Виталий 64 ; 551 
 283 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; VF-XF ; 44 ; vvr ; 1224 
 284 ; 5 копеек ; 1819 ; СПБ ПС ; Ag ; VF+ ; 36 ; долгово ; 784 
 285 ; 5 копеек ; 1820 ; СПБ ПС ; Ag ; VF+ ; 31 ; Alex22D ; 1802 
 286 ; 5 копеек ; 1822 ; СПБ ПД ; Ag ; VF-XF ; 40 ; vjacha ; 633 
 287 ; 5 копеек ; 1823 ; СПБ ПД ; Ag ; VF+ ; 32 ; balaklava ; 1530 
 288 ; 5 копеек ; 1824 ; СПБ ПД ; Ag ; VF ; 33 ; demonspb ; 310 
 289 ; 5 копеек ; 1825 ; СПБ ПД ; Ag ; VF ; 16 ; Harder ; 379 
 290 ; 5 копеек ; 1826 ; СПБ НГ ; Ag ; VF+ ; 59 ; lsp25 ; 882 
 291 ; 5 копеек ; 1827 ; СПБ НГ ; Ag ; XF- ; 87 ; das12 ; 1878 
 292 ; 5 копеек ; 1830 ; СПБ НГ ; Ag ; VF-XF ; 47 ; sdfg ; 2130 
 293 ; 5 копеек ; 1831 ; СПБ НГ ; Ag ; VF+ ; 65 ; lsp25 ; 1392 
 294 ; 5 копеек ; 1833 ; СПБ НГ ; Ag ; XF+ ; 59 ; 496 ; 2681 
 295 ; 5 копеек ; 1835 ; СПБ НГ ; Ag ; VF+ ; 20 ; ВАР1959 ; 429 
 296 ; 5 копеек ; 1836 ; СПБ НГ ; Ag ; VF+ ; 9 ; F111A ; 419 
 297 ; 5 копеек ; 1837 ; СПБ НГ ; Ag ; VF+ ; 42 ; o.k. ; 412 
 298 ; 5 копеек ; 1838 ; СПБ НГ ; Ag ; VF+ ; 58 ; Олег33 ; 567 
 299 ; 5 копеек ; 1840 ; СПБ НГ ; Ag ; VF+ ; 15 ; falcom.v ; 455 
 300 ; 5 копеек ; 1843 ; СПБ АЧ ; Ag ; VF-XF ; 110 ; alien34 ; 1122 
 301 ; 5 копеек ; 1844 ; СПБ КБ ; Ag ; VF-XF ; 90 ; Олег33 ; 579 
 302 ; 5 копеек ; 1845 ; СПБ КБ ; Ag ; VF-XF ; 15 ; Олег33 ; 579 
 303 ; 5 копеек ; 1847 ; СПБ ПА ; Ag ; VF-XF ; 5 ; bonipari ; 588 
 304 ; 5 копеек ; 1848 ; СПБ HI ; Ag ; VF-XF ; 98 ; ВАР1959 ; 635 
 305 ; 5 копеек ; 1849 ; СПБ ПА ; Ag ; XF- ; 20 ; Ходор ; 1020 
 306 ; 5 копеек ; 1850 ; СПБ ПА ; Ag ; XF ; 45 ; Uri ; 1851 
 207 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 6 ; Harlock ; 169 
 208 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 36 ; vowa ; 206 
 209 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 19 ; Harlock ; 201 
 210 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 29 ; Harlock ; 196 
 211 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 21 ; strestas ; 206 
 212 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 9 ; Harlock ; 201 
 213 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 19 ; Harlock ; 200 
 214 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 24 ; RAF ; 206 
 215 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 37 ; trigl ; 211 
 216 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 25 ; werespider ; 308 
 217 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 33 ; vowa ; 323 
 218 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 43 ; МК ; 255 
 219 ; 15 копеек. Осака ; 1916 ;  ; Ag ; AU ; 174 ; volod ; 1112 
 220 ; 15 копеек ; 1917 ; ВС ; Ag ; AU ; 42 ; RAF ; 4380 
 221 ; Гривенник ; 1766 ; СПБ TI ; Ag ; VF+ ; 99 ; 16 ; 4329 
 222 ; 10 копеек (Петров-5р, Ильин-4р) ; 1810 ; СПБ ФГ ; Ag ; F+ ; 74 ; santan93 ; 2042 
 223 ; 10 копеек ; 1811 ; СПБ ФГ ; Ag ; XF ; 64 ; долгово ; 10199 
 224 ; 10 копеек ; 1813 ; СПБ ПС ; Ag ; VF+ ; 23 ; Виталий 64 ; 864 
 225 ; 10 копеек ; 1818 ; СПБ ПС ; Ag ; VF ; 30 ; F111A ; 426 
 226 ; 10 копеек ; 1819 ; СПБ ПС ; Ag ; XF+ ; 97 ; про ; 9364 
 227 ; 10 копеек ; 1821 ; СПБ ПД ; Ag ; VF ; 50 ; kgu ; 367 
 228 ; 10 копеек ; 1822 ; СПБ ПД ; Ag ; VF+ ; 61 ; energo39 ; 516 
 229 ; 10 копеек ; 1823 ; СПБ ПД ; Ag ; VF+ ; 50 ; energo39 ; 542 
 230 ; 10 копеек ; 1824 ; СПБ ПД ; Ag ; VF-XF ; 39 ; balaklava ; 7206 
 231 ; 10 копеек (Петров-4р, Ильин-4р) ; 1825 ; СПБ НГ ; Ag ; VF- ; 103 ; арбат ; 9743 
 232 ; 10 копеек ; 1826 ; СПБ НГ ; Ag ; VF+ ; 59 ; cr1390 ; 2408 
 233 ; 10 копеек ; 1826 ; СПБ НГ ; Ag ; VF+ ; 89 ; долгово ; 9180 
 234 ; 10 копеек ; 1827 ; СПБ НГ ; Ag ; XF- ; 231 ; долгово ; 10341 
 235 ; 10 копеек ; 1831 ; СПБ НГ ; Ag ; VF ; 30 ; lsp25 ; 1326 
 236 ; 10 копеек ; 1835 ; СПБ НГ ; Ag ; VF+ ; 33 ; Виталий 64 ; 1339 
 237 ; 10 копеек ; 1839 ; СПБ НГ ; Ag ; VF-XF ; 34 ; dimon46 ; 1541 
 238 ; 10 копеек. Глубокий удар 6 час ; 1843 ; СПБ АЧ ; Ag ; XF- ; 34 ; numez62 ; 1543 
 239 ; 10 копеек ; 1845 ; СПБ КБ ; Ag ; VF+ ; 74 ; dimon46 ; 980 
 240 ; 10 копеек ; 1847 ; СПБ ПА ; Ag ; VF+ ; 59 ; energo39 ; 771 
 241 ; 10 копеек ; 1849 ; СПБ ПА ; Ag ; VF+ ; 54 ; 26140 ; 860 
 242 ; 10 копеек ; 1854 ; СПБ HI ; Ag ; VF+ ; 74 ; долгово ; 2070 
 243 ; 10 копеек ; 1859 ; СПБ ФБ ; Ag ; AU/XF ; 280 ; долгово ; 8602 
 244 ; 10 копеек.Герб-1859 года. ; 1860 ; СПБ ФБ ; Ag ; VF+ ; 89 ; foxmuld ; 6120 
 245 ; 10 копеек ; 1861 ; СПБ ; Ag ; AU/XF ; 63 ; MAD_B ; 615 
