 3263 ; 5 рублей ; 1997 ;  ;  ;  ; 44 ; 1968 ; 102 
 671 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF ; 47 ; кабан ; 423 
 672 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF+ ; 80 ; Fenrir ; 408 
 673 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF- ; 7 ; overshtag ; 135 
 674 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 15 ; минёр ; 115 
 675 ; 2 копейки ; 1810 ; КМ ; Cu ; F-VF ; 47 ; kostya12.04.1994 ; 229 
 676 ; 2 копейки ; 1810 ; КМ ; Cu ; VF ; 22 ; overshtag ; 276 
 677 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 5 ; habenti ; 55 
 678 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF+ ; 6 ; 155оа ; 430 
 679 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF+ ; 3 ; SSK ; 340 
 680 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F ; 13 ; ken ; 14 
 681 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF ; 12 ; tavitrof ; 28 
 682 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF-XF ; 73 ; Cheral2008 ; 363 
 683 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF ; 34 ; semen81 ; 45 
 684 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; VF- ; 11 ; ken ; 19 
 685 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 16 ; zar17 ; 40 
 686 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF+ ; 20 ; ken ; 38 
 687 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; F ; 9 ; ken ; 19 
 688 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 15 ; ken ; 25 
 689 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF- ; 71 ; кабан ; 119 
 690 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF- ; 7 ; кабан ; 102 
 691 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 24 ; Cheral2008 ; 355 
 692 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; VF+ ; 107 ; Пионер ; 214 
 693 ; 2 копейки ; 1810-1830 ;  ; Cu ; F ; 14 ; ken ; 24 
 694 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+ ; 17 ; semen81 ; 27 
 695 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 5 ; 761 ; 36 
 696 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF ; 9 ; SSK ; 201 
 697 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF- ; 4 ; jef688 ; 13 
 698 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF- ; 6 ; overshtag ; 36 
 699 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF- ; 5 ; кабан ; 114 
 700 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 19 ; кабан ; 44 
 701 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF- ; 28 ; кабан ; 169 
 602 ; 2 копейки ; 1767 ; ЕМ ; Cu ; VF- ; 11 ; Анатоль ; 198 
 603 ; 2 копейки ; 1768 ; ЕМ ; Cu ; F-VF ; 9 ; locator79 ; 114 
 604 ; 2 копейки ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 60 ; vitas123 ; 1057 
 605 ; 2 копейки ; 1771 ; ЕМ ; Cu ; F-VF ; 27 ; кабан ; 716 
 606 ; 2 копейки ; 1773 ; ЕМ ; Cu ; F-VF ; 8 ; 161rus ; 95 
 607 ; 2 копейки ; 1788 ; ММ ; Cu ; F-VF ; 17 ; dmytrylat ; 153 
 608 ; 2 копейки ; 1788 ; ММ ; Cu ; VF ; 51 ; agent 007 ; 1036 
 609 ; 2 копейки (Петров-8р, Ильин-3р) ; 1788 ; СПМ ; Cu ; F-VF ; 39 ; ANK ; 2210 
 610 ; 2 копейки ; 1788 ; СПМ ; Cu ; F-VF ; 22 ; Ю42 ; 153 
 611 ; 2 копейки ; 1789 ; ЕМ ; Cu ; F-VF ; 16 ; murka1973 ; 225 
 612 ; 2 копейки ; 1790 ; ЕМ ; Cu ; VF+ ; 78 ; sergfokin ; 722 
 613 ; 2 копейки (Петров-2р, Ильин-3р) ; 1790 ; АМ ; Cu ; F+ ; 35 ; кабан ; 2765 
 614 ; 2 копейки ; 1790 ; ЕМ ; Cu ; VG ; 20 ; 155оа ; 91 
 615 ; 2 копейки ; 1790 ; ЕМ ; Cu ; VF+ ; 66 ; opop ; 1122 
 616 ; 2 копейки ; 1791 ; ЕМ ; Cu ; VF- ; 51 ; vitas123 ; 663 
 617 ; 2 копейки ; 1793 ; Е- М Павл.перечекан ; Cu ; F-VF ; 38 ; mishelev ; 1041 
 618 ; 2 копейки ; 1795 ; ЕМ ; Cu ; VF+ ; 38 ; mac ; 1275 
 619 ; 2 копейки ; 1796 ; ЕМ ; Cu ; VF+ ; 54 ; ФВС ; 1377 
 620 ; 2 копейки ; 18 век ;  ; Cu ; F ; 18 ; von_Schwarz ; 61 
 621 ; 2 копейки ; 1797 ; АМ ; Cu ; VF ; 47 ; tati1545 ; 215 
 622 ; 2 копейки ; 1797 ; АМ ; Cu ; VF+ ; 48 ; Sky2 ; 300 
 623 ; 2 копейки ; 1797 ; АМ ; Cu ; VF- ; 17 ; dmytrylat ; 211 
 624 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF ; 5 ; кабан ; 170 
 625 ; 2 копейки ; 1797 ; АМ ; Cu ; VF- ; 5 ; кабан ; 227 
 626 ; 2 копейки. Трещина ; 1797 ; АМ ; Cu ; VF ; 5 ; кабан ; 223 
 627 ; 2 копейки ; 1797 ; КМ ; Cu ; F ; 25 ; sher60 ; 84 
 628 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF- ; 14 ; SadKo ; 111 
 629 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F ; 11 ; ewa42 ; 42 
 630 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 34 ; afanas ; 156 
 631 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 9 ; jef688 ; 63 
 632 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 17 ; leo 2 ; 184 
 633 ; 2 копейки ; 1798 ; КМ ; Cu ; VF-/VF+ ; 43 ; 155оа ; 903 
 634 ; 2 копейки ; 1798 ; АМ ; Cu ; VF- ; 40 ; кабан ; 543 
 635 ; 2 копейки ; 1798 ; АМ ; Cu ; VF- ; 64 ; mishelev ; 466 
 636 ; 2 копейки ; 1798 ; КМ ; Cu ; F+ ; 11 ; ewa42 ; 350 
 637 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 5 ; кабан ; 114 
 638 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 42 ; habenti ; 97 
 639 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 5 ; кабан ; 162 
 640 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF+ ; 22 ; Alemaxx ; 118 
 641 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 18 ; SadKo ; 96 
 642 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 19 ; jef688 ; 69 
 643 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 5 ; SadKo ; 89 
 644 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 19 ; ewa42 ; 50 
 645 ; 2 копейки ; 1799 ; КМ ; Cu ; F+ ; 15 ; кабан ; 233 
 646 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 9 ; jef688 ; 67 
 647 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 16 ; jef688 ; 78 
 648 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 13 ; ewa42 ; 65 
 649 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 8 ; dimon46 ; 114 
 650 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF- ; 8 ; leo 2 ; 114 
 651 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 39 ; zar17 ; 329 
 552 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 16 ; tavitrof ; 15 
 553 ; 3 копейки ; 1915 ;  ; Cu ; F+ ; 3 ; env ; 9 
 554 ; 3 копейки ; 1915 ;  ; Cu ; VF+ ; 20 ; tavitrof ; 31 
 555 ; 3 копейки ; 1915 ;  ; Cu ; F ; 5 ; кабан ; 11 
 556 ; 3 копейки ; 1915 ;  ; Cu ; F ; 5 ; кабан ; 11 
 557 ; 3 копейки ; 1915 ;  ; Cu ; XF+ ; 34 ; 751 ; 132 
 558 ; 3 копейки ; 1915 ;  ; Cu ; F-VF ; 21 ; кабан ; 27 
 559 ; 3 копейки ; 1915 ;  ; Cu ; F-VF ; 3 ; кабан ; 9 
 560 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 65 ; opop ; 408 
 561 ; 3 копейки ; 1915 ;  ; Cu ; F-VF ; 6 ; jef688 ; 10 
 562 ; 3 копейки ; 1915 ;  ; Cu ; VF ; 18 ; Rober ; 39 
 563 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 6 ; Eert775 ; 52 
 564 ; 3 копейки ; 1916 ;  ; Cu ; XF+ ; 90 ; 155оа ; 1211 
 565 ; 3 копейки ; 1916 ;  ; Cu ; F-VF ; 8 ; ЛДМ ; 15 
 566 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 13 ; afanas ; 24 
 567 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF- ; 30 ; Valdec ; 352 
 568 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 17 ; Стан ; 90 
 569 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F ; 13 ; ewa42 ; 24 
 570 ; 2 копейки ; 1757 ; Гурт надп. Екатер. ; Cu ; F+ ; 71 ; ewa42 ; 272 
 571 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 3 ; ewa42 ; 14 
 572 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 9 ; dmytrylat ; 69 
 573 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF ; 57 ; Майкл ; 477 
 574 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 5 ; ewa42 ; 67 
 575 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 9 ; кабан ; 92 
 576 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 11 ; кабан ; 95 
 577 ; 2 копейки ; 1758 ;  ; Cu ; F ; 8 ; jef688 ; 18 
 578 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 87 ; Иваныч25 ; 299 
 579 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 7 ; ken ; 78 
 580 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 16 ; минёр ; 73 
 581 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; VF- ; 74 ; grizli ; 888 
 582 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 38 ; минёр ; 196 
 583 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 29 ; ФВС ; 354 
 584 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 16 ; dmytrylat ; 77 
 585 ; 2 копейки ; 1760 ;  ; Cu ; F-VF ; 20 ; ФВС ; 220 
 586 ; 2 копейки ; 1760 ;  ; Cu ; F-VF ; 16 ; tavitrof ; 86 
 587 ; 2 копейки ; 1761 ;  ; Cu ; F+ ; 11 ; кабан ; 96 
 588 ; 2 копейки ; 1761 ;  ; Cu ; VF- ; 35 ; кабан ; 281 
 589 ; 2 копейки ; 1761 ;  ; Cu ; F-VF ; 91 ; Иваныч25 ; 185 
 590 ; 2 копейки ; 1762 ; Номинал под гербом ; Cu ; F-VF ; 48 ; Олег33 ; 521 
 591 ; 2 копейки ; 1762 ;  ; Cu ; F-VF ; 68 ; overshtag ; 8120 
 592 ; 2 копейки ; 1763 ; СПМ ; Cu ; F-VF ; 11 ; aleksius ; 93 
 593 ; 2 копейки ; 1763 ; ММ ; Cu ; F-VF ; 27 ; dmytrylat ; 157 
 594 ; 2 копейки ; 1763 ; СПМ ; Cu ; VF- ; 18 ; минёр ; 217 
 595 ; 2 копейки ; 1763 ; СПМ ; Cu ; F-VF ; 45 ; 155оа ; 303 
 596 ; 2 копейки ; 1764 ; ММ ; Cu ; F-VF ; 11 ; ewa42 ; 89 
 597 ; 2 копейки ; 1765 ; ММ ; Cu ; F-VF ; 40 ; Rober ; 91 
 598 ; 2 копейки ; 1765 ; ЕМ ; Cu ; F-VF ; 72 ; dmytrylat ; 95 
 599 ; 2 копейки ; 1766 ; ЕМ ; Cu ; F-VF ; 28 ; 155оа ; 357 
 600 ; 2 копейки ; 1766 ; ММ ; Cu ; VF ; 84 ; leo 2 ; 261 
 601 ; 2 копейки ; 1766 ; СПМ ; Cu ; VF- ; 20 ; SSK ; 453 
 502 ; 5 копеек ; 1872 ; ЕМ ; Cu ; VF+ ; 8 ; 155оа ; 1040 
 503 ; 5 копеек ; 1872 ; ЕМ ; Cu ; F+ ; 3 ; skif ; 34 
 504 ; 5 копеек ; 1873 ; ЕМ ; Cu ; F-VF ; 22 ; pmaster ; 123 
 505 ; 5 копеек ; 1874 ; ЕМ ; Cu ; F+ ; 22 ; skif ; 35 
 506 ; 5 копеек ; 1875 ; ЕМ ; Cu ; F-VF ; 12 ; tavitrof ; 16 
 507 ; 5 копеек ; 1878 ; СПБ ; Cu ; F ; 3 ; skif ; 13 
 508 ; 5 копеек ; 1879 ; СПБ ; Cu ; F ; 9 ; alex995 ; 10 
 509 ; 5 копеек ; 1880 ; СПБ ; Cu ; VF- ; 26 ; solder13 ; 163 
 510 ; 5 копеек ; 1881 ; СПБ ; Cu ; F+ ; 30 ; alex995 ; 31 
 511 ; 5 копеек ; 1911 ; СПБ ; Cu ; F-VF ; 39 ; skif ; 53 
 512 ; 5 копеек ; 1911 ; СПБ ; Cu ; AU ; 77 ; tau ; 1300 
 513 ; 5 копеек ; 1912 ; СПБ ; Cu ; VF- ; 57 ; mysh. ; 553 
 514 ; 3 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 29 ; Анатоль ; 228 
 515 ; 3 копейки ; 1842 ; ЕМ ; Cu ; F+ ; 23 ; ФВС ; 206 
 516 ; 3 копейки ; 1843 ; ЕМ ; Cu ; F-VF ; 8 ; ФВС ; 177 
 517 ; 3 копейки ; 1843 ; ЕМ ; Cu ; F+ ; 37 ; ФВС ; 160 
 518 ; 3 копейки ; 1846 ; СМ ; Cu ; VF- ; 27 ; Олег2401 ; 463 
 519 ; 3 копейки ; 1857 ; ЕМ ; Cu ; VF ; 77 ; ампайр ; 1040 
 520 ; 3 копейки ; 1858 ; ЕМ ; Cu ; F ; 18 ; MDV ; 71 
 521 ; 3 копейки ; 1862 ; ЕМ ; Cu ; VF- ; 43 ; vitas123 ; 612 
 522 ; 3 копейки ; 1869 ; СПБ ; Cu ; F+ ; 19 ; 1234567 ; 215 
 523 ; 3 копейки ; 1872 ; ЕМ ; Cu ; VG ; 4 ; skif ; 14 
 524 ; 3 копейки ; 1873 ; ЕМ ; Cu ; VF ; 9 ; leo 2 ; 306 
 525 ; 3 копейки ; 1876 ; СПБ ; Cu ; F+ ; 7 ; jef688 ; 23 
 526 ; 3 копейки ; 1878 ; СПБ ; Cu ; VF ; 52 ; Пионер ; 140 
 527 ; 3 копейки ; 1893 ; СПБ ; Cu ; F ; 23 ; alex995 ; 24 
 528 ; 3 копейки ; 1896 ; СПБ ; Cu ; F ; 13 ; jef688 ; 14 
 529 ; 3 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 13 ; jef688 ; 14 
 530 ; 3 копейки ; 1900 ; СПБ ; Cu ; F ; 17 ; env ; 18 
 531 ; 3 копейки ; 1901 ; СПБ ; Cu ; F-VF ; 7 ; skif ; 30 
 532 ; 3 копейки ; 1902 ; СПБ ; Cu ; VF+ ; 52 ; Qersej ; 2380 
 533 ; 3 копейки ; 1903 ; СПБ ; Cu ; VF ; 75 ; sergfokin ; 176 
 534 ; 3 копейки ; 1903 ; СПБ ; Cu ; F ; 13 ; кабан ; 14 
 535 ; 3 копейки ; 1903 ; СПБ ; Cu ; VF- ; 26 ; ForeverYoung ; 45 
 536 ; 3 копейки ; 1904 ; СПБ ; Cu ; VF+ ; 75 ; pmaster ; 255 
 537 ; 3 копейки ; 1908 ; СПБ ; Cu ; F ; 13 ; кабан ; 14 
 538 ; 3 копейки ; 1908 ; СПБ ; Cu ; F+ ; 41 ; ЛДМ ; 41 
 539 ; 3 копейки ; 1908 ; СПБ ; Cu ; F+ ; 4 ; jef688 ; 15 
 540 ; 3 копейки ; 1909 ; СПБ ; Cu ; VF- ; 16 ; afanas ; 58 
 541 ; 3 копейки ; 1910 ; СПБ ; Cu ; F-VF ; 29 ; ForeverYoung ; 37 
 542 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF- ; 27 ; afanas ; 44 
 543 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 31 ; Ksandor ; 57 
 544 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 18 ; volod ; 36 
 545 ; 3 копейки ; 1912 ; СПБ ; Cu ; F-VF ; 4 ; tavitrof ; 40 
 546 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF- ; 5 ; jef688 ; 9 
 547 ; 3 копейки ; 1913 ; СПБ ; Cu ; XF- ; 17 ; sergfokin ; 77 
 548 ; 3 копейки ; 1913 ; СПБ ; Cu ; F ; 30 ; tigris ; 30 
 549 ; 3 копейки ; 1913 ; СПБ ; Cu ; F ; 8 ; jef688 ; 9 
 550 ; 3 копейки ; 1914 ; СПБ ; Cu ; XF+ ; 12 ; 155оа ; 159 
 551 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 11 ; кабан ; 48 
 452 ; 5 копеек ; 1796 ; АМ ; Cu ; VF- ; 17 ; leo 2 ; 623 
 453 ; 5 копеек ; 1796 ; АМ ; Cu ; VF- ; 40 ; чив ; 918 
 454 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF ; 79 ; 155оа ; 1428 
 455 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF+ ; 85 ; 155оа ; 2521 
 456 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF- ; 35 ; jef688 ; 1157 
 457 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF-XF ; 49 ; Sky2 ; 2142 
 458 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF- ; 60 ; zet 245 ; 1446 
 459 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF- ; 50 ; vitas123 ; 1625 
 460 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF- ; 54 ; 155оа ; 673 
 461 ; 5 копеек (Ильин-3р) ; 1803 ; ЕМ ; Cu ; F-VF ; 88 ; АНД ; 8160 
 462 ; 5 копеек ; 1803 ; ЕМ ; Cu ; XF- ; 44 ; ANK ; 2100 
 463 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-XF ; 44 ; минёр ; 1813 
 464 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF+ ; 86 ; dimon46 ; 1914 
 465 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF- ; 52 ; leo 2 ; 1652 
 466 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF+ ; 50 ; минёр ; 1158 
 467 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-XF ; 27 ; минёр ; 1802 
 468 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF+ ; 18 ; sulin61 ; 2683 
 469 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF+ ; 39 ; Полянка ; 1306 
 470 ; 5 копеек ; 1804 ; ЕМ ; Cu ; F+ ; 57 ; минёр ; 809 
 471 ; 5 копеек ; 1804 ; ЕМ ; Cu ; F+ ; 108 ; skir ; 561 
 472 ; 5 копеек ; 1804 ; ЕМ ; Cu ; F-VF ; 14 ; ppp ; 404 
 473 ; 5 копеек ; 1804 ; ЕМ ; Cu ; F-VF ; 46 ; skir ; 542 
 474 ; 5 копеек ; 1804 ; КМ ; Cu ; VF ; 38 ; ФВС ; 2610 
 475 ; 5 копеек ; 1805 ; ЕМ ; Cu ; VF ; 65 ; Ozzy ; 1230 
 476 ; 5 копеек ; 1805 ; КМ ; Cu ; VF+ ; 86 ; ghjk ; 7787 
 477 ; 5 копеек ; 1806 ; ЕМ ; Cu ; XF- ; 20 ; 751 ; 2675 
 478 ; 5 копеек ; 1807 ; ЕМ ; Cu ; VF-XF ; 30 ; leo 2 ; 2860 
 479 ; 5 копеек ; 1831 ; ЕМ ; Cu ; VF ; 81 ; ААФ ; 4558 
 480 ; 5 копеек ; 1831 ; СМ ; Cu ; F+ ; 20 ; overshtag ; 694 
 481 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF- ; 33 ; минёр ; 201 
 482 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF ; 90 ; overshtag ; 1360 
 483 ; 5 копеек ; 1833 ; СМ ; Cu ; F-VF ; 32 ; overshtag ; 1658 
 484 ; 5 копеек ; 1834 ; СМ ; Cu ; VF- ; 45 ; Майкл ; 2251 
 485 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; VF ; 47 ; vitas123 ; 665 
 486 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; F-VF ; 39 ; минёр ; 172 
 487 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; F/F-VF ; 37 ; минёр ; 126 
 488 ; 5 копеек (Ильин-5р) ; 1837 ; ЕМ ФХ ; Cu ; F ; 17 ; tau ; 612 
 489 ; 5 копеек ; 1837 ; ЕМ КТ ; Cu ; F-VF ; 33 ; dmytrylat ; 352 
 490 ; 5 копеек ; 1838 ; ЕМ НА ; Cu ; F+ ; 46 ; минёр ; 197 
 491 ; 5 копеек ; 1838 ; ЕМ НА ; Cu ; F-VF ; 40 ; tati1545 ; 266 
 492 ; 5 копеек ; 1856 ; ЕМ ; Cu ; F-VF ; 25 ; Анатоль ; 214 
 493 ; 5 копеек ; 1857 ; ЕМ ; Cu ; VF+ ; 60 ; alex550 ; 3052 
 494 ; 5 копеек ; 1859 ; ЕМ ; Cu ; VF ; 18 ; AIK60 ; 304 
 495 ; 5 копеек ; 1860 ; ЕМ ; Cu ; VF+ ; 26 ; Basilio ; 700 
 496 ; 5 копеек ; 1860 ; ЕМ ; Cu ; F-VF ; 47 ; vitas123 ; 617 
 497 ; 5 копеек ; 1863 ; ЕМ ; Cu ; VF- ; 49 ; 155оа ; 811 
 498 ; 5 копеек ; 1864 ; ЕМ ; Cu ; F ; 12 ; skif ; 45 
 499 ; 5 копеек ; 1867 ; СПБ ; Cu ; F-VF ; 32 ; 1234567 ; 533 
 500 ; 5 копеек ; 1870 ; ЕМ ; Cu ; F ; 28 ; skif ; 38 
 501 ; 5 копеек ; 1871 ; ЕМ ; Cu ; F-VF ; 43 ; skif ; 50 
 402 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF ; 23 ; dmytrylat ; 159 
 403 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF-XF ; 37 ; o.k. ; 391 
 404 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF- ; 17 ; Стан ; 147 
 405 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 45 ; pcsln ; 297 
 406 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF- ; 17 ; jef688 ; 104 
 407 ; 5 копеек ; 1790 ; АМ ; Cu ; VF+ ; 14 ; tau ; 561 
 408 ; 5 копеек ; 1790 ; КМ ; Cu ; VF+ ; 59 ; zet 245 ; 2680 
 409 ; 5 копеек ; 1790 ; АМ ; Cu ; VF- ; 10 ; VR62 ; 378 
 410 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF+ ; 19 ; кабан ; 512 
 411 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF-XF ; 23 ; Cheral2008 ; 1000 
 412 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF+ ; 57 ; volod ; 249 
 413 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF+ ; 32 ; avp ; 169 
 414 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F-VF ; 14 ; aleksius ; 94 
 415 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF-XF ; 19 ; o.k. ; 354 
 416 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F+ ; 14 ; Стан ; 98 
 417 ; 5 копеек ; 1791 ; АМ ; Cu ; VF- ; 12 ; leo 2 ; 386 
 418 ; 5 копеек ; 1791 ; АМ ; Cu ; VF+ ; 19 ; ANK ; 408 
 419 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F-VF ; 25 ; tavitrof ; 119 
 420 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 27 ; avp ; 324 
 421 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F+ ; 12 ; jef688 ; 91 
 422 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 28 ; 439 ; 573 
 423 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 9 ; chul66 ; 113 
 424 ; 5 копеек ; 1792 ; АМ ; Cu ; VF+ ; 17 ; starplay ; 532 
 425 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF- ; 19 ; MDV ; 191 
 426 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF- ; 11 ; ForeverYoung ; 159 
 427 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF ; 19 ; jef688 ; 100 
 428 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF ; 18 ; Sky2 ; 312 
 429 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF ; 50 ; o.k. ; 253 
 430 ; 5 копеек ; 1793 ; АМ ; Cu ; VF- ; 33 ; koga ; 304 
 431 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF- ; 20 ; ANK ; 1247 
 432 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF+ ; 39 ; ANK ; 1617 
 433 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F ; 12 ; VR62 ; 316 
 434 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF-XF ; 39 ; aleksandr733 ; 426 
 435 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF- ; 15 ; canis ; 190 
 436 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF+ ; 44 ; o.k. ; 330 
 437 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 49 ; jef688 ; 126 
 438 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 45 ; canis ; 159 
 439 ; 5 копеек ; 1794 ; АМ ; Cu ; VF ; 8 ; SadKo ; 433 
 440 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF-XF ; 14 ; кабан ; 463 
 441 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF-XF ; 46 ; pcsln ; 510 
 442 ; 5 копеек ; 1795 ; ЕМ ; Cu ; F+ ; 40 ; Стан ; 140 
