 3607 ; Бона иностранная ;  ;  ;  ;  ; 25 ; tigris ; 71 
 580 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 21 ; 7755 ; 51 
 581 ; 2 копейки ; 1914 ; СПБ ; Cu ; AU ; 79 ; verunk1 ; 638 
 582 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF- ; 19 ; alex550 ; 44 
 583 ; 2 копейки ; 1915 ;  ; Cu ; VF ; 7 ; 7755 ; 24 
 584 ; 2 копейки ; 1915 ;  ; Cu ; VF+ ; 13 ; 7755 ; 40 
 585 ; 2 копейки ; 1916 ;  ; Cu ; VF+ ; 43 ; denvers78 ; 43 
 586 ; Копейка ; 1707 ; БК ; Cu ; F-VF ; 25 ; volod ; 610 
 587 ; Копейка. Деформация ; 1710 ; МД ; Cu ; F+ ; 58 ; гриша ; 965 
 588 ; Копейка (Ильин-1р) ; 1755 ;  ; Cu ; F+ ; 29 ; win.gradoff ; 3326 
 589 ; Копейка (Петров-2р, Ильин-1р) ; 1756 ;  ; Cu ; F-VF/F+ ; 81 ; mishanya ; 2973 
 590 ; Копейка ; 1759 ;  ; Cu ; VF- ; 73 ; alex15 ; 308 
 591 ; Копейка ; 1761 ;  ; Cu ; F+ ; 64 ; 542 ; 227 
 592 ; Копейка ; 1763 ; ММ ; Cu ; F-VF ; 49 ; alex15 ; 720 
 593 ; Копейка ; 18 век ;  ; Cu ; F+ ; 50 ; caterpi ; 475 
 594 ; Копейка ; 1766? ; ММ ; Cu ; F+ ; 44 ; gandy ; 368 
 595 ; Копейка ; 1768 ; КМ "Сибирь" ; Cu ; F+ ; 11 ; гриша ; 261 
 596 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 48 ; volod ; 376 
 597 ; Копейка ; 1775 ; КМ "Сибирь" ; Cu ; F-VF ; 35 ; volod ; 466 
 598 ; Копейка ; 1779 ; КМ "Сибирь" ; Cu ; F-VF ; 22 ; Владимир.М ; 510 
 599 ; Копейка ; 1790 ; ЕМ ; Cu ; VF- ; 60 ; dimon46 ; 320 
 600 ; Копейка ; 1790 ; ЕМ ; Cu ; F-VF ; 107 ; dimon46 ; 206 
 601 ; Копейка ; 1795 ; ЕМ ; Cu ; F-VF ; 29 ; dimon46 ; 327 
 602 ; Копейка ; 1796 ; ЕМ ; Cu ; VF ; 77 ; imir ; 1020 
 603 ; Копейка (Петров-1,5р, Ильин-4р) ; 1797 ; КМ ; Cu ; F+ ; 64 ; марс7 ; 3062 
 604 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 72 ; molchun ; 93 
 605 ; Копейка ; 1821 ; КМ АМ ; Cu ; F-VF ; 15 ; jef688 ; 87 
 506 ; 5 копеек ; 1879 ; СПБ ; Cu ; F+ ; 15 ; марго ; 92 
 507 ; 5 копеек ; 1881 ; СПБ ; Cu ; F+ ; 24 ; Puchic ; 100 
 508 ; 5 копеек ; 1911 ; СПБ ; Cu ; F+ ; 9 ; molodes ; 117 
 509 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF ; 13 ; Владимир.М ; 247 
 510 ; 3 копейки ; 1844 ; ЕМ ; Cu ; F-VF ; 21 ; Владимир.М ; 192 
 511 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF- ; 17 ; volod ; 57 
 512 ; 3 копейки ; 1910 ; СПБ ; Cu ; VF- ; 12 ; 7755 ; 51 
 513 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF- ; 11 ; 7755 ; 51 
 514 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF- ; 26 ; 7755 ; 55 
 515 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 39 ; Valery74 ; 267 
 516 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 59 ; DmitryA ; 612 
 517 ; 3 копейки ; 1915 ;  ; Cu ; VF- ; 7 ; 7755 ; 51 
 518 ; 3 копейки ; 1916 ;  ; Cu ; VF-XF ; 54 ; yrik ; 153 
 519 ; 2 копейки ; 1760 ;  ; Cu ; F ; 95 ; gandy ; 878 
 520 ; 2 копейки ; 1761 ;  ; Cu ; F-VF ; 48 ; Владимир.М ; 143 
 521 ; 2 копейки ; 1762 ;  ; Cu ; F+ ; 81 ; марс7 ; 3318 
 522 ; 2 копейки ; 1763 ; ММ ; Cu ; VF- ; 131 ; академик ; 344 
 523 ; 2 копейки ; 1763 ; СПМ ; Cu ; VF- ; 89 ; gandy ; 368 
 524 ; 2 копейки ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 25 ; Владимир.М ; 805 
 525 ; 2 копейки ; 1770 ; КМ "Сибирь" ; Cu ; F ; 63 ; sonegr ; 470 
 526 ; 2 копейки ; 1772 ; КМ "Сибирь" ; Cu ; F+ ; 25 ; Владимир.М ; 295 
 527 ; 2 копейки ; 1775 ; КМ "Сибирь" ; Cu ; F ; 29 ; гриша ; 572 
 528 ; 2 копейки ; 1776 ; КМ "Сибирь" ; Cu ; VF/F-VF ; 88 ; арбат ; 1755 
 529 ; 2 копейки ; 1777 ; КМ "Сибирь" ; Cu ; F+ ; 47 ; Владимир.М ; 423 
 530 ; 2 копейки ; 1780 ; КМ "Сибирь" ; Cu ; F-VF ; 82 ; Владимир.М ; 1447 
 531 ; 2 копейки ; 1797 ; АМ ; Cu ; F ; 19 ; jef688 ; 95 
 532 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 24 ; lsp25 ; 114 
 533 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 28 ; jef688 ; 61 
 534 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 25 ; kolhis ; 146 
 535 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 53 ; kolhis ; 109 
 536 ; 2 копейки ; 1798 ; КМ ; Cu ; VF- ; 61 ; ШВС59 ; 510 
 537 ; 2 копейки ; 1798 ; АМ ; Cu ; VF- ; 43 ; SergeyAnatoljevich ; 292 
 538 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 40 ; gandy ; 283 
 539 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 20 ; кs ; 186 
 540 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 31 ; gandy ; 383 
 541 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 13 ; kolhis ; 113 
 542 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 9 ; kolhis ; 113 
 543 ; 2 копейки ; 1799 ; КМ ; Cu ; F+ ; 3 ; PTAHA1972 ; 357 
 544 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 43 ; zid200 ; 99 
 545 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 15 ; kolhis ; 138 
 546 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF- ; 33 ; 11111 ; 204 
 547 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF ; 38 ; 11111 ; 235 
 548 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 17 ; kolhis ; 108 
 549 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 26 ; kolhis ; 138 
 550 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 41 ; 2s17t39w ; 144 
 551 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 13 ; zid200 ; 105 
 552 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF ; 18 ; molchun ; 109 
 553 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 36 ; 11111 ; 125 
 554 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 28 ; 11111 ; 125 
 555 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 9 ; kolhis ; 113 
 456 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF ; 6 ; kolhis ; 204 
 457 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF ; 13 ; volod ; 255 
 458 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF ; 39 ; grina ; 143 
 459 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 41 ; Dom Perignon ; 158 
 460 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 29 ; бурят1978 ; 206 
 461 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 61 ; 2s17t39w ; 229 
 462 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 36 ; kotok ; 113 
 463 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F ; 46 ; zid200 ; 105 
 464 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF-XF ; 20 ; sergeygor ; 407 
 465 ; 5 копеек ; 1790 ; АМ ; Cu ; VF+ ; 44 ; ВКС ; 773 
 466 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 10 ; sergeygor ; 357 
 467 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F-VF/F+ ; 7 ; бурят1978 ; 175 
 468 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 22 ; 2s17t39w ; 250 
 469 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF ; 28 ; Маша-растеряша ; 303 
 470 ; 5 копеек ; 1791 ; АМ ; Cu ; VF ; 81 ; dnk8 ; 732 
 471 ; 5 копеек ; 1791 ; ЕМ ; Cu ; XF- ; 23 ; michih ; 1530 
 472 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF+ ; 22 ; o.k. ; 327 
 473 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF- ; 43 ; volod ; 338 
 474 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF- ; 12 ; volod ; 235 
 475 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 15 ; Blagorodie ; 357 
 476 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF ; 21 ; kolhis ; 239 
 477 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F ; 42 ; denizen ; 163 
 478 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 56 ; sergeygor ; 362 
 479 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F-VF ; 38 ; overshtag ; 2955 
 480 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+ ; 17 ; kolhis ; 195 
 481 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF ; 49 ; taa ; 306 
 482 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF ; 11 ; kolhis ; 201 
 483 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF ; 8 ; denizen ; 139 
 484 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF ; 47 ; taa ; 248 
 485 ; 5 копеек ; 1794 ; АМ ; Cu ; VF+ ; 30 ; 439 ; 809 
 486 ; 5 копеек ; 1794 ; АМ ; Cu ; F-VF ; 26 ; марго ; 510 
 487 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 45 ; eugraphus ; 300 
 488 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 11 ; Rjn ; 242 
 489 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF ; 21 ; kolhis ; 255 
 490 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 19 ; kolhis ; 183 
 491 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF ; 22 ; eugraphus ; 283 
 492 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF+ ; 22 ; o.k. ; 261 
 493 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F+ ; 14 ; denizen ; 163 
 494 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF+ ; 9 ; sergeygor ; 579 
 495 ; 5 копеек ; 1795 ; ЕМ ; Cu ; F+ ; 5 ; sonegr ; 248 
 496 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F-VF ; 66 ; Rjn ; 517 
 497 ; 5 копеек ; 1796 ; АМ ; Cu ; F-VF ; 34 ; volod ; 689 
 498 ; 5 копеек ; 1803 ; ЕМ ; Cu ; F+ ; 26 ; zid200 ; 566 
 499 ; 5 копеек ; 1803 ; ЕМ ; Cu ; F-VF ; 50 ; dimon46 ; 1298 
 500 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF+ ; 69 ; volod ; 1515 
 501 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF- ; 40 ; sergeygor ; 1797 
 502 ; 5 копеек ; 1805 ; ЕМ ; Cu ; VF-XF ; 25 ; volod ; 1836 
 503 ; 5 копеек ; 1807 ; ЕМ ; Cu ; VF+ ; 45 ; Владимир.М ; 1726 
 504 ; 5 копеек ; 1871 ; ЕМ ; Cu ; F-VF ; 21 ; марго ; 90 
 505 ; 5 копеек ; 1875 ; ЕМ ; Cu ; F+ ; 25 ; марго ; 92 
 406 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF ; 5 ; grina ; 171 
 407 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF-XF ; 20 ; volod ; 395 
 408 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 35 ; Poiuyt ; 165 
 409 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF ; 67 ; volod ; 237 
 410 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF- ; 27 ; RVS ; 231 
 411 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF- ; 6 ; Владимир.М ; 216 
 412 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF-XF ; 32 ; Blagorodie ; 360 
 413 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 16 ; denizen ; 170 
 414 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 29 ; m45 ; 113 
 415 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 18 ; grina ; 119 
 416 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 24 ; grina ; 176 
 417 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF- ; 12 ; Eddy ; 227 
 418 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 19 ; grina ; 168 
 419 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 18 ; kolhis ; 162 
 420 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 27 ; Владимир.М ; 156 
 421 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 28 ; grina ; 152 
 422 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF+ ; 36 ; taa ; 383 
 423 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 22 ; grina ; 159 
 424 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 10 ; grina ; 181 
 425 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF+ ; 11 ; гриша ; 243 
 426 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 12 ; grina ; 162 
 427 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 7 ; catarsis ; 200 
 428 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 28 ; grina ; 132 
 429 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF+ ; 14 ; кве ; 244 
 430 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 20 ; fokin ; 227 
 431 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 9 ; aeynbr ; 214 
 432 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 17 ; grina ; 248 
 433 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF+ ; 23 ; sergeygor ; 276 
 434 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 12 ; 2s17t39w ; 159 
 435 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 2 ; aeynbr ; 211 
 436 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 16 ; Владимир.М ; 204 
 437 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 23 ; grina ; 181 
 438 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF ; 13 ; fokin ; 235 
 439 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF ; 10 ; 2s17t39w ; 230 
 440 ; 5 копеек ; 1783 ; КМ ; Cu ; VF- ; 65 ; staro ; 1558 
 441 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 25 ; 2s17t39w ; 189 
 442 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 3 ; бурят1978 ; 204 
 443 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 6 ; grina ; 216 
 444 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 13 ; volod ; 240 
 445 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 3 ; бурят1978 ; 204 
 446 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF- ; 4 ; бурят1978 ; 204 
 447 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 16 ; grina ; 195 
 448 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF- ; 8 ; aeynbr ; 204 
 449 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF+ ; 5 ; aeynbr ; 204 
 450 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF+ ; 13 ; himik121 ; 240 
 451 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF- ; 3 ; бурят1978 ; 204 
 452 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF ; 3 ; бурят1978 ; 204 
 453 ; 5 копеек ; 1784 ; КМ ; Cu ; VF+/VF- ; 71 ; dimon46 ; 1355 
 454 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF+ ; 27 ; kolhis ; 197 
 455 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F+ ; 5 ; grina ; 136 
 356 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF ; 23 ; Маша-растеряша ; 2040 
 357 ; 5 копеек ; 1765 ; СМ ; Cu ; VF ; 67 ; staro ; 1505 
 358 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF ; 7 ; grina ; 133 
 359 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF ; 3 ; бурят1978 ; 204 
 360 ; 5 копеек ; 1765 ; ММ ; Cu ; VF- ; 36 ; Владимир.М ; 399 
 361 ; 5 копеек ; 1766 ; ММ ; Cu ; VF- ; 21 ; ANK ; 523 
 362 ; 5 копеек ; 1766 ; ММ ; Cu ; VF- ; 38 ; jef688 ; 374 
 363 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF- ; 45 ; grina ; 183 
 364 ; 5 копеек ; 1766 ; ЕМ ; Cu ; F-VF ; 5 ; sonegr ; 203 
 365 ; 5 копеек ; 1766 ; ММ ; Cu ; VF ; 72 ; Ч.С. ; 1140 
 366 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F-VF ; 15 ; бурят1978 ; 204 
 367 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF- ; 6 ; catarsis ; 200 
 368 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF- ; 31 ; kolhis ; 204 
 369 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF ; 26 ; denizen ; 139 
 370 ; 5 копеек (Петров-40р, Ильин-20р) ; 1767 ; "Сибирь" ; Cu ; VG ; 89 ; m45 ; 8055 
 371 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VF ; 37 ; fokin ; 266 
 372 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F+/F-VF ; 19 ; grina ; 119 
 373 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 31 ; grina ; 177 
 374 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF- ; 9 ; Владимир.М ; 204 
 375 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF- ; 7 ; бурят1978 ; 204 
 376 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF ; 7 ; бурят1978 ; 214 
 377 ; 5 копеек. Брак гурчения ; 1770 ; ЕМ ; Cu ; F-VF ; 56 ; sorochin11 ; 2975 
 378 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 75 ; Владимир.М ; 139 
 379 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 4 ; catarsis ; 200 
 380 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 19 ; grina ; 177 
 381 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 23 ; бурят1978 ; 201 
 382 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 43 ; grina ; 156 
 383 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 3 ; бурят1978 ; 204 
 384 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 29 ; гриша ; 203 
 385 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 5 ; Владимир.М ; 204 
 386 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 5 ; 2s17t39w ; 204 
 387 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 17 ; grina ; 159 
 388 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 13 ; grina ; 105 
 389 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF- ; 25 ; grina ; 169 
 390 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 11 ; grina ; 182 
 391 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 9 ; Владимир.М ; 204 
 392 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 24 ; гриша ; 204 
 393 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 2 ; catarsis ; 200 
 394 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 9 ; Владимир.М ; 226 
 395 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 17 ; Владимир.М ; 204 
 396 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 33 ; grina ; 169 
 397 ; 5 копеек ; 1772 ; КМ "Сибирь" ; Cu ; VF- ; 50 ; Владимир.М ; 2267 
 398 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF- ; 35 ; Владимир.М ; 204 
 399 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF+ ; 29 ; grina ; 181 
 400 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF- ; 29 ; grina ; 125 
 401 ; 5 копеек ; 1774 ; ЕМ ; Cu ; VF- ; 29 ; grina ; 113 
 402 ; 5 копеек ; 1774 ; ЕМ ; Cu ; VF+ ; 41 ; Владимир.М ; 204 
 403 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF+ ; 32 ; fokin ; 255 
 404 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF ; 3 ; Владимир.М ; 204 
 405 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF- ; 5 ; grina ; 171 
 306 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; F-VF ; 56 ; imi ; 153 
 307 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF ; 45 ; Ходор ; 180 
 308 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF ; 20 ; лисопедка ; 349 
 309 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; XF- ; 98 ; Blagorodie ; 437 
 310 ; 5 злотых ; 1829 ; FH Польша ; Ag ; VF ; 55 ; Владимир.М ; 4372 
 311 ; 2 злотых ; 1825 ; IB Польша ; Ag ; F-VF ; 52 ; foxmuld ; 2042 
 312 ; 2 злотых ; 1831 ; KG польское восстание 1830-1831 гг. ; Ag ; VF-XF ; 25 ; lvd ; 6426 
 313 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF+ ; 53 ; Ходор ; 1222 
 314 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF+ ; 24 ; Рыба ; 759 
 315 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 60 ; dimon masskva ; 206 
 316 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 23 ; марс7 ; 204 
 317 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 27 ; scorp-monster ; 173 
 318 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 24 ; марс7 ; 204 
 319 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 20 ; dimon masskva ; 165 
 320 ; Лот монет России: 25,20 коп (4шт). Отверстия ; 1823-1857 ;  ; Ag ; F+/F-VF ; 28 ; Alexey77 ; 411 
 321 ; Лот монет России: 15 коп (2шт) ; 1904,1905 ;  ; Ag ; F+/F-VF ; 24 ; Рыба ; 129 
 322 ; Лот монет России: 15,10,5 коп (5шт) ; 1880-1916 ;  ; Ag ; F/VF- ; 20 ; ZOLTAN333 ; 633 
 323 ; Лот монет России: 5 коп (5шт). Отверстия ; 1834-1852 ;  ; Ag ; F-VF ; 39 ; Alexey77 ; 426 
 324 ; Лот монет России и СССР: 15,10 коп (6шт) ; 1903-1923 ;  ; Ag ; F+/F-VF ; 40 ; jef688 ; 197 
 325 ; 5 копеек ; 1723 ; Дата снизу вверх ; Cu ; F-VF ; 98 ; sorochin11 ; 4080 
 326 ; 5 копеек ; 1726 ; МД ; Cu ; F-VF ; 104 ; gandy ; 1646 
 327 ; 5 копеек ; 1726 ; НД Дата снизу вверх ; Cu ; F-VF/F ; 73 ; volod ; 1062 
 328 ; 5 копеек ; 1758 ;  ; Cu ; F-VF ; 43 ; Клон ; 203 
 329 ; 5 копеек (Петров-1р) ; 1758 ; ММ ; Cu ; F-VF ; 19 ; Клон ; 229 
 330 ; 5 копеек (Петров-1р, Ильин-1р) ; 1759 ; ММ ; Cu ; F-VF ; 31 ; jef688 ; 203 
 331 ; 5 копеек ; 1759 ;  ; Cu ; VF- ; 33 ; Клон ; 563 
 332 ; 5 копеек ; 1760 ;  ; Cu ; VF- ; 29 ; Клон ; 516 
 333 ; 5 копеек. Трещина ; 1760 ;  ; Cu ; F+ ; 11 ; sonegr ; 198 
 334 ; 5 копеек ; 1761 ;  ; Cu ; F-VF ; 14 ; Клон ; 209 
 335 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 2 ; catarsis ; 200 
 336 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF- ; 5 ; volod ; 216 
 337 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 29 ; catarsis ; 145 
 338 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 6 ; catarsis ; 216 
 339 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF/F-VF ; 34 ; Andrei2007 ; 224 
 340 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 65 ; grina ; 180 
 341 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F+ ; 3 ; бурят1978 ; 204 
 342 ; 5 копеек ; 1763 ; СПМ ; Cu ; VF- ; 58 ; Владимир.М ; 337 
 343 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF+ ; 62 ; мишок ; 1589 
 344 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF+ ; 40 ; avp ; 497 
 345 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F ; 13 ; grina ; 159 
 346 ; 5 копеек ; 1763 ; ММ ; Cu ; F+ ; 50 ; jef688 ; 184 
 347 ; 5 копеек ; 1763 ; СПМ ; Cu ; VF- ; 22 ; dnk8 ; 652 
