 4822 ; Бона иностранная. Исландия. 50 крон ; 1961 ;  ;  ;  ; 24 ; ИЮМов1 ; 226 
 494 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF+ ; 23 ; gandy ; 171 
 495 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF ; 38 ; gandy ; 328 
 496 ; Полушка ; 1749 ; Орёл 1744 г. ; Cu ; VF- ; 31 ; gandy ; 340 
 497 ; Полушка ; 1776 ; КМ "Сибирь" ; Cu ; F+ ; 62 ; Лопата ; 927 
 498 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; VF ; 17 ; ZOLTAN333 ; 216 
 499 ; Полушка ; 1858 ; ЕМ ; Cu ; VF+ ; 29 ; taa ; 573 
 500 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; AU/XF ; 36 ; alex550 ; 867 
 501 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; AU ; 49 ; vrs ; 1408 
 502 ; 3 копейки "Оккупация" ; 1916А ;  ; Fe ; F-VF ; 25 ; ARMADZIL ; 567 
 503 ; 3 копейки "оккупация" ; 1916J ;  ; Fe ; VF+ ; 58 ; vowa ; 740 
 504 ; Пара-3 деньги ; 1772 ; Валахия ; Cu ; F ; 25 ; maksimus71 ; 2556 
 505 ; 3 гроша ; 1827 ; IB Польша ; Cu ; F-VF ; 32 ; benc ; 2958 
 506 ; 10 пенни ; 1916 ; Финляндия ; Cu ; F+ ; 18 ; bask2008 ; 181 
 407 ; Копейка ; 1896 ; СПБ ; Cu ; VF ; 14 ; чук ; 59 
 408 ; Копейка ; 1897 ; СПБ ; Cu ; VF+ ; 14 ; imi ; 51 
 409 ; Копейка ; 1898 ; СПБ ; Cu ; F-VF ; 6 ; kost ; 31 
 410 ; Копейка ; 1899 ; СПБ ; Cu ; VF- ; 8 ; чук ; 26 
 411 ; Копейка ; 1901 ; СПБ ; Cu ; VF ; 9 ; kost ; 27 
 412 ; Копейка ; 1903 ; СПБ ; Cu ; VF ; 6 ; trasher23 ; 21 
 413 ; Копейка ; 1905 ; СПБ ; Cu ; VF ; 16 ; kost ; 61 
 414 ; Копейка ; 1906 ; СПБ ; Cu ; VF- ; 21 ; cond ; 138 
 415 ; Копейка ; 1908 ; СПБ ; Cu ; VF+ ; 16 ; Ток ; 276 
 416 ; Копейка ; 1910 ; СПБ ; Cu ; VF ; 9 ; Ритм ; 40 
 417 ; Копейка ; 1911 ; СПБ ; Cu ; XF ; 6 ; сквозняк_44 ; 64 
 418 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 12 ; nikoas2012 ; 47 
 419 ; Копейка ; 1912 ; СПБ ; Cu ; XF- ; 15 ; vrs ; 51 
 420 ; Копейка ; 1912 ; СПБ ; Cu ; VF+ ; 10 ; kost ; 29 
 421 ; Копейка ; 1913 ; СПБ ; Cu ; XF ; 11 ; vrs ; 54 
 422 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 8 ; филимон ; 49 
 423 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 7 ; kost ; 25 
 424 ; Копейка ; 1913 ; СПБ ; Cu ; VF-XF ; 8 ; vrs ; 68 
 425 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 12 ; vrs ; 113 
 426 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 9 ; vrs ; 62 
 427 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 11 ; Четырехлистник ; 43 
 428 ; Копейка ; 1915 ;  ; Cu ; AU ; 14 ; nikoas2012 ; 113 
 429 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 5 ; kost ; 19 
 430 ; Копейка ; 1915 ;  ; Cu ; AU ; 20 ; mirumir ; 202 
 431 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 11 ; kost ; 27 
 432 ; Копейка ; 1916 ;  ; Cu ; XF- ; 21 ; taa ; 51 
 433 ; Денга ; 173? ;  ; Cu ; F ; 7 ; remez ; 105 
 434 ; Денга ; 17?? ;  ; Cu ; VF ; 44 ; 439 ; 2142 
 435 ; Денга ; 1730 ;  ; Cu ; F-VF ; 41 ; крестовик ; 1145 
 436 ; Денга ; 1731 ;  ; Cu ; F ; 37 ; sorochin11 ; 1062 
 437 ; Денга ; 1731 ;  ; Cu ; F-VF ; 48 ; sorochin11 ; 3021 
 438 ; Денга ; 1731 ;  ; Cu ; F+ ; 66 ; sorochin11 ; 2203 
 439 ; Денга ; 1731 ;  ; Cu ; F ; 40 ; 439 ; 297 
 440 ; Денга ; 1731 ;  ; Cu ; F-VF ; 21 ; andrej888 ; 57 
 441 ; Денга ; 1734 ;  ; Cu ; VF- ; 22 ; vvr ; 292 
 442 ; Денга ; 1735 ;  ; Cu ; VF ; 43 ; max96 ; 2000 
 443 ; Денга ; 1735 ;  ; Cu ; F-/VF ; 18 ; kost ; 103 
 444 ; Денга ; 1736 ;  ; Cu ; F-VF ; 13 ; pvg111 ; 105 
 445 ; Денга ; 1737 ;  ; Cu ; VF- ; 8 ; andrej888 ; 74 
 446 ; Денга ; 1738 ;  ; Cu ; VF- ; 15 ; andrej888 ; 102 
 447 ; Денга ; 1739 ;  ; Cu ; F ; 14 ; andrej888 ; 77 
 448 ; Денга ; 1740 ;  ; Cu ; F-VF ; 10 ; andrej888 ; 72 
 449 ; Денга ; 1741 ;  ; Cu ; F-VF ; 16 ; чук ; 105 
 450 ; Денга ; 1743 ;  ; Cu ; F-VF ; 14 ; andrej888 ; 82 
 451 ; Денга ; 1746 ;  ; Cu ; F-VF ; 9 ; Ток ; 105 
 452 ; Денга ; 1747 ;  ; Cu ; F-VF ; 17 ; andrej888 ; 74 
 453 ; Денга ; 1748 ;  ; Cu ; F-VF ; 13 ; andrej888 ; 63 
 454 ; Денга ; 1749 ;  ; Cu ; F-VF ; 8 ; andrej888 ; 51 
 455 ; Денга ; 1750 ;  ; Cu ; VF+ ; 50 ; Antromis ; 505 
 456 ; Денга ; 1751 ;  ; Cu ; F-VF ; 10 ; andrej888 ; 90 
 357 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF- ; 25 ; кs ; 347 
 358 ; 2 копейки ; 1758 ;  ; Cu ; VF ; 16 ; 2694 ; 893 
 359 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 30 ; kost ; 261 
 360 ; 2 копейки ; 176? ;  ; Cu ; VF- ; 37 ; 2694 ; 671 
 361 ; 2 копейки ; 1760 ;  ; Cu ; VF- ; 13 ; кs ; 628 
 362 ; 2 копейки ; 1763 ; ММ ; Cu ; F+ ; 9 ; спарта ; 128 
 363 ; 2 копейки ; 1763 ; ММ ; Cu ; VF ; 37 ; 2694 ; 2301 
 364 ; 2 копейки ; 1763 ; СПМ ; Cu ; F-VF ; 34 ; Ток ; 2654 
 365 ; 2 копейки ; 1771 ; КМ "Сибирь" ; Cu ; F ; 59 ; маманя ; 453 
 366 ; 2 копейки ; 1776 ; ЕМ ; Cu ; VF ; 41 ; 2694 ; 1007 
 367 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF+ ; 35 ; Уже дорого ; 201 
 368 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 20 ; ignatovanton ; 153 
 369 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 9 ; Павлов75 ; 286 
 370 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+ ; 8 ; trasher23 ; 33 
 371 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF+ ; 10 ; СВТ69 ; 62 
 372 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF+ ; 25 ; taa ; 123 
 373 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; F-VF ; 18 ; ignatovanton ; 90 
 374 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F+ ; 12 ; trasher23 ; 41 
 375 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; F+ ; 15 ; Dimitriy ; 51 
 376 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F-VF ; 11 ; trasher23 ; 51 
 377 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; F-VF ; 16 ; parasit ; 94 
 378 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; F-VF/F- ; 10 ; trasher23 ; 51 
 379 ; 2 копейки ; 1817 ; КМ АМ ; Cu ; F+ ; 7 ; чук ; 286 
 380 ; 2 копейки ; 1818 ; ЕМ НМ ; Cu ; VF+ ; 17 ; bonipari ; 72 
 381 ; 2 копейки ; 1819 ; ЕМ НМ ; Cu ; VF+ ; 29 ; volkov ; 340 
 382 ; 2 копейки ; 1819 ; КМ АД ; Cu ; VF ; 13 ; imi ; 114 
 383 ; 2 копейки ; 1827 ; КМ АМ ; Cu ; VF+ ; 34 ; max96 ; 936 
 384 ; 2 копейки ; 1839 ; СМ ; Cu ; VF- ; 24 ; shknikolay ; 184 
 385 ; 2 копейки ; 1840 ; ЕМ ; Cu ; VF+ ; 14 ; ostman22 ; 236 
 386 ; 2 копейки ; 1872 ; ЕМ ; Cu ; VF ; 32 ; artur2000 ; 531 
 387 ; 2 копейки ; 1876 ; ЕМ ; Cu ; F ; 21 ; tujin ; 168 
 388 ; 2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 23 ; alex69 ; 102 
 389 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 9 ; Четырехлистник ; 22 
 390 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF ; 28 ; vrs ; 153 
 391 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 27 ; vrs ; 153 
 392 ; 2 копейки ; 1916 ;  ; Cu ; VF ; 11 ; Dimitriy ; 92 
 393 ; Копейка ; 1713 ;  ; Cu ; F+ ; 31 ; Виталий 64 ; 1360 
 394 ; Копейка ; 1759 ;  ; Cu ; F-VF ; 6 ; trasher23 ; 40 
 395 ; Копейка ; 1760 ;  ; Cu ; F+ ; 11 ; trasher23 ; 57 
 396 ; Копейка ; 1777 ; КМ "Сибирь" ; Cu ; F+ ; 21 ; alexnn ; 394 
 397 ; Копейка ; 1795 ; ЕМ ; Cu ; F-VF ; 80 ; маманя ; 680 
 398 ; Копейка ; 1798 ; ЕМ ; Cu ; VF- ; 27 ; Ток ; 227 
 399 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 15 ; ignatovanton ; 94 
 400 ; Копейка ; 1798 ; ЕМ ; Cu ; F+ ; 9 ; $$$ ; 91 
 401 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 19 ; ignatovanton ; 77 
 402 ; Копейка ; 1819 ; КМ АД ; Cu ; VF- ; 14 ; wolikaz ; 69 
 403 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F ; 22 ; lloid ; 164 
 404 ; Копейка ; 1842 ; СМ ; Cu ; F+ ; 12 ; 1059 ; 73 
 405 ; Копейка ; 1859 ; ЕМ Корона у основ.уже ; Cu ; VF+ ; 48 ; max96 ; 3519 
 406 ; Копейка ; 1872 ; ЕМ ; Cu ; VF+ ; 23 ; sdv75-2010 ; 408 
 307 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU/XF ; 30 ; Михаил_нов ; 400 
 308 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; XF+ ; 12 ; vowa ; 306 
 309 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 29 ; Михаил_нов ; 239 
 310 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 24 ; vowa ; 227 
 311 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 24 ; vowa ; 306 
 312 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 18 ; pissimist ; 153 
 313 ; Лот монет России: 25,20,15 коп (3шт). Заделано отверстие, убрана напайка ; 1848,1913,19 век ;  ; Ag ; F-VF/VG ; 14 ; bvm1504 ; 410 
 314 ; Лот монет России: 20,15 коп (3шт) ; 1909,1913,1916 ;  ; Ag ; VF+/F+ ; 12 ; tretikov1983 ; 331 
 315 ; Лот монет России (3шт): 10 копеек ; 1876,1871,1906 ;  ; Ag ; F+/F ; 24 ; ignatovanton ; 185 
 316 ; Лот монет России: 5 коп (4шт). Убраны напайки по гурту ; 1838-1905 ;  ; Ag ; VF/VF- ; 21 ; vituzik ; 567 
 317 ; Лот монет России: 5 коп (4шт). Убраны напайки по гурту ; 1854-1905 ;  ; Ag ; VF/VF- ; 50 ; vituzik ; 469 
 318 ; 5 копеек ; 1727 ; КД КОПЪAКЬ ; Cu ; F-VF ; 58 ; lon777 ; 2154 
 319 ; 5 копеек ; 1763 ; СПМ ; Cu ; VF- ; 26 ; sorochin11 ; 389 
 320 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF ; 22 ; Diloos ; 400 
 321 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F+ ; 11 ; Vistr ; 206 
 322 ; 5 копеек ; 1772 ; КМ "Сибирь" ; Cu ; F+ ; 12 ; ФОМИЧ ; 1700 
 323 ; 5 копеек ; 1775 ; КМ "Сибирь" ; Cu ; F-VF ; 48 ; ФОМИЧ ; 2070 
 324 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF+ ; 33 ; bask2008 ; 510 
 325 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 31 ; kronk ; 403 
 326 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 25 ; lsp25 ; 277 
 327 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF-XF ; 51 ; аляска ; 569 
 328 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 27 ; bigben ; 376 
 329 ; 5 копеек ; 1791 ; ЕМ ; Cu ; XF- ; 51 ; bask2008 ; 622 
 330 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF-XF ; 28 ; kost ; 403 
 331 ; 5 копеек ; 1792 ; ЕМ ; Cu ; XF- ; 36 ; bask2008 ; 521 
 332 ; 5 копеек ; 1793 ; ЕМ ; Cu ; XF- ; 46 ; Germanfox ; 777 
 333 ; 5 копеек ; 1803 ; ЕМ ; Cu ; F+ ; 34 ; ФОМИЧ ; 796 
 334 ; 5 копеек ; 1806 ; ЕМ ; Cu ; F-VF ; 18 ; lsp25 ; 906 
 335 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF+ ; 37 ; ppi ; 796 
 336 ; 5 копеек (Ильин-1р)  м.-19 гр. ; 1836 ; СМ ; Cu ; F-VF ; 23 ; volod ; 419 
 337 ; 5 копеек ; 1866 ; ЕМ ; Cu ; F+ ; 16 ; paulus568 ; 204 
 338 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF+ ; 50 ; nikoas2012 ; 906 
 339 ; 3 копейки ; 1843 ; СПМ ; Cu ; VF ; 37 ; кве ; 2550 
 340 ; 3 копейки ; 1859 ; ЕМ ; Cu ; F+ ; 60 ; tujin ; 955 
 341 ; 3 копейки ; 1874 ; ЕМ ; Cu ; VF+ ; 24 ; max96 ; 459 
 342 ; 3 копейки ; 1876 ; СПБ ; Cu ; VF+ ; 45 ; sdv75-2010 ; 1224 
 343 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF ; 30 ; ignatovanton ; 55 
 344 ; 3 копейки ; 1909 ; СПБ ; Cu ; VF- ; 19 ; kost ; 55 
 345 ; 3 копейки ; 1910 ; СПБ ; Cu ; VF+ ; 18 ; kent01 ; 144 
 346 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 15 ; Ритм ; 62 
 347 ; 3 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 22 ; alex69 ; 414 
 348 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF ; 14 ; ignatovanton ; 45 
 349 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 18 ; rufus ; 84 
 350 ; 3 копейки ; 1914 ; СПБ ; Cu ; XF ; 25 ; ppi ; 133 
 351 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 11 ; kost ; 32 
 352 ; 3 копейки ; 1915 ;  ; Cu ; XF ; 34 ; petrenko33 ; 180 
 353 ; 3 копейки ; 1915 ;  ; Cu ; XF+ ; 29 ; rufus ; 512 
 354 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 36 ; sotnik ; 357 
 355 ; 3 копейки ; 1916 ;  ; Cu ; AU ; 38 ; alien34 ; 510 
 356 ; 3 копейки ; 1916 ;  ; Cu ; VF ; 15 ; kost ; 59 
 257 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 36 ; elefant1965 ; 255 
 258 ; 10 копеек ; 1916 ; ВС ; Ag ; XF+ ; 27 ; Михаил_нов ; 180 
 259 ; 5 копеек ; 18 век ;  ; Ag ; F-VF ; 16 ; никсер ; 567 
 260 ; 5 копеек ; 1758 ; СПБ ; Ag ; VF ; 61 ; max96 ; 2651 
 261 ; 5 копеек ; 1814 ; СПБ ПС ; Ag ; VF ; 38 ; pavel32 ; 429 
 262 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; VF+ ; 17 ; кве ; 567 
 263 ; 5 копеек ; 1820 ; СПБ ПС ; Ag ; VF- ; 55 ; маманя ; 381 
 264 ; 5 копеек ; 1822 ; СПБ ПД ; Ag ; VF+ ; 32 ; maksimus71 ; 793 
 265 ; 5 копеек ; 1823 ; СПБ ПД ; Ag ; VF-XF ; 18 ; ostman22 ; 709 
 266 ; 5 копеек ; 1825 ; СПБ ПД ; Ag ; F-VF ; 23 ; bvm1504 ; 204 
 267 ; 5 копеек ; 1826 ; СПБ НГ ; Ag ; VF- ; 31 ; lsp25 ; 567 
 268 ; 5 копеек ; 1836 ; СПБ НГ ; Ag ; VF+ ; 30 ; maksimus71 ; 633 
 269 ; 5 копеек. Отверстие ; 1837 ; СПБ НГ ; Ag ; VF- ; 24 ; коваль ; 108 
 270 ; 5 копеек ; 1838 ; СПБ НГ ; Ag ; VF ; 47 ; ваня ; 402 
 271 ; 5 копеек ; 1843 ; СПБ АЧ ; Ag ; XF- ; 56 ; alex550 ; 2601 
 272 ; 5 копеек. Убраны напайки по гурту ; 1849 ; СПБ ПА ; Ag ; VF ; 73 ; murka1973 ; 459 
 273 ; 5 копеек. Убраны напайки по гурту ; 1850 ; СПБ ПА ; Ag ; VF ; 46 ; murka1973 ; 232 
 274 ; 5 копеек ; 1856 ; СПБ ФБ ; Ag ; VF-XF ; 38 ; Горюн ; 3060 
 275 ; 5 копеек ; 1869 ; СПБ HI ; Ag ; F ; 27 ; Волга 67 ; 459 
 276 ; 5 копеек ; 1877 ; СПБ HI ; Ag ; VF ; 73 ; scaevola ; 1134 
 277 ; 5 копеек ; 1880 ; СПБ НФ ; Ag ; VF- ; 26 ; никсер ; 1587 
 278 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; VF-XF ; 44 ; ppi ; 1071 
 279 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; VF+ ; 24 ; Greenfields ; 306 
 280 ; 5 копеек ; 1887 ; СПБ АГ ; Ag ; XF+ ; 32 ; zzzzzz ; 1071 
 281 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; XF- ; 36 ; zzzzzz ; 567 
 282 ; 5 копеек ; 1889 ; СПБ АГ ; Ag ; VF ; 25 ; andrej888 ; 273 
 283 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; AU ; 29 ; alex69 ; 1250 
 284 ; 5 копеек ; 1891 ; СПБ АГ ; Ag ; XF/AU ; 33 ; 812 ; 1143 
 285 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; AU ; 37 ; elefant1965 ; 1019 
 286 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; XF- ; 19 ; pavel32 ; 385 
 287 ; 5 копеек ; 1897 ; СПБ АГ ; Ag ; VF+ ; 15 ; pavel32 ; 344 
 288 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; VF ; 27 ; sedoy66 ; 245 
 289 ; 5 копеек ; 1899 ; СПБ АГ ; Ag ; AU ; 39 ; tisa66 ; 3621 
 290 ; 5 копеек ; 1899 ; СПБ ЭБ ; Ag ; F-VF ; 44 ; каламбур ; 523 
 291 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; AU ; 61 ; novikoff12006 ; 1326 
 292 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; AU ; 31 ; novikoff12006 ; 1224 
 293 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; VF+ ; 33 ; pavel32 ; 359 
 294 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; VF- ; 16 ; СВТ69 ; 152 
 295 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; XF+ ; 18 ; Михаил_нов ; 567 
 296 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF/AU ; 30 ; Михаил_нов ; 729 
 297 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 18 ; Михаил_нов ; 568 
 298 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 37 ; Михаил_нов ; 1135 
 299 ; 5 копеек ; 1915 ; ВС ; Ag ; VF-XF ; 48 ; nikoas2012 ; 742 
 300 ; 5 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; F+ ; 22 ; lsp25 ; 473 
 301 ; 2 марки ; 1872 ; S Финляндия ; Ag ; VF+ ; 22 ; Ритм ; 1473 
 302 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF ; 14 ; Westing ; 1329 
 303 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF+ ; 32 ; Ритм ; 1413 
 304 ; 1 марка ; 1867 ; S Финляндия ; Ag ; F-VF ; 18 ; Munia ; 640 
 305 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF+ ; 22 ; Ритм ; 669 
 306 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; UNC/AU ; 50 ; Михаил_нов ; 510 
 207 ; 10 копеек ; 1869 ; СПБ HI ; Ag ; VF+ ; 59 ; volkov ; 567 
 208 ; 10 копеек ; 1870 ; СПБ HI ; Ag ; VF- ; 28 ; велес ; 276 
 209 ; 10 копеек ; 1871 ; СПБ HI ; Ag ; XF/AU ; 46 ; Roman_B ; 3060 
 210 ; 10 копеек ; 1872 ; СПБ HI ; Ag ; VF+ ; 21 ; alien34 ; 714 
 211 ; 10 копеек ; 1873 ; СПБ HI ; Ag ; VF-XF ; 24 ; alien34 ; 2040 
 212 ; 10 копеек ; 1874 ; СПБ HI ; Ag ; VF-XF ; 56 ; alien34 ; 1019 
 213 ; 10 копеек ; 1875 ; СПБ HI ; Ag ; VF+ ; 34 ; alien34 ; 1530 
 214 ; 10 копеек ; 1876 ; СПБ HI ; Ag ; F-VF ; 11 ; Greenfields ; 114 
 215 ; 10 копеек ; 1877 ; СПБ HI ; Ag ; XF+ ; 40 ; RAF ; 2142 
 216 ; 10 копеек ; 1881 ; СПБ НФ ; Ag ; VF ; 42 ; Мюних ; 398 
 217 ; 10 копеек ; 1882 ; СПБ НФ ; Ag ; VF ; 28 ; Munia ; 516 
 218 ; 10 копеек ; 1883 ; СПБ ДС ; Ag ; VF/F+ ; 93 ; кве ; 5007 
 219 ; 10 копеек ; 1884 ; СПБ АГ ; Ag ; VF+ ; 30 ; Harder ; 1069 
 220 ; 10 копеек ; 1886 ; СПБ АГ ; Ag ; XF/AU ; 49 ; Горюн ; 4104 
 221 ; 10 копеек ; 1887 ; СПБ АГ ; Ag ; F-VF ; 28 ; Анатоль ; 198 
 222 ; 10 копеек ; 1888 ; СПБ АГ ; Ag ; VF ; 37 ; pavel32 ; 313 
 223 ; 10 копеек ; 1889 ; СПБ АГ ; Ag ; VF ; 32 ; pavel32 ; 341 
 224 ; 10 копеек ; 1890 ; СПБ АГ ; Ag ; VF+ ; 23 ; Rober ; 313 
