 5647 ; Конверт со спецгашением Гренландия ;  ;  ;  ;  ; 11 ; гоша334 ; 102 
 335 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F+ ; 25 ; first ; 308 
 336 ; 5 копеек ; 1792 ; АМ ; Cu ; F- ; 20 ; xepak ; 901 
 337 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF ; 19 ; xepak ; 816 
 338 ; 5 копеек ; 1793 ; АМ ; Cu ; VF-XF ; 41 ; Vitalik1 ; 1038 
 339 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 62 ; Yrgen777 ; 709 
 340 ; 5 копеек ; 1794 ; КМ ; Cu ; VF ; 32 ; nikolay ; 931 
 341 ; 5 копеек ; 1795 ; ЕМ ; Cu ; F-VF ; 8 ; Yrgen777 ; 475 
 342 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F-VF ; 36 ; Druja ; 6899 
 343 ; 5 копеек ; 1802 ; ЕМ ; Cu ; F-VF ; 40 ; Чебоксарец ; 3107 
 344 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-XF ; 27 ; енот ; 2619 
 345 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; F-VF ; 65 ; sharapov.s21 ; 1345 
 346 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; F-VF ; 16 ; dim66 ; 991 
 347 ; 5 копеек ; 1839 ; ЕМ НА ; Cu ; VG ; 13 ; dmivanych ; 1236 
 348 ; 5 копеек ; 1860 ; ЕМ ; Cu ; F-VF ; 33 ; musik ; 898 
 349 ; 5 копеек ; 1871 ; ЕМ ; Cu ; F ; 31 ; ZOLTAN333 ; 1019 
 350 ; 5 копеек ; 1872 ; ЕМ ; Cu ; F- ; 21 ; DIMA 57 ; 257 
 351 ; 5 копеек ; 1873 ; ЕМ ; Cu ; F+ ; 11 ; DIMA 57 ; 141 
 352 ; 5 копеек ; 1874 ; ЕМ ; Cu ; F ; 35 ; бортик ; 141 
 353 ; 5 копеек ; 1880 ; СПБ ; Cu ; VF ; 33 ; kop ; 498 
 354 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF-XF ; 74 ; автор ; 1259 
 355 ; 3 копейки ; 1846 ; СМ ; Cu ; F/VG ; 34 ; ZOLTAN333 ; 1019 
 356 ; 3 копейки ; 1868 ; СПБ ; Cu ; F-VF ; 54 ; никсер ; 1567 
 257 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF ; 22 ; petriuspo ; 116 
 258 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 39 ; Maksss163 ; 138 
 259 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 8 ; ol2**9 ; 141 
 260 ; 25 пенни. Корона ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 22 ; Stanislavskiy ; 225 
 261 ; 25 пенни. С коронами ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 20 ; вавилон ; 157 
 262 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 16 ; ol2**9 ; 147 
 263 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 32 ; petriuspo ; 153 
 264 ; 25 пенни. Без корон ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 38 ; mih ; 337 
 265 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; VF-XF ; 46 ; petriuspo ; 146 
 266 ; Лот монет России (6шт): 20коп,15коп,3коп,5пенни ; 1913-1916 ;  ; Ag,Cu ; XF/VF ; 37 ; Ser83 ; 793 
 267 ; Лот монет России (5шт): 10коп. Отверстия ; 1784-1865 ;  ; Ag ; VG/F ; 40 ; вэл ; 322 
 268 ; Лот монет России: 20,2 коп, полушка, денга (чешуя): 5шт ; 15 век, 1856-1912 ;  ; Cu,Ag ; VG/G ; 27 ; sergey35 ; 294 
 269 ; Лот монет России (6шт): 20к,15к,10к ; 1909-1915 ;  ; Ag ; AU/VF-XF ; 33 ; 7890 ; 1134 
 270 ; Лот монет России для Финляндии (7шт): 20коп,15коп,50пенни,25пенни ; 1905-1917 ;  ; Ag ; AU/F+ ; 23 ; boroda ; 700 
 271 ; Лот монет оригинальных копий монетного двора 100 франков/ 37 рублей 50 копеек (8шт). Упаковка ;  ;  ; Б/м ; UNC/AU ; 34 ; себер ; 5555 
 272 ; Лот монет России: 25 пенни (10шт) ; 1916 ;  ; Ag ; AU/VF ; 29 ; dmitriix ; 922 
 273 ; Лот монет России: 25 пенни (10шт) ; 1916 ;  ; Ag ; XF+/VF+ ; 20 ; сортам70 ; 804 
 274 ; Лот монет России: 25 пенни (10шт) ; 1916 ;  ; Ag ; AU/VF-XF ; 22 ; ЂÀмЂҰ ; 902 
 275 ; Лот монет России: 25 пенни (10шт) ; 1917 ;  ; Ag ; AU/XF+ ; 13 ; 2x2 ; 1002 
 276 ; Лот монет России: 25 пенни (10шт) ; 1917 ;  ; Ag ; AU/VF-XF ; 9 ; ga2012 ; 1000 
 277 ; Лот монет России: 25 пенни (10шт) ; 1917 ;  ; Ag ; XF+/VF+ ; 17 ; 2x2 ; 1016 
 278 ; Лот монет России для Финляндии (4шт): 50пенни,25пенни ; 1917 ;  ; Ag ; AU/XF+ ; 40 ; Серж PirGS ; 777 
 279 ; 10 копеек ; 1779 ; КМ "Сибирь" ; Cu ; VG ; 23 ; Арч ; 2040 
 280 ; 10 копеек ; 1839 ; ЕМ НА ; Cu ; F-VF ; 35 ; Diatez ; 3570 
 281 ; 5 копеек ; 1758 ;  ; Cu ; F+ ; 26 ; Доктор Никитин ; 410 
 282 ; 5 копеек ; 1759 ;  ; Cu ; VG ; 33 ; Suxov ; 340 
 283 ; 5 копеек ; 1760 ;  ; Cu ; F- ; 37 ; Andrei2007 ; 385 
 284 ; 5 копеек ; 1761 ;  ; Cu ; F-VF ; 32 ; Каменщик ; 410 
 285 ; 5 копеек ; 1762 ;  ; Cu ; F+ ; 36 ; Holder31 ; 1813 
 286 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F+ ; 13 ; dominator ; 415 
 287 ; 5 копеек ; 1763 ; ММ ; Cu ; F+ ; 32 ; Bolt ; 473 
 288 ; 5 копеек ; 1763 ; СПМ ; Cu ; F- ; 7 ; бортик ; 254 
 289 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VG ; 30 ; modul ; 144 
 290 ; 5 копеек ; 1764 ; ММ ; Cu ; F ; 42 ; огонь71 ; 567 
 291 ; 5 копеек ; 1765 ; ЕМ ; Cu ; VG/F ; 43 ; modul ; 178 
 292 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VG ; 30 ; modul ; 144 
 293 ; 5 копеек ; 1766 ; СМ ; Cu ; F-/VG ; 35 ; NNPBARS ; 1575 
 294 ; 5 копеек ; 1766 ; ММ ; Cu ; F-/VG ; 46 ; seer ; 305 
 295 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F ; 30 ; modul ; 183 
 296 ; 5 копеек ; 1768 ; ЕМ ; Cu ; F ; 25 ; Ustin ; 264 
 297 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF- ; 19 ; shaxter2015 ; 285 
 298 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-/VG ; 14 ; Maksss163 ; 132 
 299 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF ; 18 ; л842 ; 202 
 300 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F- ; 26 ; modul ; 181 
 301 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-/VG ; 15 ; sibirian ; 201 
 302 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F- ; 16 ; ВС ; 206 
 303 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F- ; 34 ; modul ; 184 
 304 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VG ; 30 ; Вадим Скифский ; 192 
 305 ; 5 копеек ; 1774 ; ЕМ ; Cu ; F-VF ; 5 ; света1973 ; 273 
 306 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F-VF ; 10 ; Diatez ; 222 
 207 ; 5 копеек. Реставрация гурта ; 1884 ; СПБ АГ ; Ag ; VF+ ; 13 ; огонь71 ; 406 
 208 ; 5 копеек ; 1887 ; СПБ АГ ; Ag ; VF ; 31 ; огонь71 ; 363 
 209 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; AU ; 35 ; русман ; 1734 
 210 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; VF-XF ; 64 ; огонь71 ; 453 
 211 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; F-VF ; 53 ; 312 ; 315 
 212 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; F-VF ; 49 ; LEHA.LIS ; 320 
 213 ; 5 копеек. В капсуле ННР. MS62 ; 1898 ; СПБ АГ ; Ag ;  ; 30 ; Timko ; 1589 
 214 ; 5 копеек ; 1899 ; СПБ АГ ; Ag ; XF ; 52 ; Аника-Воин ; 966 
 215 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; XF ; 24 ; alexeyre ; 889 
 216 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; XF ; 26 ; Energo ; 1275 
 217 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF+ ; 48 ; LEHA.LIS ; 466 
 218 ; 5 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF-XF ; 52 ; ауща ; 2444 
 219 ; 5 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 21 ; Harder ; 889 
 220 ; 5 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF ; 27 ; Ser_doh ; 1807 
 221 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; XF ; 37 ; dima201 ; 1133 
 222 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 21 ; krugerrand ; 1436 
 223 ; 5 копеек ; 1915 ; ВС ; Ag ; AU ; 29 ; bvtspb ; 1816 
 224 ; Алтын ; 1718 ; L перевернута ; Ag ; F-VF ; 75 ; DAndy-2003 ; 21849 
 225 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; F- ; 116 ; Suxov ; 263 
 226 ; 2 марки ; 1865 ; S Финляндия ; Ag ; XF- ; 31 ; lva08 ; 1355 
 227 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF-XF ; 19 ; ufa ; 1133 
 228 ; 2 марки ; 1866 ; S Финляндия ; Ag ; XF- ; 30 ; legallegal ; 4223 
 229 ; 2 марки ; 1870 ; S Финляндия ; Ag ; XF ; 27 ; XF ; 1252 
 230 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF-XF ; 22 ; dim66 ; 1134 
 231 ; 2 марки ; 1872 ; S Финляндия ; Ag ; XF- ; 21 ; flutter ; 1115 
 232 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF-XF ; 24 ; Rober ; 1129 
 233 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF-XF ; 21 ; moreman ; 1385 
 234 ; 2 марки ; 1906 ; L Финляндия ; Ag ; XF ; 21 ; loko865 ; 2155 
 235 ; 2 марки ; 1907 ; L Финляндия ; Ag ; XF ; 31 ; loko865 ; 2627 
 236 ; 2 марки ; 1908 ; L Финляндия ; Ag ; XF+ ; 29 ; gelo ; 3291 
 237 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF+ ; 62 ; Noble ; 484 
 238 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF-XF ; 29 ; Rober ; 465 
 239 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF+ ; 58 ; Rober ; 488 
 240 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF-XF ; 19 ; жора ; 568 
 241 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF-XF ; 31 ; petriuspo ; 473 
 242 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF-XF ; 40 ; Rober ; 458 
 243 ; 1 марка ; 1890 ; L Финляндия ; Ag ; XF- ; 31 ; WhiteMouse ; 565 
 244 ; 1 марка ; 1892 ; L Финляндия ; Ag ; XF- ; 35 ; WhiteMouse ; 567 
 245 ; 1 марка ; 1907 ; L Финляндия ; Ag ; XF ; 13 ; жора ; 1181 
 246 ; 1 марка ; 1908 ; L Финляндия ; Ag ; XF ; 22 ; gelo ; 1813 
 247 ; 1 марка ; 1915 ; S Финляндия ; Ag ; AU ; 40 ; Numismatist ; 1323 
 248 ; 1 марка ; 1915 ; S Финляндия ; Ag ; XF+ ; 27 ; commodor63 ; 785 
 249 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; VF-XF ; 23 ; Olimpia ; 1619 
 250 ; 50 пенни ; 1871 ; S Финляндия ; Ag ; VF ; 19 ; franklin ; 283 
 251 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 39 ; Grey883 ; 270 
 252 ; 50 пенни. Корона ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 43 ; 1023oxana ; 208 
 253 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 33 ; Борис Моисеевич ; 351 
 254 ; 50 пенни. Без корон ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 76 ; БАТЫР ; 567 
 255 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; XF ; 18 ; franklin ; 141 
 256 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF-XF ; 18 ; petriuspo ; 113 
 157 ; 15 копеек ; 1916 ; ВС ; Ag ; XF+ ; 38 ; krosh500 ; 313 
 158 ; 15 копеек ; 1917 ; ВС ; Ag ; XF+ ; 59 ; Вот я вам ужо! ; 5669 
 159 ; Гривенник ; 1772 ; СПБ TI ; Ag ; VF-XF ; 55 ; СВл ; 12254 
 160 ; 10 копеек ( Петров - 6 руб) ; 1816 ; СПБ МФ ; Ag ; VF+/VF- ; 48 ; магаз ; 10188 
 161 ; 10 копеек ; 1822 ; СПБ ПД ; Ag ; VF- ; 62 ; wv ; 225 
 162 ; 10 копеек ; 1894 ; СПБ АГ ; Ag ; AU/XF ; 36 ; мак-сим ; 2550 
 163 ; 10 копеек ; 1899 ; СПБ АГ ; Ag ; F-VF ; 29 ; Остановите землю.. ; 227 
 164 ; 10 копеек ; 1901 ; СПБ ФЗ ; Ag ; XF- ; 21 ; prince1959 ; 3366 
 165 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; VF+ ; 27 ; Аника-Воин ; 585 
 166 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; VF+ ; 37 ; ДУНКАН МАКЛАУД ; 157 
 167 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; XF ; 34 ; БАТЫР ; 355 
 168 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF ; 5 ; Ser83 ; 141 
 169 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF ; 28 ; сортам70 ; 92 
 170 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF- ; 23 ; март16 ; 141 
 171 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF- ; 22 ; март16 ; 187 
 172 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 14 ; Ser83 ; 144 
 173 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF- ; 21 ; shknikolay ; 306 
 174 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; AU ; 21 ; sotnik ; 450 
 175 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 7 ; барабир ; 141 
 176 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 77 ; март16 ; 147 
 177 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 39 ; 2250 ; 405 
 178 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 52 ; 1gold ; 174 
 179 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF ; 22 ; LEHA.LIS ; 141 
 180 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 27 ; 2394 ; 389 
 181 ; 10 копеек. Убраны напайки по гурту ; 1913 ; СПБ ВС ; Ag ; F-VF ; 8 ; Hikon ; 91 
 182 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 32 ; 2394 ; 289 
 183 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 11 ; igrtlk ; 181 
 184 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 17 ; барабир ; 155 
 185 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 11 ; барабир ; 163 
 186 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 39 ; 2394 ; 289 
 187 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 22 ; 2394 ; 211 
 188 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 10 ; яша77 ; 155 
 189 ; 10 копеек. Разновидность ; 1915 ; ВС ; Ag ; AU ; 53 ; Angstrem ; 303 
 190 ; 10 копеек. Разновидность ; 1915 ; ВС ; Ag ; XF ; 16 ; Angstrem ; 161 
 191 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 21 ; murman ; 209 
 192 ; 10 копеек ; 1916 ; ВС ; Ag ; AU/XF+ ; 20 ; seer ; 193 
 193 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; F/VG ; 71 ; MMM371 ; 476 
 194 ; 5 копеек ; 1823 ; СПБ ПД ; Ag ; XF ; 61 ; Strangler ; 1400 
 195 ; 5 копеек ; 1824 ; СПБ ПД ; Ag ; VF+ ; 33 ; felix0978 ; 892 
 196 ; 5 копеек ; 1826 ; СПБ НГ ; Ag ; VF- ; 47 ; gelo ; 1014 
 197 ; 5 копеек ; 1832 ; СПБ НГ ; Ag ; VF+/VF- ; 47 ; gelo ; 2142 
 198 ; 5 копеек ; 1851 ; СПБ ПА ; Ag ; XF ; 18 ; 3aBxo3 ; 3396 
 199 ; 5 копеек ; 1852 ; СПБ ПА ; Ag ; VF-XF ; 58 ; sotnik ; 2093 
 200 ; 5 копеек ; 1853 ; СПБ HI ; Ag ; XF ; 21 ; мак-сим ; 2858 
 201 ; 5 копеек ; 1856 ; СПБ ФБ ; Ag ; AU/XF ; 30 ; Timko ; 4143 
 202 ; 5 копеек ; 1858 ; СПБ ФБ ; Ag ; XF ; 30 ; Timko ; 13476 
 203 ; 5 копеек ; 1860 ; СПБ ФБ ; Ag ; AU/XF+ ; 62 ; Хаа ; 12342 
 204 ; 5 копеек ; 1867 ; СПБ HI ; Ag ; VF ; 43 ; dimon46 ; 1581 
 205 ; 5 копеек ; 1869 ; СПБ HI ; Ag ; VF+ ; 40 ; dimon46 ; 2096 
 206 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; VF+ ; 42 ; огонь71 ; 429 
 107 ; 20 копеек ; 1916 ; ВС ; Ag ; AU ; 22 ; 2250 ; 373 
 108 ; 20 копеек ; 1916 ; ВС ; Ag ; XF- ; 24 ; Ser83 ; 217 
 109 ; 15 копеек-1 злотый ; 1836 ; MW Рус.-Пол. ; Ag ; XF- ; 33 ; Migel ; 3174 
 110 ; 15 копеек-1 злотый ; 1840 ; НГ Рус.-Пол. ; Ag ; VF+ ; 31 ; Migel ; 1377 
 111 ; 15 копеек ; 1861 ; СПБ ФБ ; Ag ; VF-XF ; 24 ; вавилон ; 811 
 112 ; 15 копеек ; 1861 ; СПБ ; Ag ; XF ; 28 ; БАТЫР ; 1224 
 113 ; 15 копеек ; 1862 ; СПБ МИ ; Ag ; VF-XF ; 43 ; Valera G ; 722 
 114 ; 15 копеек ; 1863 ; СПБ АБ ; Ag ; VF-XF ; 20 ; prince1959 ; 1071 
 115 ; 15 копеек ; 1864 ; СПБ НФ ; Ag ; VF-XF ; 35 ; lva08 ; 567 
 116 ; 15 копеек ; 1869 ; СПБ HI ; Ag ; XF+ ; 8 ; Migel ; 1505 
 117 ; 15 копеек ; 1873 ; СПБ HI ; Ag ; F-VF ; 43 ; lva08 ; 234 
 118 ; 15 копеек ; 1879 ; СПБ НФ ; Ag ; XF- ; 18 ; Migel ; 1305 
 119 ; 15 копеек ; 1883 ; СПБ ДС ; Ag ; VF+ ; 18 ; Holder31 ; 936 
 120 ; 15 копеек ; 1888 ; СПБ АГ ; Ag ; VF+ ; 38 ; sotnik ; 7444 
 121 ; 15 копеек ; 1889 ; СПБ АГ ; Ag ; VF-XF ; 15 ; moneta34 ; 663 
 122 ; 15 копеек ; 1890 ; СПБ АГ ; Ag ; VF- ; 34 ; пипер ; 316 
 123 ; 15 копеек ; 1893 ; СПБ АГ ; Ag ; F+ ; 27 ; Каменщик ; 240 
 124 ; 15 копеек ; 1897 ; СПБ АГ ; Ag ; F-VF ; 36 ; пипер ; 290 
 125 ; 15 копеек ; 1898 ; СПБ АГ ; Ag ; VF ; 53 ; пипер ; 443 
 126 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; F-VF ; 14 ; LEHA.LIS ; 101 
 127 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; VF+ ; 26 ; cr3041 ; 108 
 128 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF-XF ; 16 ; Ser83 ; 170 
 129 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF ; 37 ; Maksss163 ; 131 
 130 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF ; 15 ; Maksss163 ; 136 
 131 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 13 ; Maksss163 ; 133 
 132 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; AU ; 28 ; Energo ; 1367 
 133 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF-XF ; 24 ; мама ; 144 
 134 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF+ ; 9 ; igrtlk ; 159 
 135 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF+ ; 7 ; Ser83 ; 141 
 136 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; AU ; 24 ; Energo ; 756 
 137 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF-XF ; 7 ; Ser83 ; 151 
 138 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF-XF ; 10 ; acidnever ; 148 
 139 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF-XF/VF+ ; 10 ; сортам70 ; 141 
 140 ; 15 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF- ; 9 ; CMSpb ; 163 
 141 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 11 ; CMSpb ; 204 
 142 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 17 ; барабир ; 170 
 143 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 8 ; барабир ; 155 
 144 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 17 ; NUMIZMAT 777 ; 239 
 145 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 11 ; Numismatist ; 209 
 146 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 31 ; 7890 ; 174 
 147 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 21 ; барабир ; 155 
 148 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 26 ; NUMIZMAT 777 ; 168 
 149 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 11 ; igrtlk ; 204 
 150 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 15 ; 7890 ; 320 
 151 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 12 ; G.R.O.S.S. ; 184 
 152 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 49 ; 2250 ; 426 
 153 ; 15 копеек. В капсуле ННР. MS62 ; 1915 ; ВС ; Ag ;  ; 32 ; aguila ; 767 
 154 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 25 ; 2394 ; 242 
 155 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 13 ; NUMIZMAT 777 ; 225 
 156 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 11 ; igrtlk ; 184 
 57 ; 25 копеек. Отверстие ; 1858 ; СПБ ФБ ; Ag ; F-VF ; 49 ; m1940 ; 563 
 58 ; 25 копеек ; 1896 ; АГ ; Ag ; XF+ ; 59 ; fadeev.dima ; 5667 
 59 ; 20 копеек ; 1810 ; СПБ ФГ ; Ag ; F+ ; 95 ; Yrgen777 ; 557 
 60 ; 20 копеек ; 1823 ; СПБ ПД ; Ag ; XF- ; 52 ; aguila ; 2567 
 61 ; 20 копеек ; 1826 ; СПБ НГ ; Ag ; VF-XF ; 47 ; ngc ; 2601 
 62 ; 20 копеек (Ильин - 5 руб) ; 1830 ; СПБ НГ ; Ag ; VF ; 45 ; мама ; 5617 
 63 ; 20 копеек ; 1838 ; СПБ НГ ; Ag ; VF+ ; 30 ; НЗ ; 1490 
 64 ; 20 копеек ; 1849 ; СПБ ПА ; Ag ; VF- ; 62 ; Хаа ; 984 
 65 ; 20 копеек ; 1860 ; СПБ ФБ ; Ag ; VF+ ; 56 ; ngc ; 2885 
 66 ; 20 копеек ; 1863 ; СПБ АБ ; Ag ; XF ; 24 ; lva08 ; 1053 
 67 ; 20 копеек ; 1869 ; СПБ HI ; Ag ; VF-XF ; 14 ; мама ; 714 
 68 ; 20 копеек ; 1870 ; СПБ HI ; Ag ; F ; 10 ; boroda ; 161 
 69 ; 20 копеек ; 1871 ; СПБ HI ; Ag ; F-VF ; 15 ; boroda ; 192 
 70 ; 20 копеек ; 1871 ; СПБ HI ; Ag ; VF- ; 16 ; бортик ; 238 
 71 ; 20 копеек ; 1874 ; СПБ HI ; Ag ; F-VF ; 7 ; boroda ; 141 
 72 ; 20 копеек ; 1875 ; СПБ HI ; Ag ; F-VF ; 11 ; ШУТник ; 179 
 73 ; 20 копеек ; 1876 ; СПБ HI ; Ag ; VF-XF ; 15 ; мама ; 587 
 74 ; 20 копеек ; 1878 ; СПБ НФ ; Ag ; VF-XF ; 14 ; барабир ; 283 
 75 ; 20 копеек ; 1879 ; СПБ НФ ; Ag ; VF-XF ; 34 ; arcadymer ; 542 
 76 ; 20 копеек ; 1881 ; СПБ НФ ; Ag ; VF- ; 25 ; бортик ; 238 
 77 ; 20 копеек ; 1883 ; СПБ ДС ; Ag ; F-VF ; 23 ; Maksss163 ; 114 
 78 ; 20 копеек ; 1886 ; СПБ АГ ; Ag ; XF- ; 49 ; барабир ; 677 
 79 ; 20 копеек ; 1901 ; СПБ ФЗ ; Ag ; VF- ; 15 ; Suxov ; 240 
 80 ; 20 копеек ; 1904 ; СПБ АР ; Ag ; VF-XF ; 16 ; 222211 ; 340 
 81 ; 20 копеек ; 1904 ; СПБ АР ; Ag ; VF- ; 23 ; cr3041 ; 114 
 82 ; 20 копеек ; 1905 ; СПБ АР ; Ag ; F+ ; 11 ; Maksss163 ; 130 
 83 ; 20 копеек ; 1906 ; СПБ ЭБ ; Ag ; XF- ; 16 ; Timko ; 806 
 84 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; AU ; 23 ; Energo ; 2126 
 85 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF-XF ; 7 ; Maksss163 ; 123 
 86 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF+ ; 8 ; Ser83 ; 141 
 87 ; 20 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF-XF/VF+ ; 43 ; Suxov ; 612 
