 4828 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 42 ; jj ; 74 
 551 ; 10 пенни ; 1895 ; Финляндия ; Cu ; VF- ; 37 ; lintra ; 222 
 552 ; 10 пенни ; 1896 ; Финляндия ; Cu ; VF+ ; 35 ; lintra ; 169 
 553 ; 10 пенни ; 1897 ; Финляндия ; Cu ; VF ; 19 ; lintra ; 108 
 554 ; 10 пенни ; 1899 ; Финляндия ; Cu ; VF ; 33 ; lintra ; 147 
 555 ; 10 пенни ; 1900 ; Финляндия ; Cu ; VF ; 22 ; kostik_ne ; 209 
 556 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF ; 22 ; kostik_ne ; 153 
 457 ; Копейка ; 1912 ; СПБ ; Cu ; VF ; 15 ; Galina66 ; 29 
 458 ; Копейка ; 1912 ; СПБ ; Cu ; VF ; 35 ; Galina66 ; 31 
 459 ; Копейка ; 1912 ; СПБ ; Cu ; VF ; 8 ; Galina66 ; 23 
 460 ; Копейка ; 1912 ; СПБ ; Cu ; F+ ; 8 ; Galina66 ; 23 
 461 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 44 ; afanas ; 63 
 462 ; Копейка ; 1913 ; СПБ ; Cu ; XF ; 23 ; Greenfields ; 73 
 463 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 61 ; afanas ; 67 
 464 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 8 ; Galina66 ; 23 
 465 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 21 ; afanas ; 40 
 466 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 58 ; Limbus ; 59 
 467 ; Копейка ; 1915 ;  ; Cu ; AU ; 21 ; Valery2010 ; 145 
 468 ; Копейка ; 1915 ;  ; Cu ; XF- ; 16 ; afanas ; 61 
 469 ; Копейка ; 1915 ;  ; Cu ; AU ; 37 ; Данила ; 267 
 470 ; Копейка ; 1915 ;  ; Cu ; XF- ; 22 ; afanas ; 55 
 471 ; Копейка ; 1916 ;  ; Cu ; XF+ ; 27 ; Alexbgd8125 ; 89 
 472 ; Копейка ; 1916 ;  ; Cu ; VF+ ; 76 ; Alexbgd8125 ; 85 
 473 ; Копейка ; 1916 ;  ; Cu ; VF+ ; 34 ; kostik_ne ; 40 
 474 ; Денга ; 1735 ;  ; Cu ; VF- ; 18 ; gav1980 ; 88 
 475 ; Денга ; 1735 ;  ; Cu ; F+ ; 30 ; gav1980 ; 65 
 476 ; Денга ; 1736 ;  ; Cu ; F-VF ; 44 ; serg67 ; 357 
 477 ; Денга ; 1737 ;  ; Cu ; F-VF ; 17 ; serg67 ; 66 
 478 ; Денга ; 1738 ;  ; Cu ; F+ ; 36 ; Alexbgd8125 ; 104 
 479 ; Денга ; 1746 ;  ; Cu ; F+ ; 17 ; Alexbgd8125 ; 50 
 480 ; Денга ; 1746 ;  ; Cu ; F-VF ; 7 ; Олег33 ; 51 
 481 ; Денга ; 1747 ;  ; Cu ; VF- ; 19 ; Ратамахатта ; 51 
 482 ; Денга ; 1747 ;  ; Cu ; F+ ; 3 ; Alexbgd8125 ; 50 
 483 ; Денга ; 1748 ;  ; Cu ; F+ ; 3 ; Alexbgd8125 ; 50 
 484 ; Денга ; 1749 ;  ; Cu ; F-VF ; 48 ; Anatolij1947 ; 152 
 485 ; Денга ; 1750 ;  ; Cu ; F-VF ; 15 ; Alexbgd8125 ; 75 
 486 ; Денга ; 1751 ;  ; Cu ; VF ; 54 ; seregaoreshin ; 365 
 487 ; Денга ; 1753 ;  ; Cu ; F+ ; 3 ; Alexbgd8125 ; 50 
 488 ; Денга ; 1760 ;  ; Cu ; F-VF ; 75 ; 462 ; 100 
 489 ; Денга ; 1767 ; КМ "Сибирь" ; Cu ; F+ ; 84 ; Олег33 ; 960 
 490 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; F-VF ; 28 ; Bolt ; 565 
 491 ; Денга ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 18 ; max96 ; 486 
 492 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F-VF ; 8 ; sat12 ; 406 
 493 ; Денга ; 1771 ; КМ "Сибирь" ; Cu ; F ; 43 ; маманя ; 716 
 494 ; Денга ; 1772 ; КМ "Сибирь" ; Cu ; F ; 19 ; max96 ; 424 
 495 ; Денга ; 1779 ; КМ "Сибирь" ; Cu ; VF- ; 9 ; stas6992 ; 424 
 496 ; Денга ; 1779 ; КМ "Сибирь" ; Cu ; F+ ; 8 ; Олег33 ; 327 
 497 ; Денга ; 1785 ; КМ ; Cu ; VF- ; 79 ; dimon46 ; 969 
 498 ; Денга ; 1795 ; ЕМ ; Cu ; VF ; 107 ; ZET ; 1700 
 499 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 52 ; max96 ; 153 
 500 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; VF+ ; 32 ; Anatolij1947 ; 414 
 501 ; 1/2 копейки ; 1842 ; ЕМ ; Cu ; F ; 70 ; Alexbgd8125 ; 123 
 502 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; VF ; 98 ; niger ; 408 
 503 ; 1/2 копейки ; 1844 ; СМ ; Cu ; F-VF ; 31 ; alex995 ; 67 
 504 ; 1/2 копейки ; 1845 ; СМ ; Cu ; VF- ; 21 ; Bolt ; 98 
 505 ; Денежка ; 1851 ; ЕМ ; Cu ; XF ; 71 ; кве ; 1926 
 506 ; Денежка ; 1852 ; ЕМ ; Cu ; VF+ ; 48 ; MaRgo ; 190 
 407 ; 2 копейки ; 1824 ; КМ АМ ; Cu ; VF+ ; 32 ; volkov ; 338 
 408 ; 2 копейки ; 1825 ; КМ АМ ; Cu ; VF ; 34 ; volkov ; 156 
 409 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F-VF ; 13 ; Harlock ; 62 
 410 ; 2 копейки ; 1826 ; КМ АМ ; Cu ; VF+ ; 31 ; niger ; 458 
 411 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; F+ ; 7 ; Anatolij1947 ; 191 
 412 ; 2 копейки ; 1839 ; ЕМ НА ; Cu ; VF+ ; 85 ; AnvlaSar6216 ; 1566 
 413 ; 2 копейки ; 1862 ; ЕМ ; Cu ; F-VF ; 3 ; vitiaz ; 105 
 414 ; 2 копейки (Ильин-5р) ; 1867 ; ЕМ ; Cu ; VG ; 56 ; арбат ; 3333 
 415 ; 2 копейки ; 1870 ; ЕМ ; Cu ; F ; 5 ; Anatolij1947 ; 77 
 416 ; 2 копейки ; 1871 ; ЕМ ; Cu ; VF ; 20 ; Anatolij1947 ; 216 
 417 ; 2 копейки ; 1874 ; ЕМ ; Cu ; F-VF ; 7 ; Anatolij1947 ; 291 
 418 ; 2 копейки ; 1899 ; СПБ ; Cu ; XF- ; 87 ; Эфес ; 864 
 419 ; 2 копейки ; 1903 ; СПБ ; Cu ; VF- ; 16 ; Nikolay75 ; 87 
 420 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF- ; 1 ; валовый ; 62 
 421 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 33 ; kost ; 57 
 422 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 27 ; Anatolij1947 ; 108 
 423 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF+ ; 30 ; westkap ; 147 
 424 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 51 ; kost ; 108 
 425 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 38 ; Anatolij1947 ; 627 
 426 ; 2 копейки ; 1916 ;  ; Cu ; VF+ ; 62 ; kost ; 114 
 427 ; Копейка ; 1728 ;  ; Cu ; F+ ; 195 ; sat12 ; 6222 
 428 ; Копейка ; 1778 ; КМ "Сибирь" ; Cu ; VF ; 38 ; маманя ; 604 
 429 ; Копейка ; 1779 ; КМ "Сибирь" ; Cu ; F-VF ; 15 ; sat12 ; 572 
 430 ; Копейка ; 1799 ; ЕМ ; Cu ; F-VF ; 26 ; LosLos ; 101 
 431 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 11 ; Юбер ; 61 
 432 ; Копейка ; 1801 ; ЕМ ; Cu ; VF- ; 26 ; Юбер ; 95 
 433 ; Копейка ; 1821 ; ИМ ЯВ ; Cu ; VF ; 15 ; Anatolij1947 ; 918 
 434 ; Копейка ; 1825 ; КМ АМ ; Cu ; F+ ; 21 ; evgeniys ; 108 
 435 ; Копейка ; 1828 ; ЕМ ИК ; Cu ; VF+ ; 89 ; zzzzz ; 1514 
 436 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; VF ; 43 ; Rosomaxa ; 340 
 437 ; Копейка ; 1840 ; ЕМ ; Cu ; F+ ; 3 ; dmitry990 ; 64 
 438 ; Копейка ; 1846 ; СМ ; Cu ; F-VF ; 38 ; Iskatel48 ; 125 
 439 ; Копейка ; 1859 ; ЕМ Корона шире ; Cu ; VF- ; 18 ; crackjack ; 387 
 440 ; Копейка ; 1859 ; ЕМ Корона у основ.уже ; Cu ; F+ ; 30 ; Anatolij1947 ; 114 
 441 ; Копейка ; 1862 ; ЕМ ; Cu ; F-VF ; 30 ; 550055 ; 408 
 442 ; Копейка ; 1877 ; СПБ ; Cu ; VF ; 17 ; Anatolij1947 ; 182 
 443 ; Копейка ; 1891 ; СПБ ; Cu ; VF+ ; 62 ; Anatolij1947 ; 612 
 444 ; Копейка ; 1891 ; СПБ ; Cu ; F-VF ; 59 ; толстяк ; 92 
 445 ; Копейка ; 1895 ; СПБ ; Cu ; F ; 11 ; serg07_67 ; 72 
 446 ; Копейка ; 1895 ; СПБ ; Cu ; XF ; 35 ; Эфес ; 3570 
 447 ; Копейка ; 1897 ; СПБ ; Cu ; F-VF ; 73 ; max5252 ; 137 
 448 ; Копейка ; 1898 ; СПБ ; Cu ; F-VF ; 81 ; max5252 ; 156 
 449 ; Копейка ; 1899 ; СПБ ; Cu ; F-VF ; 11 ; max5252 ; 93 
 450 ; Копейка ; 1901 ; СПБ ; Cu ; VF ; 20 ; buba1986 ; 21 
 451 ; Копейка ; 1903 ; СПБ ; Cu ; VF ; 32 ; Юбер ; 35 
 452 ; Копейка ; 1904 ; СПБ ; Cu ; F- ; 17 ; ваньша ; 18 
 453 ; Копейка ; 1908 ; СПБ ; Cu ; F-VF ; 23 ; dmitry990 ; 24 
 454 ; Копейка ; 1909 ; СПБ ; Cu ; F-VF ; 50 ; валовый ; 75 
 455 ; Копейка ; 1910 ; СПБ ; Cu ; VF ; 13 ; serg07_67 ; 64 
 456 ; Копейка ; 1911 ; СПБ ; Cu ; VF+ ; 58 ; serg07_67 ; 122 
 357 ; 3 копейки.  Аверс-реверс - 20 градусов ; 1841 ; СПМ ; Cu ; F-VF ; 20 ; sonegr ; 184 
 358 ; 3 копейки ; 1842 ; ЕМ ; Cu ; F-VF ; 60 ; kostik_ne ; 254 
 359 ; 3 копейки ; 1843 ; ЕМ ; Cu ; VF ; 49 ; double ; 499 
 360 ; 3 копейки ; 1844 ; ЕМ ; Cu ; F ; 105 ; double ; 577 
 361 ; 3 копейки ; 1852 ; ЕМ ; Cu ; F+ ; 128 ; света ; 518 
 362 ; 3 копейки ; 1859 ; ЕМ ; Cu ; VF+ ; 67 ; кве ; 1663 
 363 ; 3 копейки ; 1876 ; СПБ ; Cu ; F ; 74 ; lintra ; 141 
 364 ; 3 копейки ; 1881 ; СПБ ; Cu ; F-VF ; 17 ; lintra ; 130 
 365 ; 3 копейки ; 1882 ; СПБ ; Cu ; F-VF ; 80 ; Олег33 ; 161 
 366 ; 3 копейки ; 1896 ; СПБ ; Cu ; F-VF ; 10 ; lintra ; 136 
 367 ; 3 копейки ; 1898 ; СПБ ; Cu ; F-VF ; 26 ; Alexbgd8125 ; 77 
 368 ; 3 копейки ; 1906 ; СПБ ; Cu ; VF- ; 38 ; etalon ; 114 
 369 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF ; 68 ; Alexbgd8125 ; 104 
 370 ; 3 копейки ; 1908 ; СПБ ; Cu ; F-VF ; 50 ; П.А.Н. ; 51 
 371 ; 3 копейки ; 1908 ; СПБ ; Cu ; XF- ; 27 ; 812 ; 4082 
 372 ; 3 копейки ; 1909 ; СПБ ; Cu ; VF- ; 2 ; П.А.Н. ; 84 
 373 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF- ; 34 ; lintra ; 102 
 374 ; 3 копейки ; 1912 ; СПБ ; Cu ; XF ; 102 ; 812 ; 337 
 375 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF- ; 59 ; kost ; 57 
 376 ; 3 копейки ; 1913 ; СПБ ; Cu ; F+ ; 60 ; kost ; 61 
 377 ; 3 копейки ; 1914 ; СПБ ; Cu ; AU ; 91 ; svv ; 410 
 378 ; 3 копейки ; 1915 ;  ; Cu ; VF+ ; 41 ; serg07_67 ; 114 
 379 ; 3 копейки ; 1916 ;  ; Cu ; XF- ; 45 ; маманя ; 306 
 380 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 50 ; дорого ; 201 
 381 ; 2 копейки ; 1764 ; ММ ; Cu ; VG ; 29 ; Hedeby ; 81 
 382 ; 2 копейки ; 1776 ; ЕМ ; Cu ; VF- ; 98 ; max96 ; 1501 
 383 ; 2 копейки ; 1797 ; АМ ; Cu ; F-VF ; 35 ; seregaoreshin ; 204 
 384 ; 2 копейки ; 1797 ; АМ ; Cu ; F-VF ; 22 ; vitiaz ; 108 
 385 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 48 ; Bolt ; 159 
 386 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 53 ; b197312 ; 204 
 387 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 16 ; dases ; 134 
 388 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 41 ; фёкла ; 108 
 389 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 59 ; viridis ; 306 
 390 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 15 ; dmitry990 ; 112 
 391 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F- ; 15 ; vitiaz ; 75 
 392 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF- ; 19 ; double ; 184 
 393 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F-VF ; 35 ; grisha2401 ; 130 
 394 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 17 ; dmitry990 ; 143 
 395 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 31 ; дорого ; 32 
 396 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; F-VF ; 41 ; Al0851 ; 36 
 397 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; XF- ; 50 ; Uri ; 359 
 398 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF- ; 31 ; Anatolij1947 ; 161 
 399 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; VF-/F ; 15 ; Anatolij1947 ; 184 
 400 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; VF ; 9 ; Anatolij1947 ; 143 
 401 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F-VF ; 32 ; Harlock ; 89 
 402 ; 2 копейки (Петров-7р) ; 1814 ; СПБ ПС ; Cu ; VF- ; 104 ; 186500 ; 8217 
 403 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; F-VF ; 56 ; Олег33 ; 94 
 404 ; 2 копейки ; 1817 ; КМ АМ ; Cu ; F- ; 30 ; Юбер ; 98 
 405 ; 2 копейки ; 1818 ; КМ ДБ ; Cu ; F+ ; 15 ; pvg111 ; 86 
 406 ; 2 копейки ; 1821 ; ЕМ НМ ; Cu ; F+ ; 14 ; П.А.Н. ; 91 
 307 ; 10 копеек ; 1837 ; ЕМ НА ; Cu ; F+ ; 104 ; света ; 720 
 308 ; 5 копеек ; 1759 ;  ; Cu ; VF ; 95 ; serg67 ; 566 
 309 ; 5 копеек ; 1760 ;  ; Cu ; F-VF ; 79 ; kostik_ne ; 153 
 310 ; 5 копеек ; 1763 ; ММ ; Cu ; F-VF ; 81 ; lina-I ; 945 
 311 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF- ; 7 ; Олег33 ; 261 
 312 ; 5 копеек ; 1763 ; СМ ; Cu ; VF+ ; 83 ; utroja ; 3793 
 313 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F+ ; 46 ; sonegr ; 181 
 314 ; 5 копеек ; 1764 ; ММ ; Cu ; VF ; 25 ; dnk8 ; 517 
 315 ; 5 копеек ; 1768 ; ЕМ ; Cu ; F-VF ; 28 ; ХапугаСПБ ; 179 
 316 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF+ ; 24 ; Uralez74 ; 364 
 317 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF+/F+ ; 3 ; paulus568 ; 204 
 318 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF-XF ; 8 ; aleksey1970 ; 357 
 319 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF+ ; 38 ; utroja ; 517 
 320 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F+ ; 5 ; ХапугаСПБ ; 102 
 321 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF- ; 23 ; ХапугаСПБ ; 214 
 322 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF+ ; 77 ; niger ; 404 
 323 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF+ ; 11 ; Uralez74 ; 340 
 324 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F-VF ; 46 ; Олег33 ; 251 
 325 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F-VF ; 20 ; sergantik18 ; 340 
 326 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 49 ; b197312 ; 606 
 327 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 24 ; Uralez74 ; 379 
 328 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF-XF ; 80 ; b197312 ; 995 
 329 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF-XF ; 23 ; aleksey1970 ; 457 
 330 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 35 ; dmitry990 ; 212 
 331 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF ; 45 ; b197312 ; 624 
 332 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 20 ; sergantik18 ; 287 
 333 ; 5 копеек ; 1790 ; АМ ; Cu ; VF+ ; 60 ; 9b ; 1122 
 334 ; 5 копеек ; 1791 ; АМ ; Cu ; VF-XF ; 26 ; tpls ; 969 
 335 ; 5 копеек ; 1792 ; АМ ; Cu ; VF ; 42 ; 9b ; 803 
 336 ; 5 копеек. Гурт забит ; 1794 ; КМ ; Cu ; F+ ; 11 ; iks ; 735 
 337 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF ; 58 ; grigoriKK ; 1444 
 338 ; 5 копеек ; 1805 ; ЕМ ; Cu ; VF+ ; 69 ; маманя ; 3184 
 339 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF ; 41 ; sat12 ; 206 
 340 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; F+ ; 21 ; KVU ; 918 
 341 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF ; 18 ; zid200 ; 625 
 342 ; 5 копеек ; 1839 ; ЕМ НА ; Cu ; F ; 1 ; струна5 ; 205 
 343 ; 5 копеек ; 1859 ; ЕМ ; Cu ; VF- ; 39 ; kostik_ne ; 207 
 344 ; 5 копеек ; 1860 ; ЕМ ; Cu ; VF ; 6 ; lintra ; 417 
 345 ; 5 копеек ; 1863 ; ЕМ ; Cu ; VF- ; 56 ; serg67 ; 932 
 346 ; 5 копеек ; 1864 ; ЕМ ; Cu ; VF+ ; 59 ; Ник 2 ; 2267 
 347 ; 5 копеек ; 1870 ; ЕМ ; Cu ; F ; 48 ; evgeniys ; 157 
 348 ; 5 копеек ; 1872 ; ЕМ ; Cu ; VF+ ; 31 ; sergantik18 ; 286 
 349 ; 5 копеек ; 1873 ; ЕМ ; Cu ; F+ ; 38 ; lintra ; 226 
 350 ; 5 копеек ; 1874 ; ЕМ ; Cu ; F-VF ; 54 ; dmitry990 ; 181 
 351 ; 5 копеек ; 1875 ; ЕМ ; Cu ; VF- ; 71 ; RF ; 181 
 352 ; 5 копеек ; 1876 ; СПБ ; Cu ; VF ; 76 ; serg67 ; 759 
 353 ; 5 копеек ; 1879 ; СПБ ; Cu ; F-VF ; 11 ; serg67 ; 580 
 354 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF+ ; 25 ; tdutybq ; 884 
 355 ; 5 копеек ; 1912 ; СПБ ; Cu ; VF- ; 52 ; serg67 ; 1083 
 356 ; 3 копейки ; 1840 ; СПМ ; Cu ; F- ; 38 ; paulus568 ; 309 
 257 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; VF ; 6 ; kotok ; 153 
 258 ; 50 пенни ; 1869 ; S Финляндия ; Ag ; VF ; 18 ; ganza ; 612 
 259 ; 50 пенни ; 1871 ; S Финляндия ; Ag ; VF+ ; 51 ; Соколов ; 375 
 260 ; 50 пенни ; 1872 ; S Финляндия ; Ag ; VF+ ; 41 ; Соколов ; 430 
 261 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF ; 5 ; alexda777 ; 153 
 262 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF ; 6 ; Соколов ; 174 
 263 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF+ ; 8 ; vitiaz ; 200 
 264 ; 50 пенни ; 1891 ; L Финляндия ; Ag ; VF+ ; 23 ; Соколов ; 204 
 265 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; VF+ ; 13 ; vitiaz ; 200 
 266 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF+ ; 17 ; Соколов ; 207 
 267 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 31 ; aleksey1970 ; 263 
 268 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; XF- ; 32 ; vborisevich1 ; 286 
 269 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; VF-XF ; 15 ; aleksey1970 ; 207 
 270 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 14 ; paulus568 ; 178 
 271 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 23 ; aleksey1970 ; 313 
 272 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 2 ; Харитон Платонович ; 200 
 273 ; 50 пенни. Корона ; 1917 ; S Финляндия ; Ag ; XF+ ; 15 ; Uralez74 ; 320 
 274 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 16 ; Uralez74 ; 428 
 275 ; 25 пенни ; 1866 ; S Финляндия ; Ag ; VF+ ; 17 ; r3251 ; 294 
 276 ; 25 пенни ; 1872 ; S Финляндия ; Ag ; VF+ ; 34 ; СВТ69 ; 187 
 277 ; 25 пенни ; 1873 ; S Финляндия ; Ag ; VF+ ; 27 ; П.А.Н. ; 123 
 278 ; 25 пенни ; 1875 ; S Финляндия ; Ag ; VF ; 51 ; alexda777 ; 108 
 279 ; 25 пенни ; 1889 ; L Финляндия ; Ag ; VF+ ; 22 ; Соколов ; 153 
 280 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; VF+ ; 35 ; Соколов ; 153 
 281 ; 25 пенни ; 1891 ; L Финляндия ; Ag ; VF+ ; 24 ; alexda777 ; 108 
 282 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF+ ; 19 ; r3251 ; 102 
 283 ; 25 пенни ; 1897 ; L Финляндия ; Ag ; VF-XF ; 67 ; Соколов ; 520 
 284 ; 25 пенни ; 1898 ; L Финляндия ; Ag ; VF-XF ; 93 ; Соколов ; 144 
 285 ; 25 пенни ; 1899 ; L Финляндия ; Ag ; VF+ ; 19 ; alex995 ; 102 
 286 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF-XF ; 7 ; aleksey1970 ; 150 
 287 ; 25 пенни ; 1902 ; L Финляндия ; Ag ; VF+ ; 49 ; avg1974 ; 622 
 288 ; 25 пенни ; 1906 ; L Финляндия ; Ag ; VF+ ; 49 ; Соколов ; 201 
 289 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 37 ; aleksey1970 ; 206 
 290 ; 25 пенни ; 1908 ; L Финляндия ; Ag ; XF- ; 23 ; aleksey1970 ; 204 
 291 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF+ ; 32 ; zydor ; 403 
 292 ; 25 пенни ; 1910 ; L Финляндия ; Ag ; XF ; 50 ; ganza ; 563 
 293 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU/XF ; 47 ; bigben ; 359 
 294 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 5 ; Uralez74 ; 102 
 295 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 7 ; Uralez74 ; 159 
 296 ; 25 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 85 ; Uralez74 ; 313 
 297 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 47 ; Uralez74 ; 313 
 298 ; Лот монет России: 10 копеек (3шт) ; 1888-1916 ;  ; Ag ; VG/F ; 39 ; сортам70 ; 220 
 299 ; Лот монет России: 20 коп (3шт) ; 1867-1903 ;  ; Ag ; F-VF/G ; 99 ; Harlock ; 209 
 300 ; Лот монет России: 20,15,5 коп (4шт) ; 1873-1907 ;  ; Ag ; F-VF/VG ; 28 ; Figaro65 ; 213 
 301 ; Лот монет России: 15 коп (6шт) ; 1892-1907 ;  ; Ag ; VF/F ; 37 ; serg67 ; 434 
 302 ; 10 копеек ; 1778 ; КМ "Сибирь" ; Cu ; VF- ; 79 ; RF ; 3463 
 303 ; 10 копеек ; 1781 ; КМ "Сибирь" ; Cu ; VF+ ; 71 ; maksimus71 ; 5634 
 304 ; 10 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF ; 30 ; double ; 1486 
 305 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; F+ ; 69 ; sat12 ; 513 
 306 ; 10 копеек ; 1837 ; ЕМ КТ ; Cu ; F+ ; 4 ; струна5 ; 636 
 207 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 55 ; дорого ; 147 
