 5651 ; Бона иностранная. Лаос ;  ;  ;  ;  ; 14 ; mart_si ; 42 
 360 ; 2 марки ; 1907 ; L Финляндия ; Ag ; VF-XF ; 51 ; sidr ; 3582 
 361 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF- ; 39 ; sidr ; 591 
 362 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 52 ; sidr ; 4080 
 363 ; 1 марка ; 1907 ; L Финляндия ; Ag ; XF- ; 46 ; GAVR ; 2042 
 364 ; 1 марка ; 1908 ; L Финляндия ; Ag ; XF- ; 39 ; Сорокседьмой ; 2890 
 365 ; 1 марка ; 1915 ; S Финляндия ; Ag ; AU ; 53 ; vitab ; 3056 
 366 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; F-VF ; 27 ; sidr ; 255 
 367 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; F-VF ; 20 ; kotok ; 163 
 368 ; 50 пенни ; 1868 ; S Финляндия ; Ag ; G/F ; 83 ; иржик86 ; 6347 
 369 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF-XF ; 12 ; форсаж ; 404 
 370 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF-XF ; 20 ; s23ra ; 237 
 371 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF+ ; 15 ; кот баюн ; 139 
 372 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; VF-XF ; 19 ; zuza ; 297 
 373 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; VF+ ; 15 ; lva08 ; 227 
 374 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; XF- ; 23 ; s23ra ; 354 
 375 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF ; 15 ; Сорокседьмой ; 247 
 376 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF+/XF- ; 20 ; lva08 ; 237 
 377 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; AU/XF ; 29 ; whatis.ru ; 380 
 378 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 28 ; жора ; 361 
 379 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 28 ; igor_k2016 ; 261 
 380 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 26 ; Noble ; 352 
 381 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 19 ; vi65 ; 306 
 382 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 43 ; vi65 ; 345 
 383 ; 50 пенни. Корона ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 23 ; DAndy-2003 ; 513 
 384 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 20 ; igor_k2016 ; 373 
 385 ; 25 пенни ; 1872 ; S Финляндия ; Ag ; VF+ ; 21 ; иржик86 ; 1430 
 386 ; 25 пенни ; 1873 ; S Финляндия ; Ag ; VF+ ; 22 ; Bizon6055 ; 758 
 387 ; 25 пенни ; 1889 ; L Финляндия ; Ag ; XF ; 36 ; vitab ; 736 
 388 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; VF+/VF- ; 9 ; SSS200 ; 102 
 389 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF ; 13 ; vitab ; 126 
 390 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF-XF ; 18 ; veektor ; 134 
 391 ; 25 пенни ; 1906 ; L Финляндия ; Ag ; VF-XF ; 19 ; Bizon6055 ; 362 
 392 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 11 ; SSS200 ; 123 
 393 ; 25 пенни ; 1908 ; L Финляндия ; Ag ; VF-XF ; 8 ; крот655 ; 227 
 394 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF ; 30 ; Сорокседьмой ; 311 
 395 ; 25 пенни ; 1910 ; L Финляндия ; Ag ; XF- ; 27 ; победа ; 567 
 396 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; XF+ ; 17 ; SSS200 ; 161 
 397 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 16 ; aidih ; 136 
 398 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; XF+ ; 11 ; 312 ; 111 
 399 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 47 ; Lelik00 ; 155 
 400 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; XF- ; 19 ; veektor ; 114 
 401 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 22 ; veektor ; 125 
 402 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; XF+ ; 9 ; veektor ; 114 
 403 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 17 ; Валерик ; 147 
 404 ; 25 пенни. Корона ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 41 ; zuza ; 335 
 405 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 36 ; igor_k2016 ; 279 
 406 ; Лот монет России для Финляндии (10шт): 50 пенни ; 1916-1917 ;  ; Ag ; AU ; 56 ; sidr ; 3981 
 307 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 22 ; gurt_77 ; 285 
 308 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 34 ; ed77777 ; 236 
 309 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 33 ; ed77777 ; 234 
 310 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 21 ; olgont ; 184 
 311 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 10 ; Noble ; 206 
 312 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 23 ; PsixXx ; 379 
 313 ; 5 копеек ; 1757 ; СПБ ; Ag ; VF- ; 42 ; bjorndalen ; 2664 
 314 ; 5 копеек ; 1758 ; СПБ ; Ag ; F-VF ; 42 ; Luka1 ; 701 
 315 ; 5 копеек ; 1760 ; СПБ ; Ag ; VF ; 35 ; VPV89 ; 2552 
 316 ; 5 копеек ; 1761 ; СПБ ; Ag ; VF- ; 56 ; Andrei2007 ; 5555 
 317 ; 5 копеек ; 1814 ; СПБ ПС ; Ag ; VF- ; 31 ; Серж PirGS ; 393 
 318 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; VF+ ; 44 ; atomit4 ; 828 
 319 ; 5 копеек ; 1819 ; СПБ ПС ; Ag ; VF- ; 48 ; demodex ; 348 
 320 ; 5 копеек ; 1821 ; СПБ ПД ; Ag ; VF+ ; 19 ; Дмитрий475 ; 591 
 321 ; 5 копеек ; 1822 ; СПБ ПД ; Ag ; F-VF ; 53 ; canario ; 232 
 322 ; 5 копеек ; 1824 ; СПБ ПД ; Ag ; VF+ ; 22 ; Yar42 ; 624 
 323 ; 5 копеек ; 1825 ; СПБ ПД ; Ag ; VF+ ; 19 ; igorr ; 1000 
 324 ; 5 копеек ; 1826 ; СПБ НГ ; Ag ; VF- ; 40 ; atomit4 ; 875 
 325 ; 5 копеек ; 1827 ; СПБ НГ ; Ag ; VF ; 40 ; RemTro ; 2225 
 326 ; 5 копеек ; 1830 ; СПБ НГ ; Ag ; VF-XF ; 43 ; krocsi ; 3124 
 327 ; 5 копеек ; 1835 ; СПБ НГ ; Ag ; VF+ ; 46 ; double ; 501 
 328 ; 5 копеек ; 1837 ; СПБ НГ ; Ag ; VF- ; 55 ; demodex ; 379 
 329 ; 5 копеек ; 1838 ; СПБ НГ ; Ag ; VF ; 20 ; double ; 624 
 330 ; 5 копеек. Отверстие ; 1848 ; СПБ HI ; Ag ; VG ; 64 ; 1823 ; 150 
 331 ; 5 копеек ; 1852 ; СПБ ПА ; Ag ; XF+ ; 28 ; DAndy-2003 ; 3825 
 332 ; 5 копеек. Отверстие ; 1853 ; СПБ HI ; Ag ; VF- ; 38 ; 1823 ; 208 
 333 ; 5 копеек ; 1857 ; СПБ ФБ ; Ag ; XF/VF+ ; 85 ; Tolik70 ; 13987 
 334 ; 5 копеек ; 1861 ; СПБ ФБ ; Ag ; AU ; 67 ; prince1959 ; 7308 
 335 ; 5 копеек ; 1864 ; СПБ НФ ; Ag ; XF+ ; 27 ; Маша-растеряша ; 3212 
 336 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; VF+ ; 35 ; GORN ; 473 
 337 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; XF+ ; 63 ; grimbo ; 941 
 338 ; 5 копеек ; 1889 ; СПБ АГ ; Ag ; VF-XF ; 25 ; палыч218 ; 635 
 339 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; XF ; 19 ; grimbo ; 604 
 340 ; 5 копеек ; 1891 ; СПБ АГ ; Ag ; XF+ ; 18 ; grimbo ; 807 
 341 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; AU ; 54 ; musik ; 1228 
 342 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; VF-XF ; 50 ; GORN ; 550 
 343 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; VF ; 35 ; GORN ; 443 
 344 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; VF-XF ; 30 ; GORN ; 550 
 345 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; VF-XF ; 36 ; Аника-Воин ; 830 
 346 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; VF- ; 42 ; Аника-Воин ; 546 
 347 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; VF-XF ; 69 ; Аника-Воин ; 667 
 348 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; XF+ ; 28 ; Matveich1991 ; 869 
 349 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; VF-XF ; 32 ; DedMaks ; 555 
 350 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; XF ; 45 ; jhjljdcrbq. ; 765 
 351 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF+ ; 34 ; GORN ; 432 
 352 ; 5 копеек ; 1908 ; СПБ ЭБ ; Ag ; AU ; 57 ; citadel2000 ; 2724 
 353 ; 5 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 22 ; urik21121 ; 793 
 354 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF- ; 18 ; moneta1924 ; 825 
 355 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 38 ; Кремний ; 1246 
 356 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; VF-XF ; 21 ; GORN ; 630 
 257 ; 10 копеек ; 1855 ; СПБ HI ; Ag ; XF ; 49 ; urik21121 ; 2061 
 258 ; 10 копеек ; 1861 ; СПБ ФБ ; Ag ; VF ; 24 ; константин007 ; 207 
 259 ; 10 копеек ; 1861 ; СПБ ; Ag ; AU ; 77 ; sneg96 ; 1773 
 260 ; 10 копеек ; 1861 ; СПБ ; Ag ; VF ; 32 ; иржик86 ; 248 
 261 ; 10 копеек ; 1887 ; СПБ АГ ; Ag ; VF- ; 13 ; форсаж ; 227 
 262 ; 10 копеек ; 1888 ; СПБ АГ ; Ag ; VF- ; 33 ; Палыч61 ; 619 
 263 ; 10 копеек ; 1890 ; СПБ АГ ; Ag ; F-VF ; 21 ; karrus ; 244 
 264 ; 10 копеек ; 1893 ; СПБ АГ ; Ag ; F-VF ; 17 ; иржик86 ; 144 
 265 ; 10 копеек ; 1896 ; СПБ АГ ; Ag ; XF- ; 45 ; НПЗ ; 2734 
 266 ; 10 копеек ; 1898 ; СПБ АГ ; Ag ; VF- ; 33 ; Аника-Воин ; 342 
 267 ; 10 копеек ; 1899 ; СПБ ЭБ ; Ag ; F-VF ; 21 ; крот655 ; 619 
 268 ; 10 копеек ; 1901 ; СПБ АР ; Ag ; F+ ; 16 ; 14PICK ; 244 
 269 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; F-VF ; 1 ; Doctor90 ; 100 
 270 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; VF ; 11 ; Alisa79 ; 227 
 271 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; F-VF ; 7 ; Aleksandr1 ; 144 
 272 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; AU ; 46 ; sheff78 ; 7650 
 273 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; F+ ; 11 ; ценитель ; 146 
 274 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; XF- ; 34 ; Аника-Воин ; 267 
 275 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 13 ; lva08 ; 194 
 276 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF ; 12 ; lva08 ; 227 
 277 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF ; 9 ; 312 ; 143 
 278 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF ; 29 ; citadel2000 ; 372 
 279 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF ; 9 ; dvorkovih ; 207 
 280 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; AU ; 44 ; boris64 ; 797 
 281 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF- ; 16 ; константин007 ; 180 
 282 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF- ; 15 ; Alina ; 189 
 283 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF- ; 27 ; zuza ; 301 
 284 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF+ ; 8 ; ценитель ; 139 
 285 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF- ; 9 ; 312 ; 143 
 286 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF ; 25 ; pos ; 191 
 287 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 17 ; Nastrom ; 215 
 288 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 7 ; veektor ; 139 
 289 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 34 ; Ravalnath ; 340 
 290 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 26 ; takhizis1313 ; 300 
 291 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF ; 7 ; tanker1975 ; 149 
 292 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF- ; 7 ; Aleksandr1 ; 189 
 293 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 19 ; сортам70 ; 193 
 294 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 19 ; tanker1975 ; 190 
 295 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 18 ; andrpel ; 189 
 296 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 23 ; Alina ; 318 
 297 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; VF ; 10 ; Alina ; 159 
 298 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 30 ; сортам70 ; 144 
 299 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 7 ; Nastrom ; 173 
 300 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 19 ; olgont ; 188 
 301 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 11 ; Lelik00 ; 217 
 302 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 21 ; tanker1975 ; 186 
 303 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 29 ; olgont ; 200 
 304 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 27 ; gurt_77 ; 232 
 305 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 9 ; 8822 ; 153 
 306 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 18 ; Noble ; 459 
 207 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; AU/XF ; 51 ; alex-bigsan ; 554 
 208 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF-XF ; 14 ; себер ; 202 
 209 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 16 ; Aleksandr1 ; 198 
 210 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF- ; 19 ; сортам70 ; 152 
 211 ; 15 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 36 ; Alisa79 ; 393 
 212 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF- ; 47 ; zuza ; 498 
 213 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 11 ; SSS200 ; 207 
 214 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF+ ; 32 ; andrpel ; 231 
 215 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 26 ; Taras58 ; 233 
 216 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF- ; 15 ; Nastrom ; 225 
 217 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 9 ; johnsilver09 ; 188 
 218 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF ; 10 ; tanker1975 ; 192 
 219 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 26 ; сортам70 ; 197 
 220 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; VF-XF ; 13 ; tanker1975 ; 172 
 221 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 24 ; Noble ; 272 
 222 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 18 ; Валерик ; 235 
 223 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 15 ; Benony ; 202 
 224 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 15 ; first ; 206 
 225 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 16 ; gurt_77 ; 340 
 226 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 14 ; olgont ; 260 
 227 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 26 ; olgont ; 235 
 228 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 27 ; olgont ; 218 
 229 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 36 ; константин007 ; 199 
 230 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 16 ; tanker1975 ; 203 
 231 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 18 ; olgont ; 251 
 232 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 20 ; olgont ; 236 
 233 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 13 ; tanker1975 ; 164 
 234 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 27 ; PsixXx ; 378 
 235 ; 15 копеек ; 1916 ; ВС ; Ag ; XF+ ; 16 ; urik21121 ; 207 
 236 ; 15 копеек ; 1916 ;  ; Ag ; AU ; 85 ; Кремний ; 4070 
 237 ; 15 копеек ; 1916 ;  ; Ag ; XF- ; 31 ; VAM ; 1696 
 238 ; 15 копеек ; 1917 ; ВС ; Ag ; AU ; 58 ; sheff78 ; 7631 
 239 ; Гривенник ; 1747 ;  ; Ag ; VF ; 52 ; harpushtak71 ; 1744 
 240 ; Гривенник ; 1748 ;  ; Ag ; VF-XF ; 31 ; lesnik1 ; 3062 
 241 ; Гривенник ; 1769 ; СПБ TI ; Ag ; VG ; 17 ; KoFeEkb ; 1020 
 242 ; Гривенник ; 1770 ; СПБ TI ; Ag ; VG ; 33 ; Mart71 ; 2492 
 243 ; Гривенник ; 1784 ; СПБ ; Ag ; F-VF ; 42 ; jhjljdcrbq. ; 1836 
 244 ; Гривенник ; 1787 ; СПБ ; Ag ; VG/G ; 126 ; Yar42 ; 345 
 245 ; Гривенник ; 1796 ; СПБ ; Ag ; F-VF ; 36 ; форсаж ; 2039 
 246 ; 10 копеек ; 1814 ; СПБ ПС ; Ag ; F ; 23 ; DaMon15 ; 510 
 247 ; 10 копеек ; 1815 ; СПБ МФ ; Ag ; VF- ; 25 ; Yar42 ; 363 
 248 ; 10 копеек ; 1819 ; СПБ ПС ; Ag ; F+/F- ; 23 ; murzic.7 ; 204 
 249 ; 10 копеек ; 1820 ; СПБ ПД ; Ag ; F+ ; 60 ; DaMon15 ; 459 
 250 ; 10 копеек ; 1822 ; СПБ ПД ; Ag ; F+ ; 24 ; Luka1 ; 308 
 251 ; 10 копеек ; 1823 ; СПБ ПД ; Ag ; VF-XF ; 17 ; Arte ; 938 
 252 ; 10 копеек ; 1825 ; СПБ ПД ; Ag ; VG/F ; 33 ; GORN ; 216 
 253 ; 10 копеек ; 1826 ; СПБ НГ ; Ag ; VF- ; 34 ; триори ; 906 
 254 ; 10 копеек ; 1833 ; СПБ НГ ; Ag ; VF-/VF+ ; 77 ; val211 ; 861 
 255 ; 10 копеек ; 1835 ; СПБ НГ ; Ag ; F+ ; 19 ; valerdon ; 250 
 256 ; 10 копеек ; 1848 ; СПБ HI ; Ag ; VF-XF ; 44 ; alex-54 ; 1625 
 157 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 9 ; olgont ; 296 
 158 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 6 ; YISAY ; 290 
 159 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 11 ; YISAY ; 290 
 160 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; VF-XF ; 13 ; Математик ; 181 
 161 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 19 ; first ; 235 
 162 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 20 ; Mateys ; 357 
 163 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 7 ; YISAY ; 290 
 164 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 23 ; olgont ; 290 
 165 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 10 ; ed77777 ; 245 
 166 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 16 ; Mateys ; 365 
 167 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 13 ; olgont ; 244 
 168 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 8 ; koppolo ; 245 
 169 ; 20 копеек ; 1915 ; ВС ; Ag ; AU/XF ; 13 ; SSS200 ; 227 
 170 ; 20 копеек ; 1915 ; ВС ; Ag ; XF+ ; 15 ; first ; 237 
 171 ; 20 копеек ; 1915 ; ВС ; Ag ; XF+ ; 15 ; константин007 ; 215 
 172 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 19 ; gurt_77 ; 278 
 173 ; 20 копеек ; 1915 ; ВС ; Ag ; XF+ ; 13 ; first ; 228 
 174 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 22 ; johnsilver09 ; 240 
 175 ; 20 копеек ; 1916 ; ВС ; Ag ; AU ; 28 ; PsixXx ; 580 
 176 ; 15 копеек ; 1764 ; ММД ; Ag ; F-VF ; 40 ; serg07_67 ; 3059 
 177 ; 15 копеек ; 1765 ; ММД ; Ag ; F-VF ; 31 ; форсаж ; 1940 
 178 ; 15 копеек ; 1789 ; СПБ ; Ag ; VF ; 71 ; маманя ; 3206 
 179 ; 15 копеек ; 1860 ; СПБ ФБ ; Ag ; VF+ ; 36 ; DIMA 57 ; 1788 
 180 ; 15 копеек ; 1861 ; СПБ ФБ ; Ag ; VF ; 20 ; bratss ; 222 
 181 ; 15 копеек ; 1861 ; СПБ ; Ag ; VF ; 36 ; форсаж ; 221 
 182 ; 15 копеек ; 1867 ; СПБ HI ; Ag ; F-VF ; 32 ; lva08 ; 225 
 183 ; 15 копеек ; 1869 ; СПБ HI ; Ag ; VF/F ; 14 ; константин007 ; 155 
 184 ; 15 копеек ; 1870 ; СПБ HI ; Ag ; VF ; 27 ; Дмитрий475 ; 216 
 185 ; 15 копеек ; 1873 ; СПБ HI ; Ag ; VF+/VF- ; 28 ; moneta1924 ; 431 
 186 ; 15 копеек ; 1874 ; СПБ HI ; Ag ; VF- ; 10 ; sveta6369 ; 265 
 187 ; 15 копеек ; 1879 ; СПБ НФ ; Ag ; VF ; 21 ; dgin ; 258 
 188 ; 15 копеек. Убрана напайка ; 1886 ; СПБ АГ ; Ag ; VF- ; 17 ; karrus ; 355 
 189 ; 15 копеек ; 1891 ; СПБ АГ ; Ag ; VF ; 17 ; ДУНКАН МАКЛАУД ; 241 
 190 ; 15 копеек ; 1893 ; СПБ АГ ; Ag ; F ; 20 ; WhiteMouse ; 136 
 191 ; 15 копеек ; 1897 ; СПБ АГ ; Ag ; VF ; 23 ; Гарыныч ; 452 
 192 ; 15 копеек ; 1898 ; СПБ АГ ; Ag ; F+ ; 23 ; kama747 ; 318 
 193 ; 15 копеек ; 1899 ; СПБ АГ ; Ag ; VF-XF ; 50 ; RemTro ; 1019 
 194 ; 15 копеек ; 1900 ; СПБ ФЗ ; Ag ; F+ ; 20 ; veektor ; 114 
 195 ; 15 копеек ; 1901 ; СПБ ФЗ ; Ag ; F-VF ; 31 ; иржик86 ; 159 
 196 ; 15 копеек ; 1901 ; СПБ АР ; Ag ; VF-XF ; 65 ; amr ; 3000 
 197 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; VF+ ; 16 ; serg07_67 ; 232 
 198 ; 15 копеек ; 1903 ; СПБ АР ; Ag ; VF- ; 9 ; kama747 ; 152 
 199 ; 15 копеек ; 1904 ; СПБ АР ; Ag ; VF- ; 8 ; dvorkovih ; 171 
 200 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; VF+ ; 3 ; Doctor90 ; 150 
 201 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF+ ; 12 ; Alisa79 ; 308 
 202 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF ; 10 ; dvorkovih ; 150 
 203 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 3 ; Hellsten ; 102 
 204 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; XF- ; 25 ; Аника-Воин ; 252 
 205 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VG/VF- ; 6 ; 312 ; 125 
 206 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; F-VF ; 5 ; Серж PirGS ; 153 
 107 ; 20 копеек ; 1863 ; СПБ АБ ; Ag ; VF ; 23 ; smn51 ; 793 
 108 ; 20 копеек ; 1867 ; СПБ HI ; Ag ; VF ; 18 ; Mikl2015 ; 302 
 109 ; 20 копеек ; 1868 ; СПБ HI ; Ag ; VF ; 12 ; 1gold ; 227 
 110 ; 20 копеек ; 1869 ; СПБ HI ; Ag ; VF- ; 16 ; константин007 ; 227 
 111 ; 20 копеек ; 1870 ; СПБ HI ; Ag ; F+ ; 18 ; Математик ; 204 
 112 ; 20 копеек ; 1871 ; СПБ HI ; Ag ; F-VF ; 10 ; Математик ; 204 
 113 ; 20 копеек ; 1872 ; СПБ HI ; Ag ; VF ; 15 ; said ; 264 
 114 ; 20 копеек ; 1873 ; СПБ HI ; Ag ; VF+ ; 14 ; moneta1924 ; 465 
 115 ; 15 копеек ; 1873 ; СПБ HI ; Ag ; AU ; 70 ; Данила ; 2876 
 116 ; 20 копеек ; 1874 ; СПБ HI ; Ag ; VF-XF ; 28 ; said ; 426 
 117 ; 20 копеек ; 1875 ; СПБ HI ; Ag ; VF- ; 9 ; Математик ; 204 
 118 ; 20 копеек ; 1876 ; СПБ HI ; Ag ; VF ; 8 ; lva08 ; 209 
 119 ; 20 копеек ; 1878 ; СПБ НФ ; Ag ; F-VF ; 9 ; WhiteMouse ; 181 
 120 ; 20 копеек ; 1879 ; СПБ НФ ; Ag ; VF-XF ; 23 ; fgd ; 528 
