 6040 ; Бона иностранная Египет ;  ;  ;  ; AU ; 7 ; Ustin ; 51 
 573 ; 5 пенни ; 1875 ; Финляндия ; Cu ; F-VF ; 15 ; СВТ69 ; 126 
 574 ; 5 пенни ; 1892 ; Финляндия ; Cu ; VF- ; 54 ; СВТ69 ; 352 
 575 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF-XF ; 10 ; igors1969 ; 227 
 576 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF+ ; 19 ; Bambr ; 91 
 577 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 12 ; СВТ69 ; 56 
 578 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 16 ; ирренн ; 124 
 579 ; 5 пенни ; 1913 ; Финляндия ; Cu ; XF ; 18 ; rusalko ; 97 
 580 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 14 ; rusalko ; 65 
 581 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF ; 15 ; rusalko ; 82 
 582 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 17 ; first ; 82 
 583 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 3 ; Саня 79 ; 151 
 584 ; 5 пенни ; 1917 ; Финляндия. Вензель ; Cu ; VF-XF ; 20 ; нормировщик9 ; 193 
 585 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 28 ; karal ; 123 
 586 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 48 ; Алекс_Москва ; 459 
 587 ; 1 пенни ; 1866 ; Финляндия ; Cu ; VF-XF ; 64 ; нионила ; 1530 
 588 ; 1 пенни ; 1867 ; Финляндия ; Cu ; VF-XF ; 44 ; bva150979 ; 2142 
 589 ; 1 пенни ; 1875 ; Финляндия ; Cu ; VF-XF ; 31 ; нионила ; 1356 
 590 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF- ; 34 ; Shera ; 347 
 591 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF-XF ; 17 ; first ; 255 
 592 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF-XF ; 17 ; first ; 255 
 593 ; 1 пенни ; 1900 ; Финляндия ; Cu ; XF+ ; 25 ; first ; 148 
 594 ; 1 пенни ; 1905 ; Финляндия ; Cu ; XF ; 29 ; dim66 ; 182 
 595 ; 1 пенни ; 1907 ; Финляндия ; Cu ; VF-XF ; 8 ; first ; 94 
 596 ; 1 пенни ; 1908 ; Финляндия ; Cu ; XF ; 21 ; ввп ; 93 
 597 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF+ ; 15 ; shaxter2015 ; 100 
 598 ; 1 пенни. В капсуле PCGS ; 1911 ; Финляндия ; Cu ; MS65 ; 26 ; serg2010 ; 2539 
 599 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 13 ; rusalko ; 155 
 600 ; 1 пенни. В капсуле NGC ; 1916 ; Финляндия ; Cu ; MS 65 ; 39 ; kira78 ; 2898 
 601 ; 1 пенни. В капсуле PCGS ; 1917 ; Финляндия ; Cu ; AU ; 31 ; serg2010 ; 2741 
 602 ; Лот монет Финляндии: 1 пенни (6шт) ; 1911-1917 ;  ; Cu ; VF-XF ; 36 ; vla4375 ; 469 
 603 ; Лот монет России: 2,1,1/2 коп (3шт) ; 1832-1915 ;  ; Cu ; VG ; 25 ; yunonik ; 222 
 604 ; Лот монет России: 3,2,1 коп (5шт) ; 1881-1909 ;  ; Cu ; F/VG ; 24 ; vla4375 ; 255 
 605 ; Лот монет России: 3,2,1 коп (5шт) ; 1868-1881 ;  ; Cu ; VG/G ; 32 ; vla4375 ; 332 
 506 ; Денга ; 1794 ; КМ ; Cu ; VG ; 25 ; vla4375 ; 347 
 507 ; Деньга ; 1797 ; ЕМ ; Cu ; F ; 39 ; SSK ; 408 
 508 ; Деньга ; 1798 ; ЕМ ; Cu ; F ; 19 ; vla4375 ; 159 
 509 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; VF-XF ; 69 ; SSK ; 665 
 510 ; Деньга ; 1828 ; ЕМ ИК ; Cu ; VF ; 10 ; SSK ; 310 
 511 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; F-VF ; 28 ; tanker1975 ; 156 
 512 ; 1/2 копейки ; 1841 ; ЕМ ; Cu ; F ; 15 ; rodric ; 74 
 513 ; 1/2 копейки ; 1844 ; СМ ; Cu ; F-VF ; 3 ; acad ; 204 
 514 ; 1/2 копейки ; 1886 ; СПБ ; Cu ; VF-XF ; 45 ; leo 2 ; 3639 
 515 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; XF ; 111 ; Димыч ; 1395 
 516 ; 1/2 копейки ; 1892 ; СПБ ; Cu ; F-VF ; 51 ; student1977 ; 885 
 517 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; XF+ ; 34 ; Sporti84 ; 343 
 518 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF+ ; 36 ; qver ; 435 
 519 ; 1/2 копейки. В капсуле SCG ; 1899 ; СПБ ; Cu ; XF- ; 18 ; spec12 ; 683 
 520 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 53 ; qver ; 435 
 521 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 27 ; qver ; 255 
 522 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; XF ; 42 ; V-2 ; 728 
 523 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; AU ; 16 ; sergius ; 593 
 524 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF- ; 22 ; Markus ; 511 
 525 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 21 ; qver ; 306 
 526 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 14 ; 47154 ; 113 
 527 ; 1/2 копейки. В капсуле NGC ; 1912 ; СПБ ; Cu ; MS 62 ; 36 ; Krong ; 2277 
 528 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF+ ; 16 ; paranoy ; 174 
 529 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF- ; 18 ; СЁМА ; 145 
 530 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF+ ; 16 ; chapay1959 ; 333 
 531 ; 1/2 копейки ; 1915 ;  ; Cu ; AU ; 44 ; ЛАВ-13 ; 750 
 532 ; Полушка ; 1702 ;  ; Cu ; F- ; 43 ; энкантадо ; 1663 
 533 ; Полушка ; 1703 ;  ; Cu ; F+ ; 56 ; Костян 92 ; 1893 
 534 ; Полушка (Ильин-5р) ; 1709 ;  ; Cu ; F- ; 60 ; Брат ; 3972 
 535 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F ; 9 ; бумеранг ; 102 
 536 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F+ ; 21 ; wasp69 ; 368 
 537 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F ; 14 ; rodric ; 153 
 538 ; Полушка ; 1774 ; КМ "Сибирь" ; Cu ; VG ; 15 ; shaxter2015 ; 400 
 539 ; Полушка (Петров-5р, Ильин-3р) ; 1775 ; ЕМ ; Cu ; VG ; 61 ; SSK ; 1129 
 540 ; Полушка ; 1786 ; ЕМ ; Cu ; VF ; 50 ; val211 ; 1134 
 541 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; VF- ; 34 ; нионила ; 305 
 542 ; 1/4 копейки ; 1842 ; СМ ; Cu ; VF ; 51 ; ЛАВ-13 ; 1156 
 543 ; 1/4 копейки ; 1843 ; СМ ; Cu ; VF- ; 17 ; ona moya ; 285 
 544 ; 1/4 копейки ; 1844 ; СМ ; Cu ; VF+ ; 13 ; solder13 ; 408 
 545 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; AU ; 62 ; ЛАВ-13 ; 1609 
 546 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; XF- ; 22 ; Victory-2001 ; 1326 
 547 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; XF+ ; 65 ; ss13 ; 1934 
 548 ; 1/4 копейки ; 1910 ; СПБ ; Cu ; AU ; 69 ; счастливый бегемот ; 4690 
 549 ; 2 копейки "Оккупация" ; 1916А ;  ; Fe ; VF+ ; 61 ; Милорадович ; 423 
 550 ; 2 копейки "оккупация" ; 1916J ;  ; Fe ; VF+ ; 32 ; rusalko ; 1096 
 551 ; 1 копейка "оккупация" ; 1916J ;  ; Fe ; VF- ; 70 ; ГдРъ ; 404 
 552 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; VF ; 15 ; taa ; 404 
 553 ; 10 пенни ; 1865 ; Финляндия ; Cu ; F-VF ; 17 ; vla4375 ; 120 
 554 ; 10 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 21 ; vla4375 ; 180 
 555 ; 10 пенни ; 1867 ; Финляндия ; Cu ; F-VF ; 36 ; DVZ ; 267 
 456 ; Копейка ; 1879 ; СПБ ; Cu ; VF+ ; 62 ; fgd ; 1416 
 457 ; Копейка ; 1879 ; СПБ ; Cu ; F+ ; 14 ; karal ; 61 
 458 ; Копейка ; 1880 ; СПБ ; Cu ; F- ; 14 ; DaMon15 ; 72 
 459 ; Копейка ; 1886 ; СПБ ; Cu ; VF+ ; 36 ; Sky2 ; 1326 
 460 ; Копейка ; 1893 ; СПБ ; Cu ; F-VF ; 10 ; kergudu ; 68 
 461 ; Копейка ; 1894 ; СПБ ; Cu ; VF+ ; 41 ; leshii40 ; 288 
 462 ; Копейка ; 1895 ; СПБ ; Cu ; VF+ ; 32 ; Voloh ; 359 
 463 ; Копейка ; 1896 ; СПБ ; Cu ; XF+ ; 113 ; Sky2 ; 5100 
 464 ; Копейка ; 1897 ; СПБ ; Cu ; VF ; 11 ; tanker1975 ; 68 
 465 ; Копейка ; 1898 ; СПБ ; Cu ; XF ; 29 ; vasek ; 842 
 466 ; Копейка ; 1899 ; СПБ ; Cu ; XF- ; 27 ; qver ; 344 
 467 ; Копейка ; 1901 ; СПБ ; Cu ; VF-XF ; 43 ; Roki ; 521 
 468 ; Копейка ; 1902 ; СПБ ; Cu ; F+ ; 43 ; nz7070 ; 726 
 469 ; Копейка ; 1903 ; СПБ ; Cu ; XF- ; 33 ; 222211 ; 323 
 470 ; Копейка ; 1903 ; СПБ ; Cu ; F-VF ; 8 ; vizer ; 57 
 471 ; Копейка ; 1904 ; СПБ ; Cu ; F-VF ; 6 ; vizer ; 21 
 472 ; Копейка ; 1905 ; СПБ ; Cu ; XF ; 33 ; ЛАВ-13 ; 1122 
 473 ; Копейка ; 1906 ; СПБ ; Cu ; F-VF ; 14 ; vizer ; 36 
 474 ; Копейка ; 1907 ; СПБ ; Cu ; VF- ; 37 ; tanker1975 ; 204 
 475 ; Копейка ; 1908 ; СПБ ; Cu ; XF+ ; 26 ; ЛАВ-13 ; 612 
 476 ; Копейка ; 1908 ; СПБ ; Cu ; VF ; 10 ; нормировщик9 ; 102 
 477 ; Копейка ; 1909 ; СПБ ; Cu ; VF ; 10 ; sss282 ; 68 
 478 ; Копейка ; 1910 ; СПБ ; Cu ; VF+ ; 14 ; папашаГарпагон ; 102 
 479 ; Копейка ; 1911 ; СПБ ; Cu ; XF+ ; 28 ; qver ; 465 
 480 ; Копейка ; 1911 ; СПБ ; Cu ; VF- ; 17 ; vizer ; 45 
 481 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 18 ; chapay1959 ; 267 
 482 ; Копейка ; 1913 ; СПБ ; Cu ; VF-XF ; 20 ; denishe ; 272 
 483 ; Копейка ; 1913 ; СПБ ; Cu ; VF ; 6 ; vizer ; 21 
 484 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 20 ; qver ; 133 
 485 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 10 ; bakal73 ; 102 
 486 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 21 ; bakal73 ; 131 
 487 ; Копейка ; 1915 ;  ; Cu ; XF ; 5 ; СЁМА ; 66 
 488 ; Копейка. В капсуле NGC ; 1915 ;  ; Cu ; MS 64 ; 25 ; Sporti84 ; 2360 
 489 ; Денга (Ильин-1р) ; 1708 ;  ; Cu ; F- ; 28 ; d ; 3047 
 490 ; Денга ; 1711 ;  ; Cu ; F+ ; 69 ; энкантадо ; 3988 
 491 ; Денга (Ильин-2р) ; 1711 ;  ; Cu ; F ; 12 ; энкантадо ; 2552 
 492 ; Денга ; 1731 ;  ; Cu ; F+ ; 16 ; Парамоша ; 114 
 493 ; Денга ; 1731 ;  ; Cu ; F- ; 11 ; Костян 92 ; 51 
 494 ; Денга ; 1737 ;  ; Cu ; F ; 9 ; rodric ; 68 
 495 ; Денга ; 1738 ;  ; Cu ; F+ ; 9 ; Костян 92 ; 51 
 496 ; Денга ; 1748 ;  ; Cu ; F-VF ; 5 ; бумеранг ; 66 
 497 ; Денга ; 1748 ;  ; Cu ; F+ ; 9 ; Костян 92 ; 51 
 498 ; Денга ; 1750 ;  ; Cu ; F ; 8 ; rodric ; 34 
 499 ; Денга ; 1751 ;  ; Cu ; F-VF ; 7 ; бумеранг ; 57 
 500 ; Денга ; 1767 ; ЕМ ; Cu ; F-VF ; 15 ; SSK ; 576 
 501 ; Денга ; 1770 ; ЕМ ; Cu ; F ; 1 ; MИГ ; 300 
 502 ; Денга ; 1775 ; ЕМ ; Cu ; F+ ; 5 ; Karajan ; 459 
 503 ; Денга ; 1783 ; КМ ; Cu ; VF ; 51 ; ARhimed ; 2086 
 504 ; Денга ; 1790 ; ЕМ ; Cu ; F ; 17 ; vla4375 ; 120 
 505 ; Денга ; 1793 ; КМ ; Cu ; F ; 9 ; гоша334 ; 267 
 406 ; 2 копейки ; 1905 ; СПБ ; Cu ; F-VF ; 32 ; 222211 ; 149 
 407 ; 2 копейки ; 1908 ; СПБ ; Cu ; VF+ ; 13 ; Bambr ; 91 
 408 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF- ; 6 ; vizer ; 78 
 409 ; 2 копейки ; 1910 ; СПБ ; Cu ; VF+ ; 14 ; leshii40 ; 97 
 410 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 6 ; chapay1959 ; 102 
 411 ; 2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 38 ; 222211 ; 308 
 412 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 14 ; Bambr ; 82 
 413 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 34 ; paranoy ; 179 
 414 ; 2 копейки ; 1915 ;  ; Cu ; XF ; 20 ; qver ; 156 
 415 ; 2 копейки ; 1916 ;  ; Cu ; VF-XF ; 24 ; paranoy ; 118 
 416 ; Копейка ; 1779 ; КМ "Сибирь" ; Cu ; F ; 34 ; shaxter2015 ; 1000 
 417 ; Копейка ; 1789 ; ЕМ ; Cu ; F-VF ; 32 ; ГдРъ ; 227 
 418 ; Копейка ; 1790 ; ЕМ ; Cu ; F- ; 32 ; R.V.R ; 174 
 419 ; Копейка ; 1795 ; ЕМ ; Cu ; F+ ; 33 ; 007serg007 ; 601 
 420 ; Копейка ; 1796 ; ЕМ ; Cu ; VF- ; 28 ; winten2 ; 624 
 421 ; Копейка ; 1798 ; ЕМ ; Cu ; F- ; 13 ; бумеранг ; 42 
 422 ; Копейка ; 1800 ; ЕМ ; Cu ; F ; 15 ; DIMA 57 ; 153 
 423 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 12 ; vla4375 ; 160 
 424 ; Копейка ; 1801 ; ЕМ ; Cu ; VG ; 25 ; taa ; 111 
 425 ; Копейка ; 1818 ; ЕМ НМ ; Cu ; F- ; 9 ; t_v_v ; 21 
 426 ; Копейка ; 1818 ; КМ АД ; Cu ; F- ; 17 ; bva150979 ; 184 
 427 ; Копейка ; 1821 ; КМ АМ ; Cu ; F-VF ; 20 ; ct200h ; 714 
 428 ; Копейка ; 1822 ; ЕМ ФГ ; Cu ; F-VF ; 13 ; ct200h ; 725 
 429 ; Копейка ; 1824 ; ЕМ ПГ ; Cu ; VG ; 16 ; rirosrob ; 102 
 430 ; Копейка ; 1828 ; КМ АМ ; Cu ; VF ; 19 ; SSK ; 136 
 431 ; Копейка ; 1830 ; КМ АМ ; Cu ; F+ ; 25 ; SSK ; 153 
 432 ; Копейка ; 1831 ; СМ ; Cu ; F+ ; 15 ; SSK ; 340 
 433 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F-VF ; 24 ; ГдРъ ; 509 
 434 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VG ; 19 ; vla4375 ; 63 
 435 ; Копейка ; 1832 ; СМ ; Cu ; F ; 13 ; bva150979 ; 153 
 436 ; Копейка (Петров-2р, Ильин-3р) ; 1835 ; СМ ; Cu ; VG ; 38 ; von_Schwarz ; 1001 
 437 ; Копейка ; 1838 ; СМ ; Cu ; VG ; 17 ; почтальон ; 561 
 438 ; Копейка ; 1840 ; ЕМ ; Cu ; VG ; 4 ; chag1985 ; 12 
 439 ; Копейка ; 1840 ; СПМ ; Cu ; VF+ ; 11 ; kira78 ; 450 
 440 ; Копейка ; 1840 ; СМ ; Cu ; F+ ; 9 ; rodric ; 105 
 441 ; Копейка ; 1841 ; СПМ ; Cu ; F ; 15 ; chag1985 ; 90 
 442 ; Копейка ; 1842 ; ЕМ ; Cu ; VF- ; 11 ; rirosrob ; 124 
 443 ; Копейка ; 1842 ; СМ ; Cu ; F+ ; 17 ; SSK ; 237 
 444 ; Копейка ; 1851 ; ЕМ ; Cu ; F-VF ; 8 ; 312 ; 21 
 445 ; Копейка ; 1852 ; ЕМ ; Cu ; F+ ; 21 ; tanker1975 ; 108 
 446 ; Копейка ; 1854 ; ЕМ ; Cu ; F-VF ; 28 ; Костян 92 ; 115 
 447 ; Копейка ; 1856 ; ЕМ ; Cu ; VF ; 13 ; Костян 92 ; 123 
 448 ; Копейка ; 1858 ; ЕМ ; Cu ; F+ ; 6 ; 312 ; 14 
 449 ; Копейка ; 1859 ; ЕМ Корона у основ.уже ; Cu ; VF ; 25 ; chag1985 ; 225 
 450 ; Копейка ; 1860 ; ЕМ ; Cu ; F- ; 8 ; rodric ; 79 
 451 ; Копейка ; 1862 ; ЕМ ; Cu ; F-VF ; 25 ; alexbari ; 111 
 452 ; Копейка ; 1873 ; ЕМ ; Cu ; F ; 27 ; ct200h ; 1591 
 453 ; Копейка ; 1875 ; ЕМ ; Cu ; F+ ; 19 ; DIMA 57 ; 164 
 454 ; Копейка ; 1876 ; ЕМ ; Cu ; F-VF ; 26 ; ct200h ; 1836 
 455 ; Копейка ; 1878 ; СПБ ; Cu ; VF-XF ; 17 ; ct200h ; 929 
 356 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF- ; 12 ; karal ; 77 
 357 ; 3 копейки ; 1914 ; СПБ ; Cu ; XF ; 35 ; chapay1959 ; 410 
 358 ; 3 копейки ; 1915 ;  ; Cu ; XF+ ; 49 ; paranoy ; 411 
 359 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 37 ; vla4375 ; 168 
 360 ; 2 копейки ; 1757 ; Гурт надп. Екатер. ; Cu ; F+ ; 32 ; kira78 ; 915 
 361 ; 2 копейки ; 1758 ;  ; Cu ; VF ; 22 ; SSK ; 1534 
 362 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 39 ; acad ; 306 
 363 ; 2 копейки. Брак чеканки ; 1759 ;  ; Cu ; VG ; 15 ; vla4375 ; 216 
 364 ; 2 копейки ; 1763 ; ММ ; Cu ; F-VF ; 7 ; на двушке 1757 ; 663 
 365 ; 2 копейки ; 1775 ; ЕМ ; Cu ; F+ ; 17 ; vla4375 ; 159 
 366 ; 2 копейки ; 1789 ; ЕМ ; Cu ; F-F ; 23 ; Костян 92 ; 153 
 367 ; 2 копейки. В капсуле NGC ; 1797 ; ЕМ ; Cu ; AU 58 ; 37 ; mixser ; 4590 
 368 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 19 ; shaxter2015 ; 200 
 369 ; 2 копейки ; 1798 ; КМ ; Cu ; VF-XF ; 53 ; 37577 ; 2200 
 370 ; 2 копейки. В капсуле NGC ; 1799 ; ЕМ ; Cu ; AU 58 ; 52 ; mixser ; 6862 
 371 ; 2 копейки ; 1800 ; КМ ; Cu ; VF+ ; 30 ; SSK ; 1022 
 372 ; 2 копейки. В капсуле NGC ; 1800 ; ЕМ ; Cu ; AU 55 ; 14 ; Kardinal71 ; 3500 
 373 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 12 ; DRAKUS ; 53 
 374 ; 2 копейки. В капсуле NGC ; 1801 ; ЕМ ; Cu ; AU 55 ; 17 ; Kardinal71 ; 3550 
 375 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 39 ; Andrey19 ; 508 
 376 ; 2 копейки ; 1810 ; КМ ; Cu ; VF- ; 16 ; maxxim ; 600 
 377 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 19 ; DRAKUS ; 53 
 378 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 15 ; R.V.R ; 252 
 379 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F ; 20 ; maks169 ; 72 
 380 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF+ ; 31 ; 37577 ; 1134 
 381 ; 2 копейки ; 1817 ; КМ АМ ; Cu ; F ; 25 ; chag1985 ; 90 
 382 ; 2 копейки ; 1823 ; КМ АМ ; Cu ; F+ ; 24 ; Andrey19 ; 111 
 383 ; 2 копейки ; 1825 ; КМ АМ ; Cu ; VG ; 17 ; почтальон ; 118 
 384 ; 2 копейки ; 1826 ; КМ АМ ; Cu ; F+ ; 6 ; ct200h ; 663 
 385 ; 2 копейки ; 1828 ; КМ АМ ; Cu ; F+ ; 17 ; почтальон ; 320 
 386 ; 2 копейки ; 1830 ; КМ АМ ; Cu ; F+ ; 11 ; почтальон ; 396 
 387 ; 2 копейки ; 184? ;  ; Cu ; F ; 11 ; rodric ; 102 
 388 ; 2 копейки ; 1864 ; ЕМ ; Cu ; VF-XF ; 54 ; Hada ; 1900 
 389 ; 2 копейки ; 1868 ; ЕМ ; Cu ; VF- ; 18 ; 21011984andrei ; 102 
 390 ; 2 копейки ; 1869 ; ЕМ ; Cu ; VF ; 19 ; Anatoliy1959 ; 177 
 391 ; 2 копейки ; 1870 ; ЕМ ; Cu ; F-VF ; 8 ; kronk ; 104 
 392 ; 2 копейки ; 1872 ; ЕМ ; Cu ; F-VF ; 39 ; 21011984andrei ; 79 
 393 ; 2 копейки ; 1875 ; ЕМ ; Cu ; F+ ; 10 ; vizer ; 36 
 394 ; 2 копейки ; 1876 ; СПБ ; Cu ; VF-XF ; 38 ; Sky2 ; 3315 
 395 ; 2 копейки ; 1878 ; СПБ ; Cu ; F- ; 15 ; elena92 ; 31 
 396 ; 2 копейки ; 1879 ; СПБ ; Cu ; F ; 16 ; kop ; 104 
 397 ; 2 копейки ; 1880 ; СПБ ; Cu ; F+ ; 6 ; DaMon15 ; 21 
 398 ; 2 копейки ; 1887 ; СПБ ; Cu ; F- ; 67 ; почтальон ; 292 
 399 ; 2 копейки ; 1893 ; СПБ ; Cu ; VF-XF ; 53 ; Sky2 ; 1143 
 400 ; 2 копейки ; 1895 ; СПБ ; Cu ; XF- ; 80 ; дар ; 4080 
 401 ; 2 копейки ; 1898 ; СПБ ; Cu ; VF-XF ; 22 ; DaMon15 ; 171 
 402 ; 2 копейки ; 1899 ; СПБ ; Cu ; F+ ; 12 ; vizer ; 46 
 403 ; 2 копейки ; 1901 ; СПБ ; Cu ; VF ; 17 ; Rjn ; 104 
 404 ; 2 копейки ; 1902 ; СПБ ; Cu ; F+ ; 23 ; Ратамахатта ; 513 
