 5954 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 25 ; alex1974 ; 50 
 368 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F-VF ; 11 ; Дмитрий475 ; 72 
 369 ; 2 копейки ; 1827 ; ЕМ ИК ; Cu ; F-VF ; 14 ; ARhimed ; 215 
 370 ; 2 копейки ; 1829 ; КМ АМ ; Cu ; F ; 3 ; ksun ; 72 
 371 ; 2 копейки ; 1831 ; СМ ; Cu ; F ; 10 ; почтальон ; 166 
 372 ; 2 копейки ; 1832 ; СМ ; Cu ; F+ ; 21 ; olq ; 1485 
 373 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; VF- ; 30 ; ct200h ; 972 
 374 ; 2 копейки ; 1838 ; СМ ; Cu ; VG ; 6 ; azsilver ; 327 
 375 ; 2 копейки ; 1841 ; СПМ ; Cu ; VF- ; 15 ; Дмитрий475 ; 388 
 376 ; 2 копейки ; 1846 ; СМ ; Cu ; F ; 47 ; Andjey2878 ; 405 
 377 ; 2 копейки ; 1847 ; СМ ; Cu ; F-VF ; 20 ; funtik ; 414 
 378 ; 2 копейки ; 1869 ; ЕМ ; Cu ; F+ ; 27 ; sibirian ; 51 
 379 ; 2 копейки ; 1871 ; ЕМ ; Cu ; F ; 13 ; vizer ; 85 
 380 ; 2 копейки ; 1876 ; ЕМ ; Cu ; F ; 9 ; почтальон ; 510 
 381 ; 2 копейки ; 1882 ; СПБ ; Cu ; F ; 41 ; ksun ; 111 
 382 ; 2 копейки ; 1896 ; СПБ ; Cu ; VF ; 16 ; DaMon15 ; 357 
 383 ; 2 копейки ; 1899 ; СПБ ; Cu ; F- ; 3 ; chag1985 ; 21 
 384 ; 2 копейки ; 1903 ; СПБ ; Cu ; F+ ; 12 ; vizer ; 26 
 385 ; 2 копейки. В капсуле NGC ; 1905 ; СПБ ; Cu ; AU details ; 31 ; tisa66 ; 4080 
 386 ; 2 копейки ; 1906 ; СПБ ; Cu ; VF- ; 42 ; ksun ; 320 
 387 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF ; 17 ; vizer ; 71 
 388 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF ; 32 ; андрык ; 101 
 389 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 19 ; imi ; 88 
 390 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 16 ; b197312 ; 153 
 391 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 27 ; Elizium ; 74 
 392 ; 2 копейки ; 1916 ;  ; Cu ; XF+ ; 32 ; 222211 ; 278 
 393 ; 2 копейки ; 1916 ;  ; Cu ; F-VF ; 6 ; gfgf50 ; 21 
 394 ; Копейка ; 1705 ; МД ; Cu ; F ; 27 ; EAL34 ; 1275 
 395 ; Копейка (Петров-1,5р, Ильин-3р) ; 1706 ; БК ; Cu ; F ; 71 ; нумизмат ; 4682 
 396 ; Копейка ; 1711 ; ·Б·К· ; Cu ; VG ; 29 ; нумизмат ; 1497 
 397 ; Копейка ; 1713 ; НД ; Cu ; VG ; 44 ; нумизмат ; 1122 
 398 ; Копейка ; 1716 ; НД З ; Cu ; F ; 25 ; арбат ; 3162 
 399 ; Копейка ; 1755 ; СПБ ; Cu ; F ; 36 ; A-dam ; 13551 
 400 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; F- ; 41 ; pos ; 404 
 401 ; Копейка. Брак чеканки ; 1771? ; КМ "Сибирь" ; Cu ; F-VF ; 48 ; sotnik ; 3060 
 402 ; Копейка ; 1773 ; КМ "Сибирь" ; Cu ; F+ ; 48 ; taa ; 746 
 403 ; Копейка ; 1789 ; ЕМ ; Cu ; F- ; 33 ; Andrei2007 ; 306 
 404 ; Копейка ; 1790 ; ЕМ ; Cu ; F-VF ; 34 ; арбат ; 453 
 405 ; Копейка ; 1791 ; ЕМ ; Cu ; VF- ; 29 ; нионила ; 408 
 306 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF-XF ; 37 ; тюря ; 11335 
 307 ; 5 копеек ; 1794 ; АМ ; Cu ; VF+ ; 45 ; Andrei2007 ; 635 
 308 ; 5 копеек ; 1795 ; КМ ; Cu ; VF+ ; 23 ; Andrei2007 ; 2172 
 309 ; 5 копеек ; 1796 ; КМ ; Cu ; VF ; 49 ; serg07_67 ; 2478 
 310 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF ; 42 ; Naomu ; 4590 
 311 ; 5 копеек ; 1803 ; ЕМ ; Cu ; XF ; 42 ; арбат ; 8976 
 312 ; 5 копеек ; 1805 ; ЕМ ; Cu ; XF- ; 36 ; арбат ; 11111 
 313 ; 5 копеек ; 1807 ; ЕМ ; Cu ; F+ ; 44 ; Levon.Koins ; 2550 
 314 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF ; 38 ; Andjey2878 ; 710 
 315 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; F-VF ; 32 ; imi ; 261 
 316 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; F- ; 24 ; Семен ; 204 
 317 ; 5 копеек ; 1837 ; ЕМ КТ ; Cu ; F+ ; 33 ; почтальон ; 1224 
 318 ; 5 копеек ; 1839 ; ЕМ НА ; Cu ; VG ; 39 ; Levon.Koins ; 542 
 319 ; 5 копеек ; 1857 ; ЕМ ; Cu ; VF-XF ; 68 ; sergius ; 12600 
 320 ; 5 копеек ; 1859 ; ЕМ ; Cu ;  ; 25 ; СВТ69 ; 286 
 321 ; 5 копеек ; 1862 ; ЕМ ; Cu ; VF-XF ; 34 ; sergius ; 3468 
 322 ; 5 копеек ; 1864 ; ЕМ ; Cu ; XF ; 58 ; mixser ; 5227 
 323 ; 5 копеек ; 1868 ; ЕМ ; Cu ; F+ ; 18 ; Семен ; 207 
 324 ; 5 копеек ; 1873 ; ЕМ ; Cu ; VF ; 49 ; 21011984andrei ; 538 
 325 ; 5 копеек ; 1881 ; СПБ ; Cu ; F ; 8 ; antony196691 ; 102 
 326 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF-XF ; 62 ; paranoy ; 2039 
 327 ; 5 копеек ; 1911 ; СПБ ; Cu ; F+ ; 4 ; pos ; 306 
 328 ; 5 копеек ; 1912 ; СПБ ; Cu ; VF ; 62 ; Masik ; 5405 
 329 ; 3 копейки ; 1864 ; ЕМ ; Cu ; VF-XF ; 77 ; арбат ; 5361 
 330 ; 3 копейки ; 1877 ; СПБ ; Cu ; VF ; 41 ; арбат ; 2244 
 331 ; 3 копейки ; 1882 ; СПБ ; Cu ; XF ; 39 ; 222211 ; 3009 
 332 ; 3 копейки ; 1883 ; СПБ ; Cu ; F-VF ; 26 ; ssss ; 680 
 333 ; 3 копейки ; 1895 ; СПБ ; Cu ; VG ; 19 ; апосум ; 151 
 334 ; 3 копейки ; 1900 ; СПБ ; Cu ; VF- ; 25 ; ksun ; 233 
 335 ; 3 копейки ; 1901 ; СПБ ; Cu ; AU/XF ; 40 ; mixser ; 6120 
 336 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF- ; 20 ; Семен ; 72 
 337 ; 3 копейки ; 1910 ; СПБ ; Cu ; F+ ; 25 ; Семен ; 203 
 338 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF ; 11 ; Семен ; 204 
 339 ; 3 копейки.  В капсуле NGC ; 1912 ; СПБ ; Cu ; Unc details ; 77 ; mixser ; 5667 
 340 ; 3 копейки ; 1912 ; СПБ ; Cu ; F-VF ; 33 ; Семен ; 214 
 341 ; 3 копейки ; 1913 ; СПБ ; Cu ; XF ; 32 ; paranoy ; 270 
 342 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 22 ; zemlyk2014 ; 104 
 343 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 20 ; Дмитрий475 ; 340 
 344 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; VF- ; 13 ; lina-I ; 784 
 345 ; 2 копейки ; 1759 ;  ; Cu ; F ; 21 ; Костян 92 ; 77 
 346 ; 2 копейки ; 1761 ;  ; Cu ; VF- ; 18 ; арбат ; 510 
 347 ; 2 копейки ; 1762 ; Номинал под гербом ; Cu ; F+ ; 20 ; Andrei2007 ; 357 
 348 ; 2 копейки ; 1763 ; ММ ; Cu ; F-VF ; 7 ; zemlyk2014 ; 76 
 349 ; 2 копейки ; 1763 ; СПМ ; Cu ; VF ; 24 ; гоша334 ; 643 
 350 ; 2 копейки ; 1765 ; ЕМ ; Cu ; F ; 18 ; почтальон ; 164 
 351 ; 2 копейки ; 1766 ; ММ ; Cu ; F-VF ; 31 ; moneta34 ; 500 
 352 ; 2 копейки ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 55 ; smirnov1957 ; 1381 
 353 ; 2 копейки ; 1774 ; КМ "Сибирь" ; Cu ; F+ ; 48 ; Levon.Koins ; 1977 
 354 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F- ; 7 ; Bomba 47 ; 81 
 355 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 71 ; 62062 ; 425 
 256 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 15 ; Kva2904 ; 340 
 257 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 26 ; СТРЕКОЗА ; 333 
 258 ; 25 пенни ; 1873 ; S Финляндия ; Ag ; VF ; 25 ; Reichard ; 95 
 259 ; 25 пенни ; 1875 ; S Финляндия ; Ag ; F-VF ; 49 ; Reichard ; 68 
 260 ; 25 пенни ; 1889 ; L Финляндия ; Ag ; VF ; 29 ; chest ; 67 
 261 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; VF ; 29 ; 312 ; 61 
 262 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF+ ; 31 ; 1178 ; 79 
 263 ; 25 пенни ; 1897 ; L Финляндия ; Ag ; VF+ ; 29 ; жора ; 94 
 264 ; 25 пенни ; 1898 ; L Финляндия ; Ag ; VF ; 15 ; 312 ; 57 
 265 ; 25 пенни ; 1899 ; L Финляндия ; Ag ; VF ; 27 ; Orlov1504 ; 67 
 266 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; XF- ; 23 ; chag1985 ; 77 
 267 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; XF- ; 13 ; Avdeev13 ; 144 
 268 ; 25 пенни ; 1908 ; L Финляндия ; Ag ; VF-XF ; 37 ; Avdeev13 ; 144 
 269 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF ; 41 ; Avdeev13 ; 144 
 270 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU/XF ; 30 ; Avdeev13 ; 341 
 271 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 15 ; Kva2904 ; 158 
 272 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 29 ; Avdeev13 ; 510 
 273 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 21 ; sslava054 ; 180 
 274 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 15 ; santan93 ; 206 
 275 ; 25 пенни. С короной ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 16 ; maRka ; 499 
 276 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 22 ; Kva2904 ; 138 
 277 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 18 ; maRka ; 368 
 278 ; Лот монет России для Финляндии (10 шт): 25 пенни ; 1915-1917 ;  ; Ag ; AU ; 32 ; сортам70 ; 829 
 279 ; Лот Русско-Финских монет (7шт): 1 марка, 25 пенни ; 1872-1909 ;  ; Ag ; F+/VG ; 72 ; boroda ; 1014 
 280 ; Лот монет России: 1 марка, 25 пенни, 20,15 коп (7шт). Отверстия ; 1873-1909 ;  ; Ag ; F-VF/VG ; 13 ; yunonik ; 437 
 281 ; Лот монет России и СССР (4шт): 20к,15к,10к,5к ; 1902-1908,1925 ;  ; Ag ; F-VF/VG ; 28 ; yunonik ; 507 
 282 ; Лот монет России (3шт): 20к,15к,10к ; 1915 ;  ; Ag ; XF+/VF+ ; 31 ; moneta1924 ; 497 
 283 ; Лот монет России (4шт): 20к,15к,10к ; 1911-1915 ;  ; Ag ; AU/VF- ; 17 ; ирренн ; 957 
 284 ; 10 копеек ; 1834 ; ЕМ ФХ ; Cu ; VF ; 28 ; RusScat ; 4596 
 285 ; 10 копеек ; 1835 ; ЕМ ФХ ; Cu ; VG ; 25 ; почтальон ; 415 
 286 ; 5 копеек (Ильин-1р) ; 1727 ; МД ; Cu ; F ; 30 ; почтальон ; 1835 
 287 ; 5 копеек ; 1761 ;  ; Cu ; VF ; 35 ; гоша334 ; 419 
 288 ; 5 копеек ; 1762 ;  ; Cu ; VF ; 52 ; kiril73 ; 4879 
 289 ; 5 копеек ; 1765 ; ММ ; Cu ; VF+ ; 49 ; Семен ; 867 
 290 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF+ ; 37 ; Rober ; 337 
 291 ; 5 копеек ; 1774 ; ЕМ ; Cu ; XF- ; 43 ; kiril73 ; 1733 
 292 ; 5 копеек ; 1778 ; КМ "Сибирь" ; Cu ; XF ; 61 ; арбат ; 21737 
 293 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F+ ; 14 ; KNK ; 187 
 294 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF+ ; 41 ; Zakhapisty ; 714 
 295 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF+ ; 13 ; Olimpia ; 1111 
 296 ; 5 копеек ; 1782 ; КМ ; Cu ; VF ; 31 ; почтальон ; 2039 
 297 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 31 ; Костян 92 ; 316 
 298 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF+ ; 39 ; flutter ; 340 
 299 ; 5 копеек ; 1786 ; КМ ; Cu ; VF+ ; 46 ; olq ; 1988 
 300 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF-XF ; 15 ; Vitalik1 ; 439 
 301 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VG ; 35 ; wolikaz ; 249 
 302 ; 5 копеек ; 1788 ; ММ ; Cu ; VF ; 30 ; Хозяин ; 1022 
 303 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF-XF ; 32 ; 2156 ; 1530 
 304 ; 5 копеек ; 1792 ; АМ ; Cu ; F-VF ; 49 ; ар-тур ; 777 
 305 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF ; 29 ; Костян 92 ; 614 
 206 ; 5 копеек ; 1845 ; СПБ КБ ; Ag ; XF- ; 34 ; sergius ; 2430 
 207 ; 5 копеек ; 1849 ; СПБ ПА ; Ag ; VF-XF ; 58 ; ОСА ; 1583 
 208 ; 5 копеек ; 1850 ; СПБ ПА ; Ag ; XF- ; 19 ; timoxa ; 2450 
 209 ; 5 копеек ; 1856 ; СПБ ФБ ; Ag ; XF+ ; 38 ; Костян 92 ; 2166 
 210 ; 5 копеек. Реставрация ; 1857 ; СПБ ФБ ; Ag ; VF- ; 75 ; dimon46 ; 3821 
 211 ; 5 копеек ; 1862 ; СПБ МИ ; Ag ; AU ; 50 ; бабушка ; 6491 
 212 ; 5 копеек ; 1868 ; СПБ HI ; Ag ; XF+/XF- ; 46 ; нионила ; 1631 
 213 ; 5 копеек ; 1874 ; СПБ HI ; Ag ; XF+/XF- ; 23 ; timoxa ; 3800 
 214 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; XF+ ; 49 ; AlexMar ; 1306 
 215 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; VF-XF ; 56 ; imi ; 512 
 216 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; XF/AU ; 15 ; AlexMar ; 1473 
 217 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; VF-XF ; 33 ; AlexMar ; 946 
 218 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; XF- ; 56 ; coincoll ; 756 
 219 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; XF- ; 44 ; Rober ; 498 
 220 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; AU ; 16 ; maRka ; 1172 
 221 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; XF+ ; 41 ; konoval333 ; 523 
 222 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; XF+ ; 22 ; Olimpia ; 453 
 223 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; VF-XF ; 15 ; demodex ; 252 
 224 ; 5 копеек ; 1899 ; СПБ АГ ; Ag ; XF- ; 13 ; paranoy ; 512 
 225 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; AU/XF ; 22 ; Z,kjrj2015 ; 1224 
 226 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; VF-XF ; 46 ; flutter ; 465 
 227 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; AU ; 29 ; 7777777 ; 1325 
 228 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 46 ; demodex ; 412 
 229 ; 5 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 52 ; Victory-2001 ; 1632 
 230 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF- ; 23 ; tanker1975 ; 625 
 231 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU/XF ; 10 ; citadel2000 ; 727 
 232 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 47 ; flutter ; 883 
 233 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; VF-XF ; 82 ; DIMA 57 ; 996 
 234 ; 5 копеек ; 1915 ; ВС ; Ag ; UNC/AU ; 25 ; бабушка ; 1809 
 235 ; 5 злотых ; 1816 ; IB Польша ; Ag ; VF+ ; 46 ; AMZYA ; 7959 
 236 ; 10 грошей ; 1831 ; KG польское восстание 1830-1831 гг. ; Ag ; F-VF ; 40 ; Dentum ; 3968 
 237 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF+ ; 20 ; Семен ; 1699 
 238 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 28 ; m1940 ; 665 
 239 ; 1 марка ; 1893 ; L Финляндия ; Ag ; VF-XF ; 34 ; Reichard ; 587 
 240 ; 1 марка ; 1907 ; L Финляндия ; Ag ; XF- ; 35 ; Dentum ; 2550 
 241 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; VF- ; 53 ; Reichard ; 135 
 242 ; 50 пенни. Убраны напайки по гурту ; 1866 ; S Финляндия ; Ag ; F ; 50 ; Dentum ; 286 
 243 ; 50 пенни ; 1871 ; S Финляндия ; Ag ; VF+ ; 39 ; Dentum ; 306 
 244 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF ; 52 ; Orlov1504 ; 171 
 245 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF+ ; 36 ; imi ; 149 
 246 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF-XF ; 44 ; Reichard ; 146 
 247 ; 50 пенни ; 1891 ; L Финляндия ; Ag ; F+ ; 40 ; yunonik ; 108 
 248 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; VF ; 40 ; yunonik ; 107 
 249 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF-XF ; 49 ; 1178 ; 144 
 250 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 13 ; mishael07 ; 182 
 251 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; VF+ ; 17 ; timoxa ; 149 
 252 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF+ ; 16 ; timoxa ; 410 
 253 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 16 ; timoxa ; 512 
 254 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 13 ; Kva2904 ; 340 
 255 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 15 ; maRka ; 396 
 156 ; Гривенник ; 1755 ; МБ ; Ag ; VF+ ; 113 ; арбат ; 22112 
 157 ; Гривенник ; 1769 ; СПБ TI ; Ag ; VF+/VF-XF ; 45 ; арбат ; 2235 
 158 ; Гривенник ; 1783 ; СПБ ; Ag ; F ; 26 ; ар-тур ; 290 
 159 ; 10 копеек ; 1814 ; СПБ ПС ; Ag ; VF ; 53 ; арбат ; 972 
 160 ; 10 копеек ; 1823 ; СПБ ПД ; Ag ; VF- ; 28 ; сортам70 ; 303 
 161 ; 10 копеек ; 1826 ; СПБ НГ ; Ag ; VF ; 36 ; ОСА ; 2043 
 162 ; 10 копеек ; 1830 ; СПБ НГ ; Ag ; F-VF ; 21 ; moneta34 ; 638 
 163 ; 10 копеек ; 1844 ; СПБ КБ ; Ag ; XF ; 57 ; ZOLTAN333 ; 11089 
 164 ; 10 копеек ; 1859 ; СПБ ФБ ; Ag ; F-VF ; 24 ; Костян 92 ; 144 
 165 ; 10 копеек ; 1861 ; СПБ ФБ ; Ag ; XF+ ; 37 ; azsilver ; 757 
 166 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF+ ; 15 ; Kardinal71 ; 638 
 167 ; 10 копеек ; 1861 ; СПБ ; Ag ; AU ; 31 ; феникс55 ; 983 
 168 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF+ ; 34 ; Новик ; 625 
 169 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF- ; 12 ; imi ; 567 
 170 ; 10 копеек ; 1861 ; СПБ ; Ag ; VF-XF ; 20 ; dimon46 ; 426 
 171 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF-/XF+ ; 21 ; moneta1924 ; 225 
 172 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF+ ; 21 ; MMG-1 ; 617 
 173 ; 10 копеек ; 1867 ; СПБ HI ; Ag ; XF+ ; 48 ; Kardinal71 ; 1370 
 174 ; 10 копеек ; 1868 ; СПБ HI ; Ag ; VF+ ; 19 ; coincoll ; 276 
 175 ; 10 копеек ; 1871 ; СПБ HI ; Ag ; VF-XF ; 47 ; арбат ; 750 
 176 ; 10 копеек ; 1874 ; СПБ HI ; Ag ; VF-XF ; 29 ; smirnov1957 ; 809 
 177 ; 10 копеек ; 1875 ; СПБ HI ; Ag ; VF ; 36 ; DaMon15 ; 276 
 178 ; 10 копеек ; 1880 ; СПБ НФ ; Ag ; XF ; 34 ; smirnov1957 ; 1091 
 179 ; 10 копеек ; 1893 ; СПБ АГ ; Ag ; VF- ; 19 ; MMG-1 ; 341 
 180 ; 10 копеек ; 1899 ; СПБ ЭБ ; Ag ; F-VF ; 9 ; kvs ; 204 
 181 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; VF ; 13 ; Olimpia ; 177 
 182 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; VF+ ; 17 ; V-2 ; 234 
 183 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; XF ; 20 ; Harder ; 691 
 184 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF- ; 9 ; moneta1924 ; 189 
 185 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF ; 15 ; chapay1959 ; 255 
 186 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF ; 19 ; zuza ; 184 
 187 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; F ; 10 ; _Олегович_ ; 87 
 188 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 16 ; Z,kjrj2015 ; 257 
 189 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF- ; 8 ; Zorro-09 ; 222 
 190 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 37 ; maRka ; 414 
 191 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF- ; 7 ; moneta1924 ; 176 
 192 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 19 ; maRka ; 387 
 193 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 17 ; нв1975 ; 255 
 194 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 5 ; moneta1924 ; 204 
 195 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 24 ; maRka ; 273 
 196 ; 10 копеек. Разновидность ; 1915 ; ВС ; Ag ; AU ; 46 ; tisa66 ; 616 
 197 ; 10 копеек ; 1915 ; ВС ; Ag ; XF/AU ; 11 ; moneta1924 ; 158 
 198 ; 10 копеек ; 1915 ; ВС ; Ag ; AU/XF ; 4 ; moneta1924 ; 159 
 199 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 19 ; maRka ; 378 
 200 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; VF-XF ; 53 ; dav_79_2010 ; 1263 
 201 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; F ; 57 ; imi ; 149 
 202 ; 5 копеек ; 1824 ; СПБ ПД ; Ag ; VF+ ; 71 ; ОСА ; 1119 
 203 ; 5 копеек ; 1826 ; СПБ НГ ; Ag ; VF-XF ; 51 ; Manius ; 3500 
 204 ; 5 копеек ; 1837 ; СПБ НГ ; Ag ; VF- ; 61 ; zemlyk2014 ; 469 
 205 ; 5 копеек ; 1838 ; СПБ НГ ; Ag ; VF- ; 89 ; demodex ; 259 
 106 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; VF+ ; 5 ; mvp ; 184 
 107 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 32 ; maRka ; 330 
 108 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 48 ; maRka ; 306 
 109 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 37 ; maRka ; 434 
 110 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 40 ; maRka ; 204 
 111 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 22 ; maRka ; 187 
 112 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 36 ; maRka ; 202 
 113 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 21 ; maRka ; 186 
 114 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 35 ; maRka ; 211 
 115 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 16 ; maRka ; 196 
 116 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 50 ; maRka ; 395 
 117 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 28 ; maRka ; 186 
 118 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 25 ; maRka ; 263 
 119 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 48 ; maRka ; 402 
 120 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 23 ; андрык ; 203 
 121 ; 20 копеек ; 1916 ; ВС ; Ag ; AU ; 27 ; maRka ; 371 
 122 ; 15 копеек-1 злотый ; 1835 ; MW Рус.-Пол. ; Ag ; VF- ; 17 ; Bomba 47 ; 421 
 123 ; 15 копеек-1 злотый ; 1836 ; MW Рус.-Пол. ; Ag ; VF-XF ; 54 ; игорь 222 ; 2074 
 124 ; 15 копеек ; 1862 ; СПБ МИ ; Ag ; VF-XF ; 46 ; ZOLTAN333 ; 1325 
 125 ; 15 копеек ; 1865 ; СПБ НФ ; Ag ; XF+ ; 43 ; nast33 ; 1417 
 126 ; 15 копеек ; 1873 ; СПБ HI ; Ag ; VF ; 26 ; апосум ; 251 
 127 ; 15 копеек ; 1884 ; СПБ АГ ; Ag ; VF-XF ; 26 ; taa ; 793 
 128 ; 15 копеек ; 1887 ; СПБ АГ ; Ag ; XF ; 43 ; мак-сим ; 1530 
