 5828 ; Бона иностранная. Куба ; 1896 ;  ;  ;  ; 29 ; umbrella ; 340 
 1001 ; Монета. Византия. М-1,73гр ;  ;  ; Cu ; F+ ; 15 ; grigoriKK ; 136 
 1002 ; Монета-дельфин (1/25 обола). Ольвия. М-1,60гр ; 5-1вв до н.э. ;  ; Cu ; F+ ; 9 ; DnSr ; 206 
 1003 ; Монета-дельфин (1/25 обола). Ольвия. Деформация. М-1,08гр ; 5-1вв до н.э. ;  ; Cu ; F ; 13 ; DnSr ; 153 
 1004 ; Статер. Индия, Кашмир ; 979-1003 ;  ; Cu ; F-VF ; 15 ; Monata ; 357 
 1005 ; Пентанумия. Византия, Юстин II ; 556-578 ;  ; Cu ; F+ ; 14 ; lestes ; 466 
 1006 ; Монета античная. Индия ; 3в ;  ; Cu ; F-VF ; 10 ; umbrella ; 204 
 1007 ; Талер. Австрия ; ND ;  ; Ag ; VF ; 59 ; PAUL7 ; 7593 
 1008 ; 6 стиверов. Нидерланды ;  ;  ; Ag ; F+ ; 22 ; WikiLeaks ; 606 
 1009 ; 2 стивера. Кампен ; 1677 ;  ; Ag ; F+ ; 21 ; WikiLeaks ; 459 
 1010 ; Гроссо. Венеция, дож Пьетро Градениго. М-2,11гр ; 1289-1311 ;  ; Ag ; F-VF ; 69 ; кве ; 3572 
 1011 ; Грош. Болгария, Иван Александр и Михаил Асень. М-1,14гр ; 1331-1355 ;  ; Ag ; F-VF ; 29 ; Atoss ; 918 
 1012 ; Грош. Болгария, Иван Страцимир. М-0,92гр ; 1356-1396 ;  ; Ag ; F-VF ; 25 ; banks ; 465 
 1013 ; Денье. Франция, Филипп IV Красивый. М-1,12гр ; 1285-1314 ;  ; Ag ; F-VF ; 29 ; byrozka ; 793 
 1014 ; Денье. Франция, Людовик IX Святой. М-0,95гр ; 1226-1270 ;  ; Ag ; F-VF ; 19 ; byrozka ; 510 
 1015 ; Монета средневековая. Ливонский Орден, Ревель. М-1,02гр ; 1539 ;  ; Ag ; F-VF ; 39 ; von_Schwarz ; 851 
 1016 ; Полторак. Польша, Сигизмунд III. М-0,95гр ; 1626 ;  ; Ag ; F-VF ; 26 ; Aquila ; 301 
 1017 ; Полторак. Польша, Сигизмунд III. М-0,96гр ; 1623 ;  ; Ag ; F-VF ; 22 ; qwertyh ; 114 
 1018 ; Полторак. Польша, Сигизмунд III. М-1,05гр ; 17в ;  ; Ag ; F+/F-VF ; 14 ; qwertyh ; 79 
 1019 ; Денар. Венгрия. М-0,42гр ; 1579 ;  ; Ag ; VF- ; 29 ; Jauho ; 308 
 1020 ; Денарий. Австрия. М-1,07гр ; 10в ;  ; Ag ; F-VF ; 13 ; Atoss ; 476 
 1021 ; Денарий. Австрия. М-0,89гр ; 10в ;  ; Ag ; F-VF ; 15 ; Atoss ; 425 
 1022 ; Полторак. Польша, Сигизмунд III. М-0,92гр ; 1622 ;  ; Ag ; F-VF ; 22 ; qwertyh ; 95 
 1023 ; Пфенниг. Эберхард II ; 1200-1226 ;  ; Ag ; F-VF ; 13 ; Mikola_1 ; 1134 
 1024 ; Шиллинг. Швеция, Карл Густав. М-0,55гр ; 1656 ;  ; Cu ; F+ ; 11 ; aziya11 ; 68 
 1025 ; Солид. Ливония, Кристина ; 17в ;  ; Cu ; F+ ; 8 ; aziya11 ; 62 
 1026 ; Солид. Рига, Кристина ; 17в ;  ; Cu ; F+ ; 6 ; aziya11 ; 62 
 1027 ; Солид. Польша, Ян Казимир ; 1660 ;  ; Cu ; F+ ; 13 ; vangog3 ; 97 
 1028 ; Кардез. Армения. М-3,56гр ; 11в ;  ; Cu ; F+ ; 28 ; Searcher ; 455 
 1029 ; Аспр. Генуя. М-0,66гр ; 10в ;  ; Cu ; VG ; 13 ; vangog3 ; 194 
 1030 ; Лиард. Франция, Мари де Монпансье. М-0,79гр ; 1608-1627 ;  ; Cu ; F+ ; 33 ; TTT84 ; 510 
 1031 ; Динеро. Сицилия, Федериго II Арагонский. М-0,54гр. Трещина ; 1296-1337 ;  ; Cu ; F ; 14 ; ppp ; 520 
 1032 ; Фельс. Омейяды. М-2,43гр ; VIII в ;  ; Cu ; F ; 12 ; vangog3 ; 76 
 923 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 18 ; DnSr ; 91 
 924 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; DnSr ; 119 
 925 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 33 ; LVIMU ; 225 
 926 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 15 ; DnSr ; 87 
 927 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 23 ; альгран ; 75 
 928 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F+ ; 6 ; aziya11 ; 36 
 929 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F+ ; 22 ; aziya11 ; 51 
 930 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 28 ; DnSr ; 155 
 931 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F ; 8 ; nastyam ; 38 
 932 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; Usinsk ; 114 
 933 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 18 ; svenord ; 357 
 934 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 8 ; груз07 ; 43 
 935 ; Пуло допетровское ; 16в ;  ; Cu ; F+ ; 8 ; krotoff ; 26 
 936 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 23 ; sinus ; 121 
 937 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 8 ; aziya11 ; 50 
 938 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 6 ; aziya11 ; 36 
 939 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 9 ; aziya11 ; 41 
 940 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; aziya11 ; 48 
 941 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 16 ; Al777 ; 766 
 942 ; Денга. Деформация ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 25 ; Al777 ; 527 
 943 ; Денга допетровская ;  ;  ;  ; F-VF ; 19 ; krotoff ; 318 
 944 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 13 ; Al777 ; 510 
 945 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 9 ; DnSr ; 84 
 946 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 37 ; DnSr ; 306 
 947 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 34 ; DnSr ; 357 
 948 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 26 ; sato ; 396 
 949 ; Копейка ;  ; временный московский денежный двор ; Ag ; F-VF ; 33 ; jj ; 253 
 950 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 25 ; astronotus ; 257 
 951 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 21 ; astronotus ; 159 
 952 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 32 ; peck ; 694 
 953 ; Лот монет Бориса Федоровича (21шт) ;  ;  ; Ag ; F/F+ ; 32 ; aziya11 ; 857 
 954 ; Лот монет Ивана Грозного (10шт): копейка ; 1533-1584 ;  ; Ag ; F+/F-VF ; 31 ; nastyam ; 426 
 955 ; Лот монет Алексея Михайловича (12шт) ; 1645-1676 ;  ; Ag ; F-VF ; 18 ; aziya11 ; 429 
 956 ; Лот монет Петра I (5шт): копейка ; 1689-1725 ;  ; Ag ; F-VF ; 27 ; nastyam ; 237 
 967 ; Антониниан. Рим. М-3,67г ;  ;  ; Ag ; F-VF ; 19 ; Searcher ; 1224 
 968 ; Антониниан. Рим. М-2,55г ;  ;  ; Ag ; F-VF ; 15 ; lestes ; 1024 
 969 ; Трахея. Византия, Алексей I. М-3,38гр ; 1081-1118 ;  ; Cu ; F+ ; 20 ; dmivanych ; 638 
 970 ; Трахея. Византия, Алексей I. М-2,43гр ; 1081-1118 ;  ; Cu ; F+ ; 23 ; барсик ; 245 
 971 ; Трахея. Византия, Алексей I. М-3,95гр ; 1081-1118 ;  ; Cu ; F+ ; 25 ; himak ; 1020 
 972 ; Трахея. Византия, Мануил I. М-3,94гр ; 1143-1180 ;  ; Cu ; F+ ; 31 ; himak ; 1632 
 973 ; Трахея. Византия, Мануил I. М-3,45гр ; 1143-1180 ;  ; Cu ; F+ ; 21 ; himak ; 732 
 974 ; Трахея. Византия, Мануил I. М-3,93гр ; 1143-1180 ;  ; Cu ; F+ ; 25 ; murka1973 ; 556 
 975 ; Трахея. Византия, Мануил I. М-4,42гр ; 1143-1180 ;  ; Cu ; F+ ; 11 ; Searcher ; 615 
 976 ; Фоллис. Византия. М-10,45гр ; 10-11вв ;  ; Cu ; F+ ; 17 ; ВалеН ; 546 
 977 ; Фоллис. Византия. М-11,33гр ; 10-11вв ;  ; Cu ; F+ ; 28 ; grigoriKK ; 338 
 978 ; Фоллис. Византия. М-11,21гр ; 10-11вв ;  ; Cu ; F+ ; 12 ; grigoriKK ; 326 
 979 ; Фоллис. Византия. М-8,63гр ; 10-11вв ;  ; Cu ; F+ ; 20 ; smel ; 466 
 980 ; Фоллис. Византия. М-10,80гр ; 10-11вв ;  ; Cu ; F+ ; 30 ; ТИПУН АЙХУН! ; 883 
 981 ; Фоллис. Византия. М-7,33гр ; 10-11вв ;  ; Cu ; F+ ; 21 ; Mikola_1 ; 615 
 982 ; Фоллис. Византия. М-13,38гр ; 10-11вв ;  ; Cu ; F+ ; 16 ; grigoriKK ; 466 
 873 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 46 
 874 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 11 ; aziya11 ; 51 
 875 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 17 ; zoom30 ; 192 
 876 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 46 
 877 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 7 ; aziya11 ; 51 
 878 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; За державу обидно ; 53 
 879 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 12 ; aziya11 ; 57 
 880 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 5 ; aziya11 ; 36 
 881 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; aziya11 ; 51 
 882 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; aziya11 ; 46 
 883 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 7 ; aziya11 ; 46 
 884 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 15 ; DnSr ; 84 
 885 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 46 
 886 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 23 ; KdL ; 62 
 887 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 12 ; byrozka ; 84 
 888 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 11 ; aziya11 ; 56 
 889 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 21 ; LVIMU ; 123 
 890 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 42 ; sato ; 53 
 891 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 17 ; aziya11 ; 93 
 892 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; aziya11 ; 41 
 893 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; aziya11 ; 51 
 894 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; aziya11 ; 57 
 895 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; aziya11 ; 56 
 896 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 12 ; aziya11 ; 60 
 897 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 10 ; aziya11 ; 57 
 898 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 3 ; aziya11 ; 36 
 899 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 5 ; aziya11 ; 57 
 900 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 23 ; aziya11 ; 97 
 901 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 5 ; aziya11 ; 57 
 902 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 3 ; aziya11 ; 57 
 903 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 3 ; aziya11 ; 57 
 904 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 7 ; aziya11 ; 57 
 905 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 11 ; aziya11 ; 110 
 906 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 21 ; пасечник ; 181 
 907 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 17 ; пасечник ; 159 
 908 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 21 ; aziya11 ; 71 
 909 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 9 ; aziya11 ; 46 
 910 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 7 ; aziya11 ; 46 
 911 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 7 ; aziya11 ; 46 
 912 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 24 ; svenord ; 242 
 913 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 7 ; aziya11 ; 45 
 914 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 8 ; Jauho ; 58 
 915 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 14 ; aziya11 ; 72 
 916 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 7 ; aziya11 ; 46 
 917 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 9 ; yunonik ; 37 
 918 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 11 ; aziya11 ; 67 
 919 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 5 ; aziya11 ; 36 
 920 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 17 ; DnSr ; 91 
 921 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 43 ; dimer ; 80 
 922 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 19 ; DnSr ; 102 
 823 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 20 ; кве ; 179 
 824 ; Копейка ; 1682-1696 ; Иван V Алексеевич ; Ag ; F-VF ; 25 ; кве ; 325 
 825 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 15 ; VancheZ ; 311 
 826 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 17 ; кве ; 340 
