 5926 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Rober ; 31 
 421 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 17 ; Armando ; 235 
 422 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 10 ; said ; 204 
 423 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 15 ; Ясер ; 232 
 424 ; 5 копеек ; 1788 ; ММ ; Cu ; F+ ; 18 ; soms ; 816 
 425 ; 5 копеек ; 1789 ; АМ ; Cu ; F-VF ; 30 ; soms ; 714 
 426 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F-VF ; 13 ; Vasilyi9 ; 267 
 427 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F-VF ; 23 ; Armando ; 238 
 428 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F-VF ; 11 ; said ; 215 
 429 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F-VF ; 18 ; SovVlad ; 359 
 430 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF+ ; 32 ; SovVlad ; 665 
 431 ; 5 копеек ; 1791 ; АМ ; Cu ; F-VF ; 19 ; sokol912 ; 633 
 432 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F-VF ; 26 ; Jauho ; 310 
 433 ; 5 копеек ; 1792 ; АМ ; Cu ; VF-XF ; 37 ; liger ; 1360 
 434 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF- ; 27 ; dimon46 ; 466 
 435 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF- ; 23 ; Jauho ; 303 
 436 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF+ ; 37 ; oldvolk ; 646 
 437 ; 5 копеек. Павловский перечекан ; 1793 ; ЕМ Павл.перечекан ; Cu ; F+ ; 17 ; Lasto4kaSPB ; 1071 
 438 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF ; 22 ; Vasilyi9 ; 320 
 439 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF ; 21 ; Тур ; 555 
 440 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF- ; 22 ; Rober ; 359 
 441 ; 5 копеек ; 1795 ; АМ ; Cu ; F-VF ; 29 ; SovVlad ; 1224 
 442 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF ; 17 ; igors1969 ; 582 
 443 ; 5 копеек ; 1796 ; АМ ; Cu ; VF ; 29 ; soms ; 801 
 444 ; 5 копеек ; 1796 ; КМ ; Cu ; VF+ ; 39 ; SovVlad ; 2946 
 445 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF ; 35 ; ur_adamov ; 2448 
 446 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF ; 34 ; zzzzzz ; 2601 
 447 ; 5 копеек ; 1803 ; ЕМ ; Cu ; F+/VF ; 64 ; nabesima ; 1558 
 448 ; 5 копеек. Забитость гурта ; 1804 ; ЕМ ; Cu ; VF- ; 17 ; nabesima ; 1530 
 449 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF+ ; 17 ; igors1969 ; 2154 
 450 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; F+ ; 49 ; Aquila ; 387 
 451 ; 5 копеек ; 1852 ; ЕМ ; Cu ; F-VF ; 15 ; soms ; 457 
 452 ; 5 копеек ; 1859 ; ЕМ ; Cu ; F ; 14 ; rufus ; 408 
 453 ; 5 копеек ; 1872 ; ЕМ ; Cu ; F+ ; 13 ; Vasilyi9 ; 136 
 454 ; 5 копеек ; 1873 ; ЕМ ; Cu ; F+ ; 11 ; мурзик74 ; 97 
 455 ; 5 копеек ; 1878 ; СПБ ; Cu ; F+ ; 11 ; Alexis ; 210 
 456 ; 5 копеек ; 1881 ; СПБ ; Cu ; F+ ; 13 ; indigo-rus ; 77 
 357 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 31 ; QSL ; 206 
 358 ; Лот монет России для Финляндии (12 шт): 1 марка, 50 и 25 пенни. Все разные ; 1874-1917 ;  ; Ag ; AU/VF+ ; 28 ; себер ; 1224 
 359 ; Лот монет России для Финляндии (12 шт): 1 марка, 50 и 25 пенни. Все разные ; 1890-1917 ;  ; Ag ; AU/VF+ ; 27 ; себер ; 1275 
 360 ; Лот монет Финляндии: 50,25 пенни (8шт) ; 1873-1917 ;  ; Ag ; AU/F-VF ; 12 ; себер ; 800 
 361 ; Лот монет России: 10 коп, 50,25 пенни (12шт) ; 1901-1916 ;  ; Ag ; AU/F+ ; 29 ; Goldfinger ; 980 
 362 ; Лот монет России (11шт): 10 копеек ; 1902-1915 ;  ; Ag ; VF/F+ ; 40 ; rjkz-68 ; 619 
 363 ; Лот монет России (10шт): 10 копеек ; 1902-1913 ;  ; Ag ; VF/F+ ; 52 ; сортам70 ; 712 
 364 ; Лот монет России (4шт): 15 копеек ; 1907-1915 ;  ; Ag ; XF+/VF ; 19 ; Златник ; 510 
 365 ; Лот монет России (7шт): 15 копеек ; 1904-1914 ;  ; Ag ; VF/F+ ; 12 ; сортам70 ; 526 
 366 ; Лот монет России (5шт): 15 копеек ; 1902-1908 ;  ; Ag ; VF/F ; 12 ; Baikal ; 265 
 367 ; Лот монет России (9шт): 15 копеек ; 1902-1916 ;  ; Ag ; VF/F+ ; 15 ; Armando ; 473 
 368 ; Лот монет России (9шт): 15 копеек ; 1901-1916 ;  ; Ag ; VF/F+ ; 11 ; сортам70 ; 525 
 369 ; Лот монет России: 20,15,10 коп (6шт) ; 1915-1916 ;  ; Ag ; AU/XF ; 17 ; Tornado ; 612 
 370 ; Лот монет России (11шт): 20 копеек ; 1914,1915 ;  ; Ag ; XF+/XF- ; 22 ; zehek67 ; 1386 
 371 ; Лот монет России (4шт): 20 копеек ; 1910-1915 ;  ; Ag ; XF+/VF ; 12 ; rjkz-68 ; 378 
 372 ; Лот монет России: 20,15 коп (11шт) ; 1903-1916 ;  ; Ag ; XF+/VF- ; 34 ; zehek67 ; 1056 
 373 ; Лот монет России: 20,15,10 коп (4шт) ; 1902-1923 ;  ; Ag ; VF/F+ ; 14 ; WOLK ; 204 
 374 ; Лот монет России: 20,15 коп (5шт) ; 18 век ;  ; Ag ; VG/G ; 122 ; никсер ; 687 
 375 ; Лот монет России: 20,15,10,5 коп (5шт) ; 1875-1913 ;  ; Ag ; VF/VG ; 9 ; Дон 70 ; 204 
 376 ; Лот монет России (4шт): 20 копеек ; 1869-1909 ;  ; Ag ; VF-/F- ; 14 ; rjkz-68 ; 266 
 377 ; Лот монет России (шт): 20к,15к,10к ; 1880-1909 ;  ; Ag ; VF/VG ; 15 ; LogOtip ; 273 
 378 ; 10 копеек ; 1775 ; КМ "Сибирь" ; Cu ; VF+ ; 24 ; Isay ; 6911 
 379 ; 10 копеек ; 1836 ; ЕМ ФХ ; Cu ; F-VF ; 20 ; agap ; 1071 
 380 ; 10 копеек ; 1838 ; ЕМ НА ; Cu ; VF- ; 29 ; pvg111 ; 1337 
 381 ; 10 копеек ; 1830-1839 ;  ; Cu ; F-VF ; 15 ; indigo-rus ; 711 
 382 ; 5 копеек ; 1727 ; КД КОПЪAКЬ ; Cu ; F-VF ; 82 ; nabesima ; 2240 
 383 ; 5 копеек ; 1758 ;  ; Cu ; F+ ; 17 ; JLE ; 612 
 384 ; 5 копеек ; 1759 ;  ; Cu ; VF-/F- ; 10 ; soms ; 340 
 385 ; 5 копеек ; 1760 ;  ; Cu ; VF- ; 48 ; satyrn1 ; 526 
 386 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 24 ; JLE ; 253 
 387 ; 5 копеек ; 1763 ; ММ ; Cu ; F-VF ; 23 ; sokol912 ; 470 
 388 ; 5 копеек ; 1764 ; ММ ; Cu ; VF- ; 61 ; liger ; 2111 
 389 ; 5 копеек ; 1765 ; ММ ; Cu ; F+ ; 13 ; soms ; 612 
 390 ; 5 копеек ; 1765 ; СПМ ; Cu ; F+ ; 19 ; soms ; 561 
 391 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF ; 10 ; Jauho ; 255 
 392 ; 5 копеек ; 1766 ; ММ ; Cu ; F+ ; 19 ; soms ; 466 
 393 ; 5 копеек ; 1768 ; ЕМ ; Cu ; F-VF ; 15 ; agap ; 629 
 394 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF ; 5 ; Олег2401 ; 200 
 395 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF+ ; 10 ; said ; 222 
 396 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 34 ; sani3103 ; 319 
 397 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF-XF ; 23 ; мрд ; 504 
 398 ; 5 копеек ; 1774 ; КМ "Сибирь" ; Cu ; VF ; 42 ; Inokesha ; 3193 
 399 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F-VF ; 19 ; Емельян ; 216 
 400 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 13 ; RUS 78 ; 227 
 401 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 30 ; rufus ; 357 
 402 ; 5 копеек ; 1779 ; ЕМ ; Cu ; F-VF ; 21 ; струна5 ; 201 
 403 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 23 ; Jauho ; 281 
 404 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 16 ; педро ; 257 
 405 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F+ ; 10 ; said ; 206 
 406 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F+ ; 9 ; said ; 203 
 307 ; 5 копеек ; 1889 ; СПБ АГ ; Ag ; VF+ ; 19 ; Krips89 ; 352 
 308 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; VF-XF ; 7 ; imi ; 317 
 309 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; XF+ ; 15 ; basmach ; 345 
 310 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; VF ; 13 ; Zигмунт ; 352 
 311 ; 5 копеек ; 1897 ; СПБ АГ ; Ag ; VF-XF ; 13 ; sdfg ; 425 
 312 ; 5 копеек ; 1899 ; СПБ АГ ; Ag ; VF+ ; 15 ; slait ; 400 
 313 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; VF+ ; 7 ; Ритм ; 317 
 314 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; AU ; 32 ; Petrogradka ; 2244 
 315 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; VF- ; 23 ; aniki-niki ; 155 
 316 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; VF-XF ; 7 ; slait ; 317 
 317 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 15 ; MUPS ; 306 
 318 ; 5 копеек ; 1906 ; СПБ ЭБ ; Ag ; XF+ ; 22 ; Alex22D ; 2267 
 319 ; 5 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 26 ; happyboy ; 900 
 320 ; 5 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF- ; 23 ; птичкин ; 818 
 321 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF/AU ; 58 ; Кирюха ; 2040 
 322 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; XF- ; 29 ; aniki-niki ; 488 
 323 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; XF/AU ; 40 ; ppi ; 1530 
 324 ; 5 копеек ; 1915 ; ВС ; Ag ; AU ; 32 ; Petrogradka ; 1632 
 325 ; 5 копеек ; 1860-1915 ;  ; Ag ; VF/G ; 7 ; Ravin ; 55 
 326 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF- ; 26 ; Black rider ; 541 
 327 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF+ ; 14 ; mefody73 ; 1101 
 328 ; 2 марки ; 1866 ; S Финляндия ; Ag ; VF ; 23 ; лом45 ; 1250 
 329 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF ; 44 ; старьёвщик ; 822 
 330 ; 2 марки ; 1872 ; S Финляндия ; Ag ; VF+ ; 39 ; rufus ; 1170 
 331 ; 2 марки ; 1906 ; L Финляндия ; Ag ; VF+ ; 34 ; vicktor_2014 ; 2204 
 332 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF+ ; 40 ; птичкин ; 513 
 333 ; 1 марка ; 1915 ; S Финляндия ; Ag ; UNC/AU ; 34 ; QSL ; 1028 
 334 ; 1 марка ; 1915 ; S Финляндия ; Ag ; AU ; 61 ; papa168 ; 900 
 335 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; F-VF ; 7 ; papa168 ; 184 
 336 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; F-VF ; 5 ; papa168 ; 110 
 337 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF ; 6 ; mishael07 ; 100 
 338 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; VF ; 10 ; imi ; 114 
 339 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF- ; 11 ; ГИППОПОТАМ ; 123 
 340 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF- ; 11 ; papa168 ; 182 
 341 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; VF-XF ; 11 ; alex995 ; 104 
 342 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; VF+ ; 17 ; vicktor_2014 ; 161 
 343 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 17 ; mishael07 ; 153 
 344 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; UNC/AU ; 18 ; RUS 78 ; 227 
 345 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 27 ; Goldfinger ; 118 
 346 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; XF- ; 5 ; О. Бендер ; 111 
 347 ; 50 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 20 ; mishael07 ; 143 
 348 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 18 ; Goldfinger ; 110 
 349 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; XF- ; 21 ; ГИППОПОТАМ ; 105 
 350 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF+ ; 8 ; petridi-di ; 72 
 351 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF ; 19 ; Schwer ; 179 
 352 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; VF+ ; 24 ; Aquila ; 113 
 353 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 20 ; oldvolk ; 138 
 354 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 18 ; papa168 ; 98 
 355 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 11 ; Aquila ; 150 
 356 ; 25 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 23 ; ewgen ; 126 
 257 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF+ ; 18 ; oldvolk ; 87 
 258 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF ; 10 ; petridi-di ; 62 
 259 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF+ ; 9 ; ВЯЗЪ ; 80 
 260 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF-XF ; 12 ; petridi-di ; 94 
 261 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF-XF ; 11 ; dimon46 ; 92 
 262 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF-XF ; 12 ; petridi-di ; 108 
 263 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF ; 12 ; sani3103 ; 75 
 264 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 16 ; petridi-di ; 148 
 265 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF+ ; 21 ; sani3103 ; 84 
 266 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF+ ; 15 ; sks11801 ; 153 
 267 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 16 ; jimmysu ; 102 
 268 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 15 ; petridi-di ; 110 
 269 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 16 ; jimmysu ; 82 
 270 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 10 ; petridi-di ; 79 
 271 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 14 ; ignis ; 100 
 272 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 11 ; Qatari ; 102 
 273 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; VF+ ; 12 ; petridi-di ; 102 
 274 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; VF ; 21 ; imi ; 88 
 275 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF- ; 11 ; petridi-di ; 115 
 276 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; VF-XF ; 12 ; ignis ; 84 
 277 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF/AU ; 21 ; Ura ; 159 
 278 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 15 ; petridi-di ; 143 
 279 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; VF-XF ; 7 ; ignis ; 79 
 280 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; VF+ ; 9 ; imi ; 67 
 281 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF- ; 17 ; petridi-di ; 102 
 282 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 14 ; Dмитрий ; 206 
 283 ; 10 копеек ; 1915 ; ВС ; Ag ; XF ; 17 ; petridi-di ; 124 
 284 ; 10 копеек ; 1915 ; ВС ; Ag ; VF-XF ; 10 ; petridi-di ; 102 
 285 ; 10 копеек ; 1915 ; ВС ; Ag ; AU/XF ; 21 ; Aquila ; 512 
 286 ; 10 копеек ; 1915 ; ВС ; Ag ; VF-XF ; 17 ; petridi-di ; 92 
 287 ; 10 копеек ; 1916 ; ВС ; Ag ; XF ; 30 ; imi ; 157 
 288 ; 10 копеек ; 1916 ; ВС ; Ag ; VF ; 16 ; Armando ; 194 
 289 ; 10 копеек ; 1916 ; ВС ; Ag ; AU/XF ; 9 ; DnSr ; 138 
 290 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 12 ; Ura ; 179 
 291 ; 10 копеек. Осака. Деформация ; 1916 ;  ; Ag ; VF-XF ; 35 ; Lucky 74 ; 972 
 292 ; 5 копеек. Отверстие - 12 час ; 1755 ? ; СПБ ; Ag ; F ; 41 ; Карпов ; 279 
 293 ; 5 копеек ; 1757 ; СПБ ; Ag ; VF- ; 82 ; oldvolk ; 5070 
 294 ; 5 копеек ; 1758 ; СПБ ; Ag ; VF ; 26 ; basmach ; 3492 
 295 ; 5 копеек ; 1823 ; СПБ ПД ; Ag ; VF+ ; 78 ; basmach ; 1593 
 296 ; 5 копеек ; 1830 ; СПБ НГ ; Ag ; VF+ ; 65 ; Olmi ; 1950 
 297 ; 5 копеек ; 1833 ; СПБ НГ ; Ag ; VF- ; 23 ; agap ; 410 
 298 ; 5 копеек ; 1837 ; СПБ НГ ; Ag ; F-VF ; 25 ; ГермеС ; 444 
 299 ; 5 копеек ; 1856 ; СПБ ФБ ; Ag ; VF+ ; 17 ; happyboy ; 1145 
 300 ; 5 копеек ; 1862 ; СПБ МИ ; Ag ; XF- ; 39 ; птичкин ; 2061 
 301 ; 5 копеек ; 1867 ; СПБ HI ; Ag ; VF- ; 46 ; Дон 70 ; 1533 
 302 ; 5 копеек ; 1873 ; СПБ HI ; Ag ; VF- ; 46 ; von_Schwarz ; 1224 
 303 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; XF ; 48 ; Petrogradka ; 1390 
 304 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; VF ; 17 ; said ; 420 
 305 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; VF ; 15 ; basmach ; 420 
 306 ; 5 копеек. Убраны напайки по гурту ; 1888 ; СПБ АГ ; Ag ; F+ ; 34 ; zehek67 ; 160 
 207 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF+ ; 13 ; jimmysu ; 115 
 208 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF ; 14 ; мурзик74 ; 105 
 209 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF ; 46 ; petridi-di ; 70 
 210 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 18 ; petridi-di ; 94 
 211 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 24 ; jimmysu ; 104 
 212 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; XF ; 33 ; kvest ; 104 
 213 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; XF- ; 15 ; Qatari ; 126 
 214 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; VF-XF ; 14 ; petridi-di ; 104 
 215 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; VF-XF ; 12 ; petridi-di ; 110 
 216 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 20 ; solomon1973 ; 94 
 217 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 28 ; Dмитрий ; 156 
 218 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 20 ; Aquila ; 257 
 219 ; 15 копеек ; 1915 ; ВС ; Ag ; XF- ; 20 ; petridi-di ; 84 
 220 ; 15 копеек ; 1915 ; ВС ; Ag ; XF- ; 13 ; petridi-di ; 91 
 221 ; 15 копеек ; 1916 ; ВС ; Ag ; XF/AU ; 16 ; март16 ; 139 
 222 ; 15 копеек ; 1916 ; ВС ; Ag ; VF/XF ; 14 ; Goldfinger ; 77 
 223 ; 15 копеек ; 1916 ; ВС ; Ag ; XF ; 9 ; jimmysu ; 82 
 224 ; 15 копеек ; 1916 ; ВС ; Ag ; XF+ ; 16 ; Ura ; 102 
 225 ; 15 копеек ; 1916 ; ВС ; Ag ; VF+ ; 7 ; Goldfinger ; 72 
 226 ; 15 копеек ; 1916 ; ВС ; Ag ; XF/AU ; 35 ; DnSr ; 204 
 227 ; 15 копеек ; 1916 ; ВС ; Ag ; XF/AU ; 13 ; Aquila ; 159 
 228 ; 15 копеек. Осака ; 1916 ;  ; Ag ; AU ; 30 ; птичкин ; 1635 
 229 ; 15 копеек. Осака ; 1916 ;  ; Ag ; VF-XF ; 37 ; Ритм ; 1002 
 230 ; Гривенник ; 1748 ;  ; Ag ; VF-XF ; 33 ; maksimus71 ; 4082 
 231 ; Гривенник ; 1769 ; СПБ TI ; Ag ; VF ; 45 ; Так!!! ; 2654 
 232 ; 10 копеек ; 1837 ; СПБ НГ ; Ag ; VF ; 13 ; арбат ; 1530 
 233 ; 10 копеек. Отверстие - 12 час ; 1859 ; СПБ ФБ ; Ag ; VF ; 25 ; zehek67 ; 306 
 234 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF ; 55 ; Petrogradka ; 1080 
 235 ; 10 копеек ; 1867 ; СПБ HI ; Ag ; VF-XF ; 28 ; niger ; 680 
 236 ; 10 копеек ; 1868 ; СПБ HI ; Ag ; F-VF ; 22 ; Zигмунт ; 359 
 237 ; 10 копеек ; 1871 ; СПБ HI ; Ag ; VF- ; 27 ; pvg111 ; 329 
 238 ; 10 копеек ; 1873 ; СПБ HI ; Ag ; VF+ ; 22 ; luchsva ; 383 
 239 ; 10 копеек ; 1901 ; СПБ ФЗ ; Ag ; F+ ; 12 ; sani3103 ; 90 
 240 ; 10 копеек ; 1901 ; СПБ АР ; Ag ; F-VF ; 10 ; serg07_67 ; 136 
 241 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; VF ; 5 ; дуплет ; 153 
 242 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; F+ ; 19 ; petridi-di ; 67 
 243 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; F-VF ; 15 ; petridi-di ; 114 
 244 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; F+ ; 22 ; Ravin ; 97 
 245 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; VF- ; 13 ; dimon46 ; 124 
 246 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; F-VF ; 20 ; petridi-di ; 84 
 247 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; F-VF ; 11 ; sani3103 ; 97 
 248 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; VF ; 10 ; dimon46 ; 82 
 249 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; VF ; 16 ; dimon46 ; 84 
 250 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 16 ; petridi-di ; 84 
 251 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF- ; 14 ; petridi-di ; 84 
 252 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; F-VF ; 10 ; petridi-di ; 55 
 253 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF ; 15 ; jimmysu ; 72 
 254 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF- ; 15 ; Ravin ; 72 
 255 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF-XF ; 17 ; imi ; 111 
 256 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF ; 15 ; sks11801 ; 90 
 157 ; 15 копеек ; 1861 ; СПБ ; Ag ; VF+ ; 28 ; maksimus71 ; 729 
 158 ; 15 копеек ; 1862 ; СПБ МИ ; Ag ; VF ; 71 ; slait ; 300 
 159 ; 15 копеек ; 1866 ; СПБ НФ ; Ag ; VF-XF ; 36 ; niger ; 1224 
 160 ; 15 копеек ; 1874 ; СПБ HI ; Ag ; VF- ; 32 ; sani3103 ; 294 
 161 ; 15 копеек ; 1878 ; СПБ НФ ; Ag ; F-VF ; 4 ; мурзик74 ; 114 
 162 ; 15 копеек ; 1884 ; СПБ АГ ; Ag ; F-VF ; 30 ; Опятор ; 306 
 163 ; 15 копеек ; 1886 ; СПБ АГ ; Ag ; XF- ; 36 ; птичкин ; 1360 
 164 ; 15 копеек ; 1889 ; СПБ АГ ; Ag ; F-VF ; 12 ; slait ; 175 
 165 ; 15 копеек ; 1890 ; СПБ АГ ; Ag ; F-VF ; 7 ; imi ; 124 
 166 ; 15 копеек ; 1893 ; СПБ АГ ; Ag ; F-VF ; 5 ; ignis ; 105 
 167 ; 15 копеек ; 1899 ; СПБ АГ ; Ag ; F-VF ; 9 ; Armando ; 119 
 168 ; 15 копеек ; 1900 ; СПБ ФЗ ; Ag ; F-VF ; 11 ; Armando ; 149 
 169 ; 15 копеек ; 1900 ; СПБ ФЗ ; Ag ; F-VF ; 9 ; И58 ; 78 
 170 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; VF- ; 18 ; dimon46 ; 74 
 171 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; F+ ; 19 ; sani3103 ; 215 
 172 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; VF- ; 10 ; vor0niko ; 63 
 173 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; VF- ; 19 ; petridi-di ; 114 
 174 ; 15 копеек ; 1903 ; СПБ АР ; Ag ; F-VF ; 9 ; petridi-di ; 102 
 175 ; 15 копеек ; 1903 ; СПБ АР ; Ag ; F+ ; 11 ; petridi-di ; 63 
 176 ; 15 копеек ; 1904 ; СПБ АР ; Ag ; VF- ; 18 ; imi ; 74 
