 3207 ; Бона иностранная ;  ;  ;  ;  ; 34 ; бездельник22 ; 204 
 60 ; 20 копеек ; 1878 ; СПБ НФ  ; Ag ; VF-XF ; 57 ; Олег33 ; 906 
 61 ; 20 копеек ; 1879 ; СПБ НФ  ; Ag ; VF+ ; 56 ; Олег33 ; 306 
 62 ; 20 копеек ; 1880 ; СПБ НФ  ; Ag ; F-VF ; 60 ; alyans-met ; 200 
 63 ; 20 копеек ; 1883 ; СПБ ДС  ; Ag ; XF+ ; 60 ; max7421 ; 3718 
 64 ; 20 копеек ; 1891 ; СПБ АГ  ; Ag ; F-VF ; 65 ; fenya ; 227 
 65 ; 20 копеек ; 1893 ; СПБ АГ  ; Ag ; F-VF ; 56 ; alyans-met ; 300 
 66 ; 20 копеек ; 1901 ; СПБ ФЗ  ; Ag ; F-VF ; 37 ; alyans-met ; 300 
 67 ; 20 копеек ; 1903 ; СПБ АР  ; Ag ; F-VF ; 29 ; alyans-met ; 300 
 68 ; 20 копеек ; 1904 ; СПБ АР  ; Ag ; F ; 13 ; alyans-met ; 114 
 69 ; 20 копеек ; 1905 ; СПБ АР  ; Ag ; F-VF ; 16 ; alyans-met ; 80 
 70 ; 20 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF- ; 19 ; кабан ; 135 
 71 ; 20 копеек ; 1907 ; СПБ ЭБ  ; Ag ; AU ; 66 ; rusauction ; 980 
 72 ; 20 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF+ ; 17 ; Даймлер ; 793 
 73 ; 20 копеек ; 1909 ; СПБ ЭБ  ; Ag ; AU ; 92 ; Даймлер ; 867 
 74 ; 20 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF-XF ; 73 ; atas ; 340 
 75 ; 20 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF ; 35 ; alyans-met ; 300 
 76 ; 20 копеек ; 1911 ; СПБ ЭБ  ; Ag ; AU ; 45 ; max7421 ; 459 
 77 ; 20 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF+ ; 25 ; kladoiskatel ; 123 
 78 ; 20 копеек ; 1913 ; СПБ ВС  ; Ag ; XF+ ; 20 ; atas ; 105 
 79 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; AU ; 57 ; atas ; 125 
 80 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 22 ; kladoiskatel ; 93 
 81 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 19 ; kladoiskatel ; 117 
 82 ; 20 копеек ; 1915 ; ВС  ; Ag ; AU ; 10 ; atas ; 129 
 83 ; 20 копеек ; 1915 ; ВС  ; Ag ; AU ; 19 ; kladoiskatel ; 94 
 84 ; 20 копеек ; 1915 ; ВС  ; Ag ; AU ; 9 ; kladoiskatel ; 96 
 85 ; 20 копеек ; 1915 ; ВС  ; Ag ; XF- ; 21 ; dimon46 ; 90 
 86 ; 20 копеек ; 1915 ; ВС  ; Ag ; AU ; 15 ; kladoiskatel ; 113 
 87 ; 20 копеек ; 1915 ; ВС  ; Ag ; XF ; 18 ; kladoiskatel ; 95 
 88 ; 20 копеек ; 1916 ; ВС  ; Ag ; VF-XF ; 18 ; atas ; 117 
 89 ; 15 копеек ; 1866 ; СПБ НФ  ; Ag ; XF- ; 35 ; max7421 ; 5613 
 90 ; 15 копеек ; 1873 ; СПБ HI  ; Ag ; XF- ; 73 ; 61К ; 2142 
 91 ; 15 копеек ; 1874 ; СПБ HI  ; Ag ; VF+ ; 56 ; val211 ; 816 
 92 ; 15 копеек ; 1899 ; СПБ АГ  ; Ag ; F-VF ; 30 ; Олег33 ; 306 
 93 ; 15 копеек ; 1900 ; СПБ ФЗ  ; Ag ; F+ ; 37 ; alyans-met ; 191 
 94 ; 15 копеек ; 1901 ; СПБ ФЗ  ; Ag ; VF- ; 27 ; alyans-met ; 300 
 95 ; 15 копеек ; 1903 ; СПБ АР  ; Ag ; F-VF ; 21 ; alyans-met ; 200 
 96 ; 15 копеек ; 1904 ; СПБ АР  ; Ag ; F-VF ; 5 ; alyans-met ; 114 
 97 ; 15 копеек ; 1905 ; СПБ АР  ; Ag ; F-VF ; 5 ; kladoiskatel ; 61 
 98 ; 15 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF ; 53 ; alyans-met ; 300 
 99 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; AU ; 31 ; xelbot ; 885 
 100 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF- ; 23 ; кабан ; 141 
 1 ; 15 рублей ; 1897 ; "(АГ) За обрез шеи заходит ""С ; Au ; XF+ ; 5 ; ZOLTAN333 ; 20808 
 2 ; 20 марок ; 1910 ; L Финляндия  ; Au ; AU ; 17 ; Gop ; 14790 
 3 ; 20 марок ; 1912 ; S Финляндия  ; Au ; AU ; 15 ; hjk1974 ; 14790 
 4 ; 10 марок ; 1882 ; S Финляндия  ; Au ; AU ; 11 ; kolobokoff ; 15086 
 5 ; 10 марок ; 1913 ; S Финляндия  ; Au ; AU ; 21 ; alyans-met ; 14072 
 6 ; Дукат. Нидерланды. Петербургский чекан ; 1830 ;  ; Au ; XF- ; 38 ; Gatchina ; 16421 
 7 ; Рубль ; 1773 ; СПБ QЛ TИ  ; Ag ; VF- ; 31 ; dimon46 ; 5495 
 8 ; Рубль ; 1794? ; СПБ АК TI  ; Ag ; F ; 18 ; o.k. ; 1106 
 9 ; Рубль (Петров-2,25р) ; 1803 ; СПБ АИ  ; Ag ; F-VF ; 36 ; aleks-2007 ; 7653 
 10 ; Рубль (Петров-3р) ; 1808 ; СПБ ФГ  ; Ag ; F-VF ; 98 ; nikolay ; 3830 
 11 ; Рубль ; 1818 ; СПБ ПС  ; Ag ; VF+ ; 43 ; PolAn ; 3876 
 12 ; Рубль. Ремонт 12 часов ; 1828 ; СПБ НГ  ; Ag ; F+ ; 31 ; nikolay ; 1200 
 13 ; Рубль (Петров-1,5р) ; 1829 ; СПБ НГ  ; Ag ; VF-XF/VF+ ; 11 ; start ; 8394 
 14 ; Рубль ; 1885 ; СПБ АГ  ; Ag ; VF ; 20 ; atas ; 4970 
 15 ; Рубль. Отслоение 9 часов ; 1891 ; (АГ)  ; Ag ; VF-XF ; 19 ; diesel ; 8162 
 16 ; Рубль ; 1892 ; (АГ)  ; Ag ; VF- ; 8 ; 4918ю ; 3021 
 17 ; Рубль ; 1897 ; ( ** )  ; Ag ; VF+ ; 49 ; andem ; 1062 
 18 ; Рубль ; 1897 ; ( ** )  ; Ag ; VF- ; 2 ; zbig ; 1000 
 19 ; Рубль ; 1897 ; ( ** )  ; Ag ; VF-XF ; 43 ; atas ; 4590 
 20 ; Рубль ; 1898 ; (АГ)  ; Ag ; VF-XF ; 19 ; 223355 ; 3570 
 21 ; Рубль ; 1900 ; (ФЗ)  ; Ag ; VF- ; 5 ; alyans-met ; 2142 
 22 ; Рубль ; 1901 ; (ФЗ)  ; Ag ; VF-XF/VF+ ; 11 ; партизан ; 2675 
 23 ; Рубль ; 1908 ; (ЭБ)  ; Ag ; VF/VF- ; 45 ; aleks-2007 ; 20400 
 24 ; Рубль ; 1913 ; На 300-летие Дома Романовых  ; Ag ; XF+ ; 19 ; конь ; 5490 
 25 ; 3/4 рубля-5 злотых. Отверстие 12 часов ; 1835 ; MW Рус.-Пол.  ; Ag ; F ; 45 ; koga ; 518 
 26 ; Полтина. Гравировка ; 1812 ; СПБ МФ  ; Ag ; VF+ ; 56 ; Alexdav ; 5759 
 27 ; Полтина ; 1817 ; СПБ ПС  ; Ag ; F-VF ; 100 ; gudk ; 1234 
 28 ; Полтина ; 1845 ; СПБ КБ  ; Ag ; VF+ ; 9 ; boroda ; 3737 
 29 ; Полтина ; 1895 ; (АГ) АГ  ; Ag ; VF- ; 12 ; Mike! ; 568 
 30 ; Полтина ; 1896 ; ( * )  ; Ag ; F+ ; 43 ; хруст ; 459 
 31 ; Полтина ; 1896 ; ( * )  ; Ag ; F-VF ; 19 ; amd4200 ; 446 
 32 ; Полтина ; 1897 ; ( * )  ; Ag ; F+ ; 41 ; papa3 ; 453 
 33 ; Полтина ; 1897 ; ( * )  ; Ag ; VF- ; 2 ; zbig ; 1520 
 34 ; Полтина ; 1899 ; (АГ) АГ  ; Ag ; VF-XF ; 3 ; zbig ; 2000 
 35 ; Полтина ; 1900 ; (ФЗ) АГ  ; Ag ; VF+ ; 42 ; Director ; 1726 
 36 ; Полтина ; 1912 ; (ЭБ) АГ  ; Ag ; AU ; 21 ; rizovtpl ; 2063 
 37 ; Полтина ; 1912 ; (ЭБ) АГ  ; Ag ; VF-XF ; 9 ; 4918ю ; 1388 
 38 ; Полтина ; 1913 ; (ВС) АГ  ; Ag ; XF+ ; 9 ; atas ; 1658 
 39 ; Полтина ; 1913 ; (ВС) АГ  ; Ag ; AU ; 28 ; xelbot ; 2265 
 40 ; Полуполтинник ; 1792 ; СПБ ЯА  ; Ag ; F-VF ; 84 ; alyans-met ; 1275 
 41 ; Полуполтинник ; 1796 ; СПБ IC  ; Ag ; VF- ; 48 ; AleXX ; 4087 
 42 ; 25 копеек ; 1837 ; СПБ НГ  ; Ag ; VF- ; 17 ; Lеnin ; 888 
 43 ; 25 копеек ; 1855 ; СПБ HI  ; Ag ; XF- ; 12 ; нумизмат ; 2166 
 44 ; 25 копеек ; 1857 ; СПБ ФБ  ; Ag ; XF ; 26 ; AleXX ; 2123 
 45 ; 25 копеек ; 1858 ; СПБ ФБ  ; Ag ; AU ; 22 ; 223355 ; 3366 
 46 ; 25 копеек ; 1896 ; АГ  ; Ag ; VF+/VF-XF ; 5 ; Blagorodie ; 1836 
 47 ; 20 копеек ; 1818 ; СПБ ПС  ; Ag ; VF+ ; 2 ; zbig ; 1020 
 48 ; 20 копеек ; 1820 ; СПБ ПС  ; Ag ; XF- ; 23 ; Luidor ; 3115 
 49 ; 20 копеек ; 1861 ; СПБ ФБ  ; Ag ; XF+ ; 29 ; 1960-alex ; 1106 
 50 ; 20 копеек ; 1863 ; СПБ АБ  ; Ag ; VF- ; 31 ; alyans-met ; 300 
