 3241 ; Бона иностранная ;  ;  ;  ;  ; 38 ; кузин ; 171 
 193 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; F-VF ; 28 ; ForeverYoung ; 57 
 194 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF+ ; 15 ; fontanka ; 102 
 195 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF+ ; 16 ; Lena13 ; 100 
 196 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 26 ; timberwolf ; 410 
 197 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF ; 38 ; focus-nik2006 ; 51 
 198 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 16 ; rustam ; 152 
 199 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 15 ; nmvbnm ; 101 
 200 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 20 ; Семирек ; 81 
 201 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 19 ; nmvbnm ; 104 
 202 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 13 ; Lena13 ; 100 
 203 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 61 ; fotograf ; 81 
 204 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 32 ; nmvbnm ; 87 
 205 ; 10 копеек ; 1915 ; ВС ; Ag ; VF-XF ; 8 ; Lena13 ; 100 
 206 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 59 ; focus-nik2006 ; 81 
 207 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 14 ; nmvbnm ; 101 
 208 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 63 ; o.k. ; 85 
 209 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 17 ; Семирек ; 101 
 210 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 26 ; o.k. ; 80 
 111 ; 25 копеек. Отверстие 12 часов ; 1856 ; СПБ ФБ ; Ag ; VG ; 29 ; крот ; 165 
 112 ; 25 копеек ; 1857 ; СПБ ФБ ; Ag ; AU ; 60 ; filo ; 4280 
 113 ; 25 копеек. Отверстие 12 часов ; 1857 ; СПБ ФБ ; Ag ; F+ ; 14 ; крот ; 139 
 114 ; 25 копеек ; 1858 ; СПБ ФБ ; Ag ; VF-XF/VF+ ; 24 ; tisa66 ; 3162 
 115 ; 25 копеек. Отверстие 12 часов ; 1859 ; СПБ ФБ ; Ag ; F+ ; 68 ; fanis ; 506 
 116 ; 25 копеек. Отверстие 12 часов ; 1877 ; СПБ HI ; Ag ; VG ; 93 ; крот ; 543 
 117 ; 25 копеек ; 1896 ; АГ ; Ag ; AU ; 71 ; tpes47 ; 15785 
 118 ; 25 копеек ; 1896 ; АГ ; Ag ; XF+ ; 75 ; marsel ; 2642 
 119 ; 25 копеек ; 1896 ; АГ ; Ag ; XF- ; 76 ; Lotus 99 ; 2335 
 120 ; 20 копеек. Отверстие 1 час ; 1817 ; СПБ ПС ; Ag ; F ; 28 ; 542 ; 171 
 121 ; 20 копеек. Отверстие и убрана подвеска 1 час ; 1826 ; СПБ НГ ; Ag ; F ; 13 ; 542 ; 75 
 122 ; 20 копеек. Отверстие 12 часов ; 1847 ; СПБ ПА ; Ag ; F+ ; 17 ; 542 ; 137 
 123 ; 20 копеек. Отверстие 11 часов ; 1849 ; СПБ ПА ; Ag ; F ; 46 ; крот ; 308 
 124 ; 20 копеек ; 1860 ; СПБ ФБ ; Ag ; XF- ; 9 ; tpes47 ; 2500 
 125 ; 20 копеек ; 1861 ; СПБ ФБ ; Ag ; XF+ ; 14 ; fontanka ; 725 
 126 ; 20 копеек. Отверстие 6 часов ; 1861 ; СПБ ФБ ; Ag ; F+ ; 22 ; хруст ; 55 
 127 ; 20 копеек. Отверстие 12 часов ; 1861 ; СПБ ; Ag ; F+ ; 55 ; VR62 ; 95 
 128 ; 20 копеек. Отверстие 12 часов ; 1862 ; СПБ МИ ; Ag ; F ; 17 ; Arkhangel ; 38 
 129 ; 20 копеек. Отверстие 12 часов ; 1864 ; СПБ НФ ; Ag ; VG ; 39 ; VR62 ; 38 
 130 ; 20 копеек ; 1865 ; СПБ НФ ; Ag ; AU/XF+ ; 39 ; Карцев ; 1517 
 131 ; 20 копеек. Отверстие ; 1865 ; СПБ НФ ; Ag ; F+ ; 25 ; крот ; 59 
 132 ; 20 копеек ; 1867 ; СПБ HI ; Ag ; F-VF ; 82 ; papa3 ; 173 
 133 ; 20 копеек ; 1882 ; СПБ НФ ; Ag ; XF ; 77 ; Олег33 ; 1464 
 134 ; 20 копеек ; 1888 ; СПБ АГ ; Ag ; XF+ ; 77 ; est4o ; 3914 
 135 ; 20 копеек ; 1904 ; СПБ АР ; Ag ; VF- ; 3 ; focus-nik2006 ; 82 
 136 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF+ ; 9 ; Eugen ; 204 
 137 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; AU/XF+ ; 33 ; anderson ; 306 
 138 ; 20 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF- ; 2 ; Lena13 ; 75 
 139 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; VF+ ; 18 ; ForeverYoung ; 102 
 140 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 33 ; alex0223 ; 426 
 141 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; VF- ; 59 ; VR62 ; 65 
 142 ; 20 копеек ; 1915 ; ВС ; Ag ; XF+ ; 61 ; Семирек ; 111 
 143 ; 20 копеек ; 1915 ; ВС ; Ag ; XF ; 25 ; Семирек ; 108 
 144 ; 15 копеек. Отверстие 12 часов ; 18 век ;  ; Ag ; F ; 93 ; да ; 1158 
 145 ; 15 копеек. Отверстие 1 час ; 18 век ;  ; Ag ; F ; 51 ; да ; 182 
 146 ; 15 копеек-1 злотый. 2 отверстия 11 и 1 час ; 1835 ; MW Рус.-Пол. ; Ag ; F ; 74 ; alyans-met ; 500 
 147 ; 15 копеек. Особый тип герба ; 1860 ; СПБ ФБ ; Ag ; VF- ; 50 ; GVBGVB ; 1328 
 148 ; 15 копеек. Отверстие 12 часов ; 1861 ; СПБ ; Ag ; F ; 26 ; VR62 ; 45 
 149 ; 15 копеек. Отверстие ; 1862 ; СПБ МИ ; Ag ; F ; 16 ; VR62 ; 48 
 150 ; 15 копеек. Отверстие 12 часов ; 1863 ; СПБ АБ ; Ag ; F ; 22 ; skif ; 51 
 151 ; 15 копеек ; 1868 ; СПБ HI ; Ag ; VF- ; 73 ; GVBGVB ; 314 
 152 ; 15 копеек. Отверстие 12 часов ; 1871 ; СПБ HI ; Ag ; F+ ; 12 ; skif ; 58 
 153 ; 15 копеек. Отверстие 12 часов ; 1900 ; СПБ ФЗ ; Ag ; F ; 13 ; Arkhangel ; 55 
 154 ; 15 копеек. Деформация ; 1904 ; СПБ АР ; Ag ; F-VF ; 38 ; крот ; 63 
 155 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF ; 50 ; Arkhangel ; 55 
 156 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 26 ; focus-nik2006 ; 81 
 157 ; 15 копеек. Отверстие 12 часов ; 1908 ; СПБ ЭБ ; Ag ; F-VF ; 40 ; denison ; 57 
 158 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 54 ; ААФ ; 401 
 159 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 50 ; alex0223 ; 298 
 160 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF- ; 12 ; Lena13 ; 100 
 61 ; Рубль ; 1891 ; (АГ) ; Ag ; VF- ; 56 ; abakan ; 2792 
 62 ; Рубль ; 1892 ; (АГ) ; Ag ; VF ; 45 ; tuz ; 2833 
 63 ; Рубль ; 1893 ; (АГ) ; Ag ; VF ; 64 ; tau ; 3814 
 64 ; Рубль ; 1896 ; ( * ) ; Ag ; VF+ ; 36 ; Director ; 3629 
 65 ; Рубль ; 1896 ; ( * ) ; Ag ; F-VF ; 74 ; ved ; 701 
 66 ; Рубль ; 1896 ; (АГ) На коронацию Николая II ; Ag ; VF- ; 18 ; машинист ; 13841 
 67 ; Рубль ; 1897 ; ( ** ) ; Ag ; VF ; 66 ; alien ; 847 
 68 ; Рубль. Отверстие 12 часов ; 1897 ; (АГ) ; Ag ; F ; 40 ; VR62 ; 437 
 69 ; Рубль ; 1898 ; (АГ) ; Ag ; VF+ ; 69 ; master5 ; 1289 
 70 ; Рубль ; 1898 ; (АГ) ; Ag ; F-VF ; 33 ; akula ; 1022 
 71 ; Рубль ; 1899 ; ( ** ) ; Ag ; VF/XF- ; 60 ; Алек ; 2856 
 72 ; Рубль ; 1899 ; (ФЗ) ; Ag ; VF- ; 42 ; нумизмат ; 937 
 73 ; Рубль ; 1900 ; (ФЗ) ; Ag ; VF ; 92 ; xelbot ; 4080 
 74 ; Рубль ; 1901 ; (ФЗ) ; Ag ; VF+ ; 107 ; tau ; 2794 
 75 ; Рубль ; 1907 ; (ЭБ) ; Ag ; VF ; 50 ; pchela50 ; 3321 
 76 ; Рубль ; 1912 ; (ЭБ) ; Ag ; VF- ; 8 ; ved ; 2652 
 77 ; Рубль ; 1913 ; На 300-летие Дома Романовых ; Ag ; VF+ ; 76 ; AleXX ; 3911 
 78 ; Рубль ; 1913 ; На 300-летие Дома Романовых ; Ag ; AU ; 32 ; Arsak ; 5667 
 79 ; Полтина. Отверстие 12 часов ; 18 век ;  ; Ag ; F ; 51 ; orel66 ; 750 
 80 ; Полтина ; 1814 ; СПБ МФ ; Ag ; VF- ; 65 ; xelbot ; 5229 
 81 ; Полтина. Отверстие 12 часов ; 1817 ; СПБ ПС ; Ag ; F ; 47 ; крот ; 289 
 82 ; Полтина. Отверстие 12 часов ; 1818 ; СПБ ПС ; Ag ; F ; 41 ; natallli ; 258 
 83 ; Полтина. Отверстие 12 часов ; 1819 ; СПБ ПС ; Ag ; F+ ; 75 ; крот ; 534 
 84 ; Полтина. Отверстие 12 часов ; 1829 ; СПБ НГ ; Ag ; F ; 40 ; orel66 ; 810 
 85 ; Полтина. Отверстие 12 часов ; 1839 ; СПБ НГ ; Ag ; F-VF ; 91 ; orel66 ; 550 
 86 ; Полтина. Отверстие 12 часов ; 1852 ; СПБ ПА ; Ag ; F-VF ; 81 ; 542 ; 568 
 87 ; Полтина ; 1858 ; СПБ ФБ ; Ag ; VF- ; 43 ; abakan ; 6268 
 88 ; Полтина ; 1859 ; СПБ ФБ ; Ag ; VF- ; 20 ; PolAn ; 4590 
 89 ; Полтина ; 1878 ; СПБ НФ ; Ag ; VF+ ; 34 ; abakan ; 6018 
 90 ; Полтина ; 1895 ; (АГ) АГ ; Ag ; F+ ; 36 ; lynx ; 680 
 91 ; Полтина. Отверстие 12 часов ; 1896 ; ( * ) ; Ag ; F+ ; 75 ; VR62 ; 199 
 92 ; Полтина ; 1897 ; ( * ) ; Ag ; F-VF ; 56 ; AleXX ; 394 
 93 ; Полтина. Отверстие 12 часов ; 1899 ; (АГ) АГ ; Ag ; F ; 93 ; vlkorchev ; 299 
 94 ; Полтина ; 1900 ; (ФЗ) АГ ; Ag ; F-VF ; 58 ; xelbot ; 900 
 95 ; Полтина ; 1911 ; (ЭБ) АГ ; Ag ; VF+ ; 107 ; xabib ; 1523 
 96 ; Полтина ; 1912 ; (ЭБ) АГ ; Ag ; VF- ; 28 ; lynx ; 837 
 97 ; Полтина ; 1913 ; (ЭБ) АГ ; Ag ; F-VF ; 86 ; ummaturman ; 2550 
 98 ; Полтина ; 1913 ; (ВС) АГ ; Ag ; XF- ; 47 ; мурзилка ; 1464 
 99 ; Полтина ; 1913 ; (ВС) АГ ; Ag ; VF-XF ; 29 ; lynx ; 1228 
 100 ; 30 копеек-2 злотых. Отверстие 12 часов ; 1836 ; MW Рус.-Пол. ; Ag ; F ; 58 ; sandy ; 344 
 101 ; Полуполтинник. Отверстие и убрана подвеска 12 часов ; 18 век ;  ; Ag ; F ; 25 ; natallli ; 179 
 102 ; Полуполтинник. Отверстие 12 часов ; 18 век ;  ; Ag ; F ; 56 ; Фандорин ; 381 
 103 ; Полуполтинник. Отверстие 12 часов ; 1747 ; ММД ; Ag ; F-VF ; 130 ; orel66 ; 1570 
 104 ; Полуполтинник ; 1770 ; ММД ДМ ; Ag ; F+ ; 55 ; alyans-met ; 2493 
 105 ; 25 копеек.Отверстие 7 часов ; 1836 ; СПБ НГ ; Ag ; F+ ; 89 ; alyans-met ; 1000 
 106 ; 25 копеек. Заделано отверстие 12 часов ; 1838 ; СПБ НГ ; Ag ; F ; 34 ; VR62 ; 124 
 107 ; 25 копеек ; 1849 ; СПБ ПА ; Ag ; XF ; 21 ; ААФ ; 3001 
 108 ; 25 копеек. Отверстие 12 часов ; 1850 ; СПБ ПА ; Ag ; F-VF ; 52 ; крот ; 317 
 109 ; 25 копеек. Отверстие 12 часов ; 1851 ; СПБ ПА ; Ag ; F ; 100 ; alyans-met ; 1000 
 110 ; 25 копеек ; 1855 ; СПБ HI ; Ag ; VF- ; 26 ; Mike! ; 1870 
 11 ; 10 рублей ; 1898 ; (АГ) АГ ; Au ; XF ; 16 ; alyans-met ; 14907 
 12 ; 10 рублей ; 1899 ; (АГ) АГ ; Au ; XF+ ; 15 ; pchela50 ; 12946 
 13 ; 7руб.50 коп. ; 1897 ; (АГ) ; Au ; F-VF/VF- ; 39 ; Mmm ; 13000 
 14 ; 5 рублей ; 1839 ; СПБ АЧ ; Au ; XF-/VF+ ; 40 ; AAE2006 ; 30068 
 15 ; 5 рублей. Легкая деформация ; 1846 ; СПБ АГ ; Au ; XF ; 22 ; AAE2006 ; 30309 
 16 ; 5 рублей. Убрана подвеска 12 часов ; 1873 ; СПБ НI ; Au ; VF ; 20 ; alyans-met ; 20703 
 17 ; 5 рублей ; 1888 ; (АГ) Борода длиннее ; Au ; XF ; 38 ; мурзилка ; 26819 
 18 ; 5 рублей ; 1889 ; (АГ) АГ ; Au ; VF-XF ; 40 ; лиса ; 25500 
 19 ; 5 рублей ; 1898 ; (АГ) ; Au ; XF+/AU ; 9 ; AAE2006 ; 5944 
 20 ; 5 рублей ; 1899 ; (ФЗ) ; Au ; XF+/AU ; 12 ; abakan ; 6105 
 21 ; 5 рублей. В капсуле NGCA ; 1902 ; (АР) ; Au ; MS 66 ; 7 ; koponen ; 7997 
 22 ; 5 рублей. В капсуле NGCA ; 1903 ; (АР) ; Au ; MS 66 ; 28 ; koponen ; 8120 
 23 ; 5 рублей. В капсуле NGCA ; 1904 ; (АР) ; Au ; MS 66 ; 11 ; koponen ; 8120 
 24 ; 10 марок ; 1878 ; S Финляндия ; Au ; AU ; 11 ; alyans-met ; 18478 
 25 ; 10 марок ; 1879 ; S Финляндия ; Au ; AU ; 13 ; alyans-met ; 16982 
 26 ; Дукат. Нидерланды. Санкт-Петербургский чекан ; 1837 ;  ; Au ; XF+/VF+ ; 8 ; Gatchina ; 25500 
 27 ; 1,5 рубля-10 злотых ; 1833 ; НГ Рус.-Пол. ; Ag ; VF+ ; 37 ; abakan ; 12079 
 28 ; Рубль. Отверстие 12 часов ; 1725 ;  ; Ag ; F ; 48 ; jackspb ; 4682 
 29 ; Рубль. Отверстие 12 часов ; 1733 ;  ; Ag ; F+ ; 90 ; Bizon6055 ; 4609 
 30 ; Рубль. Отверстие и напайка 12 часов ; 1749 ; СПБ ; Ag ; F ; 47 ; крот ; 2165 
 31 ; Рубль. Гурт убрана подвеска 12 часов ; 1762 ; СПБ НК ; Ag ; VF- ; 36 ; машинист ; 25500 
 32 ; Рубль. Отверстие 1 час ; 177? ;  ; Ag ; F ; 70 ; VR62 ; 867 
 33 ; Рубль. Отверстие 12 часов ; 18 век ;  ; Ag ; F ; 45 ; Juic ; 778 
 34 ; Рубль. Отверстие и напайка 12 часов ; 1809 ; СПБ ФГ ; Ag ; VG ; 114 ; alyans-met ; 2000 
 35 ; Рубль ; 1811 ; СПБ ФГ ; Ag ; VF+ ; 103 ; baikal.k ; 5291 
 36 ; Рубль ; 1812 ; СПБ МФ ; Ag ; VF+ ; 73 ; a_kog ; 3187 
 37 ; Рубль. Отверстие и напайка 12 часов ; 1817 ; СПБ ПС ; Ag ; F+ ; 59 ; VR62 ; 592 
 38 ; Рубль ; 1818 ; СПБ ПС ; Ag ; VF+ ; 71 ; да ; 3468 
 39 ; Рубль ; 1820 ; СПБ ПД ; Ag ; F-VF ; 78 ; Bizon6055 ; 2554 
 40 ; Рубль ; 1822 ; СПБ ПД ; Ag ; VF- ; 85 ; koga ; 2316 
 41 ; Рубль. Отверстие 12 часов ; 1823 ; СПБ ПД ; Ag ; F-VF ; 117 ; alyans-met ; 2000 
 42 ; Рубль ; 1830 ; СПБ НГ ; Ag ; F-VF ; 47 ; dnepr1984 ; 4162 
 43 ; Рубль.  Отверстие 12 часов ; 1831 ; СПБ НГ ; Ag ; VG ; 138 ; alyans-met ; 1995 
 44 ; Рубль.  Отверстие 12 часов ; 1833 ; СПБ НГ ; Ag ; F-VF ; 76 ; alyans-met ; 1983 
 45 ; Рубль. Отверстие и напайка 12 часов ; 1836 ; СПБ НГ ; Ag ; F-VF ; 74 ; alyans-met ; 2000 
 46 ; Рубль.  Отверстие 12 часов ; 1840 ; СПБ НГ ; Ag ; F-VF ; 110 ; alyans-met ; 2000 
 47 ; Рубль. Отверстие 12 часов ; 1841 ; СПБ НГ ; Ag ; F+ ; 76 ; nikolay ; 656 
 48 ; Рубль ; 1844 ; MW ; Ag ; VF+ ; 31 ; tau ; 3946 
 49 ; Рубль. Ремонт 12 часов ; 1847 ; СПБ ПА ; Ag ; VF- ; 31 ; крот ; 4405 
 50 ; Рубль ; 1847 ; MW ; Ag ; VF+ ; 62 ; alex67 ; 6929 
 51 ; Рубль ; 1856 ; СПБ ФБ ; Ag ; VF ; 38 ; baikal.k ; 6311 
 52 ; Рубль. Ремонт 12 часов ; 1872 ; СПБ HI ; Ag ; VF-/F-VF ; 80 ; 542 ; 4080 
 53 ; Рубль ; 1876 ; СПБ HI ; Ag ; VF- ; 45 ; alex67 ; 9033 
 54 ; Рубль. Отверстие 12 часов ; 1877 ; СПБ HI ; Ag ; F ; 75 ; крот ; 512 
 55 ; Рубль. Убраны напайки ; 1878 ; СПБ НФ ; Ag ; VF-/F-VF ; 102 ; lee ; 1593 
 56 ; Рубль ; 1879 ; СПБ НФ ; Ag ; VF+/VF- ; 73 ; aleks-2007 ; 13839 
 57 ; Рубль ; 1883 ; ЛШ На коронацию Александра III ; Ag ; VF+/XF- ; 25 ; Максимус 1 ; 12013 
 58 ; Рубль ; 1886 ; (АГ) ; Ag ; VF- ; 57 ; tau ; 7933 
 59 ; Рубль ; 1888 ; (АГ) ; Ag ; VF ; 58 ; dnepr1984 ; 8160 
 60 ; Рубль ; 1890 ; (АГ) ; Ag ; F-VF ; 68 ; kozh ; 4662 
