 6048 ; Бона иностранная ;  ;  ;  ;  ; 57 ; qver ; 512 
 1008 ; Знак. Шахматы ;  ;  ; Ж/м, эмаль ; VF-XF ; 22 ; torbey ; 223 
 1009 ; Знак. Михаил Сомов ;  ;  ; Al ; XF- ; 51 ; Папа с рацией ; 152 
 1010 ; Знак Военное училище ;  ;  ; Ж/м,эмаль ; XF ; 63 ; vv2805 ; 5800 
 1011 ; Знак Технический ВУЗ ;  ;  ; Ж/м,эмаль ; XF ; 50 ; Папа с рацией ; 255 
 1012 ; Знак МАИ ;  ;  ; Ж/м,эмаль ; XF ; 46 ; VitorioVeneto ; 1334 
 1013 ; Знак Гуманитарный ВУЗ ;  ;  ; Ж/м,эмаль ; XF ; 15 ; куля ; 257 
 1014 ; Знак Отличник военного строительства ;  ;  ; Ж/м,эмаль ; XF ; 25 ; dimko ; 134 
 1015 ; Знак ГТО 2 ступени ;  ;  ; Ж/м,эмаль ; VF ; 29 ; dimko ; 189 
 1016 ; Знак ГТО 2 ступени ; ММД ;  ; Ж/м,эмаль ; VF ; 19 ; Antoschka ; 105 
 1017 ; Знак. Отличник военного строительства ;  ;  ; Ж/м, эмаль ; AU ; 27 ; alkona ; 241 
 1018 ; Знак. Трудовые резервы. Победитель ;  ;  ; Ж/м, эмаль ; XF ; 37 ; flotskij ; 842 
 1019 ; Знак. РЖД. 1000000 км ; ЛМД ;  ; Ж/м ; XF+ ; 31 ; НЭРИ ; 412 
 1020 ; Знак. РЖД. 500000 км ; ЛМД ;  ; Б/м ; XF+ ; 34 ; НЭРИ ; 421 
 1021 ; Знак инструктор ДОСААФ ;  ;  ; Ж/м,эмаль ; AU ; 39 ; stok ; 383 
 1022 ; Знак 50 лет КПСС ;  ;  ; Ag,эмаль,позол ; AU ; 49 ; vv2805 ; 2040 
 1023 ; Знак. Турист СССР ;  ;  ; Ж/м, эмаль ; XF- ; 17 ; Antoschka ; 41 
 1024 ; Знак. Ленин ;  ;  ; Ж/м, эмаль ; XF- ; 33 ; VitorioVeneto ; 119 
 925 ; Медаль Финлядия. D-72мм ;  ;  ; Ж/м ; AU ; 11 ; sneg ; 193 
 926 ; Медаль Столетие провинции Рима 1870-1970. Италия. D-60мм ;  ;  ; Ж/м ; AU ; 15 ; цеховик ; 213 
 927 ; Медаль. Сестрорецк-город порт. D-75мм ;  ;  ; Ж/м ; VF-XF ; 48 ; Танкист ; 928 
 928 ; Медаль Достойному. Берлин. Германия. D-35мм ; 1896 ;  ; Ж/м ; VF+ ; 7 ; von_Schwarz ; 227 
 929 ; Армейский знак "за отличную стрельбу из винтовки" 1 ст. Швеция ;  ;  ; Br, позол ; XF+ ; 22 ; lavist ; 167 
 930 ; Армейский знак Королевской Гвардии "за отличную стрельбу из винтовки". Швеция ; 1963 (N9) ;  ; Ag, позол, эмал ; XF+ ; 29 ; maymuse ; 918 
 931 ; Знак Германия ;  ;  ; Б/м ; VF-XF ; 44 ; matehev ; 1227 
 932 ; Знак Бавария ;  ;  ; Б/м ; VF-XF ; 45 ; matehev ; 1383 
 933 ; Ветеранский знак крейсера Hood. Великобритания ;  ;  ; Ж/м ; XF ; 47 ; ЛБС ; 703 
 934 ; Знак. Великобритания ;  ;  ; Ж/м, эмаль ; XF+ ; 9 ; ремпутьмаш ; 215 
 935 ; Знак.  50 лет КПСС ; ММД ;  ; Ag, позол, эмал ; XF ; 19 ; спартак-чемпион ; 1836 
 936 ; Знак 300 лет СПб ;  ;  ; Ag,эмаль ; XF ; 52 ; ulf ; 1420 
 937 ; Знак. Общественный контролер за техническим состоянием автомобиля № 19992 ; ЛМД ;  ; Ж/м, эмаль ; XF+ ; 27 ; DATR ; 1935 
 938 ; Знак. 300 лет воссоединения Украины с Россией ;  ;  ; Ж/м, эмаль ; XF ; 39 ; matehev ; 261 
 939 ; Знак. Отличный шофер ;  ;  ; Ж/м, эмаль ; VF ; 55 ; 1023oxana ; 3094 
 940 ; Знак. Готов к санитарной обороне СССР ;  ;  ; Б/м, эмаль ; VF+ ; 42 ; vowa ; 3066 
 941 ; Знак. Готов к санитарной обороне СССР ;  ;  ; Б/м, эмаль ; VF ; 34 ; Neva ; 1926 
 942 ; Знак. ДОСААФ СССР Первый разряд ;  ;  ; Ж/м, эмаль ; VF-XF ; 31 ; vowa ; 1689 
 943 ; Знак ДОСААФ СССР ;  ;  ; Ж/м, эмаль ; VF ; 15 ; pion-61 ; 90 
 944 ; Знак ВЛКСМ. Новосибирский комсомолец ;  ;  ; Ж/м, эмаль ; XF ; 13 ; texnar ; 347 
 945 ; Знак. За отличное вождение ;  ;  ; Ж/м, эмаль ; XF ; 38 ; flutter ; 1475 
 946 ; Знак. Школьный знак. Латвия ;  ;  ; Б/м ; VF+ ; 42 ; riga1979 ; 340 
 947 ; Знак  3 класс танкиста ;  ;  ; Ж/м, эмаль ; VF+ ; 29 ; vowa ; 1890 
 948 ; Знак. Спортсмен парашютитст 3 разряд ;  ;  ; Al ; VF+ ; 10 ; ремпутьмаш ; 68 
 949 ; Знак. Рижский техникум промышленного оборудования и технологии ;  ;  ; Ж/м, эмаль ; VF ; 16 ; doc2 ; 793 
 950 ; Знак. Отличник социалистического соревнования ; ММД ;  ; Al ; XF ; 32 ; Хаа ; 569 
 951 ; Знак. Отличник социалистического соревнования Автотранспорта и шоссейных дорог ; ЛМД ;  ; Al ; VF-XF ; 49 ; Хаа ; 1453 
 952 ; Знак. Золотой колос ЦК ВЛКСМ ; ММД ;  ; Б/м, Ж/м ; XF ; 19 ; lsk54 ; 213 
 953 ; Знак ДСО ;  ;  ; Ж/м,эмаль ; VF-XF ; 44 ; alex09 ; 1043 
 954 ; Знак 100 лет ;  ;  ; Ж/м,эмаль ; XF ; 53 ; VitorioVeneto ; 824 
 955 ; Знак Ударнику 1932г завершающего пятилетку ;  ;  ; Б/м,эмаль ; VF-XF ; 90 ; p1a1v1 ; 19360 
 956 ; Знак Корабль Бойкий ;  ;  ; Ж/м ; XF ; 33 ; sorus ; 320 
 957 ; Знак Флаг ;  ;  ; Ж/м,эмаль ; XF ; 54 ; vv2805 ; 1020 
 958 ; Знак ИНМ ;  ;  ; Б/м ; XF ; 29 ; Папа с рацией ; 750 
 959 ; Знак ВУЗ ;  ;  ; Ж/м ; XF ; 23 ; инструктор ; 192 
 960 ; Знак за переход эквтора ;  ;  ; Ж/м ; VF-XF ; 43 ; sorus ; 454 
 961 ; Знак Командир корабля ;  ;  ; Б/м ; XF ; 19 ; куля ; 386 
 962 ; Знак Корабль ;  ;  ; Al ; VF-XF ; 33 ; sorus ; 320 
 963 ; Знак ЛКИ ;  ;  ; Al ; XF ; 42 ; Папа с рацией ; 878 
 964 ; Знак Мед ВУЗ ;  ;  ; Al ; XF ; 22 ; инструктор ; 898 
 965 ; Знак МГТУ ;  ;  ; Al ; XF ; 22 ; Папа с рацией ; 655 
 966 ; Знак Участнику антарктической экспедиции СССР ;  ;  ; Al ; XF ; 15 ; инструктор ; 306 
 967 ; Знак Мед ВУЗ ;  ;  ; Al ; XF ; 34 ; куля ; 283 
 968 ; Знак Участник финала ДСО "Труд" по волейболу. Ноябрь 1975 ГК ВЛКСМ. Р-ры: 57 на 77мм. Отверстие ;  ;  ; Al ; VF-XF ; 25 ; sneg ; 378 
 969 ; Знак Москва. Собор Василия Блаженного. Р-ры: 91 на 131мм ;  ;  ; Al,эмаль ; VF-XF ; 20 ; инструктор ; 231 
 970 ; Знак Московская с/х академия им К.А.Тимирязева ;  ;  ; Ж/м,эмаль ; XF ; 29 ; Папа с рацией ; 1824 
 971 ; Знак Торпедо ;  ;  ; Ж/м,эмаль ; XF ; 29 ; flotskij ; 791 
 972 ; Знак Люби лес ;  ;  ; Ж/м,эмаль ; XF ; 43 ; sorus ; 4162 
 973 ; Знак 200 лет МГУ ;  ;  ; Ж/м,эмаль ; XF ; 23 ; Bonyf ; 1593 
 974 ; Знак Химик ;  ;  ; Ж/м,эмаль ; VF-XF ; 25 ; Bonyf ; 1205 
 875 ; Медаль. Экю. Франция. Ресторан в округе Шенневьер на Майне. D-36мм ; к. 19в ;  ; Ag ; VF+ ; 37 ; TTT84 ; 1306 
 876 ; Жетон. Брауншвейг-Вольфенбюттель. Поздравление Карлом I своего брата Людвига Эрнста с 25-летием в должности генерального капитана. D-28мм ;  ;  ; Ag ; VF+ ; 27 ; aaleu ; 2154 
 877 ; Медаль. Бавария. Выпуск 500 дизельных моторов фирмы MAN 1959г. D-35мм ;  ;  ; Ag ; VF+ ; 20 ; lavist ; 510 
 878 ; Медаль. Германия. Прощание с валютой 2001г. D-40мм ;  ;  ; Би/м ; AU ; 17 ; VitorioVeneto ; 273 
 879 ; Медаль. Германия. Милдред Шел 1979г. D-31мм ;  ;  ; Cu/Ni ; XF+ ; 10 ; Rober ; 57 
 880 ; Медаль. ФРГ. Туннель под Эльбой 1975г. D-35мм ;  ;  ; Fe, бронзиров ; XF+ ; 28 ; igir-rin ; 80 
 881 ; Медаль. Нидерланды. Рембрандт. D-32мм ; к. 19в ;  ; Cu/Ni ; Proof ; 22 ; sneg ; 255 
 882 ; Медаль. Нидерланды. 300 лет мирному договору в Райсварке. D-32мм ; 1997 ;  ; Cu/Ni ; Proof ; 13 ; aziya11 ; 124 
 883 ; Медаль. Франция. Монограмма Жермена Луи Шовелона (1715-1774). D-33мм ;  ;  ; Ag ; VF+ ; 13 ; John Doe ; 1224 
 884 ; Медаль. Франция. Торговая палата Парижа (1830-1848). D-37мм ;  ;  ; Ag ; XF- ; 7 ; John Doe ; 1224 
 885 ; Медаль. Франция. Нотариусы округа Дуллан 1833г. D-31мм ;  ;  ; Ag ; XF ; 22 ; John Doe ; 1838 
 886 ; Медаль. Франция. Парижское промышленное общество Вейрата 1830г. D-28мм ;  ;  ; Ag ; XF- ; 9 ; 1023oxana ; 1204 
 887 ; Медаль. Франция. Общество слесарей Парижа 1830г. D-29мм ;  ;  ; Ag ; VF-XF ; 3 ; von_Schwarz ; 1064 
 888 ; Медаль. Франция. Нотариусы округа Невер (1852-1871). D-33мм ;  ;  ; Ag ; XF ; 30 ; John Doe ; 2081 
 889 ; Медаль. Франция. Нотариусы округа Невер (1852-1871). D-35мм ;  ;  ; Ag ; XF ; 36 ; John Doe ; 2162 
 890 ; Медаль. Франция. Нотариусы округа Невер. D-35мм ; к. 19в ;  ; Ag ; XF- ; 28 ; John Doe ; 2158 
 891 ; Медаль. Франция. Торгово-Промышленная палата округа Монпелье. D-34мм ; к. 19в ;  ; Ag ; XF+ ; 22 ; John Doe ; 1836 
 892 ; Медаль. Франция. Благопожелания. Пойманный в сети лев (1824-1830). D-31мм. Отверстие ;  ;  ; Ag ; VF ; 15 ; ML ; 765 
 893 ; Медаль. Франция. Благопожелания. Пойманный в сети лев. D-31мм. Отверстие ; к. 19в ;  ; Ag ; VF-XF ; 24 ; John Doe ; 2562 
 894 ; Медаль. Германия. Фридрих II ;  ;  ; Ag999 ; Proof ; 15 ; sileng ; 1725 
 895 ; Военная звезда. Англия ;  ;  ; Br ; VF-XF ; 37 ; rusalko ; 793 
 896 ; Крест Пруссия ;  ;  ; Br ; XF ; 45 ; Милорадович ; 2346 
 897 ; Знак за ранение "черный". Германия ;  ;  ; Fe ; VF+ ; 19 ; rusalko ; 1583 
 898 ; Жетон Чемпионат в Италии. D-24мм ; 1974 ;  ; Б/м ; VF ; 53 ; Potap ; 99 
 899 ; Жетон США. Армия. D-30мм ;  ;  ; Б/м ; AU ; 15 ; heavy_fly ; 159 
 900 ; Жетон Лондон. Здание Парламента. D-34мм ;  ;  ; Ж/м ; AU ; 20 ; sneg ; 186 
 901 ; Жетон. 25 лет ООН. D-32мм ;  ;  ; Ж/м ; XF+ ; 15 ; sbsb777 ; 207 
 902 ; Медаль Дан Хаммарсколд. D-38мм ; 1962 ;  ; Br ; XF+ ; 20 ; цеховик ; 140 
 903 ; Медаль. За отличную стрельбу на турнире в Вестхольме III ст 1952г. Швеция ;  ;  ; Br ; AU ; 10 ; цеховик ; 279 
 904 ; Медаль. За отличие в стрельбе на рыцарском турнире в Остерготланде. Швеция ; 1956 ;  ; Ag ; XF ; 26 ; alex09-63 ; 765 
 905 ; Медаль. За отличие в стрельбе на рыцарском турнире в Норкопинге. Швеция ; 1960 (К9) ;  ; Br ; XF+ ; 28 ; цеховик ; 362 
 906 ; Медаль. За отличие в стрельбе из армейской винтовки на рыцарском турнире в Остерголанде 1908г. Швеция ; 1945 ;  ; Ag ; XF ; 23 ; sneg ; 787 
 907 ; Медаль. 1000 лет шведскому королевскому двору. Королб Кнут Ерикссон (1167-1195). D-40мм ;  ;  ; Br ; XF ; 19 ; 1999 ; 669 
 908 ; Медаль. Государственная пропаганда стрелковых турниров 1985г. Швеция ;  ;  ; Br ; XF+ ; 15 ; Lena6975 ; 204 
 909 ; Медаль. 1000 лет шведскому королевскому двору. Королб Оскар II. Швеция. D-40мм ;  ;  ; Br ; XF+ ; 24 ; Lena6975 ; 232 
 910 ; Медаль королевских стрельб на приз газеты "Дагбладет" 1976г. Швеция. D-40мм ;  ;  ; Br ; XF+ ; 33 ; alex09-63 ; 181 
 911 ; Медаль королевских стрельб на приз газеты "Дагбладет" 1968г. Швеция. D-40мм ;  ;  ; Br ; XF+ ; 8 ; Lena6975 ; 204 
 912 ; Плакета в память королевского турнира в Норркопинге 1980г. Швеция. Р-ры: 34х47мм ;  ;  ; Br ; AU ; 19 ; цеховик ; 115 
 913 ; Плакета в память королевского стрелкового турнира из пистолета 1958г. Швеция. Р-ры: 37х52мм ;  ;  ; Br ; AU ; 13 ; цеховик ; 115 
 914 ; Медаль. За отличную стрельбу II ст. Швеция ; 1956(F9) ;  ; Ag ; XF+ ; 22 ; sneg ; 612 
 915 ; Жетон D-31мм ;  ;  ; Ж/м ; XF ; 36 ; sneg ; 143 
 916 ; Жетон 40 werth-marke ;  ;  ; Ж/м ; F ; 10 ; asnik ; 40 
 917 ; Жетон электрический ;  ;  ; Ж/м ; XF ; 8 ; Шмейхель ; 57 
 918 ; Жетон иностранный. Р-ры: 18 на 18мм ;  ;  ; Б/м ; VF ; 18 ; цеховик ; 59 
 919 ; Жетон иностранный ;  ;  ; Б/м ; F ; 10 ; Fontan ; 36 
 920 ; Медаль. Швеция ;  ;  ; Ag ; VF+ ; 53 ; ремпутьмаш ; 101 
 921 ; Жетон D-31мм ;  ;  ; Ж/м ; XF ; 28 ; Шмейхель ; 68 
 922 ; Жетон Бетховен. D-22мм ;  ;  ; Ж/м ; VF ; 6 ; roza77 ; 116 
 923 ; Жетон. Швеция. D-21мм ;  ;  ; Ag ; VF- ; 35 ; mkm1968 ; 813 
 924 ; Медаль Леопольд II. Бельгия. D-70мм ;  ;  ; Ж/м ; XF ; 25 ; Lena6975 ; 320 
 825 ; Медаль Полярный исследователь Г.А.Ушаков 1901-1963. D-62мм ;  ;  ; Ж/м ; AU ; 40 ; Папа с рацией ; 936 
 826 ; Медаль 50 лет ВЛКСМ 1918-1968. D-55мм ;  ;  ; Al ; XF- ; 16 ; VitorioVeneto ; 206 
 827 ; Медаль 400 лет со дня смерти М.С.Физули. Медальер В.М.Акимушкина. D-60мм ; 1959ЛМД ;  ; Ж/м ; VF+ ; 23 ; sts ; 269 
 828 ; Медаль 250 лет со дня основания г.Павлодара. Медальер А.Г.Федотов. D-65 мм ; 1970ЛМД ;  ; Ж/м ; XF- ; 51 ; sportmini ; 2459 
 829 ; Медаль 50 лет Октябрю. III выставка Ленинградских коллекционеров. D-55мм ; 1967 ;  ; Ж/м ; VF+ ; 8 ; igir-rin ; 100 
 830 ; Медаль. 40-летие освобождения Эстонской ССР от фашистских захватчиков. D-60мм ;  ;  ; Ж/м ; XF- ; 26 ; von_Schwarz ; 218 
 831 ; Медаль М.В. Ломоносов 1711-1765. D-57мм ;  ;  ; Ж/м ; XF ; 32 ; doc2 ; 579 
 832 ; Медаль УРСР Ивано-Франковск. D-62мм ;  ;  ; Al ; VF ; 6 ; апосум ; 102 
 833 ; Медаль Киевско-Печерская лавра. D-62мм ;  ;  ; Al ; XF ; 14 ; aziya11 ; 133 
 834 ; Медаль. 35 лет электротехническому факультету Куйбышевского индустриального института 1993г. D-60мм ;  ;  ; Ж/м ; XF- ; 21 ; aziya11 ; 145 
 835 ; Медаль Азербайджанский Государственный университет 1919-1969. D-80мм ;  ;  ; Ж/м ; VF+ ; 28 ; aziya11 ; 454 
 836 ; Медаль Храм Михра в Гарни. Армения. D-62мм ;  ;  ; Ж/м ; VF+ ; 14 ; roza77 ; 218 
 837 ; Медаль Традиционный междуародный турнир. Москва 1974. D-49мм ;  ;  ; Ж/м ; VF- ; 16 ; цеховик ; 136 
 838 ; Крест военных заслуг. Испания. Коробка ;  ;  ; Ж/м ; AU ; 27 ; lsk54 ; 1224 
 839 ; Звезда за Африку. Англия ;  ;  ; Ж/м ; XF ; 27 ; Барбоян ; 1550 
 840 ; Звезда за Бирму. Англия ;  ;  ; Ж/м ; VF+ ; 20 ; Notgelder ; 1689 
 841 ; Медаль 1897г. Англия ;  ;  ; Ag ; VF-XF ; 51 ; 1023oxana ; 2607 
 842 ; Медаль материнства. Франция ;  ;  ; Ж/м ; XF ; 33 ; Хаа ; 1201 
 843 ; Крест за службу в пожарных частях ;  ;  ; Ж/м ; VF-XF ; 37 ; ЛБС ; 1020 
 844 ; Медаль победы в 1МВ. Бельгия ;  ;  ; Ж/м ; VF ; 13 ; rusalko ; 793 
 845 ; Орден труда 2ст. Албания ;  ;  ; Б/м ; VF-XF ; 15 ; evseechevvv ; 510 
 846 ; Орден за гражданское мужество. Албания ;  ;  ; Ж/м ; VF-XF ; 25 ; Хаа ; 1806 
 847 ; Медаль за заслуги по обороне страны. Албания ;  ;  ; Ж/м ; VF ; 33 ; Папа с рацией ; 839 
 848 ; Медаль иностранная ;  ;  ; Б/м ; VF-XF ; 42 ; lsk54 ; 1124 
 849 ; Орден Коршуна 7 класса . Япония ;  ;  ; Ag ; AU ; 26 ; орикс ; 5508 
 850 ; Орден меча (рыцарская степень). Швеция ;  ;  ; Ag, эмаль ; XF+ ; 31 ; 1999 ; 3853 
 851 ; Медаль музыкальной федерации. Бельгия ;  ;  ; Б/м ; VF-XF ; 20 ; цеховик ; 490 
 852 ; Медаль Единство. Бельгия ;  ;  ; Б/м,эмаль ; VF-XF ; 29 ; evseechevvv ; 567 
 853 ; Медаль за Изер. Бельгия ;  ;  ; Ж/м,эмаль ; VF-XF ; 40 ; 55fhb ; 999 
 854 ; Орден Красная звезда труда. ЧССР. Планка ;  ;  ; Ag,эмаль ; VF-XF ; 37 ; evseechevvv ; 4794 
 855 ; Орден Красное знамя  труда. ЧССР ;  ;  ; Ag,эмаль ; VF-XF ; 53 ; 55fhb ; 5194 
 856 ; Орден за отличную службу. 3ст. Бирма ;  ;  ; Б/м ; VF-XF ; 22 ; k212 ; 793 
 857 ; Медаль за заслуги в обороне страны. Албания ;  ;  ; Ж/м ; VF-XF ; 36 ; k212 ; 808 
 858 ; Трудовая медаль. Бельгия ;  ;  ; Б/м,эмаль ; VF+ ; 20 ; k212 ; 340 
 859 ; Бронзовая медаль за заслуги. Либерия ;  ;  ; Ж/м ; VF-XF ; 18 ; von_Schwarz ; 1001 
 860 ; Медаль за отличную стрельбу. Югославия ;  ;  ; Ж/м ; VF-XF ; 13 ; 55fhb ; 254 
 861 ; Медаль за заслуги по ликвидации последствий землетрясения. Италия ;  ;  ; Ж/м ; VF-XF ; 29 ; k212 ; 797 
 862 ; Медаль революции Ирак ;  ;  ; Ж/м ; VF-XF ; 19 ; 55fhb ; 1022 
 863 ; Медаль Пакистан ;  ;  ; Б/м ; VF+ ; 15 ; leshii ; 357 
 864 ; Медаль Трудовая. Бельгия ;  ;  ; Б/м,эмаль ; VF-XF ; 13 ; sneg ; 455 
 865 ; Медаль 50 лет победы во 2МВ. Бельгия ;  ;  ; Ж/м ; XF ; 20 ; leshii ; 567 
 866 ; Почетная медаль департамента коммунального хозяйства. Франция ;  ;  ; Ж/м ; XF ; 19 ; mkm1968 ; 501 
 867 ; Ветеранская медаль. Германия ;  ;  ; Ж/м ; VF-XF ; 36 ; ai ; 714 
 868 ; Медаль Бельгия ;  ;  ; Ж/м ; VF-XF ; 15 ; leshii ; 377 
 869 ; Медаль 65 лет победы Казахстан ;  ;  ; Ж/м ; XF ; 17 ; апосум ; 459 
 870 ; Медаль. Советско-Китайская дружба ;  ;  ; Ж/м, эмаль ; XF- ; 55 ; прохожий ; 2600 
 871 ; Жетон. Франция. 27 июля 1822 года. М- ;  ;  ; Ag ; XF ; 22 ; ежик ; 1020 
 872 ; Медаль Отто фон Бисмарк. Германия. D-35мм ; 1894 ;  ; Ag ; AU ; 75 ; nikfed ; 12100 
 873 ; Медаль в память 18.10.1831-15.06.1888. Германия. D-40мм ;  ;  ; Ag ; XF ; 43 ; nikfed ; 5109 
 874 ; Медаль парусный спорт. D-45мм ;  ;  ; Ag ; AU ; 44 ; prince1959 ; 4364 
 756 ; Пул. Золотая Орда. Звезда в круге ;  ;  ; Cu ; F+ ; 51 ; virtualman ; 1555 
 757 ; Пул. Золотая Орда. Петух ;  ;  ; Cu ; F+ ; 23 ; virtualman ; 777 
 758 ; Пул. Золотая Орда. Цветок ;  ;  ; Cu ; F+ ; 9 ; Анхель ; 453 
 759 ; Пул. Золотая Орда. Крым ;  ;  ; Cu ; F+ ; 57 ; virtualman ; 1009 
 760 ; Пул. Золотая Орда. Деформация ;  ;  ; Cu ; F+ ; 5 ; virtualman ; 777 
 761 ; Пул. Золотая Орда. Двушлавый орел ;  ;  ; Cu ; F+ ; 15 ; virtualman ; 1956 
 762 ; Пул. Золотая Орда. Лев и солнце ;  ;  ; Cu ; F+ ; 11 ; virtualman ; 1996 
 763 ; Пул. Золотая Орда ;  ;  ; Cu ; F+ ; 15 ; virtualman ; 555 
