 5875 ; Бона иностранная Болгария ;  ;  ;  ; AU ; 21 ; u10257 ; 100 
 430 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF-XF ; 43 ; volkov ; 600 
 431 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF+ ; 23 ; NL.minkki ; 282 
 432 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; F+ ; 9 ; гоша334 ; 282 
 433 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF- ; 22 ; гоша334 ; 286 
 434 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF+ ; 20 ; double ; 279 
 435 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; VF+ ; 32 ; 55667 ; 199 
 436 ; 2 копейки ; 1813 ; ИМ ПС ; Cu ; VF- ; 19 ; first ; 123 
 437 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF+ ; 18 ; sergey8 ; 286 
 438 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF- ; 19 ; leshii40 ; 164 
 439 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF+ ; 20 ; double ; 204 
 440 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; VG ; 30 ; sergey8 ; 550 
 441 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; VF-XF ; 52 ; electra ; 1259 
 442 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; F+ ; 22 ; нионила ; 505 
 443 ; 2 копейки ; 1839 ; СМ ; Cu ; F+ ; 14 ; Котик ; 340 
 444 ; 2 копейки ; 1840 ; СМ ; Cu ; F+ ; 35 ; Михалыч57 ; 357 
 445 ; 2 копейки ; 1841 ; ЕМ ; Cu ; VF+ ; 99 ; A-Stral ; 2835 
 446 ; 2 копейки ; 1852 ; ЕМ ; Cu ; VG ; 29 ; rirosrob ; 306 
 447 ; 2 копейки ; 1854 ; ЕМ ; Cu ; VG ; 26 ; paul196262 ; 635 
 448 ; 2 копейки ; 1858 ; ЕМ ; Cu ; F-VF ; 14 ; rirosrob ; 250 
 449 ; 2 копейки ; 1874 ; ЕМ ; Cu ; VF ; 37 ; double ; 692 
 450 ; 2 копейки ; 1889 ; СПБ ; Cu ; F+ ; 33 ; DaMon15 ; 459 
 451 ; 2 копейки ; 1894 ; СПБ ; Cu ; VF- ; 52 ; DaMon15 ; 538 
 452 ; 2 копейки ; 1897 ; СПБ ; Cu ; F-VF ; 9 ; DaMon15 ; 357 
 453 ; 2 копейки ; 1902 ; СПБ ; Cu ; F ; 34 ; t_v_v ; 395 
 454 ; 2 копейки ; 1904 ; СПБ ; Cu ; VG ; 37 ; viv1957 ; 57 
 455 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 22 ; Александр974 ; 82 
 456 ; 2 копейки ; 1913 ; СПБ ; Cu ; F-VF ; 11 ; viv1957 ; 85 
 357 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 23 ; 55667 ; 567 
 358 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 20 ; shaxter2015 ; 500 
 359 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 10 ; митяй ; 322 
 360 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 361 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 15 ; vitab ; 357 
 362 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 9 ; .dowjik ; 407 
 363 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 19 ; 312 ; 266 
 364 ; 5 копеек (Петров-1р) ; 1788 ; СПМ ; Cu ; F-VF ; 42 ; maxxim ; 1887 
 365 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF+ ; 50 ; electra ; 1224 
 366 ; 5 копеек ; 1789 ; КМ ; Cu ; VF ; 23 ; Семен ; 1247 
 367 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF-XF ; 61 ; kn157736 ; 1677 
 368 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+/VF- ; 11 ; 55667 ; 579 
 369 ; 5 копеек ; 1790 ; АМ ; Cu ; VF-XF ; 39 ; Vitalik1 ; 1193 
 370 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF ; 16 ; 55667 ; 567 
 371 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF+ ; 22 ; Илья Владимирович ; 735 
 372 ; 5 копеек ; 1791 ; АМ ; Cu ; VF-XF ; 23 ; WASP ; 1328 
 373 ; 5 копеек ; 1791 ; КМ ; Cu ; VF-XF ; 75 ; kn157736 ; 5100 
 374 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 38 ; paul196262 ; 1020 
 375 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF/VF+ ; 22 ; Vitalik1 ; 532 
 376 ; 5 копеек ; 1792 ; АМ ; Cu ; VF ; 21 ; WASP ; 941 
 377 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF+ ; 21 ; Vitalik1 ; 909 
 378 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF ; 94 ; ауща ; 6931 
 379 ; 5 копеек ; 1793 ; КМ ; Cu ; VF-XF ; 61 ; kn157736 ; 5100 
 380 ; 5 копеек ; 1794 ; АМ ; Cu ; F- ; 15 ; митяй ; 544 
 381 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF-XF ; 36 ; kimavva ; 1247 
 382 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF- ; 47 ; Rustiano ; 2991 
 383 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; VF+ ; 77 ; бабушка ; 3999 
 384 ; 5 копеек ; 1858 ; ЕМ ; Cu ; VF ; 32 ; WASP ; 567 
 385 ; 5 копеек ; 1861 ; ЕМ ; Cu ; VF ; 21 ; ОСА ; 1247 
 386 ; 5 копеек ; 1864 ; ЕМ ; Cu ; F ; 15 ; Snakkk ; 638 
 387 ; 5 копеек ; 1869 ; ЕМ ; Cu ; VG ; 38 ; Snakkk ; 206 
 388 ; 5 копеек ; 1911 ; СПБ ; Cu ; F ; 32 ; bratss ; 510 
 389 ; 3 копейки ; 1856 ; ЕМ ; Cu ; F-VF ; 13 ; ssss ; 941 
 390 ; 3 копейки ; 1858 ; ЕМ ; Cu ; VF ; 31 ; ОСА ; 948 
 391 ; 3 копейки ; 1868 ; ЕМ ; Cu ; F+ ; 21 ; karrus ; 181 
 392 ; 3 копейки ; 1869 ; СПБ ; Cu ; F-VF ; 52 ; Олег33 ; 1305 
 393 ; 3 копейки ; 1902 ; СПБ ; Cu ; F- ; 30 ; ZOLTAN333 ; 291 
 394 ; 3 копейки ; 1908 ; СПБ ; Cu ; F ; 22 ; Nastrom ; 275 
 395 ; 3 копейки ; 1909 ; СПБ ; Cu ; XF- ; 35 ; 222211 ; 2600 
 396 ; 3 копейки ; 1911 ; СПБ ; Cu ; F-VF ; 31 ; Александр974 ; 102 
 397 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF ; 19 ; WASP ; 156 
 398 ; 3 копейки ; 1915 ;  ; Cu ; XF ; 18 ; paul196262 ; 417 
 399 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 16 ; leshii40 ; 133 
 400 ; 3 копейки ; 1915 ;  ; Cu ; VF+ ; 24 ; WASP ; 200 
 401 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF ; 40 ; misha2000 ; 1110 
 402 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 17 ; Дмитрий475 ; 439 
 403 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F- ; 23 ; byrozka ; 236 
 404 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VG ; 12 ; Котик ; 204 
 405 ; 2 копейки ; 1758 ;  ; Cu ; VF ; 39 ; harpushtak71 ; 867 
 406 ; 2 копейки ; 1758 ;  ; Cu ; VF ; 75 ; sergius ; 4232 
 307 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 45 ; zivan28 ; 227 
 308 ; 50 пенни. Корона ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 21 ; крот655 ; 612 
 309 ; 50 пенни ; 1917 ; S Финляндия. Корона ; Ag ; XF+ ; 21 ; olancepok ; 182 
 310 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 22 ; il72 ; 357 
 311 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU/XF ; 11 ; whatis.ru ; 150 
 312 ; 25 пенни ; 1889 ; L Финляндия ; Ag ; XF+ ; 45 ; mixser ; 5613 
 313 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; XF- ; 20 ; SSS200 ; 104 
 314 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 4 ; крот655 ; 204 
 315 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF ; 4 ; крот655 ; 204 
 316 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; XF+ ; 31 ; SERGE5064 ; 298 
 317 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 17 ; SSS200 ; 153 
 318 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 18 ; Stanislavskiy-89 ; 204 
 319 ; 25 пенни. Корона ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 38 ; РЕКРУТ ; 327 
 320 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 41 ; il72 ; 222 
 321 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; XF+ ; 12 ; Сорокседьмой ; 204 
 322 ; Лот монет России для Финляндии (10шт): 50 пенни ; 1914-1917 ;  ; Ag ; AU ; 27 ; ДмитрийЩ ; 2050 
 323 ; Лот монет России для Финляндии (10шт): 25 пенни ; 1915-1917 ;  ; Ag ; AU ; 26 ; сортам70 ; 1020 
 324 ; Лот монет России для Финляндии (20шт): 50пенни,25пенни ; 1915-1917 ;  ; Ag ; AU/XF- ; 34 ; franklin ; 2346 
 325 ; Лот монет России для Финляндии (5шт):25пенни ; 1915-1917 ;  ; Ag ; AU/XF ; 31 ; StanislavAK ; 510 
 326 ; Лот монет России для Финляндии (4шт): 50пенни,25пенни ; 1913-1917 ;  ; Ag ; AU/XF ; 15 ; СТРЕКОЗА ; 509 
 327 ; Лот монет России: 25 пенни (3шт) ; 1915-1917 ;  ; Ag ; XF+/AU ; 27 ; franklin ; 357 
 328 ; Лот монет России для Финляндии (6шт): 25 пенни ; 1909-1917 ;  ; Ag ; AU/XF ; 45 ; m1940 ; 628 
 329 ; Лот монет России: 10,20 копеек (2шт) ; 1915 ;  ; Ag ; VF-XF ; 21 ; MMM371 ; 318 
 330 ; Лот монет России: 20, 10 копеек (4шт) ; 1748,1796,1902,1913 ;  ; Ag ; G ; 31 ; ЛАВ-13 ; 762 
 331 ; Лот монет России: гривенник, 10,15,20 коп (5шт). На одной монете отверстие ; 1771,1914,1915 ;  ; Ag ; XF-/F ; 26 ; YUREZ ; 1022 
 332 ; Лот монет России (5шт): 20 к, 10 к, 5к.  Лот монет России   Лот монет России (5шт): 20,10,5коп. Отверстия ; 1815-1914 ;  ; Ag ; VF+/VG ; 17 ; YUREZ ; 512 
 333 ; Лот монет России (4шт): 10коп,5 коп,алтын,1коп ; 18-19вв ;  ; Ag,Cu ; VG/G ; 82 ; Luka1 ; 11373 
 334 ; 10 копеек ; 1837 ; ЕМ КТ ; Cu ; VF ; 38 ; prince1959 ; 3094 
 335 ; 5 копеек ; 1727 ; НД Дата снизу вверх ; Cu ; VG ; 75 ; bratss ; 1757 
 336 ; 5 копеек ; 1727 ; КД КОПЪAКЬ ; Cu ; VG ; 29 ; NANDRE ; 2562 
 337 ; 5 копеек ; 1761 ;  ; Cu ; VF ; 54 ; evgenijzhuk ; 1300 
 338 ; 5 копеек ; 1761 ;  ; Cu ; F-VF ; 34 ; krass ; 2550 
 339 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF- ; 12 ; antongor ; 306 
 340 ; 5 копеек. Е.М ; 176? ;  ; Cu ; F-VF ; 14 ; viv1957 ; 214 
 341 ; 5 копеек ; 1763 ; СПМ ; Cu ; F+ ; 54 ; said ; 669 
 342 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F+ ; 15 ; dimka_98rus ; 350 
 343 ; 5 копеек ; 1765 ; СПМ ; Cu ; F+ ; 31 ; sergey8 ; 1340 
 344 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF ; 38 ; paul196262 ; 593 
 345 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 11 ; Котик ; 388 
 346 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 7 ; Котик ; 373 
 347 ; 5 копеек ; 1779 ; ЕМ ; Cu ; F-VF ; 22 ; paul196262 ; 345 
 348 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 45 ; НЗ ; 765 
 349 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VG ; 22 ; Boxing ; 340 
 350 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 31 ; wolikaz ; 327 
 351 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF ; 20 ; kn157736 ; 337 
 352 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 7 ; dimka_98rus ; 306 
 353 ; 5 копеек ; 1784 ; КМ ; Cu ; VF ; 29 ; митяй ; 1540 
 354 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF+ ; 15 ; WASP ; 509 
 355 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF- ; 10 ; wolikaz ; 306 
 356 ; 5 копеек ; 1786 ; КМ ; Cu ; VF-XF ; 40 ; kn157736 ; 4408 
 257 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; VF+ ; 49 ; сортам70 ; 421 
 258 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; VF ; 44 ; demodex ; 386 
 259 ; 5 копеек ; 1889 ; СПБ АГ ; Ag ; AU/XF ; 75 ; kn157736 ; 1689 
 260 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; XF ; 41 ; paul196262 ; 1034 
 261 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; VF-XF ; 44 ; сортам70 ; 445 
 262 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; VF ; 43 ; grizlimays ; 453 
 263 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; VF ; 29 ; grizlimays ; 500 
 264 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; VF-XF ; 36 ; double ; 420 
 265 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; VF+ ; 27 ; igorr ; 603 
 266 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; XF+ ; 29 ; lva08 ; 876 
 267 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 50 ; фадей ; 487 
 268 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 26 ; demodex ; 320 
 269 ; 5 копеек ; 1906 ; СПБ ЭБ ; Ag ; XF ; 24 ; ЛАВ-13 ; 2058 
 270 ; 5 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF- ; 41 ; cond ; 1459 
 271 ; 5 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF+ ; 18 ; dim66 ; 1205 
 272 ; 5 копеек ; 1910 ; СПБ ЭБ ; Ag ; AU/XF ; 57 ; kn157736 ; 2571 
 273 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF ; 37 ; Ravalnath ; 1134 
 274 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 14 ; Декарт ; 1280 
 275 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 40 ; electra ; 1246 
 276 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF-XF ; 32 ; Emv ; 1345 
 277 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF-XF ; 28 ; goram ; 1357 
 278 ; 2 марки ; 1872 ; S Финляндия ; Ag ; VF ; 26 ; wv ; 1040 
 279 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF-XF ; 34 ; СТРЕКОЗА ; 1517 
 280 ; 2 марки ; 1908 ; L Финляндия ; Ag ; XF+/VF+ ; 17 ; нионила ; 3162 
 281 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF- ; 22 ; сортам70 ; 475 
 282 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 9 ; Olimpia ; 1479 
 283 ; 1 марка ; 1892 ; L Финляндия ; Ag ; VF+ ; 21 ; bliznetz ; 642 
 284 ; 1 марка ; 1893 ; L Финляндия ; Ag ; VF+ ; 29 ; ZOLTAN333 ; 680 
 285 ; 1 марка ; 1907 ; L Финляндия ; Ag ; XF ; 35 ; СТРЕКОЗА ; 1202 
 286 ; 1 марка ; 1915 ; S Финляндия ; Ag ; AU ; 51 ; taa ; 1663 
 287 ; 1 марка. В капсуле NGC ; 1915 ; S Финляндия ; Ag ; MS63 ; 28 ; NikK ; 2267 
 288 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; F+ ; 10 ; kotok ; 157 
 289 ; 50 пенни ; 1869 ; S Финляндия ; Ag ; VF+ ; 91 ; ASCHE ; 2553 
 290 ; 50 пенни ; 1872 ; S Финляндия ; Ag ; VF+ ; 41 ; double ; 554 
 291 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF+ ; 17 ; vitab ; 192 
 292 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF-XF ; 28 ; bagsy ; 226 
 293 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF-XF ; 14 ; Alex-XII ; 263 
 294 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF+ ; 13 ; zemlyk2014 ; 159 
 295 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF+ ; 13 ; zemlyk2014 ; 153 
 296 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF+ ; 46 ; в070 ; 159 
 297 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; VF ; 19 ; StanislavAK ; 169 
 298 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF+ ; 29 ; XF ; 203 
 299 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 20 ; double ; 781 
 300 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 25 ; крот655 ; 744 
 301 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; VF-XF ; 25 ; XF ; 202 
 302 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; VF-XF ; 13 ; крот655 ; 357 
 303 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF+ ; 16 ; Esaul M ; 174 
 304 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 96 ; whatis.ru ; 743 
 305 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 33 ; legatd ; 333 
 306 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 37 ; lva08 ; 320 
 207 ; 10 копеек ; 1894 ; СПБ АГ ; Ag ; VF+ ; 27 ; Олег33 ; 716 
 208 ; 10 копеек ; 1896 ; СПБ АГ ; Ag ; VF+ ; 37 ; Олег33 ; 1792 
 209 ; 10 копеек ; 1897 ; СПБ АГ ; Ag ; XF- ; 47 ; Sky2 ; 4284 
 210 ; 10 копеек ; 1899 ; СПБ АГ ; Ag ; XF- ; 94 ; Олег33 ; 1328 
 211 ; 10 копеек ; 1899 ; СПБ ЭБ ; Ag ; F ; 20 ; t_v_v ; 200 
 212 ; 10 копеек ; 1901 ; СПБ АР ; Ag ; F-VF ; 42 ; eugraphus ; 1134 
 213 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; VF- ; 25 ; prostor.71 ; 158 
 214 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; VF- ; 12 ; ksun ; 350 
 215 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; VF ; 20 ; Svarog_99 ; 132 
 216 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 20 ; в070 ; 136 
 217 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF-XF ; 16 ; solder13 ; 255 
 218 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; F-VF ; 33 ; zemlyk2014 ; 113 
 219 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; XF ; 38 ; legatd ; 740 
 220 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF-XF ; 17 ; gurt_77 ; 368 
 221 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF- ; 47 ; prostor.71 ; 139 
 222 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF ; 24 ; Esaul M ; 255 
 223 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; AU ; 29 ; ML144 ; 1022 
 224 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF- ; 14 ; Олег33 ; 197 
 225 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF+ ; 10 ; whatis.ru ; 216 
 226 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 43 ; РЕКРУТ ; 563 
 227 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 88 ; paul196262 ; 300 
 228 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF- ; 14 ; Олег33 ; 189 
 229 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 17 ; SnowFox ; 197 
 230 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 10 ; SnowFox ; 255 
 231 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 18 ; Dirt ; 327 
 232 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 27 ; SnowFox ; 235 
 233 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 12 ; велес ; 152 
 234 ; 10 копеек ; 1915 ; ВС ; Ag ; VF-XF ; 14 ; сортам70 ; 128 
 235 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 15 ; sheff78 ; 355 
 236 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 22 ; SnowFox ; 196 
 237 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 24 ; SnowFox ; 246 
 238 ; 10 копеек ; 1916 ; ВС ; Ag ; AU/XF ; 20 ; SnowFox ; 150 
 239 ; 10 копеек ; 1916 ; ВС ; Ag ; XF+ ; 22 ; paul196262 ; 306 
 240 ; 10 копеек ; 1916 ;  ; Ag ; AU ; 30 ; РЕКРУТ ; 2476 
 241 ; 10 копеек ; 1917 ; ВС ; Ag ; AU ; 53 ; RAPAN ; 7144 
 242 ; 5 копеек ; 1757 ; СПБ ; Ag ; VF+ ; 73 ; триори ; 4388 
 243 ; 5 копеек ; 1816 ; СПБ МФ ; Ag ; F-VF ; 48 ; Sky2 ; 1565 
 244 ; 5 копеек ; 1816 ; СПБ ПС ; Ag ; VF ; 38 ; alex-54 ; 1683 
 245 ; 5 копеек ; 1826 ; СПБ НГ ; Ag ; VF ; 42 ; NANDRE ; 1145 
 246 ; 5 копеек ; 1830 ; СПБ НГ ; Ag ; VF+ ; 37 ; ОСА ; 2193 
 247 ; 5 копеек ; 1845 ; СПБ КБ ; Ag ; VF-XF ; 43 ; CaesarAugustus ; 1689 
 248 ; 5 копеек ; 1847 ; СПБ ПА ; Ag ; VF- ; 41 ; val211 ; 790 
 249 ; 5 копеек ; 1850 ; СПБ ПА ; Ag ; XF- ; 32 ; fgd ; 1911 
 250 ; 5 копеек ; 1851 ; СПБ ПА ; Ag ; VF-XF ; 55 ; alex.1982 ; 2142 
 251 ; 5 копеек ; 1853 ; СПБ HI ; Ag ; XF+ ; 51 ; 8822 ; 2785 
 252 ; 5 копеек ; 1855 ; СПБ HI ; Ag ; XF+/XF- ; 44 ; konoval333 ; 3066 
 253 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; VF ; 25 ; paul196262 ; 483 
 254 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; VF ; 28 ; demodex ; 408 
 255 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; AU ; 75 ; cond ; 1428 
 256 ; 5 копеек ; 1887 ; СПБ АГ ; Ag ; XF+ ; 38 ; electra ; 1380 
 157 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; VF ; 14 ; слоник ; 388 
 158 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF-XF ; 22 ; Олег33 ; 279 
 159 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; XF+ ; 25 ; РЕКРУТ ; 352 
 160 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF ; 24 ; prostor.71 ; 159 
 161 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF- ; 11 ; SnowFox ; 204 
 162 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF-XF ; 13 ; SnowFox ; 197 
 163 ; 15 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 16 ; Svarog_99 ; 189 
 164 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; AU ; 35 ; рад ; 1134 
 165 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF ; 30 ; paul196262 ; 350 
 166 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 11 ; whatis.ru ; 220 
 167 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 12 ; noviyok ; 255 
 168 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 29 ; tanker1975 ; 191 
 169 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 28 ; SnowFox ; 208 
 170 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 8 ; tanker1975 ; 192 
 171 ; 15 копеек ; 1915 ; ВС ; Ag ; AU/XF ; 15 ; SnowFox ; 213 
 172 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 15 ; SnowFox ; 255 
 173 ; 15 копеек ; 1915 ; ВС ; Ag ; XF/AU ; 26 ; GoldRain ; 306 
 174 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 18 ; РЕКРУТ ; 301 
 175 ; 15 копеек ; 1916 ;  ; Ag ; AU ; 47 ; РЕКРУТ ; 2191 
 176 ; 15 копеек ; 1916 ;  ; Ag ; XF+/XF- ; 40 ; double ; 1557 
 177 ; 15 копеек ; 1916 ;  ; Ag ; AU ; 27 ; alehandr ; 2575 
 178 ; Гривенник ; 1766 ; СПБ TI ; Ag ; VF ; 37 ; fgd ; 3172 
 179 ; 10 копеек ; 1839 ; СПБ НГ ; Ag ; F- ; 3 ; Mike! ; 333 
 180 ; 10 копеек ; 1846 ; СПБ ПА ; Ag ; VF-XF ; 63 ; alex-54 ; 4083 
 181 ; 10 копеек ; 1849 ; СПБ ПА ; Ag ; VF-XF ; 25 ; ОСА ; 1581 
 182 ; 10 копеек ; 1850 ; СПБ ПА ; Ag ; VF-XF ; 42 ; ОСА ; 1855 
 183 ; 10 копеек ; 1853 ; СПБ HI ; Ag ; VF-XF ; 53 ; Sky2 ; 2826 
 184 ; 10 копеек ; 1856 ; СПБ НФ ; Ag ; VF+ ; 50 ; winten2 ; 4084 
 185 ; 10 копеек ; 1857 ; СПБ ФБ ; Ag ; XF- ; 67 ; alex-54 ; 3727 
 186 ; 10 копеек ; 1858 ; СПБ ФБ ; Ag ; VF ; 56 ; alex-54 ; 2661 
