 5861 ; Бона иностранная Эквадор ;  ;  ;  ; AU ; 19 ; dmivanych ; 120 
 532 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; MS64RD ; 14 ; gaga ; 3617 
 533 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; AU ; 30 ; лидер ; 2125 
 534 ; 1/4 копейки ; 1910 ; СПБ ; Cu ; XF ; 61 ; BohUm ; 2814 
 535 ; 3 копейки "оккупация" ; 1916J ;  ; Fe ; VF- ; 7 ; bva150979 ; 204 
 536 ; Пара-3 деньги ; 1772 ; Валахия ; Cu ; VF ; 111 ; double ; 12240 
 537 ; 1 грош ; 1823 ; IB Польша ; Cu ; VF- ; 53 ; НЗ ; 1304 
 538 ; 1 грош ; 1828 ; FH Польша ; Cu ; VF- ; 38 ; Vova1950 ; 833 
 539 ; 10 пенни ; 1865 ; Финляндия ; Cu ; VF-XF ; 31 ; kotok ; 1275 
 540 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF+ ; 11 ; solder13 ; 261 
 541 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF-XF ; 11 ; Stanislavskiy-89 ; 1224 
 542 ; 10 пенни ; 1896 ; Финляндия ; Cu ; VF-XF ; 9 ; igors1969 ; 531 
 543 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF ; 14 ; Кротик ; 107 
 544 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF ; 10 ; Searcher ; 204 
 545 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF+ ; 39 ; Searcher ; 579 
 546 ; 10 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 8 ; северянин ; 114 
 547 ; 10 пенни ; 1915 ; Финляндия ; Cu ; AU ; 28 ; Andrew66 ; 3366 
 548 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 13 ; musik ; 175 
 549 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 11 ; zemlyk2014 ; 104 
 550 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 9 ; северянин ; 114 
 551 ; 10 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 14 ; gdrg2 ; 125 
 552 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 37 ; 06031983 ; 518 
 553 ; 10 пенни ; 1917 ; Финляндия. Вензель ; Cu ; VF-XF ; 20 ; Стасыч ; 649 
 554 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU/XF ; 21 ; Восток ; 306 
 555 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 9 ; северянин ; 148 
 556 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF+ ; 21 ; ipax ; 261 
 457 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 6 ; asn126 ; 47 
 458 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 34 ; Vol4en0k ; 51 
 459 ; Копейка ; 1915 ;  ; Cu ; AU ; 27 ; ЛАВ-13 ; 255 
 460 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 18 ; 1879 ; 92 
 461 ; Копейка ; 1915 ;  ; Cu ; XF ; 5 ; Шипк ; 47 
 462 ; Копейка ; 1915 ;  ; Cu ; XF- ; 7 ; Vol4en0k ; 41 
 463 ; Копейка ; 1915 ;  ; Cu ; VF-XF ; 7 ; ГдРъ ; 68 
 464 ; Копейка ; 1916 ;  ; Cu ; AU ; 22 ; лидер ; 308 
 465 ; Денга ; 1731 ;  ; Cu ; VF= ; 23 ; byrozka ; 283 
 466 ; Денга ; 1735 ;  ; Cu ; F+ ; 33 ; leo 2 ; 429 
 467 ; Денга ; 1736 ;  ; Cu ; VF- ; 60 ; Ma_X_iM ; 254 
 468 ; Денга ; 1737 ;  ; Cu ; VF- ; 89 ; Ma_X_iM ; 499 
 469 ; Денга ; 1738? ;  ; Cu ; F+ ; 14 ; byrozka ; 80 
 470 ; Денга ; 1739 ;  ; Cu ; F+ ; 24 ; Ma_X_iM ; 128 
 471 ; Денга ; 1740 ;  ; Cu ; F-VF ; 7 ; rirosrob ; 90 
 472 ; Денга ; 1741 ;  ; Cu ; F-VF ; 19 ; Ma_X_iM ; 160 
 473 ; Денга ; 1743 ;  ; Cu ; F+ ; 18 ; Ma_X_iM ; 204 
 474 ; Денга ; 1746 ;  ; Cu ; F-VF ; 26 ; Ma_X_iM ; 147 
 475 ; Денга ; 1747 ;  ; Cu ; F ; 5 ; ANGEL 23 ; 46 
 476 ; Денга ; 1748 ;  ; Cu ; F-VF ; 15 ; Ma_X_iM ; 133 
 477 ; Денга ; 1749 ;  ; Cu ; F-VF ; 15 ; Ma_X_iM ; 92 
 478 ; Денга ; 1750 ;  ; Cu ; F-VF ; 15 ; Ma_X_iM ; 135 
 479 ; Денга ; 1751 ;  ; Cu ; F-VF ; 10 ; Ma_X_iM ; 92 
 480 ; Денга ; 1758 ;  ; Cu ; F-VF ; 9 ; Andrei2007 ; 87 
 481 ; Денга ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 25 ; kuzma-1 ; 449 
 482 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; VF ; 13 ; кондор ; 459 
 483 ; Денга ; 1794 ; КМ ; Cu ; VF- ; 31 ; 550055 ; 1658 
 484 ; Деньга ; 1798 ; ЕМ ; Cu ; F+ ; 19 ; Tritiy2 ; 246 
 485 ; Деньга ; 1813 ; ИМ ПС ; Cu ; F+ ; 13 ; Димыч ; 352 
 486 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; VF- ; 28 ; нионила ; 324 
 487 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; F+ ; 23 ; нионила ; 255 
 488 ; 1/2 копейки ; 1841 ; СМ ; Cu ; F+ ; 8 ; byrozka ; 153 
 489 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; F-VF ; 27 ; нионила ; 324 
 490 ; 1/2 копейки ; 1843 ; ЕМ ; Cu ; F-VF ; 19 ; pvg111 ; 368 
 491 ; 1/2 копейки ; 1844 ; СМ ; Cu ; F-VF ; 13 ; tsv72 ; 135 
 492 ; 1/2 копейки ; 1845 ; СМ ; Cu ; VF+ ; 1 ; Ten Nochi ; 270 
 493 ; Денежка ; 1853 ; ВМ ; Cu ; XF- ; 77 ; суоми ; 5610 
 494 ; Денежка ; 1854 ; ЕМ ; Cu ; F-VF ; 13 ; tsv72 ; 255 
 495 ; Денежка ; 1855 ; ЕМ ; Cu ; VF+ ; 97 ; Восток ; 1587 
 496 ; Денежка ; 1855 ; ВМ ; Cu ; F-VF ; 15 ; A-Stral ; 563 
 497 ; Денежка ; 1855 ; ЕМ ; Cu ; VF+ ; 22 ; tsv72 ; 241 
 498 ; Денежка ; 1857 ; ЕМ ; Cu ; F+ ; 27 ; nast33 ; 250 
 499 ; 1/2 копейки ; 1868 ; ЕМ ; Cu ; XF+ ; 25 ; мак-сим ; 2559 
 500 ; 1/2 копейки ; 1893 ; СПБ ; Cu ; XF- ; 16 ; Andrei2007 ; 765 
 501 ; 1/2 копейки ; 1895 ; СПБ ; Cu ; XF+ ; 102 ; igrstupaev ; 2272 
 502 ; 1/2 копейки ; 1896 ; СПБ ; Cu ; VF-XF ; 27 ; koly ; 3600 
 503 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF-XF ; 44 ; igrstupaev ; 689 
 504 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF ; 14 ; нв1975 ; 258 
 505 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; XF ; 21 ; мак-сим ; 750 
 506 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 21 ; 550055 ; 371 
 407 ; Копейка ; 1828 ; КМ АМ ; Cu ; F+ ; 14 ; rirosrob ; 153 
 408 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F+ ; 5 ; zemlyk2014 ; 101 
 409 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F+ ; 9 ; byrozka ; 153 
 410 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; F-VF ; 11 ; Dimitriy ; 408 
 411 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; F+ ; 11 ; olq ; 201 
 412 ; Копейка ; 1841 ; ЕМ ; Cu ; F-VF ; 6 ; zemlyk2014 ; 89 
 413 ; Копейка ; 1842 ; ЕМ ; Cu ; F ; 7 ; rirosrob ; 132 
 414 ; Копейка ; 1842 ; СМ ; Cu ; F+ ; 9 ; asn126 ; 90 
 415 ; Копейка ; 1843 ; ЕМ ; Cu ; F-VF ; 21 ; vizer ; 301 
 416 ; Копейка ; 1844 ; СМ ; Cu ; VF- ; 21 ; ЗАУГАРАЛ ; 159 
 417 ; Копейка ; 1845 ; СМ ; Cu ; F-VF ; 12 ; byrozka ; 143 
 418 ; Копейка ; 1846 ; СМ ; Cu ; F ; 11 ; gdrg2 ; 157 
 419 ; Копейка ; 1852 ; ЕМ ; Cu ; F- ; 9 ; Vasilyi9 ; 104 
 420 ; Копейка ; 1853 ; ЕМ ; Cu ; F+ ; 18 ; ДУНКАН МАКЛАУД ; 153 
 421 ; Копейка ; 1855 ; ЕМ ; Cu ; VF- ; 24 ; SarankyKot ; 255 
 422 ; Копейка ; 1856 ; ЕМ ; Cu ; XF ; 47 ; kornum ; 1788 
 423 ; Копейка ; 1858 ; ВМ Венз.шире ; Cu ; VF+ ; 60 ; 1059 ; 3050 
 424 ; Копейка ; 1861 ; ЕМ ; Cu ; F+ ; 23 ; ipax ; 162 
 425 ; Копейка ; 1865 ; ЕМ ; Cu ; F+ ; 19 ; Володя ; 169 
 426 ; Копейка ; 1866 ; ЕМ ; Cu ; F ; 25 ; Vasilyi9 ; 140 
 427 ; Копейка ; 1867 ; СПБ ; Cu ; F ; 123 ; winten2 ; 2800 
 428 ; Копейка ; 1868 ; СПБ ; Cu ; VF- ; 21 ; ct200h ; 822 
 429 ; Копейка ; 1870 ; ЕМ ; Cu ; VF ; 9 ; 1879 ; 204 
 430 ; Копейка (Ильин-1р) ; 1871 ; ЕМ ; Cu ; VF- ; 53 ; ct200h ; 1205 
 431 ; Копейка ; 1872 ; ЕМ ; Cu ; XF+ ; 61 ; jjj23 ; 2652 
 432 ; Копейка ; 1873 ; ЕМ ; Cu ; VF+ ; 17 ; sanekrussel ; 1122 
 433 ; Копейка ; 1874 ; ЕМ ; Cu ; F+ ; 36 ; aralsk ; 417 
 434 ; Копейка ; 1875 ; ЕМ ; Cu ; VF+ ; 35 ; 1879 ; 919 
 435 ; Копейка ; 1877 ; СПБ ; Cu ; VF- ; 11 ; RemTro ; 296 
 436 ; Копейка ; 1882 ; СПБ ; Cu ; VF ; 3 ; zemlyk2014 ; 59 
 437 ; Копейка ; 1883 ; СПБ ; Cu ; F+ ; 7 ; северянин ; 77 
 438 ; Копейка ; 1884 ; СПБ ; Cu ; VF ; 40 ; нионила ; 712 
 439 ; Копейка ; 1885 ; СПБ ; Cu ; VF+ ; 15 ; Kivalen47 ; 929 
 440 ; Копейка ; 1889 ; СПБ ; Cu ; VF ; 16 ; нионила ; 340 
 441 ; Копейка ; 1891 ; СПБ ; Cu ; F-VF ; 13 ; igor26 ; 235 
 442 ; Копейка ; 1893 ; СПБ ; Cu ; F+ ; 8 ; Vol4en0k ; 57 
 443 ; Копейка. В капсуле NGC ; 1894 ; СПБ ; Cu ; MS 63 ; 26 ; Vitalik1 ; 5610 
 444 ; Копейка ; 1894 ; СПБ ; Cu ; F-VF ; 5 ; Метро62 ; 68 
 445 ; Копейка ; 1895 ; СПБ ; Cu ; F+ ; 5 ; zemlyk2014 ; 47 
 446 ; Копейка ; 1898 ; СПБ ; Cu ; F-VF ; 17 ; Vol4en0k ; 37 
 447 ; Копейка ; 1899 ; СПБ ; Cu ; F-VF ; 79 ; нв1975 ; 214 
 448 ; Копейка ; 1900 ; СПБ ; Cu ; VF+ ; 22 ; полк ; 340 
 449 ; Копейка ; 1906 ; СПБ ; Cu ; XF+ ; 59 ; Vitalik1 ; 1377 
 450 ; Копейка ; 1908 ; СПБ ; Cu ; AU/XF ; 74 ; Vitalik1 ; 1202 
 451 ; Копейка ; 1909 ; СПБ ; Cu ; AU ; 50 ; Vitalik1 ; 1171 
 452 ; Копейка ; 1910 ; СПБ ; Cu ; AU ; 28 ; фанто-мас ; 1329 
 453 ; Копейка ; 1911 ; СПБ ; Cu ; AU ; 27 ; фанто-мас ; 1427 
 454 ; Копейка ; 1912 ; СПБ ; Cu ; AU ; 16 ; 06031983 ; 681 
 455 ; Копейка ; 1912 ; СПБ ; Cu ; VF+ ; 19 ; Vol4en0k ; 78 
 456 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 22 ; Vitalik1 ; 340 
 357 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; VF ; 10 ; byrozka ; 77 
 358 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; F-VF ; 15 ; SergN ; 161 
 359 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF+ ; 23 ; arsenich-s ; 206 
 360 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F-VF ; 7 ; vizer ; 123 
 361 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; VF- ; 5 ; rirosrob ; 124 
 362 ; 2 копейки ; 1817 ; ЕМ НМ ; Cu ; VF- ; 7 ; olq ; 101 
 363 ; 2 копейки ; 1818 ; ЕМ НМ ; Cu ; VF- ; 10 ; ваван 5 ; 87 
 364 ; 2 копейки ; 1818 ; ЕМ ФГ ; Cu ; VF- ; 31 ; jjj23 ; 2295 
 365 ; 2 копейки ; 1821 ; ЕМ НМ ; Cu ; F-VF ; 5 ; rirosrob ; 102 
 366 ; 2 копейки ; 1822 ; КМ АМ ; Cu ; VF- ; 48 ; ct200h ; 496 
 367 ; 2 копейки ; 1823 ; КМ АМ ; Cu ; VF ; 28 ; 439 ; 337 
 368 ; 2 копейки ; 1825 ; ЕМ ИК ; Cu ; VF ; 8 ; olq ; 102 
 369 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F-VF ; 9 ; byrozka ; 72 
 370 ; 2 копейки ; 1828 ; ЕМ ИК ; Cu ; VF- ; 16 ; rirosrob ; 180 
 371 ; 2 копейки ; 1829 ; ЕМ ИК ; Cu ; F+ ; 5 ; rirosrob ; 102 
 372 ; 2 копейки ; 1832 ; СМ ; Cu ; F+ ; 11 ; byrozka ; 72 
 373 ; 2 копейки ; 1835 ; СМ ; Cu ; F+ ; 13 ; byrozka ; 124 
 374 ; 2 копейки ; 1838 ; ЕМ НА ; Cu ; F-VF ; 12 ; byrozka ; 211 
 375 ; 2 копейки ; 1838 ; СМ ; Cu ; F-VF ; 69 ; ARhimed ; 269 
 376 ; 2 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 17 ; sotnik ; 1020 
 377 ; 2 копейки ; 1840 ; СМ ; Cu ; VF- ; 25 ; ssss ; 510 
 378 ; 2 копейки ; 1841 ; ЕМ ; Cu ; VF ; 20 ; ssss ; 357 
 379 ; 2 копейки ; 1841 ; СПМ ; Cu ; F ; 17 ; sokol912 ; 107 
 380 ; 2 копейки ; 1841 ; СМ ; Cu ; F-VF ; 15 ; sokol912 ; 105 
 381 ; 2 копейки ; 1842 ; ЕМ ; Cu ; VF ; 18 ; pvg111 ; 255 
 382 ; 2 копейки ; 1855 ; ВМ ; Cu ; VF+ ; 53 ; sotnik ; 4692 
 383 ; 2 копейки ; 1867 ; СПБ ; Cu ; F-VF ; 24 ; ct200h ; 2380 
 384 ; 2 копейки ; 1870 ; ЕМ ; Cu ; VF- ; 13 ; solder13 ; 114 
 385 ; 2 копейки ; 1898 ; СПБ ; Cu ; VF ; 16 ; 1879 ; 153 
 386 ; 2 копейки ; 1899 ; СПБ ; Cu ; VF ; 19 ; 21011984andrei ; 77 
 387 ; 2 копейки ; 1906 ; СПБ ; Cu ; F-VF ; 23 ; bva150979 ; 152 
 388 ; 2 копейки ; 1908 ; СПБ ; Cu ; VF+ ; 41 ; igrstupaev ; 426 
 389 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF- ; 15 ; Димон777 ; 46 
 390 ; 2 копейки ; 1910 ; СПБ ; Cu ; VF-XF ; 50 ; 1879 ; 918 
 391 ; 2 копейки ; 1912 ; СПБ ; Cu ; AU ; 38 ; jjj23 ; 1328 
 392 ; 2 копейки ; 1913 ; СПБ ; Cu ; F-VF ; 11 ; Vol4en0k ; 57 
 393 ; 2 копейки ; 1916 ;  ; Cu ; VF-XF ; 11 ; Leopold36 ; 101 
 394 ; Копейка (Ильин-2р) ; 1707 ; БК ; Cu ; F+ ; 26 ; Димон 77 ; 1326 
 395 ; Копейка ; 1728 ;  ; Cu ; F-VF ; 22 ; double ; 2267 
 396 ; Копейка ; 1757 ;  ; Cu ; F+ ; 3 ; zemlyk2014 ; 57 
 397 ; Копейка ; 1758 ;  ; Cu ; F-VF ; 14 ; SSK ; 185 
 398 ; Копейка ; 1759 ;  ; Cu ; F-VF ; 6 ; spsmaalex ; 61 
 399 ; Копейка ; 1760 ;  ; Cu ; F-VF ; 5 ; Володя ; 59 
 400 ; Копейка ; 1789 ; ЕМ ; Cu ; VF ; 24 ; ANK ; 423 
 401 ; Копейка ; 1798 ; ЕМ ; Cu ; VF- ; 16 ; byrozka ; 181 
 402 ; Копейка ; 1799 ; ЕМ ; Cu ; F+ ; 13 ; tsv72 ; 124 
 403 ; Копейка ; 1800 ; ЕМ ; Cu ; VF- ; 21 ; tsv72 ; 161 
 404 ; Копейка ; 1801 ; ЕМ ; Cu ; VF- ; 10 ; gdrg2 ; 136 
 405 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 13 ; byrozka ; 101 
 406 ; Копейка ; 1819 ; КМ АД ; Cu ; F+ ; 13 ; ANGEL 23 ; 133 
 307 ; 5 копеек ; 1912 ; СПБ ; Cu ; VF+ ; 11 ; winten2 ; 1926 
 308 ; 3 копейки ; 1841 ; ЕМ ; Cu ; VF ; 43 ; sokol912 ; 896 
 309 ; 3 копейки ; 1844 ; ЕМ ; Cu ; F+ ; 15 ; winten2 ; 365 
 310 ; 3 копейки ; 1846 ; СМ ; Cu ; F-VF ; 8 ; Anatoliy1959 ; 335 
 311 ; 3 копейки ; 1856 ; ЕМ ; Cu ; VF- ; 19 ; Димыч ; 944 
 312 ; 3 копейки ; 1858 ; ВМ ; Cu ; VF+ ; 48 ; alener ; 3576 
 313 ; 3 копейки ; 1859 ; ЕМ ; Cu ; VF ; 21 ; winten2 ; 348 
 314 ; 3 копейки ; 1869 ; СПБ ; Cu ; F-VF ; 26 ; 1879 ; 215 
 315 ; 3 копейки ; 1870 ; ЕМ ; Cu ; VF ; 15 ; solder13 ; 667 
 316 ; 3 копейки ; 1875 ; ЕМ ; Cu ; F-VF ; 25 ; Kivalen47 ; 453 
 317 ; 3 копейки ; 1876 ; СПБ ; Cu ; VF ; 32 ; ASA19V ; 204 
 318 ; 3 копейки ; 1879 ; СПБ ; Cu ; VF- ; 60 ; 1879 ; 219 
 319 ; 3 копейки ; 1897 ; СПБ ; Cu ; F-VF ; 37 ; igrstupaev ; 500 
 320 ; 3 копейки ; 1900 ; СПБ ; Cu ; F-VF ; 49 ; 21011984andrei ; 214 
 321 ; 3 копейки ; 1907 ; СПБ ; Cu ; F-VF ; 43 ; Каенн ; 327 
 322 ; 3 копейки ; 1908 ; СПБ ; Cu ; XF- ; 39 ; jjj23 ; 2154 
 323 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF ; 16 ; igrstupaev ; 123 
 324 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 24 ; gdrg2 ; 155 
 325 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 44 ; лидер ; 1084 
 326 ; 3 копейки ; 1915 ;  ; Cu ; XF ; 32 ; bv812 ; 306 
 327 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 18 ; zemlyk2014 ; 70 
 328 ; 3 копейки ; 1916 ;  ; Cu ; XF- ; 12 ; dim66 ; 79 
 329 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 7 ; znatok ; 80 
 330 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 15 ; gdrg2 ; 123 
 331 ; 2 копейки ; 1761 ;  ; Cu ; F+ ; 9 ; zemlyk2014 ; 101 
 332 ; 2 копейки ; 1763 ; ММ ; Cu ; VF ; 15 ; Недорого ; 245 
 333 ; 2 копейки ; 1765 ; СПМ ; Cu ; VF- ; 23 ; rirosrob ; 339 
 334 ; 2 копейки ; 1766 ; СПМ ; Cu ; VF ; 21 ; rirosrob ; 666 
 335 ; 2 копейки ; 1766 ; ЕМ ; Cu ; F-VF ; 11 ; ЗАУГАРАЛ ; 147 
 336 ; 2 копейки ; 1788 ; ММ ; Cu ; VF- ; 25 ; Iskatel ; 1000 
 337 ; 2 копейки ; 1788 ; СПМ ; Cu ; F-VF ; 23 ; ЗАУГАРАЛ ; 189 
 338 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 32 ; gdrg2 ; 227 
 339 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 28 ; lsp25 ; 171 
 340 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 40 ; Waldemar ; 347 
 341 ; 2 копейки ; 1801 ; КМ ; Cu ; VF- ; 20 ; Anatoliy1959 ; 408 
 342 ; 2 копейки ; 1802 ; ЕМ ; Cu ; VF+ ; 68 ; vaduz ; 8132 
 343 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 17 ; maks169 ; 354 
 344 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF+ ; 7 ; urik21121 ; 510 
 345 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF-XF ; 31 ; 06031983 ; 850 
 346 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF ; 25 ; ГдРъ ; 466 
 347 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 11 ; byrozka ; 92 
 348 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF+ ; 13 ; гоша334 ; 420 
 349 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; F+ ; 7 ; Володя ; 57 
 350 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF- ; 7 ; Володя ; 57 
 351 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; XF ; 12 ; arsenich-s ; 309 
 352 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF+ ; 14 ; гоша334 ; 241 
 353 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF-XF ; 19 ; bonipari ; 229 
 354 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; F ; 17 ; gelind ; 76 
 355 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF-XF ; 13 ; гоша334 ; 408 
 356 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF ; 15 ; гоша334 ; 206 
 257 ; Лот монет России: 50,25 пенни (12шт) ; 1913-1917 ;  ; Ag ; AU/XF- ; 16 ; ДмитрийЩ ; 1143 
 258 ; Лот Русско-Финских монет (5шт): 50,25 пенни ; 1915-1917 ;  ; Ag ; AU/XF ; 21 ; Emv ; 453 
 259 ; Лот монет России и СССР: 20,10 коп (3шт) ; 1906-1925 ;  ; Ag ; VF-XF/F-VF ; 15 ; KNK ; 308 
 260 ; Лот монет России: 5 коп (3шт) ; 1888-1900 ;  ; Ag ; VG/G ; 21 ; сортам70 ; 155 
 261 ; Лот монет России и СССР (3шт): 15к,10к. На одной отверстие ; 1863,1916,1924 ;  ; Ag ; VF-XF/F ; 26 ; сортам70 ; 227 
 262 ; Лот монет России: 25 пенни (2шт) ; 1916,1917 ;  ; Ag ; AU ; 11 ; TiBuL ; 200 
 263 ; Лот монет России: 15,20 коп (2шт) ; 1907,1909 ;  ; Ag ;  ; 33 ; c10101c ; 222 
 264 ; 10 копеек ; 1835 ; ЕМ ФХ ; Cu ; VF- ; 24 ; ppp ; 434 
 265 ; 10 копеек ; 1836 ; ЕМ ФХ ; Cu ; VF- ; 35 ; vowa ; 1734 
 266 ; 5 копеек ; 1726 ; МД ; Cu ; VF ; 53 ; Drill ; 3628 
 267 ; 5 копеек ; 1727 ; НД Дата снизу вверх ; Cu ; VG ; 42 ; eagles ; 453 
 268 ; 5 копеек (Ильин-1р) ; 1729 ; МД Хвост узкий ; Cu ; F-VF ; 24 ; Bоlton ; 1940 
 269 ; 5 копеек ; 1730 ; МД Хвост широкий ; Cu ; F-VF ; 85 ; vitapool ; 1372 
 270 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 13 ; Vasilyi9 ; 479 
 271 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF- ; 40 ; Woron ; 1020 
 272 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF+ ; 44 ; слоник ; 2550 
 273 ; 5 копеек ; 1765 ; ЕМ ; Cu ; VF ; 15 ; bv812 ; 510 
 274 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF ; 15 ; imperator33 ; 245 
 275 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF+ ; 12 ; byrozka ; 453 
 276 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF+ ; 20 ; слоник ; 490 
 277 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF+ ; 23 ; byrozka ; 227 
 278 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF ; 16 ; DeusDimitrius ; 282 
 279 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 30 ; lsp25 ; 235 
 280 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 25 ; byrozka ; 261 
 281 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF-XF ; 38 ; НЗ ; 1101 
 282 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF-XF ; 14 ; buhar1956 ; 666 
 283 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F- ; 28 ; byrozka ; 144 
 284 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF+ ; 24 ; byrozka ; 308 
 285 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF+ ; 19 ; byrozka ; 261 
 286 ; 5 копеек ; 1787 ; ЕМ ; Cu ; G ; 12 ; хуторянин ; 103 
 287 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 13 ; Ten Nochi ; 1023 
 288 ; 5 копеек ; 1790 ; АМ ; Cu ; F-VF ; 21 ; arsenich-s ; 355 
 289 ; 5 копеек ; 1791 ; АМ ; Cu ; VF-XF ; 13 ; dav_79_2010 ; 765 
 290 ; 5 копеек ; 1792 ; ЕМ ; Cu ; XF- ; 24 ; мак-сим ; 1041 
