 3235 ; Бона иностранная ;  ;  ;  ;  ; 7 ; у44 ; 42 
 442 ; 5 копеек ; 1796 ; АМ ; Cu ; F-VF ; 6 ; MDV ; 291 
 443 ; 5 копеек ; 1796 ; КМ ; Cu ; VF ; 25 ; SadKo ; 1229 
 444 ; 5 копеек ; 1796 ; ЕМ Павл.перечек. ; Cu ; VF+ ; 58 ; kotmih ; 5126 
 445 ; 5 копеек ; 1796 ; АМ ; Cu ; VF+ ; 22 ; o.k. ; 611 
 446 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF+ ; 19 ; на рубль больше ; 2775 
 447 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF+ ; 25 ; Mike! ; 1326 
 448 ; 5 копеек ; 1802 ; ЕМ ; Cu ; F-VF ; 26 ; закрыт ; 1041 
 449 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-XF ; 16 ; закрыт ; 1155 
 450 ; 5 копеек ; 1803 ; ЕМ ; Cu ; F-VF ; 46 ; Mike! ; 636 
 451 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF ; 32 ; ForeverYoung ; 758 
 452 ; 5 копеек ; 1803 ; ЕМ ; Cu ; F-VF ; 61 ; l.f.1978 ; 940 
 453 ; 5 копеек ; 1803 ; ЕМ ; Cu ; XF-/VF- ; 23 ; dimon46 ; 1434 
 354 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF- ; 16 ; Poiuyt ; 114 
 355 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF- ; 29 ; dnk8 ; 79 
 356 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF ; 30 ; salim ; 84 
 357 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 14 ; Rjn ; 80 
 358 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF ; 19 ; Rjn ; 144 
 359 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF- ; 11 ; dnk8 ; 79 
 360 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 22 ; Григорий ; 111 
 361 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 18 ; Mike! ; 136 
 362 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF- ; 36 ; Mike! ; 79 
 363 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 22 ; Mike! ; 171 
 364 ; 5 копеек ; 1785 ; КМ ; Cu ; VF+ ; 41 ; rokada77 ; 1041 
 365 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 17 ; Mike! ; 114 
 366 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF+ ; 52 ; Mike! ; 253 
 367 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F+ ; 37 ; avp ; 177 
 368 ; 5 копеек ; 1786 ; КМ ; Cu ; VF+ ; 18 ; Sky2 ; 1347 
 369 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF+ ; 57 ; sina ; 307 
 370 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F ; 22 ; Mike! ; 80 
 371 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF ; 38 ; Mike! ; 248 
 372 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F-VF ; 20 ; Rjn ; 178 
 373 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF- ; 19 ; Mike! ; 188 
 374 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 38 ; Захар ; 213 
 375 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 15 ; AlykARD ; 224 
 376 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 21 ; Rjn ; 152 
 377 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 11 ; Григорий ; 88 
 378 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 13 ; Poiuyt ; 208 
 379 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 39 ; @@@ ; 134 
 380 ; 5 копеек ; 1788 ; СПМ ; Cu ; VF- ; 17 ; MDV ; 159 
 381 ; 5 копеек ; 1788 ; ММ ; Cu ; F-VF ; 37 ; MDV ; 165 
 382 ; 5 копеек ; 1788 ; СПМ ; Cu ; VF- ; 11 ; Faktotum ; 529 
 383 ; 5 копеек ; 1789 ; АМ ; Cu ; VF+ ; 22 ; Sky2 ; 703 
 384 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F-VF ; 20 ; Mike! ; 159 
 385 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF- ; 23 ; Poiuyt ; 145 
 386 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF+ ; 37 ; Sky2 ; 295 
 387 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF ; 44 ; Ozzy ; 177 
 388 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF- ; 11 ; Григорий ; 79 
 389 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF ; 49 ; Ozzy ; 171 
 390 ; 5 копеек ; 1790 ; АМ ; Cu ; VF-XF ; 28 ; warmrain ; 918 
 391 ; 5 копеек ; 1790 ; КМ ; Cu ; VF- ; 17 ; ko-resh ; 995 
 392 ; 5 копеек ; 1790 ; АМ ; Cu ; F-VF ; 20 ; sina ; 207 
 393 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF-XF ; 32 ; o.k. ; 354 
 394 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF- ; 17 ; Григорий ; 159 
 395 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF- ; 19 ; @@@ ; 201 
 396 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF- ; 17 ; Rjn ; 169 
 397 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 24 ; hill1972 ; 238 
 398 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF+ ; 36 ; sina ; 307 
 399 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F-VF ; 16 ; dnk8 ; 79 
 400 ; 5 копеек. Трещина ; 1791 ; ЕМ ; Cu ; VF ; 11 ; Григорий ; 157 
 401 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF- ; 22 ; Mike! ; 195 
 402 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF- ; 9 ; Mike! ; 186 
 403 ; 5 копеек ; 1791 ; ЕМ ; Cu ; XF- ; 13 ; o.k. ; 316 
 304 ; 5 копеек ; 1773 ; ЕМ ; Cu ; XF+ ; 15 ; o.k. ; 138 
 305 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F+ ; 9 ; salim ; 120 
 306 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF- ; 11 ; Faktotum ; 127 
 307 ; 5 копеек ; 1774 ; ЕМ ; Cu ; VF+ ; 27 ; cash ; 279 
 308 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F+ ; 15 ; Mike! ; 138 
 309 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F+ ; 11 ; Григорий ; 84 
 310 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF+ ; 20 ; o.k. ; 233 
 311 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF ; 19 ; AlykARD ; 170 
 312 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF ; 14 ; AlykARD ; 155 
 313 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF+ ; 9 ; Faktotum ; 294 
 314 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF- ; 16 ; Faktotum ; 134 
 315 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF- ; 34 ; avp ; 138 
 316 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F-VF ; 7 ; Mike! ; 88 
 317 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF- ; 11 ; Mike! ; 134 
 318 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F+ ; 9 ; Mike! ; 134 
 319 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 16 ; avp ; 140 
 320 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF+ ; 27 ; Mike! ; 231 
 321 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF+ ; 18 ; Mike! ; 274 
 322 ; 5 копеек ; 1777 ; КМ "Сибирь" ; Cu ; VF ; 29 ; ФВС ; 1658 
 323 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 31 ; 31 ; 312 
 324 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 59 ; Захар ; 210 
 325 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 9 ; @@@ ; 86 
 326 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 5 ; Faktotum ; 238 
 327 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 6 ; Mike! ; 172 
 328 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 24 ; 31 ; 229 
 329 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 10 ; Григорий ; 121 
 330 ; 5 копеек ; 1779 ; ЕМ ; Cu ; F-VF ; 18 ; avp ; 114 
 331 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 74 ; Poiuyt ; 145 
 332 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF+ ; 30 ; @@@ ; 148 
 333 ; 5 копеек ; 1779 ; ЕМ ; Cu ; XF- ; 34 ; Fenrir ; 527 
 334 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 35 ; Rjn ; 160 
 335 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 11 ; Григорий ; 68 
 336 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 12 ; Григорий ; 83 
 337 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 18 ; Григорий ; 123 
 338 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF+ ; 19 ; starplay ; 217 
 339 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 28 ; avp ; 114 
 340 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF+ ; 37 ; o.k. ; 181 
 341 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F-VF ; 15 ; dnk8 ; 84 
 342 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 35 ; Mike! ; 111 
 343 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F-VF ; 12 ; Mike! ; 102 
 344 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF+ ; 33 ; ko-resh ; 234 
 345 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 17 ; Rjn ; 128 
 346 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F+ ; 14 ; ewa42 ; 72 
 347 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF ; 21 ; Poiuyt ; 132 
 348 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 38 ; Григорий ; 126 
 349 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F+ ; 37 ; avp ; 114 
 350 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 20 ; Григорий ; 127 
 351 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 23 ; MDV ; 101 
 352 ; 5 копеек ; 1783 ; КМ ; Cu ; VF-XF ; 29 ; gavrik ; 2320 
 353 ; 5 копеек ; 1784 ; КМ ; Cu ; VF- ; 24 ; nikolay ; 740 
 254 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 7 ; Григорий ; 123 
 255 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F+ ; 5 ; Григорий ; 84 
 256 ; 5 копеек ; 1763 ; ММ ; Cu ; F-VF ; 30 ; ForeverYoung ; 132 
 257 ; 5 копеек ; 1763 ; СПМ ; Cu ; F-VF ; 19 ; ewa42 ; 104 
 258 ; 5 копеек ; 1763 ; СМ ; Cu ; F-VF ; 7 ; xabib ; 317 
 259 ; 5 копеек ; 1763 ; СПМ ; Cu ; F+ ; 25 ; @@@ ; 90 
 260 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF- ; 41 ; vitas123 ; 563 
 261 ; 5 копеек ; 1764 ; ММ ; Cu ; F-VF ; 23 ; Rjn ; 133 
 262 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF- ; 31 ; AlykARD ; 144 
 263 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF- ; 15 ; afanas ; 124 
 264 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F-VF ; 10 ; rokada77 ; 200 
 265 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF ; 13 ; Григорий ; 84 
 266 ; 5 копеек ; 1765 ; ЕМ ; Cu ; VF ; 18 ; rokada77 ; 236 
 267 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF ; 25 ; Григорий ; 105 
 268 ; 5 копеек ; 1765 ; ММ ; Cu ; VF ; 40 ; val211 ; 816 
 269 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF ; 101 ; Rjn ; 185 
 270 ; 5 копеек ; 1766 ; СМ ; Cu ; VF ; 66 ; ФВС ; 844 
 271 ; 5 копеек ; 1766 ; СПМ ; Cu ; VF ; 31 ; ФВС ; 807 
 272 ; 5 копеек ; 1766 ; ММ ; Cu ; F-VF ; 14 ; MDV ; 170 
 273 ; 5 копеек ; 1766 ; ЕМ ; Cu ; F-VF ; 36 ; avp ; 126 
 274 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF- ; 21 ; Mike! ; 144 
 275 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F+ ; 28 ; Григорий ; 92 
 276 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF+ ; 15 ; BobrS ; 216 
 277 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VF- ; 7 ; Григорий ; 57 
 278 ; 5 копеек ; 1768 ; ЕМ ; Cu ; F+ ; 11 ; Григорий ; 66 
 279 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 4 ; Григорий ; 38 
 280 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F+ ; 21 ; Rjn ; 124 
 281 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF ; 13 ; AlykARD ; 140 
 282 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF ; 28 ; leo 2 ; 170 
 283 ; 5 копеек ; 1769 ; КМ "Сибирь" ; Cu ; VF- ; 38 ; ФВС ; 1468 
 284 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF+ ; 83 ; MDV ; 203 
 285 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 45 ; avp ; 133 
 286 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF ; 35 ; Mike! ; 153 
 287 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 37 ; Mike! ; 153 
 288 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF ; 27 ; AlykARD ; 177 
 289 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 9 ; Mike! ; 124 
 290 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF- ; 11 ; Mike! ; 138 
 291 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 27 ; AlykARD ; 173 
 292 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF- ; 8 ; @@@ ; 151 
 293 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 3 ; Faktotum ; 24 
 294 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 25 ; Mike! ; 201 
 295 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 8 ; Mike! ; 97 
 296 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F+ ; 27 ; avp ; 138 
 297 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 21 ; Mike! ; 114 
 298 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 19 ; Mike! ; 102 
 299 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF+ ; 21 ; Mike! ; 257 
 300 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F+ ; 11 ; Mike! ; 108 
 301 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF- ; 17 ; Rjn ; 126 
 302 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF ; 9 ; AlykARD ; 169 
 303 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF- ; 9 ; hill1972 ; 74 
 204 ; 5 копеек ; 1883 ; СПБ АГ ; Ag ; VF- ; 35 ; dimon46 ; 2443 
 205 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; VF ; 20 ; ForeverYoung ; 102 
 206 ; 5 копеек ; 1885 ; СПБ АГ ; Ag ; VF ; 13 ; BVA ; 191 
 207 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; AU ; 44 ; Данила ; 1026 
 208 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; VF+ ; 41 ; asru ; 192 
 209 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; AU ; 4 ; AleksandrV. ; 512 
 210 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; AU ; 1 ; цц ; 600 
 211 ; 5 копеек ; 1891 ; СПБ АГ ; Ag ; XF+ ; 37 ; gelo ; 335 
 212 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; VF- ; 24 ; каламбур ; 91 
 213 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; AU ; 29 ; alex550 ; 918 
 214 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; AU ; 40 ; ARTY79 ; 857 
 215 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; XF+ ; 26 ; zar17 ; 286 
 216 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; AU ; 46 ; ZOLTAN333 ; 818 
 217 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; VF ; 32 ; МАВ21 ; 176 
 218 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; VF-XF ; 16 ; solder13 ; 188 
 219 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; AU ; 43 ; andreyx  ; 784 
 220 ; 5 копеек. Деформация ; 1905 ; СПБ АР ; Ag ; F-VF ; 20 ; alex995 ; 21 
 221 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 39 ; irusya ; 477 
 222 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 35 ; карден ; 510 
 223 ; 5 копеек ; 1915 ; ВС ; Ag ; AU ; 37 ; alex550 ; 1077 
 224 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF- ; 55 ; Grishin69 ; 216 
 225 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; AU ; 28 ; AleksandrV. ; 567 
 226 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 34 ; дар ; 368 
 227 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 32 ; luchano ; 306 
 228 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 35 ; кекс ; 450 
 229 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF+ ; 37 ; МАВ21 ; 184 
 230 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF+ ; 12 ; МАВ21 ; 237 
 231 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU ; 24 ; МАВ21 ; 294 
 232 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 7 ; альбатрос ; 184 
 233 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 10 ; luchano ; 215 
 234 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 51 ; vitas123 ; 352 
 235 ; 10 копеек ; 1762 ;  ; Cu ; F-VF ; 56 ; Nap ; 10200 
 236 ; 10 копеек (Петров-2р) ; 1767 ; КМ "Сибирь" ; Cu ; F-VF ; 84 ; ФВС ; 3177 
 237 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; F-VF ; 61 ; rokada77 ; 1403 
 238 ; 5 копеек ; 1725 ; МД Дата снизу вверх ; Cu ; F-VF ; 63 ; ForeverYoung ; 1557 
 239 ; 5 копеек (Петров-1р) ; 1758 ; ММ ; Cu ; F+ ; 57 ; 1234567 ; 176 
 240 ; 5 копеек ; 1758 ;  ; Cu ; VF- ; 77 ; Sky2 ; 264 
 241 ; 5 копеек ; 1758 ;  ; Cu ; F+ ; 23 ; Григорий ; 183 
 242 ; 5 копеек ; 1758 ;  ; Cu ; F-VF ; 31 ; Sky2 ; 155 
 243 ; 5 копеек (Петров-1р, Ильин-1р) ; 1759 ; ММ ; Cu ; VF- ; 12 ; alex67 ; 538 
 244 ; 5 копеек ; 1759 ;  ; Cu ; VF- ; 33 ; ForeverYoung ; 203 
 245 ; 5 копеек ; 1759 ;  ; Cu ; F-VF ; 16 ; Григорий ; 137 
 246 ; 5 копеек ; 1760 ;  ; Cu ; VF- ; 29 ; Григорий ; 217 
 247 ; 5 копеек ; 1760 ;  ; Cu ; F-VF ; 17 ; @@@ ; 133 
 248 ; 5 копеек ; 1761 ;  ; Cu ; F-VF ; 14 ; Григорий ; 145 
 249 ; 5 копеек ; 1761 ;  ; Cu ; VF+ ; 40 ; 0030 ; 510 
 250 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF- ; 7 ; Григорий ; 84 
 251 ; 5 копеек ; 1763 ; СМ ; Cu ; F-VF ; 37 ; nikolay ; 467 
 252 ; 5 копеек ; 1763 ; СПМ ; Cu ; VF+ ; 52 ; ghjk ; 1353 
 253 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF ; 14 ; Poiuyt ; 122 
 154 ; Гривенник ; 1746 ;  ; Ag ; VF+ ; 51 ; Lott ; 2652 
 155 ; Гривенник ; 1764 ;  ; Ag ; F-VF ; 28 ; ФВС ; 1259 
 156 ; Гривенник ; 1770 ; СПБ TI ; Ag ; VF- ; 38 ; Mike! ; 1003 
 157 ; Гривенник ; 1771 ; СПБ TI ; Ag ; VF ; 31 ; ФВС ; 1600 
 158 ; Гривенник ; 1774 ; ММД ; Ag ; VF- ; 35 ; antiquar ; 3162 
 159 ; Гривенник ; 1781 ; СПБ ; Ag ; VF+ ; 36 ; gelo ; 1439 
 160 ; Гривенник ; 1783 ; СПБ ; Ag ; VF-XF ; 49 ; antiquar ; 1925 
 161 ; Гривенник ; 1784 ; СПБ ; Ag ; XF ; 45 ; gelo ; 2370 
 162 ; Гривенник ; 1784 ; СПБ ; Ag ; F-VF ; 29 ; мишок ; 872 
 163 ; Гривенник ; 1785 ; СПБ ; Ag ; VF- ; 39 ; @@@ ; 1003 
 164 ; Гривенник ; 1789 ; СПБ ; Ag ; VF- ; 31 ; PSP ; 1177 
 165 ; Гривенник ; 1791 ; СПБ ; Ag ; VF ; 48 ; gelo ; 1473 
 166 ; 10 копеек ; 1802 ; СПБ АИ ; Ag ; VF ; 70 ; irv ; 10391 
 167 ; 10 копеек ; 1824 ; СПБ ПД ; Ag ; VF- ; 41 ; alno51 ; 412 
 168 ; 10 копеек ; 1847 ; СПБ ПА ; Ag ; XF- ; 84 ; Eert775 ; 1361 
 169 ; 10 копеек ; 1861 ; СПБ ; Ag ; AU/XF+ ; 26 ; 1968 ; 374 
 170 ; 10 копеек ; 1875 ; СПБ HI ; Ag ; AU ; 24 ; на рубль больше ; 2123 
 171 ; 10 копеек ; 1883 ; СПБ АГ ; Ag ; VF ; 133 ; antiquar ; 6290 
 172 ; 10 копеек ; 1889 ; СПБ АГ ; Ag ; VF ; 25 ; BVA ; 171 
 173 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; F+ ; 24 ; alex995 ; 25 
 174 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; VF- ; 5 ; himik-58 ; 55 
 175 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 8 ; stk ; 61 
 176 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; F ; 23 ; alex995 ; 23 
 177 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 37 ; stk ; 65 
 178 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF ; 5 ; Faktotum ; 36 
 179 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF+ ; 22 ; QSCV ; 107 
 180 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 24 ; starplay ; 107 
 181 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 39 ; alno51 ; 71 
 182 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF ; 25 ; gelo ; 86 
 183 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; VF-XF ; 6 ; dsidorov ; 50 
 184 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 17 ; 1968 ; 93 
 185 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 13 ; feniks79 ; 107 
 186 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 6 ; alno51 ; 67 
 187 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 22 ; AleksandrV. ; 138 
 188 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 6 ; dsidorov ; 100 
 189 ; 10 копеек ; 1915 ; ВС ; Ag ; XF ; 2 ; ayy ; 67 
 190 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 35 ; luchano ; 152 
 191 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 46 ; tisa66 ; 141 
 192 ; 10 копеек ; 1916 ; ВС ; Ag ; XF-/XF+ ; 4 ; gelo ; 102 
 193 ; 10 копеек. Осака ; 1916 ;  ; Ag ; AU ; 58 ; peck ; 1438 
 194 ; 10 копеек ; 1917 ; ВС ; Ag ; AU ; 33 ; AleksandrV. ; 3115 
 195 ; 5 копеек ; 1814 ; СПБ ПС ; Ag ; VF ; 25 ; 1921o ; 330 
 196 ; 5 копеек. Деформация ; 1826 ; СПБ НГ ; Ag ; VF-XF ; 45 ; Пионер ; 748 
 197 ; 5 копеек ; 1832 ; СПБ НГ ; Ag ; VF-XF ; 62 ; ФВС ; 2833 
 198 ; 5 копеек ; 1838 ; СПБ НГ ; Ag ; XF+/AU ; 30 ; Данила ; 1487 
 199 ; 5 копеек ; 1853 ; СПБ HI ; Ag ; AU ; 25 ; у44 ; 2295 
 200 ; 5 копеек ; 1855 ; СПБ HI ; Ag ; VF+ ; 46 ; раз_гонщик ; 1134 
 201 ; 5 копеек ; 1867 ; СПБ HI ; Ag ; XF+/XF- ; 75 ; fanfan ; 3299 
 202 ; 5 копеек ; 1877 ; СПБ HI ; Ag ; F ; 10 ; PSP ; 333 
 203 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; AU ; 6 ; andreyx  ; 1020 
 104 ; 20 копеек ; 1893 ; СПБ АГ ; Ag ; VF ; 21 ; maksik1990 ; 385 
 105 ; 20 копеек ; 1901 ; СПБ ФЗ ; Ag ; VF- ; 73 ; МАВ21 ; 140 
 106 ; 20 копеек ; 1904 ; СПБ АР ; Ag ; VF- ; 6 ; himik-58 ; 82 
 107 ; 20 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 41 ; solder13 ; 204 
 108 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; F-VF ; 12 ; himik-58 ; 95 
 109 ; 20 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF- ; 17 ; himik-58 ; 100 
