 5458 ; Бона иностранная. Гвинея ;  ;  ;  ;  ; 14 ; vvf75 ; 50 
 1256 ; Знак ЛМД. 20 лет Безупречной работы ; ЛМД ;  ; Ж/м ; XF+ ; 53 ; ZOLTAN333 ; 546 
 1257 ; Знак 25 лет. Ветеран труда ; ЛМД ;  ; Ж/м ; XF+ ; 63 ; ZOLTAN333 ; 862 
 1258 ; Знак ГТО 2 ступени №В5968 ;  ;  ; Б/м,эмаль ; VF ; 41 ; VPV89 ; 2660 
 1259 ; Знак ДСО "Нефтянник" ;  ;  ; Ж/м,эмаль ; VF+ ; 73 ; solder13 ; 793 
 1260 ; Знак ДСО "Большевик" ;  ;  ; Ж/м,эмаль ; VF+ ; 96 ; valet6 ; 1224 
 1161 ; Орден Священного сокровища 8 степени. Япония. В футляре крышка отломана ;  ;  ; Ag ; XF ; 24 ; medal85 ; 917 
 1162 ; Медаль. Франция. D-33мм. ;  ;  ; Б/м ; VF+ ; 17 ; ежик ; 710 
 1163 ; Наградная плакета. Германия. Легкая атлетика. Бег на 1500м. 30x44mm ; 1921 ;  ; Br ; VF ; 18 ; lizz ; 1587 
 1164 ; Наградная медаль победителя. Гермнаия. Легкая атлетика. Эстафета. D - 28mm ; 1924 ;  ; б/м ; VF+ ; 9 ; eisen ; 328 
 1165 ; Медаль. Бундеспрезидент Кристиан Вульф. Германия. D - 25mm ;  ;  ; Ag ; Proof ; 23 ; Mikl2015 ; 266 
 1166 ; Медаль. Футбол. 100-летие Фифа. D - 30mm ;  ;  ; Ag ; Proof ; 9 ; torbey ; 911 
 1167 ; Медаль. Стрельба. D - 50mm ;  ;  ; бм ; VF ; 27 ; bob375 ; 153 
 1168 ; Медаль. Сборная Франции - чемпион Европы по футболу в 1984г. ;  ;  ; ж/м ; Proof ; 12 ; mebius ; 510 
 1169 ; Медаль. Чемпионат Европы по футболу в Австрии и Швейцарии в 2008 году. D - 32mm ;  ;  ; Ag ; AU ; 11 ; torbey ; 453 
 1170 ; Медаль. ЧМ по футболу. D - 34mm ;  ;  ; Ag ; Proof ; 11 ; torbey ; 918 
 1171 ; Медаль иностранная D-50мм ;  ;  ; Ж/м ; VF ; 9 ; divergent ; 59 
 1172 ; Медаль Таллинн. D-40мм ; 1963 ;  ; Ж/м ; F-VF ; 5 ; divergent ; 21 
 1173 ; Жетон. Итьалия. Беато Антонио Росмини. Собор Св. Мишеля, Пьермонт. D -30mm ;  ;  ; ж/м ; AU ; 16 ; СТРЕКОЗА ; 159 
 1174 ; Медаль.Юбилей 80 лет. Финляндия. D-70 мм ;  ;  ; Ж/м ; XF+ ; 9 ; spasatel2012 ; 786 
 1175 ; Медаль Индустриальный комплекс. D-61мм. Коробка ;  ;  ; Б/м ; XF+ ; 11 ; spasatel2012 ; 775 
 1176 ; Медаль Сеул. D-701 мм. Коробка, с сертификатом ;  ;  ; Ж/м ; XF+ ; 6 ; LEXAI ; 183 
 1177 ; Медаль. Израиль. D-59 мм. Коробка ;  ;  ; Ж/м ; XF+ ; 25 ; Аристон ; 204 
 1178 ; Медаль. Израиль. D-45 мм. Коробка ;  ;  ; Ж/м ; XF+ ; 12 ; kotyamoi ; 239 
 1179 ; Медаль. Израиль. D-59 мм. Коробка ;  ;  ; Ж/м ; XF+ ; 12 ; kotyamoi ; 232 
 1180 ; Медаль. Франция. Серия "Римская история". Публий Корнелий Сципион Африканский с сенаторами. D - 32mm ; 1750-1763 ;  ; Ag ; F+ ; 18 ; Emv ; 567 
 1181 ; Медаль Германия. D-40мм ;  ;  ; Б/м ; Proof-Like ; 25 ; sibirian ; 161 
 1182 ; Жетон Принцесса Анна и капитан Марк Филиппс ;  ;  ; Ag? ; Proof ; 7 ; brigadir ; 204 
 1183 ; Жетон Принцесса Анна и капитан Марк Филиппс ;  ;  ; Ag? ; Proof ; 9 ; brigadir ; 204 
 1184 ; Жетон Принцесса Анна и капитан Марк Филиппс ;  ;  ; Ag? ; Proof ; 7 ; brigadir ; 227 
 1185 ; Медаль. Израиль. Монетный дывор правительства Израиля. D - 30mm ; 1976 ;  ; Cu-Ni ; AU ; 5 ; divergent ; 99 
 1186 ; Медаль. Ватикан. Папа Павел VI. Сатутя "Печаль" Микеланджело. D - 35mm ; 1963-1978 ;  ; Cu-Ni ; XF ; 6 ; num ; 225 
 1187 ; Жетон. Франция. Парижский прево Александр Севе. D - 28mm ; 1661 ;  ; Ag ; VF ; 30 ; Георг ; 1024 
 1188 ; Медаль. Ватикан. Папа Иоанн Павел II. Сатутя "Печаль" Микеланджело. D - 35mm ; 1978-2005 ;  ; Cu-Ni ; XF ; 17 ; S1952 ; 147 
 1189 ; Жетон. Франция. На смерть парижского прево Арманда Жерома Бижона. D - 31mm ; 1772 ;  ; Ag ; XF- ; 15 ; SIBPROPILOT ; 1379 
 1190 ; Жетон. Франция. Дворцы короля. Паллада руководит установкой вазы на баллюстраде дворца. D - 28mm ; 1698 ;  ; Ag ; VF- ; 14 ; Георг ; 1020 
 1191 ; Жетон. Франция. Дворцы короля. Взявшиеся за руки Паллада и Мир. D - 30mm ; 1749 ;  ; Ag ; VF ; 27 ; SIBPROPILOT ; 1428 
 1192 ; Жетон. Франция. Дворцы короля. Кадуцей Меркурия на фоне дворца. D - 29mm ; 1715-1774 ;  ; Ag ; VF ; 12 ; domnik ; 1062 
 1193 ; Жетон. Франция. Финансисты Парижа. Агенты финансовых советников короля. D - 29mm ; 1860-1879 ;  ; Ag ; XF ; 24 ; kont ; 1530 
 1194 ; Жетон. Франция. Нормандия. Архиепископство Руана. Герб архиепископа Доминика де ла Рошфуко. D - 34mm ; 1774-1793 ;  ; Ag ; VF-XF ; 17 ; S1952 ; 1836 
 1195 ; Жетон. Франция. Королевская казна. Сидящая на облаке Богиня. D - 29mm ; 1731 ;  ; Ag ; VF+ ; 11 ; kont ; 1221 
 1196 ; Жетон. Франция. Королевская казна. Курящаяся лампада на пьедестале. D - 28mm ; 1686 ;  ; Ag ; VF- ; 9 ; Георг ; 1018 
 1197 ; Жетон. Франция. Орден Мон-Кармеля и Святого Лазаря. Герб герцога Орлеанского Людовика. Всадник на коне. D - 31mm ; 1723 ;  ; Ag ; VF ; 15 ; S1952 ; 1224 
 1198 ; Жетон. Франция. Флот. Герцог Людовик Александр де Бурбон. D - 27mm ; 1695 ;  ; Ag ; VF- ; 11 ; Георг ; 1018 
 1199 ; Жетон. Франция. Флот. Герцог Людовик Жан Мари де Бурбон. Три собаки нападают на льва. D - 29mm ; 1743 ;  ; Ag ; VF ; 19 ; domnik ; 1398 
 1200 ; Жетон. Франция. Галеры. Герб генерала флота де Тессе. Сирены купаются в море. D - 29mm ; 1713 ;  ; Ag ; VF ; 13 ; Георг ; 1221 
 1201 ; Жетон. Франция. Галеры. Летящая над морем стрела. D - 29mm ; 1746 ;  ; Ag ; VF ; 17 ; domnik ; 1300 
 1202 ; Жетон. Франция. Театральное артистическое общество Республики. D - 31mm ; 1798 ;  ; Ag ; F ; 18 ; Георг ; 1275 
 1203 ; Жетон. Франция. Парижское Общество по распространению афиш, объявлений и уведомлений. D - 35mm ; 1815 ;  ; Ag ; VF+ ; 17 ; lizz ; 2130 
 1204 ; Жетон. Франция. Париж Шатле. Комиссар-настоятель Дюре. D - 30mm ; 1715-1774 ;  ; Ag ; F-VF ; 11 ; S1952 ; 917 
 1205 ; Жетон. Франция. Провинция Фландрия и Валлония. D - 34mm ; 1774-1793 ;  ; Ag ; VF ; 34 ; domnik ; 1481 
 1206 ; Жетон. Германия. Серия "Легенды мирового футбола". Берндт Дорфель (Германия). D - 29mm ; XXI век ;  ; Br ; XF ; 19 ; Light_Surf ; 220 
 1207 ; Жетон. Германия. Серия "Легенды мирового футбола". Вольфганг Вебер (Германия). D - 29mm ; XXI век ;  ; Br ; XF ; 5 ; bva150979 ; 51 
 1208 ; Жетон 1МВ. Франция ;  ;  ; Б/м ; VF ; 9 ; spasatel2012 ; 365 
 1209 ; Жетон 1МВ. Франция ;  ;  ; Б/м ; VF- ; 5 ; spasatel2012 ; 322 
 1210 ; Жетон 1МВ. Франция ;  ;  ; Б/м ; VF- ; 9 ; spasatel2012 ; 479 
 1111 ; Медаль Трансильвании Венгрия ;  ;  ; Zn ; VF ; 21 ; medal85 ; 512 
 1112 ; Почетный крест за I М.В. Германия ;  ;  ; Б/м ; VF-XF ; 60 ; coolpeppers ; 2826 
 1113 ; Медаль. Италия 1932 ;  ;  ; Br ; XF ; 20 ; medal85 ; 1134 
 1114 ; Крест 1883-1886 ;  ;  ; Br ; XF ; 14 ; medal85 ; 1756 
 1115 ; Медаль За храбрость. Австро-Венгрия ;  ;  ; Ag ; F-VF ; 26 ; 61irek ; 1326 
 1116 ; Медаль За заслуги. Бельгия ;  ;  ; Б/м,эмаль ; VF+ ; 10 ; veektor ; 373 
 1117 ; Медаль За Верден. Франция ;  ;  ; Br ; XF ; 38 ; medal85 ; 1316 
 1118 ; Медаль. Франция 1917 ;  ;  ; Б/м ; VF+ ; 16 ; medal85 ; 653 
 1119 ; Медаль За спасение и оказание помощи. Франция ;  ;  ; Ж/м ; VF ; 23 ; medal85 ; 1377 
 1120 ; Медаль Религиозная. Франция ;  ;  ; Б/м ; VF+ ; 11 ; елец ; 124 
 1121 ; Медаль Предвоенной подготовки. Венгрия ;  ;  ; Br ; VF-XF ; 15 ; medal85 ; 1061 
 1122 ; Медаль На коронацию. Англия. D-38мм. Отверстие ;  ;  ; Б/м ; VF- ; 44 ; medal85 ; 313 
 1123 ; Медаль. Англия. D-38мм. Отверстие ;  ;  ; Б/м ; VF- ; 18 ; Emv ; 239 
 1124 ; Медаль 60 лет. Англия. D-38мм ;  ;  ; Б/м ; VF ; 22 ; medal85 ; 239 
 1125 ; Знак Почетного члена пожарной Хоккайдо "Серебро". Япония ;  ;  ; Б/м,эмаль ; XF ; 31 ; medal85 ; 625 
 1126 ; Знак Пожарного выслуга 20 лет Хоккайдо. Япония ;  ;  ; Ж/м ; VF-XF ; 70 ; medal85 ; 625 
 1127 ; Медаль Пожизненного члена Красного креста+ фрачник. Япония ;  ;  ; Ag ; XF ; 24 ; 61irek ; 1223 
 1128 ; Медаль В честь войны 1904-1905. Япония ;  ;  ; Br ; XF- ; 26 ; yakov36.6 ; 518 
 1129 ; Медаль Красного креста 1904-1905 г+ фрачник. Япония ;  ;  ; Ag ; XF ; 21 ; плачу капустой ; 899 
 1130 ; Медаль За участие в оборонительной войне. Польша ;  ;  ; Б/м ; XF ; 23 ; medal85 ; 341 
 1131 ; Медаль За участие в Китайском ициденте. Япония ;  ;  ; Ж/м ; VF-XF ; 17 ; classic55 ; 1245 
 1132 ; Медаль ветерана фронтовика  1940-1945 гг. Бельгия ;  ;  ; Ж/м ; XF ; 25 ; medal85 ; 714 
 1133 ; Медаль За заслуги 3 степени. Польша ;  ;  ; Ж/м ; VF-XF ; 19 ; medal85 ; 453 
 1134 ; Медаль Особого члена японского Красного креста. Япония ;  ;  ; Al ; AU ; 32 ; Lex2000 ; 566 
 1135 ; Медаль За воинскую службу. Австрия ;  ;  ; Ж/м ; XF ; 18 ; murman ; 155 
 1136 ; Медаль В память 50-летия правления Франца Иосифа. Австрия ;  ;  ; Ж/м ; XF ; 13 ; lupus47 ; 481 
 1137 ; Медаль За долголетнюю службу. Италия ;  ;  ; Б/м ; VF+ ; 44 ; k212 ; 1222 
 1138 ; Медаль За ХХ лет службы в народной милиции. Польша ;  ;  ; Б/м ; XF ; 22 ; k212 ; 259 
 1139 ; Медаль В память кампании 1849 г. Баден. Германия ;  ;  ; Ж/м ; XF ; 33 ; medal85 ; 2775 
 1140 ; Медаль Венгрия. Мастерская Huguenin ; 1930 ;  ; Ж/м ; VF-XF ; 37 ; medal85 ; 987 
 1141 ; Медаль За Одру-Нису-Балтику. Польша ;  ;  ; Ж/м ; VF ; 11 ; medal85 ; 261 
 1142 ; Медаль 10 лет Народной Польши ;  ;  ; Б/м ; VF-XF ; 17 ; 61irek ; 340 
 1143 ; Миниатюрная медаль. 1МВ. Австрия ;  ;  ; Ж/м ; VF ; 43 ; lizz ; 1345 
 1144 ; Медаль резерв армии США. США ;  ;  ; Ж/м ; XF+ ; 15 ; medal85 ; 143 
 1145 ; Медаль в память войны 1915-1918гг. Болгария ;  ;  ; Ж/м ; VF+ ; 23 ; medal85 ; 362 
 1146 ; Медаль в память войны 1915-1918гг. Болгария ;  ;  ; Ж/м ; XF ; 32 ; medal85 ; 449 
 1147 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 1148 ; Медаль Италия ;  ;  ; Ж/м ; VF-XF ; 134 ; Георг ; 1836 
 1149 ; Медаль за Одру, Ниссу и Балтику. Польша ;  ;  ; Ж/м ; VF-XF ; 23 ; k212 ; 612 
 1150 ; Миниатюрная медаль. 1МВ. Австрия ;  ;  ; Ж/м ; XF- ; 26 ; medal85 ; 716 
 1151 ; Медаль Италия ;  ;  ; Ж/м ; XF ; 28 ; drew ; 2142 
 1152 ; Крест 1МВ ;  ;  ; Ж/м ; VF+ ; 66 ; yakov36.6 ; 1502 
 1153 ; Медаль в память 1МВ. Австро-Венгрия ;  ;  ; Б/м ; VF-XF ; 36 ; medal85 ; 1022 
 1154 ; Миниатюрная медаль в память 1МВ. Австро-Венгрия ;  ;  ; Б/м ; XF ; 38 ; medal85 ; 602 
 1155 ; Медаль в память 1МВ ;  ;  ; Ж/м ; XF ; 93 ; coolpeppers ; 6120 
 1156 ; Ветеранский знак. Германия. Документ ;  ;  ; Б/м,эмаль ; XF- ; 75 ; coolpeppers ; 17511 
 1157 ; Орден За военные заслуги 1ст. Болгария. Коробка ;  ;  ; Ж/м,эмаль ; XF+ ; 66 ; AKrav ; 3037 
 1158 ; Орден Восходящего солнца 7 степени+ фрачник. Япония ;  ;  ; Ag,эмаль ; XF+ ; 35 ; medal85 ; 1620 
 1159 ; Орден Священного сокровища 7 степени+ фрачник. Япония ;  ;  ; Ag ; XF ; 34 ; medal85 ; 1237 
 1160 ; Орден Восходящего солнца 8 степени. Япония. В футляре ;  ;  ; Ag ; XF ; 30 ; oleghh7 ; 1207 
 1061 ; Орден Свободы 3ст. Албания ;  ;  ; Б/м ; XF ; 40 ; BSG ; 804 
 1062 ; Орден за охрану гос границы. Албания ;  ;  ; Ж/м ; XF ; 13 ; evseechevvv ; 453 
 1063 ; Орден за службу народу. Албания ;  ;  ; Ж/м ; VF+ ; 7 ; dgin ; 464 
 1064 ; Орден Труда 1ст. Албания ;  ;  ; Ж/м ; VF-XF ; 30 ; СТРЕКОЗА ; 466 
 1065 ; Орден Труда 2ст. Албания ;  ;  ; Б/м ; VF-XF ; 23 ; evseechevvv ; 623 
 1066 ; Военный крест 1914-1918гг. Бельгия ;  ;  ; Ж/м ; VF+ ; 48 ; ОВМ ; 1836 
 1067 ; Крест депортированных 1914-1918гг. Бельгия ;  ;  ; Ж/м ; VF+ ; 57 ; medal85 ; 1370 
 1068 ; Огненный крест 1914-1918гг. Бельгия ;  ;  ; Ж/м ; VF-XF ; 30 ; medal85 ; 1836 
 1069 ; Крест политзаключенных 1940-1945гг. Бельгия ;  ;  ; Б/м ; VF ; 33 ; drew ; 1622 
 1070 ; Победная медаль 1МВ. Бельгия ;  ;  ; Ж/м ; VF ; 22 ; medal85 ; 714 
 1071 ; Медаль в память войны 1914-1918гг. Бельгия ;  ;  ; Ж/м ; VF ; 53 ; medal85 ; 1836 
 1072 ; Крест за заслуги. Франция ;  ;  ; Б/м ; VF ; 17 ; medal85 ; 765 
 1073 ; Крест ветеранов короля Альберта. Бельгия ;  ;  ; Ж/м ; XF- ; 59 ; hodgaevvv ; 1711 
 1074 ; Жетон 1МВ. Франция ;  ;  ; Б/м ; VF ; 11 ; medal85 ; 400 
 1075 ; Знак на открытие памятника русскому легионеру 1932г. Прага ;  ;  ; Ж/м ; VF+ ; 27 ; medal85 ; 1246 
 1076 ; Орден За заслуги. Франция ;  ;  ; Б/м, эмаль ; VF-XF ; 40 ; medal85 ; 2154 
 1077 ; Медаль Победы в I МВ. Франция ;  ;  ; Ж/м ; XF- ; 16 ; medal85 ; 827 
 1078 ; Медаль. Карл I  1866-1906. Румыния ;  ;  ; Ж/м ; VF-XF ; 50 ; medal85 ; 1530 
 1079 ; Медаль Англия. Отверстие ;  ;  ; Cu ; VF- ; 22 ; medal85 ; 612 
 1080 ; Крест за XVI лет службы. Италия ;  ;  ; Ag ; XF ; 23 ; hodgaevvv ; 1734 
 1081 ; Медаль ассоциации инвалидов войны. Италия ;  ;  ; Ж/м ; VF ; 17 ; juri_z ; 1181 
 1082 ; Медаль. Австро-Венгрия ;  ;  ; Ж/м ; F ; 18 ; medal85 ; 567 
 1083 ; Медаль. За верную службу. Венгрия ;  ;  ; Б/м, эмаль ; VF ; 8 ; medal85 ; 320 
 1084 ; Медаль. Хо Ши Мина. Вьетнам ;  ;  ; Al ; VF ; 9 ; oleghh7 ; 317 
 1085 ; Медаль. За службу на границе. Индия ;  ;  ; б/м ; XF- ; 48 ; ВЯЗ ; 1001 
 1086 ; Медаль. 10 лет выслуги. Венгрия ;  ;  ; Ж/м, эмаль ; VF ; 22 ; Папа с рацией ; 430 
 1087 ; Орден Почетного легиона. Франция ;  ;  ; Ag, эмаль ; VF ; 59 ; medal85 ; 4194 
 1088 ; Медаль. Англия. Серебряный юбилей Георга V и королевы Марии ;  ;  ; Ж/м ; VF+ ; 11 ; lizz ; 714 
 1089 ; Знак за ранение. Германия. "в серебре" ;  ;  ; Fe ; VF+ ; 113 ; coolpeppers ; 5781 
 1090 ; Орден За гражданские заслуги 1ст. Болгария ;  ;  ; Ж/м,эмаль ; AU ; 45 ; элли ; 2318 
 1091 ; Медаль за участие в Отечественной войне 1944-1945гг. Болгария ;  ;  ; Б/м ; VF+ ; 24 ; ВЯЗ ; 396 
 1092 ; Медаль за боевые заслуги. Болгария ;  ;  ; Ж/м ; VF+ ; 11 ; Семен ; 247 
 1093 ; Медаль Ветеран Труда. Болгария ;  ;  ; Ж/м ; XF ; 5 ; vvf75 ; 104 
 1094 ; Медаль за трудовое отличие. Болгария ;  ;  ; Б/м ; VF+ ; 5 ; Vanka ; 57 
 1095 ; Медаль 30 лет победы над Германией. Болгария ;  ;  ; Ж/м ; VF-XF ; 13 ; Alib ; 143 
 1096 ; Медаль за отличие в строительных войсках. Болгария ;  ;  ; Ж/м ; VF-XF ; 9 ; велко ; 230 
 1097 ; Медаль за заслуги в строительных войсках. Болгария ;  ;  ; Ж/м ; XF- ; 17 ; велко ; 315 
 1098 ; Медаль за 10 лет безупречной службы в строительных войсках. Болгария ;  ;  ; Ж/м ; XF ; 5 ; dgin ; 389 
 1099 ; Медаль за 15 лет безупречной службы в строительных войсках. Болгария ;  ;  ; Б/м ; VF-XF ; 10 ; велко ; 143 
 1100 ; Медаль за участие в балканской войне 1912. Косово. Сербия ;  ;  ; Ж/м ; VF ; 33 ; Lex2000 ; 1224 
 1101 ; Медаль за участие в балканской войне 1913. Сербия ;  ;  ; Ж/м ; VF+ ; 47 ; medal85 ; 1338 
 1102 ; Красная звезда. Югославия ;  ;  ; Ж/м ; VF+ ; 29 ; oleghh7 ; 578 
 1103 ; Медаль за заслуги Борис III. Болгария ;  ;  ; Ж/м ; VF-XF ; 18 ; medal85 ; 765 
 1104 ; Медаль за 20 лет безупречной службы в строительных войсках. Болгария ;  ;  ; Ж/м ; VF+ ; 5 ; dgin ; 396 
 1105 ; Медаль за участие в 1МВ. Сербия ;  ;  ; Ж/м ; VF ; 29 ; medal85 ; 1806 
 1106 ; Медаль Автобронетанковое управление МО РФ ;  ;  ; Ж/м ; XF ; 9 ; жора ; 352 
 1107 ; Крест 1916-1918гг ;  ;  ; Ж/м ; VF ; 47 ; melkore ; 1836 
 1108 ; Крест Чехословакия ;  ;  ; Ж/м ; VF+ ; 34 ; veektor ; 907 
