 4687 ; Бона иностранная ;  ;  ;  ;  ; 12 ; smel ; 150 
 824 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F+ ; 12 ; inter111 ; 259 
 825 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F+ ; 20 ; jef688 ; 80 
 826 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 53 ; inter111 ; 255 
 827 ; Денга "Дозор". Иван III Васильевич ; 1462-1505 ;  ; Ag ; F-VF ; 74 ; inter111 ; 638 
 828 ; Денга "Дозор". Иван III Васильевич. Деформация ; 1462-1505 ;  ; Ag ; F-VF ; 34 ; lm ; 195 
 829 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 10 ; maremark ; 60 
 830 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 38 ; bask2008 ; 100 
 831 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 20 ; maremark ; 57 
 832 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 44 ; neshko ; 69 
 833 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 15 ; maremark ; 49 
 834 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 19 ; clear_sky ; 63 
 835 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 13 ; maremark ; 45 
 836 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 15 ; maremark ; 49 
 837 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 32 ; zoom30 ; 115 
 838 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 22 ; maremark ; 61 
 839 ; Копейка. Деформация ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 24 ; maremark ; 90 
 840 ; Копейка ; 1601 ; Борис Годунов Новгородский ден.двор ; Ag ; VF- ; 37 ; klaid ; 612 
 841 ; Копейка ; 1601 ; Борис Годунов Новгородский ден.двор ; Ag ; VF- ; 21 ; maremark ; 90 
 842 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; VF- ; 9 ; Рыжая_Кыся ; 101 
 843 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 28 ; Рыжая_Кыся ; 100 
 844 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF- ; 6 ; Рыжая_Кыся ; 88 
 845 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF- ; 21 ; Рыжая_Кыся ; 88 
 846 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF ; 27 ; maremark ; 94 
 847 ; Копейка. Легкая деформация ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF- ; 9 ; Bagdan ; 165 
 848 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF- ; 20 ; raise ; 132 
 849 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF- ; 30 ; lm ; 196 
 850 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; VF- ; 27 ; elinsckij123 ; 300 
 851 ; Копейка. Дмитрий Иванович (Лжедмитрий I) ; 1605-1606 ;  ; Ag ; VF- ; 54 ; Marcus ; 816 
 852 ; Копейка. Деформация ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; VF- ; 40 ; 56 негритят ; 489 
 853 ; Копейка. Деформация ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Новгородский ден.двор ; Ag ; F-VF ; 32 ; Рыжая_Кыся ; 275 
 854 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; VF- ; 19 ; lrs-12 ; 510 
 855 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 52 ; evg ; 107 
 856 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 16 ; maremark ; 51 
 857 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 24 ; neshko ; 63 
 858 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 35 ; sinus ; 158 
 859 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 20 ; mix55 ; 306 
 860 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 32 ; генадич ; 123 
 861 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 27 ; sinus ; 104 
 862 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 15 ; sinus ; 1020 
 863 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 25 ; Bagdan ; 137 
 864 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 43 ; samsung ; 136 
 865 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 23 ; elinsckij123 ; 200 
 866 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 49 ; Bagdan ; 156 
 767 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF- ; 100 ; gabr ; 357 
 768 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 45 ; волга ; 269 
 769 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF- ; 72 ; волга ; 176 
 770 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF ; 60 ; dali ; 453 
 771 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 15 ; micola.c ; 308 
 772 ; Денга. Иван III Васильевич. Тверь ; 1462-1505 ;  ; Ag ; F-VF ; 80 ; clear_sky ; 341 
 773 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF ; 37 ; micola.c ; 408 
 774 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 23 ; micola.c ; 180 
 775 ; Денга "Дозор". Иван III Васильевич ; 1462-1505 ;  ; Ag ; VF- ; 43 ; Nejdan ; 410 
 776 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 35 ; himak ; 2217 
 777 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 80 ; барсик ; 131 
 778 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 41 ; neshko ; 206 
 779 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 30 ; maremark ; 46 
 780 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 13 ; генадич ; 153 
 781 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 52 ; luvita ; 101 
 782 ; Копейка ; 1605 ; Борис Годунов Новгородский ден.двор ; Ag ; VF- ; 17 ; dali ; 612 
 783 ; Копейка ; 1603 ; Борис Годунов Новгородский ден.двор ; Ag ; VF- ; 25 ; peck ; 215 
 784 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 39 ; luvita ; 101 
 785 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; VF- ; 34 ; sergey51 ; 101 
 786 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; VF- ; 32 ; Bagdan ; 240 
 787 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 30 ; sinus ; 2609 
 788 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Московский ден.двор ; Ag ; VF- ; 29 ; Vaneev ; 450 
 789 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; VF- ; 39 ; sergey51 ; 667 
 790 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 21 ; vak ; 153 
 791 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 46 ; 56 негритят ; 334 
 792 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 26 ; 12345lal ; 359 
 793 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; F+ ; 57 ; sergey51 ; 278 
 794 ; Копейка ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; F+ ; 20 ; sergey51 ; 159 
 795 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 35 ; mix55 ; 102 
 796 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 16 ; sergey51 ; 461 
 797 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; maremark ; 65 
 798 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 27 ; samsung ; 83 
 799 ; Копейка. Михаил Федорович. Инкузный след ; 1613-1645 ;  ; Ag ; F ; 31 ; Джейк ; 101 
 800 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF- ; 44 ; nemetz ; 101 
 801 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF- ; 39 ; maremark ; 49 
 802 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; F-VF ; 20 ; off ; 100 
 803 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 54 ; himak ; 581 
 804 ; Денга. Деформация ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF- ; 43 ; Георг ; 775 
 805 ; Денга. Василий Васильевич (Темный). Утеряна часть монеты ; 1425-1462 ;  ; Ag ; F-VF ; 52 ; Vaneev ; 370 
 806 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 63 ; viridis ; 608 
 807 ; Денга. Деформация, забоины ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F ; 41 ; raise ; 227 
 808 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 90 ; Vaneev ; 561 
 809 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 43 ; raise ; 262 
 810 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 103 ; inter111 ; 370 
 811 ; Денга. Обломана ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F ; 65 ; cochu ; 340 
 812 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 43 ; himak ; 1512 
 813 ; Денга допетровская ;  ;  ; Ag ; F ; 47 ; micola.c ; 258 
 814 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F ; 51 ; Dahan ; 159 
 815 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 14 ; himak ; 273 
 816 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 69 ; raise ; 192 
 451 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; AU ; 106 ; RAF ; 2500 
 452 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF- ; 50 ; Zakhapisty ; 160 
 453 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; VF-XF ; 106 ; Dorian ; 680 
 454 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; F-VF ; 54 ; Vov ; 55 
 455 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 40 ; eov ; 325 
 456 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 12 ; olimpic74 ; 135 
 457 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VG ; 39 ; neshko ; 102 
 458 ; Полушка ; 1750 ; Орёл 1744 г. ; Cu ; F+ ; 68 ; vvr ; 360 
 459 ; Полушка ; 1850 ; ЕМ ; Cu ; VF ; 97 ; Андрей Т 81000 ; 714 
 460 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; XF+ ; 47 ; sibtec ; 1200 
 461 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; AU ; 33 ; 661827 ; 1000 
 462 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; AU ; 79 ; 725072 ; 950 
 463 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; XF+ ; 12 ; temir ; 946 
 464 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; AU ; 108 ; RAF ; 1100 
 465 ; 3 копейки "Оккупация" ; 1916А ;  ; Fe ; VF+ ; 45 ; ZOLTAN333 ; 572 
 466 ; 3 копейки "Оккупация" ; 1916А ;  ; Fe ; XF+ ; 70 ; bondars ; 1487 
 467 ; 2 копейки "Оккупация" ; 1916J ;  ; Fe ; VF ; 53 ; PolAn ; 630 
 468 ; 10 пенни ; 1916 ; Финляндия ; Cu ; F-VF ; 40 ; $ab$er ; 157 
 469 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF+ ; 21 ; PolAn ; 125 
 470 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 22 ; поручик ; 122 
 471 ; 5 пенни ; 1917 ; Финляндия ; Cu ; XF ; 5 ; gtnhjd ; 83 
 472 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 18 ; PolAn ; 140 
 473 ; 1 пенни ; 1909 ; Финляндия ; Cu ; VF+ ; 32 ; PolAn ; 102 
 474 ; 1 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 52 ; PolAn ; 91 
 475 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF ; 35 ; neshko ; 55 
 476 ; Лот монет России (6шт): денга ; 1749-1845 ;  ; Cu ; VG/G ; 36 ; ladogaga ; 830 
 477 ; Лот монет России: 5к, 2к (3шт) ; 1757-1834 ;  ; Cu ; F+/VG ; 53 ; temir ; 219 
 478 ; Лот монет России: 5,2,1 коп, денга (4шт) ; 1749-1912 ;  ; Cu ; G/VF+ ; 20 ; vic2 ; 101 
 479 ; Лот монет России: 2 коп (3шт) ; 1811-1813 ;  ; Cu ; VF-/G ; 33 ; jef688 ; 114 
 480 ; Лот монет России (3шт): 5 копеек, денга ; 1869,1767,1768 ;  ; Cu ; F-/VG ; 39 ; grisha2401 ; 156 
 481 ; Лот монет России (3шт): 1 копейка ; 1818,1847 ;  ; Cu ; G/VG ; 44 ; jef688 ; 94 
 482 ; Лот монет России (5шт): денга, полушка ; 1731-1852 ;  ; Cu ; G/VG ; 131 ; 13 ; 674 
 483 ; Лот монет России (5шт): денга, 1/4 копейки ; 1748-1842 ;  ; Cu ; G/VG ; 37 ; барсик ; 257 
 484 ; Лот монет России (3шт): 2к,1к ; 1832,1838,1861 ;  ; Cu ; VG/G ; 44 ; gtnhjd ; 276 
 485 ; Лот монет России (2шт): 5к,1к ; 1869,1909 ;  ; Cu ; VG/G ; 19 ; gtnhjd ; 69 
 486 ; Лот монет России (3шт): 5к,2к ; 1868,1898 ;  ; Cu ; G ; 18 ; ladogaga ; 200 
 753 ; Денга ; 1362-1389 ; Дмитрий Иванович (Донской) ; Ag ; VF+ ; 89 ; oleg61 ; 16339 
 754 ; Денга. Князь Семен Владимирович. Деформация ; 1410-1426 ; Серпуховское Удельное Княжество ; Ag ; F-VF ; 62 ; Nejdan ; 1046 
 755 ; Денга. Князь Семен Владимирович ; 1410-1426 ; Серпуховское Удельное Княжество ; Ag ; F-VF ; 102 ; Vaneev ; 2654 
 756 ; Денга. Князь Василий Иванович ; после 1456 ; Великое Княжество Рязанское ; Ag ; F-VF ; 46 ; inter111 ; 634 
 757 ; Денга. Деформация ; XIV в ; Суздальско-Нижегородское Княжество ; Ag ; VF- ; 73 ; himak ; 6720 
 758 ; Денга ; XIV в ; Суздальско-Нижегородское Княжество ; Ag ; F-VF ; 75 ; нумизмат ; 2040 
 759 ; Денга ; XIV в ; Суздальско-Нижегородское Княжество ; Ag ; F-VF ; 69 ; нумизмат ; 1813 
 760 ; Денга. Утеряна часть монеты ; 1389-1425 ; Василий Дмитриевич ; Ag ; VF ; 44 ; himak ; 1768 
 761 ; Денга. Василий Дмитриевич. Коломенский чекан ; 1389-1425 ;  ; Ag ; VF- ; 78 ; Nejdan ; 5634 
 762 ; Денга. Суздальско-Нижегородское Великое кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; VF- ; 67 ; sinus ; 2924 
 763 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VF ; 44 ; Nejdan ; 1237 
 764 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 39 ; Георг ; 1211 
 765 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 38 ; dali ; 227 
 766 ; Денга. Иван III Васильевич. Утеряна часть монеты ; 1462-1505 ;  ; Ag ; F ; 25 ; himak ; 438 
 401 ; 2 копейки ; 1858 ; ЕМ ; Cu ; VF- ; 10 ; gtnhjd ; 130 
 402 ; 2 копейки ; 1862 ; ЕМ ; Cu ; VF ; 30 ; samurai 969 ; 297 
 403 ; 2 копейки ; 1884 ; СПБ ; Cu ; XF ; 158 ; якши37 ; 3132 
 404 ; 2 копейки ; 1890 ; СПБ ; Cu ; VF+ ; 71 ; Маша-растеряша ; 1836 
 405 ; 2 копейки ; 1904 ; СПБ ; Cu ; VF+ ; 129 ; ostman ; 344 
 406 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF- ; 23 ; jef688 ; 23 
 407 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 21 ; порт ; 35 
 408 ; 2 копейки ; 1916 ;  ; Cu ; AU ; 51 ; elefant1965 ; 340 
 409 ; Копейка ; 1758 ;  ; Cu ; F ; 7 ; kompman ; 72 
 410 ; Копейка ; 1760 ;  ; Cu ; F- ; 33 ; jef688 ; 51 
 411 ; Копейка ; 1797 ; ЕМ ; Cu ; VF ; 35 ; AVGUST ; 512 
 412 ; Копейка ; 1798 ; ЕМ ; Cu ; VF ; 33 ; pmaster ; 276 
 413 ; Копейка ; 1799 ; ЕМ ; Cu ; VF+ ; 29 ; ZET ; 408 
 414 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F+ ; 13 ; mamont ; 108 
 415 ; Копейка ; 1840 ; СПМ ; Cu ; XF- ; 74 ; fgd ; 609 
