 5991 ; Бона иностранная Венесуэла ;  ;  ;  ; AU ; 28 ; sibirian ; 28 
 454 ; 2 копейки ; 1916 ;  ; Cu ; VF-XF ; 39 ; chapay1959 ; 208 
 455 ; Копейка ; 1706 ; БК ; Cu ; VG ; 44 ; santan93 ; 1176 
 356 ; 5 копеек ; 1852 ; ЕМ ; Cu ; VF-XF ; 64 ; san44 ; 4590 
 357 ; 5 копеек ; 1858 ; ЕМ ; Cu ; XF- ; 47 ; san44 ; 3039 
 358 ; 5 копеек ; 1862 ; ЕМ ; Cu ; VF+ ; 77 ; MMG-1 ; 3193 
 359 ; 5 копеек ; 1864 ; ЕМ ; Cu ; VF ; 41 ; solder13 ; 713 
 360 ; 5 копеек ; 1865 ; ЕМ ; Cu ; VF ; 32 ; Andjey2878 ; 312 
 361 ; 5 копеек ; 1867 ; СПБ ; Cu ; F-VF ; 91 ; ct200h ; 7334 
 362 ; 5 копеек ; 1867 ; ЕМ ; Cu ; F+ ; 79 ; max96 ; 3895 
 363 ; 5 копеек ; 1868 ; ЕМ ; Cu ; VF- ; 27 ; 21011984andrei ; 357 
 364 ; 5 копеек ; 1869 ; ЕМ ; Cu ; VF ; 11 ; tanker1975 ; 215 
 365 ; 5 копеек ; 1869 ; ЕМ ; Cu ; F ; 28 ; nemeshika ; 148 
 366 ; 5 копеек ; 1870 ; ЕМ ; Cu ; F-VF ; 36 ; serg07_67 ; 408 
 367 ; 5 копеек ; 1871 ; ЕМ ; Cu ; F- ; 30 ; апосум ; 62 
 368 ; 5 копеек ; 1873 ; ЕМ ; Cu ; F+ ; 43 ; NAS2012 ; 228 
 369 ; 5 копеек ; 1874 ; ЕМ ; Cu ; XF- ; 46 ; cond ; 1733 
 370 ; 5 копеек ; 1878 ; СПБ ; Cu ; VF+ ; 34 ; Димыч ; 873 
 371 ; 5 копеек ; 1911 ; СПБ ; Cu ; XF- ; 37 ; MMG-1 ; 2200 
 372 ; 3 копейки ; 1840 ;  ; Cu ; VF ; 79 ; dimon46 ; 644 
 373 ; 3 копейки ; 1840 ; СПМ ; Cu ; VF- ; 28 ; gandy ; 2550 
 374 ; 3 копейки ; 1842 ; ЕМ ; Cu ; VF- ; 32 ; leshii40 ; 896 
 375 ; 3 копейки ; 1843 ; ЕМ ; Cu ; F-VF ; 45 ; gandy ; 466 
 376 ; 3 копейки ; 1852 ; ЕМ ; Cu ; VF ; 23 ; почтальон ; 714 
 377 ; 3 копейки ; 1860 ; ЕМ ; Cu ; F ; 30 ; Andjey2878 ; 180 
 378 ; 3 копейки ; 1862 ; ЕМ ; Cu ; XF ; 43 ; mixser ; 3700 
 379 ; 3 копейки ; 1870 ; ЕМ ; Cu ; F ; 39 ; юрий73 ; 83 
 380 ; 3 копейки ; 1872 ; ЕМ ; Cu ; F+ ; 23 ; NAS2012 ; 86 
 381 ; 3 копейки ; 1876 ; СПБ ; Cu ; VF+ ; 48 ; SSK ; 2042 
 382 ; 3 копейки ; 1877 ; СПБ ; Cu ; F+ ; 26 ; 21011984andrei ; 159 
 383 ; 3 копейки ; 1879 ; СПБ ; Cu ; VF- ; 22 ; ksun ; 536 
 384 ; 3 копейки ; 1898 ; СПБ ; Cu ; VF- ; 25 ; 1977.11.01. ; 847 
 385 ; 3 копейки ; 1900 ; СПБ ; Cu ; F-VF ; 21 ; denishe ; 526 
 386 ; 3 копейки ; 1902 ; СПБ ; Cu ; F-VF ; 30 ; V-2 ; 513 
 387 ; 3 копейки ; 1903 ; СПБ ; Cu ; F ; 16 ; nemeshika ; 34 
 388 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF ; 53 ; dimon46 ; 271 
 389 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF ; 19 ; alex752 ; 117 
 390 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 32 ; EMF ; 327 
 391 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 15 ; gnom2013 ; 202 
 392 ; 3 копейки ; 1914 ; СПБ ; Cu ; XF- ; 26 ; Esaul M ; 180 
 393 ; 3 копейки ; 1915 ;  ; Cu ; XF ; 44 ; nemeshika ; 227 
 394 ; 3 копейки ; 1916 ;  ; Cu ; XF- ; 54 ; 222211 ; 555 
 395 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 23 ; ksun ; 192 
 396 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; F-VF ; 30 ; acad ; 532 
 397 ; 2 копейки ; 1765 ; ММ ; Cu ; VF- ; 52 ; MMG-1 ; 1300 
 398 ; 2 копейки ; 1770 ; ЕМ ; Cu ; F-VF ; 20 ; почтальон ; 255 
 399 ; 2 копейки ; 1771 ; КМ "Сибирь" ; Cu ; VF ; 68 ; FoxSF ; 3009 
 400 ; 2 копейки ; 1788 ; СПМ ; Cu ; F-VF ; 25 ; san44 ; 465 
 401 ; 2 копейки ; 1799 ; КМ ; Cu ; VF+ ; 33 ; Zakhapisty ; 1030 
 402 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 30 ; апосум ; 108 
 403 ; 2 копейки. В капсуле NGC ; 1800 ; КМ ; Cu ; MS 62 ; 30 ; Алекс_Москва ; 5893 
 404 ; 2 копейки ; 1802 ; ЕМ ; Cu ; VF+ ; 29 ; sergius ; 5667 
 405 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 24 ; Anatoliy1959 ; 114 
 306 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 50 ; neokrug ; 132 
 307 ; 25 пенни. С короной ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 103 ; neokrug ; 357 
 308 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 30 ; santan93 ; 215 
 309 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 64 ; seadragon64 ; 138 
 310 ; Лот монет России для Финляндии (10 шт.):25 пенни ; 1915-1917 ;  ; Ag ; AU ; 73 ; antony196691 ; 1040 
 311 ; Лот монет России: 50,25 пенни (10шт) ; 1909-1917 ;  ; Ag ; AU/XF- ; 24 ; ДмитрийЩ ; 1452 
 312 ; Лот монет России: 50,25 пенни (10шт) ; 1890-1908 ;  ; Ag ; VF-/VF-XF ; 63 ; ЮСТАСС ; 1134 
 313 ; Лот Русско-Финских монет (11шт): 50,25 пенни ; 1909-1917 ;  ; Ag ; XF+/VF-XF ; 40 ; paranoy ; 1130 
 314 ; Лот монет России: 20,15,5 коп (7шт) ; 1822-1906 ;  ; Ag ; F-VF/VG ; 36 ; ЮСТАСС ; 906 
 315 ; Лот монет России 5 шт ; 1854-1901 ;  ; Ag ; F-VF ; 31 ; ЮСТАСС ; 1326 
 316 ; Лот монет России 10 шт ; 1869-1908 ;  ; Ag ; VG-VF ; 44 ; ЮСТАСС ; 1255 
 317 ; Лот монет России (10шт): 20к,15к,10к. На одной монете заделано отверстие ; 1863-1915 ;  ; Ag ; VF-XF/VG ; 45 ; l1 ; 1330 
 318 ; Лот монет России (7шт): 20к,15к ; 1907-1914 ;  ; Ag ; VF-/F+ ; 18 ; спартак 30 ; 1019 
 319 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; F-VF ; 40 ; почтальон ; 821 
 320 ; 10 копеек ; 1838 ; ЕМ НА ; Cu ; VF ; 45 ; SergN ; 2514 
 321 ; 5 копеек ; 1730 ; МД Хвост широкий ; Cu ; VG ; 71 ; FoxSF ; 6698 
 322 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF+ ; 22 ; zoom30 ; 1224 
 323 ; 5 копеек ; 1766 ; ЕМ ; Cu ; F-VF ; 18 ; wolikaz ; 206 
 324 ; 5 копеек ; 17?8 ;  ; Cu ; F-VF ; 26 ; каи51 ; 105 
 325 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 30 ; Костян 92 ; 282 
 326 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 10 ; SergN ; 294 
 327 ; 5 копеек ; 1773 ; КМ "Сибирь" ; Cu ; VF ; 46 ; кабан ; 4172 
 328 ; 5 копеек ; 1774 ; ЕМ ; Cu ; VF-XF ; 23 ; 439 ; 1249 
 329 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 18 ; FoxSF ; 295 
 330 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF- ; 36 ; taa ; 318 
 331 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 11 ; каи51 ; 215 
 332 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF+ ; 33 ; komod ; 270 
 333 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF- ; 17 ; FoxSF ; 272 
 334 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 47 ; Levon.Koins ; 1015 
 335 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 19 ; dav_79_2010 ; 295 
 336 ; 5 копеек ; 1788 ; ММ ; Cu ; VF- ; 41 ; acad ; 614 
 337 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF-/VF+ ; 32 ; FoxSF ; 551 
 338 ; 5 копеек. В капсуле NGC ; 1790 ; ЕМ ; Cu ; AU details ; 47 ; Kardinal71 ; 3550 
 339 ; 5 копеек. В капсуле NGC ; 1791 ; ЕМ ; Cu ; MS 61 ; 36 ; Алекс_Москва ; 4246 
 340 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F-VF ; 63 ; l1 ; 294 
 341 ; 5 копеек. В капсуле NGC ; 1791 ; АМ ; Cu ; AU 55 ; 30 ; Kardinal71 ; 4187 
 342 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF- ; 48 ; Rarik ; 3998 
 343 ; 5 копеек. В капсуле NGC ; 1794 ; ЕМ ; Cu ; AU 58 ; 32 ; Kardinal71 ; 3060 
 344 ; 5 копеек ; 1794 ; АМ ; Cu ; VF-XF ; 39 ; 439 ; 1506 
 345 ; 5 копеек ; 1795 ; КМ ; Cu ; VF- ; 55 ; SergN ; 2267 
 346 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-XF ; 25 ; ар-тур ; 1338 
 347 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF-XF ; 38 ; почтальон ; 1836 
 348 ; 5 копеек ; 1809 ; ЕМ ; Cu ; VF+ ; 41 ; Семен ; 3584 
 349 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF+ ; 31 ; MMG-1 ; 1631 
 350 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; F-VF ; 28 ; 21011984andrei ; 261 
 351 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF-XF ; 46 ; san44 ; 4397 
 352 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; F-VF ; 46 ; imi ; 214 
 353 ; 5 копеек ; 1834 ; ЕМ ФХ ; Cu ; VF+ ; 31 ; san44 ; 1734 
 354 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; VF- ; 35 ; ksun ; 357 
 355 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; F ; 26 ; sibirian ; 206 
 256 ; 5 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF ; 61 ; Masik ; 1019 
 257 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; XF ; 30 ; vasilyi66 ; 1020 
 258 ; 5 копеек. В капсуле SCG ; 1915 ; ВС ; Ag ; AU ; 19 ; Kardinal71 ; 1587 
 259 ; 4 копейки ; 1757 ; Ливонез ; Ag ; F ; 42 ; gandy ; 3467 
 260 ; 5 злотых ; 1829 ; FH Польша ; Ag ; VF-XF ; 124 ; }|{ивотное ; 18987 
 261 ; 2 злотых ; 1816 ; IB Польша ; Ag ; F-VF ; 37 ; Dentum ; 1926 
 262 ; 2 злотых ; 1821 ; IB Польша ; Ag ; VF- ; 43 ; bva150979 ; 2049 
 263 ; 2 злотых ; 1828 ; FH Польша ; Ag ; F-VF ; 28 ; Dentum ; 1926 
 264 ; 2 злотых ; 1830 ; FH Польша ; Ag ; VF-XF ; 100 ; волька76 ; 12634 
 265 ; 1 злотый ; 1830 ; FH Польша ; Ag ; VF ; 73 ; Ronald ; 1473 
 266 ; 1 злотый ; 1832 ; KG Польша ; Ag ; F-VF ; 73 ; bva150979 ; 1311 
 267 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF- ; 34 ; alexey_s ; 160 
 268 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF+ ; 37 ; Victory-2001 ; 941 
 269 ; 5 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF+ ; 39 ; Dentum ; 1546 
 270 ; 1 марка ; 1893 ; L Финляндия ; Ag ; VF-XF ; 40 ; VAZ-2107 ; 680 
 271 ; 50 пенни ; 1871 ; S Финляндия ; Ag ; VF- ; 18 ; апосум ; 204 
 272 ; 50 пенни ; 1872 ; S Финляндия ; Ag ; F-VF ; 19 ; Victory-2001 ; 405 
 273 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF ; 34 ; seadragon64 ; 174 
 274 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF+ ; 54 ; жора ; 144 
 275 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF-XF ; 32 ; жора ; 153 
 276 ; 50 пенни ; 1891 ; L Финляндия ; Ag ; VF+ ; 32 ; жора ; 144 
 277 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; VF+ ; 34 ; VAZ-2107 ; 159 
 278 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF-XF ; 33 ; VAZ-2107 ; 157 
 279 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 24 ; VAZ-2107 ; 153 
 280 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; VF-XF ; 28 ; VAZ-2107 ; 153 
 281 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF+ ; 20 ; mishael07 ; 175 
 282 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 23 ; CASABLANCA ; 261 
 283 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 56 ; Eliseev ; 227 
 284 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 36 ; СТРЕКОЗА ; 222 
 285 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 57 ; neokrug ; 374 
 286 ; 50 пенни. С короной ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 67 ; didgitecks ; 353 
 287 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 50 ; didgitecks ; 359 
 288 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 46 ; goram ; 306 
 289 ; 25 пенни ; 1889 ; L Финляндия ; Ag ; VF ; 38 ; ЮСТАСС ; 90 
 290 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; VF ; 11 ; nikomeh ; 57 
 291 ; 25 пенни ; 1891 ; L Финляндия ; Ag ; VF- ; 12 ; апосум ; 58 
 292 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF-XF ; 35 ; NAS2012 ; 110 
 293 ; 25 пенни ; 1898 ; L Финляндия ; Ag ; VF- ; 25 ; nikomeh ; 45 
 294 ; 25 пенни ; 1899 ; L Финляндия ; Ag ; VF-XF ; 11 ; nikomeh ; 57 
 295 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; XF- ; 31 ; NAS2012 ; 121 
 296 ; 25 пенни ; 1902 ; L Финляндия ; Ag ; VF-XF ; 25 ; Victory-2001 ; 3079 
 297 ; 25 пенни ; 1906 ; L Финляндия ; Ag ; XF ; 21 ; serg98 ; 185 
 298 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 10 ; ЮСТАСС ; 67 
 299 ; 25 пенни ; 1908 ; L Финляндия ; Ag ; XF- ; 41 ; жора ; 153 
 300 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF ; 27 ; mishael07 ; 100 
 301 ; 25 пенни ; 1910 ; L Финляндия ; Ag ; VF-XF ; 15 ; Victory-2001 ; 408 
 302 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU ; 25 ; mishael07 ; 177 
 303 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 28 ; Eliseev ; 160 
 304 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 26 ; Eliseev ; 160 
 305 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 38 ; seadragon64 ; 170 
 206 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF/AU ; 16 ; Claster ; 261 
 207 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF- ; 32 ; paranoy ; 160 
 208 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF ; 28 ; paranoy ; 192 
 209 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF- ; 14 ; paranoy ; 174 
 210 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 56 ; Kardinal71 ; 601 
 211 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 30 ; Kardinal71 ; 310 
 212 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF- ; 39 ; paranoy ; 144 
 213 ; 10 копеек. Разновидность ; 1915 ; ВС ; Ag ; XF ; 43 ; seadragon64 ; 317 
 214 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 36 ; neokrug ; 254 
 215 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 24 ; seadragon64 ; 178 
 216 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 37 ; Eliseev ; 207 
 217 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 88 ; neokrug ; 363 
 218 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 29 ; gfgf50 ; 158 
 219 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 58 ; neokrug ; 226 
 220 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 60 ; Claster ; 565 
 221 ; 10 копеек. Осака ; 1916 ;  ; Ag ; AU ; 93 ; uporleza ; 3642 
 222 ; 5 копеек ; 1814 ; СПБ ПС ; Ag ; VF-XF ; 79 ; Alex22D ; 8913 
 223 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; VF+ ; 45 ; сортам70 ; 376 
 224 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; F-VF ; 47 ; MMG-1 ; 469 
 225 ; 5 копеек ; 1818 ; СПБ ПС ; Ag ; F-VF ; 44 ; сортам70 ; 244 
 226 ; 5 копеек ; 1821 ; СПБ ПД ; Ag ; VF+ ; 70 ; ОСА ; 663 
 227 ; 5 копеек ; 1824 ; СПБ ПД ; Ag ; VF-XF ; 47 ; ОСА ; 955 
 228 ; 5 копеек ; 1826 ; СПБ НГ ; Ag ; VF-XF ; 45 ; ОСА ; 1797 
 229 ; 5 копеек. Отверстие ; 1827 ; СПБ НГ ; Ag ; VG ; 22 ; RK1664 ; 147 
 230 ; 5 копеек ; 1830 ; СПБ НГ ; Ag ; VF-XF ; 47 ; Alex22D ; 2595 
 231 ; 5 копеек ; 1838 ; СПБ НГ ; Ag ; VF-XF ; 54 ; сортам70 ; 507 
 232 ; 5 копеек ; 1840 ; СПБ НГ ; Ag ; XF ; 46 ; coincoll ; 3264 
 233 ; 5 копеек ; 1843 ; СПБ АЧ ; Ag ; XF ; 50 ; prince1959 ; 2343 
 234 ; 5 копеек ; 1850 ; СПБ ПА ; Ag ; VF-XF ; 31 ; ОСА ; 1503 
 235 ; 5 копеек ; 1851 ; СПБ ПА ; Ag ; XF- ; 46 ; konoval333 ; 2008 
 236 ; 5 копеек ; 1852 ; СПБ ПА ; Ag ; XF ; 64 ; coincoll ; 2000 
 237 ; 5 копеек ; 1874 ; СПБ HI ; Ag ; XF+ ; 58 ; kont ; 4500 
 238 ; 5 копеек. В капсуле SCG ; 1882 ; СПБ НФ ; Ag ; AU ; 27 ; Kardinal71 ; 1734 
 239 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; F-VF ; 45 ; EAL34 ; 312 
 240 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; VF+ ; 53 ; FoxSF ; 532 
 241 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; AU ; 28 ; neokrug ; 1326 
 242 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; VF-XF ; 37 ; moneta34 ; 612 
 243 ; 5 копеек. В капсуле SCG ; 1890 ; СПБ АГ ; Ag ; AU ; 37 ; Kardinal71 ; 1030 
 244 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; AU ; 41 ; Olimpia ; 680 
 245 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; XF+ ; 35 ; AlexMar ; 1022 
 246 ; 5 копеек ; 1891 ; СПБ АГ ; Ag ; VF-XF ; 41 ; FoxSF ; 520 
 247 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; VF+ ; 22 ; FoxSF ; 452 
 248 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; VF-XF ; 48 ; FoxSF ; 400 
 249 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; VF- ; 25 ; сортам70 ; 244 
 250 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; AU ; 52 ; AlexMar ; 2601 
 251 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; VF-XF ; 28 ; FoxSF ; 520 
 252 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; AU ; 38 ; konoval333 ; 1540 
 253 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; AU ; 36 ; konoval333 ; 1022 
 254 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; XF+ ; 58 ; AlexMar ; 918 
 255 ; 5 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 30 ; V-2 ; 705 
 156 ; 15 копеек ; 1897 ; СПБ АГ ; Ag ; VF ; 49 ; solder13 ; 510 
 157 ; 15 копеек ; 1899 ; СПБ АГ ; Ag ; VF- ; 33 ; VAZ-2107 ; 83 
 158 ; 15 копеек ; 1904 ; СПБ АР ; Ag ; VF ; 41 ; serg07_67 ; 171 
 159 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 34 ; ОСА ; 340 
 160 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF+ ; 22 ; trimbel ; 210 
 161 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF-XF ; 46 ; Ной ; 170 
 162 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; AU ; 50 ; Kardinal71 ; 2001 
 163 ; 15 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF- ; 23 ; chapay1959 ; 306 
 164 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF+ ; 26 ; trimbel ; 230 
 165 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF- ; 26 ; m1940 ; 340 
 166 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 43 ; VAZ-2107 ; 202 
 167 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 50 ; didgitecks ; 262 
 168 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 72 ; neokrug ; 510 
 169 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 43 ; neokrug ; 238 
 170 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 47 ; Чашник ; 250 
 171 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 50 ; Kardinal71 ; 355 
 172 ; 15 копеек. Осака ; 1916 ;  ; Ag ; XF+ ; 44 ; Guerras ; 1941 
 173 ; 15 копеек ; 1917 ; ВС ; Ag ; AU ; 53 ; Z,kjrj2015 ; 7178 
 174 ; Гривенник ; 1742 ;  ; Ag ; VF- ; 105 ; l1 ; 1350 
 175 ; Гривенник ; 1745 ;  ; Ag ; VF+ ; 26 ; ОСА ; 2499 
 176 ; Гривенник ; 1745 ;  ; Ag ; VF- ; 58 ; l1 ; 3548 
 177 ; Гривенник ; 1768 ;  ; Ag ; VG ; 33 ; арбат ; 253 
 178 ; Гривенник ; 1779 ; СПБ ; Ag ; G ; 28 ; yunonik ; 181 
 179 ; 10 копеек ; 1798 ; СМ МБ ; Ag ; VF+ ; 57 ; ОСА ; 17212 
 180 ; 10 копеек ; 1811 ; СПБ ФГ ; Ag ; VF- ; 25 ; smirnov1957 ; 607 
 181 ; 10 копеек ; 1823 ; СПБ ПД ; Ag ; VF- ; 69 ; imi ; 357 
 182 ; 10 копеек ; 1826 ; СПБ НГ ; Ag ; F-VF ; 59 ; val211 ; 304 
 183 ; 10 копеек ; 1839 ; СПБ НГ ; Ag ; VF+ ; 49 ; ОСА ; 875 
 184 ; 10 копеек ; 1855 ; СПБ HI ; Ag ; XF+ ; 53 ; MMG-1 ; 3000 
 185 ; 10 копеек ; 1861 ; СПБ ФБ ; Ag ; XF ; 39 ; Kardinal71 ; 629 
 186 ; 10 копеек ; 1861 ; СПБ ; Ag ; AU/XF ; 52 ; Норман ; 677 
 187 ; 10 копеек ; 1861 ; СПБ ; Ag ; AU/XF ; 42 ; сортам70 ; 525 
 188 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF+ ; 38 ; l1 ; 536 
 189 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF- ; 25 ; m1940 ; 411 
 190 ; 10 копеек ; 1863 ; СПБ АБ ; Ag ; XF+ ; 43 ; smirnov1957 ; 1337 
 191 ; 10 копеек ; 1864 ; СПБ НФ ; Ag ; XF+ ; 35 ; Kardinal71 ; 1873 
 192 ; 10 копеек ; 1867 ; СПБ HI ; Ag ; VF-XF ; 31 ; coincoll ; 517 
 193 ; 10 копеек ; 1868 ; СПБ HI ; Ag ; VF ; 11 ; ksun ; 340 
 194 ; 10 копеек ; 1871 ; СПБ HI ; Ag ; VF ; 45 ; ksun ; 353 
 195 ; 10 копеек ; 1898 ; СПБ АГ ; Ag ; VF- ; 42 ; Claster ; 1122 
 196 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; F+ ; 26 ; Rober ; 90 
 197 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; F ; 34 ; VAZ-2107 ; 77 
 198 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; XF+ ; 55 ; мак-сим ; 1574 
 199 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; VF ; 33 ; tanker1975 ; 273 
 200 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF+ ; 23 ; tanker1975 ; 167 
 201 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF- ; 20 ; nemeshika ; 204 
 202 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 27 ; VAZ-2107 ; 191 
 203 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF ; 39 ; Zorro-09 ; 204 
 204 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF-XF ; 40 ; seadragon64 ; 176 
 205 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; AU/XF ; 27 ; Kardinal71 ; 714 
 106 ; 20 копеек ; 1869 ; СПБ HI ; Ag ; F+ ; 15 ; Rober ; 117 
 107 ; 20 копеек ; 1872 ; СПБ HI ; Ag ; VF ; 9 ; imi ; 128 
 108 ; 20 копеек ; 1875 ; СПБ HI ; Ag ; AU ; 34 ; кве ; 3124 
 109 ; 20 копеек ; 1876 ; СПБ HI ; Ag ; F ; 13 ; КОСТРОМА ; 100 
