 151 ; Медаль "За храбрость". Новодел. D-28мм ;  ;  ; Cu ; VF-XF ; 31 ; 222211 ; 2833 
 910 ; Сребренник. Тмутаракань. Подражание Миллиарисию ;  ;  ; Cu ; F+ ; 61 ; droopy ; 3243 
 911 ; Монета. Крымское Ханство. Хан Узбек. М-0,95г ;  ;  ; Ag ; F+ ; 14 ; Sterh ; 72 
 912 ; Монета. Крымское Ханство. Хан Узбек. М-0,99г ;  ;  ; Ag ; F+ ; 29 ; Sterh ; 51 
 913 ; Монета. Крымское Ханство. Хан Узбек. М-0,86г ;  ;  ; Ag ; F+ ; 27 ; барсик ; 72 
 914 ; Бешлык. Крымское ханство, Селамет Гирей II ; 1152-1156 л.х. ;  ; Ag ; F-VF ; 25 ; kotyamoi ; 41 
 915 ; Монета средневековая. Крымское ханство. Менгли-Гирей I ; 873-878л.х. ;  ; Ag ; F-VF ; 20 ; aziya11 ; 130 
 916 ; 1 донг "тяньфу тунбао", иероглиф 12ч. Аннам, Династия Ранняя Ле. D-25мм ; 980-988 ;  ; Br ; F+ ; 13 ; von_Schwarz ; 162 
 917 ; 1 донг "сянфу юаньбао", гладкий. Аннам, Династия Мо. D-21,5мм ; 1638-1677 ;  ; Br ; F ; 7 ; andrej888 ; 72 
 818 ; Тетрадрахма. Индо-Скифы, Азес II. М-8,56гр ; 35г до н.э.-5 ;  ; Ag ; VF- ; 53 ; Sterh ; 1467 
 819 ; Драхма. Индо-Скифы. Азес II. М-2,29гр ; 35г до н.э.-5 ;  ; Ag ; VF- ; 116 ; саров ; 2070 
 820 ; Денарий. Рим, имп. Траян. М-2,92гр ; 98-117 ;  ; Ag ; VF- ; 76 ; саров ; 1635 
 821 ; Антониниан. Рим, имп. Гордиан III. М-4,28гр ; 238-244 ;  ; Ag ; VF- ; 38 ; саров ; 1530 
 822 ; Антониниан. Римская империя, Отацилия Севера (жена Филиппа I). М-4,14гр ; 245-247 ;  ; Ag ; VF- ; 100 ; саров ; 1361 
 823 ; Драхма. Индо-Сасаниды. М-4,05гр ; 9-12 вв ;  ; Ag ; VF- ; 45 ; andrej888 ; 860 
 824 ; Драхма. Гунны, 2-ая династия Тюрк-Шахи. М-3,19гр ; 850-970 ;  ; Ag ; VF- ; 53 ; саров ; 1532 
 825 ; Денарий. Рим. Траян. М-2,84г ; 98-117 ;  ; Ag ; F-VF ; 54 ; supreme ; 729 
 826 ; Денарий. Рим. Траян. М-2,89г ; 98-117 ;  ; Ag ; F-VF ; 41 ; supreme ; 714 
 827 ; Денарий. Рим. Адриан. М-3,375г ; 117-138 ;  ; Ag ; F-VF ; 45 ; dmitrij76 ; 816 
 828 ; Денарий. Рим. Марк Аврелий. М-2,69г ; 161-180 ;  ; Ag ; F-VF ; 82 ; kush07 ; 1145 
 829 ; Денарий. Рим. Антоний Пий. М-2,54г ; 138-161 ;  ; Ag ; F-VF ; 54 ; supreme ; 816 
 830 ; Денарий. Рим. Коммод. М-2,36г ; 176-192 ;  ; Ag ; F-VF ; 41 ; voldemar56 ; 744 
 831 ; Дупондий. Рим, имп. Адриан. М-12,80гр ; 125 ;  ; Cu ; VF- ; 57 ; ANK ; 1434 
 832 ; Монета античная. Рим, Гераклея , имп. Лициний I. М-3,92гр ; 308-324 ;  ; Cu ; F-VF ; 61 ; supreme ; 469 
 833 ; Монета античная. Рим, Антиохия, имп. Клавдий II. М-2,99гр ; 269-270 ;  ; Cu ; F-VF ; 26 ; voldemar56 ; 310 
 834 ; Антониниан. Рим, имп. Галлиен. М-3,35гр ; 253-268 ;  ; Cu ; VF- ; 35 ; supreme ; 612 
 835 ; Монета античная. Рим, Cyzicus, имп. Константин II. М-2,93гр ; 337-361 ;  ; Cu ; VF- ; 28 ; supreme ; 666 
 836 ; Дихалк. Ольвия. М-3,98гр ; 400-370гг до н.э. ;  ; Cu ; VF- ; 111 ; Диман ; 1785 
 837 ; Лепта. Пантикапей. М-3,44гр ; 284-275 гг до н.э. ;  ; Cu ; VF- ; 86 ; supreme ; 768 
 838 ; Тетрахалк. Пантикапей. М-7,47нп ; 314-310 гг до н.э. ;  ; Cu ; VF- ; 56 ; supreme ; 643 
 839 ; Лепта. Пантикапей. М-1,50гр ; 389-379 гг до н.э. ;  ; Cu ; F-VF ; 85 ; von_Schwarz ; 296 
 840 ; Халк. Пантикапей. М-6,13гр ; 284-275 гг до н.э. ;  ; Cu ; F-VF ; 99 ; von_Schwarz ; 340 
 841 ; Драхма. Элимас. Персидская сотрапия под Парфией. М-2,63гр ; I в до н.э.-I в ;  ; Cu ; VF- ; 78 ; нумизмат ; 2000 
 842 ; Драхма. Элимас. Персидская сотрапия под Парфией. М-1,13гр ; I в до н.э.-I в ;  ; Cu ; VF- ; 61 ; supreme ; 860 
 843 ; Тетрахалк. Пантикапей. М-7,1г ; 294-284гг до нэ ;  ; Cu ; VF- ; 80 ; supreme ; 723 
 844 ; Тетрахалк. Гаргипия. М-7,15г ; 90-80 гг до нэ ;  ; Cu ; F+ ; 22 ; Sterh ; 182 
 845 ; Дихалк. Ольвия. М-3,41г ; 370-360 гг до нэ ;  ; Cu ; F+ ; 16 ; монета-с ; 45 
 846 ; Дихалк. Ольвия. М-3,02г ; 400-370 гг до нэ ;  ; Cu ; F+ ; 15 ; монета-с ; 61 
 847 ; Монета средневековая. Херсонес. Отверстие. М-5,74г ;  ;  ; Cu ; F-VF ; 22 ; монета-с ; 48 
 848 ; Дихалк. Пантикапей. М-3,48г ; 230-20 гг до нэ ;  ; Cu ; F-VF ; 55 ; von_Schwarz ; 263 
 849 ; Ассарий. Пантикапей. Котис I. М-5,67г ; 49 г ;  ; Cu ; F+ ; 22 ; монета-с ; 101 
 850 ; Тетрахалк. Пантикапей. М-5,49г ; 1 век до нэ ;  ; Cu ; F+ ; 34 ; sobiranel ; 123 
 851 ; Обол. Пантикапей. М-2,05г ; 275-245 гг до нэ ;  ; Cu ; F+ ; 23 ; kalashik ; 104 
 852 ; Дихалк. Пантикапей. М-2,41г ; 130-125 гг до нэ ;  ; Cu ; F-VF ; 18 ; sobiranel ; 116 
 853 ; Обол. Пантикапей. М-2г ; 150-140 гг до нэ ;  ; Cu ; F-VF ; 59 ; монета-с ; 101 
 854 ; Монета средневековая. Херсонес. М-2,2г. Дефект ;  ;  ; Cu ; F+ ; 3 ; каспер ; 44 
 855 ; Гемихалк. Пантикапей. М-0,81г ; 284-275 гг до нэ ;  ; Cu ; F-VF ; 9 ; монета-с ; 44 
 856 ; 1/25 обола (монета-дельфин). Ольвия. М-3,79г ; 5-4 века до нэ ;  ; Br ; F+ ; 9 ; Dahan ; 110 
 857 ; 1/25 обола (монета-дельфин). Ольвия. М-3,18г ; 5-4 века до нэ ;  ; Br ; F+ ; 45 ; masterovoi ; 90 
 858 ; 1/25 обола (монета-дельфин). Ольвия. М-2,28г ; 5-4 века до нэ ;  ; Br ; F+ ; 56 ; asparagus ; 141 
 859 ; 1/25 обола (монета-дельфин). Ольвия. М-1,36г ; 5-4 века до нэ ;  ; Br ; F+ ; 45 ; гриша ; 191 
 860 ; 1/25 обола (монета-дельфин). Ольвия. М-1,89г ; 5-4 века до нэ ;  ; Br ; F+ ; 23 ; koga ; 42 
 861 ; Монета-стрелка. Скифы. М-2,14г. Отверстие ; 4- 1 века до нэ ;  ; Br ; F-VF ; 39 ; grot ; 517 
 862 ; Монета-стрелка. Скифы. М-1,95г. Отверстие ; 4- 1 века до нэ ;  ; Br ; F-VF ; 55 ; KMTKMP ; 200 
 863 ; Монета-стрелка. Скифы. М-2,13г. Отверстие ; 4- 1 века до нэ ;  ; Br ; F-VF ; 27 ; Gorizn ; 164 
 864 ; Антониниан. Рим, имп. Волузиан ; 251-253 ;  ; Ag ; VF- ; 75 ; george56 ; 1125 
 865 ; Фоллис. Рим, имп. Грациан ; 367-383 ;  ; Cu ; F-VF ; 25 ; ppp ; 223 
 866 ; Фоллис. Рим, имп. Констант ; 333-350 ;  ; Cu ; F-VF ; 10 ; george56 ; 310 
 867 ; Фоллис. Рим, имп. Констанций II ; 324-361 ;  ; Cu ; F-VF ; 47 ; джокер ; 255 
 758 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 27 ; монета-с ; 45 
 759 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 20 ; StanislavAK ; 39 
 760 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 18 ; монета-с ; 35 
 761 ; Копейка. Федор Иванович. Новгород ; 1584-1598 ;  ; Ag ; F-VF ; 27 ; велес ; 59 
 762 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 17 ; торнадо ; 36 
 763 ; Копейка. Федор Иванович. Новгород ; 1584-1598 ;  ; Ag ; F-VF ; 14 ; велес ; 64 
 764 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 22 ; mgradov ; 104 
 765 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 27 ; evg ; 131 
 766 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 21 ; монета-с ; 93 
 767 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 21 ; KMTKMP ; 105 
 768 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 21 ; Рыжая_Кыся ; 49 
 769 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 9 ; монета-с ; 79 
 770 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 12 ; комод ; 117 
 771 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 43 ; zoom30 ; 255 
 772 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 8 ; Рыжая_Кыся ; 92 
 773 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 44 ; fokin ; 138 
 774 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; VF- ; 35 ; монета-с ; 76 
 775 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 17 ; монета-с ; 93 
 776 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF ; 30 ; mgradov ; 68 
 777 ; Лот допетровских монет Ивана Грозного, Федора Ивановича, Бориса Годунова (40шт): мечевая копейка, копейка, денга ;  ;  ; Ag ; F-VF/VF- ; 59 ; derbnik ; 3059 
 778 ; Лот допетровских монет Ивана IV Васильевича Грозного (106шт): копейка, денга ; 1533-1584 ;  ; Ag ; F+/VF- ; 50 ; derbnik ; 4577 
 779 ; Дирхем. Золотая орда. Хан Узбек ; 1313-1341 ;  ; Ag ; VF- ; 80 ; aziya11 ; 282 
 780 ; Дирхем. Золотая орда. Хан Узбек ; 1313-1341 ;  ; Ag ; VF- ; 68 ; aziya11 ; 269 
 781 ; Дирхем. Золотая Орда. Хан Хызр ; 1359-1361 ;  ; Ag ; F-VF ; 32 ; УФА ; 255 
 782 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; VF- ; 42 ; aziya11 ; 337 
 783 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; VF- ; 34 ; aziya11 ; 270 
 784 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F-VF ; 20 ; aziya11 ; 253 
 785 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F-VF ; 19 ; ВММ ; 317 
 786 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F-VF ; 33 ; aziya11 ; 296 
 787 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F-VF ; 61 ; Dahan ; 291 
 788 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F-VF ; 51 ; aziya11 ; 282 
 789 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F-VF ; 31 ; борисыч ; 276 
 790 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F-VF ; 14 ; Гордиан ; 276 
 791 ; Дирхем. Золотая Орда. Хан Джанибек ; 1342-1357 ;  ; Ag ; F-VF ; 46 ; aziya11 ; 337 
 792 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; F-VF ; 16 ; sd555 ; 270 
 793 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; F-VF ; 14 ; Гордиан ; 276 
 794 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; F-VF ; 38 ; Гордиан ; 261 
 795 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; F ; 28 ; гриша ; 255 
 796 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; F-VF ; 12 ; vc57 ; 220 
 797 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; F-VF ; 33 ; Гордиан ; 277 
 798 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; F-VF ; 41 ; asparagus ; 262 
 799 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; F-VF ; 37 ; Гордиан ; 227 
 800 ; Дирхем. Золотая Орда. Хан Бердибек ; 1357-1360 ;  ; Ag ; F-VF ; 37 ; Гордиан ; 272 
 801 ; Дирхем. Золотая Орда ;  ;  ; Ag ; VF- ; 28 ; Гордиан ; 296 
 802 ; Дирхем. Золотая Орда ;  ;  ; Ag ; VF- ; 33 ; avp ; 459 
 803 ; Дирхем. Золотая Орда ;  ;  ; Ag ; VF- ; 21 ; ВММ ; 281 
 804 ; Дирхем. Золотая Орда ;  ;  ; Ag ; VF- ; 31 ; vc57 ; 275 
 805 ; Дирхем. Золотая Орда ;  ;  ; Ag ; VF- ; 32 ; aziya11 ; 260 
 806 ; Пуло. Золотая Орда, хан Джанибек ; 1351-1352(752г.х.) ;  ; Cu ; F+ ; 47 ; борисыч ; 69 
 817 ; Тетрадрахма. Парфия, имп. Готарз II. М-12,20гр ; 40-51 ;  ; Ag ; VF- ; 88 ; ML ; 3573 
 708 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 37 ; derbnik ; 158 
 709 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 15 ; монета-с ; 60 
 710 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 11 ; swimen ; 68 
 711 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F+ ; 37 ; swimen ; 116 
 712 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 6 ; 64-1252 ; 66 
 713 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F+ ; 10 ; zoom30 ; 255 
 714 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 8 ; Рыжая_Кыся ; 92 
 715 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 16 ; Harlock ; 98 
 716 ; Копейка. Борис Федорович Годунов ; 1598-1605 ;  ; Ag ; F+ ; 11 ; Рыжая_Кыся ; 48 
 717 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F+ ; 5 ; 64-1252 ; 56 
 718 ; Копейка ; 1602 ; Борис Годунов Новгородский ден.двор ; Ag ; F+ ; 6 ; 64-1252 ; 56 
 719 ; Копейка ; 1600 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 25 ; монета-с ; 66 
 720 ; Копейка. Деформация ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 15 ; Империя ; 104 
 721 ; Копейка. Деформация ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 8 ; win.gradoff ; 295 
 722 ; Копейка. Деформация ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 36 ; монета-с ; 79 
 723 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F+ ; 15 ; Рыжая_Кыся ; 63 
 724 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F+ ; 20 ; mgradov ; 103 
 725 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F+ ; 31 ; монета-с ; 57 
 726 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 9 ; derbnik ; 160 
 727 ; Копейка. Деформация ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 32 ; derbnik ; 387 
 728 ; Копейка. Деформация ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 26 ; гриша ; 181 
 729 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F-VF ; 18 ; гриша ; 136 
 730 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F+ ; 5 ; Рыжая_Кыся ; 76 
 731 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден.двор ; Ag ; F+ ; 5 ; барсик ; 78 
