 5463 ; Лот бон иностранных 8 шт ;  ;  ;  ;  ; 20 ; TiBuL ; 68 
 520 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 10 ; Monah ; 43 
 521 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 54 ; ГдРъ ; 301 
 522 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 11 ; slando ; 153 
 523 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 14 ; aziya11 ; 90 
 524 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 13 ; Аника-Воин ; 157 
 525 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 15 ; Александ98 ; 57 
 526 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 28 ; aziya11 ; 114 
 527 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 19 ; dmivanych ; 141 
 528 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 11 ; aziya11 ; 77 
 529 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 11 ; trast ; 57 
 530 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 7 ; trast ; 77 
 531 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 9 ; aziya11 ; 116 
 532 ; Лот допетровских монет (11шт) ;  ;  ; Ag ; F-/G ; 11 ; StasStas ; 367 
 533 ; Лот монет Ивана Грозного (10шт): денга ; 1533-1584 ;  ; Ag ; F-VF/VG ; 9 ; StasStas ; 466 
 534 ; Лот монет Ивана Грозного (9шт): копейка ; 1533-1584 ;  ; Ag ; F+/VG ; 15 ; Василiч ; 458 
 535 ; Лот допетровских монет (6шт) ;  ;  ; Ag ; F+/VG ; 19 ; StasStas ; 208 
 536 ; Лот допетровских монет (3шт) ;  ;  ; Ag ; F+/F- ; 15 ; vlatskyv ; 187 
 537 ; Монета античная золотая. М - 2,805г, D - 23mm ;  ;  ; Au ; F-VF ; 39 ; d ; 11220 
 538 ; Монета античная золотая. М - 3,56г,  D - 24mm ;  ;  ; Au ; F ; 21 ; cunde42 ; 7242 
 539 ; Денарий. Рим. Максимин Фракиец ; 235-238 ;  ; Ag ; VF-XF ; 58 ; Hada ; 6630 
 540 ; Антониниан. Рим. Траян Деций ; 248-251 ;  ; Ag ; XF- ; 30 ; Глубина ; 5100 
 541 ; Фолис. Рим. Крисп. Внизу: S.T.R. - Treveri ; 317-326 ;  ; Cu ; VF+ ; 34 ; lestes ; 1360 
 542 ; Фолис. Рим. Константин II. Чеканка, как при Цезаре ; 317-337 ;  ; Cu ; VF ; 30 ; sax ; 1020 
 543 ; Фолис. Рим. Констанций II ; 337-361 ;  ; Cu ; VF ; 29 ; christian ; 856 
 544 ; Фолис. Рим. Констанций II ; 337-361 ;  ; Cu ; VF- ; 19 ; sax ; 578 
 545 ; Фолис. Рим. Константин I Великий. Посмертный выпуск ; 307-337 ;  ; Cu ; F+ ; 20 ; Папа с рацией ; 453 
 546 ; Монета. Херсонес. Василий I ; 867-886 ;  ; Cu ; VG ; 35 ; Jauho ; 377 
 547 ; Обол. Пантикопей. М - 1,82г ; 275-250 до н.э ;  ; Cu ; VG ; 17 ; Zarik ; 153 
 548 ; Тетрахалк. Пантикопей. М - 1,98г ; 225-200 до н.э ;  ; Cu ; VG ; 11 ; Zarik ; 102 
 549 ; Халк. Пантикопей. М - 1,22г ; 325-300 до н.э ;  ; Cu ; F ; 36 ; niger ; 521 
 550 ; Дихалк. Фракия. Месембрия. М - 4,52г ; 4 век до н.э ;  ; Cu ; VG ; 34 ; ask ; 589 
 451 ; Лот монет России (7шт): 3,2,1коп,1/2коп ; 1908-1909 ;  ; Cu ; F+/VG ; 20 ; Zигмунт ; 306 
 452 ; Лот монет России: 32,1 коп (3шт) ; 1899-1909 ;  ; Cu ; F- ; 17 ; Gad45 ; 200 
 453 ; Лот монет России (8шт): 1/2 коп ; 1897-1911 ;  ; Cu ; VG/G ; 19 ; Emv ; 306 
 454 ; Лот монет России (10шт): 1коп,1/2коп,1пенни ; 1798-1916 ;  ; Cu ; VF-XF/G ; 39 ; Zигмунт ; 706 
 455 ; Лот монет России: 3,2,1 коп, денга (7шт) ; 1741-1900 ;  ; Cu ; F/VG ; 7 ; Maks87 ; 225 
 456 ; Денга. Князь Борис Александрович ; 1425-1461 ; Великое Княжество Тверское. Борис Александрович ; Ag ; VF ; 76 ; Cobrador11 ; 6130 
 457 ; Денга. Князь Иван Васильевич ; XV в. ; Удельное Княжество Ярославское ; Ag ; F- ; 32 ; Al777 ; 13262 
 458 ; Денга. Деформация ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 28 ; zemlyk2014 ; 192 
 459 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 42 ; ГдРъ ; 533 
 460 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 27 ; Фофорс ; 566 
 461 ; Денга ; после 1480 ; Великий Новгород ; Ag ; VF+ ; 43 ; ГдРъ ; 2814 
 462 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF ; 31 ; slando ; 1129 
 463 ; Денга. Иван III Васильевич. Тверь ; 1462-1505 ;  ; Ag ; F+ ; 59 ; george56 ; 1158 
 464 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 16 ; Василiч ; 144 
 465 ; Денга. Василий III Иванович ; 1505-1533 ;  ; Ag ; F-VF ; 41 ; Василiч ; 138 
 466 ; Денга. Иван III Васильевич ; 1462-1505 ;  ; Ag ; VF- ; 36 ; Василiч ; 216 
 467 ; Денга. Великий Новгород ; 1420-1478 ;  ; Ag ; F+ ; 15 ; Изид ; 217 
 468 ; Денга. Суздальско-Нижегородское кн-во. Даниил Борисович ; 15в ;  ; Ag ; VG ; 10 ; vladmarkin ; 263 
 469 ; Денга. Суздальско-Нижегородское кн-во. Даниил Борисович. Утеряна часть монеты, деформация ; 15в ;  ; Ag ; F- ; 17 ; vladmarkin ; 309 
 470 ; Денга. Князь Василий Ярославович ; 1426-1483 ; Серпуховское Удельное Княжество ; Ag ; F ; 41 ; Cobrador11 ; 5744 
 471 ; Денга. Василий Дмитриевич. Деформация ; 1389-1425 ;  ; Ag ; F ; 43 ; Vaneev ; 1120 
 472 ; Денга. Суздальско-Нижегородское кн-во. Василий Дмитриевич ; 1389-1425 ;  ; Ag ; F-VF ; 21 ; Изид ; 447 
 473 ; Денга. Князь Иван Андреевич ; 1432-1454 ; Удельное Княжество Можайское ; Ag ; F ; 58 ; bniuyt ; 1479 
 474 ; Пуло. Князь Михаил Борисович ; 1461-1485 ; Великое Княжество Тверское. Михаил Борисович ; Cu ; VG ; 54 ; кве ; 716 
 475 ; Денга. Великий Новгород. Утеряна часть монеты ; 15в ;  ; Ag ; VG/G ; 10 ; vladmarkin ; 227 
 476 ; Денга. Василий Темный. Деформация ; 1425-1462 ;  ; Ag ; F ; 85 ; george56 ; 2422 
 477 ; Денга. Деформация ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 17 ; Фофорс ; 466 
 478 ; Денга "Дозор". Иван III Васильевич ; 1462-1505 ;  ; Ag ; F+ ; 25 ; aziya11 ; 240 
 479 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VG ; 26 ; Василiч ; 181 
 480 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F- ; 20 ; Василiч ; 105 
 481 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F ; 23 ; Jauho ; 192 
 482 ; Денга. Иван III Васильевич ; 1462-1505 ;  ; Ag ; F+ ; 19 ; bratss ; 201 
 483 ; Полушка. Обломана ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VG ; 7 ; Изид ; 159 
 484 ; Полушка. Обломана ; 1533-1584 ; Иван IV Васильевич ; Ag ; VG ; 11 ; aziya11 ; 255 
 485 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VG ; 24 ; Аника-Воин ; 208 
 486 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 14 ; Александ98 ; 79 
 487 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 19 ; numis197 ; 124 
 488 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 18 ; bratss ; 88 
 489 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 22 ; george56 ; 201 
 490 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF+ ; 32 ; slando ; 860 
 491 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF ; 16 ; bratss ; 71 
 492 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 13 ; trast ; 97 
 493 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 13 ; denis_aka_wolf ; 150 
 494 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 8 ; Александ98 ; 59 
 495 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 13 ; Gad45 ; 150 
 496 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 21 ; numis197 ; 153 
 497 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF ; 12 ; denis_aka_wolf ; 150 
 498 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF+ ; 12 ; Доктор Никитин ; 142 
 499 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 32 ; flutter ; 150 
 500 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF ; 7 ; flutter ; 105 
 401 ; 5 пенни ; 1888 ; Финляндия ; Cu ; F+ ; 22 ; Andrei2007 ; 144 
 402 ; 5 пенни ; 1889 ; Финляндия ; Cu ; VF+ ; 48 ; ГдРъ ; 301 
 403 ; 5 пенни ; 1889 ; Финляндия ; Cu ; VF- ; 23 ; САС ; 227 
 404 ; 5 пенни ; 1892 ; Финляндия ; Cu ; VF+ ; 56 ; flutter ; 735 
 405 ; 5 пенни ; 1897 ; Финляндия ; Cu ; VF+/VF- ; 13 ; WhiteMouse ; 113 
 406 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF- ; 15 ; WhiteMouse ; 113 
 407 ; 5 пенни ; 1899 ; Финляндия ; Cu ; F-VF ; 13 ; boroda ; 104 
 408 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF- ; 8 ; WhiteMouse ; 120 
 409 ; 5 пенни ; 1905 ; Финляндия ; Cu ; VF ; 10 ; Ma_X_iM ; 215 
 410 ; 5 пенни ; 1907 ; Финляндия ; Cu ; F-VF ; 11 ; boroda ; 59 
 411 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF ; 9 ; boroda ; 68 
 412 ; 5 пенни ; 1910 ; Финляндия ; Cu ; XF- ; 117 ; tarroman ; 13770 
 413 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 11 ; СANI ; 68 
 414 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 9 ; САС ; 106 
 415 ; 5 пенни ; 1916 ; Финляндия ; Cu ; AU ; 30 ; sax ; 281 
 416 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 13 ; САС ; 101 
 417 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 26 ; sax ; 217 
 418 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 31 ; sax ; 306 
 419 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 49 ; dsidorov ; 262 
 420 ; 1 пенни ; 1874 ; Финляндия ; Cu ; VG ; 8 ; Andrei2007 ; 206 
 421 ; 1 пенни ; 1875 ; Финляндия ; Cu ; VF+ ; 54 ; Ma_X_iM ; 995 
 422 ; 1 пенни ; 1883 ; Финляндия ; Cu ; AU ; 33 ; CMSpb ; 459 
 423 ; 1 пенни ; 1898 ; Финляндия ; Cu ; AU ; 64 ; DAndy-2003 ; 791 
 424 ; 1 пенни ; 1899 ; Финляндия ; Cu ; AU ; 42 ; Gast ; 872 
 425 ; 1 пенни. Брак чеканки ; 1900 ; Финляндия ; Cu ; AU ; 20 ; dsidorov ; 153 
 426 ; 1 пенни ; 1901 ; Финляндия ; Cu ; AU ; 30 ; DAndy-2003 ; 602 
 427 ; 1 пенни ; 1905 ; Финляндия ; Cu ; XF- ; 11 ; СANI ; 67 
 428 ; 1 пенни ; 1906 ; Финляндия ; Cu ; XF ; 27 ; Ma_X_iM ; 173 
 429 ; 1 пенни ; 1907 ; Финляндия ; Cu ; XF+ ; 18 ; sax ; 227 
 430 ; 1 пенни ; 1907 ; Финляндия ; Cu ; XF- ; 11 ; СANI ; 67 
 431 ; 1 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 9 ; Аника-Воин ; 133 
 432 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF+ ; 13 ; sax ; 153 
 433 ; 1 пенни ; 1909 ; Финляндия ; Cu ; XF- ; 11 ; СANI ; 69 
 434 ; 1 пенни ; 1911 ; Финляндия ; Cu ; XF+ ; 11 ; КВ50 ; 92 
 435 ; 1 пенни ; 1911 ; Финляндия ; Cu ; XF- ; 11 ; СANI ; 67 
 436 ; 1 пенни ; 1912 ; Финляндия ; Cu ; XF+ ; 11 ; КВ50 ; 92 
 437 ; 1 пенни ; 1913 ; Финляндия ; Cu ; XF+ ; 13 ; loko865 ; 153 
 438 ; 1 пенни ; 1914 ; Финляндия ; Cu ; XF+ ; 15 ; loko865 ; 159 
 439 ; 1 пенни ; 1914 ; Финляндия ; Cu ; XF ; 13 ; LIV ; 104 
 440 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 13 ; КВ50 ; 179 
 441 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 10 ; papinazu ; 73 
 442 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 14 ; КВ50 ; 163 
 443 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 8 ; СANI ; 73 
 444 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 34 ; Ma_X_iM ; 305 
 445 ; Лот монет России: 5 коп (13шт) ; 1868-1911 ;  ; Cu ; G-F ; 34 ; zemlyk2014 ; 1051 
 446 ; Лот монет России: 10 пенни (10шт) ; 1897-1916 ;  ; Cu ; VF-XF ; 46 ; хабар ; 1022 
 447 ; Лот монет России: 1 пенни (62шт) ; 1893-1917 ;  ; Cu ; VF-AU ; 112 ; Zигмунт ; 5109 
 448 ; Лот монет России: 5 пенни (10шт) ; 1908-1916 ;  ; Cu ; VF-XF ; 45 ; хабар ; 744 
 449 ; Лот монет России для Финляндии (6шт): 5 пенни ; 1913-1917 ;  ; Cu ; VF-XF/F-VF ; 20 ; хабар ; 235 
 450 ; Лот монет России (14шт): 5коп,3коп,2коп,1коп ; 1760-1914 ;  ; Cu ; VG/G ; 42 ; Vladimir Litvinov ; 1500 
 351 ; 1/2 копейки ; 1896 ; СПБ ; Cu ; G ; 34 ; Yrgen777 ; 220 
 352 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; AU ; 52 ; mongol64 ; 825 
 353 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VG ; 12 ; sibirian ; 57 
 354 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF ; 7 ; sibirian ; 67 
 355 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; F-VF ; 9 ; vlatskyv ; 69 
 356 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF- ; 28 ; CMSpb ; 192 
 357 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 31 ; WhiteMouse ; 146 
 358 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; VF-XF ; 59 ; lelik13821 ; 255 
 359 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF- ; 11 ; LAB-A ; 104 
 360 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 15 ; Zигмунт ; 153 
 361 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 20 ; архыз ; 181 
 362 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 15 ; Zигмунт ; 153 
 363 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 18 ; Zигмунт ; 133 
 364 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 18 ; LAB-A ; 135 
 365 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 41 ; серж 4-4 ; 170 
 366 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF- ; 51 ; WhiteMouse ; 153 
 367 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF ; 6 ; AGA ; 104 
 368 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; AU ; 17 ; DAndy-2003 ; 290 
 369 ; 1/2 копейки ; 1915 ;  ; Cu ; AU/XF ; 26 ; GAV1970 ; 310 
 370 ; Полушка ; 1707 ;  ; Cu ; G/VG ; 29 ; почтальон ; 1134 
 371 ; Полушка ; 1720 ; НД ; Cu ; VG ; 17 ; Я2016 ; 216 
 372 ; Полушка ; 1721 ;  ; Cu ; VG ; 13 ; WhiteMouse ; 49 
 373 ; Полушка ; 1722 ;  ; Cu ; F- ; 27 ; dmivanych ; 192 
 374 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; VG ; 28 ; rik ; 99 
 375 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VG ; 12 ; rik ; 111 
 376 ; 1/4 копейки ; 1892 ; СПБ ; Cu ; AU ; 69 ; ervin ; 4869 
 377 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; AU/XF ; 24 ; mongol64 ; 1742 
 378 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; AU ; 36 ; ккк ; 1787 
 379 ; 1/4 копейки ; 1910 ; СПБ ; Cu ; AU ; 69 ; Санёк А... ; 4518 
 380 ; 3 копейки "оккупация" ; 1916J ;  ; Fe ; VF+ ; 23 ; mongol64 ; 612 
 381 ; 2 копейки "оккупация" ; 1916J ;  ; Fe ; VF-XF ; 29 ; ВЕПРЬ ; 809 
 382 ; 1 копейка "оккупация" ; 1916J ;  ; Fe ; VF-XF ; 33 ; mongol64 ; 625 
 383 ; 10 пенни ; 1865 ; Финляндия ; Cu ; F-VF ; 27 ; Александ98 ; 161 
 384 ; 10 пенни ; 1889 ; Финляндия ; Cu ; VF ; 86 ; Арсенал ; 3570 
 385 ; 10 пенни ; 1890 ; Финляндия ; Cu ; VF ; 64 ; tarroman ; 1947 
 386 ; 10 пенни ; 1899 ; Финляндия ; Cu ; VF ; 33 ; Diamonds ; 155 
 387 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF ; 21 ; Ma_X_iM ; 225 
 388 ; 10 пенни ; 1908 ; Финляндия ; Cu ; VF ; 10 ; Ma_X_iM ; 227 
 389 ; 10 пенни ; 1910 ; Финляндия ; Cu ; VF-XF ; 16 ; Ma_X_iM ; 510 
 390 ; 10 пенни ; 1914 ; Финляндия ; Cu ; VF+ ; 30 ; WhiteMouse ; 113 
