 3536 ; Бона иностранная ;  ;  ;  ;  ; 25 ; brindamur ; 46 
 407 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 16 ; kolhis ; 110 
 408 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 14 ; murew ; 145 
 409 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 24 ; BVN-2 ; 63 
 310 ; 5 копеек ; 1807 ; ЕМ ; Cu ; VF+ ; 58 ; art67 ; 2946 
 311 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; F+ ; 40 ; Опятор ; 87 
 312 ; 5 копеек ; 1833 ; СМ ; Cu ; F-VF ; 30 ; Molot ; 929 
 313 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; VF+ ; 37 ; Danila-56 ; 1428 
 314 ; 5 копеек ; 1858 ; ЕМ ; Cu ; F+ ; 59 ; FVS ; 370 
 315 ; 5 копеек ; 1859 ; ЕМ ; Cu ; VF+ ; 58 ; Sky2 ; 1344 
 316 ; 5 копеек ; 1860 ; ЕМ ; Cu ; F+ ; 84 ; Опятор ; 132 
 317 ; 5 копеек ; 1868 ; ЕМ ; Cu ; F-VF/F+ ; 46 ; Олег33 ; 174 
 318 ; 5 копеек ; 1869 ; ЕМ ; Cu ; F+ ; 43 ; FVS ; 109 
 319 ; 5 копеек ; 1870 ; ЕМ ; Cu ; F+ ; 19 ; alex550 ; 53 
 320 ; 5 копеек ; 1872 ; ЕМ ; Cu ; F-VF ; 34 ; jef688 ; 65 
 321 ; 5 копеек ; 1873 ; ЕМ ; Cu ; F+ ; 20 ; jef688 ; 58 
 322 ; 5 копеек ; 1874 ; ЕМ ; Cu ; F+ ; 11 ; alex550 ; 41 
 323 ; 5 копеек. Набивка гурта ; 1875 ; ЕМ ; Cu ; F ; 11 ; galun ; 37 
 324 ; 5 копеек ; 1876 ; СПБ ; Cu ; F ; 40 ; Опятор ; 72 
 325 ; 5 копеек ; 1878 ; СПБ ; Cu ; F+ ; 18 ; jef688 ; 46 
 326 ; 5 копеек ; 1879 ; СПБ ; Cu ; F+ ; 19 ; svu14 ; 57 
 327 ; 5 копеек ; 1880 ; СПБ ; Cu ; F-VF ; 41 ; 01 ; 259 
 328 ; 5 копеек ; 1881 ; СПБ ; Cu ; F+ ; 41 ; is54 ; 119 
 329 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF+ ; 78 ; arseniev ; 338 
 330 ; 4 копейки. Трещина ; 1762 ;  ; Cu ; F-VF ; 78 ; лена ; 7431 
 331 ; 3 копейки ; 1843 ; ЕМ ; Cu ; F+ ; 24 ; jef688 ; 105 
 332 ; 3 копейки ; 1872 ; ЕМ ; Cu ; F+ ; 30 ; FVS ; 143 
 333 ; 3 копейки ; 1875 ; ЕМ ; Cu ; F ; 20 ; drn137 ; 41 
 334 ; 3 копейки ; 1876 ; СПБ ; Cu ; F-VF ; 62 ; taa ; 327 
 335 ; 3 копейки ; 1884 ; СПБ ; Cu ; F-VF ; 39 ; FVS ; 155 
 336 ; 3 копейки ; 1896 ; СПБ ; Cu ; F+ ; 45 ; kosty ; 44 
 337 ; 3 копейки ; 1898 ; СПБ ; Cu ; F+ ; 29 ; kosty ; 36 
 338 ; 3 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 36 ; Епалыч ; 46 
 339 ; 3 копейки ; 1899 ; СПБ ; Cu ; VF- ; 50 ; crackjack ; 81 
 340 ; 3 копейки ; 1900 ; СПБ ; Cu ; VF- ; 57 ; kosty ; 60 
 341 ; 3 копейки ; 1900 ; СПБ ; Cu ; F ; 42 ; Rober ; 46 
 342 ; 3 копейки ; 1901 ; СПБ ; Cu ; F-VF ; 59 ; sveta6369 ; 125 
 343 ; 3 копейки ; 1901 ; СПБ ; Cu ; F+ ; 11 ; dwwb ; 35 
 344 ; 3 копейки ; 1904 ; СПБ ; Cu ; VF ; 30 ; crackjack ; 71 
 345 ; 3 копейки ; 1904 ; СПБ ; Cu ; VF- ; 42 ; kosty ; 60 
 346 ; 3 копейки ; 1904 ; СПБ ; Cu ; VF- ; 78 ; alien34 ; 104 
 347 ; 3 копейки ; 1906 ; СПБ ; Cu ; VF- ; 15 ; kosty ; 63 
 348 ; 3 копейки ; 1907 ; СПБ ; Cu ; VF- ; 88 ; RVS ; 411 
 349 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF ; 18 ; crackjack ; 79 
 350 ; 3 копейки ; 1909 ; СПБ ; Cu ; F-VF ; 13 ; lsp25 ; 51 
 351 ; 3 копейки ; 1910 ; СПБ ; Cu ; VF ; 46 ; Sky2 ; 126 
 352 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF- ; 15 ; krft ; 45 
 353 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF ; 16 ; Danila-56 ; 76 
 354 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 14 ; crackjack ; 92 
 355 ; 3 копейки ; 1913 ; СПБ ; Cu ; F-VF ; 40 ; Rober ; 43 
 356 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF ; 7 ; sansan ; 83 
 357 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF- ; 36 ; crackjack ; 41 
 358 ; 3 копейки ; 1915 ;  ; Cu ; XF ; 46 ; crackjack ; 157 
 359 ; 3 копейки ; 1916 ;  ; Cu ; XF ; 55 ; Danila-56 ; 175 
 260 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF-XF ; 14 ; Варт ; 468 
 261 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF-XF ; 34 ; кабан ; 311 
 262 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF-XF ; 31 ; MDV ; 306 
 263 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 19 ; ls1870 ; 263 
 264 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 8 ; molodoy ; 143 
 265 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 38 ; sorochan1 ; 261 
 266 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 14 ; kosty ; 157 
 267 ; 5 копеек ; 1789 ; ЕМ ; Cu ; XF ; 140 ; michih ; 702 
 268 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF-XF ; 22 ; lsp25 ; 353 
 269 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF-XF ; 101 ; SergeyAnatoljevich ; 436 
 270 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF-XF ; 3 ; зехъ ; 521 
 271 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF-XF ; 35 ; никсер ; 276 
 272 ; 5 копеек ; 1790 ; АМ ; Cu ; F-VF ; 35 ; Molot ; 475 
 273 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F-VF ; 14 ; FVS ; 155 
 274 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F-VF ; 18 ; lsp25 ; 284 
 275 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF-XF ; 33 ; джокер ; 396 
 276 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F-VF ; 12 ; lsp25 ; 159 
 277 ; 5 копеек ; 1791 ; АМ ; Cu ; VF-XF ; 38 ; astronom ; 1230 
 278 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF- ; 28 ; вий444 ; 155 
 279 ; 5 копеек ; 1792 ; КМ ; Cu ; F+/F-VF ; 46 ; astronom ; 1041 
 280 ; 5 копеек ; 1792 ; АМ ; Cu ; F+ ; 13 ; ls1870 ; 431 
 281 ; 5 копеек ; 1792 ; АМ ; Cu ; VF- ; 24 ; Сухов ; 650 
 282 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF-XF ; 44 ; lsp25 ; 383 
 283 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF-XF ; 30 ; xTerra ; 375 
 284 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F-VF ; 17 ; yrik ; 153 
 285 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F+ ; 17 ; FVS ; 153 
 286 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F-VF ; 15 ; lsp25 ; 153 
 287 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF-XF ; 10 ; lsp25 ; 352 
 288 ; 5 копеек ; 1793 ; АМ ; Cu ; VF- ; 16 ; astronom ; 633 
 289 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF- ; 17 ; BVN-2 ; 153 
 290 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF ; 19 ; FVS ; 169 
 291 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+ ; 7 ; molodoy ; 129 
 292 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+/VF- ; 6 ; molodoy ; 143 
 293 ; 5 копеек. Затертость гурта ; 1793 ; ЕМ Павл.перечекан ; Cu ; F-VF ; 58 ; molodoy ; 900 
 294 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF+ ; 33 ; sorochan1 ; 297 
 295 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF-/F+ ; 8 ; molodoy ; 149 
 296 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F+ ; 6 ; molodoy ; 128 
 297 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF-XF ; 13 ; lsp25 ; 337 
 298 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 21 ; yrik ; 153 
 299 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF-XF ; 8 ; lsp25 ; 333 
 300 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF ; 23 ; FVS ; 225 
 301 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF+ ; 49 ; lsp25 ; 365 
 302 ; 5 копеек ; 1795 ; ЕМ ; Cu ; F-VF ; 16 ; FVS ; 153 
 303 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF- ; 95 ; FVS ; 161 
 304 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF-XF ; 37 ; Ролло ; 1836 
 305 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF+ ; 67 ; xTerra ; 2013 
 306 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF+/F+ ; 34 ; dimon46 ; 1201 
 307 ; 5 копеек ; 1803 ; КМ ; Cu ; VF- ; 54 ; xabib ; 2619 
 308 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF ; 37 ; кабан ; 1006 
 309 ; 5 копеек (Петров-2р, Ильин-1р) ; 1805 ; КМ ; Cu ; VF+ ; 16 ; 789321 ; 2700 
 210 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF ; 130 ; art67 ; 357 
 211 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF ; 17 ; кабан ; 132 
 212 ; 5 копеек ; 1765 ; ЕМ ; Cu ; VF ; 16 ; parasit ; 278 
 213 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF ; 118 ; 439 ; 417 
 214 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF ; 24 ; никсер ; 522 
 215 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF ; 12 ; parasit ; 235 
 216 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF- ; 15 ; FVS ; 174 
 217 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VF ; 13 ; 439 ; 252 
 218 ; 5 копеек ; 1768 ; ЕМ ; Cu ; F+ ; 12 ; никсер ; 164 
 219 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF+ ; 67 ; 439 ; 381 
 220 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF ; 12 ; lsp25 ; 215 
 221 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 10 ; FVS ; 148 
 222 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 57 ; molodoy ; 129 
 223 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 9 ; svu14 ; 108 
 224 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF- ; 66 ; MDV ; 255 
 225 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 8 ; andr99 ; 129 
 226 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 14 ; Рыба ; 157 
 227 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF- ; 13 ; kosty ; 153 
 228 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF+ ; 23 ; sorochan1 ; 304 
 229 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 17 ; FVS ; 177 
 230 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF ; 94 ; FVS ; 192 
 231 ; 5 копеек ; 1774 ; ЕМ ; Cu ; VF+ ; 136 ; Рыба ; 486 
 232 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F-VF ; 25 ; lsp25 ; 235 
 233 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF+ ; 89 ; 439 ; 306 
 234 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF-XF ; 5 ; ВДВ ; 816 
 235 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F ; 7 ; molodoy ; 143 
 236 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF-XF ; 31 ; кs ; 453 
 237 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 114 ; джокер ; 327 
 238 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 15 ; kosty ; 153 
 239 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF- ; 21 ; BVN-2 ; 215 
 240 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF+ ; 38 ; джокер ; 362 
 241 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 21 ; crackjack ; 161 
 242 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF-XF ; 37 ; джокер ; 370 
 243 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 8 ; molodoy ; 143 
 244 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 22 ; lsp25 ; 189 
 245 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 8 ; lsp25 ; 159 
 246 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF+ ; 28 ; sorochan1 ; 266 
 247 ; 5 копеек ; 1782 ; КМ ; Cu ; VF- ; 55 ; art67 ; 1742 
 248 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF+ ; 21 ; sorochan1 ; 211 
 249 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 14 ; BVN-2 ; 153 
 250 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 19 ; чукча ; 245 
 251 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF+ ; 14 ; xTerra ; 305 
 252 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF-XF ; 15 ; bux. ; 346 
 253 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF-XF ; 16 ; xTerra ; 341 
 254 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF-XF ; 19 ; xTerra ; 306 
 255 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF+ ; 25 ; sorochan1 ; 201 
 256 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF-XF ; 34 ; никсер ; 306 
 257 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 14 ; кабан ; 157 
 258 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF ; 109 ; мишок ; 371 
 259 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF ; 17 ; crackjack ; 168 
 151 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 39 ; 4433ht ; 131 
 152 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 39 ; 4433ht ; 161 
 153 ; 10 копеек ; 1916 ; ВС ; Ag ; XF ; 24 ; 384020 ; 155 
 154 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 18 ; мишок ; 146 
 155 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 77 ; serg_m75 ; 152 
 156 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; XF+ ; 100 ; kondor300 ; 2353 
 157 ; 5 копеек ; 1823 ; СПБ ПД ; Ag ; F ; 31 ; MDV ; 179 
 158 ; 5 копеек ; 1827 ; СПБ НГ ; Ag ; XF ; 104 ; kondor300 ; 4518 
 159 ; 5 копеек ; 1835 ; СПБ НГ ; Ag ; VF-XF ; 44 ; коваль ; 665 
 160 ; 5 копеек ; 1846 ; СПБ ПА ; Ag ; VF+ ; 33 ; никсер ; 612 
 161 ; 5 копеек ; 1850 ; СПБ ПА ; Ag ; XF- ; 91 ; alien34 ; 2040 
 162 ; 5 копеек ; 1851 ; СПБ ПА ; Ag ; XF+ ; 59 ; kondor300 ; 1821 
 163 ; 5 копеек ; 1889 ; СПБ АГ ; Ag ; XF ; 45 ; Danila-56 ; 378 
 164 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; VF-XF ; 24 ; Серый_Михей ; 361 
 165 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; AU ; 27 ; $$$ ; 439 
 166 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; VF-XF ; 52 ; Sani ; 313 
 167 ; 5 копеек ; 1899 ; СПБ ЭБ ; Ag ; VF-XF ; 44 ; FED ; 3126 
 168 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; VF-XF ; 50 ; sveta6369 ; 306 
 169 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; VF ; 66 ; Vasya ; 249 
 170 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; VF- ; 32 ; MDV ; 236 
 171 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; XF+ ; 30 ; Danila-56 ; 313 
 172 ; 5 копеек ; 1909 ; СПБ ЭБ ; Ag ; F-VF ; 53 ; FVS ; 261 
 173 ; 5 копеек ; 1910 ; СПБ ЭБ ; Ag ; AU ; 69 ; qaz21qaz ; 1998 
 174 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF+ ; 126 ; arseniev ; 663 
 175 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 55 ; imi ; 357 
 176 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 33 ; qaz21qaz ; 692 
 177 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 66 ; омт ; 744 
 178 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 81 ; dsp ; 726 
 179 ; 2 злотых ; 1831 ; KG польское восстание 1830-1831 гг. ; Ag ; VF-XF ; 174 ; омт ; 8160 
 180 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; F-VF ; 40 ; lsp25 ; 262 
 181 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 41 ; volkov ; 238 
 182 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 41 ; А2Т ; 216 
 183 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 50 ; Рыба ; 255 
 184 ; 50 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 44 ; xabib ; 210 
 185 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; XF+ ; 17 ; volkov ; 242 
 186 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 9 ; страус ; 152 
 187 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 19 ; страус ; 155 
 188 ; 25 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 21 ; volkov ; 141 
 189 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 14 ; gemini ; 174 
 190 ; Лот монет России: 15 коп (8шт) ; 1907-1915 ;  ; Ag ; XF/VF ; 61 ; Sveta ; 856 
 191 ; Лот монет России: 10 коп (9шт) ; 1908-1915 ;  ; Ag ; XF+/VF ; 64 ; Sveta ; 877 
 201 ; 10 копеек ; 1774 ; КМ "Сибирь" ; Cu ; VF+ ; 69 ; Ozzy ; 8160 
 202 ; 10 копеек ; 1834 ; ЕМ ФХ ; Cu ; F+ ; 27 ; никсер ; 422 
 203 ; 10 копеек ; 1837 ; ЕМ НА ; Cu ; F+ ; 35 ; кабан ; 1128 
 204 ; 5 копеек ; 1759 ;  ; Cu ; VF- ; 54 ; 01 ; 255 
 205 ; 5 копеек ; 1760 ;  ; Cu ; VF- ; 78 ; dnk8 ; 319 
 206 ; 5 копеек ; 1761 ;  ; Cu ; VF- ; 58 ; lsp25 ; 184 
 207 ; 5 копеек ; 1761 ;  ; Cu ; F ; 37 ; andr99 ; 105 
 208 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF ; 38 ; Рыба ; 509 
 209 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF ; 34 ; кs ; 944 
 101 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; VF- ; 57 ; страус ; 72 
 102 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF ; 21 ; F111A ; 102 
 103 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; F ; 34 ; jef688 ; 51 
 104 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF ; 33 ; А2Т ; 67 
 105 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF ; 45 ; 439 ; 412 
 106 ; 15 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF- ; 63 ; kingarold ; 75 
 107 ; 15 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 51 ; alex550 ; 119 
 108 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 70 ; Danila-56 ; 162 
 109 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 72 ; Danila-56 ; 102 
 110 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; XF ; 37 ; 384020 ; 131 
 111 ; 15 копеек. Убраны напайки 3 и 9 часов ; 1913 ; СПБ ВС ; Ag ; F-VF ; 21 ; jef688 ; 34 
 112 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; VF- ; 41 ; jimmysu ; 40 
 113 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 61 ; serg_m75 ; 159 
 114 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 37 ; марс7 ; 113 
 115 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 61 ; anatoliych ; 148 
 116 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 32 ; Sveta ; 153 
 117 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 57 ; марс7 ; 148 
 118 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 27 ; марс7 ; 102 
 119 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 23 ; марс7 ; 123 
 120 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 35 ; dagoff ; 169 
 121 ; Гривенник. Отверстие 12 часов ; 1744 ;  ; Ag ; F+ ; 40 ; canis ; 456 
 122 ; Гривенник. Заделано отверстие 12 часов ; 1747 ;  ; Ag ; F+ ; 58 ; никсер ; 288 
 123 ; Гривенник. Отверстие 12 часов ; 1766 ; СПБ TI ; Ag ; F+ ; 30 ; jj ; 299 
 124 ; 10 копеек ; 1813 ; СПБ ПС ; Ag ; F-VF ; 75 ; FVS ; 226 
 125 ; 10 копеек ; 1841 ; СПБ НГ ; Ag ; VF ; 60 ; Ч.С. ; 561 
 126 ; 10 копеек ; 1848 ; СПБ HI ; Ag ; VF+ ; 46 ; kalevan ; 1368 
 127 ; 10 копеек ; 1867 ; СПБ HI ; Ag ; VF-XF ; 64 ; volkov ; 279 
 128 ; 10 копеек ; 1881 ; СПБ НФ ; Ag ; VF ; 30 ; suhua ; 428 
 129 ; 10 копеек ; 1898 ; СПБ АГ ; Ag ; XF ; 111 ; michih ; 1122 
 130 ; 10 копеек. Легкая деформация ; 1904 ; СПБ АР ; Ag ; VF ; 24 ; sveta6369 ; 72 
 131 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; F-VF ; 13 ; страус ; 79 
 132 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF- ; 82 ; al69 ; 104 
 133 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; AU/XF ; 31 ; Danila-56 ; 177 
 134 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; F-VF ; 39 ; страус ; 59 
 135 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; F-VF ; 16 ; jef688 ; 41 
 136 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 47 ; kosty ; 126 
 137 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF+ ; 55 ; марс7 ; 117 
 138 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 39 ; марс7 ; 133 
 139 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF ; 29 ; zelya ; 100 
 140 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 20 ; марс7 ; 153 
 141 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 37 ; shknikolay ; 143 
 142 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+/XF- ; 25 ; марс7 ; 102 
 143 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 47 ; PTISTA ; 140 
 144 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 55 ; марс7 ; 129 
 145 ; 10 копеек ; 1915 ; ВС ; Ag ; XF- ; 7 ; imi ; 102 
 146 ; 10 копеек ; 1915 ; ВС ; Ag ; XF ; 25 ; zelya ; 94 
 147 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 15 ; марс7 ; 142 
 148 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 18 ; qaz21qaz ; 160 
 149 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 41 ; dsp ; 153 
 150 ; 10 копеек. Разновидность ; 1915 ; ВС ; Ag ; AU ; 5 ; michih ; 1000 
 51 ; Полтина ; 1913 ; (ВС) АГ ; Ag ; VF+ ; 34 ; jimmysu ; 989 
 52 ; Полтина ; 1914 ; (ВС) АГ ; Ag ; VF- ; 195 ; serg2010 ; 3225 
 53 ; Полуполтинник ; 1792 ; СПБ ЯА ; Ag ; VF- ; 56 ; Ч.С. ; 1530 
 54 ; 25 копеек ; 1896 ; АГ ; Ag ; XF ; 55 ; ved ; 1999 
 55 ; 25 копеек ; 1900 ; АГ ; Ag ; VF- ; 92 ; FVS ; 9622 
 56 ; 20 копеек ; 1810 ; СПБ ФГ ; Ag ; F+ ; 70 ; мишок ; 466 
 57 ; 20 копеек. Отверстие 12 часов ; 1840 ; СПБ НГ ; Ag ; VF+ ; 57 ; serg_m75 ; 330 
 58 ; 20 копеек. Заделано отверстие 12 часов ; 1856 ; СПБ ФБ ; Ag ; VF- ; 28 ; Опятор ; 204 
 59 ; 20 копеек ; 1863 ; СПБ АБ ; Ag ; XF ; 85 ; kondor300 ; 2064 
 60 ; 20 копеек ; 1867 ; СПБ HI ; Ag ; AU ; 105 ; Рыба ; 3166 
 61 ; 20 копеек ; 1869 ; СПБ HI ; Ag ; VF- ; 67 ; sorochan1 ; 194 
 62 ; 20 копеек ; 1870 ; СПБ HI ; Ag ; VF ; 78 ; al69 ; 204 
 63 ; 20 копеек ; 1875 ; СПБ HI ; Ag ; VF+ ; 34 ; Рыба ; 343 
