 351 ; Медаль "За труды и храбрость при взятии Праги 24 октября 1794г" Екатерина II Новодел ;  ;  ; Br ; XF ; 38 ; Брат ; 20000 
 1258 ; Медаль в честь 60-летия полного освобождения Ленинграда от фашистской блокады. Пластиковая коробка ;  ;  ; Ж/м ; AU ; 23 ; Brat123456 ; 119 
 1259 ; Медаль в честь 65-летия полного освобождения Ленинграда от фашистской блокады. Пластиковая коробка, удостоверение ;  ;  ; Ж/м ; AU ; 33 ; gentlemandk ; 154 
 1260 ; Знак ВЛКСМ. Удостоверение ;  ;  ; Ж/м,эмаль ; XF ; 17 ; жених ; 187 
 1261 ; Знак ЛЭТИ. Диплом ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 42 ; жених ; 793 
 1262 ; Знак Ленинградская коллегия судей по легкой атлетике в лыжах ;  ;  ; Б/м,эмаль ; VF+ ; 82 ; Vova1950 ; 13584 
 1263 ; Знак Отличнику ;  ;  ; Ж/м,эмаль ; F- ; 45 ; persik ; 793 
 1264 ; Знак За успехи в социалистическом с/х ;  ;  ; Ж/м ; VF-XF ; 46 ; круча ; 167 
 1265 ; Знак За строительство магистрального газопровода ;  ;  ; Ж/м ; XF ; 14 ; Brat123456 ; 589 
 1266 ; Знак Чемпион ; 1958 ;  ; Ж/м,эмаль ; XF ; 44 ; alex09 ; 1361 
 1267 ; Знак Юный активист спорта ;  ;  ; Ж/м,эмаль ; XF- ; 48 ; assesor ; 401 
 1268 ; Знак Отличник соц соревнования РСФСР ;  ;  ; Ж/м,эмаль ; VF-XF ; 26 ; Сhatsky ; 92 
 1269 ; Знак Юный натуралист СССР ;  ;  ; Ж/м,эмаль ; XF ; 28 ; luchsva ; 359 
 1270 ; Знак Областное первенство ;  ;  ; Ж/м,эмаль ; VF-XF ; 10 ; alchemist ; 186 
 1271 ; Знак Второй разряд ;  ;  ; Ж/м,эмаль ; XF ; 46 ; evseechevvv ; 1256 
 1272 ; Знак Почетный металлург ;  ;  ; Ж/м,эмаль ; XF ; 32 ; palermo ; 652 
 1273 ; Знак Участнику уборки урожая на целине ЦК ВЛКСМ ;  ;  ; Ж/м,эмаль ; XF ; 56 ; Logistik ; 340 
 1274 ; Знак Трудовые резервы 3 место ;  ;  ; Ж/м,эмаль ; VF ; 45 ; Holder31 ; 420 
 1275 ; Знак За окончания ВУЗа ;  ;  ; Ж/м,эмаль ; VF ; 41 ; aleks1753 ; 71 
 1276 ; Знак ЛУ ;  ;  ; Б/м,эмаль ; F ; 58 ; palermo ; 161 
 1277 ; Знак Областное первенство ;  ;  ; Ж/м,эмаль ; VF-XF ; 19 ; Russman ; 102 
 1278 ; Знак Ленин Сталин ; ЛМД ;  ; Ж/м,эмаль ; XF ; 36 ; skylink ; 616 
 1279 ; Знак Готов в санитарной обороне СССР ;  ;  ; Fe,сребр, эмаль ; F+ ; 20 ; valeri2331 ; 1061 
 1280 ; Знак За активную работу в комсомоле ;  ;  ; Ж/м,эмаль ; F-VF ; 43 ; SadKo ; 365 
 1281 ; Знак Парашютист отличник ;  ;  ; Ж/м,эмаль ; VF-XF ; 29 ; AMI249 ; 429 
 1282 ; Знак Парашютист ;  ;  ; Б/м,эмаль ; F+ ; 33 ; Fest ; 486 
 1283 ; Знак За успехи в социалистическом с/х ;  ;  ; Б/м ; VF-XF ; 36 ; assesor ; 1227 
 1284 ; Знак Гагарин 1961 ;  ;  ; Ж/м,эмаль ; XF ; 15 ; guronidze ; 262 
 1285 ; Знак 5 спартакиада Эстонии ;  ;  ; Б/м ; VF ; 26 ; persik ; 100 
 1286 ; Знак Отличник физической культуры ;  ;  ; Ж/м,эмаль ; VF+ ; 62 ; evseechevvv ; 3002 
 1287 ; Знак Будь готов в санитарной обороне СССР ;  ;  ; Fe,сребр, эмаль ; XF ; 24 ; ЕВРОПА72 ; 2958 
 1288 ; Знак Ворошиловский стрелок ОСОАВИАХИМ ;  ;  ; Fe,сребр, эмаль ; VF-XF ; 41 ; AMI249 ; 4590 
 1289 ; Знак Лауреат ВДНХ СССР ;  ;  ; Б/м ; XF+ ; 13 ; жених ; 196 
 1290 ; Знак АПСС ВМФ 30 лет ;  ;  ; Ж/м ; XF ; 15 ; жених ; 114 
 1291 ; Знак Адмирал Исаченков ;  ;  ; Al ; XF ; 15 ; Varco ; 150 
 1292 ; Знак Почетный ветеран труда. ЛНПОЭ ;  ;  ; Al ; XF ; 7 ; жених ; 79 
 1293 ; Знак Отличник военного строительства ;  ;  ; Ж/м,эмаль ; XF+ ; 14 ; pollipol ; 105 
 1294 ; Знак Почетный Светлановец ;  ;  ; Al ; XF ; 14 ; жених ; 53 
 1295 ; Знак 15 лет Ветеран комбината ОГОК ;  ;  ; Al ; VF+ ; 28 ; жених ; 69 
 1296 ; Знак 50 лет КВО ;  ;  ; Al ; XF- ; 13 ; жених ; 67 
 1297 ; Знак Гвардия ;  ;  ; Ж/м,эмаль ; XF+ ; 16 ; goba ; 153 
 1298 ; Знак ВСХВ ;  ;  ; Ж/м,эмаль ; XF- ; 29 ; eugraphus ; 279 
 1299 ; Знак 60 лет узел связи штаба ол ленво ;  ;  ; Al ; XF ; 22 ; Джентльмен удачи ; 192 
 1300 ; Знак Отличнику здравоохранения ; ММД ;  ; Al ; XF+ ; 40 ; Yustas69 ; 170 
 1301 ; Знак Гвардия СССР ;  ;  ; Ж/м,эмаль ; F- ; 18 ; жених ; 465 
 1302 ; Знак Гвардия СССР ;  ;  ; Ж/м,эмаль ; XF ; 24 ; жених ; 123 
 1203 ; Знак Факультет ИиЭО ВКА  им А.Ф.Можайского ;  ;  ; Ж/м ; AU ; 33 ; znak ; 245 
 1204 ; Знак Об окончании учебного заведения ;  ;  ; Б/м,эмаль ; XF ; 25 ; vladimirV ; 371 
 1205 ; Знак 75 лет Великой Победе ;  ;  ; Ж/м ; AU ; 10 ; Юнга ; 169 
 1206 ; Знак Подводная лодка "Барракуда" ;  ;  ; Ж/м ; AU ; 44 ; Varco ; 347 
 1207 ; Знак Кафедра организации связи в объединениях ;  ;  ; Ж/м ; AU ; 61 ; electra ; 236 
 1208 ; Знак ВМА им С.М.Кирова ;  ;  ; Ж/м ; AU ; 44 ; vladimirV ; 1496 
 1209 ; Знак Тихоокеанское высшее военно-морское училище ;  ;  ; Ж/м ; AU ; 26 ; AMI249 ; 1031 
 1210 ; Знак СВАИ ;  ;  ; Б/м ; AU ; 22 ; vladimirV ; 509 
 1211 ; Знак ЭнМФ ;  ;  ; Ж/м ; AU ; 17 ; vladimirV ; 305 
 1212 ; Знак КВАКУ ;  ;  ; Ж/м ; AU ; 34 ; AMI249 ; 1134 
 1213 ; Знак Командир подводной лодки ;  ;  ; Б/м ; AU ; 50 ; masterovoi ; 3132 
 1214 ; Знак Танк ;  ;  ; Ж/м ; AU ; 31 ; krass ; 308 
 1215 ; Знак 100 лет ВИ (ЖДВ и ВОСО) ;  ;  ; Б/м ; AU ; 21 ; vladimirV ; 203 
 1216 ; Знак Академия шахматного и шашечного искусства ;  ;  ; Ж/м ; AU ; 24 ; magelan ; 340 
 1217 ; Знак Дружинник ;  ;  ; Al ; AU ; 9 ; guronidze ; 41 
 1218 ; Знак 50 лет СССР ;  ;  ; Al ; XF+ ; 3 ; barbos ; 41 
 1219 ; Знак Государственная Полярная Академия ;  ;  ; Ж/м ; AU ; 26 ; vladimirV ; 350 
 1220 ; Знак Фронтовик 1941-1945 ;  ;  ; Ж/м ; AU ; 12 ; Markgraf ; 23 
 1221 ; Знак За отличную учебу. ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; XF ; 4 ; vadim152 ; 51 
 1222 ; Знак Кузбасс ;  ;  ; Al ; XF- ; 1 ; vic2 ; 40 
 1223 ; Знак 40 лет Победы ;  ;  ; Al ; AU ; 3 ; vic2 ; 30 
 1224 ; Знак Бронепоезд №6 им. Ленина "Путиловец" ;  ;  ; Б/м ; XF ; 28 ; жених ; 105 
 1225 ; Знак УГВТКУ ;  ;  ; Ж/м ; AU ; 35 ; птичка16 ; 884 
 1226 ; Знак 45 лет освобождению Севастополя ;  ;  ; Al ; XF ; 13 ; жених ; 61 
 1227 ; Знак Будь готов к санитарной обороне СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 18 ; palermo ; 255 
 1228 ; Знак. Чехия ;  ;  ; Ж/м ; XF ; 30 ; Varco ; 201 
 1229 ; Знак Зенит. Юрий Морозов ;  ;  ; Ж/м ; XF+ ; 28 ; Джентльмен удачи ; 203 
 1230 ; Знак Зенит. Павел Садырин ;  ;  ; Ж/м ; XF+ ; 30 ; Holder31 ; 305 
 1231 ; Знак Зенит. Пламенному фанату клуба ;  ;  ; Ж/м ; XF+ ; 22 ; Джентльмен удачи ; 204 
 1232 ; Знак Зенит. Анатолий Давыдов ;  ;  ; Ж/м ; XF+ ; 21 ; Holder31 ; 308 
 1233 ; Знак Зенит. Константин Лемешев ;  ;  ; Ж/м ; XF+ ; 12 ; Джентльмен удачи ; 155 
 1234 ; Медаль 100 лет РВДКУ ;  ;  ; Ж/м ; XF+ ; 39 ; vladimirV ; 319 
 1235 ; Знак Жителю блокадного Ленинграда ;  ;  ; Ж/м ; XF ; 38 ; Antoschka ; 79 
 1236 ; Медаль За отличие в службе. МЧС России ;  ;  ; Б/м ; AU ; 47 ; 61irek ; 365 
 1237 ; Знак Юниоры 73 ;  ;  ; Ж/м,эмаль ; XF ; 13 ; Varco ; 149 
 1238 ; Знак Финляндия ;  ;  ; Б/м ; XF+ ; 11 ; Джентльмен удачи ; 50 
 1239 ; Знак AAHA ;  ;  ; Ж/м ; XF+ ; 11 ; Varco ; 150 
 1240 ; Знак AAHA ;  ;  ; Ж/м ; XF+ ; 9 ; Varco ; 150 
 1241 ; Знак Ударник коммунистического труда ; ЛМД ;  ; Al ; XF+ ; 36 ; жених ; 241 
 1242 ; Знак Локомотив ;  ;  ; Ж/м,эмаль ; XF ; 22 ; alchemist ; 151 
 1243 ; Знак 50 лет заводу им. П.И. Баранова ;  ;  ; Al ; XF ; 7 ; жених ; 46 
 1244 ; Знак Екатеринбургская таможня УТУ ;  ;  ; Б/м ; XF+ ; 27 ; жених ; 199 
 1245 ; Медаль 60 лет битва за Москву ;  ;  ; Ж/м ; XF ; 59 ; salim ; 425 
 1246 ; Знак Ветеран труда ;  ;  ; Al ; XF+ ; 29 ; жених ; 92 
 1247 ; Знак Ленинград ; ЛМД ;  ; Ж/м ; XF+ ; 11 ; жених ; 57 
 1248 ; Знак За технический прогресс ;  ;  ; Al ; XF ; 15 ; жених ; 51 
 1249 ; Знак Об окончании ВУЗа ;  ;  ; Б/м,эмаль ; VF-XF ; 25 ; FEDOTOV1920 ; 347 
 1250 ; Знак 1918-1978 ;  ;  ; Al ; XF+ ; 7 ; жених ; 41 
 1251 ; Знак Отличник сухопутных войск ;  ;  ; Ж/м,эмаль ; AU ; 26 ; Джентльмен удачи ; 214 
 1252 ; Знак Дежурный по заставе Р-ры: 70 на 90мм ;  ;  ; Al ; XF ; 12 ; vadsev73 ; 111 
 1153 ; Знак ОКОД ВЛКСМ ;  ;  ; Al ; XF+ ; 19 ; AlexVB ; 80 
 1154 ; Знак Донбасс ;  ;  ; Al ; XF- ; 2 ; roza77 ; 41 
 1155 ; Знак 75 лет Керченско-Феодосийскому десанту ;  ;  ; Ж/м ; XF+ ; 5 ; RAPAN ; 41 
 1156 ; Знак Депутат городского совета ;  ;  ; Al ; AU ; 7 ; Superpelmen ; 44 
 1157 ; Знак Депутат сельского совета Казах. ССР ;  ;  ; Al ; XF+ ; 12 ; Джентльмен удачи ; 47 
 1158 ; Знак. Юный мичуринец. Чехословакия ;  ;  ; Ж/м,эмаль ; XF ; 30 ; PK101975 ; 147 
 1159 ; Знак Депутат муниципального образования ; СПМД ;  ; Ж/м ; AU ; 35 ; Russman ; 102 
 1160 ; Знак Гуманитарный ВУЗ ;  ;  ; Ж/м,эмаль ; AU ; 34 ; 13 ; 161 
 1161 ; Знак Кубарь ;  ;  ; Ж/м,эмаль ; VF ; 21 ; искатель чита ; 637 
 1162 ; Знак Динамо ;  ;  ; Ж/м,эмаль ; VF-XF ; 35 ; джон08 ; 444 
 1163 ; Знак Шахтерская слава 2ст ;  ;  ; Б/м,эмаль ; AU ; 43 ; 61irek ; 1486 
 1164 ; Знак Шахтерская слава 3ст ;  ;  ; Ж/м,эмаль ; AU ; 22 ; shaxter2015 ; 1001 
 1165 ; Знак ВЛКСМ ;  ;  ; Ж/м,эмаль ; XF ; 12 ; jugla ; 357 
 1166 ; Знак ВЛКСМ ;  ;  ; Ж/м,эмаль ; XF ; 76 ; Logistik ; 1122 
 1167 ; Знак Гуманитарный ВУЗ ;  ;  ; Ж/м,эмаль ; AU ; 17 ; Antoschka ; 161 
 1168 ; Знак ВВМУ ;  ;  ; Ag,эмаль ; XF ; 60 ; AMI249 ; 4120 
 1169 ; Знак стрелковый третий разряд ;  ;  ; Ж/м,эмаль ; XF ; 42 ; eugraphus ; 1213 
 1170 ; Знак Отличник здравоохранения ;  ;  ; Ж/м,эмаль ; XF ; 46 ; krass ; 1254 
 1171 ; Знак ЛЕНГОРКИНО ;  ;  ; Ж/м,эмаль ; VF-XF ; 109 ; Logistik ; 7001 
 1172 ; Красная звезда ;  ;  ; Ж/м,эмаль ; VF-XF ; 21 ; Sky2 ; 155 
 1173 ; Знак 300 лет Санкт-Петербург ;  ;  ; Ж/м ; AU ; 27 ; porte33 ; 120 
 1174 ; Знак Олимпиада ;  ;  ; Ж/м ; XF ; 12 ; Ö ; 75 
 1175 ; Знак Мастер спорта международного класса  Беларусь ;  ;  ; Ж/м ; AU ; 62 ; Neva ; 765 
 1176 ; Знак Мастер спорта Латвия ;  ;  ; Б/м ; XF ; 80 ; Holder31 ; 242 
 1177 ; Знак Мастер спорта Беларусь ;  ;  ; Б/м ; AU ; 69 ; Neva ; 752 
 1178 ; Знак Мастер спорта ;  ;  ; Б/м ; VF+ ; 49 ; persik ; 403 
 1179 ; Знак Первенство СССР ;  ;  ; Ж/м ; XF ; 35 ; Holder31 ; 207 
 1180 ; Знак ВЦСПС Первенство профсоюзов СССР 3 место ;  ;  ; Ж/м ; XF ; 38 ; Джентльмен удачи ; 445 
 1181 ; Знак ВЦСПС Первенство профсоюзов СССР 2 место ;  ;  ; Б/м ; XF ; 41 ; evseechevvv ; 310 
 1182 ; Знак XV спартакиада школьников АзСССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 40 ; luchsva ; 294 
 1183 ; Знак 3 спартакиада профсоюзов КазССР ;  ;  ; Ж/м,эмаль ; XF ; 35 ; luchsva ; 294 
 1184 ; Знак кружечного сбора. МОПР. 1925 ;  ;  ; Лат ; VF ; 11 ; Asandr ; 896 
 1185 ; Знак 1 место. Стрельба. ГДР ;  ;  ; Б/м,эмаль ; VF+ ; 37 ; круча ; 364 
 1186 ; Часть масонского знака. Primo ;  ;  ; Ag ; VF-XF ; 59 ; murka1973 ; 172 
 1187 ; Знак Спартак ;  ;  ; Ж/м,эмаль ; F ; 9 ; murka1973 ; 102 
 1188 ; Знак Ударник Сталинского призыва ;  ;  ; Ж/м,эмаль ; VF+ ; 51 ; AMI249 ; 1533 
 1189 ; Знак За освоение новых земель ЦК ВЛКСМ ;  ;  ; Ж/м,эмаль ; XF ; 27 ; Плохой Комедиант ; 532 
 1190 ; Знак С.М. Киров (1886-1934) ;  ;  ; Ж/м,эмаль ; VF+ ; 49 ; 13 ; 1351 
 1191 ; Знак Отличный связист ;  ;  ; Ж/м,эмаль ; VF-XF ; 54 ; luchsva ; 5882 
 1192 ; Знак Урожай ЦК ВЛКСМ ;  ;  ; Б/м,эмаль ; VF+ ; 15 ; ремпутьмаш ; 120 
 1193 ; Знак ДОСАВ СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 25 ; luchsva ; 731 
 1194 ; Знак За успехи в социалистическом с/х. D-32мм ;  ;  ; Ag ; VF-XF ; 83 ; evseechevvv ; 3162 
 1195 ; Знак За успехи в социалистическом с/х. D-32мм ;  ;  ; Ag ; VF-XF ; 71 ; nivada12 ; 2100 
 1196 ; Знак 40 лет Советской власти ; 1957 ;  ; Ж/м ; VF-XF ; 38 ; RAPAN ; 582 
 1197 ; Знак За отличную стрельбу ;  ;  ; Ж/м ; F ; 24 ; круча ; 411 
 1198 ; Знак ВЛКСМ ;  ;  ; Ж/м,эмаль ; XF ; 12 ; Майкл ; 306 
 1199 ; Знак Ульянов (Ленин) ; ММД ;  ; Ж/м,эмаль ; VF+ ; 40 ; skylink ; 200 
 1200 ; Знак 25 лет УЗТМ (1933-1958) ;  ;  ; Ж/м,эмаль ; VF+ ; 21 ; Markgraf ; 63 
 1201 ; Знак Общество борьбы за трезвость ;  ;  ; Al ; AU ; 6 ; Aleks1403 ; 100 
 1202 ; Знак ЕВВАУЛ ;  ;  ; Ж/м ; AU ; 29 ; AMI249 ; 571 
 1103 ; Знак Государственный университет ;  ;  ; Ж/м,эмаль ; XF ; 15 ; шахтер-61 ; 169 
 1104 ; Знак Пожарный ;  ;  ; Ж/м,эмаль ; XF ; 17 ; nic27 ; 635 
 1105 ; Знак За активную работу ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; XF ; 19 ; Andre_Vladi ; 244 
 1106 ; Знак ГТО Китай ;  ;  ; Ж/м,эмаль ; XF ; 32 ; evseechevvv ; 257 
 1107 ; Знак Гуманитарный ВУЗ ;  ;  ; Ж/м,эмаль ; VF-XF ; 23 ; FEDOTOV1920 ; 146 
 1108 ; Знак Почетный разведчик недр ;  ;  ; Ж/м ; VF+ ; 58 ; Brat123456 ; 1814 
 1109 ; Знак За заслуги в разведке недр ;  ;  ; Ж/м ; VF-XF ; 24 ; Brat123456 ; 895 
 1110 ; Знак Военный ВУЗ ;  ;  ; Б/м,эмаль ; XF ; 22 ; rem. ; 126 
 1111 ; Знак За активную работу в органах народного контроля СССР ;  ;  ; Б/м,эмаль ; VF-XF ; 17 ; 133 ; 235 
 1112 ; Знак Абразивный завод "Ильич" ;  ;  ; Ж/м ; XF ; 69 ; серж 78 ; 174 
 1113 ; Знак Искусствоведческий техникум ;  ;  ; Al ; VF-XF ; 10 ; Иди марки собирай! ; 105 
 1114 ; Знак Отличник советской торговли ;  ;  ; Al ; XF ; 34 ; горный ; 291 
 1115 ; Знак ;  ;  ; Б/м,эмаль ; VF-XF ; 14 ; Джентльмен удачи ; 59 
 1116 ; Медаль Жителю блокадного Ленинграда ;  ;  ; Ж/м ; XF ; 17 ; vladimirV ; 114 
 1117 ; Медаль в честь 60-летия полного освобождения Ленинграда ;  ;  ; Ж/м ; AU ; 44 ; Brat123456 ; 233 
 1118 ; Медаль В память 300-летия Санкт-Петербурга ;  ;  ; Ж/м ; AU ; 19 ; musik ; 510 
 1119 ; Медаль 300 лет Российскому флоту ;  ;  ; Б/м ; XF ; 41 ; Russman ; 202 
 1120 ; Медаль В честь 60-летия полного освобождения Ленинграда от фашистской блокады ;  ;  ; Ж/м ; AU ; 9 ; PK101975 ; 131 
 1121 ; Знак Солдатский мастер ;  ;  ; Ж/м,эмаль ; XF ; 26 ; eugraphus ; 119 
 1122 ; Знак Отличник ВДВ ;  ;  ; Al ; AU ; 14 ; SRN ; 184 
 1123 ; Знак Спартакиада ВВС ПВО 3 место ;  ;  ; Ж/м,эмаль ; XF ; 42 ; пмт79 ; 2345 
 1124 ; Знак Парашютист мин лесхоз СССР ;  ;  ; Ж/м,эмаль ; XF ; 22 ; doc2 ; 1157 
