 4851 ; Бона иностранная Германия ; 1919 ;  ;  ;  ; 15 ; sikachai ; 159 
 608 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; andrej888 ; 38 
 609 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; andrej888 ; 42 
 610 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; andrej888 ; 42 
 611 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 11 ; rirosrob ; 77 
 612 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; rirosrob ; 50 
 613 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; andrej888 ; 46 
 614 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 8 ; andrej888 ; 40 
 615 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 13 ; andrej888 ; 43 
 616 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; aziya11 ; 51 
 617 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 9 ; aziya11 ; 51 
 618 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F-VF ; 7 ; rirosrob ; 51 
 503 ; 10 пенни ; 1911 ; Финляндия ; Cu ; VF-XF ; 15 ; andrry ; 258 
 504 ; 10 пенни ; 1912 ; Финляндия ; Cu ; XF ; 26 ; serg98 ; 392 
 505 ; 10 пенни ; 1913 ; Финляндия ; Cu ; XF- ; 35 ; Ритм ; 1077 
 506 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF+ ; 22 ; Uri ; 406 
 507 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF ; 13 ; Михаил_нов ; 132 
 508 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 18 ; Михаил_нов ; 148 
 509 ; 10 пенни. Вензель ; 1917 ; Финляндия ; Cu ; VF-XF ; 17 ; егор ; 510 
 510 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF+ ; 46 ; kost ; 396 
 511 ; 5 пенни ; 1911 ; Финляндия ; Cu ; XF- ; 27 ; жулик ; 327 
 512 ; 5 пенни ; 1912 ; Финляндия ; Cu ; XF ; 10 ; жулик ; 316 
 513 ; 5 пенни ; 1913 ; Финляндия ; Cu ; AU/XF ; 35 ; Михаил_нов ; 296 
 514 ; 5 пенни ; 1914 ; Финляндия ; Cu ; XF ; 19 ; pvg111 ; 139 
 515 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 22 ; Будь здоров ! ; 159 
 516 ; 5 пенни ; 1916 ; Финляндия ; Cu ; AU ; 14 ; Будь здоров ! ; 163 
 517 ; 5 пенни. Вензель ; 1917 ; Финляндия ; Cu ; AU ; 16 ; осени ; 419 
 518 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 37 ; terner230 ; 494 
 519 ; 1 пенни ; 1883 ; Финляндия ; Cu ; XF/AU ; 30 ; cond ; 816 
 520 ; 1 пенни ; 1888 ; Финляндия ; Cu ; AU ; 29 ; Михаил_нов ; 833 
 521 ; 1 пенни ; 1891 ; Финляндия ; Cu ; AU ; 45 ; Михаил_нов ; 937 
 522 ; 1 пенни ; 1892 ; Финляндия ; Cu ; AU ; 40 ; Михаил_нов ; 937 
 523 ; 1 пенни ; 1893 ; Финляндия ; Cu ; AU ; 79 ; svv ; 980 
 524 ; 1 пенни ; 1894 ; Финляндия ; Cu ; AU ; 34 ; spblvv ; 802 
 525 ; 1 пенни ; 1895 ; Финляндия ; Cu ; AU ; 33 ; Михаил_нов ; 918 
 526 ; 1 пенни ; 1898 ; Финляндия ; Cu ; AU/XF ; 39 ; жулик ; 765 
 527 ; 1 пенни ; 1899 ; Финляндия ; Cu ; AU ; 42 ; svv ; 559 
 528 ; 1 пенни ; 1900 ; Финляндия ; Cu ; AU ; 27 ; svv ; 343 
 529 ; 1 пенни ; 1901 ; Финляндия ; Cu ; AU ; 61 ; жулик ; 703 
 530 ; 1 пенни ; 1902 ; Финляндия ; Cu ; AU ; 18 ; Михаил_нов ; 918 
 531 ; 1 пенни ; 1903 ; Финляндия ; Cu ; XF+ ; 34 ; pvg111 ; 313 
 532 ; 1 пенни ; 1904 ; Финляндия ; Cu ; AU ; 42 ; cond ; 1125 
 533 ; 1 пенни ; 1905 ; Финляндия ; Cu ; AU ; 96 ; жулик ; 675 
 534 ; 1 пенни ; 1906 ; Финляндия ; Cu ; AU ; 96 ; жулик ; 675 
 535 ; 1 пенни ; 1907 ; Финляндия ; Cu ; AU ; 20 ; svv ; 306 
 536 ; 1 пенни ; 1908 ; Финляндия ; Cu ; AU ; 21 ; svv ; 327 
 537 ; 1 пенни ; 1909 ; Финляндия ; Cu ; AU ; 17 ; svv ; 306 
 538 ; 1 пенни ; 1911 ; Финляндия ; Cu ; AU ; 13 ; Roman24 ; 204 
 539 ; 1 пенни ; 1912 ; Финляндия ; Cu ; AU ; 17 ; Будь здоров ! ; 265 
 540 ; 1 пенни ; 1913 ; Финляндия ; Cu ; AU ; 20 ; svv ; 327 
 541 ; 1 пенни ; 1914 ; Финляндия ; Cu ; AU ; 20 ; vowa ; 133 
 542 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 33 ; Будь здоров ! ; 153 
 543 ; 1 пенни ; 1916 ; Финляндия ; Cu ; AU ; 13 ; Будь здоров ! ; 153 
 544 ; 1 пенни ; 1917 ; Финляндия ; Cu ; AU ; 14 ; caiman67 ; 165 
 545 ; Лот монет России: 10,5,2 коп (3шт) ; 1817,1831, 19 век ;  ; Cu ; VG/G ; 30 ; sonegr ; 1606 
 546 ; Лот монет России: 2,2,1 коп, денга (5шт) ; 1735-1912 ;  ; Cu ; F-VF/VG ; 21 ; koga ; 57 
 547 ; Лот монет России: 2,1 коп, денга, денежка (13шт) ; 1748-1913 ;  ; Cu ; VF/VG ; 23 ; alex2209 ; 909 
 548 ; Лот монет России (3шт): 2к,1к ; 1759,1799,1843 ;  ; Cu ; F/G ; 17 ; akula ; 210 
 549 ; Лот монет России (11шт): 2 копейки ; 1858-1915 ;  ; Cu ; VF/F+ ; 18 ; parasit ; 204 
 550 ; Лот монет России: 2,1 коп (10шт) ; 1894-1914 ;  ; Cu ; F-XF ; 25 ; parasit ; 291 
 551 ; Лот монет России: 2 коп (4шт) ; 1899-1916 ;  ; Cu ; XF-/F+ ; 15 ; akula ; 160 
 552 ; Лот монет России (15шт): 1 копейка ; 1823-1915 ;  ; Cu ; VF/VG ; 19 ; parasit ; 204 
 453 ; Деньга ; 1797 ; ЕМ ; Cu ; F ; 12 ; bask2008 ; 302 
 454 ; Деньга ; 1797 ; АМ ; Cu ; VF- ; 22 ; maksimus71 ; 906 
 455 ; Деньга ; 1798 ; ЕМ ; Cu ; F-VF ; 18 ; LosLos ; 208 
 456 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; F+ ; 17 ; asparagus ; 164 
 457 ; Деньга ; 1827 ; ЕМ ИК ; Cu ; VF+ ; 30 ; max96 ; 906 
 458 ; 1/2 копейки ; 1845 ; СМ ; Cu ; VF ; 15 ; mash ; 906 
 459 ; Денежка ; 1851 ; ЕМ ; Cu ; VF-XF ; 26 ; амбал ; 816 
 460 ; Денежка ; 1858 ; ЕМ ; Cu ; F+ ; 19 ; ASlab ; 114 
 461 ; 1/2 копейки ; 1882 ; СПБ ; Cu ; VF+ ; 22 ; max96 ; 1632 
 462 ; 1/2 копейки ; 1886 ; СПБ ; Cu ; VF ; 40 ; Штрефлинг ; 2346 
 463 ; 1/2 копейки ; 1895 ; СПБ ; Cu ; VF-XF ; 30 ; max96 ; 1836 
 464 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF- ; 19 ; andrry ; 82 
 465 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; VF- ; 17 ; bvm1504 ; 46 
 466 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 19 ; vowa ; 119 
 467 ; 1/2 копейки ; 1900 ; СПБ ; Cu ; VF+ ; 29 ; lgvspb ; 473 
 468 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF+ ; 3 ; Олег33 ; 126 
 469 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; AU ; 43 ; bob310767 ; 1893 
 470 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; AU ; 9 ; andrry ; 306 
 471 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF ; 27 ; Darhik ; 102 
 472 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF ; 16 ; егор ; 102 
 473 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 16 ; vodianoy ; 174 
 474 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 19 ; vilandarion ; 114 
 475 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 14 ; vilandarion ; 153 
 476 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 14 ; usacom ; 153 
 477 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 20 ; cargo544 ; 153 
 478 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU/XF ; 26 ; Poiuyt ; 159 
 479 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; AU ; 18 ; Schwer ; 217 
 480 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 33 ; spblvv ; 306 
 481 ; Полушка ; 1713 ;  ; Cu ; VF- ; 49 ; Штрефлинг ; 1635 
 482 ; Полушка. Брак чеканки ; 173? ;  ; Cu ; F-VF ; 24 ; murka1973 ; 521 
 483 ; Полушка ; 173? ;  ; Cu ; F-VF ; 16 ; poushkine ; 159 
 484 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F+ ; 16 ; Andrei2007 ; 43 
 485 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 17 ; bask2008 ; 57 
 486 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F- ; 11 ; валери ; 28 
 487 ; Полушка ; 1785 ; КМ ; Cu ; VG ; 13 ; otmorozok ; 512 
 488 ; Полушка (Петров-2,75р, Ильин-5р) ; 1795? ; КМ ; Cu ; F-VF ; 61 ; max96 ; 2802 
 489 ; Полушка ; 1797 ; ЕМ ; Cu ; VG ; 34 ; Randi ; 498 
 490 ; Полушка (петров-2р, Ильин-3р) ; 1798 ; КМ ; Cu ; F ; 70 ; max96 ; 2763 
 491 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; VF- ; 19 ; bvm1504 ; 153 
 492 ; 1/4 копейки ; 1842 ; СМ ; Cu ; VF+ ; 11 ; cotangens ; 429 
 493 ; 1/4 копейки ; 1897 ; СПБ ; Cu ; VF+ ; 24 ; Волга 67 ; 694 
 494 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; XF+ ; 40 ; pavel32 ; 918 
 495 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; VF- ; 33 ; Darhik ; 906 
 496 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 34 ; спарта ; 873 
 497 ; Копейка. Крым. Шахин-Гирей (4-ый год правления) ; 1777 ;  ; Cu ; F-VF ; 44 ; cotangens ; 2040 
 498 ; 1 копейка "Оккупация" ; 1916А ;  ; Fe ; VF- ; 29 ; bask2008 ; 816 
 499 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF-XF ; 15 ; R*HAN ; 176 
 500 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF-XF ; 23 ; vowa ; 141 
 501 ; 10 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 7 ; andrry ; 157 
 502 ; 10 пенни ; 1910 ; Финляндия ; Cu ; VF-XF ; 25 ; pvg111 ; 306 
 403 ; Копейка ; 1853 ; ЕМ ; Cu ; VF- ; 23 ; Волга 67 ; 155 
 404 ; Копейка ; 1865 ; ЕМ ; Cu ; VF ; 22 ; Волга 67 ; 216 
 405 ; Копейка ; 1870 ; ЕМ ; Cu ; VF-XF ; 20 ; tarbarmoshka ; 466 
 406 ; Копейка ; 1895 ; СПБ ; Cu ; F-VF ; 17 ; П.А.Н. ; 108 
 407 ; Копейка ; 1898 ; СПБ ; Cu ; XF ; 34 ; max96 ; 1476 
 408 ; Копейка ; 1898 ; СПБ ; Cu ; F+ ; 7 ; parasit ; 15 
 409 ; Копейка ; 1900 ; СПБ ; Cu ; VF-XF ; 37 ; max96 ; 368 
 410 ; Копейка ; 1901 ; СПБ ; Cu ; VF- ; 15 ; Олег33 ; 114 
 411 ; Копейка ; 1906 ; СПБ ; Cu ; VF- ; 10 ; kost ; 34 
 412 ; Копейка ; 1908 ; СПБ ; Cu ; VF ; 36 ; vowa ; 111 
 413 ; Копейка ; 1909 ; СПБ ; Cu ; VF ; 15 ; lgvspb ; 101 
 414 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 13 ; vowa ; 42 
 415 ; Копейка ; 1912 ; СПБ ; Cu ; AU ; 51 ; Roman24 ; 340 
 416 ; Копейка ; 1912 ; СПБ ; Cu ; VF ; 8 ; vowa ; 16 
 417 ; Копейка ; 1913 ; СПБ ; Cu ; XF- ; 7 ; alex752 ; 100 
 418 ; Копейка ; 1913 ; СПБ ; Cu ;  ; 9 ; Ник 2 ; 32 
 419 ; Копейка ; 1914 ; СПБ ; Cu ; AU/XF ; 6 ; jimmysu ; 34 
 420 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 15 ; Schwer ; 204 
 421 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 16 ; serg98 ; 92 
 422 ; Копейка ; 1914 ; СПБ ; Cu ;  ; 11 ; jimmysu ; 25 
 423 ; Копейка ; 1915 ;  ; Cu ; AU/XF ; 20 ; cargo544 ; 58 
 424 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 9 ; Туборг ; 46 
 425 ; Копейка ; 1915 ;  ; Cu ; AU/XF ; 15 ; cargo544 ; 67 
 426 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 8 ; Туборг ; 40 
 427 ; Копейка ; 1915 ;  ; Cu ; AU/XF ; 16 ; Михалыч777 ; 62 
 428 ; Копейка ; 1915 ;  ; Cu ; AU ; 21 ; tarbarmoshka ; 72 
 429 ; Копейка ; 1915 ;  ; Cu ; XF/AU ; 12 ; jimmysu ; 64 
 430 ; Копейка ; 1915 ;  ; Cu ; AU ; 23 ; vilandarion ; 450 
 431 ; Копейка ; 1915 ;  ; Cu ; AU ; 13 ; Randi ; 72 
 432 ; Копейка ; 1915 ;  ; Cu ; F-VF ; 13 ; Ник 2 ; 28 
 433 ; Копейка ; 1915 ;  ; Cu ; AU ; 41 ; Schwer ; 663 
 434 ; Копейка ; 1915 ;  ; Cu ; XF ; 6 ; caiman67 ; 33 
 435 ; Денга ; 1704 ;  ; Cu ; F+ ; 36 ; taa ; 521 
 436 ; Денга ; 1712 ;  ; Cu ; F-VF ; 55 ; vvr ; 2380 
 437 ; Денга ; 17?5 ;  ; Cu ; F+ ; 12 ; ckpynch ; 24 
 438 ; Денга ; 1730 ;  ; Cu ; F ; 19 ; Волга 67 ; 114 
 439 ; Денга ; 1731 ;  ; Cu ; VF ; 16 ; i.box ; 35 
 440 ; Денга ; 1734 ;  ; Cu ; VF- ; 18 ; gav1980 ; 37 
 441 ; Денга ; 1735 ;  ; Cu ; F+ ; 14 ; gav1980 ; 36 
 442 ; Денга ; 1737 ;  ; Cu ; F ; 9 ; t_v_v ; 23 
 443 ; Денга ; 1737 ;  ; Cu ; F-VF ; 15 ; cvetlana1 ; 28 
 444 ; Денга ; 1738 ;  ; Cu ; F+ ; 15 ; i.box ; 30 
 445 ; Денга ; 1739 ;  ; Cu ; F-VF ; 24 ; koav ; 100 
 446 ; Денга ; 1740 ;  ; Cu ; F-VF ; 17 ; Волга 67 ; 42 
 447 ; Денга ; 1741 ;  ; Cu ; F-VF ; 15 ; SadKo ; 28 
 448 ; Денга ; 1744 ;  ; Cu ; F+ ; 5 ; jashka39 ; 19 
 449 ; Денга ; 1747 ;  ; Cu ; F-VF ; 9 ; parasit ; 23 
 450 ; Денга ; 1748 ;  ; Cu ; F-VF ; 7 ; Волга 67 ; 24 
 451 ; Денга ; 1749 ;  ; Cu ; F-VF ; 9 ; rirosrob ; 46 
 452 ; Денга ; 1751? ;  ; Cu ; F-VF ; 11 ; asparagus ; 24 
 353 ; 2 копейки ; 1765 ; ММ ; Cu ; F+ ; 22 ; alex995 ; 92 
 354 ; 2 копейки ; 1766 ; ММ ; Cu ; VF ; 21 ; vowa ; 359 
 355 ; 2 копейки ; 1768 ; КМ "Сибирь" ; Cu ; VF ; 39 ; аляска ; 1628 
 356 ; 2 копейки ; 1788 ; ММ ; Cu ; VF- ; 16 ; bvm1504 ; 328 
 357 ; 2 копейки (Петров-1р) ; 1797 ;  ; Cu ; F ; 34 ; Ритм ; 3287 
 358 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 27 ; villi56 ; 227 
 359 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 27 ; villi56 ; 200 
 360 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF- ; 39 ; villi56 ; 250 
 361 ; 2 копейки ; 1799 ; КМ ; Cu ; VF-XF ; 19 ; sergfokin ; 819 
 362 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF ; 24 ; akula ; 267 
 363 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF-XF ; 27 ; fundamento ; 370 
 364 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF ; 18 ; Johnny Walker ; 258 
 365 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 24 ; Trien ; 1020 
 366 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 15 ; mash ; 204 
 367 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; F+ ; 17 ; ckpynch ; 54 
 368 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF- ; 23 ; Johnny Walker ; 191 
 369 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; F-VF ; 8 ; Johnny Walker ; 102 
 370 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; VF- ; 17 ; otmorozok ; 101 
 371 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; VF ; 26 ; Олег33 ; 363 
 372 ; 2 копейки ; 1844 ; ЕМ ; Cu ; VF ; 11 ; молли ; 470 
 373 ; 2 копейки ; 1876 ; ЕМ ; Cu ; F-VF ; 17 ; никсер ; 255 
 374 ; 2 копейки ; 1902 ; СПБ ; Cu ; F-VF ; 20 ; lsp25 ; 257 
 375 ; 2 копейки ; 1903 ; СПБ ; Cu ; XF- ; 67 ; мак-сим ; 466 
 376 ; 2 копейки ; 1906 ; СПБ ; Cu ; VF+ ; 51 ; ssss ; 458 
 377 ; 2 копейки ; 1908 ; СПБ ; Cu ; VF- ; 19 ; kost ; 115 
 378 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF- ; 14 ; vowa ; 51 
 379 ; 2 копейки ; 1911 ; СПБ ; Cu ; XF+ ; 161 ; мак-сим ; 5000 
 380 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 20 ; vowa ; 227 
 381 ; 2 копейки ; 1913 ; СПБ ; Cu ; XF ; 37 ; konst ; 202 
 382 ; 2 копейки ; 1914 ; СПБ ; Cu ; AU ; 28 ; Uri ; 373 
 383 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF ; 15 ; kalash79 ; 170 
 384 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 12 ; kalash79 ; 34 
 385 ; 2 копейки ; 1915 ;  ; Cu ; XF ; 17 ; mirumir ; 68 
 386 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 22 ; vowa ; 212 
 387 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 30 ; Schwer ; 255 
 388 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 40 ; 1059 ; 239 
 389 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 35 ; terner230 ; 420 
 390 ; 2 копейки ; 1916 ;  ; Cu ; XF- ; 21 ; 1059 ; 217 
 391 ; Копейка ; 1728 ;  ; Cu ; F-VF ; 28 ; masterovoi ; 5896 
 392 ; Копейка ; 1760 ;  ; Cu ; F-VF ; 15 ; caiman67 ; 46 
 393 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F ; 19 ; bvm1504 ; 466 
 394 ; Копейка ; 1795 ; ЕМ ; Cu ; VF+ ; 24 ; maksimus71 ; 340 
 395 ; Копейка ; 1798 ; ЕМ ; Cu ; F+ ; 20 ; Andrei2007 ; 87 
 396 ; Копейка ; 1819 ; ЕМ НМ ; Cu ; F+ ; 17 ; ckpynch ; 72 
 397 ; Копейка ; 1819 ; КМ АД ; Cu ; VF- ; 18 ; parasit ; 104 
 398 ; Копейка ; 1823 ; ЕМ ФГ ; Cu ; VF+ ; 38 ; max96 ; 1216 
 399 ; Копейка ; 1837 ; ЕМ НА ; Cu ; VF ; 18 ; Alan ; 245 
 400 ; Копейка ; 1841 ; ЕМ ; Cu ; VF- ; 15 ; caiman67 ; 77 
 401 ; Копейка ; 1845 ; СМ ; Cu ; F+ ; 15 ; валери ; 31 
 402 ; Копейка ; 1852 ; ЕМ ; Cu ; F+ ; 9 ; ckpynch ; 28 
 303 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF+ ; 17 ; пастор Шлак ; 400 
 304 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 17 ; Файл ; 225 
 305 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF+ ; 15 ; филимон ; 322 
 306 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF-XF ; 11 ; филимон ; 449 
 307 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 26 ; струна5 ; 204 
 308 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF ; 37 ; филимон ; 306 
 309 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF ; 17 ; филимон ; 296 
 310 ; 5 копеек ; 1785 ; КМ ; Cu ; VF+ ; 43 ; слоник ; 3264 
 311 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 38 ; струна5 ; 612 
 312 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF+ ; 49 ; струна5 ; 459 
 313 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF-XF ; 37 ; Rosomaxa ; 612 
 314 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 22 ; villi56 ; 300 
 315 ; 5 копеек ; 1788 ; ММ ; Cu ; VF- ; 18 ; Волга 67 ; 1224 
 316 ; 5 копеек ; 178? ;  ; Cu ; F-VF/F ; 17 ; струна5 ; 547 
