 5496 ; Бона иностранная. Югославия ;  ;  ;  ;  ; 10 ; 3ТЭП75 ; 38 
 1080 ; Жетон премиальный за окончание учебного заведения. Италия ;  ;  ; Ag, позолота ; VF+ ; 7 ; спарта ; 1247 
 1081 ; Медаль Англия ;  ;  ; Al ; VF- ; 40 ; alexander9595 ; 770 
 1082 ; Медаль почтовое сообщение. D-38мм ;  ;  ; Cu-Ni ; XF+ ; 28 ; Папа с рацией ; 124 
 1083 ; Монетовидный жетон. Экю. Германия. Единство, право, свобода. D - 40mm ; 1992 ;  ; Cu-Ni ; AU ; 19 ; didisister ; 100 
 1084 ; Монетовидный жетон. Экю. Германия. Единство, право, свобода. D - 40mm ; 1992 ;  ; Cu-Ni ; AU ; 17 ; Elephant ; 59 
 1085 ; Монетовидный жетон. Экю. Германия. Единство, право, свобода. D - 40mm ; 1992 ;  ; Cu-Ni ; AU ; 17 ; collector64 ; 61 
 1086 ; Монетовидный жетон. Экю. Англия. D - 38mm ; 1992 ;  ; Cu-Ni ; AU ; 13 ; Ok203 ; 305 
 1087 ; Жетон иностранный. D - 18mm ;  ;  ; ж/м ; VF+ ; 13 ; пинокио ; 51 
 1088 ; Наградная медаль. Легкая атлетика. Германия. D - 40mm ; 1924 ;  ; Br ; VF+ ; 27 ; lizz ; 895 
 1089 ; Жетон1 Remy ; 1999ММД ;  ; Ж/м ; VF-XF ; 30 ; NL.minkki ; 202 
 1090 ; Медаль Томаш Масарик. D-42мм ;  ;  ; Ag ; XF ; 113 ; olancepok ; 3381 
 1091 ; Медаль "Авто-клуб". D-60мм. Два отверстия ;  ;  ; Ж/м ; XF ; 25 ; lizz ; 600 
 1092 ; Медаль. Футбол. Дания. В коробке, с сертификатом ; 1992 ;  ; Ag999 ; Unc ; 16 ; Жигурда ; 873 
 1093 ; Медаль. Израиль. D-59мм ; 1978 ;  ; Ж/м ; XF+ ; 20 ; LEXAI ; 171 
 1094 ; Медаль. Израиль. D-59мм ; 1979 ;  ; Ж/м ; XF+ ; 18 ; LEXAI ; 179 
 1095 ; Медаль 1917-1967гг Финляндия. D-71мм ;  ;  ; Ж/м ; XF ; 26 ; aziya11 ; 213 
 1096 ; Медаль. 750 лет Берлину. D - 60mm ; 1987 ;  ; б/м ; XF ; 31 ; seva777 ; 221 
 1097 ; Жетон. Международная выставка в Осаке. D - 34mm ; 1970 ;  ; ж/м ; XF ; 11 ; LEXAI ; 34 
 1098 ; Жетон. Автсрия. Мария Терезия. D - 24mm ;  ;  ; ж/м ; VF ; 9 ; тикси3 ; 112 
 1099 ; Нагрудный знак члена Бутоку-Кай. Япония ;  ;  ; Б/м ; VF+ ; 19 ; alexander9595 ; 261 
 1100 ; Жетон телефонный Беларусь связь ;  ;  ; Ж/м ; VF ; 10 ; архыз ; 55 
 1101 ; Медаль 1 место. 50 км на велосипеде. Финляндия ;  ;  ; Б/м ; VF-XF ; 37 ; lizz ; 1122 
 1102 ; Телефонный жетон ; 1990 ;  ; Al/Br ; XF ; 16 ; ship-nik ; 26 
 1103 ; Телефонный жетон ;  ;  ; Ж/м ; XF- ; 5 ; t_v_v ; 13 
 1104 ; Медаль. Мост. Дания ; 1998 ;  ; Ag ; Proof ; 31 ; sibirian ; 538 
 1105 ; Жетон. Виктория ;  ;  ; Ж/м ; VF+ ; 15 ; Lena6975 ; 64 
 1106 ; Жетон ;  ;  ; Ж/м ; XF ; 18 ; roza77 ; 83 
 1107 ; Медаль Урхо Кекконен. D-44мм ;  ;  ; Ж/м ; XF+ ; 26 ; LEXAI ; 255 
 1108 ; Медаль. Германия. С сертификатом ;  ;  ; Ag ; Proof ; 10 ; Эмир78 ; 444 
 1109 ; Медаль. Германия. С сертификатом ;  ;  ; Ag ; Proof ; 11 ; Эмир78 ; 444 
 1110 ; Медаль. Германия. С сертификатом ;  ;  ; Ag ; Proof ; 14 ; Эмир78 ; 444 
 1111 ; Медаль. Германия. С сертификатом ;  ;  ; Ag ; Proof ; 10 ; Эмир78 ; 444 
 1112 ; Медаль. Германия. С сертификатом ;  ;  ; Ag ; Proof ; 8 ; Эмир78 ; 444 
 1113 ; Медаль. Германия. С сертификатом ;  ;  ; Ag ; Proof ; 14 ; Эмир78 ; 444 
 1114 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 6 ; Ok203 ; 55 
 1115 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 6 ; Ok203 ; 173 
 1116 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 4 ; Ok203 ; 55 
 1117 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 6 ; Ok203 ; 55 
 1118 ; Жетон. Марка. В конверте ;  ;  ; Ж/м ; XF+ ; 20 ; Ok203 ; 83 
 1019 ; Жетон. День независимости. D-31мм ;  ;  ; Ag ; Proof ; 31 ; Валериан ; 901 
 1020 ; Фабричный платежный жетон 10 пунктов. Германия ;  ;  ; Ж/м ; XF- ; 34 ; наташа2712 ; 301 
 1021 ; Жетон shell ;  ;  ; Ж/м ; XF+ ; 10 ; ворон2015 ; 61 
 1022 ; Жетон. Германия. D-27мм ;  ;  ; Ag ; Proof ; 37 ; ворон2015 ; 514 
 1023 ; Жетон Shell ;  ;  ; Ж/м ; XF ; 11 ; ворон2015 ; 59 
 1024 ; 10 евро Германия. D-30мм ; 1998 ;  ; Б/м ; Proof ; 30 ; 5252 ; 255 
 1025 ; Жетон Вольфганг Вебер. D-29мм ;  ;  ; Б/м ; XF ; 8 ; Mike! ; 51 
 1026 ; Медаль. D-40мм ;  ;  ; Ж/м ; XF ; 12 ; ворон2015 ; 83 
 1027 ; Жетон на удачу ; 1954 ;  ; Al ; VF ; 11 ; roza77 ; 57 
 1028 ; Жетон shell ;  ;  ; Ж/м ; XF+ ; 12 ; Mike! ; 63 
 1029 ; Жетон Weihnachten. D-26мм ; 1979 ;  ; Ж/м ; AU ; 5 ; Mike! ; 32 
 1030 ; Медаль. Германия, Веймар. 80 лет со дня рождения Гинденбурга. D - 36mm ; 1927 ;  ; Ag ; XF ; 35 ; 1023oxana ; 3162 
 1031 ; Жетон. Франция.Королевская казна. Городской фонтан. D - 34mm ; 1752 ;  ; Ag ; VF+ ; 16 ; Lena6975 ; 1427 
 1032 ; Жетон. Франция. Орден Мон-Кармеля и Святого Лазаря. Герб герцога Анжуйского Людовика Станистава Ксавера, будущего Людовика XVIII. D - 29mm ; 1773 ;  ; Ag ; VF+ ; 22 ; Ok203 ; 2039 
 1033 ; Жетон. Франция. Попечительский совет. D - 29mm ; 1715-1774 ;  ; Ag ; F+ ; 11 ; Elephant ; 772 
 1034 ; Жетон. Франция. Обычаи войн. Фигура Геркулеса. D - 29mm ; 1749 ;  ; Ag ; VF ; 20 ; Elephant ; 1282 
 1035 ; Жетон. Франция. Обычаи войн. Шомполы и артеллирерийские гранаты. D - 29mm ; 1751 ;  ; Ag ; VF+ ; 20 ; Elephant ; 1658 
 1036 ; Жетон. Франция. Превратности войн. Легкая кавалерия. Многоголовая гидра с отрубленными головами. D - 29mm ; 1654 ;  ; Ag ; F- ; 7 ; Elephant ; 772 
 1037 ; Жетон. Франция. Превратности войн. Военный барабан и горны. D - 30mm ; 1730 ;  ; Ag ; VF+ ; 34 ; Elephant ; 1551 
 1038 ; Жетон. Франция. Лангедок. Восходящее солнце и дерево. D - 31mm ; 1724 ;  ; Ag ; VF- ; 7 ; Elephant ; 772 
 1039 ; Жетон. Франция. Лев с букетом лилий. D - 28mm ; 1657 ;  ; Ag ; VF ; 25 ; Elephant ; 1199 
 1040 ; Жетон. Франция. Лион. Адвокаты в Парламенте. D - 31mm ; 1771 ;  ; Ag ; F-VF ; 7 ; Elephant ; 1017 
 1041 ; Жетон. Франция. Лион. Биржевые маклеры. D - 32mm ; 1773 ;  ; Ag ; VF-XF ; 51 ; kont ; 1835 
 1042 ; Жетон. Франция. Флот. Битва пяти главных хищников. D - 29mm ; 1757 ;  ; Ag ; VF ; 9 ; Elephant ; 1211 
 1043 ; Жетон. Франция. Бургундия. Дворянство Бургундии. Советник короля Клод Лемюлье. D - 31mm ; 1710 ;  ; Ag ; VF-XF ; 23 ; Elephant ; 1425 
 1044 ; Жетон. Франция. Провинция Бургундия. D - 31mm ; 1789 ;  ; Ag ; XF ; 39 ; Hada ; 2447 
 1045 ; Жетон. Франция. Турень. Мэр Тура Прёйли. D - 30mm ; 1755 ;  ; Ag ; VF+ ; 11 ; Elephant ; 1401 
 1046 ; Жетон Shell ;  ;  ; Al/Br ; XF ; 10 ; NL.minkki ; 40 
 1047 ; Жетон ;  ;  ; Al/Br ; VF+ ; 9 ; ship-nik ; 46 
 1048 ; Жетон Shell ;  ;  ; Al/Br ; XF ; 13 ; collector64 ; 38 
 1049 ; Медаль. ЕС. Европейская валюта. D-50мм ;  ;  ; Б/м ; AU ; 20 ; collector64 ; 204 
 1050 ; Медаль. Торгово-промышленная палата. D-53мм ;  ;  ; Br ; XF- ; 17 ; 1gold ; 610 
 1051 ; Медаль Арнольд Янссен ;  ;  ; Б/м ; XF ; 7 ; Mike! ; 76 
 1052 ; Медаль Германия. D-40мм ;  ;  ; Б/м ; AU ; 7 ; Mike! ; 101 
 1053 ; Жетон. Германия. D-30мм ;  ;  ; Ж/м ; AU ; 7 ; Mike! ; 83 
 1054 ; Медаль Филателия. D-40мм ;  ;  ; Фарфор ; XF ; 3 ; Mike! ; 104 
 1055 ; Медаль Германия. D-40мм ;  ;  ; Ж/м ; AU ; 7 ; Mike! ; 116 
 1056 ; Медаль Германия. D-35мм ;  ;  ; Б/м ; AU ; 7 ; Mike! ; 70 
 1057 ; Жетон. 10 евро. Германия ; 1998 ;  ; Cu-Ni ; Proof ; 11 ; Mike! ; 126 
 1058 ; Медаль. Европейская валюта. Ирландия. D-48мм ;  ;  ; Б/м ; Proof ; 28 ; Elephant ; 261 
 1059 ; Жетон спорт. Германия. D-34мм ;  ;  ; Ag ; Proof ; 17 ; ворон2015 ; 805 
 1060 ; Медаль Германия. D-39мм ;  ;  ; Б/м ; Proof ; 15 ; Mike! ; 124 
 1061 ; Медаль Германия. D-40мм ;  ;  ; Б/м ; Proof ; 7 ; Mike! ; 111 
 1062 ; Медаль Германия. D-40мм ;  ;  ; Б/м ; AU ; 3 ; Ustin ; 155 
 1063 ; Жетон Германия. D-27мм ;  ;  ; Б/м ; XF+ ; 7 ; Mike! ; 60 
 1064 ; Жетон 20 ;  ;  ; Ж/м ; VF ; 7 ; ворон2015 ; 45 
 1065 ; Жетон spiel marke ;  ;  ; Ж/м ; VF+ ; 5 ; ворон2015 ; 31 
 1066 ; Жетон werth-marke 20 ;  ;  ; Ж/м ; VF+ ; 9 ; Mike! ; 123 
 1067 ; Жетон 1 1/2 евро. Германия ;  ;  ; Ж/м ; XF ; 11 ; Mike! ; 153 
 1068 ; Медаль. D-40мм ;  ;  ; Б/м ; XF+ ; 3 ; ворон2015 ; 102 
 969 ; Медаль За трудовое отличие Болгария ;  ;  ; Б/м ; XF ; 5 ; 312 ; 117 
 970 ; Красная звезда. Югославия ;  ;  ; Б/м,ж/м,эмаль ; XF- ; 36 ; doc2 ; 520 
 971 ; Комплект медалей "За отличную стрельбу из армейской винтовки" (1,2,3ст). Швеция ; 2000 ;  ; Br ; XF ; 22 ; evdiral ; 531 
 972 ; Медаль За отличную стрельбу из винтовки 1ст. Швеция ; 1993 ;  ; Br, позолота ; XF+ ; 10 ; slavka ; 164 
 973 ; Миниатюра медали За отличную Стрельбу на турнире в Мальме. Швеция ;  ;  ; Ag ; XF ; 16 ; lizz ; 405 
 974 ; Миниатюра медали За заслуги. Союз резервистов. Швеция ;  ;  ; Ag ; XF ; 21 ; maymuse ; 357 
 975 ; Медаль За отличную стрельбу. Швеция ;  ;  ; Br ; XF+ ; 15 ; ТРОЛ ; 249 
 976 ; Медаль За отличную стрельбу из армейской винтовки. Норвегия ;  ;  ; Br ; XF ; 11 ; ТРОЛ ; 255 
 977 ; Медаль За отличную стрельбу из винтовки. Швеция ; 1977 ;  ; Br,серебрение ; XF ; 15 ; 123 - OR ; 144 
 978 ; Медаль За отличную стрельбу на турнире в Мальме. Швеция ;  ;  ; Br ; XF- ; 5 ; slavka ; 114 
 979 ; Медаль За отличную стрельбу из винтовки на турнире в Мальме. Швеция ;  ;  ; Br ; XF ; 6 ; bob375 ; 147 
 980 ; Медаль За отличную стрельбу на турнире в Мальме. Швеция ; 1938 ;  ; Ag ; VF ; 13 ; lizz ; 1007 
 981 ; Медаль За отличную стрельбу из винтовки. Швеция ; 1979 ;  ; Br ; XF ; 15 ; 123 - OR ; 144 
 982 ; Медаль За отличную стрельбу на турнире. Швеция ; 1948 ;  ; Br ; XF+ ; 14 ; цеховик ; 147 
 983 ; Медаль За отличную стрельбу из армейской винтовки на турнире в Ямланде. Норвегия ; 1965 ;  ; Ag ; XF ; 22 ; erwin ; 524 
 984 ; Медаль За отличную стрельбу из армейской винтовки на турнире в Мальме. Швеция ; 1923 ;  ; Ag ; XF- ; 27 ; lizz ; 1020 
 985 ; Памятная медаль. Финляндия. D-50мм ;  ;  ; Br ; XF ; 19 ; molodes ; 163 
 986 ; Медаль из серии "Государственная пропаганда стрелковых турниров". Король Карл IX. Швеция. D-40мм ; 1992 ;  ; Br ; XF+ ; 31 ; Lena6975 ; 211 
 987 ; Медаль на приз Стокгольмские вести 36-е Королевские стрельбы. Швеция. D-40мм ; 1958 ;  ; Br ; XF+ ; 15 ; LEXAI ; 132 
 988 ; Медаль на приз газеты "Дагбладет". Королевские стрельбы. Швеция. D-40мм ; 1978 ;  ; Br ; XF+ ; 16 ; LEXAI ; 124 
 989 ; Медаль из серии "Государственная пропаганда стрелковых турниров". Король Карл XIII. Швеция. D-40мм ; 1981 ;  ; Br ; XF+ ; 11 ; LEXAI ; 123 
 990 ; Медаль из серии "Государственная пропаганда стрелковых турниров". Король Карл XV. Швеция. D-40мм ; 1978 ;  ; Br ; XF+ ; 29 ; Lena6975 ; 216 
 991 ; Медаль из серии "Государственная пропаганда стрелковых турниров". Король Карл XII. Швеция. D-40мм ; 1987 ;  ; Br ; XF+ ; 15 ; LEXAI ; 126 
 992 ; Медаль на приз газеты "Дагбладет". Королевские стрельбы. Швеция. D-40мм ; 1985 ;  ; Br ; XF+ ; 13 ; LEXAI ; 155 
 993 ; Медаль за лучшую лошадь. Король Густав V. Швеция. D-40мм ; 1939 ;  ; Ag ; XF ; 41 ; boryas1 ; 3047 
 994 ; Медаль за лучшую лошадь. Король Оскар II. Швеция. D-40мм ;  ;  ; Ag ; XF- ; 14 ; erwin ; 2405 
 995 ; Медаль За отличную стрельбу из винтовки. Швеция ; 12970 ;  ; Ag, позолота ; XF+ ; 31 ; ga2012 ; 606 
 996 ; Медаль 1870-71 ;  ;  ; Br ; XF+ ; 113 ; alexander9595 ; 3642 
 997 ; Медаль Джефферсон президент США. D-33мм ;  ;  ; Ж/м ; XF+ ; 25 ; Валериан ; 254 
 998 ; 1 унция меди. Китай. Год Дракона ; 2012 ;  ; Cu ; AU ; 9 ; aziya11 ; 116 
 999 ; Жетон Парижское право. Вуазен. Франция. D-27мм ; 1663 ;  ; Ag ; VF- ; 27 ; Elephant ; 1201 
 1000 ; Жетон. Франция. Колонии Франции. Америка. Летящий Меркурий. D - 30mm ; 1952 ;  ; Ag ; XF- ; 40 ; 1023oxana ; 1835 
 1001 ; Жетон. Помпей, Цезарь Красс - заключение союза (Триумвират). Завоевание Цезарем Галии. D - 30mm ;  ;  ; Ag ; VF+ ; 69 ; Elephant ; 1998 
 1002 ; Жетон. Франция. Свадьба Людовика XV с польской принцессой Марией Лещинской. D - 29mm ; 1725 ;  ; Ag ; VF ; 31 ; Георг ; 2042 
 1003 ; Жетон. Франция. Провинция Камбре. D - 34mm ; 1774-1793 ;  ; Ag ; VF+ ; 20 ; Ok203 ; 1733 
 1004 ; Жетон. Франция. Провинция Артуа. D - 32mm ; 1774-1793 ;  ; Ag ; XF- ; 33 ; Elephant ; 1701 
 1005 ; Жетон. Франция. Артуа. Граф Артуа Карл Филипп, будущий король Карл Х.  D - 29mm ; 1774-1793 ;  ; Ag ; XF ; 20 ; Lena6975 ; 1529 
 1006 ; Жетон. Франция. Нормандия. Утёс у моря и восходящее солнце. D - 31mm ; 1719 ;  ; Ag ; F-VF ; 13 ; Elephant ; 899 
 1007 ; Жетон. Франция. Нормандия. Архиепископство Руана. Успение Девы Марии. D - 29mm ; 1712 ;  ; Ag ; F-VF ; 7 ; Elephant ; 962 
 1008 ; Жетон. Франция. Верхняя Нормандия. Масонская ложа Иксренней Дружбы Руана. D - 29mm ; 1822 ;  ; Ag ; XF ; 15 ; Ok203 ; 3642 
 1009 ; Жетон. Священная Римская Империя. Коронация Франциска II императором Священной Римской империи германской нации. . D - 26mm ; 1792 ;  ; Ag ; VF-XF ; 39 ; жених ; 2164 
 1010 ; Жетон. Священная Римская Империя. Коронация Франциска II королем Германии. D - 26mm ; 1792 ;  ; Ag ; VF-XF ; 35 ; жених ; 1787 
 1011 ; Медаль Германия. D-30мм ;  ;  ; Б/м ; AU ; 17 ; ворон2015 ; 93 
 1012 ; Жетон Бергман ;  ;  ; Al/Br ; VF ; 5 ; Mike! ; 23 
 1013 ; Жетон. Виктория. Англия ;  ;  ; Al/Br ; VF+ ; 26 ; domnik ; 350 
 1014 ; Жетон Карл Лингер ;  ;  ; Ж/м ; VF ; 8 ; Mike! ; 53 
 1015 ; Жетон 150 ;  ;  ; Ж/м ; VF ; 7 ; Mike! ; 23 
 1016 ; Жетон. Олимпиада. D-35мм ;  ;  ; Ж/м ; XF ; 9 ; ворон2015 ; 47 
 1017 ; Жетон. Саар. D-36мм ;  ;  ; Ag ; XF ; 35 ; наташа2712 ; 3008 
 1018 ; Жетон. Франция. D-30мм ;  ;  ; Б/м ; VF ; 34 ; Mike! ; 200 
 919 ; Медаль школьная "серебро" РСФСР. D-40мм ;  ;  ; Б/м ; VF-XF ; 19 ; Гера777 ; 510 
 920 ; Медаль. Легенды Российского флота. Ф.Ф.Беллинсгаузен ; 2016 ;  ; Cu-Ni ; Proof ; 41 ; smvvms ; 595 
 921 ; Медаль. Легенды Российского флота. Ф.М.Апраксин ; 2016 ;  ; Cu-Ni ; XF+ ; 29 ; ssbb333 ; 458 
 922 ; Медаль. Легенды Российского флота. Ф.М.Апраксин ; 2016 ;  ; Cu-Ni ; Proof ; 30 ; smvvms ; 583 
 923 ; Медаль. Лешгенды Российского флота. Ф.Ф. Белинсгаузен ; 2016СПМД ;  ; Cu/Ni ; XF+ ; 42 ; Папа с рацией ; 465 
 924 ; Медаль. Лешгенды Российского флота. Ф.М. Апраксин ; 2016СПМД ;  ; Cu/Ni ; XF+ ; 29 ; sibirian ; 468 
 925 ; Медаль. Легенды Российского флота. Ф.Ф.Беллинсгаузен ; 2016 ;  ; Cu-Ni ; XF+ ; 32 ; Wulf ; 461 
 926 ; Жетон 300-летие Российского военно-морского флота. Князь Г.А. Потемкин-Таврический ; ММД ;  ; Cu-Ni ; Proof ; 15 ; Wulf ; 668 
 927 ; Жетон 300-летие Российского военно-морского флота. Чесменское сражение ; ММД ;  ; Cu-Ni ; Proof ; 11 ; Wulf ; 667 
 928 ; Жетон 300-летие Российского военно-морского флота. Линейный корабль Св. Павел ; ММД ;  ; Cu-Ni ; Proof ; 13 ; seva777 ; 713 
 929 ; Жетон 300-летие Российского военно-морского флота. Битва при Гангуте ; ММД ;  ; Cu-Ni ; Proof ; 19 ; Wulf ; 363 
 930 ; Жетон 70 лет победы в ВОВ ;  ;  ; Cu-Ni ; Proof ; 17 ; gurtov ; 407 
 931 ; Медаль. 20 лет на страже казны. D-32мм ; ММД ;  ; Б/м ; Proof ; 52 ; kont ; 1320 
 932 ; Крест за заслуги перед страной. Австрия ;  ;  ; Ж/м ; XF ; 25 ; evdiral ; 2907 
 933 ; Медаль содружества. Великобритания ;  ;  ; Ж/м ; XF- ; 65 ; alexander9595 ; 703 
 934 ; Медаль 1915-1918. италия ;  ;  ; Ж/м ; VF-XF ; 30 ; alexander9595 ; 1299 
 935 ; Медаль за заслуги в музыке. Франция ;  ;  ; Ж/м ; VF-XF ; 32 ; alexander9595 ; 516 
