 251 ; Полушка ; 1850 ; ЕМ ; Cu ; XF ; 27 ; sax ; 3400 
 806 ; Лепта. Пантикапей. М-1,11г ; 314-310 гг до нэ ;  ;  ; F+ ; 71 ; kovlad ; 255 
 807 ; Тетрахалк. Фанагория. М-1,76г ; 220-210 гг до нэ ;  ;  ; F+ ; 45 ; аргентинский пармезан ; 270 
 808 ; Лепта. Пантикапей. М-1,41г ; 389-379 гг до нэ ;  ;  ; F+ ; 57 ; kovlad ; 434 
 809 ; Статер. Пантикапей. М-7,12г ; 150-140 гг до нэ ;  ;  ; F+ ; 22 ; барсик ; 99 
 810 ; Обол. Пантикапей. М-3,25г ; 150-140 гг до нэ ;  ;  ; F+ ; 27 ; kt589 ; 53 
 811 ; Обол. Пантикапей. М-2,31г ; 5-4 века до нэ ;  ; Br ; F+ ; 22 ; С Урала ; 34 
 812 ; 1/25 обола (монета-дельфин). Ольвия. М-2,34г ; 5-4 века до нэ ;  ; Br ; F+ ; 49 ; grigoriKK ; 204 
 711 ; Дирхем. Золотая орда, Сарай аль-Джадид ; 1346-1347(747г.х.) ;  ; Ag ; F-VF ; 68 ; Harlock ; 172 
 712 ; Дирхем. Золотая орда, Сарай аль-Джадид. Хан Джанибек ; 1348-1349(749г.х.) ;  ; Ag ; VF- ; 39 ; Ритм ; 401 
 713 ; Дирхем. Золотая орда, Сарай аль-Джадид ; 1344-1345(745г.х.) ;  ; Ag ; F+ ; 48 ; kt589 ; 137 
 714 ; Дирхем. Золотая орда,Гюлистан ; 1352-1353(753г.х.) ;  ; Ag ; F-VF ; 24 ; kt589 ; 132 
 715 ; Дирхем. Золотая орда, Сарай аль-Джадид ; 1347-1348(748г.х.) ;  ; Ag ; F-VF ; 20 ; Sterh ; 117 
 716 ; Дирхем. Золотая орда, Сарай аль-Джадид. Хан Мухаммед Бердибек ; 1357-1358(759г.х.) ;  ; Ag ; F-VF ; 29 ; wolikaz ; 170 
 717 ; Дирхем. Золотая орда, Сарай аль-Джадид ; 1346-1347(747г.х.) ;  ; Ag ; F-VF ; 33 ; Гриша ; 192 
 718 ; Дирхем. Золотая орда, Сарай аль-Джадид. Хан Мухаммед Джанибек ; 1350-1351(751г.х.) ;  ; Ag ; F+ ; 40 ; sssppp ; 105 
 719 ; Дирхем. Золотая орда, Сарай аль-Джадид. Хан Мухаммед Берди-бек ; 1357-1358(759г.х.) ;  ; Ag ; F-VF ; 39 ; vc57 ; 116 
 720 ; Дирхем. Золотая орда, Гюлистан. Хан Бердибек ; 1357-1358(759г.х.) ;  ; Ag ; F-VF ; 16 ; Sterh ; 114 
 721 ; Дирхем. Золотая орда, Сарай аль-Джадид. Хан Махмуд Джанибек ; 1351-1352(752г.х.) ;  ; Ag ; F+ ; 24 ; wolikaz ; 127 
 722 ; Дирхем. Золотая орда, Сарай аль-Махрус ; 1310-1311(710г.х.) ;  ; Ag ; F-VF ; 54 ; himak ; 275 
 723 ; Дирхем. Золотая орда, Сарай аль-Джадид. Хан Мухаммед Берди-бек ; 1357-1358(759г.х.) ;  ; Ag ; F-VF ; 51 ; wolikaz ; 125 
 724 ; Дирхем. Золотая орда. Деформация ;  ;  ; Ag ; F-VF ; 23 ; Sterh ; 79 
 725 ; Дирхем. Золотая орда, Сарай аль-Джадид. Хан Джанибек ; 1350-1351(751г.х.) ;  ; Ag ; F-VF ; 28 ; mkm1968 ; 117 
 726 ; Дирхем. Золотая орда, Сарай аль-Джадид. Хан Навруз ; 1359-1360(761г.х.) ;  ; Ag ; F-VF ; 56 ; zoom30 ; 1830 
 727 ; Дирхем. Золотая орда. Деформация ;  ;  ; Ag ; VF- ; 46 ; zoom30 ; 396 
 728 ; Дирхем. Золотая орда, Сарай аль-Джадид. Хан Джанибек ; ND ;  ; Ag ; F-VF ; 52 ; elinsckij123 ; 339 
 729 ; Дирхем. Золотая орда, Гюлистан. Хан Джанибек ; 1351-1352(752г.х.) ;  ; Ag ; VF- ; 86 ; Igor V ; 262 
 730 ; Дирхем. Золотая орда, Сарай аль-Джадид ; 1344-1345(745г.х.) ;  ; Ag ; VF- ; 91 ; micha375 ; 268 
 731 ; Дирхем. Золотая орда, Сарай аль-Джадид. Деформация ; 1346-1347(747г.х.) ;  ; Ag ; F-VF ; 43 ; Sterh ; 122 
 732 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 37 ; himak ; 211 
 733 ; Дирхем. Золотая Орда ;  ;  ; Ag ; F-VF ; 33 ; Ритм ; 133 
 734 ; Пуло. Золотая Орда. Хан Джанибек ; 1350-е ;  ; Cu ; F+ ; 12 ; С Урала ; 38 
 735 ; Пуло. Золотая Орда, хан Булгар ; XIII в ;  ; Cu ; F+ ; 12 ; droopy ; 918 
 736 ; Пуло. Золотая Орда, хан Булгар ; XIII в ;  ; Cu ; F+ ; 10 ; droopy ; 389 
 739 ; Солид. Византия, Феодосий II. М-4,22гр ; 402-450 ;  ; Au ; VF-XF ; 92 ; Андерс ; 16998 
 740 ; Солид. Византия, Ираклий. М-4,41гр ; 610-641 ;  ; Au ; VF ; 75 ; нумизмат ; 17578 
 741 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 742 ; Тетрадрахма. Сицилия, Сиракузы. М-16,81гр ;  ;  ; Ag ; VF-XF ; 155 ; 654321 ; 19030 
 743 ; Денарий. Рим, Республика. L. Scribonius Libo. М-4,22гр ; 62г до н.э. ;  ; Ag ; VF-XF ; 67 ; 654321 ; 3969 
 744 ; Денарий. Рим, Республика. Decimius Flavus. М-3,80гр ; 150г до н.э. ;  ; Ag ; VF ; 46 ; a_kog ; 3264 
 745 ; Тетрадрахма. Греция, Аттика. М-17,15гр ;  ;  ; Ag ; VF-XF ; 95 ; 654321 ; 13111 
 746 ; Тетрадрахма. Александр Македонский. Г. Вавилон ; 336-323 гг до нэ ;  ; Ag ; VF- ; 41 ; rlaura ; 11334 
 747 ; Тетрадрахма. Индо-Скифы. Император Азес II ; 35 г до нэ-5 г нэ ;  ; Ag ; VF- ; 77 ; supreme ; 2360 
 748 ; Драхма. Индо-Скифы. Император Азес II ; 35 г до нэ-5 г нэ ;  ; Ag ; VF- ; 31 ; supreme ; 2123 
 749 ; Драхма. Индо-Сасаниды ; 9-12 век нэ ;  ; Ag ; VF- ; 23 ; supreme ; 1062 
 750 ; Антониниан. Римская Империя. Гордиан III ;  ;  ; Ag ; VF ; 53 ; supreme ; 1844 
 751 ; Денарий. Рим, имп. Адриан. М-2,99гр ; 117-138 ;  ; Ag ; F-VF ; 31 ; AVLid ; 1400 
 752 ; Денарий. Рим, имп. Марк Аврелий. М-3,36гр ; I в до н.э. ;  ; Ag ; F-VF ; 41 ; niger ; 2164 
 753 ; Денарий. Римская империя, Фаустина Младшая. М-3,31гр ;  ;  ; Ag ; F-VF ; 35 ; supreme ; 980 
 754 ; Денарий. Римская империя, Фаустина Младшая. М-3,24гр ;  ;  ; Ag ; F-VF ; 23 ; sever1967 ; 758 
 755 ; Денарий. Рим, имп. Траян. М-2,80гр ; 97-117 ;  ; Ag ; F-VF ; 35 ; viridis ; 908 
 756 ; Денарий. Рим, имп. Траян. М-3,03гр ; 97-117 ;  ; Ag ; F-VF ; 51 ; supreme ; 864 
 757 ; Денарий. Рим, имп. Траян. М-3,37гр ; 97-117 ;  ; Ag ; F-VF ; 30 ; sever1967 ; 816 
 758 ; Денарий. Рим, имп. Траян. М-3,09гр ; 97-117 ;  ; Ag ; F-VF ; 30 ; sever1967 ; 1211 
 759 ; Денарий. Рим, имп. Траян. М-2,88гр ; 97-117 ;  ; Ag ; F-VF ; 59 ; Dahan ; 522 
 760 ; Денарий. Римская империя, Фаустина Старшая. М-3,25гр ;  ;  ; Ag ; F-VF ; 62 ; supreme ; 1024 
 761 ; Денарий. Римская империя, Фаустина Старшая. М-3,30гр ;  ;  ; Ag ; F-VF ; 8 ; supreme ; 656 
 762 ; Драхма. Парфия, Вологез III. М-3,13гр ; 105-145 ;  ; Ag ; F-VF ; 70 ; supreme ; 2732 
 661 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 16 ; micha375 ; 611 
 662 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 39 ; raise ; 520 
 663 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 36 ; волга ; 473 
 664 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XV в ;  ; Ag ; F-VF ; 52 ; voldemar56 ; 603 
 665 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 52 ; k212 ; 216 
 666 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 33 ; Harlock ; 133 
 667 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 23 ; страус ; 53 
 668 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 23 ; samsung ; 306 
 669 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 10 ; С Урала ; 40 
 670 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 17 ; vvshulga6 ; 46 
 671 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 10 ; Димон 1733 ; 40 
 672 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 32 ; АРШИН ; 124 
 673 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 12 ; С Урала ; 40 
 674 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 43 ; 1dima_s ; 269 
 675 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 25 ; slow35 ; 126 
 676 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 7 ; sag777 ; 40 
 677 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 25 ; кабан ; 79 
 678 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 16 ; slow35 ; 75 
 679 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 43 ; elinsckij123 ; 53 
 680 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 16 ; валери ; 51 
 681 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 31 ; валери ; 71 
 682 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 25 ; валери ; 55 
 683 ; Копейка ; 1612-1613 ; временный московский денежный двор ; Ag ; F-VF ; 89 ; Bolt ; 887 
 684 ; Копейка ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 25 ; kovlad ; 46 
 685 ; Копейка ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 26 ; 1dima_s ; 200 
 686 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 47 ; grigoriKK ; 98 
 687 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 12 ; raise ; 114 
 688 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 14 ; Димон 1733 ; 36 
 689 ; Копейка ; 1584-1598 ; Федор Иванович Псковский денежный двор ; Ag ; F-VF ; 18 ; Hedeby ; 44 
 690 ; Копейка ; 1599 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 2 ; klaid ; 102 
 691 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; F+ ; 20 ; С Урала ; 30 
 692 ; Пуло ; XV в ; Удельное Княжество Городецкое ; Cu ; F+ ; 26 ; sssppp ; 4443 
 693 ; Пуло ; XV в ; Удельное Княжество Городецкое ; Cu ; F+ ; 54 ; волга ; 2928 
 694 ; Пуло. Удельное кн-во Кашинское ; XV в ;  ; Cu ; F+ ; 96 ; sssppp ; 3518 
 695 ; Пуло ; XV в ; Удельное Княжество Кашинское ; Cu ; F+ ; 102 ; a-b-poletaev ; 8046 
 696 ; Пуло ; XV в ; Удельное Княжество Кашинское ; Cu ; F+ ; 29 ; sssppp ; 2089 
 697 ; Пуло ; XV в ; Великое Княжество Тверское. Михаил Борисович ; Cu ; F+ ; 89 ; sssppp ; 347 
 698 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 44 ; Antromis ; 793 
 699 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 47 ; sssppp ; 723 
 700 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 50 ; sssppp ; 371 
 701 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 49 ; sulin61 ; 1059 
 702 ; Пуло ; XV в ; Великое Княжество Тверское. Михаил Борисович ; Cu ; F+ ; 49 ; Antromis ; 1905 
 703 ; Пуло ; XV в ; Великое Княжество Тверское. Михаил Борисович ; Cu ; F+ ; 81 ; sssppp ; 290 
 704 ; Пуло ; XV в ; Великое Княжество Тверское. Михаил Борисович ; Cu ; F+ ; 105 ; elinsckij123 ; 376 
 705 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F+ ; 33 ; raise ; 101 
 706 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F+ ; 31 ; micha375 ; 104 
 707 ; Сребреник. Тмутаракань ; XI в ;  ; Cu ; F+ ; 76 ; raise ; 3325 
 708 ; Дирхем. Золотая орда, Гюлистан. Хан Бердибек ; 1357-1358(759г.х.) ;  ; Ag ; F+ ; 29 ; SadKo ; 148 
 709 ; Дирхем. Золотая орда, Сарай аль-Джадид. Хан Джанибек ; 1345-1346(746г.х.) ;  ; Ag ; F+ ; 27 ; kt589 ; 134 
 710 ; Дирхем. Золотая орда, Сарай аль-Джадид. Хан Мухаммед Бердибек ; 1357-1358(759г.х.) ;  ; Ag ; F-VF ; 22 ; kt589 ; 263 
 611 ; Денга ;  ; Великое Княжество Рязанское ; Ag ; F-VF ; 23 ; win.gradoff ; 743 
 612 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 45 ; аргентинский пармезан ; 708 
 613 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 26 ; raise ; 413 
 614 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 64 ; raise ; 479 
 615 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 21 ; sever1967 ; 123 
 616 ; Денга. Иван III Васильевич. Инкузный след ; 1462-1505 ;  ; Ag ; F-VF ; 5 ; ANK ; 122 
 617 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 54 ; vc57 ; 83 
 618 ; Денга. Иван III васильевич. Тверь ; 1462-1505 ;  ; Ag ; F-VF ; 2 ; bazilios ; 102 
 619 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 47 ; Ритм ; 302 
 620 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 15 ; BVA ; 212 
 621 ; Денга псковская ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 17 ; vak ; 212 
 622 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 48 ; grigoriKK ; 153 
 623 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 35 ; zoom30 ; 113 
 624 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 46 ; kovlad ; 101 
 625 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 34 ; vvshulga6 ; 47 
 626 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 34 ; Hedeby ; 53 
 627 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 2 ; Lizaveta ; 82 
 628 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 1 ; avtomasterbakal ; 80 
 629 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 20 ; аргентинский пармезан ; 133 
 630 ; Денга ; 1584-1598 ; Федор Иванович ; Ag ; F-VF ; 31 ; slow35 ; 306 
 631 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 8 ; vc57 ; 111 
 632 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 13 ; 1dima_s ; 306 
 633 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 13 ; 1dima_s ; 420 
 634 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 6 ; Benedict_XVI ; 108 
 635 ; Копейка ; 1603 ; Борис Годунов Новгородский ден.двор ; Ag ; F-VF ; 1 ; avtomasterbakal ; 100 
 636 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; F-VF ; 6 ; ф-а-и ; 153 
