 251 ; Медаль. Майя Плисецкая. " D - 40mm ;  ;  ; Ag ; AU ; 35 ; Karhu ; 9000 
 794 ; Полушка ; 1796 ; ЕМ ; Cu ; VF ; 163 ; ANK ; 1813 
 795 ; 1/4 копейки ; 1840 ; ЕМ ; Cu ; VF- ; 20 ; HristS ; 178 
 796 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; VF ; 119 ; SSK ; 238 
 797 ; 1/4 копейки ; 184? ;  ; Cu ; VF+ ; 21 ; taigist ; 34 
 798 ; 1/4 копейки ; 1840 ; СМ ; Cu ; G ; 17 ; С Урала ; 54 
 799 ; 1/4 копейки ; 1841 ; ЕМ ; Cu ; F ; 40 ; yurrgen ; 104 
 800 ; 1/4 копейки ; 1841 ; СПМ ; Cu ; VF+ ; 52 ; порт ; 156 
 801 ; 1/4 копейки ; 1842 ; СМ ; Cu ; VF- ; 46 ; SSK ; 225 
 802 ; Полушка ; 1851 ; ЕМ ; Cu ; VF+ ; 107 ; pissimist ; 466 
 803 ; Полушка ; 1861 ; ЕМ ; Cu ; VF-XF ; 144 ; Оптимус ; 1551 
 704 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 19 ; docentatk ; 39 
 705 ; Копейка ; 1915 ;  ; Cu ; VF ; 15 ; Cuff ; 40 
 706 ; Копейка ; 1915 ;  ; Cu ; XF ; 40 ; Harlock ; 102 
 707 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 36 ; Harlock ; 123 
 708 ; Денга ; 1707 ;  ; Cu ; F ; 32 ; suren ; 1106 
 709 ; Денга ; 1715 ;  ; Cu ; F+ ; 28 ; suren ; 749 
 710 ; Денга ; 1730-1754 ;  ; Cu ; F-VF ; 24 ; кабан ; 34 
 711 ; Денга. Надпилы гурта ; 1731 ;  ; Cu ; VF- ; 15 ; Ozzy ; 57 
 712 ; Денга ; 1731 ;  ; Cu ; F+ ; 17 ; С Урала ; 46 
 713 ; Денга ; 1731 ;  ; Cu ; F-VF ; 13 ; Гриша ; 148 
 714 ; Денга ; 1737 ;  ; Cu ; F+ ; 14 ; кабан ; 55 
 715 ; Денга ; 1738 ;  ; Cu ; F ; 9 ; С Урала ; 50 
 716 ; Денга ; 1738 ;  ; Cu ; F ; 2 ; каспер ; 113 
 717 ; Денга ; 1740 ;  ; Cu ; F ; 8 ; MDV ; 129 
 718 ; Денга ; 1741 ;  ; Cu ; F+ ; 29 ; MDV ; 40 
 719 ; Денга ; 1741 ;  ; Cu ; F- ; 11 ; zid200 ; 27 
 720 ; Денга ; 1741 ;  ; Cu ; VG ; 5 ; кабан ; 53 
 721 ; Денга ; 1744 ;  ; Cu ; F-VF ; 22 ; кабан ; 104 
 722 ; Денга ; 1745 ;  ; Cu ; F ; 76 ; кабан ; 95 
 723 ; Денга ; 1746 ;  ; Cu ; F-VF ; 27 ; MDV ; 63 
 724 ; Денга ; 1747 ;  ; Cu ; F ; 8 ; borg ; 50 
 725 ; Денга ; 1748 ;  ; Cu ; F+ ; 8 ; MDV ; 71 
 726 ; Денга ; 1749 ;  ; Cu ; G ; 5 ; С Урала ; 48 
 727 ; Денга ; 1749 ;  ; Cu ; VF- ; 73 ; 1dima_s ; 357 
 728 ; Денга ; 1749 ;  ; Cu ; VG ; 9 ; dryupa81 ; 50 
 729 ; Денга ; 1750 ;  ; Cu ; F- ; 4 ; кабан ; 45 
 730 ; Денга ; 1750 ;  ; Cu ; F+ ; 48 ; кабан ; 153 
 731 ; Денга ; 1754 ;  ; Cu ; VG ; 72 ; IORANA ; 388 
 732 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F ; 27 ; Lasto4kaSPB ; 453 
 733 ; Денга ; 1776 ; КМ "Сибирь" ; Cu ; F ; 88 ; 26140 ; 514 
 734 ; Денга ; 1784 ; КМ ; Cu ; F+ ; 106 ; dimon46 ; 1210 
 735 ; Денга ; 1788 ;  ; Cu ; F ; 20 ; 26140 ; 160 
 736 ; Денга ; 1790 ; КМ ; Cu ; F+ ; 149 ; dimon46 ; 564 
 737 ; Деньга ; 1798 ; ЕМ ; Cu ; VF ; 38 ; SSK ; 930 
 738 ; Деньга ; 1818 ; ЕМ НМ ; Cu ; F-VF ; 21 ; RuByLa ; 93 
 739 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; G ; 33 ; alex995 ; 33 
 740 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; VF+ ; 63 ; revun ; 69 
 741 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; VF ; 68 ; Harlock ; 85 
 742 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; VF ; 84 ; валери ; 160 
 743 ; 1/2 копейки ; 1845 ; СМ ; Cu ; F+ ; 71 ; Harlock ; 132 
 744 ; 1/2 копейки ; 1846 ; СМ ; Cu ; G ; 38 ; Harlock ; 73 
 745 ; Денежка ; 1850 ; ЕМ ; Cu ; VF- ; 87 ; 26140 ; 259 
 746 ; Денежка ; 1851 ; ЕМ ; Cu ; VF- ; 63 ; kgu ; 101 
 747 ; Денежка ; 1851 ; ЕМ ; Cu ; VF-XF ; 96 ; Bolt ; 1181 
 748 ; Денежка ; 1852 ; ЕМ ; Cu ; VF-XF ; 70 ; crackjack ; 520 
 749 ; Денежка ; 1855 ; ЕМ ; Cu ; VF ; 43 ; Ronald ; 267 
 750 ; Денежка ; 1855 ; ЕМ ; Cu ; VF-XF ; 138 ; Rosomaxa ; 637 
 751 ; Денежка ; 1857 ; ЕМ ; Cu ; VF-XF ; 43 ; SSK ; 1111 
 752 ; Денежка ; 1858 ; ЕМ ; Cu ; VF- ; 67 ; Ronald ; 352 
 753 ; Денежка ; 1859 ; ЕМ ; Cu ; VF+ ; 71 ; 26140 ; 268 
 654 ; Копейка ; 1880 ; СПБ ; Cu ; VF+ ; 60 ; suren ; 697 
 655 ; Копейка ; 1881 ; СПБ ; Cu ; VF- ; 27 ; никсер ; 327 
 656 ; Копейка ; 1882 ; СПБ ; Cu ; VF+ ; 36 ; loyig ; 334 
 657 ; Копейка ; 1883 ; СПБ ; Cu ; VF- ; 60 ; В1951 ; 174 
 658 ; Копейка ; 1884 ; СПБ ; Cu ; F-VF ; 104 ; off ; 824 
 659 ; Копейка ; 1886 ; СПБ ; Cu ; VG ; 25 ; никсер ; 278 
 660 ; Копейка ; 1887 ; СПБ ; Cu ; F-VF ; 16 ; suba ; 157 
 661 ; Копейка ; 1888 ; СПБ ; Cu ; VF+ ; 46 ; dec9 ; 737 
 662 ; Копейка ; 1889 ; СПБ ; Cu ; VF+ ; 57 ; никсер ; 575 
 663 ; Копейка ; 1890 ; СПБ ; Cu ; VF-XF ; 72 ; pmaster ; 1395 
 664 ; Копейка ; 1891 ; СПБ ; Cu ; VF+ ; 45 ; ANK ; 383 
 665 ; Копейка ; 1892 ; СПБ ; Cu ; F+ ; 81 ; света ; 486 
 666 ; Копейка ; 1893 ; СПБ ; Cu ; VF- ; 52 ; Cuff ; 53 
 667 ; Копейка ; 1894 ; СПБ ; Cu ; G ; 25 ; Harlock ; 55 
 668 ; Копейка ; 1895 ; СПБ ; Cu ; VF- ; 35 ; pvg111 ; 385 
 669 ; Копейка ; 1896 ; СПБ ; Cu ; F-VF ; 19 ; KMTKMP ; 57 
 670 ; Копейка ; 1897 ; СПБ ; Cu ; F-VF ; 37 ; Harlock ; 42 
 671 ; Копейка ; 1898 ; СПБ ; Cu ; VF+ ; 5 ; FED ; 255 
 672 ; Копейка ; 1898 ; СПБ ; Cu ; F-VF ; 15 ; Harlock ; 34 
 673 ; Копейка ; 1899 ; СПБ ; Cu ; F-VF ; 60 ; Harlock ; 100 
 674 ; Копейка ; 1899 ; СПБ ; Cu ; VF- ; 44 ; Nikolay75 ; 100 
 675 ; Копейка ; 1900 ; СПБ ; Cu ; F+ ; 24 ; Nikolay75 ; 99 
 676 ; Копейка ; 1901 ; СПБ ; Cu ; F ; 12 ; Cuff ; 51 
 677 ; Копейка ; 1902 ; СПБ ; Cu ; F-VF ; 78 ; Jan Grandier ; 2142 
 678 ; Копейка ; 1903 ; СПБ ; Cu ; VF-XF ; 112 ; SSK ; 225 
 679 ; Копейка ; 1903 ; СПБ ; Cu ; VF- ; 18 ; Nikolay75 ; 77 
 680 ; Копейка ; 1904 ; СПБ ; Cu ; VF ; 101 ; прыгун ; 272 
 681 ; Копейка ; 1905 ; СПБ ; Cu ; VF-XF ; 110 ; чип ; 214 
 682 ; Копейка ; 1906 ; СПБ ; Cu ; F-VF ; 39 ; KMTKMP ; 201 
 683 ; Копейка ; 1907 ; СПБ ; Cu ; VF+ ; 109 ; KMTKMP ; 363 
 684 ; Копейка ; 1908 ; СПБ ; Cu ; XF- ; 56 ; чип ; 213 
 685 ; Копейка ; 1908 ; СПБ ; Cu ; VF- ; 57 ; Nikolay75 ; 59 
 686 ; Копейка ; 1909 ; СПБ ; Cu ; VF ; 39 ; Cuff ; 38 
 687 ; Копейка ; 1910 ; СПБ ; Cu ; VF+ ; 35 ; Cuff ; 34 
 688 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 57 ; dryupa81 ; 83 
 689 ; Копейка ; 1911 ; СПБ ; Cu ; F-VF ; 30 ; docentatk ; 27 
 690 ; Копейка ; 1912 ; СПБ ; Cu ; AU ; 32 ; ALEXXXANGEL ; 224 
 691 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 38 ; Harlock ; 57 
 692 ; Копейка ; 1913 ; СПБ ; Cu ; XF- ; 62 ; Барыга ; 102 
 693 ; Копейка ; 1913 ; СПБ ; Cu ; VF+ ; 36 ; docentatk ; 40 
 694 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 106 ; SSK ; 261 
 695 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 39 ; Юбер ; 70 
 696 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 18 ; Cuff ; 38 
 697 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 21 ; grisha2401 ; 69 
 698 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 45 ; westof ; 59 
 699 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 35 ; джон007 ; 47 
 700 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 43 ; westof ; 55 
 701 ; Копейка ; 1915 ;  ; Cu ; AU ; 105 ; DonEstebano ; 204 
 702 ; Копейка ; 1915 ;  ; Cu ; AU ; 24 ; vitketedd ; 204 
 703 ; Копейка ; 1915 ;  ; Cu ; AU ; 13 ; kapital51 ; 105 
 604 ; Копейка ; 1797 ; АМ ; Cu ; G ; 20 ; 26140 ; 338 
 605 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 31 ; Гриша ; 160 
 606 ; Копейка ; 1799 ; ЕМ ; Cu ; VF- ; 104 ; serg98 ; 184 
 607 ; Копейка ; 1799 ; ЕМ ; Cu ; F ; 41 ; джон77 ; 126 
 608 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 83 ; джон77 ; 153 
 609 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 55 ; 2262н ; 244 
 610 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 30 ; джон77 ; 101 
 611 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 30 ; Harlock ; 152 
 612 ; Копейка ; 1818 ; КМ ДБ ; Cu ; F-VF ; 82 ; das12 ; 116 
 613 ; Копейка. Надпилы гурта ; 1819 ; ЕМ НМ ; Cu ; F-VF ; 12 ; sag777 ; 39 
 614 ; Копейка ; 1819 ; КМ АД ; Cu ; VF- ; 63 ; порт ; 193 
 615 ; Копейка ; 1821 ; ЕМ НМ ; Cu ; F+ ; 21 ; sag777 ; 55 
 616 ; Копейка ; 1821 ; ИМ ЯВ ; Cu ; F-VF ; 33 ; Опятор ; 201 
 617 ; Копейка ; 1822 ; ЕМ ФГ ; Cu ; F+ ; 137 ; никсер ; 383 
 618 ; Копейка ; 1823 ; ЕМ ФГ ; Cu ; VF ; 46 ; Так!!! ; 266 
 619 ; Копейка ; 1824 ; ЕМ ПГ ; Cu ; VF- ; 30 ; suba ; 91 
 620 ; Копейка ; 1830 ; КМ АМ ; Cu ; F-VF ; 97 ; никсер ; 429 
 621 ; Копейка ; 1840 ; ЕМ ; Cu ; F-VF ; 46 ; 33333335 ; 93 
 622 ; Копейка ; 1840 ; СПМ ; Cu ; F+ ; 39 ; никсер ; 131 
 623 ; Копейка ; 1840 ; СПМ ; Cu ; F+ ; 51 ; никсер ; 479 
 624 ; Копейка ; 1840 ; СМ ; Cu ; VF- ; 16 ; 33333335 ; 167 
 625 ; Копейка ; 1841 ; ЕМ ; Cu ; F-VF ; 12 ; грос79 ; 167 
 626 ; Копейка ; 1843 ; ЕМ ; Cu ; F+ ; 41 ; Harlock ; 135 
 627 ; Копейка ; 1844 ; СМ ; Cu ; F-VF ; 9 ; грос79 ; 92 
 628 ; Копейка ; 1851 ; ЕМ ; Cu ; F+ ; 55 ; taigist ; 160 
 629 ; Копейка ; 1852 ; ЕМ ; Cu ; VF-XF ; 100 ; Rosomaxa ; 1444 
 630 ; Копейка ; 1852 ; ЕМ ; Cu ; G ; 43 ; Harlock ; 76 
 631 ; Копейка ; 1854 ; ЕМ ; Cu ; VF ; 43 ; Юбер ; 173 
 632 ; Копейка ; 1854 ; ЕМ ; Cu ; F+ ; 42 ; sag777 ; 55 
 633 ; Копейка ; 1855 ; ЕМ ; Cu ; VF+ ; 31 ; fgd ; 327 
 634 ; Копейка ; 1855 ; ЕМ ; Cu ; VF-XF ; 55 ; Rosomaxa ; 429 
 635 ; Копейка ; 1856 ; ЕМ ; Cu ; VF- ; 13 ; pvg111 ; 118 
 636 ; Копейка ; 1856 ; ЕМ ; Cu ; F+ ; 8 ; sag777 ; 53 
 637 ; Копейка ; 1857 ; ЕМ ; Cu ; F-VF ; 28 ; никсер ; 407 
 638 ; Копейка ; 1858 ; ЕМ ; Cu ; VF ; 39 ; das12 ; 220 
 639 ; Копейка ; 1859 ; ЕМ Корона у основ.уже ; Cu ; VF+ ; 139 ; Rosomaxa ; 827 
 640 ; Копейка ; 1860 ; ЕМ ; Cu ; F+ ; 9 ; С Урала ; 53 
 641 ; Копейка ; 1861 ; ЕМ ; Cu ; F+ ; 71 ; г.а.в ; 91 
 642 ; Копейка ; 1862 ; ЕМ ; Cu ; F+ ; 16 ; С Урала ; 59 
 643 ; Копейка ; 1862 ; ЕМ ; Cu ; VF ; 22 ; das12 ; 316 
 644 ; Копейка ; 1863 ; ЕМ ; Cu ; F ; 101 ; никсер ; 308 
 645 ; Копейка ; 1864 ; ЕМ ; Cu ; F-VF ; 22 ; suren ; 203 
 646 ; Копейка ; 1864 ; ВМ ; Cu ; VG ; 94 ; света ; 1286 
 647 ; Копейка ; 1869 ; СПБ ; Cu ; VF ; 110 ; кабан ; 1922 
 648 ; Копейка ; 1870 ; СПБ ; Cu ; F+ ; 95 ; кабан ; 1632 
 649 ; Копейка ; 1871 ; ЕМ ; Cu ; F ; 48 ; Оптимус ; 1112 
 650 ; Копейка ; 1876 ; СПБ ; Cu ; F+ ; 37 ; кабан ; 357 
 651 ; Копейка ; 1877 ; СПБ ; Cu ; VF+ ; 93 ; SSK ; 521 
 652 ; Копейка ; 1878 ; СПБ ; Cu ; VF-XF ; 52 ; кабан ; 791 
 653 ; Копейка ; 1879 ; СПБ ; Cu ; F+ ; 35 ; кабан ; 28 
 554 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF ; 12 ; кабан ; 80 
 555 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF ; 10 ; кабан ; 76 
 556 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; F-VF ; 67 ; 1dima_s ; 120 
 557 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF- ; 19 ; Cuff ; 23 
 558 ; 2 копейки ; 1818? ; ЕМ НМ ; Cu ; F ; 11 ; С Урала ; 63 
 559 ; 2 копейки ; 1820 ; КМ АД ; Cu ; F ; 39 ; MDV ; 203 
 560 ; 2 копейки ; 1840 ; СПМ ; Cu ; F+ ; 11 ; yurrgen ; 92 
 561 ; 2 копейки ; 1842 ; СМ ; Cu ; F+ ; 52 ; кабан ; 608 
 562 ; 2 копейки ; 1843 ; СМ ; Cu ; F+ ; 19 ; кабан ; 314 
 563 ; 2 копейки ; 1845 ; СМ ; Cu ; F+ ; 7 ; Опятор ; 90 
 564 ; 2 копейки ; 1847 ; СМ ; Cu ; VF ; 90 ; 21321 ; 605 
 565 ; 2 копейки ; 1850 ; ЕМ ; Cu ; VF ; 74 ; suren ; 1381 
 566 ; 2 копейки ; 1852 ; ЕМ ; Cu ; VF-/F ; 22 ; Так!!! ; 453 
 567 ; 2 копейки ; 1859 ; ЕМ ; Cu ; VF ; 23 ; fgd ; 388 
 568 ; 2 копейки ; 1860 ; ЕМ ; Cu ; VF- ; 6 ; kgu ; 120 
 569 ; 2 копейки ; 1860 ; ЕМ ; Cu ; VF-XF ; 22 ; PolAn ; 1377 
 570 ; 2 копейки ; 1861 ; ЕМ ; Cu ; F+ ; 4 ; С Урала ; 74 
 571 ; 2 копейки ; 1863 ; ЕМ ; Cu ; VF ; 43 ; Rosomaxa ; 507 
 572 ; 2 копейки ; 1864 ; ЕМ ; Cu ; F-VF ; 28 ; sikachai ; 255 
 573 ; 2 копейки ; 1865 ; ЕМ ; Cu ; VF ; 11 ; sikachai ; 74 
 574 ; 2 копейки ; 1870 ; ЕМ ; Cu ; F-VF ; 21 ; 2262н ; 83 
 575 ; 2 копейки ; 1871 ; ЕМ ; Cu ; F- ; 13 ; С Урала ; 69 
 576 ; 2 копейки ; 1882 ; СПБ ; Cu ; F+ ; 7 ; RuByLa ; 65 
 577 ; 2 копейки ; 1891 ; СПБ ; Cu ; VF- ; 13 ; solder13 ; 130 
 578 ; 2 копейки ; 1898 ; СПБ ; Cu ; VF ; 92 ; прыгун ; 133 
 579 ; 2 копейки ; 1900 ; СПБ ; Cu ; G ; 61 ; KMTKMP ; 70 
 580 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 126 ; SSK ; 392 
 581 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 14 ; Cuff ; 33 
 582 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF ; 58 ; Cuff ; 59 
 583 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 74 ; westof ; 92 
 584 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF ; 76 ; westof ; 94 
 585 ; 2 копейки ; 1914 ; СПБ ; Cu ; AU ; 26 ; joper69 ; 276 
 586 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 54 ; Cuff ; 53 
 587 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF ; 28 ; Nikolay75 ; 85 
 588 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 58 ; Nikolay75 ; 88 
 589 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 35 ; ALEXXXANGEL ; 209 
 590 ; 2 копейки ; 1915 ;  ; Cu ; XF ; 69 ; Hada ; 163 
 591 ; Копейка ; 1711 ; ·Б·К· ; Cu ; F+ ; 38 ; коваль ; 352 
 592 ; Копейка.Ремонт. ; 1728 ;  ; Cu ; G ; 34 ; света ; 993 
 593 ; Копейка ; 1728 ;  ; Cu ; F-VF ; 57 ; Bolt ; 5320 
 594 ; Копейка ; 1758 ;  ; Cu ; F- ; 71 ; кабан ; 1255 
 595 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; VG ; 91 ; кабан ; 385 
 596 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 44 ; кабан ; 405 
 597 ; Копейка ; 1774 ; КМ "Сибирь" ; Cu ; F-VF ; 80 ; 1dima_s ; 482 
 598 ; Копейка ; 1776 ; КМ "Сибирь" ; Cu ; F- ; 26 ; кабан ; 305 
 599 ; Копейка ; 1777 ; КМ "Сибирь" ; Cu ; VG ; 39 ; кабан ; 422 
 600 ; Копейка ; 1779 ; КМ "Сибирь" ; Cu ; VF ; 49 ; коваль ; 394 
 601 ; Копейка ; 1788 ; ММ ; Cu ; G ; 84 ; nikita1980 ; 716 
 602 ; Копейка ; 1789 ; ЕМ ; Cu ; F-VF ; 55 ; Andr89 ; 472 
 603 ; Копейка ; 1796 ; ЕМ ; Cu ; F+ ; 92 ; sonegr ; 302 
 504 ; 2 копейки ; 1765 ; СПМ ; Cu ; F+ ; 32 ; sonegr ; 266 
 505 ; 2 копейки ; 1769 ; КМ "Сибирь" ; Cu ; F+ ; 76 ; кабан ; 400 
 506 ; 2 копейки ; 1774 ; КМ "Сибирь" ; Cu ; VF ; 71 ; Papa Smurf ; 1224 
 507 ; 2 копейки ; 1788 ; ММ ; Cu ; F- ; 103 ; skupoy ; 813 
 508 ; 2 копейки ; 1790 ; ЕМ ; Cu ; F-VF ; 9 ; yurrgen ; 462 
 509 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF- ; 38 ; Lasto4kaSPB ; 191 
 510 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F ; 40 ; джон77 ; 153 
 511 ; 2 копейки ; 1799 ; КМ ; Cu ; VF+ ; 46 ; Игорь Викторович ; 1203 
 512 ; 2 копейки ; 1799 ; КМ ; Cu ; VF ; 64 ; icebreaker ; 563 
 513 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 107 ; Bolt ; 225 
 514 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F-VF ; 35 ; Lasto4kaSPB ; 209 
 515 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF- ; 19 ; yurrgen ; 209 
 516 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF- ; 23 ; Lasto4kaSPB ; 219 
 517 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF ; 87 ; 1dima_s ; 334 
 518 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF- ; 36 ; кабан ; 561 
 519 ; 2 копейки ; 1810 ; КМ ; Cu ; F ; 37 ; 1dima_s ; 210 
 520 ; 2 копейки ; 1810 ; КМ ; Cu ; F-VF ; 29 ; Lasto4kaSPB ; 210 
 521 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F-VF ; 16 ; Опятор ; 210 
 522 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF- ; 26 ; 206811 ; 210 
 523 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F+ ; 42 ; mks1973 ; 156 
 524 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 81 ; DJ obava ; 181 
 525 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF ; 76 ; 1dima_s ; 309 
 526 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; F+ ; 16 ; 26140 ; 125 
 527 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 73 ; 1dima_s ; 134 
 528 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF- ; 6 ; кабан ; 78 
 529 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 30 ; pvg111 ; 123 
 530 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 18 ; BAG ; 88 
 531 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 22 ; revun ; 51 
 532 ; 2 копейки ; 1811 ; ИМ МК ; Cu ; VF- ; 78 ; света ; 225 
 533 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 61 ; DJ obava ; 148 
 534 ; 2 копейки ; 1811 ; ИМ ПС ; Cu ; VF ; 55 ; порт ; 72 
 535 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; F ; 12 ; Doca ; 94 
 536 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 40 ; кабан ; 71 
 537 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF ; 18 ; Cuff ; 48 
 538 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; F ; 25 ; С Урала ; 63 
 539 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF ; 32 ; MDV ; 89 
 540 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF ; 46 ; 1dima_s ; 191 
 541 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF ; 8 ; yurrgen ; 68 
 542 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF ; 37 ; кабан ; 104 
 543 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; F-VF ; 28 ; yurrgen ; 100 
 544 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF ; 60 ; порт ; 71 
 545 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; VF ; 39 ; MDV ; 153 
 546 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF ; 36 ; Юбер ; 55 
 547 ; 2 копейки ; 1813 ; СПБ ПС ; Cu ; VF+ ; 56 ; 439 ; 208 
