 5644 ; Бона иностранная. Греция ;  ;  ;  ;  ; 7 ; sifirot ; 35 
 891 ; Жетон Германия. D-29мм ;  ;  ; Б/м ; Proof-Like ; 18 ; Mike! ; 151 
 892 ; Медаль XXI Олимпиада в Монреале. Канада ; 1976 ;  ; Ж/м ; XF+ ; 42 ; mebius ; 816 
 893 ; Медаль XVIII Олимпиада в Токио. 1964. Япония. В коробке, с сертификатом ;  ;  ; Ж/м ; XF ; 27 ; Детка ; 793 
 894 ; Медаль EXPO-70. Япония. В коробке ;  ;  ; Ж/м ; XF+ ; 17 ; stilspb ; 125 
 895 ; Медаль XI Зимняя Олимпиада в Сапорро. Япония. 1972. . В коробке. D-50мм ;  ;  ; Ж/м ; XF ; 35 ; mebius ; 1530 
 896 ; Знак Даугава. Центральный совет ;  ;  ; Б/м ; VF-XF ; 5 ; Alcone ; 24 
 897 ; Медаль. Вашингтон, США. D - 40mm ;  ;  ; жм ; AU ; 13 ; 01618 ; 93 
 898 ; Медаль. ЧМ по футболу в Бразилии в 2014г. D - 40mm ;  ;  ; ж/м ; AU ; 27 ; mebius ; 1989 
 899 ; Медаль. Чемпионат Европы по футболу в Польше и  Украине. D - 40mm ;  ;  ; би/м ; AU ; 11 ; football ; 1000 
 900 ; Медаль. Велоспорт. 68х42мм ; 1921 ;  ; ж/м ; VF ; 27 ; lizz ; 1100 
 901 ; Наградная медаль. Германия. Прыжки в высоту. D - 33mm ; 1937 ;  ; Br ; VF ; 13 ; eisen ; 340 
 902 ; Медаль. Футбол. 100-летие ФИФА. D - 30mm ;  ;  ; Ag ; Proof ; 33 ; mebius ; 1122 
 903 ; Медаль. Олимпиада в Монреале в 1976. Баскетбол. D - 35mm ;  ;  ; Ag ; Proof ; 38 ; vovaT25 ; 602 
 904 ; Медаль. Олимпиада в Монреале в 1976. Бег. D - 35mm ;  ;  ; Ag ; Proof ; 10 ; igaist ; 510 
 905 ; Медаль. Австрия. D - 35mm ;  ;  ; бм ; F-VF ; 8 ; Emv ; 192 
 906 ; Медаль. ЧМ по футболу в Германии в 1974г. D - 35mm ;  ;  ; б/м ; XF+ ; 7 ; mebius ; 300 
 907 ; Медаль. Общество антиквариата Нормандии. D-32 мм ;  ;  ; Ag ; AU ; 35 ; kont ; 2550 
 908 ; Медаль. Папа Леон XIII. D-25 мм ;  ;  ; Br ; XF- ; 22 ; Emv ; 241 
 909 ; Медаль Юбилей церковно-миссионерской ассоциации. D-37мм. Отверстие ;  ;  ; Al ; VF ; 8 ; цеховик ; 113 
 910 ; Жетон Гинея. Великобритания ; 1788 ;  ; Br ; F+ ; 11 ; NL.minkki ; 114 
 911 ; Медаль иностранная. D - 69mm ;  ;  ; ж/м ; XF+ ; 22 ; LEXAI ; 320 
 912 ; Плакета. Латвия. 67х62мм ;  ;  ; ж/м ; XF ; 19 ; spasatel2012 ; 218 
 913 ; Медаль. Германия, Вюртемберг. Наградная за долгосрочную верную службу. D - 26mm ; 1864-1891 ;  ; Ag ; VF ; 17 ; igaist ; 1019 
 914 ; Жетон. Франция. Артиллерия. Паллада с копьем и щитом рядом с пушками. D - 29mm ; 1734 ;  ; Ag ; VF+ ; 9 ; andrej888 ; 1326 
 915 ; Жетон. Франция. Артиллерия. Дракон, спящий у подножия дерева. D - 29mm ; 1738 ;  ; Ag ; VF ; 26 ; bkspb ; 1224 
 916 ; Жетон. Франция. Парижский прево Жан Скарон. D - 27mm ; 1645 ;  ; Ag ; VF- ; 9 ; andrej888 ; 1530 
 917 ; Жетон. Франция. Парижский прево Элиот Камю де Понткарре де Виарме. D - 31mm ; 1758 ;  ; Ag ; VF ; 14 ; userAlex ; 1254 
 918 ; Жетон. Франция. Онис. Торговая палата Ла-Рошели. D - 29mm ; 1774 ;  ; Ag ; VF+ ; 13 ; Lena6975 ; 1252 
 919 ; Жетон. Франция. Соглашение духовенства Парижа. Статуя Религии. D - 30mm ; 1740 ;  ; Ag ; VF+ ; 12 ; ежик ; 1022 
 920 ; Жетон. Франция. Королевский вензель. D - 32mm ; 1774-1793 ;  ; Ag ; VF ; 10 ; vovaT25 ; 1020 
 921 ; Жетон. Франция. Плывущий в море на дельфине юный дофин, будущий Людовик XVII. В - 25ьь ; 1774-1793 ;  ; Ag ; VF- ; 6 ; igaist ; 510 
 922 ; Жетон. Франция. Серия "Почетные лица Франции". Кардинал Д Осса. D - 29mm ; 1720-1724 ;  ; Ag ; XF ; 27 ; ежик ; 1381 
 923 ; Жетон. Франция. Нормандия. Настоятели и судьи-консулы Руана. D - 31mm ; 1774-1793 ;  ; Ag ; VF+ ; 27 ; scaevola ; 1607 
 924 ; Жетон. Франция. Нормандия. Королевский фонд сбережения Руана. D - 31mm ; 1787 ;  ; Б/м ; VF- ; 27 ; bkspb ; 1387 
 925 ; Жетон. Франция. Превратности войн. D - 26,5mm ; 1677 ;  ; Br ; F+ ; 13 ; Emv ; 125 
 926 ; Жетон. Франция. Серия "Легенды мирового футбола". Вольфганг Вебер (Германия). D - 29mm ; XXIв ;  ; Cu-Ni ; XF+ ; 9 ; antongor ; 51 
 927 ; Жетон. Франция. Серия "Легенды мирового футбола". Филипп Лэм (Германия). D - 28mm ; XXIв ;  ; Cu-Ni ; XF+ ; 9 ; antongor ; 55 
 928 ; Жетон. Франция. Серия "Почетные лица Франции". Философ Пьер Бейль. D - 29mm ; 1720-1724 ;  ; Ag ; VF+ ; 13 ; S1952 ; 1113 
 929 ; Жетон. Франция. Правосудие. D - 25mm ; 1643-1715 ;  ; Br ; F+ ; 13 ; ввс2011 ; 308 
 930 ; Медаль Германия. D-39мм ;  ;  ; Fe ; VF ; 24 ; Mike! ; 591 
 931 ; Жетон D-18мм ;  ;  ; Br ; VF ; 40 ; carus navalis ; 800 
 932 ; Жетон Германия D-30мм ;  ;  ; Ж/м ; AU ; 24 ; Mike! ; 48 
 933 ; Жетон Мариен-Кранкенхаус. D-26мм ;  ;  ; Б/м ; AU ; 8 ; Mike! ; 44 
 934 ; Жетон Крюгер ;  ;  ; Br ; VF+ ; 9 ; vovaT25 ; 37 
 935 ; Памятная медаль на свадьбу Короля Карла XVI Густава и королевы Сильвии. D - 49mm ; 1976 ;  ; Ag ; XF+ ; 38 ; AleKyzn ; 1807 
 936 ; Медаль. Швеция. За лучшую лошадь. D - 43mm ;  ;  ; Ag ; XF ; 35 ; A-Stral ; 2267 
 837 ; Медаль. Оноре Домье. Медальер А.Королюк. D - 60mm ; ЛМД ;  ; томп ; XF ; 20 ; antongor ; 567 
 838 ; Медаль. XXXV лет космодрому Байконур. D - 58mm ;  ;  ; Al ; XF- ; 39 ; solder13 ; 110 
 839 ; Медаль. Анна Павлова. D - 60mm ; 1981ЛМД ;  ; томп ; XF ; 30 ; antongor ; 579 
 840 ; Медаль. Салтыков-Щедрин. Меадльер Шмаков М.А. D - 60mm ; 1976ММД ;  ; томп ; XF ; 22 ; antongor ; 538 
 841 ; Медаль. Моцарт. Медальер Рукавишников И.К. D - 60mm ; 1982 ;  ; томп ; XF ; 23 ; spasatel2012 ; 499 
 842 ; Медаль. Станиславский. Медальер М.Дараган. D - 65mm ;  ;  ; томп ; XF ; 18 ; spasatel2012 ; 567 
 843 ; Медаль. В.П.Костенко. Корабельный инженер. Медальер А.Королюк. D - 65mm ; 1981 ;  ; томп ; XF ; 6 ; antongor ; 373 
 844 ; Медаль. Мария Гавриловна Савина. Медальер Сальман М. D - 60mm ; ЛМД ;  ; томп ; XF- ; 17 ; spasatel2012 ; 567 
 845 ; Медаль. Винсент Ван Гог. Медальер А.Леонова. D - 60mm ; ЛМД ;  ; томп ; XF ; 14 ; spasatel2012 ; 567 
 846 ; Медаль. Архитектор Василий Стасов. Медальер Чибриков. D - 65mm ; 1969 ;  ; томп ; XF ; 19 ; antongor ; 567 
 847 ; Медаль. Ленинград. В.Ф.В.М.С. СССР. Чемпионат мира, формула-1. Гран-при. D - 60mm ; 1990 ;  ; томп ; XF ; 9 ; blackhunter ; 396 
 848 ; Медаль. Ромен Роллан. D - 60mm ;  ;  ; томп ; XF- ; 18 ; Sacha777 ; 690 
 849 ; Медаль За участие в "Китайском инциденте". Япония. В коробке ; 1939 ;  ; Br ; XF ; 55 ; папашаГарпагон ; 851 
 850 ; Орден Священного сокровища 8 степени. Япония. В коробке ;  ;  ; Ag ; XF- ; 46 ; дилитант ; 1122 
 851 ; Орден Восходящего солнца 8 степени. Япония. Коробка ;  ;  ; Аg ; VF-XF ; 23 ; oleghh7 ; 918 
 852 ; Орден Восходящего солнца 7 степени. Япония. Коробка ;  ;  ; Ag ; XF ; 56 ; Dmitry21 ; 1769 
 853 ; Орден Восходящего солнца 6 степени+фрачник. В коробке ;  ;  ; Ag,эмаль ; XF+ ; 47 ; Барбоян ; 5133 
 854 ; Медаль Особого члена Общества японского Красного Креста. Коробка ;  ;  ; Ag ; AU ; 15 ; велко ; 1041 
 855 ; Орден "За заслуги" общества Красного креста Япония. В футляре ;  ;  ; Ag,эмаль ; XF+ ; 49 ; juri_z ; 4646 
 856 ; Медаль В честь 35-летия окончания Великой Восточно-Азиатской войны. Япония. Коробка ;  ;  ; Б/м ; XF- ; 23 ; дилитант ; 2100 
 857 ; Орден Восходящего солнца 7 степени+фрачник. В коробке ;  ;  ; Ag,эмаль ; XF- ; 40 ; zizibius ; 1587 
 858 ; Орден Священного сокровища 6 степени. Япония. В футляре ;  ;  ; Ag,эмаль ; XF ; 37 ; дилитант ; 3400 
 859 ; Орден Восходящего солнца 8 степени. Япония. В футляре ;  ;  ; Ag ; XF- ; 37 ; sslava054 ; 1020 
 860 ; Медаль за Маньчжурский инцедент 1931-1934 гг. Япония. В футляре ;  ;  ; Br ; VF+ ; 48 ; дилитант ; 1508 
 861 ; Знак Имперской ассоциации морских дел. Япония ;  ;  ; Б/м ; XF ; 31 ; arsenich-s ; 615 
 862 ; Знак обычного проповедника Син-сю Отани-Ха. Япония. В коробке ;  ;  ; Б/м ; VF-XF ; 27 ; дилитант ; 185 
 863 ; Спортивная медаль. Япония. В коробке ;  ;  ; Б/м ; VF+ ; 16 ; Увлеченный ; 262 
 864 ; Медаль члена общества Красного креста. Япония ;  ;  ; Ag ; XF+ ; 32 ; juri_z ; 906 
 865 ; Знак за заслуги пожарного от Ассоциации пожаротушения. Япония ;  ;  ; Б/м,эмаль ; VF+ ; 44 ; Dmitry21 ; 1071 
 866 ; Знак переписчика всеяпонской переписи населения 1930 года. Япония ;  ;  ; Б/м ; VF-XF ; 32 ; архыз ; 363 
 867 ; Знак переписчика всеяпонской переписи населения 1925 года. Япония ;  ;  ; Б/м ; VF+ ; 32 ; дилитант ; 363 
 868 ; Медаль масонская Англия ;  ;  ; Ag,эмаль ; VF-XF ; 48 ; дилитант ; 755 
 869 ; Медаль К 25-летию учреждения графом Сано Цунэтами благотворительного общества для помощи пострадавшим (позже- Красный крест. Япония ; 1902 ;  ; Ag ; XF ; 51 ; prince1959 ; 1683 
 870 ; Медаль на ленте. Швеция. Густав V ; 1920 ;  ; Ag ; AU ; 40 ; Vargsss ; 3220 
 871 ; Медаль За отличную учебу ;  ;  ; Ж/м ; XF- ; 15 ; Mike! ; 278 
 872 ; Знак. Мотоспорт. Германия ;  ;  ; Б/м ; XF- ; 21 ; lizz ; 250 
 873 ; Медаль. Китай ;  ;  ; Ж/м ; F-VF ; 21 ; циркус ; 181 
 874 ; Железный крест 2кл. Германия ;  ;  ; Fe,Ag ; VF+ ; 28 ; zverev.andrey. ; 4000 
 875 ; Орден национального флага КНДР ;  ;  ; Б/м,эмаль ; VF+ ; 18 ; Mike! ; 1041 
 876 ; Крест Гинденбурга Германия ;  ;  ; Fe,Br ; VF ; 60 ; ga2012 ; 1200 
 877 ; Медаль золото Украина ;  ;  ; Ж/м ; XF+ ; 11 ; Mike! ; 362 
 878 ; Медаль серебро Украина ;  ;  ; Б/м ; XF+ ; 9 ; Mike! ; 185 
 879 ; Медаль серебро Украина ;  ;  ; Б/м ; XF+ ; 15 ; Mike! ; 221 
 880 ; Медаль золото Украина ;  ;  ; Ж/м ; XF+ ; 11 ; Mike! ; 278 
 881 ; Знак  Куба ;  ;  ; Б/м ; VF ; 9 ; Инструктор ; 240 
 882 ; Знак отличия. Куба ;  ;  ; Б/м ; VF-XF ; 6 ; Инструктор ; 228 
 883 ; Орден Священного сокровища 8 степени. Япония ;  ;  ; Ag ; VF+ ; 37 ; дилитант ; 1071 
 884 ; Медаль 1904-1905. Япония ;  ;  ; Br ; VF ; 58 ; zizibius ; 873 
 885 ; Медаль В память Русско-Японской войны. Япония ;  ;  ; Ag ; VF+ ; 19 ; juri_z ; 1022 
 886 ; Военная медаль 1894-1895. Япония ;  ;  ; Br ; VF+ ; 33 ; дилитант ; 1887 
 757 ; Полторак. Польша ; 1926? ;  ; Ag ; F+ ; 8 ; aziya11 ; 102 
 758 ; Монета средневековая ;  ;  ; Ag ; F ; 30 ; SERGE5064 ; 305 
 759 ; Данг. Золотая Орда, Сад. Хан Токтамыш ; 792г.х. ;  ; Ag ; F-VF ; 29 ; Y_A ; 263 
 760 ; Данг. Золотая Орда, Белед Сарай. Хан Токтамыг ; 782г.х. ;  ; Ag ; VF- ; 24 ; Y_A ; 263 
 761 ; Данг. Золотая Орда, Азак ал Махруса. Хан Токтамыш ; 783г.х. ;  ; Ag ; F-VF ; 32 ; Гордиан ; 408 
 762 ; Данг. Золотая Орда, Азак. Хан Токтамыш ;  ;  ; Ag ; F-VF ; 38 ; Hotey ; 200 
 763 ; Данг. Золотая Орда, Азак. Хан Шадибек ;  ;  ; Ag ; VF- ; 25 ; von_Schwarz ; 229 
 764 ; Данг. Золотая Орда, Орду ал Джадид. Хан Шадибек ;  ;  ; Ag ; VF- ; 31 ; ВММ ; 510 
 765 ; Данг. Золотая Орда, Сад. Хан Джанибек ;  ;  ; Ag ; VF- ; 20 ; aziya11 ; 257 
 766 ; Данг. Золотая Орда, Гюлистан. Хан Джанибек ; 753г.х. ;  ; Ag ; VF+ ; 16 ; b197312 ; 536 
 767 ; Данг. Золотая Орда, Крым. Хан Токтамыш ; 328 и 785г.х. ;  ; Ag ; VF- ; 21 ; aziya11 ; 181 
 768 ; Данг. Золотая Орда, Урду. Хан Токтамыш ; 794г.х. ;  ; Ag ; VF- ; 24 ; aziya11 ; 164 
 769 ; Данг. Золотая Орда, Сарай. Хан Токтамыш ; 782г.х. ;  ; Ag ; VF- ; 29 ; Hotey ; 305 
 770 ; Данг. Золотая Орда, Сад. Хан Токтамыш ;  ;  ; Ag ; F+ ; 13 ; aziya11 ; 201 
 771 ; Данг. Золотая Орда, Гюлистан. Хан Мюрид ; 764г.х. ;  ; Ag ; VF- ; 25 ; Y_A ; 337 
 772 ; Данг. Золотая Орда, Урду Муаззам. Хан Токтамыш ;  ;  ; Ag ; VF- ; 23 ; aziya11 ; 231 
 773 ; Данг. Золотая Орда, Сарай ;  ;  ; Ag ; VF- ; 37 ; Y_A ; 372 
 774 ; Данг. Золотая Орда, Урду ал Джадид. Хан Тимур-Кутлуг ;  ;  ; Ag ; F-VF ; 38 ; Гордиан ; 1221 
 775 ; Данг. Золотая Орда, Улуг ал Джадид. Хан Тимур Кутлуг ;  ;  ; Ag ; VF- ; 34 ; ВММ ; 549 
 776 ; Данг. Золотая Орда, Сад. Хан Джанибек ; 740г.х. ;  ; Ag ; VF- ; 14 ; Гордиан ; 161 
 777 ; Данг. Золотая Орда, Крым. Хан Таш-Тимур ; 796г.х. ;  ; Ag ; F-VF ; 33 ; соотечественник ; 483 
 778 ; Данг. Золотая Орда, Крым. Хан Токтамыш ;  ;  ; Ag ; VF ; 42 ; соотечественник ; 308 
 779 ; Пул. Золотая Орда ;  ;  ; Cu ; G ; 11 ; himak ; 104 
 780 ; Пул. Золотая Орда, Сад. Хан Хайр Пулад ; 764г.х. ;  ; Cu ; F- ; 23 ; himak ; 501 
 781 ; Пул. Золотая Орда, Крым ;  ;  ; Cu ; VG/G ; 23 ; Папа с рацией ; 372 
 782 ; Пул. Золотая Орда ;  ;  ; Cu ; VG ; 21 ; lestes ; 359 
 813 ; Медаль В память царствования Александра III. D-28мм ;  ;  ; Ag ; F- ; 21 ; A-Stral ; 2225 
 814 ; Медаль. В память 300-летия дома Романовых. D - 28mm ;  ;  ; Br ; VF+ ; 49 ; М5 ; 1459 
 815 ; Медаль. В память об Отечественной войне 1812года. D - 28mm ;  ;  ; Br ; VF- ; 38 ; veektor ; 793 
 816 ; Медаль. Верховный главнокомандующий генерал А.А.Брусилов. D - 28mm ;  ;  ; Br ; VF ; 56 ; A-Stral ; 2556 
 817 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 818 ; Жетон 25 лир Водопровод Сталинградского комтреста ;  ;  ; Ж/м ; F-VF ; 15 ; kont ; 1134 
 819 ; Жетон 10 марок ;  ;  ; Ж/м ; F ; 17 ; eres ; 2040 
 820 ; Медаль 250 лет открытия Русской Америки. Межнумизматика. Упаковка ; ММД ;  ; Cu-Ni ; Proof ; 17 ; Sacha777 ; 363 
 821 ; Жетон серии "Межнумизматика". ММД. 250 лет открытия Русской Америки". Встреча Г.Измайлова и ДЖ.Кука ;  ;  ; Cu-Ni ; Proof ; 32 ; eliseev alex ; 308 
 822 ; Жетон серии "Межнумизматика". ММД. 250 лет открытия Русской Америки". Пакетбот "святой Павел" ;  ;  ; Cu-Ni ; Proof ; 24 ; antongor ; 235 
 823 ; Жетон серии "Межнумизматика". ММД. 250 лет открытия Русской Америки". Пакетбот "Святой Петр" ;  ;  ; Cu-Ni ; Proof ; 29 ; antongor ; 235 
 824 ; Жетон серии "Межнумизматика". ММД. 250 лет открытия Русской Америки". Бот "Святой Гавриил" ;  ;  ; Cu-Ni ; Proof ; 26 ; antongor ; 301 
 825 ; Медаль 250 лет открытия Русской Америки. Межнумизматика. Упаковка ; ММД ;  ; Cu-Ni ; Proof ; 19 ; Sacha777 ; 363 
 826 ; Медаль 250 лет открытия Русской Америки. Межнумизматика. Упаковка ; ММД ;  ; Cu-Ni ; Proof ; 15 ; Sacha777 ; 363 
 827 ; Образец медали Олимпийских игр 1980. Инчасмаш. D-50мм ;  ;  ; Ж/м ; AU ; 11 ; bird70 ; 334 
 828 ; Медаль. 100 лет ж/д станции Санкт-Петербург - товарный Витебский Октябрьской ж/д. D - 60mm ;  ;  ; жм ; XF ; 11 ; ирренн ; 414 
 829 ; Медаль. Памятник Петру I на площади Декабристов скульптора Э.Фальконе. Ленинград. D - 58mm ; ЛМД ;  ; Al ; XF ; 6 ; antongor ; 111 
 830 ; Медаль Первый человек на Луне Н.Армстронг. D-50мм ; ММД ;  ; Ж/м ; XF ; 27 ; oleghh7 ; 301 
 831 ; Медаль Первый космонавт Земли Ю.Гагарин. D-50мм ; ММД ;  ; Ж/м ; XF ; 19 ; oleghh7 ; 301 
 832 ; Медаль 30 лет со дня формирования 299 Харьковской стрелковой дивизии. D-60мм. Отверстие ;  ;  ; Al ; VF- ; 14 ; цеховик ; 57 
 833 ; Медаль. Гражданке СССР, родившейся на земле Ленинградской. D - 40mm ;  ;  ; Al ; XF ; 31 ; sbsb777 ; 417 
