 3263 ; 50 рублей ; 1919 ;  ;  ;  ; 56 ; vanamo ; 194 
 553 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF ; 97 ; exploited ; 261 
 554 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 36 ; 25dec ; 129 
 455 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF- ; 13 ; molodes ; 159 
 456 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF ; 32 ; habenti ; 323 
 457 ; 5 копеек ; 1795 ; ЕМ ; Cu ; F+ ; 7 ; vasya2006 ; 111 
 458 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF- ; 31 ; crackjack ; 182 
 459 ; 5 копеек ; 1795 ; ЕМ ; Cu ; F-VF ; 17 ; kolhis ; 134 
 460 ; 5 копеек ; 1795 ; ЕМ ; Cu ; F-VF ; 22 ; crackjack ; 156 
 461 ; 5 копеек ; 1796 ; АМ ; Cu ; VF- ; 24 ; ФВС ; 510 
 462 ; 5 копеек ; 1796 ; АМ ; Cu ; F+ ; 13 ; kolhis ; 357 
 463 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F+ ; 9 ; SadKo ; 118 
 464 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F-VF ; 29 ; Маша-растеряша ; 426 
 465 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F-VF ; 15 ; molodes ; 223 
 466 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F+ ; 24 ; 25dec ; 121 
 467 ; 5 копеек ; 1796 ; ЕМ ; Cu ; F+ ; 11 ; kolhis ; 139 
 468 ; 5 копеек ; 18 век ;  ; Cu ; F+ ; 19 ; Гржмилек ; 169 
 469 ; 5 копеек ; 1802 ; ЕМ ; Cu ; XF- ; 63 ; ANK ; 2949 
 470 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-XF ; 92 ; 3705427 ; 7344 
 471 ; 5 копеек ; 1803 ; ЕМ ; Cu ; F+ ; 43 ; SadKo ; 489 
 472 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-XF ; 73 ; ST ; 2535 
 473 ; 5 копеек ; 1804 ; ЕМ ; Cu ; F+/VF- ; 43 ; alex22 ; 1723 
 474 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF- ; 48 ; icebreaker ; 1996 
 475 ; 5 копеек ; 1806 ; ЕМ ; Cu ; F-VF/F ; 170 ; derbnik ; 1020 
 476 ; 5 копеек ; 1809 ; ЕМ ; Cu ; F-VF ; 86 ; pmaster ; 2652 
 477 ; 5 копеек (Петров-5р, Ильин-3) ; 1809 ; КМ ; Cu ; F-VF/F ; 46 ; alex22 ; 2040 
 478 ; 5 копеек (Ильин-1р) ; 1831 ; СМ ; Cu ; F-VF ; 87 ; SSK ; 2210 
 479 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF- ; 41 ; dimon46 ; 695 
 480 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; VF- ; 32 ; 9191 ; 601 
 481 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; VF- ; 141 ; dimon46 ; 720 
 482 ; 5 копеек ; 1858 ; ЕМ ; Cu ; F+ ; 87 ; c25 ; 263 
 483 ; 5 копеек ; 1864 ; ЕМ ; Cu ; F ; 20 ; 25dec ; 150 
 484 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF- ; 35 ; dimon46 ; 758 
 485 ; 5 копеек ; 1911 ; СПБ ; Cu ; F-VF ; 31 ; dimon46 ; 510 
 486 ; 3 копейки ; 1840 ; ЕМ ; Cu ; F+ ; 31 ; кабан ; 378 
 487 ; 3 копейки ; 1841 ; СМ ; Cu ; F ; 29 ; vasya2006 ; 243 
 488 ; 3 копейки ; 1842 ; ЕМ ; Cu ; F+ ; 10 ; 25dec ; 230 
 489 ; 3 копейки ; 1843 ; ЕМ ; Cu ; F+ ; 69 ; elpohit ; 278 
 490 ; 3 копейки ; 1844 ; ЕМ ; Cu ; VF ; 77 ; ARTY79 ; 1596 
 491 ; 3 копейки ; 1844 ; ЕМ ; Cu ; F-VF ; 44 ; elpohit ; 266 
 492 ; 3 копейки ; 1903 ; СПБ ; Cu ; VG ; 22 ; mysh. ; 23 
 493 ; 3 копейки ; 1904 ; СПБ ; Cu ; F-VF ; 19 ; volodia1953 ; 105 
 494 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF- ; 5 ; edv1968 ; 36 
 495 ; 3 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 58 ; SSK ; 1017 
 496 ; 3 копейки ; 1910 ; СПБ ; Cu ; F-VF ; 23 ; 1234567 ; 113 
 497 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF- ; 10 ; Rober ; 41 
 498 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 27 ; ten137 ; 79 
 499 ; 3 копейки ; 1913 ; СПБ ; Cu ; F+ ; 13 ; tanmar86 ; 19 
 500 ; 3 копейки ; 1914 ; СПБ ; Cu ; XF+ ; 12 ; SadKo ; 111 
 501 ; 3 копейки ; 1915 ;  ; Cu ; Unc/AU ; 43 ; opop ; 875 
 502 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 51 ; alexander9595 ; 510 
 503 ; 3 копейки ; 1915 ;  ; Cu ; XF- ; 55 ; Урфин_Джюс ; 69 
 504 ; 3 копейки ; 1915 ;  ; Cu ; VF ; 10 ; Rustman ; 36 
 405 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF- ; 24 ; 121974 ; 157 
 406 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F+ ; 15 ; kolhis ; 159 
 407 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F-VF ; 9 ; apostol ; 124 
 408 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F-VF ; 9 ; 121974 ; 120 
 409 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF- ; 17 ; ФВС ; 144 
 410 ; 5 копеек ; 1791 ; АМ ; Cu ; VF+ ; 31 ; volkov ; 1197 
 411 ; 5 копеек ; 1791 ; КМ ; Cu ; F-VF ; 93 ; vasya2006 ; 1653 
 412 ; 5 копеек ; 1792 ; КМ ; Cu ; F-VF ; 37 ; SSK ; 2081 
 413 ; 5 копеек ; 1791 ; АМ ; Cu ; VF- ; 16 ; ФВС ; 612 
 414 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F+ ; 21 ; 121974 ; 126 
 415 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F-VF ; 27 ; kolhis ; 213 
 416 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F+ ; 16 ; 25dec ; 90 
 417 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF- ; 13 ; 121974 ; 143 
 418 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F-VF ; 9 ; 121974 ; 118 
 419 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF ; 35 ; kolhis ; 244 
 420 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 21 ; kolhis ; 235 
 421 ; 5 копеек ; 1792 ; КМ ; Cu ; F+ ; 64 ; leo 2 ; 980 
 422 ; 5 копеек ; 1792 ; АМ ; Cu ; F-VF ; 41 ; nicknov ; 561 
 423 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F-VF ; 17 ; kolhis ; 199 
 424 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 15 ; kolhis ; 225 
 425 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F+ ; 32 ; Luka ; 138 
 426 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F ; 11 ; 25dec ; 98 
 427 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F-VF ; 18 ; kolhis ; 179 
 428 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 28 ; kolhis ; 196 
 429 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF- ; 21 ; Tonus ; 261 
 430 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF ; 11 ; Luka ; 121 
 431 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+ ; 22 ; derbnik ; 135 
 432 ; 5 копеек ; 1793 ; АМ ; Cu ; F-VF ; 50 ; ФВС ; 459 
 433 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+ ; 7 ; 121974 ; 101 
 434 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF- ; 26 ; kolhis ; 219 
 435 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF- ; 20 ; kolhis ; 195 
 436 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+ ; 27 ; kolhis ; 143 
 437 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF- ; 21 ; molodes ; 200 
 438 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+ ; 18 ; Luka ; 108 
 439 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F ; 36 ; Rober ; 211 
 440 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F-VF ; 72 ; locator79 ; 837 
 441 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F-VF ; 59 ; кабан ; 793 
 442 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F-VF ; 43 ; кабан ; 691 
 443 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F+ ; 31 ; SadKo ; 343 
 444 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; F-VF ; 185 ; кабан ; 2550 
 445 ; 5 копеек ; 1794 ; АМ ; Cu ; VF+ ; 41 ; дока ; 1500 
 446 ; 5 копеек ; 1794 ; АМ ; Cu ; F-VF ; 25 ; Cvetkov ; 450 
 447 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF- ; 22 ; kolhis ; 216 
 448 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF+ ; 19 ; Урфин_Джюс ; 626 
 449 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F+ ; 10 ; kolhis ; 155 
 450 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF- ; 19 ; ФВС ; 163 
 451 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF- ; 28 ; Luka ; 192 
 452 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF- ; 28 ; kolhis ; 248 
 453 ; 5 копеек ; 1795 ; КМ ; Cu ; VF- ; 62 ; кабан ; 2267 
 454 ; 5 копеек ; 1795 ; АМ ; Cu ; VF ; 32 ; vasya2006 ; 1461 
 355 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F+ ; 9 ; Григорий ; 90 
 356 ; 5 копеек ; 1784 ; КМ ; Cu ; VF-XF ; 53 ; кабан ; 4119 
 357 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F+ ; 9 ; apostol ; 101 
 358 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 23 ; kolhis ; 192 
 359 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F+ ; 9 ; Cvetkov ; 89 
 360 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F+ ; 24 ; 25dec ; 97 
 361 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 18 ; karel ; 108 
 362 ; 5 копеек ; 1785 ; КМ ; Cu ; F-VF ; 50 ; vasya2006 ; 1561 
 363 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF- ; 1 ; Levski ; 400 
 364 ; 5 копеек ; 1785 ; КМ ; Cu ; VF- ; 41 ; ФВС ; 709 
 365 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F ; 76 ; 25dec ; 95 
 366 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 9 ; numizavr ; 144 
 367 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF ; 17 ; kolhis ; 199 
 368 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F+ ; 31 ; skavr ; 95 
 369 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF- ; 52 ; MDV ; 226 
 370 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 34 ; kolhis ; 201 
 371 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF+ ; 68 ; Данила ; 1020 
 372 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F ; 45 ; 25dec ; 59 
 373 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 14 ; Luka ; 102 
 374 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F+ ; 11 ; sergei62 ; 96 
 375 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 13 ; Luka ; 119 
 376 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 13 ; apostol ; 102 
 377 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF+ ; 48 ; Данила ; 807 
 378 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 16 ; Luka ; 250 
 379 ; 5 копеек ; 1788 ; СПМ ; Cu ; F ; 40 ; vasya2006 ; 899 
 380 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 9 ; apostol ; 105 
 381 ; 5 копеек ; 1788 ; ММ ; Cu ; VF- ; 32 ; кабан ; 1611 
 382 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 17 ; 121974 ; 115 
 383 ; 5 копеек ; 1788 ; СПМ ; Cu ; F-VF ; 45 ; Cvetkov ; 206 
 384 ; 5 копеек ; 1788 ; КМ ; Cu ; VF- ; 52 ; ФВС ; 1854 
 385 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 41 ; kolhis ; 213 
 386 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 9 ; Медведь ; 94 
 387 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F ; 15 ; Luka ; 114 
 388 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 19 ; kolhis ; 131 
 389 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 11 ; ФВС ; 127 
 390 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF ; 26 ; ФВС ; 204 
 391 ; 5 копеек ; 1789 ; АМ ; Cu ; VF- ; 10 ; ФВС ; 561 
 392 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF+ ; 11 ; кs ; 405 
 393 ; 5 копеек ; 1789 ; АМ ; Cu ; VF- ; 20 ; ФВС ; 469 
 394 ; 5 копеек ; 1789 ; АМ ; Cu ; F-VF ; 35 ; Cvetkov ; 480 
 395 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F+ ; 13 ; Luka ; 111 
 396 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F+ ; 17 ; 121974 ; 108 
 397 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F ; 56 ; Luka ; 100 
 398 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF- ; 16 ; kolhis ; 178 
 399 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F+ ; 18 ; sergei62 ; 114 
 400 ; 5 копеек ; 1790 ; АМ ; Cu ; VF- ; 6 ; numizavr ; 600 
 401 ; 5 копеек ; 1790 ; АМ ; Cu ; F-VF ; 75 ; vasya2006 ; 1353 
 402 ; 5 копеек ; 1790 ; КМ ; Cu ; F+ ; 29 ; vasya2006 ; 1657 
 403 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 37 ; habenti ; 368 
 404 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F-VF ; 57 ; Luka ; 263 
 305 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 15 ; kolhis ; 235 
 306 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 19 ; кs ; 612 
 307 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 39 ; кабан ; 1734 
 308 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 32 ; kolhis ; 152 
 309 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 42 ; zoom30 ; 235 
 310 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 7 ; 121974 ; 92 
 311 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 11 ; 121974 ; 155 
 312 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F+ ; 20 ; vic-dmitrievic ; 101 
 313 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 27 ; karel ; 170 
 314 ; 5 копеек ; 1779 ; ЕМ ; Cu ; F-VF ; 10 ; karel ; 101 
 315 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF+ ; 42 ; tarilkin ; 900 
 316 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF- ; 31 ; Урфин_Джюс ; 236 
 317 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF+ ; 31 ; exploited ; 261 
 318 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF- ; 13 ; apostol ; 105 
 319 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF- ; 13 ; karel ; 116 
 320 ; 5 копеек ; 1779 ; ЕМ ; Cu ; F+ ; 14 ; vic-dmitrievic ; 101 
 321 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 19 ; kolhis ; 225 
 322 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 5 ; icebreaker ; 300 
 323 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 13 ; kolhis ; 104 
 324 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 24 ; paxa ; 93 
 325 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF ; 27 ; habenti ; 258 
 326 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F+ ; 17 ; Cvetkov ; 99 
 327 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 9 ; apostol ; 95 
 328 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 19 ; vic-dmitrievic ; 101 
 329 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 7 ; apostol ; 101 
 330 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F+ ; 13 ; sergei62 ; 100 
 331 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 21 ; kolhis ; 130 
 332 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F-VF ; 17 ; vic-dmitrievic ; 133 
 333 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF+ ; 15 ; habenti ; 264 
 334 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F-VF ; 11 ; skavr ; 95 
 335 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 24 ; eugraphus ; 227 
 336 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F-VF ; 12 ; Luka ; 108 
 337 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F+ ; 53 ; Al0851 ; 137 
 338 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F ; 46 ; paxa ; 57 
 339 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F-VF ; 12 ; ФВС ; 100 
 340 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 15 ; kolhis ; 140 
 341 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F+ ; 19 ; vic-dmitrievic ; 89 
 342 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 21 ; ФВС ; 160 
 343 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F-VF ; 15 ; apostol ; 108 
 344 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 12 ; kolhis ; 144 
 345 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F+ ; 14 ; vic-dmitrievic ; 101 
 346 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F-VF ; 13 ; Luka ; 119 
 347 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 15 ; kolhis ; 189 
 348 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 23 ; kolhis ; 150 
 349 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 60 ; apostol ; 107 
 350 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F+ ; 17 ; kolhis ; 131 
 351 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F ; 45 ; vic-dmitrievic ; 90 
 352 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 27 ; karel ; 239 
 353 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F+ ; 10 ; sergei62 ; 101 
 354 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF- ; 17 ; kolhis ; 136 
 255 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 15 ; kolhis ; 118 
 256 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 13 ; apostol ; 102 
 257 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 20 ; vic-dmitrievic ; 113 
 258 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF ; 23 ; kolhis ; 172 
 259 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F+ ; 18 ; skavr ; 102 
 260 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 57 ; vic-dmitrievic ; 101 
 261 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F+ ; 22 ; vic-dmitrievic ; 114 
 262 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F+ ; 15 ; za-via ; 100 
 263 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF ; 10 ; ФВС ; 210 
 264 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F+ ; 11 ; Cvetkov ; 102 
 265 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF+ ; 29 ; habenti ; 310 
 266 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F+ ; 20 ; vic-dmitrievic ; 108 
 267 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 17 ; skavr ; 108 
 268 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F ; 11 ; Григорий ; 83 
 269 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F+ ; 41 ; vic-dmitrievic ; 92 
 270 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F+ ; 21 ; vic-dmitrievic ; 108 
 271 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 23 ; 121974 ; 125 
 272 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 19 ; za-via ; 121 
 273 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 23 ; АНД ; 244 
 274 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 30 ; kolhis ; 208 
 275 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 18 ; vic-dmitrievic ; 114 
 276 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 9 ; 121974 ; 118 
 277 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F+ ; 11 ; 121974 ; 114 
 278 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 25 ; kolhis ; 113 
 279 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 13 ; crackjack ; 159 
 280 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF- ; 32 ; kolhis ; 217 
 281 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F-VF ; 18 ; karel ; 118 
 282 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF ; 15 ; 121974 ; 95 
 283 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F-VF ; 12 ; Медведь ; 92 
 284 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F-VF ; 38 ; Медведь ; 111 
 285 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F-VF ; 26 ; ФВС ; 135 
 286 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F ; 26 ; skavr ; 85 
 287 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF- ; 17 ; karel ; 108 
 288 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F-VF ; 13 ; apostol ; 98 
 289 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F+ ; 28 ; vic-dmitrievic ; 114 
 290 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF- ; 15 ; skif ; 124 
 291 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF- ; 9 ; ФВС ; 126 
 292 ; 5 копеек ; 1775 ; ЕМ ; Cu ; VF- ; 27 ; crackjack ; 146 
 293 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F-VF ; 38 ; кабан ; 231 
 294 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF ; 21 ; stallar ; 157 
 295 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F-VF ; 9 ; ФВС ; 105 
 296 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF- ; 49 ; karel ; 215 
 297 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF- ; 10 ; kolhis ; 153 
 298 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF- ; 16 ; Dave ; 148 
 299 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F-VF ; 14 ; vic-dmitrievic ; 114 
 300 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF- ; 22 ; stallar ; 225 
 301 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF- ; 14 ; paxa ; 91 
 302 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 31 ; paxa ; 99 
 303 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 16 ; crackjack ; 111 
 304 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 17 ; sergei62 ; 108 
 205 ; 5 копеек ; 18 век ;  ; Cu ; F+ ; 12 ; Ohotnik ; 102 
 206 ; 5 копеек ; 1758 ;  ; Cu ; F-VF ; 48 ; karel ; 214 
 207 ; 5 копеек (Ильин-1р) ; 1759 ; ММ ; Cu ; F+ ; 35 ; Ohotnik ; 255 
 208 ; 5 копеек ; 1759 ;  ; Cu ; F-VF ; 62 ; Танзан ; 469 
 209 ; 5 копеек ; 1760 ;  ; Cu ; VF- ; 59 ; karel ; 235 
 210 ; 5 копеек ; 1760 ;  ; Cu ; F+ ; 39 ; Dave ; 231 
 211 ; 5 копеек ; 1761 ;  ; Cu ; F-VF ; 25 ; BST ; 534 
 212 ; 5 копеек ; 1761 ;  ; Cu ; F-VF ; 40 ; самбор ; 165 
 213 ; 5 копеек ; 1763 ; ММ ; Cu ; F-VF ; 64 ; Cvetkov ; 450 
 214 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 16 ; кs ; 714 
 215 ; 5 копеек ; 1763 ; ММ ; Cu ; VF- ; 82 ; ФВС ; 348 
 216 ; 5 копеек ; 1763 ; СПМ ; Cu ; VF- ; 45 ; vasya2006 ; 521 
 217 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F+ ; 27 ; Медведь ; 95 
 218 ; 5 копеек ; 1763 ; СПМ ; Cu ; F-VF ; 52 ; nikolay ; 252 
 219 ; 5 копеек.СПМ ; 1760-е ;  ; Cu ; F-VF ; 9 ; Cvetkov ; 77 
 220 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F+ ; 22 ; za-via ; 99 
 221 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 38 ; мишок ; 129 
 222 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 16 ; мишок ; 102 
 223 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F-VF ; 29 ; vic-dmitrievic ; 114 
