 5556 ; Почтовая карточка Будапешт ; 1932 ;  ;  ;  ; 26 ; Приор ; 255 
 282 ; Лот монет России: 25 пенни (10шт) ; 1917 ;  ; Ag ; AU/XF- ; 14 ; denisey57 ; 911 
 283 ; Лот монет России: 10шт. Отверстия ;  ;  ; Ag ; G/VG ; 46 ; roza77 ; 213 
 284 ; Лот монет России: 15,10 коп (5шт) ; 1907-1915 ;  ; Ag ; VF+/VG ; 37 ; LEHA.LIS ; 584 
 285 ; 10 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF+/VF ; 115 ; kop ; 14770 
 286 ; 5 копеек ; 17?? ;  ; Cu ; G ; 45 ; kepmanitu ; 152 
 287 ; 5 копеек ; 1730 ; МД Хвост широкий ; Cu ; VG ; 23 ; Karhu ; 1491 
 288 ; 5 копеек ; 1761 ;  ; Cu ; F ; 36 ; Him ; 331 
 289 ; 5 копеек ; 1763 ; ЕМ ; Cu ; F/VG ; 25 ; Exctas ; 308 
 290 ; 5 копеек ; 1763 ; ММ ; Cu ; F/VG ; 28 ; STANDART ; 229 
 291 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF ; 13 ; Him ; 303 
 292 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F- ; 39 ; Maksss163 ; 104 
 293 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 19 ; Him ; 459 
 294 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F+ ; 13 ; zoom30 ; 356 
 295 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 26 ; жоро ; 334 
 296 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF+ ; 38 ; hanim ; 283 
 297 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VG ; 15 ; Матроскин ; 178 
 298 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F-VF ; 25 ; samara 67 ; 254 
 299 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 7 ; lsk54 ; 255 
 300 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F- ; 21 ; samara 67 ; 224 
 301 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F ; 5 ; shaxter2015 ; 240 
 302 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-/VG ; 36 ; kepmanitu ; 193 
 303 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF-XF ; 10 ; бух ; 1020 
 304 ; 5 копеек ; 1789 ; ЕМ ; Cu ; F+/F- ; 15 ; kepmanitu ; 193 
 305 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF- ; 18 ; автор ; 729 
 306 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF- ; 50 ; greedy ; 561 
 207 ; 2 марки ; 1865 ; S Финляндия ; Ag ; XF- ; 32 ; Георг ; 1689 
 208 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF-XF ; 26 ; alex2016 ; 1110 
 209 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF+ ; 38 ; Noble ; 1176 
 210 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF ; 18 ; Noble ; 797 
 211 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF-XF ; 27 ; DIMA 57 ; 1078 
 212 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF ; 11 ; юрастав ; 849 
 213 ; 2 марки ; 1870 ; S Финляндия ; Ag ; F-VF ; 29 ; Hikon ; 612 
 214 ; 2 марки ; 1872 ; S Финляндия ; Ag ; VF-XF ; 25 ; Noble ; 1016 
 215 ; 2 марки ; 1874 ; S Финляндия ; Ag ; XF- ; 28 ; БАТЫР ; 1587 
 216 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF-XF ; 39 ; MolchSer5 ; 1245 
 217 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF+ ; 20 ; MolchSer5 ; 1009 
 218 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF+ ; 20 ; Noble ; 891 
 219 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF- ; 11 ; джон буль ; 813 
 220 ; 2 марки ; 1906 ; L Финляндия ; Ag ; XF- ; 30 ; miskir254 ; 1965 
 221 ; 2 марки ; 1906 ; L Финляндия ; Ag ; VF-XF ; 16 ; DIMA 57 ; 1082 
 222 ; 2 марки ; 1908 ; L Финляндия ; Ag ; AU/XF+ ; 100 ; zuza ; 6259 
 223 ; 1 марка ; 1864 ; S Финляндия ; Ag ; VG/F- ; 43 ; bonipari ; 2647 
 224 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF-XF ; 9 ; 1gold ; 377 
 225 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF+ ; 13 ; frs ; 377 
 226 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF ; 7 ; pref ; 327 
 227 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF- ; 7 ; drn137 ; 306 
 228 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF-XF ; 8 ; mityay ; 340 
 229 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF+ ; 9 ; collector64 ; 349 
 230 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF ; 24 ; 1gold ; 340 
 231 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF- ; 21 ; Hikon ; 308 
 232 ; 1 марка. Убрана подвеска ; 1866 ; S Финляндия ; Ag ; F-VF ; 24 ; Hikon ; 305 
 233 ; 1 марка ; 1874 ; S Финляндия ; Ag ; XF- ; 25 ; shknikolay ; 1122 
 234 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF-XF ; 18 ; collector64 ; 334 
 235 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF-XF ; 10 ; pref ; 312 
 236 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF+ ; 14 ; frs ; 328 
 237 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF ; 15 ; Rober ; 315 
 238 ; 1 марка ; 1874 ; S Финляндия ; Ag ; F-VF ; 7 ; Hikon ; 200 
 239 ; 1 марка ; 1890 ; L Финляндия ; Ag ; XF- ; 27 ; Noble ; 611 
 240 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 31 ; nikolay ; 356 
 241 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF-XF ; 6 ; Noble ; 312 
 242 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF+ ; 39 ; Rober ; 453 
 243 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF- ; 27 ; petriuspo ; 315 
 244 ; 1 марка ; 1892 ; L Финляндия ; Ag ; VF-XF ; 16 ; Noble ; 505 
 245 ; 1 марка ; 1907 ; L Финляндия ; Ag ; XF+ ; 32 ; 7890 ; 939 
 246 ; 1 марка ; 1908 ; L Финляндия ; Ag ; XF ; 24 ; lsp25 ; 1620 
 247 ; 1 марка ; 1915 ; S Финляндия ; Ag ; AU ; 42 ; 1879 ; 1593 
 248 ; 1 марка ; 1915 ; S Финляндия ; Ag ; AU/XF+ ; 16 ; pelmen761 ; 956 
 249 ; 1 марка ; 1915 ; S Финляндия ; Ag ; AU/XF- ; 49 ; frs ; 920 
 250 ; 1 марка ; 1915 ; S Финляндия ; Ag ; XF+ ; 27 ; 7890 ; 920 
 251 ; 1 марка ; 1915 ; S Финляндия ; Ag ; XF- ; 51 ; ВЯЗЪ ; 867 
 252 ; 50 пенни ; 1864 ; S Финляндия ; Ag ; VF- ; 39 ; samara 67 ; 906 
 253 ; 50 пенни ; 1871 ; S Финляндия ; Ag ; VF ; 13 ; MolchSer5 ; 604 
 254 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF ; 9 ; samara 67 ; 322 
 255 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF ; 7 ; xeljdbot1 ; 306 
 256 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF ; 22 ; lsp25 ; 279 
 157 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF+ ; 8 ; said ; 204 
 158 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF ; 7 ; Ahasverus ; 138 
 159 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF- ; 12 ; said ; 150 
 160 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF+ ; 7 ; NUMIZMAT 777 ; 199 
 161 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF- ; 10 ; said ; 210 
 162 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF-XF ; 7 ; said ; 150 
 163 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF+ ; 12 ; said ; 233 
 164 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; F-VF ; 7 ; Maksss163 ; 147 
 165 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 5 ; NUMIZMAT 777 ; 240 
 166 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF/AU ; 15 ; said ; 222 
 167 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 14 ; said ; 222 
 168 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 11 ; NUMIZMAT 777 ; 270 
 169 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 20 ; Druja ; 242 
 170 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 59 ; Druja ; 271 
 171 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 8 ; igrtlk ; 169 
 172 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 5 ; NUMIZMAT 777 ; 228 
 173 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 5 ; said ; 223 
 174 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 9 ; bratss ; 227 
 175 ; 10 копеек ; 1915 ; ВС ; Ag ; XF- ; 3 ; mityay ; 153 
 176 ; 10 копеек. Разновидность ; 1915 ; ВС ; Ag ; AU ; 18 ; papinazu ; 257 
 177 ; 10 копеек. Разновидность ; 1915 ; ВС ; Ag ; AU/XF+ ; 26 ; kost ; 241 
 178 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 14 ; CMSpb ; 275 
 179 ; 10 копеек ; 1916 ;  ; Ag ; XF+ ; 51 ; alexeyre ; 2570 
 180 ; 5 копеек ; 1757 ; СПБ ; Ag ; F-VF ; 30 ; double ; 1552 
 181 ; 5 копеек. Отверстие ; 1757 ; СПБ ; Ag ; VG ; 27 ; Roskur ; 328 
 182 ; 5 копеек ; 1758 ; СПБ ; Ag ; VF- ; 31 ; 4758 ; 2100 
 183 ; 5 копеек ; 1814 ; СПБ ПС ; Ag ; VF ; 29 ; Vox ; 488 
 184 ; 5 копеек ; 1830 ; СПБ НГ ; Ag ; F-VF ; 36 ; птичкин ; 1358 
 185 ; 5 копеек ; 1833 ; СПБ НГ ; Ag ; F-VF ; 11 ; 4758 ; 499 
 186 ; 5 копеек ; 1836 ; СПБ НГ ; Ag ; XF ; 57 ; айсмен ; 950 
 187 ; 5 копеек ; 1845 ; СПБ КБ ; Ag ; VF- ; 24 ; нумизмат ; 1720 
 188 ; 5 копеек ; 1846 ; СПБ ПА ; Ag ; VF+ ; 65 ; Хаа ; 2528 
 189 ; 5 копеек ; 1849 ; СПБ ПА ; Ag ; XF+ ; 36 ; Корсиканец ; 4162 
 190 ; 5 копеек ; 1871 ; СПБ HI ; Ag ; VF-XF/VF+ ; 24 ; eugraphus ; 1469 
 191 ; 5 копеек ; 1875 ; СПБ HI ; Ag ; XF- ; 28 ; swoon ; 2868 
 192 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; AU ; 44 ; Energo ; 3122 
 193 ; 5 копеек ; 1885 ; СПБ АГ ; Ag ; AU ; 38 ; русман ; 3067 
 194 ; 5 копеек ; 1889 ; СПБ АГ ; Ag ; AU ; 45 ; petpet ; 1732 
 195 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; VF-XF ; 14 ; LEHA.LIS ; 408 
 196 ; 5 копеек ; 1891 ; СПБ АГ ; Ag ; XF+ ; 34 ; Energo ; 1507 
 197 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; AU ; 64 ; кабаносси ; 2179 
 198 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; AU ; 18 ; ААФ ; 826 
 199 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF+ ; 5 ; Zlyouka ; 363 
 200 ; 5 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF+ ; 27 ; bvtspb ; 1686 
 201 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 20 ; shah79 ; 751 
 202 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 43 ; petpet ; 1560 
 203 ; 5 копеек ; 1915 ; ВС ; Ag ; AU ; 34 ; MolchSer5 ; 1540 
 204 ; 4 копейки ; 1757 ; Ливонез ; Ag ; VF ; 111 ; kornum ; 12073 
 205 ; Алтын ; 1704 ; БК ; Ag ; VF ; 64 ; izapiter2 ; 10404 
 206 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF- ; 27 ; collector64 ; 181 
 107 ; 20 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF ; 13 ; CMSpb ; 321 
 108 ; 20 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF ; 26 ; ДУНКАН МАКЛАУД ; 276 
 109 ; 20 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF+ ; 21 ; CMSpb ; 231 
 110 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 16 ; said ; 230 
 111 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 25 ; 2394 ; 252 
 112 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 14 ; said ; 230 
 113 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 10 ; said ; 206 
 114 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 16 ; cr2952 ; 228 
 115 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 15 ; 2394 ; 336 
 116 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 7 ; said ; 210 
 117 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 10 ; Druja ; 228 
 118 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 14 ; cr2952 ; 234 
 119 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 10 ; Druja ; 241 
 120 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 28 ; кабаносси ; 359 
 121 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 7 ; Druja ; 228 
 122 ; 20 копеек. В капсуле PCGS MS 66 ; 1915 ; ВС ; Ag ;  ; 28 ; trigor71 ; 1077 
 123 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 36 ; кабаносси ; 345 
 124 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 21 ; кабаносси ; 334 
 125 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 27 ; 2394 ; 367 
 126 ; 20 копеек ; 1916 ; ВС ; Ag ; AU ; 16 ; skostya88 ; 567 
 127 ; 15 копеек-1 злотый ; 1839 ; MW Рус.-Пол. ; Ag ; F- ; 28 ; Suxov ; 254 
 128 ; 15 копеек ; 1893 ; СПБ АГ ; Ag ; VF ; 23 ; double ; 265 
 129 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; VF- ; 5 ; Heawen ; 118 
 130 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; F-VF ; 9 ; petriuspo ; 117 
 131 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; VF- ; 7 ; mityay ; 114 
 132 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF-XF ; 23 ; said ; 185 
 133 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 8 ; petriuspo ; 108 
 134 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF-XF ; 8 ; said ; 180 
 135 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF- ; 5 ; igrtlk ; 169 
 136 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF ; 7 ; Heawen ; 149 
 137 ; 15 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF ; 5 ; mityay ; 152 
 138 ; 15 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF ; 25 ; NUMIZMAT 777 ; 266 
 139 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 60 ; GAV1970 ; 267 
 140 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 9 ; ialaiola ; 150 
 141 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF- ; 12 ; said ; 152 
 142 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 49 ; said ; 218 
 143 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 9 ; said ; 211 
 144 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; VF ; 5 ; Heawen ; 149 
 145 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 28 ; cr2952 ; 295 
 146 ; 15 копеек ; 1915 ; ВС ; Ag ; XF+ ; 5 ; said ; 189 
 147 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 14 ; mih ; 305 
 148 ; 15 копеек ; 1916 ;  ; Ag ; XF+ ; 19 ; mityay ; 1734 
 149 ; Гривенник ; 1744 ;  ; Ag ; VF- ; 115 ; автор ; 1687 
 150 ; Гривенник ; 1751 ; А ; Ag ; VG ; 71 ; 312 ; 1290 
 151 ; 10 копеек ; 1860 ; СПБ ФБ ; Ag ; VF-XF ; 51 ; ZOLTAN333 ; 2823 
 152 ; 10 копеек ; 1899 ; СПБ АГ ; Ag ; VF+ ; 36 ; lva08 ; 402 
 153 ; 10 копеек ; 1901 ; СПБ ФЗ ; Ag ; F+ ; 5 ; SER 888 ; 100 
 154 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; VF-XF ; 20 ; krosh500 ; 442 
 155 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; F-VF ; 7 ; Ser83 ; 148 
 156 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; VF- ; 6 ; Xokeistka ; 102 
 57 ; Рубль ; 1900 ; (ФЗ) ; Ag ; VF- ; 46 ; иржик86 ; 3086 
 58 ; Рубль ; 1901 ; (ФЗ) ; Ag ; VF ; 47 ; frs ; 3774 
 59 ; Рубль ; 1913 ; АГ На 300-летие Дома Романовых ; Ag ; XF-/XF+ ; 29 ; Babasya ; 8550 
 60 ; Рубль ; 1913 ; АГ На 300-летие Дома Романовых ; Ag ; XF ; 38 ; StasStas ; 8682 
 61 ; 3/4 рубля-5 злотых ; 1833 ; НГ Рус.-Пол. ; Ag ; F-VF ; 38 ; себер ; 1311 
 62 ; 3/4 рубля-5 злотых ; 1836 ; MW Рус.-Пол. ; Ag ; VF ; 65 ; gelo ; 2876 
 63 ; 3/4 рубля-5 злотых ; 1838 ; MW Рус.-Пол. ; Ag ; VF- ; 82 ; gelo ; 1581 
 64 ; Полтина. Реставрация ; 1798 ; СМ МБ ; Ag ; VG ; 44 ; dimbos ; 8021 
 65 ; Полтина ; 1894 ; (АГ) ; Ag ; F-VF ; 16 ; denisey57 ; 2872 
 66 ; Полтина ; 1895 ; (АГ) АГ ; Ag ; F ; 69 ; чума ; 793 
 67 ; Полтина ; 1896 ; (АГ) АГ ; Ag ; F+ ; 22 ; baik25 ; 698 
 68 ; Полтина ; 1896 ; ( * ) ; Ag ; VF- ; 23 ; collector64 ; 665 
 69 ; Полтина ; 1897 ; ( * ) ; Ag ; F-VF ; 51 ; смю ; 677 
 70 ; Полтина ; 1897 ; ( * ) ; Ag ; F- ; 40 ; rem ; 453 
 71 ; Полтина ; 1899 ; (АГ) АГ ; Ag ; F+ ; 59 ; Exctas ; 705 
 72 ; Полтина ; 1899 ; (ЭБ) АГ ; Ag ; VF- ; 55 ; legallegal ; 3997 
 73 ; Полтина ; 1899 ; ( * ) ; Ag ; F+ ; 27 ; vlagren ; 566 
 74 ; Полтина ; 1900 ; (ФЗ) АГ ; Ag ; VF ; 41 ; tim111 ; 3073 
 75 ; Полтина ; 1912 ; (ЭБ) АГ ; Ag ; XF+ ; 78 ; автор ; 3046 
 76 ; Полтина ; 1912 ; (ЭБ) АГ ; Ag ; VF-XF ; 28 ; denisey57 ; 2215 
 77 ; Полтина ; 1912 ; (ЭБ) АГ ; Ag ; VF-XF ; 50 ; denisey57 ; 2052 
 78 ; Полтина ; 1913 ; (ВС) АГ ; Ag ; XF ; 60 ; Промитей ; 2812 
 79 ; 30 копеек-2 злотых ; 1837 ; MW Рус.-Пол. ; Ag ; VF ; 77 ; lsp25 ; 1168 
 80 ; 25 копеек ; 1840 ; СПБ НГ ; Ag ; VF-XF ; 37 ; СВл ; 6737 
 81 ; 25 копеек-50 грошей (Петров-7р, Ильин-5р) ; 1844 ; MW Рус.-Пол. ; Ag ; G/VG ; 82 ; побулица ; 2306 
 82 ; 25 копеек. Отверстие ; 1847 ; СПБ ПА ; Ag ; F- ; 23 ; kuzma-1 ; 327 
 83 ; 25 копеек ; 1849 ; СПБ ПА ; Ag ; VF+ ; 43 ; Chatsky ; 1517 
 84 ; 25 копеек ; 1852 ; СПБ ПА ; Ag ; VF-XF ; 56 ; Chatsky ; 2447 
 85 ; 25 копеек ; 1855 ; СПБ HI ; Ag ; VF+ ; 113 ; VAPK ; 2316 
 86 ; 25 копеек ; 1858 ; СПБ ФБ ; Ag ; VF-XF ; 53 ; Chatsky ; 2267 
 87 ; 25 копеек ; 1895 ; АГ ; Ag ; VF ; 19 ; bvtspb ; 5999 
 88 ; 25 копеек ; 1896 ; АГ ; Ag ; XF ; 53 ; автор ; 4249 
 89 ; 25 копеек ; 1896 ; АГ ; Ag ; VF ; 14 ; заяц побегаец ; 2360 
 90 ; 20 копеек ; 1771 ; СПБ TI ; Ag ; F-VF ; 44 ; asus ; 2948 
 91 ; 20 копеек ; 1862 ; СПБ МИ ; Ag ; XF- ; 27 ; NUMIZMAT 777 ; 807 
 92 ; 20 копеек ; 1872 ; СПБ HI ; Ag ; VF-XF ; 25 ; Exctas ; 487 
 93 ; 20 копеек ; 1874 ; СПБ HI ; Ag ; VF-XF ; 32 ; said ; 328 
 94 ; 20 копеек ; 1875 ; СПБ HI ; Ag ; XF- ; 39 ; said ; 310 
 95 ; 20 копеек ; 1878 ; СПБ НФ ; Ag ; VG/F ; 14 ; yri907 ; 101 
 96 ; 20 копеек ; 1879 ; СПБ НФ ; Ag ; F ; 22 ; petriuspo ; 101 
 97 ; 20 копеек ; 1885 ; СПБ АГ ; Ag ; VF-XF ; 36 ; Каменщик ; 1007 
 98 ; 20 копеек ; 1901 ; СПБ ФЗ ; Ag ; F+ ; 14 ; Волк33 ; 180 
 99 ; 20 копеек ; 1904 ; СПБ АР ; Ag ; VF+ ; 39 ; said ; 179 
 100 ; 20 копеек ; 1905 ; СПБ АР ; Ag ; XF ; 28 ; dial_rides ; 1275 
 101 ; 20 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF-XF ; 15 ; 7890 ; 379 
 102 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; AU ; 62 ; Декарт ; 1101 
 103 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF-XF ; 19 ; 7890 ; 228 
 104 ; 20 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF ; 5 ; 7890 ; 227 
 105 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; AU ; 15 ; atchaikovski ; 793 
 106 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 11 ; 7890 ; 228 
 7 ; Оригинальная копия монетного двора. 37 рублей 50 копеек (100 франков) Упаковка ;  ;  ; Cu-Ni ; UNC/AU ; 6 ; Серж PirGS ; 777 
 8 ; Оригинальная копия монетного двора 100 франков/ 37 рублей 50 копеек. Упаковка ;  ;  ; Б/м ; UNC/AU ; 7 ; Серж PirGS ; 708 
 9 ; 15 рублей. М - 12,88г ; 1897 ; (АГ) За обрез шеи заходит "СС" ; Au ; VF-XF ; 117 ; samara 67 ; 37657 
 10 ; 15 рублей. М-12,86г ; 1897 ; (АГ) За обрез шеи заходит "ОСС" ; Au ; VF-XF ; 76 ; samara 67 ; 31837 
 11 ; 10 рублей. М-8,6г ; 1899 ; (АГ) АГ ; Au ; XF/XF+ ; 43 ; noviyok ; 25508 
 12 ; 10 рублей. М-8,59г ; 1903 ; (АР) АГ ; Au ; XF+/AU ; 49 ; Баки ; 26433 
 13 ; 5 рублей. М-4,29г ; 1898 ; (АГ) ; Au ; XF+ ; 25 ; stas197111 ; 13274 
 14 ; Дукат. Нидерланды. Петербургский чекан ; 1837 ;  ; Au ; XF+ ; 27 ; AMZYA ; 21165 
 15 ; Рубль. Отверстие ; 1720 ; K ; Ag ; F-VF ; 67 ; ВС ; 18539 
 16 ; Рубль. Отверстие ; 1724 ; СПБ ; Ag ; F- ; 55 ; zczc4 ; 8000 
 17 ; Рубль ; 1729 ;  ; Ag ; F ; 58 ; ladoga78 ; 12593 
 18 ; Рубль. Реставрация ; 1727 ;  ; Ag ; VG ; 49 ; универсал ; 8054 
 19 ; Рубль. Отверстие ; 1736 ;  ; Ag ; VF- ; 84 ; Vitalik1 ; 11234 
 20 ; Рубль ; 1762 ; СПБ НК TI ; Ag ; VF- ; 32 ; igorr ; 8625 
 21 ; Рубль ; 1763 ; СПБ ЯI TI ; Ag ; VF ; 47 ; habibbulin ; 11490 
 22 ; Рубль. Отверстие ; 1764 ; СПБ СА TI ; Ag ; F+ ; 29 ; StasStas ; 2039 
 23 ; Рубль ; 1765 ; СПБ СА TI ; Ag ; F-VF ; 39 ; I-Fox ; 5610 
 24 ; Рубль. Отверстие ; 17?? ;  ; Ag ; VG ; 46 ; StasStas ; 958 
 25 ; Рубль. Отверстие ; 1798 ; СМ МБ ; Ag ; F+ ; 44 ; StasStas ; 5555 
 26 ; Рубль ; 1799 ; СМ МБ ; Ag ; VG ; 36 ; shuman71 ; 3876 
 27 ; Рубль ; 1817 ; СПБ ПС ; Ag ; F-VF ; 58 ; bratss ; 2087 
 28 ; Рубль. Отверстие ; 1818 ; СПБ ПС ; Ag ; F-VF ; 35 ; dgin ; 1428 
 29 ; Рубль. Отверстие ; 1825 ; СПБ НГ ; Ag ; F/VG ; 13 ; Vitalik1 ; 3567 
 30 ; Рубль ; 1841 ; СПБ НГ ; Ag ; VF-XF ; 51 ; I-Fox ; 5667 
 31 ; Рубль ; 1848 ; СПБ HI ; Ag ; XF+/XF- ; 44 ; бриз33 ; 8670 
 32 ; Рубль ; 1859 ; На открытие памятника Николаю I ; Ag ; XF- ; 59 ; papinazu ; 72957 
 33 ; Рубль ; 1878 ; СПБ НФ ; Ag ; VF-XF ; 31 ; БАТЫР ; 8476 
 34 ; Рубль ; 1891 ; (АГ) ; Ag ; VF ; 47 ; denisey57 ; 5916 
 35 ; Рубль ; 1893 ; (АГ) ; Ag ; VF+ ; 22 ; Igorka ; 6075 
 36 ; Рубль ; 1896 ; (АГ) На коронацию Николая II ; Ag ; F-VF ; 67 ; Babasya ; 24508 
 37 ; Рубль ; 1896 ; (АГ) ; Ag ; VF+/VF-XF ; 61 ; denisey57 ; 5565 
 38 ; Рубль ; 1896 ; (АГ) ; Ag ; F-VF ; 24 ; Integra ; 1053 
 39 ; Рубль ; 1896 ; ( * ) ; Ag ; VF ; 15 ; Exctas ; 1200 
