 5905 ; Бона иностранная ;  ;  ;  ; AU ; 20 ; Папа с рацией ; 82 
 491 ; Лот монет России (3шт): 5к,2к ; 1723,1758,1796 ;  ; Cu ; VG/G ; 57 ; A-Stral ; 2618 
 492 ; Лот монет России: 5,3 коп (6шт) ; 1860-1914 ;  ; Cu ; F/VG ; 32 ; KNK ; 510 
 493 ; Лот монет России: 2 коп (5шт) ; 1810-182? ;  ; Cu ; F/G ; 40 ; Володя ; 410 
 494 ; Лот монет России: 10,1/2,1/4 коп (8шт) ; 1840-1911 ;  ; Cu,Ag ; F+/VG ; 39 ; Володя ; 726 
 495 ; Лот монет России (9шт): 1/2к, полушка ; 1719-1913 ;  ; Cu ; VG/G ; 33 ; Володя ; 459 
 496 ; Лот монет России: 2 коп, 10,1 пенни (3шт) ; 1865-1899 ;  ; Cu ; F ; 9 ; юрий73 ; 102 
 497 ; Лот монет России для Финляндии (7шт): 25,1 пенни ; 1901-1916 ;  ; Ag,Cu ; XF-/VG ; 24 ; Володя ; 344 
 498 ; Лот монет России: 2,1 коп, денга (10шт) ; 1737-1916 ;  ; Cu ; F/VG ; 56 ; Володя ; 487 
 499 ; Лот монет России: 3,2,1 коп (5шт) ; 1840-1847 ;  ; Cu ; F+/VG ; 64 ; RemTro ; 483 
 500 ; Лот монет Финляндии: 5 пенни (10шт) ; 1916-1917 ;  ; Cu ; VF-XF ; 36 ; Володя ; 602 
 511 ; Танга ; 1402-1427 ; Великое Княжество Рязанское. Федор Олегович ; Ag ; VF- ; 26 ; ekaterina_dias ; 2267 
 512 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; 15в ;  ; Ag ; F-VF ; 45 ; ekaterina_dias ; 1428 
 513 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; 15в ;  ; Ag ; F-VF ; 20 ; aziya11 ; 153 
 514 ; Денга. Удельное кн-во Рязанское. Обломана ; 15в ;  ; Ag ; F-VF ; 35 ; ekaterina_dias ; 969 
 515 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 13 ; Tosha ; 215 
 516 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 57 ; Владко ; 1401 
 407 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; F+ ; 10 ; gav1980 ; 136 
 408 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F+ ; 12 ; Володя ; 62 
 409 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 59 ; Tritiy2 ; 269 
 410 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 13 ; boroda ; 79 
 411 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F-VF ; 28 ; rirosrob ; 123 
 412 ; Полушка ; 1737 ; Орёл 1738 г. ; Cu ; F-VF ; 15 ; ДУНКАН МАКЛАУД ; 102 
 413 ; Полушка ; 1738 ; Орёл 1730 г. ; Cu ; F+ ; 9 ; rirosrob ; 101 
 414 ; Полушка ; 1739 ; Орёл 1730 г. ; Cu ; F+ ; 12 ; Володя ; 184 
 415 ; Полушка ; 174? ;  ; Cu ; F+ ; 28 ; ГдРъ ; 952 
 416 ; Полушка ; 1741 ; Орёл 1730 г. ; Cu ; F+ ; 29 ; ГдРъ ; 2154 
 417 ; Полушка ; 1768 ; КМ "Сибирь" ; Cu ; F- ; 46 ; Володя ; 410 
 418 ; Полушка ; 1850 ; ЕМ ; Cu ; AU/XF ; 66 ; Agava ; 3276 
 419 ; Полушка ; 1851 ; ЕМ ; Cu ; AU ; 43 ; кве ; 3628 
 420 ; Полушка ; 1853 ; ЕМ ; Cu ; VG ; 36 ; никсер ; 521 
 421 ; 1/4 копейки ; 1886 ; СПБ ; Cu ; XF/AU ; 32 ; ct200h ; 6687 
 422 ; 1/4 копейки. В капсуле NGC ; 1890 ; СПБ ; Cu ; AU 55 ; 29 ; Cong ; 7803 
 423 ; 3 копейки "оккупация" ; 1916J ;  ; Fe ; VF+ ; 28 ; arsenich-s ; 585 
 424 ; 3 копейки "оккупация" ; 1916J ;  ; Fe ; VF- ; 20 ; anika ; 444 
 425 ; 2 копейки "оккупация" ; 1916A ;  ; Fe ; VF-XF ; 16 ; slovjnin ; 449 
 426 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; VF+ ; 25 ; DmitriPartei ; 506 
 427 ; 10 пенни ; 1865 ; Финляндия ; Cu ; XF- ; 58 ; kotok ; 1230 
 428 ; 10 пенни ; 1865 ; Финляндия ; Cu ; F-VF ; 13 ; irino4ka ; 91 
 429 ; 10 пенни. В капсуле NGC ; 1866 ; Финляндия ; Cu ; AU 55 ; 59 ; verunk1 ; 5100 
 430 ; 10 пенни ; 1890 ; Финляндия ; Cu ; F+ ; 15 ; 01020304 ; 531 
 431 ; 10 пенни ; 1897 ; Финляндия ; Cu ; VF ; 22 ; kotok ; 265 
 432 ; 10 пенни ; 1909 ; Финляндия ; Cu ; VF ; 5 ; Inokesha ; 153 
 433 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF- ; 14 ; Каенн ; 110 
 434 ; 10 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 54 ; Lery ; 305 
 435 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 18 ; zemlyk2014 ; 92 
 436 ; 10 пенни ; 1915 ; Финляндия ; Cu ; VF+ ; 11 ; zemlyk2014 ; 112 
 437 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF ; 13 ; Степан_81 ; 124 
 438 ; 10 пенни ; 1916 ; Финляндия ; Cu ; AU ; 95 ; Восток ; 928 
 439 ; 10 пенни ; 1917 ; Финляндия. Вензель ; Cu ; VF-XF ; 43 ; полк ; 510 
 440 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 37 ; urik21121 ; 216 
 441 ; 5 пенни ; 1866 ; Финляндия ; Cu ; XF- ; 36 ; Agava ; 1576 
 442 ; 5 пенни ; 1873 ; Финляндия ; Cu ; XF ; 51 ; stas197111 ; 2711 
 443 ; 5 пенни ; 1888 ; Финляндия ; Cu ; VF- ; 18 ; нормировщик9 ; 195 
 444 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF ; 29 ; imi ; 98 
 445 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF+ ; 20 ; нормировщик9 ; 114 
 446 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF-XF ; 41 ; electra ; 204 
 447 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 24 ; ct200h ; 97 
 448 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 32 ; electra ; 110 
 449 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF-XF ; 15 ; ct200h ; 79 
 450 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 6 ; stark-2006 ; 59 
 451 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF+ ; 10 ; Каенн ; 68 
 452 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 15 ; 1206 ; 57 
 453 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 36 ; Восток ; 255 
 454 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF-XF ; 13 ; stark-2006 ; 57 
 455 ; 5 пенни ; 1916 ; Финляндия ; Cu ; VF+ ; 12 ; gjgi ; 55 
 456 ; 5 пенни ; 1917 ; Финляндия. Вензель ; Cu ; VF-XF ; 15 ; нормировщик9 ; 68 
 357 ; Денга ; 1738 ;  ; Cu ; F+ ; 11 ; Володя ; 81 
 358 ; Денга ; 1739 ;  ; Cu ; VF- ; 23 ; electra ; 120 
 359 ; Денга ; 1740 ;  ; Cu ; F-VF ; 6 ; Володя ; 45 
 360 ; Денга ; 1741 ;  ; Cu ; F+ ; 7 ; zemlyk2014 ; 72 
 361 ; Денга ; 1746 ;  ; Cu ; VF ; 11 ; Маша-растеряша ; 210 
 362 ; Денга. Брак чеканки ; 1746 ;  ; Cu ; F ; 12 ; Rjn ; 161 
 363 ; Денга ; 1747 ;  ; Cu ; F-VF ; 18 ; Димыч ; 312 
 364 ; Денга ; 1748 ;  ; Cu ; VF- ; 11 ; Юрий.. ; 115 
 365 ; Денга ; 1748 ;  ; Cu ; F-VF ; 5 ; Юрий.. ; 40 
 366 ; Денга ; 1748 ;  ; Cu ; F+ ; 9 ; rirosrob ; 101 
 367 ; Денга ; 1748 ;  ; Cu ; F+ ; 9 ; Володя ; 68 
 368 ; Денга ; 1749 ;  ; Cu ; F-VF ; 6 ; Володя ; 36 
 369 ; Денга ; 1749 ;  ; Cu ; F+ ; 7 ; Володя ; 57 
 370 ; Денга ; 1749 ;  ; Cu ; F ; 11 ; nimbus123 ; 72 
 371 ; Денга ; 1750 ;  ; Cu ; VF- ; 9 ; Володя ; 69 
 372 ; Денга ; 1750 ;  ; Cu ; F ; 27 ; Володя ; 63 
 373 ; Денга ; 1750 ;  ; Cu ; F+ ; 19 ; irino4ka ; 77 
 374 ; Денга ; 1751 ;  ; Cu ; F ; 6 ; Володя ; 57 
 375 ; Денга ; 1753 ;  ; Cu ; VF- ; 24 ; vaduz ; 261 
 376 ; Денга ; 1754 ;  ; Cu ; VF ; 10 ; gav1980 ; 354 
 377 ; Денга ; 1759 ;  ; Cu ; VF- ; 98 ; benc ; 14042 
 378 ; Денга ; 1767 ; ЕМ ; Cu ; F+ ; 27 ; imperator33 ; 159 
 379 ; Денга ; 1771 ; КМ "Сибирь" ; Cu ; VF- ; 16 ; priwet ; 531 
 380 ; Денга ; 1789 ; ЕМ ; Cu ; F+ ; 16 ; olq ; 144 
 381 ; Денга ; 1795 ; ЕМ ; Cu ; VF- ; 67 ; кве ; 809 
 382 ; Деньга ; 1798 ; ЕМ ; Cu ; VF- ; 29 ; ГдРъ ; 493 
 383 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; VF-XF ; 44 ; y_dav ; 574 
 384 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; XF- ; 103 ; сторублёв ; 2198 
 385 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; F ; 21 ; Володя ; 69 
 386 ; 1/2 копейки ; 1845 ; СМ ; Cu ; F-VF ; 13 ; zemlyk2014 ; 101 
 387 ; Денежка ; 1854 ; ЕМ ; Cu ; F+ ; 27 ; никсер ; 303 
 388 ; Денежка ; 1855 ; ВМ ; Cu ; F+ ; 30 ; ssss ; 716 
 389 ; Денежка ; 1857 ; ВМ ; Cu ; F+ ; 15 ; ssss ; 614 
 390 ; 1/2 копейки ; 1868 ; ЕМ ; Cu ; VF ; 27 ; 550055 ; 1836 
 391 ; 1/2 копейки ; 1879 ; СПБ ; Cu ; XF- ; 28 ; нионила ; 1134 
 392 ; 1/2 копейки ; 1893 ; СПБ ; Cu ; XF+ ; 33 ; 4850 ; 2828 
 393 ; 1/2 копейки ; 1898 ; СПБ ; Cu ;  ; 17 ; ввп ; 200 
 394 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 23 ; narmin ; 301 
 395 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF ; 13 ; stark-2006 ; 126 
 396 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 17 ; A.G ; 126 
 397 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 31 ; A.G ; 187 
 398 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 11 ; rad22 ; 148 
 399 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF- ; 14 ; A.G ; 153 
 400 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; AU ; 52 ; veles25r ; 1275 
 401 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 27 ; полк ; 493 
 402 ; Полушка ; 1719 ; НД ; Cu ; VG ; 5 ; virtualman ; 306 
 403 ; Полушка ; 1719 ;  ; Cu ; VG ; 17 ; пасечник ; 96 
 404 ; Полушка ; 1721 ;  ; Cu ; VG ; 6 ; пасечник ; 71 
 405 ; Полушка ; 1730-1754 ;  ; Cu ; F+ ; 11 ; olq ; 50 
 406 ; Полушка ; 1730 ; Орёл 1730 г. ; Cu ; F-VF ; 25 ; ГдРъ ; 210 
 307 ; Копейка ; 1828 ; КМ АМ ; Cu ; VF+ ; 21 ; ct200h ; 412 
 308 ; Копейка ; 1829 ; ЕМ ИК ; Cu ; F+ ; 11 ; olq ; 157 
 309 ; Копейка ; 1830 ; ЕМ ИК ; Cu ; VF ; 20 ; electra ; 357 
 310 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VG ; 12 ; stark-2006 ; 155 
 311 ; Копейка (Петров-1,5р, Ильин-1р) ; 1834 ; СМ ; Cu ; F ; 45 ; SSK ; 1084 
 312 ; Копейка ; 1835 ; ЕМ ФХ ; Cu ; VG ; 12 ; DmitriPartei ; 105 
 313 ; Копейка ; 1840 ; ЕМ ; Cu ; F-VF ; 11 ; Zakhapisty ; 157 
 314 ; Копейка ; 1842 ; СПМ ; Cu ; VF ; 32 ; tsv72 ; 225 
 315 ; Копейка ; 1843 ; ЕМ ; Cu ; F ; 28 ; Володя ; 113 
 316 ; Копейка ; 1843 ; СМ ; Cu ; VF ; 6 ; zemlyk2014 ; 57 
 317 ; Копейка ; 1844 ; ЕМ ; Cu ; VF ; 30 ; ваван 5 ; 1226 
 318 ; Копейка ; 1845 ; СМ ; Cu ; VF ; 7 ; igor26 ; 204 
 319 ; Копейка ; 1846 ; СМ ; Cu ; F+ ; 20 ; imi ; 102 
 320 ; Копейка ; 1852 ; ЕМ ; Cu ; VG ; 17 ; Володя ; 102 
 321 ; Копейка ; 1855 ; ЕМ ; Cu ; VG ; 12 ; никсер ; 206 
 322 ; Копейка ; 1859 ; ЕМ Корона у основ.уже ; Cu ; VF ; 15 ; Виталий 64 ; 1247 
 323 ; Копейка ; 1862 ; ЕМ ; Cu ; F-VF ; 52 ; ARhimed ; 1813 
 324 ; Копейка ; 1863 ; ЕМ ; Cu ; VF+ ; 39 ; y_dav ; 725 
 325 ; Копейка ; 1869 ; ЕМ ; Cu ; VF ; 55 ; ct200h ; 1532 
 326 ; Копейка ; 1883 ; СПБ ; Cu ; F+ ; 27 ; ahjkrf ; 124 
 327 ; Копейка ; 1901 ; СПБ ; Cu ; F+ ; 11 ; imi ; 57 
 328 ; Копейка ; 1903 ; СПБ ; Cu ; VF- ; 20 ; Володя ; 36 
 329 ; Копейка ; 1903 ; СПБ ; Cu ; F+ ; 8 ; Володя ; 36 
 330 ; Копейка ; 1904 ; СПБ ; Cu ; F+ ; 9 ; Володя ; 45 
 331 ; Копейка ; 1904 ; СПБ ; Cu ; VF+ ; 17 ; нв1975 ; 90 
 332 ; Копейка ; 1908 ; СПБ ; Cu ; VF ; 9 ; Володя ; 47 
 333 ; Копейка ; 1909 ; СПБ ; Cu ; F-VF ; 12 ; Володя ; 37 
 334 ; Копейка ; 1910 ; СПБ ; Cu ; VF- ; 30 ; y_dav ; 257 
 335 ; Копейка ; 1911 ; СПБ ; Cu ;  ; 14 ; narmin ; 55 
 336 ; Копейка ; 1912 ; СПБ ; Cu ; XF ; 19 ; ahjkrf ; 153 
 337 ; Копейка ; 1912 ; СПБ ; Cu ; VF ; 8 ; TiBuL ; 70 
 338 ; Копейка ; 1913 ; СПБ ; Cu ; XF- ; 3 ; rad22 ; 79 
 339 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 8 ; Leopold36 ; 204 
 340 ; Копейка ; 1915 ;  ; Cu ; XF ; 86 ; Leopold36 ; 291 
 341 ; Копейка ; 1916 ;  ; Cu ; XF+ ; 15 ; rad22 ; 124 
 342 ; Денга ; 1700 ;  ; Cu ; VG ; 35 ; ГдРъ ; 512 
 343 ; Денга ; 1703 ;  ; Cu ; F-VF ; 54 ; кве ; 2360 
 344 ; Денга ; 1707 ;  ; Cu ; VG ; 39 ; virtualman ; 1025 
 345 ; Денга ; 1714 ;  ; Cu ; F-VF ; 30 ; кве ; 3160 
 346 ; Денга ; 1730 ;  ; Cu ; F ; 12 ; ГдРъ ; 1020 
 347 ; Денга ; 1731 ;  ; Cu ; VF- ; 25 ; 06031983 ; 465 
 348 ; Денга ; 1731 ;  ; Cu ; F ; 14 ; ANGEL 23 ; 55 
 349 ; Денга ; 1731 ;  ; Cu ; VG ; 83 ; кондор ; 1695 
 350 ; Денга ; 1735 ;  ; Cu ; VF+ ; 23 ; gav1980 ; 108 
 351 ; Денга ; 1735 ;  ; Cu ; F+ ; 6 ; gav1980 ; 73 
 352 ; Денга ; 1736 ;  ; Cu ; VF- ; 18 ; gav1980 ; 126 
 353 ; Денга ; 1737 ;  ; Cu ; VF- ; 29 ; нв1975 ; 102 
 354 ; Денга ; 1737 ;  ; Cu ; VF ; 10 ; aknew ; 306 
 355 ; Денга ; 1737 ;  ; Cu ; F-VF ; 6 ; R.V.R ; 81 
 356 ; Денга ; 1738 ;  ; Cu ; F+ ; 11 ; imi ; 102 
 257 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; F ; 20 ; Владко ; 257 
 258 ; 2 копейки ; 1761 ;  ; Cu ; F-VF ; 34 ; Tritiy2 ; 624 
 259 ; 2 копейки ; 1763 ; ММ ; Cu ; VF+ ; 41 ; sibtec ; 416 
 260 ; 2 копейки ; 1766 ; ММ ; Cu ; VF- ; 12 ; юрий73 ; 62 
 261 ; 2 копейки ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 30 ; doiu33 ; 308 
 262 ; 2 копейки ; 1795 ; ЕМ ; Cu ; VF ; 55 ; кве ; 1337 
 263 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF- ; 28 ; stark-2006 ; 351 
 264 ; 2 копейки ; 1797 ; АМ ; Cu ; F-VF ; 21 ; Iskatel ; 313 
 265 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 66 ; lalula ; 388 
 266 ; 2 копейки ; 1798 ; КМ ; Cu ; VF ; 37 ; 550055 ; 899 
 267 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF ; 15 ; lalula ; 308 
 268 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 18 ; olq ; 373 
 269 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 11 ; vizer ; 216 
 270 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 36 ; ГдРъ ; 308 
 271 ; 2 копейки ; 1801 ; КМ ; Cu ; F ; 32 ; Dimitriy ; 416 
 272 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF+ ; 111 ; Pablo1 ; 2808 
 273 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F+ ; 29 ; ГдРъ ; 182 
 274 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF- ; 18 ; Sirj ; 395 
 275 ; 2 копейки. В капсуле NGC ; 1811 ; ЕМ НМ ; Cu ; AU 58 ; 70 ; verunk1 ; 6233 
 276 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 11 ; Rjn ; 255 
 277 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F-VF ; 8 ; gelind ; 112 
 278 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF ; 19 ; ГдРъ ; 135 
 279 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; F-VF ; 11 ; ct200h ; 138 
 280 ; 2 копейки ; 1821 ; ЕМ ФГ ; Cu ; F-VF ; 9 ; хуторянин ; 57 
 281 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; VF ; 16 ; Юрий.. ; 102 
 282 ; 2 копейки ; 1828 ; КМ АМ ; Cu ; VF+ ; 12 ; ct200h ; 350 
 283 ; 2 копейки ; 1839 ; СМ ; Cu ; F+ ; 26 ; Tritiy2 ; 171 
 284 ; 2 копейки ; 1851 ; ЕМ ; Cu ; F+ ; 32 ; Стасыч ; 601 
 285 ; 2 копейки ; 1860 ; ЕМ ; Cu ; VF+ ; 26 ; Anatoliy1959 ; 432 
 286 ; 2 копейки ; 1870 ; ЕМ ; Cu ; VF-XF ; 78 ; 550055 ; 1592 
 287 ; 2 копейки ; 1895 ; СПБ ; Cu ; VF- ; 16 ; Метро62 ; 143 
 288 ; 2 копейки ; 1901 ; СПБ ; Cu ; XF ; 72 ; BohUm ; 2040 
 289 ; 2 копейки ; 1907 ; СПБ ; Cu ; F-VF ; 17 ; ahjkrf ; 114 
 290 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF ; 13 ; imi ; 61 
 291 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 32 ; electra ; 105 
 292 ; 2 копейки ; 1915 ;  ; Cu ; XF- ; 91 ; Leopold36 ; 149 
 293 ; Копейка ; 1715 ; НД ; Cu ; VF- ; 46 ; РЯСаб ; 1761 
 294 ; Копейка ; 1716 ; НД ; Cu ; VG ; 38 ; altunin ; 459 
 295 ; Копейка (Петров-2р, Ильин-5р) ; 1717 ; НДЗ ; Cu ; VG ; 127 ; dimon46 ; 3534 
 296 ; Копейка ; 1766 ; ММ ; Cu ; VF- ; 53 ; SSK ; 4648 
 297 ; Копейка ; 1779 ; КМ "Сибирь" ; Cu ; VF ; 40 ; ГдРъ ; 711 
 298 ; Копейка ; 1789 ; ЕМ ; Cu ; F+ ; 20 ; Володя ; 114 
 299 ; Копейка ; 1798 ; ЕМ ; Cu ; F-VF ; 18 ; никсер ; 107 
 300 ; Копейка ; 1799 ; ЕМ ; Cu ; F ; 28 ; никсер ; 163 
 301 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 22 ; Andrei2007 ; 156 
 302 ; Копейка ; 1801 ; ЕМ ; Cu ; VF+ ; 24 ; ГдРъ ; 216 
 303 ; Копейка ; 1811 ; ИМ МК ; Cu ; VF+ ; 32 ; Димыч ; 3595 
 304 ; Копейка ; 1819? ; КМ АД ; Cu ; F-VF ; 9 ; denis2225 ; 129 
 305 ; Копейка ; 1819 ; КМ АД ; Cu ; F+ ; 21 ; Dimitriy ; 142 
 306 ; Копейка ; 1827 ; КМ АМ ; Cu ; F+ ; 28 ; ct200h ; 612 
 207 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 40 ; scipion ; 513 
 208 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 28 ; scipion ; 403 
 209 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF+ ; 35 ; Soal ; 413 
 210 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F+ ; 25 ; stok ; 214 
 211 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF+ ; 20 ; Soal ; 378 
 212 ; 5 копеек ; 1784 ; КМ ; Cu ; VF-XF ; 33 ; 4850 ; 2042 
 213 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF-XF ; 19 ; Володя ; 340 
 214 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF+ ; 19 ; volod ; 363 
 215 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF+ ; 37 ; Soal ; 900 
 216 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 19 ; imperator33 ; 355 
 217 ; 5 копеек (Петров-10р, Ильин-10р) ; 1788 ; ТМ ; Cu ; F-VF ; 35 ; ekaterina_dias ; 15867 
 218 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF-XF ; 36 ; 4850 ; 1030 
 219 ; 5 копеек ; 1790 ; АМ ; Cu ; VF+ ; 38 ; kn157736 ; 1112 
