 6007 ; Лот бон иностранных  Индонезия 5 шт. ;  ;  ;  ; AU ; 24 ; кент ; 179 
 423 ; Копейка ; 1870 ; ЕМ ; Cu ; F-VF ; 13 ; docentatk ; 53 
 424 ; Копейка ; 1881 ; СПБ ; Cu ; F+ ; 25 ; molodes ; 138 
 425 ; Копейка ; 1891 ; СПБ ; Cu ; VF ; 39 ; ОСА ; 914 
 426 ; Копейка ; 1899 ; СПБ ; Cu ; XF+ ; 13 ; Путь полноты ; 1011 
 427 ; Копейка ; 1899 ; СПБ ; Cu ; VF- ; 8 ; tanker1975 ; 79 
 428 ; Копейка ; 1901 ; СПБ ; Cu ; VF- ; 28 ; docentatk ; 128 
 429 ; Копейка ; 1903 ; СПБ ; Cu ; XF ; 34 ; EMF ; 222 
 430 ; Копейка ; 1905 ; СПБ ; Cu ; AU ; 41 ; sergius ; 1030 
 431 ; Копейка ; 1908 ; СПБ ; Cu ; VF ; 10 ; leshii40 ; 48 
 432 ; Копейка ; 1908 ; СПБ ; Cu ; VF- ; 9 ; brigada ; 42 
 433 ; Копейка ; 1908 ; СПБ ; Cu ; F-VF ; 7 ; Александр7 ; 36 
 434 ; Копейка ; 1910 ; СПБ ; Cu ; AU ; 41 ; alien34 ; 1275 
 435 ; Копейка ; 1911 ; СПБ ; Cu ; F-VF ; 15 ; zwr ; 33 
 436 ; Копейка ; 1912 ; СПБ ; Cu ; VF+ ; 15 ; borisovich ; 82 
 437 ; Копейка ; 1913 ; СПБ ; Cu ; VF-XF ; 11 ; borisovich ; 104 
 438 ; Копейка ; 1913 ; СПБ ; Cu ; F-VF ; 5 ; Zorro-09 ; 45 
 439 ; Копейка ; 1913 ; СПБ ; Cu ; G ; 9 ; brigada ; 46 
 440 ; Копейка ; 1914 ; СПБ ; Cu ; XF- ; 17 ; docentatk ; 114 
 441 ; Копейка ; 1915 ;  ; Cu ; AU ; 37 ; urok20 ; 459 
 442 ; денга ; 170? ;  ; Cu ; VG ; 49 ; dsa ; 3060 
 443 ; Денга ; 1706 ;  ; Cu ; F ; 54 ; ОСА ; 6324 
 444 ; Денга ; 1707 ;  ; Cu ; VF- ; 80 ; $$$ ; 4307 
 445 ; Денга ; 1707 ;  ; Cu ; VG ; 86 ; kuzma-1 ; 1522 
 446 ; Денга ; 1730 ;  ; Cu ; F+ ; 53 ; SSK ; 1106 
 447 ; Денга ; 1731 ;  ; Cu ; VF ; 22 ; SSK ; 567 
 448 ; Денга ; 1731 ;  ; Cu ; F-VF ; 16 ; вован-61 ; 51 
 449 ; Денга ; 1731 ;  ; Cu ; VF+ ; 39 ; Rosomaxa ; 602 
 450 ; Денга ; 1731 ;  ; Cu ; VF ; 30 ; Rosomaxa ; 1134 
 451 ; Денга ; 1731 ;  ; Cu ; F+ ; 7 ; Алик56 ; 39 
 452 ; Денга ; 1731 ;  ; Cu ; F+ ; 17 ; gav1980 ; 62 
 453 ; Денга ; 1731 ;  ; Cu ; VF+ ; 30 ; кабан ; 568 
 354 ; 2 копейки ; 1758 ;  ; Cu ; VF+ ; 22 ; SSK ; 2555 
 355 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 58 ; энкантадо ; 1599 
 356 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 15 ; bva150979 ; 226 
 357 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 24 ; Алик56 ; 227 
 358 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 25 ; Доктор Никитин ; 261 
 359 ; 2 копейки ; 1762 ;  ; Cu ; F ; 47 ; Asa ; 5877 
 360 ; 2 копейки ; 1763 ; ММ ; Cu ; VF ; 17 ; SSK ; 261 
 361 ; 2 копейки ; 1764 ; ММ ; Cu ; F-VF ; 12 ; bonipari ; 546 
 362 ; 2 копейки.  В капсуле NGC ; 1770 ; КМ "Сибирь" ; Cu ; XF details ; 60 ; Alias ; 11775 
 363 ; 2 копейки ; 1775 ; КМ "Сибирь" ; Cu ; VF+ ; 79 ; амбал ; 4733 
 364 ; 2 копейки ; 1797 ; ЕМ ; Cu ; G ; 10 ; natalka ; 200 
 365 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 20 ; Семен ; 286 
 366 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF/F- ; 17 ; byrozka ; 285 
 367 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 30 ; DIMA 57 ; 189 
 368 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 34 ; byrozka ; 107 
 369 ; 2 копейки ; 1810 ; КМ ; Cu ; F-VF ; 23 ; Koroed ; 206 
 370 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF ; 24 ; SSK ; 543 
 371 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; XF- ; 12 ; rogg ; 522 
 372 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 11 ; 8778 ; 354 
 373 ; 2 копейки ; 1811 ; ИМ МК ; Cu ; VF ; 29 ; энкантадо ; 518 
 374 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F-VF ; 12 ; 8778 ; 352 
 375 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F-VF ; 12 ; byrozka ; 140 
 376 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; F+ ; 15 ; rirosrob ; 215 
 377 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F-VF ; 22 ; flutter ; 400 
 378 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; F-VF ; 15 ; nsive ; 352 
 379 ; 2 копейки ; 1827 ; ЕМ ИК ; Cu ; F-VF ; 13 ; 65566 ; 374 
 380 ; 2 копейки ; 1838 ; СМ ; Cu ; F+ ; 17 ; Семен ; 123 
 381 ; 2 копейки ; 1839 ; СМ ; Cu ; F+ ; 7 ; Семен ; 159 
 382 ; 2 копейки ; 1840 ; ЕМ ; Cu ; VF- ; 1 ; Ten Nochi ; 900 
 383 ; 2 копейки ; 1844 ; ЕМ ; Cu ; VF- ; 20 ; rirosrob ; 273 
 384 ; 2 копейки ; 1847 ; СМ ; Cu ; F- ; 12 ; Семен ; 363 
 385 ; 2 копейки ; 1855 ; ЕМ ; Cu ; F+ ; 21 ; Anatoliy1959 ; 153 
 386 ; 2 копейки ; 1859 ; ЕМ ; Cu ; VF+ ; 36 ; Sky2 ; 2045 
 387 ; 2 копейки ; 1863 ; ЕМ ; Cu ; VF+ ; 42 ; leo 2 ; 1654 
 388 ; 2 копейки ; 1864 ; ЕМ ; Cu ; VG ; 21 ; sibirian ; 90 
 389 ; 2 копейки ; 1903 ; СПБ ; Cu ; VF-XF ; 27 ; EMF ; 501 
 390 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 34 ; docentatk ; 133 
 391 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF ; 41 ; borisovich ; 354 
 392 ; 2 копейки ; 1915 ;  ; Cu ; XF+ ; 19 ; alien34 ; 210 
 393 ; 2 копейки ; 1915 ;  ; Cu ; VF+ ; 12 ; karal ; 80 
 394 ; 2 копейки ; 1916 ;  ; Cu ; XF+ ; 44 ; cond ; 357 
 395 ; Копейка ; 1705 ; МД ; Cu ; F ; 77 ; Alias ; 2594 
 396 ; Копейка ; 1711 ; ·Б·К· ; Cu ; F- ; 97 ; val211 ; 1536 
 397 ; Копейка ; 1757 ;  ; Cu ; F ; 8 ; ремпутьмаш ; 57 
 398 ; Копейка (Петров-15р, Ильин-20р) ; 1763 ; ЕМ ; Cu ; F- ; 35 ; энкантадо ; 9293 
 399 ; Копейка ; 1768 ; КМ "Сибирь" ; Cu ; F+ ; 31 ; gdrg2 ; 1347 
 400 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; VF- ; 27 ; volod ; 1224 
 401 ; Копейка ; 1778 ; КМ "Сибирь" ; Cu ; VF+ ; 40 ; fgd ; 1785 
 402 ; Копейка ; 1790 ; ЕМ ; Cu ; VF- ; 31 ; арбат ; 522 
 403 ; Копейка ; 1796 ; ЕМ ; Cu ; F-VF ; 63 ; 06031983 ; 1809 
 304 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF- ; 35 ; byrozka ; 272 
 305 ; 5 копеек ; 1782 ; КМ ; Cu ; VF+ ; 40 ; gdrg2 ; 2601 
 306 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F+ ; 21 ; Andrei2007 ; 164 
 307 ; 5 копеек ; 1783 ; ЕМ ; Cu ; F-VF ; 17 ; funcash ; 255 
 308 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 18 ; cr2952 ; 245 
 309 ; 5 копеек ; 1785 ; КМ ; Cu ; F+ ; 5 ; почтальон ; 1019 
 310 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F+ ; 14 ; Александр7 ; 255 
 311 ; 5 копеек ; 1788 ; ММ ; Cu ; VF- ; 21 ; Костян 92 ; 1887 
 312 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF ; 47 ; Rjn ; 315 
 313 ; 5 копеек ; 1789 ; АМ ; Cu ; VF+ ; 73 ; SSK ; 3397 
 314 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF ; 23 ; zodiak ; 567 
 315 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 47 ; kimavva ; 604 
 316 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 19 ; гоша334 ; 567 
 317 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 31 ; cr2952 ; 340 
 318 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF ; 25 ; volod ; 567 
 319 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF ; 36 ; SSK ; 2890 
 320 ; 5 копеек ; 1794? ; ЕМ ; Cu ; F-VF ; 37 ; Andrei2007 ; 157 
 321 ; 5 копеек ; 1794 ; АМ ; Cu ; VF+ ; 24 ; ulf ; 1520 
 322 ; 5 копеек ; 1795 ; АМ ; Cu ; F-VF ; 28 ; adelante ; 990 
 323 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF ; 27 ; ksun ; 2856 
 324 ; 5 копеек ; 1807 ; ЕМ ; Cu ; VF-XF ; 23 ; ОСА ; 2651 
 325 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; F ; 25 ; adelante ; 340 
 326 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; F+ ; 12 ; Костян 92 ; 159 
 327 ; 5 копеек ; 1833 ; СМ ; Cu ; VG ; 44 ; 21011984andrei ; 327 
 328 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; F-VF ; 19 ; Гимназист 1514 ; 909 
 329 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; F+ ; 18 ; Семен ; 512 
 330 ; 5 копеек ; 1859 ; ЕМ ; Cu ; VF ; 35 ; gdrg2 ; 721 
 331 ; 5 копеек ; 1863 ; ЕМ ; Cu ; XF- ; 17 ; gdrg2 ; 1717 
 332 ; 5 копеек ; 1872 ; ЕМ ; Cu ; VF-XF ; 7 ; chudoviche ; 826 
 333 ; 5 копеек ; 1879 ; СПБ ; Cu ; VF-XF ; 43 ; ZOLTAN333 ; 3174 
 334 ; 5 копеек ; 1880 ; СПБ ; Cu ; F ; 8 ; Zorro-09 ; 104 
 335 ; 3 копейки ; 1843 ; ЕМ ; Cu ; F ; 31 ; кузнец ; 501 
 336 ; 3 копейки ; 1857 ; ЕМ ; Cu ; VF+ ; 53 ; sergius ; 3718 
 337 ; 3 копейки ; 1859 ; ВМ ; Cu ; VF- ; 28 ; арбат ; 5293 
 338 ; 3 копейки ; 1862 ; ЕМ ; Cu ; VF+ ; 65 ; Sky2 ; 3938 
 339 ; 3 копейки ; 1869 ; СПБ ; Cu ; F ; 27 ; нионила ; 533 
 340 ; 3 копейки ; 1880 ; СПБ ; Cu ; XF ; 51 ; Винни Пух ; 5711 
 341 ; 3 копейки ; 1883 ; СПБ ; Cu ; XF ; 19 ; SSK ; 4691 
 342 ; 3 копейки ; 1895 ; СПБ ; Cu ; F+ ; 21 ; kergudu ; 48 
 343 ; 3 копейки ; 1900 ; СПБ ; Cu ; F+ ; 23 ; urok20 ; 239 
 344 ; 3 копейки ; 1903 ; СПБ ; Cu ; VF+ ; 15 ; dr. ; 413 
 345 ; 3 копейки ; 1903 ; СПБ ; Cu ; VF-XF ; 60 ; dr. ; 2805 
 346 ; 3 копейки ; 1908 ; СПБ ; Cu ; F-VF ; 11 ; zwr ; 87 
 347 ; 3 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 19 ; BohUm ; 2231 
 348 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF- ; 23 ; urok20 ; 135 
 349 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 25 ; urok20 ; 126 
 350 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 23 ; paranoy ; 235 
 351 ; 3 копейки ; 1916 ;  ; Cu ; VF-XF ; 24 ; андрык ; 174 
 352 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF+ ; 81 ; арбат ; 14586 
 353 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 20 ; V.I.P.E.R. ; 79 
 254 ; 25 пенни ; 1899 ; L Финляндия ; Ag ; VF+ ; 27 ; genakron ; 110 
 255 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; XF+ ; 19 ; alien34 ; 301 
 256 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; XF- ; 23 ; sibirian ; 101 
 257 ; 25 пенни ; 1902 ; L Финляндия ; Ag ; VF ; 19 ; VAM ; 236 
 258 ; 25 пенни ; 1902 ; L Финляндия ; Ag ; VF+ ; 50 ; VAM ; 692 
 259 ; 25 пенни ; 1906 ; L Финляндия ; Ag ; XF- ; 23 ; genakron ; 332 
 260 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; XF+ ; 30 ; genakron ; 324 
 261 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; XF- ; 16 ; нормировщик9 ; 101 
 262 ; 25 пенни ; 1908 ; L Финляндия ; Ag ; VF-XF ; 48 ; genakron ; 365 
 263 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF ; 12 ; нормировщик9 ; 146 
 264 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; VF-XF ; 33 ; V.I.P.E.R. ; 101 
 265 ; 25 пенни ; 1910 ; L Финляндия ; Ag ; XF- ; 22 ; VAM ; 461 
 266 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU ; 17 ; вован-61 ; 146 
 267 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU ; 28 ; genakron ; 242 
 268 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 8 ; karal ; 105 
 269 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 10 ; sneg ; 104 
 270 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 23 ; sneg ; 104 
 271 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 14 ; karal ; 101 
 272 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; VF-XF ; 14 ; энкантадо ; 163 
 273 ; 25 пенни. С короной ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 18 ; нормировщик9 ; 153 
 274 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 18 ; karal ; 113 
 275 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 14 ; нормировщик9 ; 101 
 276 ; Лот монет России: 20,10 копеек (8шт) ; 1811-1882 ;  ; Ag ; F/VG ; 39 ; marka1234 ; 956 
 277 ; Лот монет России (11шт): 20к,15к,10к ; 1903-1915 ;  ; Ag ; XF/F+ ; 43 ; сортам70 ; 1785 
 278 ; Лот монет России и СССР (4шт): 15к,5к ; 1784-1838,1928 ;  ; Ag ; VG/F+ ; 31 ; yunonik ; 459 
 279 ; Лот монет России: 20,10 копеек (8шт). Отверстие ; 19в ;  ; Ag ; G ; 41 ; roza77 ; 220 
 280 ; 5 копеек (Ильин-1р) ; 1727 ; МД ; Cu ; F ; 57 ; жулик ; 10074 
 281 ; 5 копеек ; 1727 ; НД Дата снизу вверх ; Cu ; F-VF ; 28 ; d ; 3627 
 282 ; 5 копеек ; 1727 ; КД КОПЪAКЬ ; Cu ; F/VF- ; 66 ; szolot ; 4859 
 283 ; 5 копеек ; 1759 ;  ; Cu ; VF+/VF- ; 27 ; энкантадо ; 1636 
 284 ; 5 копеек ; 1760 ;  ; Cu ; VF- ; 43 ; SSK ; 1311 
 285 ; 5 копеек ; 1761 ;  ; Cu ; VF- ; 27 ; Доктор Никитин ; 777 
 286 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF ; 40 ; гоша334 ; 379 
 287 ; 5 копеек ; 1763 ; СПМ ; Cu ; F-VF ; 31 ; maxxim ; 1428 
 288 ; 5 копеек. В капсуле NGC ; 1764 ; ММ ; Cu ; VF20 ; 25 ; foxmuld ; 1224 
 289 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F-VF ; 39 ; Алик56 ; 323 
 290 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VF+ ; 67 ; здор ; 1704 
 291 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F+ ; 18 ; Александр7 ; 174 
 292 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 20 ; Доктор Никитин ; 169 
 293 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF-XF ; 26 ; SSK ; 833 
 294 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F/VG ; 15 ; V.I.P.E.R. ; 104 
 295 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 34 ; funcash ; 465 
 296 ; 5 копеек ; 1773 ; ЕМ ; Cu ; F-VF ; 29 ; Andrei2007 ; 157 
 297 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F+ ; 35 ; Костян 92 ; 276 
 298 ; 5 копеек ; 1773? ; ЕМ ; Cu ; VF ; 23 ; cr2952 ; 147 
 299 ; 5 копеек ; 1776 ; ЕМ ; Cu ; F-VF ; 21 ; funcash ; 192 
 300 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 31 ; Костян 92 ; 227 
 301 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF+ ; 47 ; Hada ; 1089 
 302 ; 5 копеек (Петров-5р, Ильин-1р) ; 1780 ; КМ "Сибирь" ; Cu ; F-VF ; 82 ; жулик ; 12750 
 303 ; 5 копеек. Брак чеканки ; 1781 ; ЕМ ; Cu ; VF ; 36 ; byrozka ; 500 
 204 ; 5 копеек ; 1885 ; СПБ АГ ; Ag ; VF+ ; 61 ; лаботряс ; 568 
 205 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; VF-XF ; 31 ; лаботряс ; 601 
 206 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; XF ; 16 ; konstk2 ; 1200 
 207 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; XF ; 17 ; ОСА ; 712 
 208 ; 5 копеек ; 1891 ; СПБ АГ ; Ag ; AU ; 39 ; s interesom ; 1388 
 209 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; AU ; 53 ; sergius ; 1899 
 210 ; 5 копеек ; 1899 ; СПБ АГ ; Ag ; XF- ; 42 ; citadel2000 ; 727 
 211 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; XF ; 35 ; Narymsky ; 604 
 212 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; XF ; 28 ; лаботряс ; 533 
 213 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; VF-XF ; 52 ; Narymsky ; 681 
 214 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 40 ; ОСА ; 755 
 215 ; 5 копеек ; 1906 ; СПБ ЭБ ; Ag ; AU/XF ; 44 ; sherst1 ; 6136 
 216 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF ; 24 ; ввп ; 663 
 217 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; XF- ; 47 ; лаботряс ; 867 
 218 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; MS65 ; 32 ; Sporti84 ; 4786 
 219 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF+ ; 49 ; энкантадо ; 1291 
 220 ; 1 марка. В капсуле PCGS ; 1892 ; L Финляндия ; Ag ; AU 58 ; 46 ; dsidorov ; 1854 
 221 ; 1 марка ; 1915 ; S Финляндия ; Ag ; AU ; 43 ; badly06 ; 2089 
 222 ; 1 марка ; 1915 ; S Финляндия ; Ag ; MS63 ; 52 ; Numizmat56 ; 4500 
 223 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; F-VF ; 22 ; HristS ; 157 
 224 ; 50 пенни ; 1871 ; S Финляндия ; Ag ; VF ; 15 ; VAM ; 226 
 225 ; 50 пенни ; 1872 ; S Финляндия ; Ag ; VF ; 11 ; bva150979 ; 236 
 226 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF+ ; 5 ; ты кто такой? ; 352 
 227 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; XF- ; 41 ; ты кто такой? ; 2110 
 228 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF-XF ; 23 ; энкантадо ; 616 
 229 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF- ; 18 ; нормировщик9 ; 206 
 230 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF-XF ; 34 ; yourius ; 185 
 231 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF ; 12 ; нормировщик9 ; 185 
 232 ; 50 пенни ; 1891 ; L Финляндия ; Ag ; VF+ ; 33 ; genakron ; 189 
 233 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; VF-XF ; 15 ; genakron ; 184 
 234 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF-XF ; 24 ; кварта ; 223 
 235 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF-XF ; 31 ; gdrg2 ; 340 
 236 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF+ ; 21 ; LAB-A ; 216 
 237 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; VF-XF ; 16 ; sheriff 0 ; 220 
 238 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF+ ; 22 ; VAPK ; 363 
 239 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF+ ; 14 ; yourius ; 201 
 240 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF+ ; 5 ; жора ; 155 
 241 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 23 ; genakron ; 229 
 242 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 7 ; вован-61 ; 209 
 243 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 21 ; yourius ; 209 
 244 ; 50 пенни. С короной ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 9 ; ALEK98 ; 306 
 245 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 33 ; Alias ; 1031 
 246 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; VF- ; 22 ; вован-61 ; 102 
 247 ; 25 пенни ; 1891 ; L Финляндия ; Ag ; VF-XF ; 43 ; энкантадо ; 899 
 248 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; XF+/XF- ; 33 ; nz7070 ; 1530 
 249 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF-XF ; 18 ; genakron ; 186 
 250 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF+ ; 20 ; себер ; 101 
 251 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF- ; 14 ; Mike! ; 179 
 252 ; 25 пенни ; 1897 ; L Финляндия ; Ag ; VF ; 20 ; вован-61 ; 102 
 253 ; 25 пенни ; 1898 ; L Финляндия ; Ag ; VF ; 27 ; себер ; 101 
 154 ; 10 копеек. Отверстие ; 1827 ; СПБ НГ ; Ag ; F+ ; 21 ; volod ; 326 
 155 ; 10 копеек ; 1839 ; СПБ НГ ; Ag ; VF- ; 29 ; Костян 92 ; 386 
 156 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF+ ; 20 ; ОСА ; 722 
 157 ; 10 копеек ; 1862 ; СПБ МИ ; Ag ; XF+ ; 32 ; ARhimed ; 1652 
 158 ; 10 копеек ; 1867 ; СПБ HI ; Ag ; AU ; 39 ; ARhimed ; 1931 
 159 ; 10 копеек ; 1868 ; СПБ HI ; Ag ; VF+ ; 23 ; Александр7 ; 364 
 160 ; 10 копеек ; 1870 ; СПБ HI ; Ag ; VF-XF ; 42 ; Sky2 ; 1191 
 161 ; 10 копеек ; 1874 ; СПБ HI ; Ag ; F-VF ; 37 ; yunonik ; 124 
 162 ; 10 копеек ; 1876 ; СПБ HI ; Ag ; XF+ ; 30 ; Harder ; 1723 
 163 ; 10 копеек ; 1878 ; СПБ НФ ; Ag ; XF+/XF- ; 29 ; Harder ; 1367 
 164 ; 10 копеек ; 1879 ; СПБ НФ ; Ag ; XF ; 65 ; ОСА ; 1122 
 165 ; 10 копеек ; 1883 ; СПБ ДС ; Ag ; F-VF ; 66 ; Костян 92 ; 1530 
 166 ; 10 копеек ; 1893 ; СПБ АГ ; Ag ; VF ; 29 ; DaMon15 ; 318 
 167 ; 10 копеек ; 1894 ; СПБ АГ ; Ag ; VF- ; 14 ; t_v_v ; 185 
 168 ; 10 копеек ; 1899 ; СПБ АГ ; Ag ; XF+ ; 26 ; dr. ; 3000 
 169 ; 10 копеек ; 1900 ; СПБ ФЗ ; Ag ; VF+ ; 24 ; dr. ; 738 
 170 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; VF- ; 23 ; off ; 114 
 171 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; VF ; 43 ; leshii40 ; 276 
 172 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; F-VF ; 20 ; Prizon ; 101 
 173 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; F-VF ; 22 ; Александр7 ; 100 
 174 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 23 ; citadel2000 ; 442 
 175 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; VG ; 22 ; chudoviche ; 97 
 176 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; XF- ; 21 ; tanker1975 ; 151 
 177 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; F-VF ; 25 ; нормировщик9 ; 148 
 178 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF ; 38 ; dr. ; 363 
 179 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 41 ; ОСА ; 302 
 180 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF-XF ; 10 ; m1940 ; 163 
 181 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF+ ; 9 ; товарищ майор ; 145 
 182 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF+ ; 13 ; urok20 ; 157 
