 5516 ; Открытка "Советская Антарктическая экспедиция" 70 лет М.М.Сомова 7.04.78 ;  ;  ;  ;  ; 7 ; doc2 ; 102 
 799 ; Крест Заслуг 1ст. Польша ;  ;  ; Ж/м,эмаль ; VF+ ; 32 ; anniso ; 322 
 800 ; Крест Заслуг 1ст. Польша ;  ;  ; Ж/м,эмаль ; XF- ; 34 ; anniso ; 318 
 801 ; Крест Заслуг 2ст. Польша ;  ;  ; Б/м,эмаль ; VF-XF ; 19 ; anniso ; 221 
 802 ; Крест Заслуг 2ст. Польша ;  ;  ; Ж/м ; VF-XF ; 28 ; Rober ; 303 
 803 ; Крест Заслуг 2ст. Польша ;  ;  ; Б/м,эмаль ; VF-XF ; 27 ; graff36alex ; 252 
 804 ; Жетон. Германия. ПМВ ;  ;  ; ж/м ; F ; 33 ; Папа с рацией ; 260 
 805 ; Орден Флага. Югославия ;  ;  ; Ag ; XF- ; 25 ; veektor ; 5774 
 806 ; Орден за Заслуги перед народом 2 ст. Югославия ;  ;  ; Ag ; XF- ; 9 ; 61irek ; 3774 
 807 ; Медаль Материнства. Франция ;  ;  ; Br ; XF ; 20 ; орликиг ; 453 
 808 ; Медаль за Заслуги. Франция ;  ;  ; Б/м ; VF-XF ; 18 ; заяц побегаец ; 283 
 809 ; Медаль 1914-1918. Франция ;  ;  ; Br ; XF ; 13 ; mkm1968 ; 714 
 810 ; Медаль за заслуги в спорте. Франция ;  ;  ; Ж/м ; XF ; 13 ; veektor ; 374 
 811 ; Медаль за работу в органах власти. Франция ;  ;  ; Б/м ; XF ; 17 ; Вадим Скифский ; 459 
 812 ; Медаль "XXII апреля". Италия ;  ;  ; Ag ; VF ; 23 ; орликиг ; 797 
 813 ; Медаль Победы в I М.В. Италия ;  ;  ; Br ; F+ ; 11 ; veektor ; 532 
 814 ; Медаль 1914. Бельгия ;  ;  ; Al ; VF+ ; 14 ; mkm1968 ; 698 
 815 ; Крест за I М.В. Бельгия ;  ;  ; Br ; XF ; 14 ; Семен ; 2142 
 816 ; Медаль. Китай ;  ;  ; Ж/м ; F+ ; 13 ; орликиг ; 340 
 817 ; Медаль 1935. Великобритания ;  ;  ; Б/м ; VF+ ; 18 ; kompman ; 425 
 818 ; Медаль. Китай ;  ;  ; Ж/м ; F ; 18 ; орликиг ; 340 
 819 ; Орден Народной Республики Болгарии. Болгария ;  ;  ; Б/м ; XF+ ; 23 ; veektor ; 602 
 820 ; Орден Трудовая слава. Болгария ;  ;  ; Б/м,эмаль ; AU ; 43 ; 61irek ; 1122 
 821 ; Медаль 1878-1928. Болгария ;  ;  ; Ж/м ; XF ; 21 ; veektor ; 1019 
 822 ; Крест комбатанта. Франция ;  ;  ; Ж/м ; XF- ; 30 ; Maks87 ; 596 
 823 ; Медаль За мужество. Италия ;  ;  ; Ж/м ; XF ; 22 ; Папа с рацией ; 833 
 824 ; Медаль Родла. Польша ;  ;  ; Б/м ; XF ; 36 ; flutter ; 1926 
 825 ; Медаль на страже мира и покоя 2 ст. Польша ;  ;  ; Б/м ; XF ; 29 ; Барбоян ; 718 
 826 ; Медаль на страже мира и покоя 3 ст. Польша ;  ;  ; Ж/м ; XF ; 28 ; Папа с рацией ; 746 
 827 ; Крест За заслуги. Венгрия ;  ;  ; Б/м ; XF- ; 22 ; Папа с рацией ; 1145 
 828 ; Медаль 10 лет армии. Югославия ;  ;  ; Ж/м ; XF ; 13 ; k212 ; 425 
 829 ; Медаль 30 лет армии. Югославия ;  ;  ; Ж/м ; XF ; 10 ; veektor ; 320 
 830 ; Медаль За храбрость. Индия ;  ;  ; Ж/м ; VF ; 26 ; орликиг ; 453 
 831 ; Медаль 1947-1997. Индия ;  ;  ; Б/м ; VF+ ; 16 ; Maks87 ; 337 
 707 ; Данг. Золотая Орда, Сарай ал Махруса, Хан Токта ; 710 г.х. ;  ; Ag ; F+ ; 26 ; bniuyt ; 810 
 708 ; Данг. Золотая Орда, Сад. Хан Токтамыш ; 782 г.х. ;  ; Ag ; F+ ; 5 ; Брат Черпоя ; 204 
 709 ; Данг. Золотая Орда, Крым. Хан Тимур-Кутлуг ; 800 г.х. ;  ; Ag ; F ; 24 ; bniuyt ; 251 
 710 ; Данг. Золотая Орда,Белед Азак. Хан Токтамыш ; 787 г.хж. ;  ; Ag ; VF- ; 13 ; Брат Черпоя ; 308 
 711 ; Данг. Золотая Орда. Урду ал Джадид. Хан Шадибек ; 803 г.х. ;  ; Ag ; F-VF ; 25 ; zoom30 ; 793 
 712 ; Данг. Золотая Орда. Кафа. Хан Шадибек ; 807 г.х. ;  ; 807 г.х. ; F ; 19 ; Брат Черпоя ; 206 
 713 ; Данг. Золотая Орда, Гюлистан. Хан Бердибек ; 759 г.х. ;  ; Ag ; F+ ; 24 ; Брат Черпоя ; 294 
 714 ; Данг. Золотая Орда, Гюлистан. Справедливый Бердибек ; 759 г.х. ;  ; Ag ; F+ ; 5 ; Брат Черпоя ; 181 
 715 ; Данг. Золотая Орда, Область Крыма. Хан Тимур-Кутлуг ; 802 г.х. ;  ; Ag ; F-VF ; 13 ; Брат Черпоя ; 238 
 716 ; Данг. Золотая Орда, Гюлистан. Хан Хызр ; 761 г.х. ;  ; Ag ; F+ ; 16 ; aziya11 ; 222 
 717 ; Данг. Золотая Орда. Кафа. Хан Шадибек ;  ;  ; Ag ; F-VF ; 9 ; zoom30 ; 340 
 718 ; Данг. Золотая Орда. Хаджи Тархан . Хан Чекре ;  ;  ; Ag ; VG ; 57 ; Изид ; 2572 
 719 ; Монета. Золотая Орда ;  ;  ; Ag ; F ; 21 ; aziya11 ; 181 
 720 ; Лот монет Золотой Орды (10 шт): данг ;  ;  ; Ag ; F-VF/F ; 22 ; Брат Черпоя ; 1155 
 721 ; Лот монет Золотой Орды (12 шт): данг ;  ;  ; Ag ; F-VF/F- ; 33 ; Брат Черпоя ; 1662 
 722 ; Пул. Золотая Орда ;  ;  ; Cu ; VG ; 8 ; Краснодар ; 59 
 723 ; Лот Золотой Орды: пул 7шт ;  ;  ; Cu ; G ; 11 ; aziya11 ; 215 
 724 ; Рупия. Сельджуки. М-2,9г ; 10-11 века ;  ; Ag ; F+ ; 38 ; Maxim914 ; 1134 
 725 ; 1 куруш. Турция ; 1223г.х. ;  ; Ag ; F- ; 23 ; 1упр.46 ; 214 
 751 ; Медаль. За храбрость. 4 степени. №663253. Ремонт ушка. D - 28mm ;  ;  ; Ag ; F+ ; 53 ; Awesome ; 3788 
 752 ; Медаль "100 лет Отечественной войне 1812г". D-28мм ;  ;  ; Br ; XF+ ; 43 ; DBA123 ; 7344 
 753 ; Медаль "В память Русско-Японской войны". D-28мм ;  ;  ; Br ; VF-XF ; 19 ; смагинми ; 5304 
 754 ; Жетон. На коронацию Николая II и Александры Федоровны. D - 25mm ; 1896 ;  ; Ag ; F-VF ; 47 ; заяц побегаец ; 3876 
 755 ; Жетон. В память коронации Александра II. D - 22mm ;  ;  ; б/м ; XF ; 46 ; DAndy-2003 ; 7000 
 756 ; Жетон. На коронацию Александра III и Марии Федоровны. Ремонт. D - 26mm ; 1886 ;  ; Ag ; F-VF ; 25 ; domnik ; 1699 
 757 ; Медаль Императорского общества размножения охотничьих и промысловых животных и правильной охоты. D - 46mm ;  ;  ; Cu ; VF-XF ; 36 ; TIT08 ; 5233 
 758 ; Жетон Г.У.Буфет. 3 ;  ;  ; Br ; VG ; 20 ; NNN ; 578 
 759 ; Медаль школьная "серебро". D-31мм ;  ;  ; Ag ; VF-XF ; 80 ; balbasina ; 2324 
 760 ; Медаль школьная "золотая" БССР D-40мм ;  ;  ; Ж/м ; AU ; 15 ; НЕРИ ; 1360 
 761 ; Медаль школьная. За успехи в учебе. УРСР. D - 33mm ;  ;  ; Ag ; XF+ ; 42 ; 1023oxana ; 2005 
 762 ; Медаль Московское нумизматическое общество. "Монетный чекан периода царствования Алексея Михайловича (1645-1676гг.)". D-70мм ; 2008ММД ;  ; Br ; AU ; 36 ; vkgb74 ; 3490 
 763 ; Медаль Всесоюзный Алюминиево-магниевый институт. Ленинград. Медальер Н. Афанасьева, Т. Баранова.D-60мм ; 1991ЛМД ;  ; Al ; AU ; 12 ; Атлантик ; 101 
 764 ; Медаль Московское нумизматическое общество. "Монетный чекан Великого княжества Тверского (1413-1486). D-70мм ; 2008ММД ;  ; Br ; AU ; 22 ; cr59 ; 2040 
 765 ; Медаль Московское нумизматическое общество. "Монетный чекан князя Ярослава Мудрого. D-70мм ; 2008ММД ;  ; Br ; AU ; 27 ; vkgb74 ; 3490 
 766 ; Медаль. Тренеру чемпиона. D - 60mm ;  ;  ; Жм ; XF ; 20 ; mask ; 222 
 767 ; Медаль. 40 лет Победы. D - 52mm ;  ;  ; Жм ; XF ; 27 ; Vitaliy Gridasov ; 302 
 768 ; Медаль. МН турнир первенства мира по шахматам. Рига. D - 59mm ; 1979 ;  ; Жм ; XF ; 10 ; Увлеченный ; 203 
 769 ; Медаль. Эрмитаж .Ленинград. D - 70mm ;  ;  ;  ; XF ; 15 ; ppp ; 178 
 770 ; Медаль. За высокое спортивное мастерство. D - 62mm ;  ;  ; Жм ; XF ; 18 ; Holder31 ; 327 
 771 ; Медаль. 275 лет СПБГУ. Медальер Г. Постников. D-60мм ;  ;  ; Ж/м ; XF+ ; 30 ; LEXAI ; 204 
 772 ; Медаль булочно-кондитерский комбинат "Красный пекарь". Медальер А.Бакланов. D-60мм ; 1985ЛМД ;  ; Ж/м ; XF- ; 24 ; ЛИАП ; 388 
 773 ; Медаль 70 лет Великой Октябрьской Социалистической Революции. D-55мм ;  ;  ; Ж/м ; XF+ ; 17 ; an78gg ; 351 
 774 ; Медаль 90 лет Ленинградскому политехническому институту им. М.И.Калинина. D-69мм ;  ;  ; Ж/м ; XF ; 7 ; цеховик ; 105 
 775 ; Медаль. Памятник Петру I на площади декабристов. D-57мм ;  ;  ; Al ; VF ; 11 ; schrack ; 254 
 776 ; Медаль. Ленинград. Пискаревское кладбище. D-78мм ;  ;  ; Al ; XF- ; 14 ; Rober ; 46 
 777 ; Медаль. 9я спартакиада БССР. D - 42mm ;  ;  ; Жм ; XF ; 3 ; мед-ь ; 24 
 778 ; Медаль. Гербы городов, губерний, областей и посадов. Российская империя ; ЛМД ;  ; Cu-Ni ; Proof ; 47 ; coinsru ; 716 
 779 ; Медаль. Гербы городов, губерний, областей и посадов. Московская губерния ; ЛМД ;  ; Cu-Ni ; Proof ; 25 ; coinsru ; 716 
 780 ; Медаль. Гербы городов, губерний, областей и посадов. Московская губерния ; ЛМД ;  ; Cu-Ni ; Proof ; 32 ; coinsru ; 716 
 781 ; Медаль. Гербы городов, губерний, областей и посадов. Российская империя ; ЛМД ;  ; Cu-Ni ; Proof ; 41 ; coinsru ; 716 
 657 ; Солид. Византия. М-4,46гр ;  ;  ; Au ; VF+ ; 28 ; dmivanych ; 14120 
 658 ; Тремисс. Византия. М-1,49гр ;  ;  ; Au ; VF- ; 34 ; СЕВАСТНС ; 6834 
 659 ; Медальон с античной монетой. Римская империя. М-4,30гр ; 2-3 вв ;  ; Au, Ag, Cu ;  ; 86 ; krass ; 8100 
 660 ; Денарий. Римская Империя. Гордиан III. В капсуле ННР. XF ; 238-244 ;  ; Ag ;  ; 19 ; dmivanych ; 1247 
 661 ; Денарий. Римская Империя. Фаустина Младшая. В капсуле ННР. XF ; 147-175 ;  ; Ag ;  ; 32 ; dmivanych ; 1736 
 662 ; Денарий. Рим. Юлия Мамея. Реверс: Фелицитас. М-2,8г ; 222-235 ;  ; Ag ; VF-XF ; 23 ; papinazu ; 2958 
 663 ; Денарий. Римская Империя. Каракалла. В капсуле ННР. XF ; 198-217 ;  ; Ag ;  ; 29 ; papinazu ; 2251 
 664 ; Антониниан. Рим. Салонина. Реверс: Фелицитас. М-2,9г ; 257-258 ;  ; Ag ; VF+ ; 26 ; cunde42 ; 1769 
 665 ; Антониниан. Рим. Гордиан III. Реверс: богиня Пакс. М-5,1г ; 238-244 ;  ; Ag ; VF ; 11 ; aziya11 ; 680 
 666 ; Милиарисий. Василий II. Константинополь. М-1,4г ; 976-1025 гг ;  ; Ag ; VG ; 37 ; A-Stral ; 2550 
 667 ; Антониниан. Антиохия Галлиен. Реверс:VICTORIA GERMAN. М-3,7г. D-21мм ; 257-260 ;  ; Cu ; VF- ; 25 ; СЕВАСТНС ; 800 
 668 ; Антониниан. Рим, имп. Тетрик. М-2,08гр ;  ;  ;  ; F+ ; 40 ; $$$ ; 510 
 669 ; Антониниан. Рим Тетрик I. Реверс: SALUS AVGG. М-3,1г. D-19мм ; 274 ;  ; Cu ; VF- ; 19 ; СЕВАСТНС ; 716 
 670 ; АЕ-3. Антиохия. Константин II. Реверс: Юпитер с Викторией и пленником ; IV век ;  ; Cu ; VG ; 18 ; СЕВАСТНС ; 263 
 671 ; АЕ-3. Юлиан II Отступник ; IV век ;  ; Cu ; G ; 18 ; СЕВАСТНС ; 206 
 672 ; АЕ-3. Констанций II ; IV век ;  ; Cu ; G ; 22 ; СЕВАСТНС ; 185 
 673 ; АЕ-3. Валент. Константинополь. Реверс: Виктория ; IV век ;  ; Cu ; VG ; 26 ; СЕВАСТНС ; 206 
 674 ; АЕ-3. Константин Великий ; IV век ;  ; Cu ; G ; 24 ; СЕВАСТНС ; 236 
 675 ; Талер. Нидерланды. Овариссель ; 1699 ;  ; Ag ; VF ; 18 ; A-Stral ; 3100 
 676 ; Орт. Польша, Ян Казимир. М-6,11гр ; 1658 ;  ; Ag ; VF ; 70 ; нумизмат ; 6614 
 677 ; Орт. Бранденбург. М-5,98гр ; 1685 ;  ; Ag ; F-VF ; 14 ; СЕВАСТНС ; 918 
 678 ; Полугрош. Великое Княжество Литовское ; 1558 ;  ; Ag ; VF-XF ; 26 ; dimasmirnov ; 893 
 679 ; Полугрош. Великое Княжество Литовское ; 1548 ;  ; Ag ; VF-XF ; 28 ; christian ; 775 
 680 ; Полугрош. Литва ; 1556 ;  ; Ag ; F+ ; 15 ; flutter ; 333 
 681 ; Полугрош. Литва ; 1548 ;  ; Ag ; F ; 13 ; 333985 ; 291 
 682 ; Полугрош. Литва. М-1,21гр ; 1511 ;  ; Ag ; F- ; 31 ; $$$ ; 479 
 683 ; Полугрош. Литва. М-1,13гр ; 1546 ;  ; Ag ; VG ; 26 ; $$$ ; 291 
 684 ; Солид. Литва. М-0,79гр ; 1616 ;  ; Ag ; VG ; 15 ; prostor.71 ; 128 
 685 ; Шиллинг. Рига. Ливонский Орден ; 1537 ;  ; Ag ; F-VF ; 25 ; Женеманж Пасижуров ; 566 
 686 ; Шиллинг. Рига. Ливонский Орден. Вольтер фон Плеттенберг (1494-1535) ; 1532 ;  ; Ag ; VF- ; 19 ; ВалеН ; 850 
 687 ; Шиллинг. Тарту. Йоханн VI (1528-1543) ; 1541 ;  ; Ag ; F+ ; 18 ; boroda ; 2050 
 688 ; Солид. Рига. Кристина ; 1649 ;  ; Ag ; VF+ ; 29 ; калинов мост ; 167 
 689 ; Солид. Рига. М-1,09гр ; 1600 ;  ; Ag ; F+ ; 48 ; $$$ ; 208 
 690 ; Солид. Рига. М-0,99гр ; 1600 ;  ; Ag ; VF- ; 28 ; $$$ ; 175 
 691 ; Солид. Рига. М-0,79гр ; 17в ;  ; Ag ; F ; 16 ; petriuspo ; 115 
 692 ; Солид. Рига. М-0,96гр ; 1619 ;  ; Ag ; F-VF ; 18 ; $$$ ; 127 
 693 ; 1/6 эре. Швеция ; 1673 ;  ; Сu ; F+ ; 31 ; калинов мост ; 102 
 694 ; 1/6 эре. Швеция ; 1666 ;  ; Сu ; F ; 38 ; Dimitr1 ; 102 
 695 ; 1/6 эре. Швеция ; 1673 ;  ; Сu ; F- ; 18 ; modul ; 100 
 696 ; Шиллинг. Ревель. М-1,20гр ; 1500-е гг ;  ; Cu ; VG ; 40 ; mkm1968 ; 365 
 697 ; Данг. Золотая Орда, Сад. Хан Джанибек ; 74? Г.х. ;  ; Ag ; VF- ; 30 ; Василiч ; 348 
 698 ; Данг. Золотая Орда, Гюлистан. Хан Джанибек ;  ;  ; Ag ; VF ; 29 ; Василiч ; 291 
 699 ; Данг. Золотая Орда, Сад. Хан Джанибек ; 748 г.х. ;  ; Ag ; VF ; 35 ; Василiч ; 357 
 700 ; Данг. Золотая Орда, Сад. Хан Джанибек (с длинным беком) ; 747 г.х. ;  ; Ag ; VF- ; 32 ; Василiч ; 348 
 701 ; Данг. Золотая Орда, Сад. Хан Джанибек (кольцевой) Заделано отверстие ; 742 г.х. ;  ; Ag ; F- ; 15 ; Брат Черпоя ; 408 
 702 ; Данг. Золотая Орда, Сад. Хан Токтамыш ; 792 г.х. ;  ; Ag ; F-VF ; 35 ; Василiч ; 499 
 703 ; Данг. Золотая Орда, Крым. Хан Токтамыш ; 796 г.х. ;  ; Ag ; F-VF ; 15 ; Василiч ; 267 
 704 ; Данг. Золотая Орда, Урду. Хан Токтамыш (другой тип) ;  ;  ; Ag ; VF- ; 15 ; Брат Черпоя ; 408 
 705 ; Данг. Золотая Орда, Урду. Хан Мухаммед власть Бога ; 777 г.х. ;  ; Ag ; F-VF ; 61 ; bniuyt ; 805 
 706 ; Данг. Золотая Орда, Сад. Хан Токтамыш ; 782 г.х. ;  ; Ag ; F-VF ; 58 ; Василiч ; 508 
 607 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VG ; 5 ; Василiч ; 102 
 608 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F- ; 5 ; Василiч ; 277 
 609 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F ; 32 ; нумизмат ; 2796 
 610 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VG ; 5 ; Василiч ; 102 
 611 ; Денга. Иван III Васильевич ; 1462-1505 ;  ; Ag ; VG ; 9 ; Василiч ; 184 
 612 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 12 ; Василiч ; 227 
 613 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VG ; 11 ; Василiч ; 215 
 614 ; Денга. Иван III Васильевич ; 1462-1505 ;  ; Ag ; VG ; 18 ; lestes ; 389 
 615 ; Денга. Иван III Васильевич ; 1462-1505 ;  ; Ag ; VG ; 6 ; Василiч ; 105 
 616 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; VF ; 32 ; lestes ; 255 
 617 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; VF- ; 31 ; lestes ; 135 
 618 ; Копейка. Алексей Михайлович "Медный Бунт" ; 1645-1676 ;  ; Cu ; VF ; 23 ; krugerrand ; 186 
 619 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F-VF ; 22 ; Краснодар ; 81 
 620 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F-VF ; 10 ; Краснодар ; 45 
 621 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; VF- ; 12 ; Краснодар ; 90 
 622 ; Копейка ; 1645-1676 ; Алексей Михайлович Псковский ден.двор ; Cu ; F-VF ; 12 ; Краснодар ; 79 
