 3566 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 1 ; грос79 ; 22 
 436 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 9 ; страус ; 38 
 437 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 16 ; валери ; 16 
 438 ; Копейка ; 1811 ; СПБ МК ; Cu ; VF- ; 31 ; niki17 ; 920 
 439 ; Копейка ; 1841 ; СМ ; Cu ; F-VF ; 2 ; volod ; 94 
 440 ; Копейка ; 1853 ; ЕМ ; Cu ; F ; 3 ; alex995 ; 4 
 441 ; Копейка ; 1856 ; ЕМ ; Cu ; F ; 19 ; acidorov ; 29 
 442 ; Копейка ; 1875 ; ЕМ ; Cu ; F-VF ; 12 ; alno51 ; 188 
 443 ; Копейка ; 1876 ; СПБ ; Cu ; F ; 7 ; alno51 ; 104 
 444 ; Копейка. Деформация ; 1898 ; СПБ ; Cu ; VF+ ; 11 ; Упс ; 204 
 445 ; Копейка ; 1901 ; СПБ ; Cu ; F ; 5 ; acidorov ; 5 
 446 ; Копейка ; 1905 ; СПБ ; Cu ; F-VF ; 9 ; прыгун ; 44 
 447 ; Копейка ; 1908 ; СПБ ; Cu ; F-VF ; 9 ; volod ; 49 
 448 ; Копейка ; 1911 ; СПБ ; Cu ; VF ; 11 ; volod ; 48 
 449 ; Копейка ; 1912 ; СПБ ; Cu ; VF- ; 6 ; volod ; 36 
 350 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 3 ; kolhis ; 26 
 351 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 50 ; kolhis ; 81 
 352 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 6 ; Rjn ; 127 
 353 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 19 ; kolhis ; 111 
 354 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 12 ; kolhis ; 34 
 355 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 25 ; kolhis ; 153 
 356 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 14 ; Sterh ; 13 
 357 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 11 ; kolhis ; 111 
 358 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 12 ; kolhis ; 60 
 359 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 15 ; kolhis ; 69 
 360 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F ; 10 ; kotok ; 10 
 361 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F+ ; 11 ; марс7 ; 77 
 362 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 20 ; kolhis ; 37 
 363 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 20 ; imi ; 42 
 364 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 69 ; kolhis ; 105 
 365 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 13 ; yral ; 13 
 366 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 11 ; kolhis ; 110 
 367 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 8 ; kolhis ; 69 
 368 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 7 ; марс7 ; 57 
 369 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 26 ; kolhis ; 27 
 370 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 13 ; марс7 ; 144 
 371 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F ; 11 ; марс7 ; 29 
 372 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 17 ; kotok ; 18 
 373 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 16 ; Медведь ; 118 
 374 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F ; 6 ; Rober ; 23 
 375 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 5 ; kolhis ; 74 
 376 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F ; 2 ; svu14 ; 3 
 377 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 23 ; омт ; 362 
 378 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 4 ; wolikaz ; 50 
 379 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 21 ; kolhis ; 110 
 380 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 67 ; avp ; 184 
 381 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 71 ; страус ; 92 
 382 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 21 ; Danila-56 ; 213 
 383 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 11 ; kolhis ; 50 
 384 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 16 ; kolhis ; 108 
 385 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 9 ; kolhis ; 74 
 386 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F+ ; 14 ; kolhis ; 93 
 387 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 21 ; wolikaz ; 41 
 388 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F ; 2 ; Sterh ; 3 
 389 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F ; 2 ; 3458 ; 3 
 390 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 21 ; kolhis ; 77 
 391 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 23 ; kolhis ; 126 
 392 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF ; 59 ; avp ; 159 
 393 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 15 ; kolhis ; 94 
 394 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 25 ; wilk ; 110 
 395 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 77 ; марс7 ; 107 
 396 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 14 ; kolhis ; 26 
 397 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 20 ; омт ; 340 
 398 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F ; 5 ; alex995 ; 13 
 399 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF ; 25 ; alno51 ; 143 
 300 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; F ; 17 ; alno51 ; 115 
 301 ; 5 копеек ; 1860 ; ЕМ ; Cu ; VF- ; 3 ; vovas ; 259 
 302 ; 5 копеек ; 1873 ; ЕМ ; Cu ; F ; 8 ; alno51 ; 60 
 303 ; 5 копеек ; 1874 ; ЕМ ; Cu ; F+ ; 12 ; galun ; 57 
 304 ; 5 копеек ; 1876 ; СПБ ; Cu ; F ; 19 ; alno51 ; 82 
 305 ; 5 копеек ; 1877 ; СПБ ; Cu ; VG ; 4 ; galun ; 4 
 306 ; 5 копеек ; 1879 ; СПБ ; Cu ; F ; 3 ; galun ; 4 
 307 ; 3 копейки ; 1844 ; СМ ; Cu ; VF- ; 97 ; SSK ; 1224 
 308 ; 3 копейки ; 1845 ; СМ ; Cu ; VF- ; 52 ; Prostota ; 1148 
 309 ; 3 копейки ; 1846 ; СМ ; Cu ; VF- ; 80 ; КЕШ`а ; 1517 
 310 ; 3 копейки ; 1847 ; СМ ; Cu ; F-VF ; 60 ; sikachai ; 1124 
 311 ; 3 копейки ; 1872 ; ЕМ ; Cu ; F ; 12 ; 1234567 ; 35 
 312 ; 3 копейки ; 1896 ; СПБ ; Cu ; VF- ; 24 ; Митрич ; 226 
 313 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF- ; 9 ; прыгун ; 143 
 314 ; 3 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 30 ; прыгун ; 164 
 315 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 57 ; habenti ; 152 
 316 ; 3 копейки ; 1916 ;  ; Cu ; F ; 1 ; Rober ; 2 
 317 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF- ; 4 ; kolhis ; 57 
 318 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 2 ; Так!!! ; 25 
 319 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 5 ; kolhis ; 77 
 320 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 6 ; wolikaz ; 36 
 321 ; 2 копейки ; 1761 ;  ; Cu ; VF- ; 28 ; Molot ; 169 
 322 ; 2 копейки ; 1763 ; ММ ; Cu ; F-VF ; 36 ; sikachai ; 506 
 323 ; 2 копейки ; 1764 ; ММ ; Cu ; VF ; 82 ; urik21121 ; 3193 
 324 ; 2 копейки ; 1765 ; СПМ ; Cu ; VF ; 118 ; alex15 ; 1274 
 325 ; 2 копейки ; 1766 ; ЕМ ; Cu ; VF ; 101 ; shknikolay ; 1224 
 326 ; 2 копейки ; 1773 ; ЕМ ; Cu ; VF- ; 88 ; sikachai ; 793 
 327 ; 2 копейки ; 1775 ; КМ "Сибирь" ; Cu ; F ; 9 ; alno51 ; 567 
 328 ; 2 копейки ; 1778 ; ЕМ ; Cu ; VF ; 97 ; Prostota ; 1532 
 329 ; 2 копейки ; 18 век ;  ; Cu ; F ; 1 ; Janitor07 ; 2 
 330 ; 2 копейки ; 1797 ; АМ ; Cu ; F+ ; 70 ; avp ; 161 
 331 ; 2 копейки ; 1797 ; АМ ; Cu ; F ; 21 ; FVS ; 158 
 332 ; 2 копейки ; 1797 ; АМ ; Cu ; F+ ; 96 ; Rjn ; 196 
 333 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 3 ; марс7 ; 105 
 334 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 12 ; Rober ; 36 
 335 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF- ; 9 ; Danila-56 ; 181 
 336 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 30 ; Rober ; 46 
 337 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 80 ; марс7 ; 116 
 338 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 23 ; avp ; 87 
 339 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF/F-VF ; 11 ; yral ; 11 
 340 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 6 ; vic2 ; 13 
 341 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 15 ; yral ; 16 
 342 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 17 ; марс7 ; 138 
 343 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 17 ; марс7 ; 102 
 344 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F+ ; 6 ; kotok ; 27 
 345 ; 2 копейки ; 1798 ; АМ ; Cu ; F-VF ; 15 ; alno51 ; 444 
 346 ; 2 копейки ; 1798 ; КМ ; Cu ; F ; 103 ; wilk ; 233 
 347 ; 2 копейки ; 1798 ; КМ ; Cu ; F ; 37 ; kolhis ; 414 
 348 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F ; 14 ; vic2 ; 15 
 349 ; 2 копейки ; 1798 ; АМ ; Cu ; F-VF ; 37 ; LYALKA1972 ; 221 
 250 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 17 ; wilk ; 94 
 251 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF-XF ; 27 ; abrek112 ; 429 
 252 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF-XF ; 15 ; Rjn ; 449 
 253 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 30 ; crackjack ; 254 
 254 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF-XF ; 41 ; Митрич ; 347 
 255 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F-VF ; 19 ; volod ; 176 
 256 ; 5 копеек ; 1790 ; АМ ; Cu ; VF+ ; 66 ; conrad ; 1599 
 257 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF ; 19 ; Митрич ; 362 
 258 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F-VF ; 36 ; Rjn ; 143 
 259 ; 5 копеек ; 1791 ; АМ ; Cu ; VF+ ; 35 ; ik1962 ; 801 
 260 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF-XF ; 39 ; Danila-56 ; 249 
 261 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF ; 9 ; Rober ; 179 
 262 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF ; 23 ; Rjn ; 212 
 263 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF- ; 9 ; staro ; 207 
 264 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 5 ; crackjack ; 210 
 265 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF+ ; 15 ; Danila-56 ; 227 
 266 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F+ ; 15 ; imi ; 124 
 267 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF-XF ; 15 ; Danila-56 ; 317 
 268 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF+ ; 81 ; volod ; 612 
 269 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF+ ; 11 ; volod ; 181 
 270 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F-VF ; 20 ; vjacha ; 229 
 271 ; 5 копеек ; 1793 ; ЕМ ; Cu ; VF- ; 13 ; Rober ; 171 
 272 ; 5 копеек ; 1793 ; ЕМ ; Cu ; F+ ; 32 ; vic2 ; 92 
 273 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF+ ; 15 ; vjacha ; 357 
 274 ; 5 копеек ; 1794 ; АМ ; Cu ; VF ; 54 ; RVS ; 1134 
 275 ; 5 копеек ; 1794 ; АМ ; Cu ; VF- ; 29 ; SPA ; 576 
 276 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 11 ; Митрич ; 159 
 277 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF+ ; 18 ; Митрич ; 388 
 278 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF+ ; 24 ; eugraphus ; 396 
 279 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 15 ; wolikaz ; 148 
 280 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 2 ; astra-53 ; 250 
 281 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F+/F-VF ; 15 ; vic2 ; 115 
 282 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF- ; 16 ; Митрич ; 275 
 283 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF- ; 6 ; astra-53 ; 350 
 284 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF- ; 12 ; Митрич ; 248 
 285 ; 5 копеек ; 1795 ; ЕМ ; Cu ; F+ ; 29 ; wilk ; 83 
 286 ; 5 копеек ; 1795 ; АМ ; Cu ; VF ; 44 ; alex15 ; 1022 
 287 ; 5 копеек ; 1795 ; АМ ; Cu ; VF- ; 34 ; Molot ; 867 
 288 ; 5 копеек ; 1795 ; ЕМ ; Cu ; VF+ ; 23 ; volod ; 412 
 289 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF-XF ; 43 ; омт ; 1365 
 290 ; 5 копеек ; 1796 ; АМ ; Cu ; VF+ ; 42 ; ik1962 ; 1080 
 291 ; 5 копеек ; 1796 ; АМ ; Cu ; VF ; 50 ; Molot ; 1019 
 292 ; 5 копеек ; 1802 ; ЕМ ; Cu ; F+ ; 25 ; sikachai ; 1836 
 293 ; 5 копеек ; 1803 ; ЕМ ; Cu ; F-VF ; 59 ; paxa ; 1068 
 294 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF- ; 72 ; КЕШ`а ; 2113 
 295 ; 5 копеек ; 1803 ; ЕМ ; Cu ; F-VF ; 41 ; Aleksey1975 ; 1409 
 296 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF-XF ; 27 ; volod ; 1318 
 297 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF-XF/VF+ ; 13 ; омт ; 1270 
 298 ; 5 копеек. Гурт забит ; 1804 ; ЕМ ; Cu ; F-VF/F+ ; 18 ; Павлов75 ; 523 
 299 ; 5 копеек (Петров-2р, Ильин-1р). Глубокие надпилы гурта 1-4 часа ; 1805 ; КМ ; Cu ; F-VF ; 114 ; hill1972 ; 1989 
 200 ; 5 копеек ; 1769 ; ЕМ ; Cu ; F-VF ; 15 ; SadKo ; 105 
 201 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF- ; 45 ; wolikaz ; 176 
 202 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF- ; 52 ; Митрич ; 202 
 203 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 28 ; Sterh ; 84 
 204 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF- ; 55 ; Митрич ; 203 
 205 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF- ; 92 ; Danila-56 ; 151 
 206 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F-VF ; 15 ; Sterh ; 82 
 207 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F+ ; 14 ; imi ; 93 
 208 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF ; 40 ; Rjn ; 241 
 209 ; 5 копеек ; 1772 ; ЕМ ; Cu ; VF- ; 15 ; psv01 ; 99 
 210 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF ; 31 ; wolikaz ; 184 
 211 ; 5 копеек ; 1774 ; ЕМ ; Cu ; VF ; 5 ; Митрич ; 255 
 212 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F+/F-VF ; 37 ; Rjn ; 203 
 213 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF- ; 36 ; Rjn ; 255 
 214 ; 5 копеек ; 1777 ; ЕМ ; Cu ; VF ; 21 ; abrek112 ; 393 
 215 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 16 ; страус ; 90 
 216 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 19 ; Danila-56 ; 316 
 217 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF ; 23 ; wolikaz ; 189 
 218 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 17 ; Danila-56 ; 338 
 219 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 20 ; imi ; 114 
 220 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF- ; 37 ; parasit ; 185 
 221 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF+ ; 62 ; Danila-56 ; 395 
 222 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 49 ; Danila-56 ; 151 
 223 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 2 ; svu14 ; 225 
 224 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 21 ; Danila-56 ; 207 
 225 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 27 ; abrek112 ; 255 
 226 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 13 ; volod ; 189 
 227 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 45 ; Danila-56 ; 146 
 228 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F+ ; 5 ; Митрич ; 155 
 229 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F+ ; 11 ; Митрич ; 177 
 230 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF ; 75 ; wolikaz ; 238 
 231 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 11 ; SadKo ; 261 
 232 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF+ ; 9 ; КЕШ`а ; 220 
 233 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF- ; 43 ; wolikaz ; 161 
 234 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F ; 17 ; Митрич ; 135 
 235 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 44 ; imi ; 116 
 236 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F+ ; 14 ; Rjn ; 161 
 237 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 29 ; wolikaz ; 161 
 238 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF+ ; 45 ; eugraphus ; 309 
 239 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF- ; 17 ; imi ; 136 
 240 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF ; 19 ; Danila-56 ; 210 
 241 ; 5 копеек ; 1786 ; ЕМ ; Cu ; VF ; 31 ; Danila-56 ; 302 
 242 ; 5 копеек ; 1787 ; КМ ; Cu ; VF ; 67 ; alex15 ; 2552 
 243 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF ; 21 ; Danila-56 ; 303 
 244 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF ; 43 ; Danila-56 ; 257 
 245 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 29 ; Danila-56 ; 254 
 246 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 16 ; molotok ; 155 
 247 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 21 ; Danila-56 ; 304 
 248 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF ; 13 ; wolikaz ; 156 
 249 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 15 ; vic2 ; 129 
 107 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 47 ; paxa ; 91 
 108 ; 10 копеек ; 1915 ; ВС ; Ag ; AU/XF ; 59 ; прыгун ; 95 
 109 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 54 ; gemini ; 83 
 110 ; 10 копеек ; 1915 ; ВС ; Ag ; VF-XF ; 14 ; paxa ; 85 
 111 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 100 ; imi ; 180 
 112 ; 10 копеек ; 1916 ; ВС ; Ag ; VF-XF ; 26 ; отдайте! ; 84 
 113 ; 10 копеек ; 1916 ; ВС ; Ag ; XF+ ; 84 ; vjacha ; 128 
 114 ; 10 копеек ; 1916 ; ВС ; Ag ; VF+ ; 9 ; denizen ; 82 
 115 ; 5 копеек ; 1757 ; СПБ ; Ag ; VF ; 38 ; alno51 ; 2099 
 116 ; 5 копеек ; 1824 ; СПБ ПД ; Ag ; F ; 40 ; Павлов75 ; 185 
 117 ; 5 копеек. Отверстие 1 час ; 1844 ; СПБ КБ ; Ag ; XF- ; 50 ; falcom.v ; 362 
 118 ; 5 копеек ; 1882 ; СПБ НФ ; Ag ; VF-XF ; 50 ; abrek112 ; 388 
 119 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; VF- ; 19 ; kostian ; 227 
 120 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; VF+ ; 11 ; kostian ; 267 
 121 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; F-VF ; 11 ; mishanya ; 200 
 122 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; VF- ; 19 ; alno51 ; 255 
 123 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; XF/AU ; 27 ; abrek112 ; 503 
 124 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; VF-XF ; 15 ; abrek112 ; 296 
 125 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF ; 15 ; kostian ; 294 
 126 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF/F-VF ; 39 ; abrek112 ; 277 
 127 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 75 ; kondor300 ; 918 
 128 ; 5 копеек ; 1915 ; ВС ; Ag ; AU ; 31 ; kondor300 ; 918 
 129 ; 1/3 талера. Отверстия -10, 2 часа, глубокая забоина 12 часов ; 1761 ; Для Пруссии ; Ag ; F-VF ; 62 ; никсер ; 5667 
 130 ; 5 злотых ; 1831 ; KG Польша ; Ag ; VF+ ; 49 ; 3458 ; 8672 
 131 ; 2 злотых ; 1824 ; IB Польша ; Ag ; F+ ; 40 ; igor6353 ; 629 
 132 ; 1 злотый ; 1818 ; IB Польша ; Ag ; F+ ; 45 ; 1234567 ; 300 
 133 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 12 ; Danila-56 ; 177 
 134 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 44 ; arseniev ; 307 
 135 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 23 ; Митрич ; 155 
 136 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 22 ; Fusion ; 155 
 137 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 12 ; arseniev ; 210 
 181 ; 10 копеек ; 1772 ; КМ "Сибирь" ; Cu ; F ; 54 ; Ohotnik ; 2550 
 182 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; F+ ; 21 ; ausweis ; 600 
 183 ; 10 копеек ; 1838 ; ЕМ НА ; Cu ; F-VF/VF ; 19 ; volod ; 1592 
 184 ; 5 копеек ; 1727 ; КД КОПЪAКЬ ; Cu ; F-VF ; 45 ; abrek112 ; 2946 
 185 ; 5 копеек ; 1759 ; ММ ; Cu ; F-VF ; 37 ; ask ; 415 
 186 ; 5 копеек ; 1759 ;  ; Cu ; F-VF ; 68 ; igor6353 ; 357 
 187 ; 5 копеек ; 1761 ;  ; Cu ; VF- ; 22 ; wolikaz ; 306 
 188 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF ; 33 ; Rjn ; 294 
 189 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF- ; 31 ; volod ; 234 
 190 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF- ; 82 ; Митрич ; 249 
 191 ; 5 копеек ; 1765 ; ЕМ ; Cu ; F-VF/F+ ; 15 ; galun ; 64 
 192 ; 5 копеек ; 1766 ; ММ ; Cu ; VF ; 78 ; Molot ; 895 
 193 ; 5 копеек ; 1766 ; ЕМ ; Cu ; VF- ; 90 ; wolikaz ; 142 
 194 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF- ; 43 ; Rjn ; 248 
 195 ; 5 копеек ; 1767 ; ЕМ ; Cu ; F-VF ; 11 ; Митрич ; 110 
 196 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VF ; 49 ; швед ; 326 
 197 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VF- ; 58 ; КЕШ`а ; 305 
 198 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VF- ; 90 ; wolikaz ; 156 
 199 ; 5 копеек ; 1769 ; ЕМ ; Cu ; VF- ; 22 ; wolikaz ; 191 
 57 ; 20 копеек ; 1915 ; ВС ; Ag ; VF-XF ; 46 ; paxa ; 94 
 58 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 12 ; fokin ; 102 
 59 ; 20 копеек ; 1915 ; ВС ; Ag ; XF ; 21 ; dsidorov ; 97 
 60 ; 20 копеек ; 1916 ; ВС ; Ag ; XF- ; 57 ; 37T ; 110 
 61 ; 15 копеек ; 178? ;  ; Ag ; F ; 15 ; Павлов75 ; 210 
 62 ; 15 копеек ; 1861 ; СПБ ; Ag ; XF ; 162 ; abrek112 ; 738 
 63 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; VF- ; 71 ; sveta6369 ; 157 
