 6032 ; Бона иностранная Камбоджия ;  ;  ;  ; AU ; 16 ; джон08 ; 42 
 545 ; Лот монет России: 2 коп (5шт) ; 1840-1913 ;  ; Cu ; F-VF/VG ; 46 ; ANGEL 23 ; 213 
 546 ; Лот монет России (7шт): 2к,1к, денга, полушка. На одной монете отверстие ; 1711-1899 ;  ; Cu ; F/G ; 18 ; STANDART ; 301 
 547 ; Лот монет России (3шт): денга ; 1739-1741 ;  ; Cu ; F/VG ; 8 ; ANGEL 23 ; 113 
 548 ; Лот монет России: 2 коп (4шт) ; 1880-1910 ;  ; Cu ; F/VG ; 6 ; ANGEL 23 ; 102 
 549 ; Лот монет России: 3,2,1 коп (3шт) ; 1916 ;  ; Fe ; F+/VG ; 48 ; николай 2 ; 520 
 550 ; Лот монет России: 3,2,1 коп (3шт) ; 1914,1915 ;  ; Cu ; VF-/F+ ; 26 ; игорь 222 ; 521 
 451 ; Денга ; 1750 ;  ; Cu ; F- ; 9 ; ANGEL 23 ; 51 
 452 ; Денга ; 1751 ;  ; Cu ; F ; 7 ; ANGEL 23 ; 68 
 453 ; Денга ; 1767 ; ЕМ ; Cu ; F ; 9 ; murzic.7 ; 129 
 454 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F ; 49 ; zigzag ; 512 
 455 ; Денга ; 1771 ; КМ "Сибирь" ; Cu ; F ; 70 ; Rjn ; 396 
 456 ; Денга ; 1790 ; ЕМ ; Cu ; F-VF ; 32 ; lers ; 2609 
 457 ; Деньга ; 1797 ; ЕМ ; Cu ; F ; 47 ; borisovich ; 368 
 458 ; Деньга ; 1797 ; АМ ; Cu ; F ; 21 ; murzic.7 ; 157 
 459 ; Деньга ; 1798 ; ЕМ ; Cu ; F+ ; 21 ; stok ; 238 
 460 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; VG ; 19 ; Orlov1504 ; 123 
 461 ; 1/2 копейки ; 1841 ; ЕМ ; Cu ; F ; 9 ; RusManson ; 34 
 462 ; 1/2 копейки ; 1844 ; СМ ; Cu ; XF- ; 74 ; alex-orex ; 1926 
 463 ; 1/2 копейки ; 1845 ; СМ ; Cu ; F+ ; 9 ; ANGEL 23 ; 101 
 464 ; Денежка ; 1851 ; ЕМ ; Cu ; F+ ; 18 ; юрий73 ; 177 
 465 ; Денежка В капсуле NGC ; 1856 ; ЕМ ; Cu ; XF ; 33 ; mixser ; 1700 
 466 ; 1/2 копейки ; 1880 ; СПБ ; Cu ; VG ; 23 ; student1977 ; 844 
 467 ; 1/2 копейки ; 1884 ; СПБ ; Cu ; F-VF ; 46 ; ct200h ; 3550 
 468 ; 1/2 копейки ; 1889 ; СПБ ; Cu ; F ; 63 ; alekseynn ; 854 
 469 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF- ; 34 ; borisovich ; 561 
 470 ; 1/2 копейки ; 1908 ; СПБ ; Cu ; AU ; 29 ; borisovich ; 1813 
 471 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 16 ; qver ; 163 
 472 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; VF ; 33 ; leshii40 ; 528 
 473 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF ; 29 ; borisovich ; 516 
 474 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 35 ; qver ; 155 
 475 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 13 ; Sporti84 ; 340 
 476 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VG ; 12 ; RusManson ; 51 
 477 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; XF+ ; 31 ; Markus ; 340 
 478 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; XF+ ; 39 ; Markus ; 447 
 479 ; 1/2 копейки ; 1915 ;  ; Cu ; XF+ ; 44 ; Markus ; 533 
 480 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F+ ; 17 ; gav1980 ; 204 
 481 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F- ; 9 ; ANGEL 23 ; 59 
 482 ; Полушка ; 1738 ; Орёл 1730 г. ; Cu ; F+ ; 11 ; gav1980 ; 306 
 483 ; Полушка ; 1773 ; КМ "Сибирь" ; Cu ; VG ; 10 ; olq ; 238 
 484 ; Полушка (Ильин-4р) ; 1790 ; КМ ; Cu ; VG ; 55 ; кабан ; 1530 
 485 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; VF ; 11 ; acad ; 373 
 486 ; 1/4 копейки ; 1840 ; СПМ ; Cu ; F-VF ; 21 ; юрий73 ; 231 
 487 ; 1/4 копейки ; 1841 ; ЕМ ; Cu ; F ; 42 ; Orlov1504 ; 161 
 488 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; VF ; 45 ; alex-orex ; 714 
 489 ; Полушка ; 1858 ; ЕМ ; Cu ; VF- ; 39 ; double ; 714 
 490 ; 1/4 копейки ; 1872 ; ЕМ ; Cu ; XF+ ; 57 ; mixser ; 7098 
 491 ; 1/4 копейки ; 1877 ; СПБ ; Cu ; AU ; 53 ; Румата ; 4723 
 492 ; 1/4 копейки ; 1878 ; СПБ ; Cu ; XF ; 54 ; alex-orex ; 5025 
 493 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; AU ; 48 ; alien34 ; 2353 
 494 ; 2 пара-3 копейки ; 1772 ; Валахия ; Cu ; F-VF ; 66 ; ар-тур ; 2785 
 495 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; F-VF ; 36 ; guru7 ; 612 
 496 ; 3 копейки "оккупация" ; 1916J ;  ; Fe ; VF+ ; 46 ; AKrav ; 630 
 497 ; 2 копейки "оккупация" ; 1916A ;  ; Fe ; VF-XF ; 45 ; AKrav ; 800 
 498 ; 2 копейки "оккупация" ; 1916A ;  ; Fe ; F+ ; 52 ; DDW ; 500 
 499 ; 2 копейки "оккупация" ; 1916J ;  ; Fe ; F+ ; 44 ; stasson ; 350 
 500 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; XF- ; 29 ; AKrav ; 799 
 401 ; Копейка ; 1772 ; КМ "Сибирь" ; Cu ; VG ; 53 ; asus ; 507 
 402 ; Копейка (Петров-1,25р) ; 1779 ; КМ "Сибирь" ; Cu ; VF+ ; 30 ; nikolaj.vernik ; 1839 
 403 ; Копейка ; 1789 ; ЕМ ; Cu ; F/VG ; 17 ; ГдРъ ; 417 
 404 ; Копейка ; 1790 ; ЕМ ; Cu ; F-VF ; 31 ; DnSr ; 357 
 405 ; Копейка ; 1797 ; ЕМ ; Cu ; F- ; 15 ; апосум ; 100 
 406 ; Копейка ; 1798 ; ЕМ ; Cu ; F ; 25 ; chapay1959 ; 379 
 407 ; Копейка ; 1799 ; ЕМ ; Cu ; F ; 27 ; никсер ; 123 
 408 ; Копейка ; 1800 ; ЕМ ; Cu ; VF+ ; 13 ; arbatOV ; 669 
 409 ; Копейка ; 1800 ; ЕМ ; Cu ; F- ; 22 ; byrozka ; 129 
 410 ; Копейка ; 1801 ; ЕМ ; Cu ; F- ; 16 ; chapay1959 ; 255 
 411 ; Копейка ; 1801 ; ЕМ ; Cu ; VG/G ; 25 ; byrozka ; 112 
 412 ; Копейка ; 1819 ; ЕМ НМ ; Cu ; F ; 12 ; iizikul ; 101 
 413 ; Копейка ; 1824 ; ЕМ ПГ ; Cu ; F- ; 27 ; borisovich ; 389 
 414 ; Копейка (Петров-2р, Ильин-1р) ; 1831 ; СМ ; Cu ; VG ; 91 ; chapay1959 ; 461 
 415 ; Копейка ; 1840 ; ЕМ ; Cu ; VF+ ; 47 ; Дмитрий475 ; 461 
 416 ; Копейка ; 1840 ; СПМ ; Cu ; XF- ; 43 ; mixser ; 3049 
 417 ; Копейка ; 1840 ; СПМ ; Cu ; F-VF ; 30 ; guru7 ; 357 
 418 ; Копейка ; 1840 ; СМ ; Cu ; F+ ; 14 ; rustamsp ; 83 
 419 ; Копейка ; 1841 ; СПМ ; Cu ; VF+ ; 24 ; Илья Владимирович ; 602 
 420 ; Копейка ; 1844 ; СМ ; Cu ; VG ; 10 ; byrozka ; 114 
 421 ; Копейка ; 1854 ; ЕМ ; Cu ; F-VF ; 11 ; borisovich ; 198 
 422 ; Копейка ; 1855 ; ЕМ ; Cu ; VF+ ; 41 ; borisovich ; 1474 
 423 ; Копейка ; 1855 ; ВМ ; Cu ; F-VF ; 13 ; swoon ; 1813 
 424 ; Копейка ; 1858 ; ЕМ ; Cu ; F+ ; 9 ; Orlov1504 ; 124 
 425 ; Копейка ; 1866 ; ЕМ ; Cu ; F-VF ; 21 ; Илья Владимирович ; 208 
 426 ; Копейка ; 1899 ; СПБ ; Cu ; VF-XF ; 31 ; borisovich ; 566 
 427 ; Копейка ; 1901 ; СПБ ; Cu ; F ; 16 ; RusManson ; 61 
 428 ; Копейка ; 1903 ; СПБ ; Cu ; VF-XF ; 9 ; Olimpia ; 124 
 429 ; Копейка ; 1908 ; СПБ ; Cu ; VF- ; 18 ; Путь полноты ; 126 
 430 ; Копейка ; 1911 ; СПБ ; Cu ; VF-XF ; 44 ; RusManson ; 69 
 431 ; Копейка ; 1912 ; СПБ ; Cu ; XF ; 29 ; Orlov1504 ; 92 
 432 ; Копейка ; 1912 ; СПБ ; Cu ; VF+ ; 13 ; ANGEL 23 ; 93 
 433 ; Копейка. В капсуле NGC ; 1913 ; СПБ ; Cu ; MS 64 ; 33 ; dsidorov ; 1658 
 434 ; Копейка ; 1914 ; СПБ ; Cu ; XF+ ; 17 ; borisovich ; 157 
 435 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 8 ; ANGEL 23 ; 101 
 436 ; Копейка ; 1915 ;  ; Cu ; XF+ ; 28 ; borisovich ; 177 
 437 ; Копейка ; 1915 ;  ; Cu ; VF+ ; 9 ; Orlov1504 ; 124 
 438 ; Копейка ; 1916 ;  ; Cu ; VF+ ; 25 ; borisovich ; 216 
 439 ; Денга ; 1731 ;  ; Cu ; F+ ; 23 ; спарта ; 165 
 440 ; Денга ; 1731 ;  ; Cu ; F+ ; 14 ; gav1980 ; 227 
 441 ; Денга ; 1736 ;  ; Cu ; F- ; 11 ; ANGEL 23 ; 79 
 442 ; Денга ; 1737 ;  ; Cu ; F ; 4 ; ANGEL 23 ; 34 
 443 ; Денга ; 1737 ;  ; Cu ; F- ; 14 ; rom11 ; 204 
 444 ; Денга ; 1738 ;  ; Cu ; VF- ; 11 ; aknew ; 338 
 445 ; Денга ; 1738 ;  ; Cu ; F+ ; 13 ; gav1980 ; 79 
 446 ; Денга ; 1743 ;  ; Cu ; F ; 5 ; rirosrob ; 51 
 447 ; Денга ; 1745 ;  ; Cu ; F ; 9 ; rirosrob ; 31 
 448 ; Денга ; 1748 ;  ; Cu ; VF- ; 15 ; wwn ; 92 
 449 ; Денга ; 1749 ;  ; Cu ; F ; 12 ; Orlov1504 ; 32 
 450 ; Денга ; 1750 ;  ; Cu ; F+ ; 12 ; Orlov1504 ; 79 
 351 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 19 ; acad ; 166 
 352 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 38 ; 37577 ; 895 
 353 ; 3 копейки ; 1915 ;  ; Cu ; XF+ ; 32 ; qver ; 509 
 354 ; 3 копейки ; 1915 ;  ; Cu ; VF- ; 14 ; Orlov1504 ; 101 
 355 ; 3 копейки ; 1916 ;  ; Cu ; XF ; 87 ; borisovich ; 449 
 356 ; 2 копейки ; 18в ;  ; Cu ; VF ; 13 ; жнец ; 1360 
 357 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F- ; 11 ; imi ; 123 
 358 ; 2 копейки ; 1758 ;  ; Cu ; VF ; 54 ; надо очень ; 3400 
 359 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 15 ; гоша334 ; 1530 
 360 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 10 ; olq ; 79 
 361 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; F ; 97 ; alekseynn ; 1660 
 362 ; 2 копейки ; 1759 ;  ; Cu ; F ; 78 ; benc ; 1062 
 363 ; 2 копейки ; 1761 ;  ; Cu ; F ; 7 ; olq ; 72 
 364 ; 2 копейки ; 1763 ; ММ ; Cu ; VF ; 21 ; dav_79_2010 ; 1326 
 365 ; 2 копейки ; 1766 ;  ; Cu ; F ; 39 ; guru7 ; 357 
 366 ; 2 копейки ; 1777 ; ЕМ ; Cu ; F+ ; 25 ; dav_79_2010 ; 452 
 367 ; 2 копейки ; 1789 ; ЕМ ; Cu ; F+ ; 15 ; Костян 92 ; 134 
 368 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 32 ; borisovich ; 816 
 369 ; 2 копейки ; 1797 ; АМ ; Cu ; F ; 6 ; RusManson ; 101 
 370 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 7 ; dav_79_2010 ; 305 
 371 ; 2 копейки ; 1798 ; АМ ; Cu ; VF- ; 35 ; dav_79_2010 ; 506 
 372 ; 2 копейки.  В капсуле NGC ; 1798 ; КМ ; Cu ; MS 62 ; 73 ; dsidorov ; 9302 
 373 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 22 ; chapay1959 ; 800 
 374 ; 2 копейки ; 1799 ; КМ ; Cu ; VF-XF ; 46 ; букашка ; 2540 
 375 ; 2 копейки.  В капсуле NGC ; 1800 ; ЕМ ; Cu ; MS 63 ; 60 ; serg2010 ; 11111 
 376 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F+ ; 17 ; byrozka ; 165 
 377 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF+ ; 8 ; borisovich ; 509 
 378 ; 2 копейки. В капсуле PCGS ; 1810 ; КМ ; Cu ; XF ; 41 ; 37577 ; 7052 
 379 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF-XF ; 49 ; borisovich ; 3343 
 380 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F+ ; 22 ; gelind ; 257 
 381 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F+ ; 15 ; Парамоша ; 270 
 382 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; F ; 19 ; byrozka ; 125 
 383 ; 2 копейки ; 1816 ; КМ АМ ; Cu ; F ; 23 ; Baisel ; 280 
 384 ; 2 копейки ; 1817 ; КМ АМ ; Cu ; F ; 16 ; Baisel ; 159 
 385 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; F+ ; 13 ; leshii40 ; 101 
 386 ; 2 копейки ; 183? ;  ; Cu ; F-VF ; 8 ; RusManson ; 100 
 387 ; 2 копейки ; 1840 ; СПМ ; Cu ; VF+ ; 33 ; borisovich ; 969 
 388 ; 2 копейки ; 1862 ; ЕМ ; Cu ; VF ; 51 ; borisovich ; 933 
 389 ; 2 копейки ; 1902 ; СПБ ; Cu ; F ; 35 ; апосум ; 153 
 390 ; 2 копейки ; 1899 ; СПБ ; Cu ; XF ; 32 ; borisovich ; 1631 
 391 ; 2 копейки ; 1900 ; СПБ ; Cu ; XF ; 79 ; mixser ; 5304 
 392 ; 2 копейки ; 1909 ; СПБ ; Cu ; VF ; 27 ; borisovich ; 332 
 393 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 14 ; paranoy ; 120 
 394 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 52 ; urok20 ; 459 
 395 ; 2 копейки ; 1915 ;  ; Cu ; XF- ; 20 ; Orlov1504 ; 135 
 396 ; 2 копейки ; 1916 ;  ; Cu ; XF+ ; 7 ; sergius ; 969 
 397 ; Копейка ; 1755 ; СПБ ; Cu ; F-VF ; 109 ; glazo ; 12165 
 398 ; Копейка ; 1757 ;  ; Cu ; VG ; 11 ; SadKo ; 120 
 399 ; Копейка ; 1759 ;  ; Cu ; VG ; 6 ; ANGEL 23 ; 53 
 400 ; Копейка ; 1766 ; ММ ; Cu ; F-VF ; 39 ; кs ; 5202 
 301 ; Лот монет России (5шт): 15 копеек ; 1902-1915 ;  ; Ag ; VF-/F ; 16 ; сортам70 ; 453 
 302 ; Лот монет России (5шт): 10 копеек ; 1903-1906 ;  ; Ag ; VF-XF/VG ; 25 ; RusManson ; 396 
 303 ; Лот монет России: 5 коп (3шт) ; 1890-1903 ;  ; Ag ; VF/F ; 14 ; сортам70 ; 401 
 304 ; 10 копеек ; 1779 ; КМ "Сибирь" ; Cu ; VF- ; 67 ; ga2012 ; 5284 
 305 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; F+ ; 68 ; sib8 ; 1805 
 306 ; 5 копеек ; 1727 ; КД КОПЪAКЬ ; Cu ; F- ; 27 ; SSK ; 2511 
 307 ; 5 копеек ; 1759 ; ММ ; Cu ; VG ; 18 ; Семен ; 473 
 308 ; 5 копеек ; 1759 ;  ; Cu ; F+ ; 29 ; sib8 ; 265 
 309 ; 5 копеек ; 1765 ; ММ ; Cu ; VF- ; 40 ; SSK ; 793 
 310 ; 5 копеек ; 1766 ; ММ ; Cu ; VF ; 29 ; solder13 ; 714 
 311 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 8 ; olq ; 182 
 312 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF- ; 12 ; Костян 92 ; 312 
 313 ; 5 копеек ; 1771 ; ЕМ ; Cu ; F ; 16 ; stok ; 126 
 314 ; 5 копеек ; 1774 ; КМ "Сибирь" ; Cu ; VF-XF ; 83 ; evgenijzhuk ; 10932 
 315 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F-VF ; 6 ; olq ; 153 
 316 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 19 ; Markus ; 567 
 317 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F-VF ; 61 ; byrozka ; 310 
 318 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF+ ; 50 ; Markus ; 888 
 319 ; 5 копеек ; 1782 ; ЕМ ; Cu ; F- ; 13 ; апосум ; 147 
 320 ; 5 копеек ; 1785 ; ЕМ ; Cu ; F-VF ; 16 ; можетмнесгодиться ; 201 
 321 ; 5 копеек ; 1786 ; ЕМ ; Cu ; F-VF ; 17 ; cr2952 ; 250 
 322 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 20 ; byrozka ; 327 
 323 ; 5 копеек ; 1788 ; СПМ ; Cu ; F-VF ; 21 ; гоша334 ; 1782 
 324 ; 5 копеек ; 1790 ; АМ ; Cu ; VF ; 30 ; Дмитрий475 ; 711 
 325 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 32 ; cr2952 ; 510 
 326 ; 5 копеек ; 1793 ; АМ ; Cu ; F+ ; 52 ; sib8 ; 738 
 327 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF- ; 12 ; wadimaks ; 816 
 328 ; 5 копеек ; 1802 ; ЕМ ; Cu ; F+ ; 28 ; Костян 92 ; 1519 
 329 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF-XF ; 69 ; borisovich ; 3989 
 330 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF+ ; 51 ; DnSr ; 4080 
 331 ; 5 копеек ; 1806 ; ЕМ ; Cu ; VF- ; 38 ; ksun ; 3060 
 332 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; F+ ; 17 ; chapay1959 ; 449 
 333 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF ; 47 ; borisovich ; 453 
 334 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; VF- ; 19 ; stok ; 357 
 335 ; 5 копеек ; 1858 ; ЕМ ; Cu ; F+ ; 40 ; 222211 ; 1711 
 336 ; 5 копеек ; 1859 ; ЕМ ; Cu ; XF ; 69 ; мак-сим ; 5520 
 337 ; 5 копеек ; 1860 ; ЕМ ; Cu ; VF- ; 22 ; kop ; 1529 
 338 ; 5 копеек ; 1870 ; ЕМ ; Cu ; F-VF ; 17 ; sib8 ; 126 
 339 ; 5 копеек ; 1872 ; ЕМ ; Cu ; F+ ; 9 ; апосум ; 126 
 340 ; 5 копеек ; 1874 ; ЕМ ; Cu ; VF-XF ; 21 ; SSK ; 2040 
 341 ; 3 копейки ; 1840 ; СПМ ; Cu ; VF+ ; 33 ; rulka ; 2550 
 342 ; 3 копейки ; 1843 ; ЕМ ; Cu ; F- ; 30 ; sib8 ; 276 
 343 ; 3 копейки ; 1844 ; ЕМ ; Cu ; F ; 23 ; guru7 ; 625 
 344 ; 3 копейки ; 1856 ; ВМ ; Cu ; F+ ; 22 ; asnik ; 1136 
 345 ; 3 копейки ; 1857 ; ЕМ ; Cu ; F ; 21 ; Костян 92 ; 295 
 346 ; 3 копейки ; 1859 ; ЕМ ; Cu ; XF ; 65 ; mixser ; 4078 
 347 ; 3 копейки ; 1862 ; ЕМ ; Cu ; F-VF ; 47 ; kop ; 1111 
 348 ; 3 копейки ; 1899 ; СПБ ; Cu ; AU ; 53 ; 37577 ; 6120 
 349 ; 3 копейки ; 1904 ; СПБ ; Cu ; F ; 43 ; RusManson ; 79 
 350 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF ; 26 ; gdrg2 ; 153 
 251 ; 50 пенни ; 1864 ; S Финляндия ; Ag ; VF-XF ; 36 ; нионила ; 1019 
 252 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; VF-XF ; 27 ; ASCHE ; 404 
 253 ; 50 пенни ; 1866 ; S Финляндия ; Ag ; VF+ ; 27 ; 8934 ; 1001 
 254 ; 50 пенни ; 1871 ; S Финляндия ; Ag ; XF- ; 24 ; solder13 ; 448 
 255 ; 50 пенни ; 1872 ; S Финляндия ; Ag ; XF- ; 40 ; bva150979 ; 590 
 256 ; 50 пенни. Разновидность по орлу ; 1872 ; S Финляндия ; Ag ; VF-XF ; 38 ; mishael07 ; 571 
 257 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF-XF ; 19 ; dimbos ; 384 
 258 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; XF- ; 12 ; Для души ; 239 
 259 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; XF ; 13 ; borisovich ; 227 
 260 ; 50 пенни ; 1891 ; L Финляндия ; Ag ; XF- ; 13 ; Для души ; 227 
 261 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; XF ; 20 ; Для души ; 500 
 262 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; XF ; 12 ; Для души ; 500 
 263 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; XF ; 23 ; Для души ; 500 
 264 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; XF+ ; 15 ; Для души ; 500 
 265 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; AU ; 24 ; maksud ; 531 
 266 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 18 ; 8934 ; 212 
 267 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 10 ; Стасыч ; 255 
 268 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 12 ; Sandello ; 209 
 269 ; 50 пенни. С короной ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 23 ; КОСТРОМА ; 325 
 270 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 15 ; Sporti84 ; 410 
 271 ; 25 пенни ; 1872 ; S Финляндия ; Ag ; XF- ; 37 ; ASCHE ; 1097 
 272 ; 25 пенни ; 1873 ; S Финляндия ; Ag ; XF ; 30 ; 8934 ; 529 
 273 ; 25 пенни ; 1875 ; S Финляндия ; Ag ; XF ; 35 ; нионила ; 629 
 274 ; 25 пенни ; 1889 ; L Финляндия ; Ag ; XF- ; 37 ; 8934 ; 426 
 275 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; XF+ ; 33 ; borisovich ; 457 
 276 ; 25 пенни ; 1891 ; L Финляндия ; Ag ; XF ; 34 ; Дмитрий475 ; 421 
 277 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; XF+ ; 26 ; STANDART ; 381 
