 4816 ; 2 доллара. США ; 1917 ;  ;  ;  ; 53 ; lamazo ; 2521 
 672 ; Лот допетровских монет (62шт): Иван Грозный, Федор Иванович, Борис Годунов. Копейка, денга ;  ;  ; Ag ; F-VF/F+ ; 38 ; girey ; 2830 
 673 ; Лот допетровских монет (75шт): Иван Грозный, Федор Иванович, Борис Годунов, Василий Шуйский. Копейка, денга. На одной отверстие ;  ;  ; Ag ; F-VF/VF- ; 110 ; dali ; 4598 
 674 ; Лот допетровских монет (62шт): Иван Грозный, Федор Иванович, Борис Годунов. Копейка ;  ;  ; Ag ; F-VF/VF- ; 31 ; donskoy77 ; 2899 
 675 ; Лот допетровских монет (4шт): денга. Василий Темный, Иван III. На 2-ух утеряна часть монеты ;  ;  ; Ag ; F/VG ; 32 ; lm ; 157 
 697 ; Солид. Византия, имп. Фока. М-4,47гр. Деформация ; 602-610 ;  ; Au ; VF ; 84 ; gendalf ; 14470 
 698 ; Солид. Византия, имп. Ираклий. М-4,51гр ; 610-641 ;  ; Au ; VF+ ; 61 ; gendalf ; 14902 
 699 ; Тремисс. Византия, Юстиниан I. М-1,03гр ;  ;  ; Au ; VF+ ; 67 ; oleg61 ; 7933 
 700 ; Тетрадрахма. Египет, Птолемей I. М-14,08гр ; 305-283гг до н.э. ;  ; Ag ; F-VF ; 37 ; 9425920 ; 8124 
 701 ; Драхма. Г. Дирахий. М-2,80гр ; III в до н.э. ;  ; Ag ; VF ; 40 ; саров ; 2279 
 702 ; Денарий. Рим. Антонин Пий. М-3,05г ; 138-161 ;  ; Ag ; VF- ; 30 ; Bizon6055 ; 451 
 703 ; Денарий. Рим. Луцилла. М-1,94г ;  ;  ; Ag ; F ; 20 ; cochu ; 371 
 704 ; Денарий. Рим. Фаустина. М-3,07г ;  ;  ; Ag ; F-VF ; 16 ; Bizon6055 ; 456 
 705 ; Денарий. Рим. Марк Аврелий. М-3,08г ; 161-180 ;  ; Ag ; VF- ; 41 ; саров ; 1020 
 706 ; Денарий. Рим. Марк Аврелий. М-2,78г ; 161-180 ;  ; Ag ; F-VF ; 22 ; барсик ; 516 
 707 ; Денарий. Рим. Марк Аврелий. М-2,82г ; 161-180 ;  ; Ag ; VF- ; 38 ; cochu ; 585 
 708 ; Денарий. Рим. Марк Аврелий. М-2,77г ; 161-180 ;  ; Ag ; F-VF ; 31 ; sergey51 ; 538 
 709 ; Денарий. Римская империя. М-3,1г ;  ;  ; Ag ; F-VF ; 86 ; саров ; 1145 
 710 ; Денарий. Римская империя. М-3,05гр ;  ;  ; Ag ; F+ ; 53 ; raise ; 251 
 711 ; Сестерций. Рим, имп. Антонин Пий. М-24,39гр ; 138-161 ;  ; Cu ; F+ ; 41 ; Dahan ; 473 
 712 ; Сестерций. Рим, имп. Коммод. М-25,57гр ; 177-192 ;  ; Cu ; VF- ; 82 ; canis ; 651 
 713 ; Монета античная. Рим, имп. Аркадий. М-2,22гр ; 383-408 ;  ; Cu ; F+ ; 16 ; andrej888 ; 102 
 714 ; Монета античная. Рим, имп. Аркадий. М-2,60гр ; 383-408 ;  ; Cu ; VF- ; 39 ; canis ; 153 
 715 ; Монета античная. Рим, имп. Аркадий. М-4,22гр ; 383-408 ;  ; Cu ; F+ ; 39 ; cochu ; 108 
 716 ; Монета античная. Рим, имп. Феодосий. М-2,61гр ; 379-395 ;  ; Cu ; VF ; 37 ; lestes ; 589 
 717 ; Монета античная. Рим, имп. Крисп. М-3,01гр ; 317-326 ;  ; Cu ; VF ; 26 ; Aleksandr32 ; 262 
 718 ; Монета античная. Рим, имп. Валент. М-2,12гр ; 364-378 ;  ; Cu ; VF ; 25 ; Exile ; 204 
 719 ; Монета античная. Рим, имп. Крисп. М-2,49гр ; 317-326 ;  ; Cu ; VF+ ; 55 ; Exile ; 151 
 720 ; Фоллис. Рим, имп. Лициний I. М-3,45гр ; 308-324 ;  ; Cu ; VF+ ; 32 ; kolhis ; 255 
 721 ; Фоллис. Рим, имп. Лициний I. М-3,12гр ; 308-324 ;  ; Cu ; VF+ ; 13 ; kolhis ; 444 
 722 ; Монета античная. Рим, имп. Константин I. М-3,18гр ; 307-337 ;  ; Cu ; VF ; 22 ; Павлов75 ; 268 
 723 ; Монета античная. Рим, имп. Константин I. М-2,76гр ; 307-337 ;  ; Cu ; VF ; 69 ; Bizon6055 ; 447 
 724 ; Монета античная. Рим, имп. Константин I. М-3,27гр ; 307-337 ;  ; Cu ; VF ; 30 ; micola.c ; 217 
 725 ; Монета античная. Рим, имп. Константин I. М-2,68гр ; 307-337 ;  ; Cu ; VF ; 30 ; Bizon6055 ; 463 
 726 ; Монета античная. Рим, имп. Константин I. М-2,31гр ; 307-337 ;  ; Cu ; VF ; 29 ; Павлов75 ; 440 
 727 ; Фолис. Византия, Констанс II. Утеряна часть монеты ; 641-688 ;  ; Cu ; VG ; 8 ; Dahan ; 59 
 728 ; Сестерций. Боспор. Савромат I. М-9,41г ; 124-93 гг до нэ ;  ; Cu ; VG ; 118 ; kolhis ; 408 
 729 ; Тетрахалк. Боспор. Асандр. М-7г ; 37-27 гг до нэ ;  ; Cu ; VG ; 67 ; Sterh ; 164 
 730 ; Тетрахалк. Пантикапей. Асандр. М-8,1г ; 50-47 гг до нэ ;  ; Cu ; VG ; 74 ; Bizon6055 ; 353 
 731 ; Тетрахалк. Пантикапей. М-6,56г ; 314-310 гг до нэ ;  ; Cu ; VF ; 44 ; ANK ; 1179 
 732 ; Тетрахалк. Пантикапей. М-7,18г ; 294-284 гг до нэ ;  ; Cu ; VF ; 34 ; 439 ; 1001 
 733 ; Лепта. Пантикапей. М-1,46г ; 379-369 гг до нэ ;  ; Cu ; F ; 21 ; himik121 ; 58 
 734 ; Халк. Пантикапей. М-1,81г ; 314-310 гг до нэ ;  ; Cu ; VG ; 34 ; Добрый молодец ; 39 
 735 ; Монета. Херсонес. М-1,37г ;  ;  ; Cu ; VG ; 8 ; andrej888 ; 73 
 736 ; Гемихалк. Ольвия. М-0,44г ; 400-350 гг до нэ ;  ; Cu ; F ; 20 ; andrej888 ; 46 
 737 ; Монета-стрелка. Скифы. М-2,36г ; 4-1 века до нэ ;  ; Cu ; F+ ; 24 ; raise ; 408 
 738 ; Монета-стрелка. Скифы. М-2,9г ; 4-1 века до нэ ;  ; Cu ; F+ ; 26 ; Umka ; 518 
 739 ; Монета-стрелка. Скифы. М-1,59г ; 4-1 века до нэ ;  ; Cu ; F-VF ; 35 ; ANK ; 517 
 619 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 35 ; Sept09 ; 51 
 620 ; Денга. Деформация ; 1533-1584 ; Иван IV Васильевич ; Ag ; VG ; 7 ; Sept09 ; 31 
 621 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 18 ; Enter ; 43 
 622 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 15 ; ur_adamov ; 184 
 623 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 24 ; LAB-A ; 61 
 624 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 28 ; ur_adamov ; 49 
 625 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 13 ; Sterh ; 35 
 626 ; Денга. Деформация ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 9 ; Добрый молодец ; 38 
 627 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 21 ; ZOLTAN333 ; 175 
 628 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 26 ; LAB-A ; 61 
 629 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 22 ; Sergant ; 45 
 630 ; Копейка. Деформация ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; VF+ ; 21 ; NN ; 161 
 631 ; Копейка. Василий Иванович Шуйский. Новгород ; 1606-1610 ;  ; Ag ; VF+ ; 33 ; ANK ; 204 
 632 ; Копейка. Борис Федорович Годунов. Новгород. Деформация ; 1598-1605 ;  ; Ag ; VF ; 34 ; Sergant ; 57 
 633 ; Копейка. Деформация ; 1606-1610 ; Василий Шуйский Новгородский ден.двор ; Ag ; VF- ; 27 ; NN ; 148 
 634 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF- ; 22 ; МНП68 ; 32 
 635 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF- ; 11 ; ANK ; 32 
 636 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 31 ; Sept09 ; 32 
 637 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; VF- ; 22 ; koga ; 63 
 638 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 17 ; Sterh ; 63 
 639 ; Денга ; 1462-1505 ; Иван III Васильевич ; Ag ; F-VF ; 32 ; Sterh ; 56 
 640 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; VF- ; 55 ; lm ; 200 
 641 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 19 ; Sergant ; 45 
 642 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 14 ; sergey51 ; 93 
 643 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF- ; 58 ; sinus ; 81 
 644 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 9 ; maremark ; 29 
 645 ; Копейка. Деформация ; 1598-1605 ; Борис  Годунов Московский ден.двор ; Ag ; VF- ; 20 ; zoom30 ; 184 
 646 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F-VF ; 87 ; win.gradoff ; 1734 
 647 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 24 ; Luidor ; 156 
 648 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 108 ; Vaneev ; 850 
 649 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F-VF ; 42 ; Dahan ; 368 
 650 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F-VF ; 67 ; monos72 ; 1302 
 651 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F+ ; 77 ; Vaneev ; 820 
 652 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F ; 30 ; Vaneev ; 510 
 653 ; Пуло ; XV в ; Великое Княжество Тверское ; Cu ; F- ; 56 ; нумизмат ; 479 
 654 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F+ ; 34 ; himak ; 2434 
 655 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F+ ; 19 ; himak ; 327 
 656 ; Пуло. Великое кн-во Тверское ; XV в ;  ; Cu ; F ; 76 ; himak ; 3239 
 657 ; Пуло. Великое кн-во Тверское. Пробито отверстие ; XV в ;  ; Cu ; F ; 85 ; himak ; 482 
 658 ; Пуло. Василий Васильевич Темный ; 1425-1462 ;  ; Cu ; VG ; 40 ; murka1973 ; 159 
 659 ; Пуло допетровское ;  ;  ; Cu ; G ; 17 ; Dahan ; 53 
 660 ; Пуло ; 1505-1533 ; Василий III Иванович ; Cu ; F ; 50 ; Vaneev ; 421 
 661 ; Дирхем. Золотая Орда, Сарай. Хан Узбек ; 727л.х. ;  ; Ag ; VF- ; 118 ; himak ; 602 
 662 ; Пул. Золотая Орда ; XIV в ;  ; Cu ; F ; 15 ; himak ; 306 
 663 ; Пул. Золотая Орда ; XIV в ;  ; Cu ; F ; 28 ; himak ; 55 
 664 ; Пул. Золотая Орда ; XIV в ;  ; Cu ; F+ ; 22 ; himak ; 83 
 665 ; Пул. Золотая Орда ; XIV в ;  ; Cu ; F ; 46 ; himak ; 47 
 666 ; Пул. Золотая Орда ; XIV в ;  ; Cu ; F+ ; 12 ; himak ; 68 
 667 ; Пул. Золотая Орда ; XIV в ;  ; Cu ; F+ ; 11 ; himak ; 46 
 668 ; Пул. Золотая Орда ; XIV в ;  ; Cu ; F+ ; 13 ; himak ; 63 
 569 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; VF- ; 43 ; №7 ; 93 
 570 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; VF ; 11 ; lsp25 ; 32 
 571 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 34 ; кузнецов ; 68 
 572 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 25 ; кузнецов ; 72 
 573 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 118 ; viridis ; 485 
 574 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 60 ; DATR ; 126 
 575 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF+ ; 24 ; гриша ; 140 
 576 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 27 ; dec9 ; 167 
 577 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 30 ; DATR ; 241 
 578 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 32 ; Sept09 ; 44 
 579 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 76 ; sinus ; 408 
 580 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF-XF ; 66 ; ur_adamov ; 352 
 581 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 71 ; samsung ; 335 
 582 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 21 ; Ратамахатта ; 96 
 583 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 31 ; samsung ; 133 
 584 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; VF+ ; 51 ; 439 ; 357 
 585 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 66 ; варяг2004 ; 301 
 586 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 93 ; ur_adamov ; 1181 
 587 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VG ; 23 ; NN ; 71 
 588 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F+ ; 47 ; гриша ; 155 
 589 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 14 ; гриша ; 139 
 590 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 34 ; viridis ; 175 
 591 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 29 ; гриша ; 195 
 592 ; Денга. Суздальско-Нижегородское великое кн-во ; XV в ;  ; Ag ; F ; 46 ; Dahan ; 170 
 593 ; Денга ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F+ ; 33 ; himak ; 285 
 594 ; Денга. Василий Васильевич (Темный). Утеряна часть монеты ; 1425-1462 ;  ; Ag ; F ; 19 ; Dahan ; 28 
 595 ; Денга. Утеряна часть монеты ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; VG ; 6 ; koga ; 24 
 596 ; Денга. Утеряна часть монеты ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F ; 59 ; Vaneev ; 685 
 597 ; Денга ; 1505-1533 ; Василий III Иванович ; Ag ; F-VF ; 27 ; lm ; 365 
 598 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 10 ; Григорий ; 57 
 599 ; Мечевая копейка. Деформация ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 25 ; Sept09 ; 44 
 600 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 15 ; гриша ; 90 
 601 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 39 ; dali ; 71 
 602 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 44 ; NN ; 183 
 603 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 40 ; Enter ; 75 
 604 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 31 ; Sept09 ; 32 
 605 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; VF ; 33 ; Antromis ; 223 
 606 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 19 ; zoom30 ; 48 
 607 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; VF- ; 34 ; petrserebr ; 50 
 608 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F+ ; 3 ; maremark ; 31 
 609 ; Копейка ; 1610-1612 ; Владислав Жигимонтович Московский ден.двор ; Ag ; F-VF ; 17 ; гриша ; 412 
