 5824 ; Ценная бумага Германия ;  ;  ;  ;  ; 14 ; tikhomirius ; 141 
 385 ; 5 копеек (частично просматриваются следы шнурового гурта) ; 1796 ; ЕМ Павл.перечек. ; Cu ; VF- ; 70 ; foxmuld ; 13600 
 386 ; 5 копеек ; 1796 ; АМ ; Cu ; VF ; 20 ; sosed99 ; 1224 
 387 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF ; 18 ; guran ; 1224 
 388 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF+ ; 27 ; карел ; 2368 
 389 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; F-VF ; 29 ; kostik_ne ; 312 
 390 ; 5 копеек (Ильин-1р) ; 1834 ; СМ ; Cu ; VF ; 30 ; Coin_nsk ; 1122 
 391 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; F-VF ; 21 ; Horta ; 388 
 392 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; VF+ ; 24 ; Виталий 64 ; 931 
 393 ; 5 копеек ; 1839 ; ЕМ НА ; Cu ; F-VF ; 19 ; vizer ; 701 
 394 ; 5 копеек ; 1858 ; ЕМ ; Cu ; VF- ; 14 ; shknikolay ; 616 
 395 ; 5 копеек ; 1877 ; СПБ ; Cu ; F+ ; 11 ; vlad40421 ; 257 
 396 ; 5 копеек ; 1880 ; СПБ ; Cu ; VF-XF ; 44 ; SSK ; 711 
 397 ; 3 копейки ; 1840 ; ЕМ ; Cu ; F ; 39 ; Andrei2007 ; 532 
 398 ; 3 копейки ; 1843 ; СПМ ; Cu ; F-VF ; 20 ; dgin ; 439 
 399 ; 3 копейки ; 1851 ; ЕМ ; Cu ; F- ; 23 ; Димыч ; 512 
 400 ; 3 копейки ; 1858 ; ЕМ ; Cu ; VF ; 22 ; ssss ; 610 
 401 ; 3 копейки ; 1859 ; ЕМ ; Cu ; VF+ ; 23 ; 1000 ; 567 
 402 ; 3 копейки ; 1867 ; СПБ ; Cu ; F-VF ; 25 ; pvg111 ; 1328 
 403 ; 3 копейки ; 1870 ; ЕМ ; Cu ; VF ; 55 ; sergius ; 507 
 404 ; 3 копейки ; 1872 ; ЕМ ; Cu ; F+ ; 26 ; Turist33 ; 306 
 405 ; 3 копейки ; 1873 ; ЕМ ; Cu ; F-VF ; 24 ; astronotus ; 201 
 306 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 30 ; DaVinci ; 153 
 307 ; 50 пенни. С коронами ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 44 ; maymuse ; 308 
 308 ; 50 пенни. С коронами ; 1917 ; S Финляндия. Корона ; Ag ; XF+ ; 43 ; DaVinci ; 263 
 309 ; 50 пенни. Без корон ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 15 ; Baikal ; 165 
 310 ; 50 пенни. Без корон ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 24 ; maymuse ; 215 
 311 ; 25 пенни ; 1865 ; S Финляндия ; Ag ; F-VF ; 11 ; себер ; 233 
 312 ; 25 пенни ; 1866 ; S Финляндия ; Ag ; VF ; 41 ; kotok ; 663 
 313 ; 25 пенни ; 1872 ; S Финляндия ; Ag ; VF+ ; 16 ; mexngaz ; 510 
 314 ; 25 пенни ; 1873 ; S Финляндия ; Ag ; VF ; 18 ; апосум ; 163 
 315 ; 25 пенни ; 1875 ; S Финляндия ; Ag ; VF ; 11 ; лайк ; 116 
 316 ; 25 пенни ; 1889 ; L Финляндия ; Ag ; VF+ ; 12 ; апосум ; 114 
 317 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; VF-XF ; 13 ; solder13 ; 124 
 318 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; XF- ; 23 ; tigo ; 121 
 319 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF+ ; 12 ; fedor880v ; 92 
 320 ; 25 пенни ; 1897 ; L Финляндия ; Ag ; XF- ; 26 ; Sky2 ; 138 
 321 ; 25 пенни ; 1897 ; L Финляндия ; Ag ; VF+ ; 11 ; апосум ; 132 
 322 ; 25 пенни ; 1898 ; L Финляндия ; Ag ; XF- ; 15 ; апосум ; 173 
 323 ; 25 пенни ; 1898 ; L Финляндия ; Ag ; VF ; 10 ; себер ; 61 
 324 ; 25 пенни ; 1899 ; L Финляндия ; Ag ; VF-XF ; 17 ; ДУНКАН МАКЛАУД ; 123 
 325 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; AU/XF ; 26 ; tigo ; 204 
 326 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF-XF ; 11 ; tigo ; 51 
 327 ; 25 пенни ; 1902 ; L Финляндия ; Ag ; XF+ ; 35 ; nils5 ; 1635 
 328 ; 25 пенни ; 1906 ; L Финляндия ; Ag ; XF- ; 26 ; Sky2 ; 363 
 329 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; XF+ ; 15 ; kost ; 125 
 330 ; 25 пенни ; 1908 ; L Финляндия ; Ag ; XF+ ; 27 ; elac ; 237 
 331 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; AU ; 34 ; Алекс 19505 ; 144 
 332 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; XF- ; 18 ; bugor ; 84 
 333 ; 25 пенни ; 1910 ; L Финляндия ; Ag ; XF- ; 39 ; bigben ; 510 
 334 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU ; 28 ; Алекс 19505 ; 147 
 335 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; XF+ ; 15 ; орел414151 ; 108 
 336 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 16 ; Алекс 19505 ; 113 
 337 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; XF+ ; 22 ; Sky2 ; 132 
 338 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 16 ; март16 ; 102 
 339 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 11 ; tikhomirius ; 150 
 340 ; 25 пенни. С коронами ; 1917 ; S Финляндия. Корона ; Ag ; AU ; 22 ; dimer ; 255 
 341 ; 25 пенни. С коронами ; 1917 ; S Финляндия. Корона ; Ag ; XF+ ; 26 ; Baikal ; 165 
 342 ; 25 пенни. Без корон ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 24 ; Exctas ; 84 
 343 ; 25 пенни. Без корон ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 11 ; Майкл ; 261 
 344 ; 25 пенни. Без корон ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 22 ; maymuse ; 310 
 345 ; Лот монет Финляндии: 1 марка, 50, 25 пенни (35шт) ; 1865-1917 ;  ; Ag ; VF/AU ; 69 ; ДмитрийЩ ; 5109 
 346 ; Лот монет Финляндии: 1 марка, 50, 25 пенни (35шт) ; 1866-1917 ;  ; Ag ; VF/AU ; 62 ; ДмитрийЩ ; 5109 
 347 ; Лот монет Финляндии: 50, 25 пенни (32шт) ; 1913-1917 ;  ; Ag ; XF/AU ; 56 ; zine65 ; 2994 
 348 ; Лот монет Финляндии: 50, 25 пенни (18шт) ; 1890-1917 ;  ; Ag ; G/AU ; 17 ; сортам70 ; 1030 
 349 ; Лот монет России: 20,15,10  коп (3шт) ; 1914,1915 ;  ; Ag ; XF-/G ; 21 ; indigo-rus ; 221 
 350 ; Лот монет России: 20,10 коп (3шт) ; 1878-1885 ;  ; Ag ; F+/VG ; 46 ; yunonik ; 236 
 351 ; Лот монет России: 15,10 коп (6шт) ; 1905-1914 ;  ; Ag ; VF/VG ; 12 ; сортам70 ; 249 
 352 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; F ; 19 ; kostik_ne ; 697 
 353 ; 5 копеек ; 1727 ; НД Дата снизу вверх ; Cu ; F-VF ; 41 ; eugraphus ; 2040 
 354 ; 5 копеек ; 1727 ; КД КОПЪAКЬ ; Cu ; VG ; 17 ; acad ; 1122 
 355 ; 5 копеек ; 1729 ; МД Хвост широкий ; Cu ; F-VF ; 84 ; 1000 ; 2244 
 256 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; AU ; 76 ; fouli ; 876 
 257 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF+ ; 45 ; fouli ; 332 
 258 ; 5 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF+ ; 60 ; gri.59 ; 1306 
 259 ; 5 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF ; 23 ; aleks1959 ; 1022 
 260 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VG ; 5 ; vlkorchev ; 101 
 261 ; 2 марки ; 1865 ; S Финляндия ; Ag ; XF- ; 37 ; федя ; 1543 
 262 ; 2 марки ; 1866 ; S Финляндия ; Ag ; VF-XF ; 30 ; Dave ; 1979 
 263 ; 2 марки ; 1870 ; S Финляндия ; Ag ; XF- ; 29 ; федя ; 1338 
 264 ; 2 марки ; 1872 ; S Финляндия ; Ag ; XF ; 24 ; федя ; 1400 
 265 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF-XF ; 24 ; СТРЕКОЗА ; 1358 
 266 ; 2 марки ; 1906 ; L Финляндия ; Ag ; XF- ; 52 ; ДмитрийЩ ; 2874 
 267 ; 2 марки ; 1908 ; L Финляндия ; Ag ; XF- ; 33 ; ДмитрийЩ ; 4590 
 268 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF-XF ; 17 ; vrncoins ; 673 
 269 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF+ ; 19 ; VOLKODAVS5 ; 680 
 270 ; 1 марка ; 1866 ; S Финляндия ; Ag ; XF- ; 21 ; kostik_ne ; 612 
 271 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF ; 37 ; VOLKODAVS5 ; 680 
 272 ; 1 марка ; 1867 ; S Финляндия ; Ag ; VF ; 22 ; von_Schwarz ; 765 
 273 ; 1 марка ; 1872 ; S Финляндия ; Ag ; VF+ ; 10 ; tigo ; 462 
 274 ; 1 марка ; 1874 ; S Финляндия ; Ag ; XF- ; 16 ; tigo ; 469 
 275 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF+ ; 15 ; лайк ; 377 
 276 ; 1 марка ; 1890 ; L Финляндия ; Ag ; XF- ; 11 ; Rober ; 472 
 277 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF+ ; 30 ; dimer ; 679 
 278 ; 1 марка ; 1892 ; L Финляндия ; Ag ; VF-XF ; 13 ; yurrgen ; 557 
 279 ; 1 марка ; 1893 ; L Финляндия ; Ag ; VF-XF ; 23 ; Метро62 ; 781 
 280 ; 1 марка ; 1907 ; L Финляндия ; Ag ; XF- ; 24 ; ДмитрийЩ ; 992 
 281 ; 1 марка ; 1915 ; S Финляндия ; Ag ; UNC/AU ; 41 ; Майкл ; 2040 
 282 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; VF+ ; 26 ; dimon46 ; 255 
 283 ; 50 пенни ; 1869 ; S Финляндия ; Ag ; VF+ ; 26 ; von_Schwarz ; 901 
 284 ; 50 пенни ; 1871 ; S Финляндия ; Ag ; VF+ ; 21 ; себер ; 318 
 285 ; 50 пенни ; 1872 ; S Финляндия ; Ag ; VF+ ; 22 ; Экспres$ ; 357 
 286 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF+ ; 20 ; dimon46 ; 327 
 287 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF+ ; 25 ; ДУНКАН МАКЛАУД ; 164 
 288 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; XF- ; 30 ; vrncoins ; 376 
 289 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF+ ; 27 ; fedor880v ; 176 
 290 ; 50 пенни ; 1891 ; L Финляндия ; Ag ; VF-XF ; 19 ; себер ; 159 
 291 ; 50 пенни ; 1891 ; L Финляндия ; Ag ; VF+ ; 19 ; Экспres$ ; 174 
 292 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; XF- ; 23 ; kost ; 207 
 293 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; VF+ ; 19 ; Exctas ; 163 
 294 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; XF- ; 15 ; vrncoins ; 145 
 295 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF+ ; 31 ; Exctas ; 163 
 296 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; XF- ; 30 ; elac ; 227 
 297 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; XF- ; 19 ; vino-54 ; 175 
 298 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; VF-XF ; 20 ; guran ; 132 
 299 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; AU ; 38 ; Майкл ; 459 
 300 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF ; 23 ; лайк ; 128 
 301 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 35 ; Алекс 19505 ; 164 
 302 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; XF+ ; 21 ; guran ; 125 
 303 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 22 ; Baisel ; 145 
 304 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; XF+ ; 25 ; Экспres$ ; 152 
 305 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 36 ; Blixa37 ; 203 
 206 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF ; 18 ; федя ; 89 
 207 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF+ ; 34 ; dimer ; 134 
 208 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; F-VF ; 40 ; федя ; 114 
 209 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; XF- ; 26 ; dimer ; 123 
 210 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF ; 10 ; dimer ; 111 
 211 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF-XF ; 30 ; b197312 ; 150 
 212 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 11 ; трейдер2 ; 143 
 213 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; XF- ; 10 ; tanker1975 ; 125 
 214 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; VF ; 20 ; dimer ; 114 
 215 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 10 ; b197312 ; 130 
 216 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; F-VF ; 14 ; федя ; 114 
 217 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 25 ; maymuse ; 250 
 218 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 18 ; Micros ; 204 
 219 ; 10 копеек ; 1917 ; ВС ; Ag ; AU ; 42 ; aleks1959 ; 6604 
 220 ; 5 копеек ; 1756 ; СПБ ; Ag ; VF ; 28 ; Olimpia ; 1381 
 221 ; 5 копеек ; 1757 ; СПБ ; Ag ; VF ; 53 ; sotnik ; 1700 
 222 ; 5 копеек ; 1758 ; СПБ ; Ag ; VF- ; 34 ; zid200 ; 1134 
 223 ; 5 копеек ; 1759 ; СПБ ; Ag ; VF+ ; 35 ; krocsi ; 3175 
 224 ; 5 копеек ; 1813 ; СПБ ПС ; Ag ; XF ; 56 ; Olimpia ; 1234 
 225 ; 5 копеек ; 1821 ; СПБ ПД ; Ag ; XF- ; 62 ; Logistik ; 3025 
 226 ; 5 копеек ; 1827 ; СПБ НГ ; Ag ; VF+ ; 20 ; ronen ; 2700 
 227 ; 5 копеек ; 1830 ; СПБ НГ ; Ag ; F-VF ; 39 ; Александр007 ; 453 
 228 ; 5 копеек ; 1835 ; СПБ НГ ; Ag ; VF-XF ; 36 ; Данила ; 2506 
 229 ; 5 копеек ; 1837 ; СПБ НГ ; Ag ; VF+ ; 20 ; said ; 324 
 230 ; 5 копеек ; 1838 ; СПБ НГ ; Ag ; VF-XF ; 28 ; Zakhapisty ; 702 
 231 ; 5 копеек ; 1844 ; СПБ КБ ; Ag ; XF- ; 23 ; zine65 ; 3066 
 232 ; 5 копеек ; 1845 ; СПБ КБ ; Ag ; XF+ ; 24 ; spblvv ; 3101 
 233 ; 5 копеек ; 1847 ; СПБ ПА ; Ag ; XF+ ; 49 ; Vladl ; 1995 
 234 ; 5 копеек. Отверстие ; 1849 ; СПБ ПА ; Ag ; F-VF ; 13 ; tikhomirius ; 110 
 235 ; 5 копеек ; 1852 ; СПБ ПА ; Ag ; VF-XF ; 49 ; ZOLTAN333 ; 1584 
 236 ; 5 копеек ; 1853 ; СПБ HI ; Ag ; XF+/AU ; 28 ; spblvv ; 3196 
 237 ; 5 копеек ; 1856 ; СПБ ФБ ; Ag ; XF+/XF ; 50 ; serg07_67 ; 2080 
 238 ; 5 копеек ; 1858 ; СПБ ФБ ; Ag ; XF- ; 45 ; libn ; 4346 
 239 ; 5 копеек ; 1869 ; СПБ HI ; Ag ; XF ; 23 ; sdfg ; 3172 
 240 ; 5 копеек ; 1873 ; СПБ HI ; Ag ; VF ; 35 ; blaster40 ; 1824 
 241 ; 5 копеек ; 1874 ; СПБ HI ; Ag ; VF-XF ; 21 ; blaster40 ; 3063 
 242 ; 5 копеек ; 1875 ; СПБ HI ; Ag ; XF+ ; 23 ; Alex22D ; 3850 
 243 ; 5 копеек ; 1876 ; СПБ HI ; Ag ; XF+ ; 33 ; leo 2 ; 3876 
 244 ; 5 копеек ; 1879 ; СПБ НФ ; Ag ; VF+ ; 38 ; Sky2 ; 1938 
 245 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; VF ; 18 ; Rjn ; 311 
 246 ; 5 копеек ; 1885 ; СПБ АГ ; Ag ; VF-XF ; 48 ; Sky2 ; 1027 
 247 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; XF+ ; 19 ; gri.59 ; 1381 
 248 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; XF+ ; 29 ; Trien ; 969 
 249 ; 5 копеек ; 1891 ; СПБ АГ ; Ag ; XF ; 33 ; фигаро ; 929 
 250 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; VF ; 33 ; Baikal ; 288 
 251 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; XF+ ; 29 ; nik111 ; 1001 
 252 ; 5 копеек ; 1899 ; СПБ АГ ; Ag ; XF- ; 33 ; Lucky 74 ; 509 
 253 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; XF- ; 33 ; kvs ; 781 
 254 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; AU ; 25 ; legallegal ; 2392 
 255 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; AU ; 63 ; Алекс 19505 ; 1530 
 156 ; 15 копеек ; 1915 ; ВС ; Ag ; F-VF ; 17 ; трейдер2 ; 102 
 157 ; 15 копеек ; 1915 ; ВС ; Ag ; VF-XF ; 26 ; johnsilver09 ; 105 
 158 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 22 ; kdn7 ; 130 
 159 ; 15 копеек ; 1916 ; ВС ; Ag ; XF+ ; 13 ; tanker1975 ; 141 
 160 ; Гривенник ; 1744 ;  ; Ag ; VF+ ; 40 ; luchsva ; 4284 
 161 ; Гривенник ; 1745 ;  ; Ag ; VF- ; 33 ; zzzzzz ; 3384 
 162 ; Гривенник ; 1747 ;  ; Ag ; VF-XF ; 31 ; Olimpia ; 4366 
 163 ; Гривенник ; 1748 ;  ; Ag ; XF ; 39 ; Olimpia ; 3797 
 164 ; Гривенник ; 1751 ;  ; Ag ; VF ; 33 ; Olimpia ; 4194 
 165 ; Гривенник ; 1752 ; IШ ; Ag ; VF ; 51 ; zine65 ; 5200 
 166 ; Гривенник ; 1756 ; МБ ; Ag ; VF+ ; 43 ; luchsva ; 3740 
 167 ; Гривенник ; 1769 ; СПБ TI ; Ag ; VF-XF ; 60 ; zzzzzz ; 2142 
 168 ; Гривенник ; 1770 ; СПБ TI ; Ag ; VF ; 38 ; Olimpia ; 2993 
 169 ; Гривенник ; 1774 ; ММД ; Ag ; VF- ; 51 ; Olimpia ; 5260 
 170 ; Гривенник ; 1779 ; СПБ ; Ag ; F-VF ; 24 ; федя ; 1581 
 171 ; Гривенник ; 1792 ; СПБ ; Ag ; F ; 58 ; Bizon6055 ; 1259 
 172 ; 10 копеек ; 1821 ; СПБ ПД ; Ag ; VF-XF ; 35 ; blaster40 ; 2244 
 173 ; 10 копеек ; 1822 ; СПБ ПД ; Ag ; VF+ ; 31 ; Olimpia ; 669 
 174 ; 10 копеек ; 1833 ; СПБ НГ ; Ag ; VF ; 17 ; antiquar ; 1122 
 175 ; 10 копеек ; 1837 ; СПБ НГ ; Ag ; VF- ; 24 ; kostik_ne ; 414 
 176 ; 10 копеек ; 1847 ; СПБ ПА ; Ag ; XF ; 34 ; mr.812 ; 611 
 177 ; 10 копеек ; 1848 ; СПБ HI ; Ag ; XF+ ; 37 ; маманя ; 1408 
 178 ; 10 копеек ; 1861 ; СПБ ФБ ; Ag ; AU/XF ; 21 ; vino-54 ; 638 
 179 ; 10 копеек ; 1861 ; СПБ ; Ag ; XF+ ; 31 ; ottO ; 462 
 180 ; 10 копеек ; 1867 ; СПБ HI ; Ag ; XF+ ; 21 ; фигаро ; 1510 
 181 ; 10 копеек ; 1873 ; СПБ HI ; Ag ; XF/AU ; 31 ; Sky2 ; 2142 
 182 ; 10 копеек ; 1874 ; СПБ HI ; Ag ; XF ; 23 ; Olimpia ; 1840 
 183 ; 10 копеек ; 1875 ; СПБ HI ; Ag ; AU ; 28 ; Алекс 19505 ; 2392 
 184 ; 10 копеек ; 1879 ; СПБ НФ ; Ag ; AU/XF ; 32 ; Olimpia ; 1887 
 185 ; 10 копеек ; 1879 ; СПБ НФ ; Ag ; F ; 7 ; федя ; 120 
 186 ; 10 копеек ; 1880 ; СПБ НФ ; Ag ; XF ; 14 ; Olimpia ; 1541 
 187 ; 10 копеек ; 1881 ; СПБ НФ ; Ag ; VF-XF ; 27 ; blaster40 ; 1510 
 188 ; 10 копеек ; 1882 ; СПБ НФ ; Ag ; VF ; 28 ; blaster40 ; 918 
 189 ; 10 копеек ; 1884 ; СПБ АГ ; Ag ; VF+ ; 14 ; blaster40 ; 633 
 190 ; 10 копеек ; 1886 ; СПБ АГ ; Ag ; VF+ ; 26 ; Sky2 ; 1020 
 191 ; 10 копеек ; 1889 ; СПБ АГ ; Ag ; VF ; 28 ; федя ; 340 
 192 ; 10 копеек ; 1897 ; СПБ АГ ; Ag ; F+ ; 15 ; Bizon6055 ; 816 
 193 ; 10 копеек ; 1898 ; СПБ АГ ; Ag ; VF- ; 56 ; antiquar ; 368 
 194 ; 10 копеек ; 1901 ; СПБ ФЗ ; Ag ; VF-XF ; 35 ; kvs ; 746 
 195 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; F+ ; 30 ; rbhbvzcjd ; 143 
 196 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; F-VF ; 15 ; Rober ; 67 
 197 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; F-VF ; 16 ; VOLKODAVS5 ; 74 
 198 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; F+ ; 24 ; VOLKODAVS5 ; 73 
 199 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF ; 12 ; kvs ; 286 
 200 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; F-VF ; 17 ; VOLKODAVS5 ; 62 
 201 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF- ; 33 ; said ; 125 
 202 ; 10 копеек ; 1908 ; СПБ ЭБ ; Ag ; AU ; 56 ; Алекс 19505 ; 4430 
 203 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 34 ; johnsilver09 ; 168 
 204 ; 10 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF ; 38 ; fedor880v ; 128 
 205 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF-XF ; 15 ; b197312 ; 157 
 106 ; 20 копеек ; 1904 ; СПБ АР ; Ag ; VF- ; 27 ; федя ; 148 
 107 ; 20 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 48 ; sergius ; 833 
 108 ; 20 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 29 ; федя ; 153 
 109 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF+ ; 11 ; topdv ; 160 
 110 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF- ; 11 ; zine65 ; 119 
 111 ; 20 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF ; 23 ; legallegal ; 561 
 112 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF-XF ; 26 ; johnsilver09 ; 193 
 113 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; VF+ ; 17 ; dimer ; 164 
 114 ; 20 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF+ ; 17 ; b197312 ; 128 
 115 ; 20 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 18 ; b197312 ; 170 
 116 ; 20 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF- ; 21 ; b197312 ; 203 
 117 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 22 ; johnsilver09 ; 179 
 118 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 32 ; Trien ; 255 
 119 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 6 ; Roman1976 ; 126 
 120 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 5 ; fedor880v ; 115 
 121 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; VF ; 15 ; себер ; 110 
 122 ; 20 копеек ; 1915 ; ВС ; Ag ; AU ; 16 ; Micros ; 159 
 123 ; 20 копеек ; 1915 ; ВС ; Ag ; F-VF ; 20 ; dimer ; 81 
 124 ; 20 копеек ; 1915 ; ВС ; Ag ; VF ; 28 ; dimer ; 138 
 125 ; 20 копеек ; 1916 ; ВС ; Ag ; XF+ ; 21 ; ReSeRVeD ; 182 
 126 ; 15 копеек ; 1860 ; СПБ ФБ ; Ag ; VF ; 18 ; Ратамахатта ; 567 
 127 ; 15 копеек ; 1861 ; СПБ ; Ag ; F+ ; 10 ; igorpuzir ; 122 
 128 ; 15 копеек ; 1867 ; СПБ HI ; Ag ; XF+ ; 30 ; svv ; 2142 
 129 ; 15 копеек ; 1901 ; СПБ ФЗ ; Ag ; VF- ; 65 ; Ратамахатта ; 517 
 130 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; VF+ ; 17 ; Baikal ; 193 
 131 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; F-VF ; 18 ; Baikal ; 159 
 132 ; 15 копеек ; 1903 ; СПБ АР ; Ag ; F-VF ; 12 ; федя ; 136 
 133 ; 15 копеек ; 1903 ; СПБ АР ; Ag ; F ; 8 ; сортам70 ; 50 
 134 ; 15 копеек ; 1904 ; СПБ АР ; Ag ; VF- ; 11 ; федя ; 56 
 135 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; VF- ; 17 ; федя ; 62 
 136 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; F-VF ; 21 ; 200800 ; 61 
 137 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF ; 12 ; федя ; 81 
 138 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF ; 23 ; Rober ; 81 
 139 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; AU/XF ; 22 ; бабаянц ; 466 
 140 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF ; 8 ; сортам70 ; 59 
