 6620 ; Пуговица ;  ;  ; Б/м ;  ; 22 ; stilsb ; 249 
 1239 ; Знак медицинский "Переливание крови" ;  ;  ; Ж/м ; VF-XF ; 12 ; luchsva ; 250 
 1240 ; Знак ССО 1971 ;  ;  ; Al ; AU ; 19 ; VPV89 ; 160 
 1241 ; Знак Москва ;  ;  ; Ж/м,эмаль ; XF+ ; 8 ; coinsru.de ; 206 
 1242 ; Знак Зам судьи VII летняя спартакиада народов РСФСР ;  ;  ; Al ; XF ; 37 ; luchsva ; 250 
 1243 ; Знак Мед ВУЗ ;  ;  ; Al ; VF-XF ; 14 ; 13 ; 192 
 1244 ; Знак Правосудие ;  ;  ;  ; VF+ ; 6 ; roza77 ; 56 
 1245 ; Знак "Не курю" Лат общество ;  ;  ; Ж/м ; AU ; 13 ; 1335331 ; 71 
 1246 ; Знак Всесоюзный стд отряд 30-летия им победы ;  ;  ; Al ; XF ; 5 ; coMcom ; 101 
 1247 ; Знак Всесоюзный стд отряд 60-летия им Великого Октября ;  ;  ; Al ; XF ; 3 ; coMcom ; 101 
 1248 ; Знак Всесоюзный стд отряд им XX съезда ВЛКСМ ;  ;  ; Al ; XF ; 16 ; luchsva ; 510 
 1249 ; Знак Всесоюзный стд отряд им XXVI съезда КПСС ;  ;  ; Al ; XF ; 5 ; coMcom ; 101 
 1250 ; Знак Всесоюзный стд отряд 35-летия им победы ;  ;  ; Al ; XF ; 3 ; coMcom ; 101 
 1251 ; Знак Всесоюзный стд отряд 30-летия целины ;  ;  ; Al ; XF ; 45 ; vladimirV ; 300 
 1252 ; Знак Всесоюзный стд отряд им XVII съезда ВЛКСМ ;  ;  ; Al ; XF ; 3 ; coMcom ; 101 
 1253 ; Знак Всесоюзный стд отряд им XIXI съезда ВЛКСМ ;  ;  ; Al ; XF ; 51 ; luchsva ; 350 
 1254 ; Знак Ленинградский обл стд отряд ;  ;  ; Al ; VF-XF ; 58 ; VPV89 ; 612 
 1155 ; Знак 70 лет Октября ;  ;  ; Al ; AU ; 5 ; barbos ; 37 
 1156 ; Знак Общество борьбы за трезвость ;  ;  ; Al ; XF+ ; 2 ; Superpelmen ; 31 
 1157 ; Знак 50 лет СССР ;  ;  ; Al ; XF ; 6 ; barbos ; 37 
 1158 ; Знак ОКОД ВЛКСМ ;  ;  ; Al ; XF+ ; 4 ; 312 ; 36 
 1159 ; Знак СССР ;  ;  ; Al ; AU ; 3 ; Lammo ; 31 
 1160 ; Знак Энергия-Буран. УКСС Байконур ;  ;  ; Ж/м,эмаль ; AU ; 19 ; Dahan ; 189 
 1161 ; Знак День рационализатора ;  ;  ; Б/м ; XF ; 1 ; vic2 ; 30 
 1162 ; Знак Отличник космических войск ; ММД ;  ; Ж/м,эмаль ; AU ; 23 ; жених ; 260 
 1163 ; Знак Об окончании государственного ВУЗа ;  ;  ; Б/м,эмаль ; VF-XF ; 15 ; жених ; 192 
 1164 ; Знак Московское общество охотников ; ММД ;  ; Ж/м,эмаль ; VF+ ; 33 ; Хаа ; 1121 
 1165 ; Знак Олимпийский мишка ;  ;  ; Ж/м ; XF ; 15 ; Юра Хой ; 200 
 1166 ; Знак Ветеран подводник ;  ;  ; Б/м ; AU ; 11 ; magelan ; 173 
 1167 ; Знак Медицинский ВУЗ ;  ;  ; Б/м ; AU ; 27 ; FEDOTOV1920 ; 203 
 1168 ; Знак ВВМУПП ;  ;  ; Б/м ; AU ; 17 ; AMI249 ; 506 
 1169 ; Знак За отличие в службе ВВ МВД России ;  ;  ; Б/м ; AU ; 26 ; FEDOTOV1920 ; 182 
 1170 ; Знак Почетный работник прокуратуры ;  ;  ; Ж/м ; AU ; 20 ; FEDOTOV1920 ; 235 
 1171 ; Знак КВМПУ ;  ;  ; Ж/м ; AU ; 46 ; AMI249 ; 725 
 1172 ; Знак ВВИА им Жуковского ;  ;  ; Ж/м ; AU ; 45 ; AMI249 ; 725 
 1173 ; Знак 30 лет вывода войск ;  ;  ; Ж/м ; AU ; 25 ; rem. ; 180 
 1174 ; Знак ЛВВИКА им Можайского ;  ;  ; Ж/м ; AU ; 26 ; AMI249 ; 714 
 1175 ; Знак Военно-воздушные силы ;  ;  ; Б/м ; AU ; 3 ; magelan ; 51 
 1176 ; Знак Атомный северный флот ;  ;  ; Б/м ; AU ; 30 ; VPV89 ; 406 
 1177 ; Знак На память о службе Планка "Киев" ;  ;  ; Ж/м ; AU ; 30 ; rem. ; 387 
 1178 ; Знак ТОВВМУ им Макарова ;  ;  ; Ж/м ; AU ; 39 ; FEDOTOV1920 ; 571 
 1179 ; Знак РГВВДКУ им Маргелова ;  ;  ; Ж/м ; AU ; 38 ; vladimirV ; 510 
 1180 ; Знак Зенит. Вице чемпион 2012-2013 ;  ;  ; Ж/м ; XF+ ; 7 ; Эскимо ; 203 
 1181 ; Знак Зенит. Обладатель кубка сезона 1985 ;  ;  ; Ж/м ; XF+ ; 14 ; Эскимо ; 203 
 1182 ; Знак Зенит. Чемпион России 2007 ;  ;  ; Ж/м ; XF+ ; 8 ; Эскимо ; 203 
 1183 ; Знак Зенит. Чемпионат России - 3 место, 2001 ;  ;  ; Ж/м ; XF+ ; 13 ; Holder31 ; 315 
 1184 ; Знак Зенит. Супер кубок России 2008 ;  ;  ; Ж/м ; XF+ ; 11 ; Holder31 ; 315 
 1185 ; Знак Зенит. Суперкубок УЕФА 2008 ;  ;  ; Ж/м ; XF+ ; 9 ; Эскимо ; 203 
 1186 ; Знак Зенит. Кубок России 2010 ;  ;  ; Ж/м ; XF+ ; 26 ; Holder31 ; 320 
 1187 ; Знак Зенит. Кубок России 1999 ;  ;  ; Ж/м ; XF+ ; 16 ; masha_93 ; 328 
 1188 ; Знак Зенит. Супер кубок России 2011 ;  ;  ; Ж/м ; XF+ ; 21 ; masha_93 ; 324 
 1189 ; Знак Зенит. Лига Чемпионов ;  ;  ; Ж/м ; XF+ ; 10 ; Holder31 ; 208 
 1190 ; Знак Зенит. Чемпион России 2011,2012 ;  ;  ; Ж/м ; XF+ ; 9 ; Эскимо ; 203 
 1191 ; Знак Зенит. Константин Лемешев ;  ;  ; Ж/м ; XF+ ; 12 ; Эскимо ; 201 
 1192 ; Знак Зенит. Юрий Морозов ;  ;  ; Ж/м ; XF ; 19 ; Эскимо ; 203 
 1193 ; Знак Почетный колхозник ;  ;  ; Ж/м,эмаль ; XF- ; 41 ; evseechevvv ; 1223 
 1194 ; Медаль. Международный общественный фонд "Командарм" ;  ;  ; Ж/м ; AU ; 17 ; Эскимо ; 190 
 1195 ; Медаль 125 лет Водолазной службе России ;  ;  ; Ж/м ; AU ; 25 ; жених ; 116 
 1196 ; Медаль В честь 60 летия полного освобождения Ленинграда от фашистской блокады ;  ;  ; Ж/м ; AU ; 5 ; alex241 ; 123 
 1197 ; Знак Метро ;  ;  ; Б/м ; AU ; 38 ; Vitaliy Gridasov ; 207 
 1198 ; Знак 75 лет СПТЖТ ;  ;  ; Б/м ; XF+ ; 3 ; м-о ; 22 
 1199 ; Знак Рижское такси ;  ;  ; Ж/м,эмаль ; XF ; 30 ; Виталий 64 ; 666 
 1200 ; Знак ДСО Сталинец ;  ;  ; Ж/м,эмаль ; XF ; 34 ; Виталий 64 ; 553 
 1201 ; Знак Ж/д техникум не мон двор ;  ;  ; Ж/м,эмаль ; VF-XF ; 43 ; Vitaliy Gridasov ; 1037 
 1202 ; Знак Юрмала техникум 13 выпуск ;  ;  ; Б/м,эмаль ; VF-XF ; 52 ; vladimirV ; 611 
 1203 ; Знак Первенство всесоюзного общ слепых ;  ;  ; Al ; XF ; 29 ; Viking3 ; 134 
 1204 ; Знак Почетный донор №12543 ;  ;  ; Б/м,эмаль ; VF-XF ; 9 ; Russman ; 254 
 1105 ; Медаль. Генрих VI. D-41мм ;  ;  ; Ж/м ; XF ; 11 ; svenstro ; 949 
 1106 ; Плакета Венгрия ;  ;  ; Al ; XF ; 10 ; 1gold ; 21 
 1107 ; Медаль Таллин D-50мм ;  ;  ; Б/м ; F-VF ; 17 ; igaist ; 385 
 1108 ; Жетон 450 лет Мариенберг D-31мм Коробка ;  ;  ; Ж/м ; XF ; 17 ; СТРЕКОЗА ; 28 
 1109 ; Памятная медаль Финляндия D-50мм ;  ;  ; Ж/м ; VF-XF ; 30 ; von_Schwarz ; 172 
 1110 ; Медаль Невероятный Новый Орлеан D-38мм ;  ;  ; Al ; XF ; 7 ; roza77 ; 61 
 1111 ; Жетон. D-22мм. Швеция ;  ;  ; Ж/м ; VF+ ; 7 ; Прохожий_21 ; 23 
 1112 ; Жетон  газовый. Швеция ;  ;  ; Ж/м ; XF ; 26 ; PK101975 ; 26 
 1113 ; Жетон. D-19мм. Швеция ;  ;  ; Ж/м ; XF ; 5 ; Meshok ; 6 
 1114 ; Жетон. D-23мм. Швеция ;  ;  ; Ж/м ; VF+ ; 3 ; PK101975 ; 4 
 1115 ; Жетон. D-21мм. Швеция ;  ;  ; Ж/м ; XF ; 7 ; PK101975 ; 8 
 1116 ; Жетон. D-21мм. Швеция ;  ;  ; Ж/м ; XF- ; 7 ; PK101975 ; 8 
 1117 ; Жетон. Швеция. D-21мм ;  ;  ; Ж/м ; VF ; 9 ; Meshok ; 10 
 1118 ; Наградная Королевская медаль. За лучшую лошадь. Король Густав V. Швеция. D-43мм ; 1933 ;  ; Ag ; VF-XF ; 26 ; Sintez ; 1653 
 1119 ; Жетон 25. Швеция. D-21мм ;  ;  ; Б/м ; XF ; 5 ; ialaiola ; 25 
 1120 ; Монетовидный жетон 10 крон ;  ;  ; Ж/м ; XF ; 10 ; СТРЕКОЗА ; 48 
 1121 ; Монетовидный жетон 10 крон ;  ;  ; Ж/м ; XF ; 8 ; СТРЕКОЗА ; 50 
 1122 ; Медаль10 крон ; 1982 ;  ; Ж/м ; AU ; 4 ; СТРЕКОЗА ; 50 
 1123 ; Медаль 10 крон ;  ;  ; Ж/м ; AU ; 6 ; СТРЕКОЗА ; 50 
 1124 ; Медаль Серебряный юбилей Великобритания D-38мм ; 1977 ;  ; Cu-Ni ; AU ; 6 ; СТРЕКОЗА ; 48 
 1125 ; Плакета Швеция 1956 ;  ;  ; Б/м ; VF ; 22 ; rekaSvir ; 50 
 1126 ; Знак Италия ;  ;  ; Ж/м,эмаль ; XF ; 11 ; оr-123 ; 12 
 1127 ; Знак За успехи в народном хозяйстве ;  ;  ; Ж/м ; AU ; 21 ; -- --- . ; 46 
 1128 ; Знак Банк Россия ; ЛМД ;  ; Ж/м,эмаль ; AU ; 5 ; porte33 ; 102 
 1129 ; Знак 200 лет Театру оперы и балета им. С.М. Кирова ;  ;  ; Ж/м ; AU ; 14 ; porte33 ; 180 
 1130 ; Знак За отличную стрельбу ;  ;  ; Ж/м ; F ; 21 ; Гектор8 ; 1019 
 1131 ; Знак Тренер чемпиона СССР ;  ;  ; Ж/м ; XF ; 2 ; leningrad67 ; 500 
 1132 ; Знак Государственный университет ;  ;  ; Ag,эмаль ; AU ; 10 ; Mikе! ; 922 
 1133 ; Знак За окончание горного института ;  ;  ; Ж/м,эмаль ; XF ; 15 ; Mikе! ; 888 
 1134 ; Знак Юный натуралист СССР ; ММД ;  ; Ж/м,эмаль ; XF ; 26 ; coMcom ; 216 
 1135 ; Знак Мастер связи ; ММД ;  ; Б/м,Ж/м,эмаль ; XF+ ; 20 ; leningrad67 ; 856 
 1136 ; Знак 800 лет Москве ;  ;  ; Ж/м,эмаль ; XF ; 19 ; leningrad67 ; 359 
 1137 ; Знак Почетный работник МедБиоПром ; ММД ;  ; Ж/м,эмаль ; XF ; 7 ; leningrad67 ; 388 
 1138 ; Знак ВОИР. Общество рационализаторов. Удостоверение ; ММД ;  ; Ж/м,эмаль ; XF ; 2 ; vic2 ; 50 
 1139 ; Знак ДОСААФ СССР. Удостоверение ;  ;  ; Al ; XF ; 4 ; cement1986 ; 51 
 1140 ; Знак Мастеру кукурузоводства. Белгородская область РСФСР ;  ;  ; Ж/м,эмаль ; XF+ ; 1 ; leningrad67 ; 500 
 1141 ; Знак Мастеру животноводства. Белгородская область РСФСР ;  ;  ; Ж/м,эмаль ; XF+ ; 17 ; Хаа ; 1383 
 1142 ; Знак За освоение автомобиля. Москвич 2141. АЗЛК 1986 ; ММД ;  ; Ж/м ; AU ; 1 ; leningrad67 ; 250 
 1143 ; Знак Почетный мастер автомобильной промышленности ;  ;  ; Ж/м ; AU ; 2 ; leningrad67 ; 300 
 1144 ; Знак ЮДПД ;  ;  ; Ж/м ; VF+ ; 67 ; cement1986 ; 111 
 1145 ; Знак Тренер чемпиона СССР ;  ;  ; Ж/м ; XF ; 2 ; leningrad67 ; 350 
 1146 ; Знак Всесоюзное театральное общество ; ММД ;  ; Al ; XF+ ; 3 ; Хаа ; 51 
 1147 ; Знак Наставник МВД СССР. 1 ст. ;  ;  ; Al ; XF+ ; 6 ; Superpelmen ; 80 
 1148 ; Знак 40 лет Победы ;  ;  ; Al ; VF-XF ; 4 ; Rober ; 31 
 1149 ; Знак За отличную учебу ДОСААФ СССР ;  ;  ; Al ; VF+ ; 4 ; foh1985 ; 41 
 1150 ; Знак Гостиница Октябрь. Ворошиловград ;  ;  ; Al ; XF ; 2 ; vic2 ; 30 
 1151 ; Знак За отличную учебу ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; XF ; 3 ; cement1986 ; 51 
 1152 ; Знак Наставник молодежи ;  ;  ; Al ; XF- ; 3 ; von_Schwarz ; 102 
 1153 ; Знак Победа 9 мая ;  ;  ; Al ; AU ; 10 ; Lammo ; 37 
 1154 ; Знак 100 лет Благовещенску ;  ;  ; Ж/м,эмаль ; VF ; 1 ; vic2 ; 100 
 1055 ; Медаль Германия D-39мм ;  ;  ; Б/м ; AU ; 20 ; aziya11 ; 67 
 1056 ; Медаль Фридрих II D-35мм ;  ;  ; Б/м ; AU ; 10 ; СТРЕКОЗА ; 21 
 1057 ; Медаль Эйсенбахская ж/д D-30мм ;  ;  ; Б/м ; AU ; 6 ; rekaSvir ; 6 
 1058 ; Медаль Германия D-40мм ;  ;  ; Жм ; VF ; 17 ; aziya11 ; 90 
 1059 ; Медаль Германия D-29мм ;  ;  ; Жм ; AU ; 13 ; Meshok ; 47 
 1060 ; Медаль Бавария D-42мм М-40,14г ;  ;  ; Ag1000 ; AU ; 58 ; (.!.) ; 1615 
 1061 ; Медаль В память 50-летия финского общ художников D-47мм ;  ;  ; Br ; XF+ ; 23 ; vitazalik ; 3728 
 1062 ; Настольная медаль. Пруссия, Германия. 1840. D-42мм ;  ;  ; Ж/м ; VF-XF ; 40 ; kompman ; 2142 
 1063 ; Медаль. Император Наполеон III. Выставка. Франция. D-37мм ;  ;  ; Cu ; XF ; 32 ; kompman ; 509 
 1064 ; Медаль. Евгения Монтихо и Наполеон III. Дворец промышленности, вид на галереи. Франция. D-37мм ;  ;  ; Cu ; AU ; 30 ; kompman ; 927 
 1065 ; Медаль Иоанн Павел II в Ченстохове. D-36мм ;  ;  ; Ж/м ; XF+ ; 9 ; Meshok ; 10 
 1066 ; Медаль 60 лет т Великой Октябрьской социалистической революции .ГДР. D-40мм ;  ;  ; Ж/м ; XF+ ; 15 ; barbos ; 80 
 1067 ; Медаль. Император Наполеон Бонапарт. Встреча Наполеона и Франца II. 4 декабря 1805. Франция. D-40мм ;  ;  ; Br ; VF ; 36 ; svenstro ; 2558 
 1068 ; Медаль. От стрелкового союза охотников. Швеция. D-34мм ;  ;  ; Ag ; XF- ; 15 ; Голдер ; 849 
 1069 ; Медаль. 50-летие Финляндского общества художеств. D-47мм ;  ;  ; Br ; XF ; 17 ; Гектор8 ; 3400 
 1070 ; Медаль. 750 лет Ганноверу. D-40мм ;  ;  ; Б/м ; Proof ; 8 ; СТРЕКОЗА ; 46 
 1071 ; Медаль. Европейский парламент. М-14,88г. D-33мм ;  ;  ; Ag999 ; Proof ; 5 ; (.!.) ; 556 
 1072 ; Медаль. Спортивная. ГДР. D-50мм. Отверстие ;  ;  ; Al ; VF+ ; 1 ; Meshok ; 2 
 1073 ; Медаль. ГДР. D-35мм ;  ;  ; Б/м ; XF+ ; 19 ; 1gold ; 34 
 1074 ; Медаль. Университет Франции. Комиссия по книгам. D-37мм ;  ;  ; Ag ; VF-XF ; 20 ; aviator55 ; 1270 
 1075 ; Медаль Экзаменационная комиссия департамента сены. Франция. D-33мм ;  ;  ; Ag ; AU ; 25 ; svenstro ; 1155 
 1076 ; Медаль 1 чемпионат Европы Греко-Римской борьбе. Будапешт. Австро-Венгрия ; 1911 ;  ; Б/м ; VG ; 24 ; Леонс ; 111 
 1077 ; Жетон. Олимпийским играм (1896-1996) ;  ;  ; Б/м ; AU ; 9 ; SS007 ; 10 
 1078 ; Медаль коронационная. Наполеон и Джозефина. Франция. D-35мм ;  ;  ; Br ; VF ; 30 ; Гектор8 ; 1813 
 1079 ; Медаль Рыцарь Спарты D-38мм ;  ;  ; Al ; XF ; 5 ; roza77 ; 61 
 1080 ; Жетон Германия 3 марки, сертификат ; 2003 ;  ; Cu-Ni ; AU ; 52 ; aziya11 ; 159 
 1081 ; Медаль Копия США  D-40мм ;  ;  ; Ж/м ; AU ; 13 ; Снежный Барс ; 32 
 1082 ; Медаль Копия США  D-40мм ;  ;  ; Ж/м ; AU ; 6 ; Снежный Барс ; 33 
 1083 ; Медаль 200 лет Бранденбургским воротам  D-40мм ;  ;  ; Ж/м ; AU ; 9 ; Ustin ; 46 
 1084 ; Медаль На бракосочетание принца Вильяма и Кетрин Мидлтон D-40мм ;  ;  ; Ж/м ; AU ; 20 ; svenstro ; 175 
 1085 ; Медаль Чемпионат Европы D-40мм ;  ;  ; Б/м ; Proof ; 24 ; seva777 ; 179 
 1086 ; Медаль Германия D-40мм ;  ;  ; Б/м ; Proof ; 9 ; aziya11 ; 52 
 1087 ; Медаль. Георг I. D-41мм ;  ;  ; Ж/м ; XF ; 15 ; TTT84 ; 1008 
 1088 ; Медаль. Генрих II. D-41мм ;  ;  ; Ж/м ; XF- ; 15 ; TTT84 ; 1008 
 1089 ; Медаль. Генрих VII. D-41мм ;  ;  ; Ж/м ; XF ; 15 ; TTT84 ; 1008 
 1090 ; Медаль. Эдуард Iil. D-41мм ;  ;  ; Ж/м ; XF ; 26 ; TTT84 ; 1223 
 1091 ; Медаль. Король Стефан. D-41мм ;  ;  ; Ж/м ; XF ; 14 ; TTT84 ; 1003 
 1092 ; Медаль. Рим. 1908. D-40мм ;  ;  ; Ж/м ; VF+ ; 31 ; leningrad67 ; 170 
 1093 ; Медаль. Драмбургское районное объединение Фалькенбург 1906. D-40мм ;  ;  ; Ж/м ; XF ; 17 ; aviator55 ; 898 
 1094 ; Жетон. Польские мотоциклы. Польша. D-26мм ;  ;  ; Ж/м ; AU ; 13 ; leningrad67 ; 111 
 1095 ; Медаль. Ричард III. D-41мм ;  ;  ; Ж/м ; XF ; 20 ; TTT84 ; 1061 
 1096 ; Медаль. Иоанн Безземельный. D-41мм ;  ;  ; Ж/м ; XF ; 15 ; TTT84 ; 1019 
 1097 ; Медаль. Генрих I. D-41мм ;  ;  ; Ж/м ; XF ; 15 ; TTT84 ; 1008 
 1098 ; Медаль. Вильгельм II Рыжий. D-41мм ;  ;  ; Ж/м ; XF ; 11 ; svenstro ; 949 
 1099 ; Медаль. Генрих IV. D-41мм ;  ;  ; Ж/м ; XF ; 15 ; TTT84 ; 1008 
 1100 ; Медаль. Генрих V. D-41мм ;  ;  ; Ж/м ; XF ; 15 ; TTT84 ; 1008 
 1101 ; Медаль. Генрих III. D-41мм ;  ;  ; Ж/м ; XF ; 15 ; TTT84 ; 1008 
 1102 ; Медаль. Эдуард IV. D-41мм ;  ;  ; Ж/м ; XF ; 15 ; TTT84 ; 1008 
