 5888 ; Бона иностранная 2 шт ;  ;  ;  ;  ; 11 ; doiu33 ; 339 
 609 ; Лот монет России: 1 коп (12шт) ; 1878-1915 ;  ; Cu ; VF/VG ; 14 ; seimens ; 449 
 610 ; Денга допетровская ;  ;  ; Ag ; F-VF ; 26 ; Dahan ; 155 
 611 ; Танга ; 1402-1427 ; Великое Княжество Рязанское. Федор Олегович ; Ag ; VF- ; 47 ; Ma_X_iM ; 816 
 612 ; Денга. Суздальско-Нижегородское кн-во ; 15в ;  ; Ag ; F+ ; 18 ; Dahan ; 234 
 613 ; Денга. Князь Василий Иванович. Обломана ; после 1456 ; Великое Княжество Рязанское ; Ag ; F+ ; 37 ; Al777 ; 1486 
 614 ; Денга. Обломана ; 1425-1462 ; Василий Васильевич(Темный) ; Ag ; F-VF ; 49 ; george56 ; 2550 
 615 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 30 ; stark-2006 ; 73 
 616 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 18 ; stark-2006 ; 189 
 617 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 25 ; stark-2006 ; 76 
 618 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 28 ; stark-2006 ; 124 
 619 ; Полушка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 12 ; Ивпага ; 114 
 620 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 11 ; Играй себе ; 62 
 621 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 7 ; rirosrob ; 53 
 622 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F ; 3 ; aziya11 ; 24 
 623 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 38 
 624 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 15 ; veter44 ; 101 
 625 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 15 ; aziya11 ; 41 
 626 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 13 ; stark-2006 ; 38 
 627 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 18 ; stark-2006 ; 48 
 628 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 21 ; rirosrob ; 53 
 629 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 19 ; stark-2006 ; 42 
 630 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 5 ; aziya11 ; 36 
 631 ; Копейка. Борис Федорович Годунов. Москва ; 1598-1605 ;  ; Ag ; F ; 14 ; stark-2006 ; 51 
 632 ; Денга. Суздальско-Нижегородское кн-во. Даниил. Обломана ; 15в ;  ; Ag ; F+ ; 17 ; aziya11 ; 201 
 633 ; Пуло ; 15в ; Великое Княжество Тверское ; Cu ; F+ ; 15 ; stark-2006 ; 206 
 634 ; Пуло ; 15в ; Великое Княжество Тверское ; Cu ; F+ ; 39 ; lestes ; 313 
 635 ; Пуло ; 15в ; Великое Княжество Тверское ; Cu ; F+ ; 27 ; rirosrob ; 116 
 636 ; Пуло ; 15в ; Великое Княжество Тверское ; Cu ; F+ ; 29 ; rirosrob ; 119 
 637 ; Пуло ; 15в ; Великое Княжество Тверское ; Cu ; F+ ; 8 ; Играй себе ; 42 
 638 ; Пуло ; 15в ; Великое Княжество Тверское ; Cu ; F+ ; 13 ; Играй себе ; 48 
 639 ; Пуло ; 15в ; Великое Княжество Тверское ; Cu ; F+ ; 9 ; aziya11 ; 41 
 640 ; Пуло ; 15в ; Великое Княжество Тверское ; Cu ; F+ ; 11 ; aziya11 ; 41 
 641 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 37 
 642 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 13 ; val211 ; 102 
 643 ; Копейка. Деформация ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 6 ; aziya11 ; 37 
 644 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 11 ; stark-2006 ; 58 
 645 ; Копейка ; 1584-1598 ; Федор Иванович Новгородский денежный двор ; Ag ; F-VF ; 21 ; george56 ; 306 
 646 ; Копейка. Деформация ; 1598-1605 ; Борис Годунов Псковский ден.двор ; Ag ; F-VF ; 46 ; stark-2006 ; 140 
 647 ; Копейка ; 1605-1606 ; Дмитрий Иванович(Лжедмитрий I) Псковский ден.двор ; Ag ; F-VF ; 49 ; НЗ ; 1200 
 648 ; Копейка ; 1645-1676 ; Алексей Михайлович ; Ag ; F-VF ; 25 ; lestes ; 104 
 649 ; Копейка. Деформация ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; F-VF ; 17 ; НЗ ; 194 
 650 ; Копейка. Деформация ; 1611-1617 ; Шведская оккупация.Новгород ; Ag ; F-VF ; 17 ; Andrei2007 ; 68 
 551 ; 5 пенни ; 1908 ; Финляндия ; Cu ; XF- ; 11 ; mask ; 77 
 552 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 15 ; Andrei2007 ; 61 
 553 ; 5 пенни ; 1913 ; Финляндия ; Cu ; VF ; 9 ; Andrei2007 ; 55 
 554 ; 5 пенни ; 1914 ; Финляндия ; Cu ; XF- ; 10 ; Andrei2007 ; 50 
 555 ; 5 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 10 ; Andrei2007 ; 50 
 556 ; 5 пенни ; 1915 ; Финляндия ; Cu ; AU ; 53 ; Сдг ; 131 
 557 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF ; 13 ; Сдг ; 90 
 558 ; 5 пенни ; 1916 ; Финляндия ; Cu ; AU ; 5 ; rusalko ; 114 
 559 ; 5 пенни. Вензель ; 1917 ; Финляндия. Вензель ; Cu ; XF ; 19 ; mishael07 ; 114 
 560 ; 5 пенни. Вензель ; 1917 ; Финляндия. Вензель ; Cu ; AU ; 15 ; Тёркин ; 159 
 561 ; 5 пенни. Орел ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 23 ; кузнец ; 125 
 562 ; 5 пенни. Орел ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 80 ; vladimir12 ; 196 
 563 ; 1 пенни ; 1866 ; Финляндия ; Cu ; VF ; 33 ; Jauho ; 820 
 564 ; 1 пенни ; 1871 ; Финляндия ; Cu ; VF- ; 37 ; qeri ; 1031 
 565 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF-XF ; 3 ; sergius ; 255 
 566 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF+ ; 9 ; seimens ; 241 
 567 ; 1 пенни ; 1888 ; Финляндия ; Cu ; XF ; 28 ; tanker1975 ; 468 
 568 ; 1 пенни ; 1891 ; Финляндия ; Cu ; VF ; 26 ; qeri ; 336 
 569 ; 1 пенни ; 1892 ; Финляндия ; Cu ; VF+ ; 15 ; seimens ; 482 
 570 ; 1 пенни ; 1893 ; Финляндия ; Cu ; XF- ; 1 ; Mike! ; 344 
 571 ; 1 пенни ; 1894 ; Финляндия ; Cu ; XF- ; 2 ; solder13 ; 272 
 572 ; 1 пенни ; 1914 ; Финляндия ; Cu ; AU ; 37 ; stark-2006 ; 153 
 573 ; 1 пенни ; 1915 ; Финляндия ; Cu ; AU ; 17 ; 06031983 ; 227 
 574 ; 1 пенни ; 1915 ; Финляндия ; Cu ; VF-XF ; 13 ; stark-2006 ; 101 
 575 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 17 ; stark-2006 ; 68 
 576 ; 1 пенни ; 1917 ; Финляндия ; Cu ; VF-XF ; 23 ; Дмитрий475 ; 134 
 577 ; Лот монет Финляндии: 5 пенни (20шт) ; 1911-1917 ;  ; Cu ; VF-AU ; 24 ; seimens ; 888 
 578 ; Лот монет Финляндии: 10 пенни (10шт) ; 1911-1916 ;  ; Cu ; VF/VF+ ; 41 ; zemlyk2014 ; 1246 
 579 ; Лот монет России: 3 коп (6шт) ; 1899-1916 ;  ; Cu ; F+/G ; 20 ; Vitaly26 ; 251 
 580 ; Лот монет России: 1 коп (7шт) ; 1855-1913 ;  ; Cu ; F+/G ; 21 ; Vitaly26 ; 251 
 581 ; Лот монет России: 2,1/2 коп (4шт) ; 1766-1841,1855? ;  ; Cu ; VG/G ; 9 ; ББосс ; 97 
 582 ; Лот монет России (14шт): денга, полушка ; 18в ;  ; Cu ; VG/G ; 6 ; 16840 ; 567 
 583 ; Лот монет России: 2 коп (6шт) ; 1872-1916 ;  ; Cu ; F/G ; 12 ; Vitaly26 ; 251 
 584 ; Лот монет России: 3,2,1/2 коп (8шт) ; 1898-1915 ;  ; Cu ; VF/F-VF ; 13 ; seimens ; 791 
 585 ; Лот монет России (7шт): денга, полушка ; 1735-1915 ;  ; Cu ; F/G ; 15 ; крайний ; 226 
 586 ; Лот монет России (4шт): 3к,1к, денга ; 1706-1907 ;  ; Cu ; F+/G ; 13 ; avc ; 272 
 587 ; Лот монет России: 5,3,2,1,1/2,1/4 коп (6шт) ; 1908-1915 ;  ; Cu ; XF/VF- ; 41 ; stok ; 3302 
 588 ; Лот монет России: 1 коп (10шт) ; 1890-1913 ;  ; Cu ; VF/F+ ; 11 ; себер ; 346 
 589 ; Лот монет России: 3,2,1 коп (10шт) ; 1872-1915 ;  ; Cu ; VF-/VG ; 40 ; zemlyk2014 ; 412 
 590 ; Лот монет России (11шт): 2к, денга, полушка ; 1700-е-1887 ;  ; Cu ; VG/G ; 28 ; zemlyk2014 ; 420 
 591 ; Лот монет России: 5,3,2,1,1/4 коп (10шт) ; 1811-1924 ;  ; Cu ; F+/G ; 7 ; zemlyk2014 ; 207 
 592 ; Лот монет России (9шт): 3к,2к,1/2к ; 1800-1913 ;  ; Cu ; F/G ; 22 ; VOLKODAVS5 ; 765 
 593 ; Лот монет России (10шт): денга ; 1700-е-1753 ;  ; Cu ; F-/G ; 35 ; asnik ; 1430 
 594 ; Лот монет России (26шт): 1 копейка ; 1896-1915 ;  ; Cu ; VF-/XF- ; 25 ; Black rider ; 1184 
 595 ; Лот монет России (11шт): 2 копейки ; 1801 ;  ; Cu ; VF-/F ; 18 ; Andrei2007 ; 1134 
 596 ; Лот монет России (5шт): 5к,2к ; 1757-1835 ;  ; Cu ; F-/G ; 19 ; yunonik ; 359 
 597 ; Лот монет России: 5,3 коп (10шт) ; 1869-1912 ;  ; Cu ; VG/G ; 18 ; Vitaly26 ; 255 
 598 ; Лот монет России: 3 коп (12шт) ; 1868-1916 ;  ; Cu ; VF-/G ; 21 ; seimens ; 399 
 599 ; Лот монет России: 2 коп (13шт) ; 1881-1916 ;  ; Cu ; VF/G ; 11 ; seimens ; 349 
 600 ; Лот монет России: 2 коп (8шт) ; 1757-1816 ;  ; Cu ; VG/G ; 15 ; soms ; 218 
 501 ; Полушка ; 1766 ; ЕМ ; Cu ; F-VF ; 18 ; Ferros ; 579 
 502 ; 1/4 копейки ; 1841 ; СПМ ; Cu ; VF+ ; 29 ; seimens ; 499 
 503 ; Полушка ; 1850 ; ЕМ ; Cu ; VF- ; 19 ; Piligrim ; 867 
 504 ; 1/4 копейки ; 1868 ; ЕМ ; Cu ; AU/XF ; 50 ; мак-сим ; 5190 
 505 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; XF- ; 5 ; Ferros ; 1134 
 506 ; 1/4 копейки ; 1900 ; СПБ ; Cu ; AU/XF ; 20 ; Ferros ; 885 
 507 ; 1/4 копейки ; 1909 ; СПБ ; Cu ; XF+ ; 54 ; Ferros ; 2000 
 508 ; 3 копейки "оккупация" ; 1916A ;  ; Fe ; VF+ ; 37 ; stark-2006 ; 952 
 509 ; 2 копейки "оккупация" ; 1916A ;  ; Fe ; VF- ; 24 ; stark-2006 ; 793 
 510 ; 1 копейка "оккупация" ; 1916A ;  ; Fe ; VF- ; 35 ; stark-2006 ; 826 
 511 ; 2 пара-3 копейки ; 1773 ; Валахия ; Cu ; VG ; 25 ; кузнец ; 1122 
 512 ; 1 грош ; 1816 ; IB Польша ; Cu ; VF ; 41 ; dimas ; 5034 
 513 ; 10 пенни ; 1865 ; Финляндия ; Cu ; F+ ; 8 ; Mike! ; 132 
 514 ; 10 пенни ; 1866 ; Финляндия ; Cu ; F-VF ; 4 ; Mike! ; 148 
 515 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF+ ; 83 ; vladimir12 ; 1383 
 516 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF ; 8 ; Sky2 ; 192 
 517 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF- ; 7 ; imi ; 135 
 518 ; 10 пенни ; 1876 ; Финляндия ; Cu ; F-VF ; 10 ; ДУНКАН МАКЛАУД ; 227 
 519 ; 10 пенни ; 1896 ; Финляндия ; Cu ; VF ; 24 ; rustamsp ; 320 
 520 ; 10 пенни ; 1897 ; Финляндия ; Cu ; VF+ ; 21 ; timka6 ; 368 
 521 ; 10 пенни ; 1899 ; Финляндия ; Cu ; VF ; 21 ; stok ; 180 
 522 ; 10 пенни ; 1900 ; Финляндия ; Cu ; VF ; 15 ; stok ; 158 
 523 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF+ ; 16 ; zemlyk2014 ; 161 
 524 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF+ ; 17 ; imi ; 162 
 525 ; 10 пенни ; 1908 ; Финляндия ; Cu ; VF ; 16 ; stok ; 135 
 526 ; 10 пенни ; 1910 ; Финляндия ; Cu ; VF+ ; 16 ; Дмитрий475 ; 244 
 527 ; 10 пенни ; 1911 ; Финляндия ; Cu ; VF ; 17 ; zemlyk2014 ; 153 
 528 ; 10 пенни ; 1912 ; Финляндия ; Cu ; VF+ ; 29 ; R.V.R ; 238 
 529 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF- ; 20 ; SergN ; 174 
 530 ; 10 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 22 ; zemlyk2014 ; 129 
 531 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 10 ; mishael07 ; 131 
 532 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 11 ; mask ; 128 
 533 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF ; 9 ; imi ; 128 
 534 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF ; 12 ; mask ; 137 
 535 ; 10 пенни ; 1917 ; Финляндия. Вензель ; Cu ; VF+ ; 29 ; stok ; 601 
 536 ; 10 пенни ; 1917 ; Финляндия. Вензель ; Cu ; VF-XF ; 34 ; Ferros ; 939 
 537 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF ; 57 ; Andrey19 ; 340 
 538 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF ; 31 ; kkir ; 345 
 539 ; 5 пенни ; 1866 ; Финляндия ; Cu ; F+ ; 18 ; ББосс ; 61 
 540 ; 5 пенни ; 1867 ; Финляндия ; Cu ; F+ ; 12 ; kkir ; 79 
 541 ; 5 пенни ; 1875 ; Финляндия ; Cu ; XF- ; 15 ; Harder ; 1835 
 542 ; 5 пенни ; 1889 ; Финляндия ; Cu ; VF ; 26 ; Mike! ; 442 
 543 ; 5 пенни ; 1892 ; Финляндия ; Cu ; VF+ ; 50 ; avc ; 453 
 544 ; 5 пенни ; 1896 ; Финляндия ; Cu ; VF+ ; 18 ; rustamsp ; 357 
 545 ; 5 пенни ; 1897 ; Финляндия ; Cu ; VF+ ; 10 ; Дмитрий475 ; 349 
 546 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF- ; 2 ; imi ; 114 
 547 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF+ ; 13 ; Дмитрий475 ; 227 
 548 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF+ ; 23 ; mask ; 79 
 549 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF ; 9 ; zemlyk2014 ; 51 
 550 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 15 ; Andrei2007 ; 65 
 451 ; Денга ; 1704 ;  ; Cu ; F+ ; 29 ; Ник 2 ; 1769 
 452 ; Денга ; 1731 ;  ; Cu ; F-VF ; 12 ; gav1980 ; 225 
 453 ; Денга ; 1731 ;  ; Cu ; F+ ; 8 ; gav1980 ; 237 
 454 ; Денга ; 1735 ;  ; Cu ; VF+ ; 20 ; gav1980 ; 2040 
 455 ; Денга ; 1735 ;  ; Cu ; F-VF ; 11 ; почтальон ; 104 
 456 ; Денга ; 1736 ;  ; Cu ; F ; 13 ; stark-2006 ; 72 
 457 ; Денга ; 1737 ;  ; Cu ; VF- ; 25 ; stark-2006 ; 179 
 458 ; Денга ; 1737 ;  ; Cu ; F+ ; 25 ; R.V.R ; 169 
 459 ; Денга ; 1738 ;  ; Cu ; F+ ; 20 ; stark-2006 ; 47 
 460 ; Денга ; 1739 ;  ; Cu ; F+ ; 15 ; stark-2006 ; 82 
 461 ; Денга ; 1748 ;  ; Cu ; F-VF ; 6 ; stark-2006 ; 57 
 462 ; Денга ; 1749 ;  ; Cu ; F+ ; 14 ; stark-2006 ; 82 
 463 ; Денга. Брак чеканки ; 1750 ;  ; Cu ; F+ ; 22 ; 663 ; 453 
 464 ; Денга ; 1767 ; ЕМ ; Cu ; F-VF ; 7 ; гоша334 ; 357 
 465 ; Денга ; 1770 ; ЕМ ; Cu ; F-VF ; 27 ; maks169 ; 282 
 466 ; Денга ; 1793 ; ЕМ ; Cu ; VF- ; 24 ; R.V.R ; 360 
 467 ; Денга (Петров-1р, Ильин-1р) ; 1795 ; КМ ; Cu ; VF- ; 41 ; RusScat ; 2601 
 468 ; Деньга ; 1797 ; ЕМ ; Cu ; VF- ; 13 ; Piligrim ; 1122 
 469 ; Деньга (Петров-1р) ; 1811 ; ИМ МК ; Cu ; VF-XF ; 33 ; Ник 2 ; 3572 
 470 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; VF+ ; 34 ; Данила ; 816 
 471 ; Денежка ; 1851 ; ЕМ ; Cu ; VF-XF ; 13 ; Ferros ; 708 
 472 ; Денежка ; 1852 ; ЕМ ; Cu ; VF+ ; 23 ; Sky2 ; 1002 
 473 ; Денежка ; 1857 ; ЕМ ; Cu ; VF+ ; 6 ; Ferros ; 629 
 474 ; Денежка ; 1858 ; ЕМ ; Cu ; VF+ ; 11 ; Mike! ; 499 
 475 ; Денежка ; 1859 ; ЕМ ; Cu ; VF+ ; 21 ; 224000 ; 579 
 476 ; 1/2 копейки ; 1878 ; СПБ ; Cu ; VF-XF ; 54 ; RusScat ; 2267 
 477 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; AU/XF ; 32 ; Black rider ; 561 
 478 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; VF+ ; 17 ; 224000 ; 179 
 479 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 6 ; ИГОРЬ 22 ; 153 
 480 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; VF- ; 20 ; Ferros ; 200 
 481 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF+ ; 17 ; Black rider ; 408 
 482 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; XF- ; 25 ; fouli ; 153 
 483 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 23 ; Black rider ; 512 
 484 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 25 ; Romazolotarev ; 121 
 485 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 16 ; stark-2006 ; 104 
 486 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 19 ; imi ; 126 
 487 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 18 ; stark-2006 ; 104 
 488 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 14 ; себер ; 90 
 489 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; VF-XF ; 18 ; stark-2006 ; 114 
 490 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 20 ; себер ; 94 
 491 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; VF-XF ; 16 ; почтальон ; 204 
 492 ; 1/2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 31 ; почтальон ; 291 
