 5865 ; Бона иностранная. Перу ;  ;  ;  ; AU ; 63 ; mart_si ; 223 
 645 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 17 ; Xxzx ; 140 
 646 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 14 ; Xxzx ; 142 
 647 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский денежный двор ; Ag ; F-VF ; 5 ; Xxzx ; 114 
 648 ; Денга ; 1533-1584 ; Иван IV Васильевич. Тверской денежный двор ; Ag ; F-VF ; 19 ; Xxzx ; 181 
 649 ; Полушка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 43 ; monos72 ; 3174 
 650 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; F-VF ; 30 ; rf47 ; 136 
 651 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 53 ; zoom30 ; 535 
 652 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородский денежный двор ; Ag ; F-VF ; 27 ; persik ; 53 
 653 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 11 ; imperator33 ; 50 
 654 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 7 ; aziya11 ; 38 
 655 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 17 ; aziya11 ; 41 
 656 ; Копейка ; 1613-1645 ; Михаил Федорович Московский ден.двор ; Ag ; F-VF ; 11 ; g7 ; 68 
 557 ; 10 пенни ; 1865 ; Финляндия ; Cu ; VF ; 16 ; kostya12.04.1994 ; 128 
 558 ; 10 пенни ; 1866 ; Финляндия ; Cu ; VF- ; 18 ; Стасыч ; 128 
 559 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF ; 28 ; urik21121 ; 360 
 560 ; 10 пенни ; 1891 ; Финляндия ; Cu ; VF+ ; 43 ; astronotus ; 1383 
 561 ; 10 пенни ; 1899 ; Финляндия ; Cu ; VF ; 14 ; imi ; 90 
 562 ; 10 пенни ; 1900 ; Финляндия ; Cu ; VF+ ; 22 ; Каенн ; 114 
 563 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF-XF ; 37 ; Mick 1 ; 257 
 564 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF+ ; 14 ; Stanislavskiy-89 ; 225 
 565 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF-XF ; 27 ; полк ; 371 
 566 ; 10 пенни ; 1908 ; Финляндия ; Cu ; VF-XF ; 23 ; kotok ; 136 
 567 ; 10 пенни ; 1910 ; Финляндия ; Cu ; XF- ; 26 ; Stanislavskiy-89 ; 367 
 568 ; 10 пенни ; 1911 ; Финляндия ; Cu ; XF- ; 15 ; Stanislavskiy-89 ; 302 
 569 ; 10 пенни ; 1912 ; Финляндия ; Cu ; XF- ; 31 ; Stanislavskiy-89 ; 714 
 570 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF ; 24 ; dim66 ; 136 
 571 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 22 ; Mick 1 ; 158 
 572 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 31 ; A.G ; 194 
 573 ; 10 пенни ; 1916 ; Финляндия ; Cu ; AU/XF ; 13 ; Andrew66 ; 1020 
 574 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF+ ; 48 ; dim66 ; 275 
 575 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 69 ; saha_2001 ; 980 
 576 ; 5 пенни ; 1899 ; Финляндия ; Cu ; XF ; 13 ; полк ; 159 
 577 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 24 ; dima-sml ; 90 
 578 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF-XF ; 9 ; Каенн ; 102 
 579 ; 5 пенни ; 1912 ; Финляндия ; Cu ; XF- ; 17 ; полк ; 128 
 580 ; 5 пенни ; 1913 ; Финляндия ; Cu ; XF ; 10 ; Каенн ; 102 
 581 ; 5 пенни ; 1914 ; Финляндия ; Cu ; XF+ ; 18 ; кондор ; 80 
 582 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF+ ; 24 ; Angal ; 75 
 583 ; 5 пенни ; 1916 ; Финляндия ; Cu ; AU ; 49 ; saha_2001 ; 387 
 584 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 9 ; dima-sml ; 53 
 585 ; 5 пенни ; 1917 ; Финляндия. Вензель ; Cu ; XF- ; 22 ; Стасыч ; 126 
 586 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 8 ; tanker1975 ; 72 
 587 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF- ; 9 ; tanker1975 ; 102 
 588 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; AU ; 40 ; saha_2001 ; 363 
 589 ; 1 пенни ; 1865 ; Финляндия ; Cu ; VF-XF ; 54 ; efim ; 5445 
 590 ; 1 пенни ; 1866 ; Финляндия ; Cu ; XF- ; 18 ; Olimpia ; 1855 
 591 ; 1 пенни ; 1867 ; Финляндия ; Cu ; XF+ ; 41 ; Сыч ; 2267 
 592 ; 1 пенни ; 1869 ; Финляндия ; Cu ; XF ; 30 ; Olimpia ; 4194 
 593 ; 1 пенни ; 1871 ; Финляндия ; Cu ; AU ; 38 ; Olimpia ; 4474 
 594 ; 1 пенни ; 1874 ; Финляндия ; Cu ; AU ; 70 ; Olimpia ; 3071 
 595 ; 1 пенни ; 1875 ; Финляндия ; Cu ; AU ; 75 ; saha_2001 ; 3050 
 596 ; 1 пенни ; 1883 ; Финляндия ; Cu ; XF+ ; 33 ; Olimpia ; 484 
 597 ; 1 пенни ; 1888 ; Финляндия ; Cu ; AU ; 36 ; konstk2 ; 1700 
 598 ; 1 пенни ; 1891 ; Финляндия ; Cu ; XF+ ; 56 ; Olimpia ; 744 
 599 ; 1 пенни ; 1892 ; Финляндия ; Cu ; XF+ ; 44 ; Olimpia ; 735 
 600 ; 1 пенни ; 1892 ; Финляндия ; Cu ; XF ; 23 ; vlk_ ; 286 
 601 ; 1 пенни ; 1893 ; Финляндия ; Cu ; UNC/AU ; 94 ; Olimpia ; 1836 
 602 ; 1 пенни ; 1894 ; Финляндия ; Cu ; UNC/AU ; 71 ; Sergio L ; 1584 
 603 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF-XF ; 33 ; себер ; 227 
 604 ; 1 пенни ; 1898 ; Финляндия ; Cu ; XF- ; 18 ; Mick 1 ; 161 
 605 ; 1 пенни ; 1898 ; Финляндия ; Cu ; VF-XF ; 11 ; ГдРъ ; 164 
 606 ; 1 пенни ; 1899 ; Финляндия ; Cu ; AU ; 69 ; konstk2 ; 861 
 507 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 10 ; tanker1975 ; 79 
 508 ; 1/2 копейки ; 1840 ; СПМ ; Cu ; VF ; 43 ; pvg111 ; 404 
 509 ; 1/2 копейки ; 1841 ; СПМ ; Cu ; VF- ; 24 ; igor26 ; 498 
 510 ; 1/2 копейки ; 1842 ; СПМ ; Cu ; VF ; 23 ; pvg111 ; 403 
 511 ; 1/2 копейки ; 1843 ; ЕМ ; Cu ; F-VF ; 8 ; igor26 ; 143 
 512 ; 1/2 копейки ; 1844 ; СМ ; Cu ; VF- ; 27 ; stark-2006 ; 204 
 513 ; Денежка ; 1851 ; ЕМ ; Cu ; VF ; 29 ; electra ; 653 
 514 ; Денежка ; 1853 ; ЕМ ; Cu ; F-VF ; 17 ; ГдРъ ; 126 
 515 ; Денежка ; 1854 ; ЕМ ; Cu ; F+ ; 13 ; никсер ; 114 
 516 ; Денежка ; 1854 ; ЕМ ; Cu ; F ; 15 ; Володя ; 114 
 517 ; Денежка ; 1856 ; ЕМ ; Cu ; VF- ; 25 ; stark-2006 ; 128 
 518 ; Денежка ; 1857 ; ЕМ ; Cu ; F-VF ; 14 ; kuzma-1 ; 128 
 519 ; Денежка ; 1858 ; ЕМ ; Cu ; F+ ; 49 ; astronotus ; 333 
 520 ; Денежка ; 1859 ; ЕМ ; Cu ; F-VF ; 19 ; Piligrim ; 477 
 521 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; AU ; 41 ; lexco ; 1400 
 522 ; 1/2 копейки ; 1899 ; СПБ ; Cu ;  ; 39 ; ss13 ; 809 
 523 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; AU ; 15 ; 06031983 ; 638 
 524 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; AU ; 9 ; veles25r ; 1259 
 525 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 13 ; veles25r ; 1000 
 526 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 13 ; veles25r ; 1000 
 527 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF- ; 3 ; dima-sml ; 61 
 528 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; XF+ ; 32 ; ss13 ; 286 
 529 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU ; 18 ; veles25r ; 1000 
 530 ; 1/2 копейки ; 1915 ;  ; Cu ; AU ; 22 ; veles25r ; 1000 
 531 ; Полушка ; 1704 ;  ; Cu ; F-VF ; 55 ; RusScat ; 2154 
 532 ; Полушка ; 1707 ;  ; Cu ; VG ; 25 ; nikfed ; 2100 
 533 ; Полушка ; 1719 ;  ; Cu ; F-VF ; 50 ; alekseynn ; 1022 
 534 ; Полушка ; 1720 ; НД ; Cu ; F-VF ; 13 ; SarankyKot ; 235 
 535 ; Полушка ; 1720 ;  ; Cu ; F+ ; 62 ; alekseynn ; 897 
 536 ; Полушка ; 1734 ; Орёл 1730 г. ; Cu ; F- ; 6 ; sova159 ; 28 
 537 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F-VF ; 7 ; gav1980 ; 82 
 538 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F+ ; 7 ; gav1980 ; 82 
 539 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; F ; 17 ; gav1980 ; 80 
 540 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F+ ; 5 ; Володя ; 51 
 541 ; Полушка ; 1736 ; Орёл 1730 г. ; Cu ; F+ ; 7 ; Володя ; 32 
 542 ; Полушка ; 1738 ; Орёл 1730 г. ; Cu ; F+ ; 16 ; avm2665 ; 60 
 543 ; Полушка ; 1741 ; Орёл 1730 г. ; Cu ; F-VF ; 23 ; ГдРъ ; 1529 
 544 ; Полушка ; 1757 ;  ; Cu ; F+ ; 28 ; Piligrim ; 771 
 545 ; Полушка ; 1759 ;  ; Cu ; F- ; 12 ; Володя ; 159 
 546 ; Полушка ; 1766 ; ЕМ ; Cu ; F-VF ; 11 ; tsv72 ; 235 
 547 ; Полушка ; 1767 ; ЕМ ; Cu ; F ; 9 ; Vasilyi9 ; 204 
 548 ; Полушка ; 1768 ; ЕМ ; Cu ; F-VF ; 8 ; shknikolay ; 227 
 549 ; Полушка ; 1768 ; ЕМ ; Cu ; VG ; 3 ; rirosrob ; 105 
 550 ; Полушка ; 1789 ; ЕМ ; Cu ; VF ; 41 ; tsv72 ; 625 
 551 ; 1/4 копейки ; 1840 ; ЕМ ; Cu ; VF+ ; 21 ; Piligrim ; 561 
 552 ; Полушка ; 1857 ; ЕМ ; Cu ; VF+ ; 58 ; 4850 ; 2518 
 553 ; 1/4 копейки ; 1886 ; СПБ ; Cu ; XF+ ; 52 ; astronotus ; 3018 
 554 ; 1/4 копейки ; 1890 ; СПБ ; Cu ; XF+ ; 48 ; efim ; 5667 
 555 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 21 ; мак-сим ; 1000 
 556 ; 1/4 копейки ; 1915 ;  ; Cu ; AU ; 105 ; maxm812 ; 9066 
 457 ; Денга ; 1731 ;  ; Cu ; F-VF ; 11 ; gav1980 ; 153 
 458 ; Денга ; 1731 ;  ; Cu ; F+ ; 6 ; Thomson ; 128 
 459 ; Денга ; 1734 ;  ; Cu ; F+ ; 4 ; gav1980 ; 57 
 460 ; Денга ; 1735 ;  ; Cu ; VF- ; 45 ; igor26 ; 403 
 461 ; Денга ; 1735 ;  ; Cu ; F+ ; 5 ; gav1980 ; 72 
 462 ; Денга. Брак чеканки ; 1735 ;  ; Cu ; VG ; 18 ; murka1973 ; 153 
 463 ; Денга ; 1736 ;  ; Cu ; VF- ; 25 ; gav1980 ; 497 
 464 ; Денга ; 1736 ;  ; Cu ; F-VF ; 39 ; gav1980 ; 357 
 465 ; Денга ; 1737 ;  ; Cu ; VF ; 31 ; gav1980 ; 261 
 466 ; Денга ; 1737 ;  ; Cu ; F+ ; 10 ; R.V.R ; 114 
 467 ; Денга ; 1737 ;  ; Cu ; F ; 9 ; кондор ; 46 
 468 ; Денга ; 1737 ;  ; Cu ; F ; 5 ; кондор ; 75 
 469 ; Денга ; 1738 ;  ; Cu ; F-VF ; 5 ; arsenich-s ; 46 
 470 ; Денга ; 1738 ;  ; Cu ; F+ ; 5 ; oleg1129 ; 53 
 471 ; Денга ; 1739 ;  ; Cu ; F+ ; 15 ; oleg1129 ; 97 
 472 ; Денга ; 1739 ;  ; Cu ; F+ ; 3 ; кондор ; 41 
 473 ; Денга ; 1740 ;  ; Cu ; F-VF ; 5 ; t_v_v ; 55 
 474 ; Денга ; 1740 ;  ; Cu ; F+ ; 7 ; rirosrob ; 72 
 475 ; Денга ; 1740 ;  ; Cu ; F-VF ; 17 ; gav1980 ; 67 
 476 ; Денга ; 1741 ;  ; Cu ; F-VF ; 7 ; кондор ; 101 
 477 ; Денга ; 1741 ;  ; Cu ; F+ ; 12 ; кондор ; 312 
 478 ; Денга ; 1743 ;  ; Cu ; F-VF ; 20 ; oleg1129 ; 177 
 479 ; Денга ; 1743 ;  ; Cu ; F+ ; 7 ; gav1980 ; 51 
 480 ; Денга ; 1744 ;  ; Cu ; F+ ; 9 ; Володя ; 104 
 481 ; Денга ; 1746 ;  ; Cu ; F-VF ; 23 ; ГдРъ ; 302 
 482 ; Денга ; 1747 ;  ; Cu ; F-VF ; 6 ; nimbus123 ; 143 
 483 ; Денга ; 1748 ;  ; Cu ; F-VF ; 10 ; arsenich-s ; 100 
 484 ; Денга ; 1748 ;  ; Cu ; F-VF ; 7 ; byrozka ; 102 
 485 ; Денга ; 1748 ;  ; Cu ; F+ ; 5 ; gav1980 ; 51 
 486 ; Денга ; 1749 ;  ; Cu ; VF ; 42 ; R.V.R ; 375 
 487 ; Денга ; 1749 ;  ; Cu ; F ; 9 ; Володя ; 42 
 488 ; Денга ; 1749 ;  ; Cu ; F+ ; 7 ; Володя ; 41 
 489 ; Денга ; 1749 ;  ; Cu ; F+ ; 5 ; boroda ; 46 
 490 ; Денга ; 1749 ;  ; Cu ; F-VF ; 9 ; кондор ; 82 
 491 ; Денга ; 1750 ;  ; Cu ; VF- ; 17 ; Angal ; 203 
 492 ; Денга ; 1750 ;  ; Cu ; F+ ; 7 ; byrozka ; 46 
 493 ; Денга ; 1750 ;  ; Cu ; F+ ; 5 ; Володя ; 41 
 494 ; Денга. Брак чеканки ; 1751 ;  ; Cu ; VF- ; 40 ; 1010110 ; 714 
 495 ; Денга ; 1751 ;  ; Cu ; F ; 5 ; Володя ; 50 
 496 ; Денга ; 1754 ;  ; Cu ; F+ ; 27 ; arsenich-s ; 378 
 497 ; Денга ; 1757 ;  ; Cu ; F-VF ; 7 ; tsv72 ; 114 
 498 ; Денга ; 1758 ;  ; Cu ; F-VF ; 18 ; ДИСЫЧ ; 351 
 499 ; Денга ; 1760 ;  ; Cu ; VG ; 13 ; Andrei2007 ; 46 
 500 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; VG ; 20 ; bva150979 ; 510 
 501 ; Денга ; 1779 ; КМ "Сибирь" ; Cu ; F-VF ; 16 ; Vova1950 ; 600 
 502 ; Денга ; 1786 ; ЕМ ; Cu ; VG ; 40 ; DmitriPartei ; 587 
 503 ; Денга ; 1795 ; ЕМ ; Cu ; VF- ; 29 ; tsv72 ; 459 
 504 ; Деньга ; 1798 ; ЕМ ; Cu ; F+ ; 17 ; astronotus ; 426 
 505 ; Деньга ; 1819 ; ЕМ НМ ; Cu ; VF ; 23 ; ГдРъ ; 257 
 506 ; 1/2 копейки ; 1840 ; ЕМ ; Cu ; VF-XF ; 24 ; Piligrim ; 487 
 407 ; Копейка ; 1847 ; СМ ; Cu ; F+ ; 23 ; ГдРъ ; 340 
 408 ; Копейка ; 1852 ; ЕМ ; Cu ;  ; 11 ; Волк33 ; 333 
 409 ; Копейка ; 1853 ; ЕМ ; Cu ; F+ ; 7 ; Володя ; 114 
 410 ; Копейка ; 1853 ; ЕМ ; Cu ; F ; 7 ; ANGEL 23 ; 101 
 411 ; Копейка ; 1856 ; ЕМ ; Cu ; VF- ; 13 ; gdrg2 ; 212 
 412 ; Копейка ; 1857 ; ЕМ ; Cu ; F ; 9 ; bva150979 ; 133 
 413 ; Копейка ; 1858 ; ЕМ ; Cu ; F+ ; 13 ; tsv72 ; 155 
 414 ; Копейка ; 1859 ; ЕМ Корона шире ; Cu ; F+ ; 7 ; bva150979 ; 206 
 415 ; Копейка ; 1860 ; ЕМ ; Cu ; F-VF ; 25 ; igor26 ; 189 
 416 ; Копейка ; 1861 ; ЕМ ; Cu ; VF- ; 7 ; kolbur ; 155 
 417 ; Копейка ; 1861 ; ЕМ ; Cu ; F+ ; 13 ; Володя ; 114 
 418 ; Копейка ; 1862 ; ЕМ ; Cu ; F-VF ; 7 ; solder13 ; 245 
 419 ; Копейка ; 1864 ; ЕМ ; Cu ; F-VF ; 24 ; Виталий 64 ; 331 
 420 ; Копейка ; 1865 ; ЕМ ; Cu ; F-VF ; 22 ; нионила ; 266 
 421 ; Копейка ; 1865 ; ЕМ ; Cu ; VG ; 5 ; Vasilyi9 ; 57 
 422 ; Копейка ; 1866 ; ЕМ ; Cu ; F+ ; 21 ; ARhimed ; 378 
 423 ; Копейка ; 1869 ; ЕМ ; Cu ; F+ ; 24 ; vowa ; 138 
 424 ; Копейка ; 1870 ; ЕМ ; Cu ; VF-XF ; 55 ; Xxzx ; 1134 
 425 ; Копейка ; 1870 ; ЕМ ; Cu ; F-VF ; 15 ; Ратамахатта ; 800 
 426 ; Копейка (Ильин-1р) ; 1871 ; ЕМ ; Cu ; VF ; 17 ; Xxzx ; 3556 
 427 ; Копейка ; 1874 ; ЕМ ; Cu ; F-VF ; 15 ; ssss ; 317 
 428 ; Копейка ; 1875 ; ЕМ ; Cu ; VF+ ; 73 ; Xxzx ; 2234 
 429 ; Копейка ; 1876 ; СПБ ; Cu ; F+ ; 35 ; ct200h ; 521 
 430 ; Копейка ; 1877 ; СПБ ; Cu ; VF ; 48 ; нионила ; 1438 
 431 ; Копейка ; 1877 ; СПБ ; Cu ; F+ ; 23 ; stark-2006 ; 83 
 432 ; Копейка ; 1882 ; СПБ ; Cu ; F-VF ; 22 ; bva150979 ; 144 
 433 ; Копейка ; 1883 ; СПБ ; Cu ; F-VF ; 29 ; mihmih69 ; 188 
 434 ; Копейка ; 1883 ; СПБ ; Cu ; F+ ; 4 ; ANGEL 23 ; 36 
 435 ; Копейка ; 1887 ; СПБ ; Cu ; F+ ; 13 ; ssss ; 327 
 436 ; Копейка ; 1889 ; СПБ ; Cu ; VF-XF ; 36 ; ct200h ; 419 
 437 ; Копейка ; 1891 ; СПБ ; Cu ; VF- ; 37 ; ct200h ; 696 
 438 ; Копейка ; 1891 ; СПБ ; Cu ; F+ ; 19 ; mihmih69 ; 159 
 439 ; Копейка ; 1892 ; СПБ ; Cu ; F-VF ; 35 ; нумизмат ; 506 
 440 ; Копейка ; 1894 ; СПБ ; Cu ; VF- ; 3 ; ct200h ; 363 
 441 ; Копейка ; 1895 ; СПБ ; Cu ; VF ; 21 ; maxm812 ; 426 
 442 ; Копейка ; 1896 ; СПБ ; Cu ; F+ ; 15 ; scipion ; 56 
 443 ; Копейка ; 1899 ; СПБ ; Cu ; VF- ; 7 ; winten2 ; 203 
 444 ; Копейка ; 1904 ; СПБ ; Cu ; F ; 30 ; electra ; 160 
 445 ; Копейка ; 1908 ; СПБ ; Cu ; VF- ; 10 ; scipion ; 57 
 446 ; Копейка ; 1912 ; СПБ ; Cu ; VF-XF ; 34 ; electra ; 152 
 447 ; Копейка ; 1913 ; СПБ ; Cu ; XF ; 16 ; ГдРъ ; 77 
 448 ; Копейка ; 1914 ; СПБ ; Cu ; AU/XF ; 55 ; gdrg2 ; 215 
 449 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 6 ; Володя ; 34 
 450 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 15 ; нионила ; 110 
 451 ; Копейка ; 1914 ; СПБ ; Cu ; VF-XF ; 20 ; scipion ; 48 
 452 ; Копейка ; 1914 ; СПБ ; Cu ; VF+ ; 20 ; ГдРъ ; 65 
 453 ; Копейка ; 1915 ;  ; Cu ; XF ; 4 ; ГдРъ ; 61 
 454 ; Денга ; 1714 ;  ; Cu ; F-VF ; 29 ; AMZYA ; 1893 
 455 ; Денга ; 1730 ;  ; Cu ; F ; 11 ; olq ; 194 
 456 ; Денга ; 1731 ;  ; Cu ; VF- ; 28 ; 439 ; 415 
 357 ; Копейка ; 1758 ;  ; Cu ; F+ ; 37 ; avm2665 ; 90 
 358 ; Копейка ; 1758 ;  ; Cu ; F+ ; 7 ; Володя ; 174 
 359 ; Копейка ; 1759 ;  ; Cu ; F-VF ; 16 ; ГдРъ ; 144 
 360 ; Копейка ; 1760 ;  ; Cu ; F-VF ; 5 ; SarankyKot ; 46 
 361 ; Копейка ; 1760 ;  ; Cu ; F+ ; 26 ; tsv72 ; 82 
 362 ; Копейка ; 1761 ;  ; Cu ; F-VF ; 9 ; double ; 108 
 363 ; Копейка ; 1766 ; ММ ; Cu ; F-VF ; 31 ; ГдРъ ; 202 
 364 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F-VF ; 11 ; byrozka ; 396 
 365 ; Копейка ; 1773 ; КМ "Сибирь" ; Cu ; F-VF ; 27 ; igor26 ; 633 
 366 ; Копейка ; 1788 ; ММ ; Cu ; F-VF ; 30 ; SSK ; 1937 
 367 ; Копейка ; 1789 ; ЕМ ; Cu ; F-VF ; 10 ; SarankyKot ; 153 
 368 ; Копейка ; 1790 ; ЕМ ; Cu ; F-VF ; 21 ; Prus. ; 688 
 369 ; Копейка ; 1794 ; ЕМ ; Cu ; VF- ; 15 ; shknikolay ; 527 
 370 ; Копейка ; 1795 ; ЕМ ; Cu ; VF+ ; 52 ; суоми ; 1613 
 371 ; Копейка ; 1796 ; ЕМ ; Cu ; VF- ; 33 ; Ferros ; 650 
 372 ; Копейка ; 1797 ; АМ ; Cu ; F+ ; 8 ; ДИСЫЧ ; 316 
 373 ; Копейка ; 1798 ; ЕМ ; Cu ; F+ ; 5 ; SarankyKot ; 82 
 374 ; Копейка ; 1798 ; ЕМ ; Cu ; VG ; 11 ; sts ; 73 
 375 ; Копейка ; 1799 ; ЕМ ; Cu ; F-VF ; 20 ; byrozka ; 105 
 376 ; Копейка ; 1800 ; ЕМ ; Cu ; F-VF ; 24 ; ГдРъ ; 138 
 377 ; Копейка ; 1800 ; ЕМ ; Cu ; F+ ; 19 ; Володя ; 76 
 378 ; Копейка ; 1801 ; ЕМ ; Cu ; VF- ; 13 ; byrozka ; 82 
 379 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 34 ; byrozka ; 99 
 380 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 22 ; imi ; 150 
 381 ; Копейка ; 1801 ; ЕМ ; Cu ; F-VF ; 15 ; Anatoliy1959 ; 92 
 382 ; Копейка ; 1801 ; ЕМ ; Cu ; F+ ; 14 ; stark-2006 ; 82 
 383 ; Копейка ; 1811 ; ЕМ НМ ; Cu ; F+ ; 20 ; Asa ; 340 
 384 ; Копейка ; 1818 ; КМ ДБ ; Cu ; VG ; 13 ; Володя ; 125 
 385 ; Копейка ; 1819 ; КМ АД ; Cu ; F+ ; 19 ; vowa ; 144 
 386 ; Копейка ; 1819 ; КМ АД ; Cu ; F- ; 32 ; Vahid ; 261 
 387 ; Копейка ; 1822 ; ЕМ ФГ ; Cu ; F-VF ; 19 ; olq ; 208 
 388 ; Копейка ; 1823 ; ЕМ ФГ ; Cu ; F- ; 6 ; buben ; 22 
 389 ; Копейка ; 1824 ; ЕМ ПГ ; Cu ; F+ ; 32 ; astronotus ; 261 
