 3563 ; 10 рублей ; 1923 ;  ;  ;  ; 45 ; ka20 ; 152 
 404 ; 2 копейки ; 1763 ; ММ ; Cu ; VF- ; 51 ; SSK ; 444 
 405 ; 2 копейки ; 1773 ; КМ "Сибирь" ; Cu ; VF- ; 91 ; МПП ; 1674 
 406 ; 2 копейки (Петров-1р) ; 1797 ;  ; Cu ; F+ ; 62 ; АНД ; 4794 
 407 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 85 ; ААФ ; 345 
 408 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 26 ; Полянка ; 369 
 409 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 32 ; cash ; 324 
 410 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 74 ; М О С К В А ; 567 
 411 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 59 ; М О С К В А ; 558 
 412 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF-XF ; 39 ; М О С К В А ; 579 
 413 ; 2 копейки ; 1797 ; ЕМ ; Cu ; VF+ ; 48 ; М О С К В А ; 572 
 414 ; 2 копейки ; 1797 ; КМ ; Cu ; VF+ ; 14 ; Balula ; 1181 
 415 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF+ ; 95 ; jef688 ; 234 
 416 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 14 ; Ч.С. ; 292 
 417 ; 2 копейки ; 1798 ; КМ ; Cu ; VF ; 47 ; ls1870 ; 705 
 418 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF- ; 22 ; volod ; 306 
 419 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF ; 44 ; М О С К В А ; 558 
 420 ; 2 копейки ; 1802 ; ЕМ ; Cu ; F+ ; 109 ; alex15 ; 4776 
 421 ; 2 копейки ; 1810 ; КМ ; Cu ; VF- ; 68 ; Ч.С. ; 616 
 422 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF-XF ; 12 ; кабан ; 2267 
 423 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF-XF ; 57 ; fen1art ; 2258 
 424 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF-XF ; 79 ; Balula ; 479 
 425 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; VF- ; 10 ; Ч.С. ; 123 
 426 ; 2 копейки ; 1812 ; КМ ; Cu ; VF+ ; 83 ; кабан ; 1281 
 427 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 45 ; кабан ; 101 
 428 ; 2 копейки ; 1812 ; КМ АМ ; Cu ; VF- ; 18 ; кабан ; 765 
 429 ; 2 копейки ; 1852 ; ЕМ ; Cu ; VF+ ; 28 ; кабан ; 1111 
 430 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 45 ; vova4244 ; 53 
 431 ; 2 копейки ; 1915 ;  ; Cu ; AU ; 8 ; vova4244 ; 117 
 432 ; Копейка ; 1706 ; БК ; Cu ; F+ ; 137 ; Маша-растеряша ; 1713 
 433 ; Копейка ; 1707 ; БК ; Cu ; F+ ; 114 ; Маша-растеряша ; 1632 
 434 ; Копейка ; 1710 ; ·Б·К· ; Cu ; F ; 66 ; irv ; 918 
 435 ; Копейка ; 1714 ; МД ; Cu ; F+ ; 35 ; Sky2 ; 525 
 436 ; Копейка ; 1716 ; МД ; Cu ; F ; 105 ; Олег33 ; 918 
 437 ; Копейка ; 1728 ;  ; Cu ; F-VF ; 92 ; 11111 ; 3581 
 438 ; Копейка ; 1776 ; КМ "Сибирь" ; Cu ; F-VF ; 85 ; варяг2004 ; 1181 
 439 ; Копейка ; 1777 ; КМ "Сибирь" ; Cu ; VF- ; 108 ; Седой ; 1402 
 440 ; Копейка ; 1797 ; ЕМ ; Cu ; VF+ ; 30 ; 439 ; 314 
 201 ; 5 копеек ; 1846 ; СПБ ПА ; Ag ; XF ; 156 ; lege ; 6222 
 202 ; 5 копеек ; 1847 ; СПБ ПА ; Ag ; XF ; 64 ; Nikitos1974 ; 2717 
 203 ; 5 копеек ; 1850 ; СПБ ПА ; Ag ; XF ; 66 ; Nikitos1974 ; 2608 
 204 ; 5 копеек ; 1855 ; СПБ HI ; Ag ; Unc/AU ; 68 ; М О С К В А ; 2741 
 205 ; 5 копеек ; 1856 ; СПБ ФБ ; Ag ; Unc/AU ; 29 ; 439 ; 2772 
 206 ; 5 копеек ; 1861 ; СПБ ФБ ; Ag ; AU ; 54 ; tisa66 ; 4461 
 207 ; 5 копеек ; 1862 ; СПБ МИ ; Ag ; AU ; 70 ; tisa66 ; 4533 
 208 ; 5 копеек ; 1864 ; СПБ НФ ; Ag ; AU ; 56 ; 99 ; 4159 
 209 ; 5 копеек ; 1865 ; СПБ НФ ; Ag ; AU ; 64 ; tisa66 ; 4189 
 210 ; 5 копеек ; 1872 ; СПБ HI ; Ag ; AU ; 146 ; lege ; 20001 
 211 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; AU ; 55 ; alex0223 ; 1061 
 212 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; AU ; 31 ; Ч.С. ; 488 
 213 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; Unc/AU ; 45 ; дед50 ; 1124 
 214 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 51 ; ЕВС ; 520 
 215 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 49 ; maka ; 1027 
 216 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 52 ; М О С К В А ; 1224 
 217 ; 5 копеек ; 1915 ; ВС ; Ag ; AU ; 83 ; Masik ; 690 
 218 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 25 ; vs ; 522 
 219 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 31 ; kondor300 ; 381 
 220 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 44 ; kondor300 ; 372 
 361 ; 10 копеек ; 1775 ; КМ "Сибирь" ; Cu ; F-VF ; 46 ; Balula ; 3790 
 362 ; 10 копеек ; 1778 ; КМ "Сибирь" ; Cu ; F-VF ; 68 ; грос79 ; 813 
 363 ; 10 копеек (Петров-1р) ; 1779 ; КМ "Сибирь" ; Cu ; F-VF ; 65 ; v2v2 ; 4757 
 364 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF ; 66 ; vs ; 3978 
 365 ; 5 копеек ; 1760 ;  ; Cu ; VF- ; 55 ; 156264 ; 453 
 366 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF- ; 45 ; Dave ; 338 
 367 ; 5 копеек ; 1770 ; ЕМ ; Cu ; VF+ ; 65 ; 5 копеек ; 510 
 368 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF+ ; 36 ; volkov ; 510 
 369 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF+ ; 43 ; Урфин_Джюс ; 309 
 370 ; 5 копеек ; 1774 ; ЕМ ; Cu ; VF ; 42 ; volod ; 647 
 371 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF+ ; 28 ; 5 копеек ; 554 
 372 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 39 ; 131026000 ; 328 
 373 ; 5 копеек ; 1778 ; ЕМ ; Cu ; VF+ ; 44 ; 5 копеек ; 283 
 374 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF+ ; 57 ; 5 копеек ; 1224 
 375 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF+ ; 93 ; дед50 ; 348 
 376 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF+ ; 68 ; 5 копеек ; 2348 
 377 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF+ ; 25 ; partanen ; 449 
 378 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF+ ; 20 ; дед50 ; 372 
 379 ; 5 копеек ; 1787 ; КМ ; Cu ; VF-XF ; 18 ; кабан ; 5172 
 380 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 44 ; Урфин_Джюс ; 501 
 381 ; 5 копеек ; 1788 ; ММ ; Cu ; VF- ; 55 ; кабан ; 898 
 382 ; 5 копеек (Петров-1р) ; 1788 ; СПМ ; Cu ; VF- ; 60 ; кабан ; 1530 
 383 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF+ ; 38 ; вий444 ; 453 
 384 ; 5 копеек ; 1790 ; АМ ; Cu ; VF-XF ; 29 ; volkov ; 998 
 385 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF-XF ; 46 ; Маша-растеряша ; 1022 
 386 ; 5 копеек ; 1793 ; АМ ; Cu ; VF+ ; 25 ; 5 копеек ; 980 
 387 ; 5 копеек ; 1793 ; ЕМ Павл.перечекан ; Cu ; VF ; 28 ; кабан ; 3264 
 388 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF+ ; 31 ; 131026000 ; 442 
 389 ; 5 копеек ; 1796 ; ЕМ ; Cu ; VF+ ; 42 ; 5 копеек ; 2267 
 390 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF-XF ; 69 ; alex15 ; 3468 
 151 ; 15 копеек ; 1861 ; СПБ ; Ag ; AU ; 48 ; alex0223 ; 1022 
 152 ; 15 копеек ; 1862 ; СПБ МИ ; Ag ; XF- ; 31 ; lesnik1 ; 348 
 153 ; 15 копеек ; 1865 ; СПБ НФ ; Ag ; XF- ; 89 ; Маша-растеряша ; 1241 
 154 ; 15 копеек ; 1872 ; СПБ HI ; Ag ; XF ; 67 ; Ч.С. ; 1020 
 155 ; 15 копеек ; 1885 ; СПБ АГ ; Ag ; Unc/AU ; 163 ; 17171717 ; 9180 
 156 ; 15 копеек ; 1897 ; СПБ АГ ; Ag ; AU ; 27 ; чукча ; 6129 
 157 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 29 ; kondor300 ; 320 
 158 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 34 ; Masik ; 244 
 159 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 44 ; Патриот ; 310 
 160 ; 15 копеек ; 1916 ; ВС ; Ag ; AU ; 23 ; kondor300 ; 288 
 161 ; 15 копеек ; 1917 ; ВС ; Ag ; Unc/AU ; 42 ; Патриот ; 3570 
 162 ; Гривенник (Петров-1р) ; 1742 ;  ; Ag ; XF ; 75 ; Fedor_K ; 7650 
 163 ; Гривенник (Петров-1р) ; 1743 ;  ; Ag ; AU ; 87 ; v2v2 ; 14713 
 164 ; Гривенник ; 1744 ;  ; Ag ; XF/AU ; 46 ; Nikitos1974 ; 3059 
 165 ; Гривенник ; 1784 ; СПБ ; Ag ; AU ; 67 ; Nikitos1974 ; 6130 
 166 ; Гривенник ; 1785 ; СПБ ; Ag ; AU ; 103 ; 67 ; 9690 
 167 ; 10 копеек ; 1813 ; СПБ ПС ; Ag ; AU ; 82 ; maka ; 4507 
 168 ; 10 копеек ; 1816 ; СПБ ПС ; Ag ; AU ; 134 ; v2v2 ; 7485 
 169 ; 10 копеек ; 1823 ; СПБ ПД ; Ag ; AU ; 70 ; antiquar ; 6687 
 170 ; 10 копеек ; 1824 ; СПБ ПД ; Ag ; AU ; 93 ; antiquar ; 7491 
 171 ; 10 копеек ; 1834 ; СПБ НГ ; Ag ; AU ; 57 ; SSK ; 8162 
 172 ; 10 копеек ; 1836 ; СПБ НГ ; Ag ; XF+ ; 176 ; destroer ; 4070 
 173 ; 10 копеек ; 1837 ; СПБ НГ ; Ag ; AU ; 101 ; v2v2 ; 5827 
 174 ; 10 копеек ; 1839 ; СПБ НГ ; Ag ; AU ; 57 ; Fedor_K ; 7934 
 175 ; 10 копеек ; 1846 ; СПБ ПА ; Ag ; VF-XF ; 117 ; antiquar ; 6164 
 176 ; 10 копеек ; 1848 ; СПБ HI ; Ag ; VF-XF ; 92 ; Ч.С. ; 2025 
 177 ; 10 копеек ; 1850 ; СПБ ПА ; Ag ; XF ; 101 ; Ч.С. ; 2267 
 178 ; 10 копеек ; 1855 ; СПБ HI ; Ag ; Proof-Like ; 75 ; opop ; 12424 
 179 ; 10 копеек ; 1857 ; СПБ ФБ ; Ag ; Proof-Like ; 93 ; niki ; 11674 
 180 ; 10 копеек ; 1859 ; СПБ ФБ ; Ag ; Unc/AU ; 56 ; Fedor_K ; 6630 
 181 ; 10 копеек. Особый тип герба ; 1860 ; СПБ ФБ ; Ag ; Unc/AU ; 79 ; opop ; 7015 
 182 ; 10 копеек ; 1861 ; СПБ ; Ag ; AU/XF ; 24 ; Ч.С. ; 809 
 183 ; 10 копеек ; 1862 ; СПБ МИ ; Ag ; VF-XF ; 33 ; gelo ; 617 
 184 ; 10 копеек ; 1877 ; СПБ HI ; Ag ; Unc/AU ; 59 ; andreyx  ; 3066 
 185 ; 10 копеек ; 1879 ; СПБ НФ ; Ag ; XF+ ; 62 ; Маша-растеряша ; 1154 
 186 ; 10 копеек ; 1888 ; СПБ АГ ; Ag ; Unc/AU ; 63 ; чукча ; 3026 
 187 ; 10 копеек ; 1890 ; СПБ АГ ; Ag ; Unc/AU ; 89 ; v2v2 ; 3626 
 188 ; 10 копеек ; 1891 ; СПБ АГ ; Ag ; Unc/AU ; 51 ; super nena ; 3043 
 189 ; 10 копеек ; 1893 ; СПБ АГ ; Ag ; Unc/AU ; 73 ; antiquar ; 4647 
 190 ; 10 копеек ; 1896 ; СПБ АГ ; Ag ; Unc/AU ; 68 ; 17171717 ; 11851 
 191 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; Unc/AU ; 102 ; antiquar ; 5229 
 192 ; 10 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 53 ; algoritm ; 221 
 193 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 34 ; algoritm ; 204 
 194 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 7 ; alann ; 152 
 195 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 25 ; maximus121282 ; 221 
 196 ; 10 копеек ; 1917 ; ВС ; Ag ; AU ; 41 ; Balula ; 3204 
 197 ; 5 копеек ; 1798 ; СМ МБ ; Ag ; VF-XF ; 246 ; нумизмат ; 17481 
 198 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; Unc/AU ; 117 ; Nikitos1974 ; 4590 
 199 ; 5 копеек ; 1826 ; СПБ НГ ; Ag ; AU/XF ; 91 ; toto ; 3449 
 200 ; 5 копеек ; 1833 ; СПБ НГ ; Ag ; AU ; 67 ; Nikitos1974 ; 2346 
 101 ; Полтина ; 1899 ; (ФЗ) АГ ; Ag ; AU ; 34 ; leo 2 ; 5283 
 102 ; Полтина ; 1901 ; (ФЗ) АГ ; Ag ; Unc/AU ; 114 ; чукча ; 36515 
 103 ; Полтина ; 1911 ; (ЭБ) АГ ; Ag ; Unc/AU ; 52 ; 439 ; 5771 
 104 ; Полтина ; 1912 ; (ЭБ) АГ ; Ag ; Unc/AU ; 59 ; hyhtr ; 2890 
 105 ; Полтина. Редкие буквы минцмейстера для данного года ; 1913 ; (ЭБ) АГ ; Ag ; AU ; 31 ; Ч.С. ; 8958 
 106 ; Полтина ; 1913 ; (ВС) АГ ; Ag ; Unc/AU ; 54 ; tisa66 ; 5277 
 107 ; Полтина. Выпуклый чекан ; 1914 ; (ВС) АГ ; Ag ; Unc/AU ; 36 ; 0987654321 ; 8844 
 108 ; Полтина. Плоский чекан ; 1914 ; (ВС) АГ ; Ag ; Unc/AU ; 78 ; 439 ; 9513 
 109 ; 25 копеек ; 1833 ; СПБ НГ ; Ag ; XF ; 87 ; d ; 3715 
 110 ; 25 копеек ; 1834 ; СПБ НГ ; Ag ; AU ; 70 ; SSK ; 10096 
 111 ; 25 копеек ; 1835 ; СПБ НГ ; Ag ; XF ; 69 ; alisa ; 3249 
 112 ; 25 копеек ; 1836 ; СПБ НГ ; Ag ; AU ; 48 ; Nikitos1974 ; 9330 
 113 ; 25 копеек ; 1837 ; СПБ НГ ; Ag ; AU ; 28 ; 25 ; 4550 
 114 ; 25 копеек ; 1838 ; СПБ НГ ; Ag ; AU ; 73 ; Nikitos1974 ; 7650 
 115 ; 25 копеек ; 1839 ; СПБ НГ ; Ag ; AU ; 53 ; Ч.С. ; 3538 
 116 ; 25 копеек ; 1840 ; СПБ НГ ; Ag ; VF-XF ; 155 ; blaster40 ; 4023 
 117 ; 25 копеек-50 грошей ; 1846 ; MW Рус.-Пол. ; Ag ; XF- ; 46 ; mva.37 ; 4350 
 118 ; 25 копеек ; 1853 ; СПБ HI ; Ag ; Unc/AU ; 57 ; andreyx  ; 4517 
 119 ; 25 копеек ; 1855 ; СПБ HI ; Ag ; AU ; 34 ; maka ; 3642 
 120 ; 25 копеек ; 1856 ; СПБ ФБ ; Ag ; Unc/AU ; 64 ; maka ; 4675 
 121 ; 25 копеек ; 1858 ; СПБ ФБ ; Ag ; Unc/AU ; 48 ; гуддил ; 3800 
 122 ; 25 копеек ; 1859 ; СПБ ФБ ; Ag ; AU ; 58 ; чижик ; 3187 
 123 ; 25 копеек ; 1860 ; СПБ ФБ ; Ag ; Unc/AU ; 65 ; сс400 ; 7322 
 124 ; 25 копеек ; 1877 ; СПБ HI ; Ag ; AU ; 52 ; andreyx  ; 4025 
 125 ; 25 копеек ; 1877 ; СПБ НФ ; Ag ; AU ; 17 ; Ч.С. ; 4162 
 126 ; 25 копеек ; 1878 ; СПБ НФ ; Ag ; Unc/AU ; 59 ; opop ; 9182 
 127 ; 25 копеек. В весе 5 1/4 долей цифра 4 развернута на 90 градусов ; 1878 ; СПБ НФ ; Ag ; Unc/AU ; 67 ; hyhtr ; 9000 
 128 ; 25 копеек ; 1880 ; СПБ НФ ; Ag ; AU ; 73 ; нумизмат ; 8109 
 129 ; 25 копеек ; 1893 ; (АГ) АГ ; Ag ; AU ; 54 ; olo3olo3 ; 26010 
 130 ; 25 копеек ; 1894 ; (АГ) АГ ; Ag ; AU ; 325 ; QSCl ; 21108 
 131 ; 25 копеек ; 1895 ; АГ ; Ag ; Unc/AU ; 62 ; 462 ; 6611 
 132 ; 25 копеек. Тип портрета 1895 года ; 1896 ; АГ ; Ag ; Unc/AU ; 59 ; 439 ; 5610 
 133 ; 25 копеек ; 1896 ; АГ ; Ag ; Unc/AU ; 215 ; tisa66 ; 6136 
 134 ; 25 копеек ; 1900 ; АГ ; Ag ; Unc/AU ; 127 ; 439 ; 29545 
 135 ; 20 копеек ; 1857 ; СПБ ФБ ; Ag ; Unc/AU ; 91 ; maka ; 5667 
 136 ; 20 копеек ; 1858 ; СПБ ФБ ; Ag ; AU ; 112 ; дима19 ; 3400 
 137 ; 20 копеек ; 1860 ; СПБ ФБ ; Ag ; VF-XF ; 28 ; Alex22D ; 1129 
 138 ; 20 копеек ; 1861 ; СПБ ; Ag ; VF-XF ; 9 ; algoritm ; 273 
 139 ; 20 копеек ; 1865 ; СПБ НФ ; Ag ; VF-XF ; 8 ; Патриот ; 463 
 140 ; 20 копеек ; 1868 ; СПБ HI ; Ag ; XF/XF- ; 40 ; Маша-растеряша ; 669 
 141 ; 20 копеек ; 1878 ; СПБ НФ ; Ag ; XF+ ; 61 ; 17171717 ; 1677 
 142 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 17 ; Masik ; 317 
 143 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 46 ; Masik ; 219 
 144 ; 20 копеек ; 1915 ; ВС ; Ag ; Unc/AU ; 75 ; michuman33 ; 261 
 145 ; 20 копеек ; 1916 ; ВС ; Ag ; XF+ ; 20 ; Masik ; 239 
 146 ; 15 копеек ; 1785 ; СПБ ; Ag ; Unc/AU ; 71 ; Fedor_K ; 12750 
 147 ; 15 копеек ; 1786 ; СПБ ; Ag ; AU ; 87 ; Senjor ; 22222 
 148 ; 15 копеек-1 злотый ; 1836 ; MW Рус.-Пол. ; Ag ; AU ; 53 ; ZOLTAN333 ; 2614 
 149 ; 15 копеек ; 1860 ; СПБ ФБ ; Ag ; AU/XF ; 14 ; maka ; 2756 
 150 ; 15 копеек ; 1861 ; СПБ ФБ ; Ag ; XF+ ; 48 ; maka ; 918 
 51 ; Рубль ; 1855 ; СПБ HI ; Ag ; Unc/AU ; 96 ; alex 77 ; 27051 
 52 ; Рубль (Петров-3р) ; 1858 ; СПБ ФБ ; Ag ; Proof-Like ; 67 ; 462 ; 68147 
 53 ; Рубль ; 1875 ; СПБ HI ; Ag ; Unc/AU ; 90 ; A.G. ; 34986 
 54 ; Рубль ; 1877 ; СПБ HI ; Ag ; Unc/AU ; 62 ; 1147 ; 20400 
 55 ; Рубль ; 1878 ; СПБ НФ ; Ag ; Unc/AU ; 73 ; 439 ; 20910 
 56 ; Рубль ; 1882 ; СПБ НФ ; Ag ; AU ; 70 ; чукча ; 36024 
 57 ; Рубль ; 1883 ; ЛШ На коронацию Александра III ; Ag ; Unc/AU ; 81 ; Sobaka ; 31218 
 58 ; Рубль ; 1884 ; СПБ АГ ; Ag ; AU ; 94 ; A.G. ; 32640 
 59 ; Рубль ; 1885 ; СПБ АГ ; Ag ; AU ; 64 ; чукча ; 24480 
 60 ; Рубль ; 1891 ; (АГ) ; Ag ; Unc/AU ; 81 ; 31 ; 37230 
 61 ; Рубль ; 1892 ; (АГ) ; Ag ; AU ; 64 ; Маша-растеряша ; 25500 
 62 ; Рубль ; 1893 ; (АГ) ; Ag ; Unc/AU ; 54 ; Бендер ; 26041 
 63 ; Рубль ; 1894 ; (АГ) ; Ag ; Unc/AU ; 105 ; 31 ; 81714 
 64 ; Рубль ; 1896 ; (АГ) На коронацию Николая II ; Ag ; Unc/AU ; 55 ; tisa66 ; 33764 
 65 ; Рубль ; 1896 ; ( * ) ; Ag ; Unc/AU ; 53 ; Kato ; 14828 
 66 ; Рубль ; 1897 ; (АГ) ; Ag ; Unc/AU ; 81 ; dsidorov ; 10202 
 67 ; Рубль ; 1898 ; (АГ) ; Ag ; Unc/AU ; 93 ; unbreak ; 14631 
 68 ; Рубль ; 1899 ; (ФЗ) ; Ag ; Unc/AU ; 79 ; гуддил ; 18100 
 69 ; Рубль ; 1901 ; (ФЗ) ; Ag ; Unc/AU ; 51 ; unbreak ; 30480 
 70 ; Рубль ; 1912 ; (ЭБ) ; Ag ; Unc/AU ; 25 ; kosta ; 9708 
 71 ; Рубль ; 1913 ; На 300-летие Дома Романовых ; Ag ; Unc/AU ; 24 ; ВЭБ! ; 5418 
 72 ; Рубль ; 1913 ; На 300-летие Дома Романовых ; Ag ; Unc/AU ; 37 ; MAD_B ; 7707 
 73 ; Рубль ; 1914 ; (ВС) ; Ag ; AU ; 72 ; Parkevich ; 33660 
 74 ; Полтина ; 1723 ;  ; Ag ; VF-XF ; 27 ; сс400 ; 35716 
 75 ; Полтина ; 1723 ;  ; Ag ; VF-XF ; 67 ; monos72 ; 33654 
 76 ; Полтина ; 1815 ; СПБ МФ ; Ag ; AU ; 34 ; чукча ; 17640 
 77 ; Полтина ; 1818 ; СПБ ПС ; Ag ; AU ; 76 ; kont ; 14660 
 78 ; Полтина ; 1819 ; СПБ ПС ; Ag ; XF+ ; 80 ; merida ; 7928 
 79 ; Полтина. Корона и венок узкие ; 1839 ; СПБ НГ ; Ag ; AU ; 49 ; Nikitos1974 ; 9066 
 80 ; Полтина. Корона и венок широкие. Редка ; 1839 ; СПБ НГ ; Ag ; VF-XF ; 83 ; d ; 10200 
 81 ; Полтина ; 1840 ; СПБ НГ ; Ag ; AU ; 52 ; 17171717 ; 11674 
 82 ; Полтина (Ильин-3р). Редка. Тип герба 1846 года ; 1847 ; СПБ ПА ; Ag ; XF+ ; 73 ; 439 ; 21420 
 83 ; Полтина ; 1847 ; СПБ ПА ; Ag ; Unc/AU ; 126 ; 462 ; 13464 
 84 ; Полтина ; 1848 ; СПБ HI ; Ag ; AU ; 57 ; maka ; 10404 
 85 ; Полтина ; 1851 ; СПБ ПА ; Ag ; AU ; 59 ; opop ; 11445 
 86 ; Полтина ; 1852 ; СПБ ПА ; Ag ; AU ; 35 ; ksv11 ; 9180 
 87 ; Полтина ; 1853 ; СПБ HI ; Ag ; Unc/AU ; 66 ; opop ; 11246 
 88 ; Полтина ; 1855 ; СПБ HI ; Ag ; Unc/AU ; 62 ; opop ; 8355 
 89 ; Полтина ; 1857 ; СПБ ФБ ; Ag ; Unc/AU ; 59 ; ksv11 ; 8160 
 90 ; Полтина ; 1858 ; СПБ ФБ ; Ag ; Unc/AU ; 52 ; avs ; 7308 
 91 ; Полтина ; 1859 ; СПБ ФБ ; Ag ; Unc/AU ; 88 ; maka ; 11000 
 92 ; Полтина ; 1877 ; СПБ HI ; Ag ; Unc/AU ; 84 ; maka ; 13872 
 93 ; Полтина ; 1878 ; СПБ НФ ; Ag ; Unc/AU ; 92 ; maka ; 12270 
 94 ; Полтина ; 1894 ; (АГ) ; Ag ; Unc/AU ; 67 ; tisa66 ; 24993 
 95 ; Полтина ; 1895 ; (АГ) АГ ; Ag ; Unc/AU ; 97 ; Valery74 ; 13374 
 96 ; Полтина ; 1896 ; (АГ) АГ ; Ag ; Unc/AU ; 75 ; Valery74 ; 12487 
 97 ; Полтина ; 1896 ; ( * ) ; Ag ; Unc/AU ; 87 ; 1147 ; 7803 
 98 ; Полтина ; 1897 ; ( * ) ; Ag ; Unc/AU ; 106 ; ksv11 ; 6200 
 99 ; Полтина ; 1899 ; ( * ) ; Ag ; Unc/AU ; 75 ; 462 ; 9517 
 100 ; Полтина ; 1899 ; (АГ) АГ ; Ag ; Unc/AU ; 67 ; Valery74 ; 8162 
 1 ; 10 рублей. М-8,6г ; 1899 ; (АГ) АГ ; Au ; XF ; 16 ; ikovk ; 12208 
 2 ; 5 рублей. М-6,45г ; 1889 ; (АГ) Борода короче ; Au ; XF- ; 54 ; shais1 ; 19410 
 3 ; 5 рублей. М-4,30гр ; 1899 ; (ЭБ) ; Au ; AU ; 16 ; alex0223 ; 7242 
 4 ; 5 рублей. М-4,29г ; 1900 ; (ФЗ) ; Au ; XF- ; 18 ; qqq ; 5779 
 5 ; 1,5 рубля-10 злотых ; 1835 ; НГ Рус.-Пол. ; Ag ; XF- ; 67 ; igor_r65 ; 9658 
 6 ; Рубль ; 1723 ;  ; Ag ; XF- ; 69 ; lion1951 ; 35769 
 7 ; Рубль ; 1724 ;  ; Ag ; XF- ; 71 ; lion1951 ; 26531 
 8 ; Рубль ; 1725 ;  ; Ag ; XF+ ; 110 ; zoro ; 38513 
 9 ; Рубль (Петров-5р) ; 1725 ; СПБ ; Ag ; VF-XF ; 43 ; сс400 ; 63792 
 10 ; Рубль ; 1725 ; СПБ ; Ag ; XF ; 19 ; gelo ; 30917 
