 5644 ; Акция. США ;  ;  ;  ;  ; 6 ; магаз ; 69 
 1071 ; Медаль. 50 лет со дня выпуска первого номера газеты "Правда" (1912-1962). Медальер: Шмаков М. D-65мм ;  ;  ; Ж/м ; XF+ ; 23 ; vkgb74 ; 929 
 1072 ; Медаль Всемирный конгресс за всеобщее разоружение и мир. Медальер Акимушкина В.М. D-65мм ; 1962 ;  ; Ж/м ; XF+ ; 25 ; Тут и Там ; 566 
 1073 ; Медаль. Пискаревское кладбище. Памятник вечной славы защитникам Ленинграда. D - 57мм ;  ;  ; Al ; XF ; 29 ; gorynych ; 499 
 1074 ; Медаль. В.И.Ульянов - основатель "Искры". D-70мм ;  ;  ; Ж/м ; XF ; 16 ; 2894771 ; 414 
 1075 ; Медаль. Ленин. ГОЭЛРО. Медальер:М. Манизер. D-70мм ;  ;  ; Ж/м ; XF ; 19 ; ulf ; 693 
 1076 ; Медаль. Семья Ульяновых. Медальер: М. Манизер. D-71мм ;  ;  ; Ж/м ; XF+ ; 47 ; doc2 ; 3063 
 1077 ; Медаль. ВИ. Ленин. D-70мм ;  ;  ; Ж/м ; XF ; 13 ; Fest ; 365 
 1078 ; Медаль. Памятник советской армии - освободительнице Болгарии. София. D - 65мм ; ЛМД ;  ; Ж/м ; XF+ ; 32 ; Ok203 ; 827 
 1079 ; Медаль. Демьян Бедный. Медальер Л.Белокуров. D-55мм ;  ;  ; Ж/м ; XF ; 10 ; LEXAI ; 1277 
 1080 ; Медаль. ВЛКСМ. D-58мм ;  ;  ; Al ; XF ; 37 ; Vitaliy Gridasov ; 2087 
 1081 ; Медаль. Памятник Петру I на площади Декабристов. Скульптор Э.Фальконе. D - 58мм ; ЛМД ;  ; Al ; XF ; 9 ; триори ; 102 
 1082 ; Медаль. Ленинградский судостроительный завод им. А.А. Жданова. Медальер: А. Королюк. D-60мм ; 1972ЛМД ;  ; Al ; XF- ; 33 ; gorynych ; 793 
 1083 ; Медаль. Маркетинг-клуб СПБ. Коробка. D - 50mm ;  ;  ; ж/м ; XF+ ; 7 ; LEXAI ; 102 
 1084 ; Медаль Футбол. D - 50mm ;  ;  ; Б/м ; VF+ ; 25 ; Komposter ; 160 
 1085 ; Медаль за военные заслуги в ПМВ. Германия, Саксония-майнинген ; 1914 ;  ; ж/м ; VF+ ; 57 ; eisen ; 3465 
 1086 ; Медаль За храбрость. Австро-Венгрия ;  ;  ; Br ; XF ; 54 ; Семен ; 969 
 1087 ; Медаль За храбрость. Австро-Венгрия ;  ;  ; Ag ; VF+ ; 25 ; Семен ; 1536 
 1088 ; Драгунский крест. Финляндия ;  ;  ; Б/м ; XF ; 30 ; aviator55 ; 1360 
 1089 ; Армейская медаль за отличную стрельбу из автомата. Швеция ; 1983 ;  ; Br,позолота ; AU ; 15 ; k212 ; 150 
 1090 ; Медаль Три кайзера. Германия ;  ;  ; Б/м ; VF- ; 20 ; А.А.Д ; 342 
 1091 ; Медаль за службу в сухопутных войсках. Италия ;  ;  ; Ж/м ; XF ; 27 ; k212 ; 746 
 1092 ; Медаль Отличный стрелок. Югославия ;  ;  ; Ж/м ; VF+ ; 7 ; evseechevvv ; 528 
 1093 ; Медаль 1914-1919гг Франция ;  ;  ; Б/м ; XF- ; 26 ; Папа с рацией ; 1221 
 1094 ; Медаль Маркоса Марти. Куба + планка ;  ;  ; Ж/м ; XF+ ; 11 ; evseechevvv ; 534 
 1095 ; Знак 1952г. Китай ;  ;  ; Ж/м ; F ; 10 ; franklin ; 189 
 1096 ; Орден Заслуг перед народом 2ст. Югославия ;  ;  ; Ag ; VF+ ; 35 ; Гвидон ; 1983 
 1097 ; Медаль миниатюрная 1914-1918гг. Франция ;  ;  ; Ж/м ; VF+ ; 9 ; ЛСВ ; 269 
 1098 ; Медаль Победы в 1МВ. Франция ;  ;  ; Ж/м ; VF+ ; 24 ; наташа2712 ; 864 
 1099 ; Медаль за сдачу крови. Франция ;  ;  ; Б/м ; VF+ ; 30 ; Папа с рацией ; 955 
 1100 ; Медаль 1914-1918. Франция ;  ;  ; Ж/м ; VF ; 33 ; ЛСВ ; 746 
 1101 ; Медаль за заслуги в литературе. Франция ;  ;  ; Ж/м ; VF+ ; 44 ; Папа с рацией ; 680 
 1102 ; Медаль за заслуги в искусстве. Франция ;  ;  ; Б/м ; VF-XF ; 33 ; дилитант ; 485 
 1003 ; Медаль МНО Безмонетный период денежного обращения на Руси. D-68мм ; 2008ММД ;  ; Ж/м ; AU ; 15 ; Тут и Там ; 801 
 1004 ; Медаль Всесоюзный Алюминиево-магниевый институт. Ленинград. Медальер Н. Афанасьева, Т. Баранова.D-60мм ; 1991ЛМД ;  ; Al ; AU ; 20 ; ain ; 63 
 1005 ; Медаль. Скульптурная группа на Аничковом мосту. Скульптор П.К Клодт. D-53мм ;  ;  ; Al ; XF ; 29 ; 2894771 ; 317 
 1006 ; Медаль. Черноморское пароходство. Т/х Белоруссия. D - 69mm ;  ;  ; ж/м ; XF ; 17 ; RAPAN ; 712 
 1007 ; Медаль. Московский метрострой. 50 лет. Коробка. D - 60mm ; 1981 ;  ; ж/м ; XF+ ; 37 ; Vitaliy Gridasov ; 1134 
 1008 ; Медаль. Многоразовый космический корабль "Буран". Медальер Иосов. Коробка. D - 59mm ; 1989ЛМД ;  ; томп ; XF+ ; 53 ; vkgb74 ; 3115 
 1009 ; Медаль. 50 лет Башкирской АССР. D-53мм ;  ;  ; Al ; XF+ ; 64 ; Vitaliy Gridasov ; 2295 
 1010 ; Медаль. 50 лет советской метрологии. ВНИИМ им. Д.И. Менделеева. Медальер: Н. Соколов. D-58мм ;  ;  ; Al ; XF ; 14 ; Vitaliy Gridasov ; 918 
 1011 ; Медаль. 50 лет Великого Октября. "Легендарная тачанка". Каховка. D-57мм ;  ;  ; Al ; XF+ ; 17 ; gorynych ; 796 
 1012 ; Медаль. 300 лет Львовскому университету им И.Франка. Медальер Прокопович. D-65мм ;  ;  ; Ж/м ; XF+ ; 30 ; vkgb74 ; 1444 
 1013 ; Медаль. 50 лет Советской милиции. D-65мм ;  ;  ; Ж/м ; XF ; 13 ; LEXAI ; 636 
 1014 ; Медаль. 100 лет со дня рождения В.И. Ленина. Медальер: Н. Соколов. D-70мм ;  ;  ; Ж/м ; XF ; 23 ; Fest ; 832 
 1015 ; Медаль. Некрасов (1821-1878). D-61мм ;  ;  ; Ж/м ; XF+ ; 30 ; vkgb74 ; 1105 
 1016 ; Медаль. Леся Украинка (1871-1971). Медальер: Г. Калоченко. D-60мм ;  ;  ; Ж/м ; XF ; 32 ; Ok203 ; 827 
 1017 ; Медаль. В память 400-летия присоединения Кабарды к России. D-66мм ; 1957 ;  ; Ж/м ; XF ; 53 ; Wulf ; 4131 
 1018 ; Медаль. 50 лет Ташкентский государственный университет. D-60мм ;  ;  ; Ж/м ; XF ; 18 ; LEXAI ; 1015 
 1019 ; Медаль. 50 лет со дня смерти Льва Толстого. Медальер Шмаков. D-65мм ;  ;  ; Ж/м ; XF+ ; 24 ; LEXAI ; 1220 
 1020 ; Медаль. 100 лет со дня рождения М.Горький. Медальер А. Королюк . D - 60мм ;  ;  ; Ж/м ; XF+ ; 36 ; LEXAI ; 1019 
 1021 ; Медаль Санкт-Петербург. Нарвские ворота. D-41мм ; СПМД ;  ; Б/м ; Proof ; 11 ; 120779 ; 579 
 1022 ; Медаль А.Ф.Керенский - председатель временного правительства. D-39мм ;  ;  ; Ж/м ; Proof-Like ; 25 ; Alef1 ; 1234 
 1023 ; Медаль С Рождеством христовым. D-38мм ;  ;  ; Б/м ; Proof ; 44 ; Oz35 ; 612 
 1024 ; Медаль 292 года СПМД. D-41мм. Сертификат ;  ;  ; Б/м ; Proof-Like ; 65 ; fr.morgan ; 3812 
 1025 ; Жетон. Участнику торжественного заседания. 50 лет ГОЭРЛО. D - 36mm ;  ;  ; б/м ; XF ; 11 ; trigl ; 104 
 1026 ; Медаль. Родившейся на земле Ленинградской. Упаковка нарушена. D - 45mm ;  ;  ; б/м ; AU ; 20 ; trigl ; 184 
 1027 ; Медаль.10 лет. Котласский Целлюлозно+бумажный комбинат им 50-летия ВЛКСМ 1961-1971гг. D-45мм ;  ;  ; Al ; XF ; 13 ; chief com ; 101 
 1028 ; Медаль. Памятник Петру I на площади Декабристов. Скульптор Э.Фальконе. D-58мм ; ЛМД ;  ; Ж/м ; XF+ ; 44 ; 120779 ; 1286 
 1029 ; Плакетка 50 лет Великого Октября. Петроградский район. Р-ры 46х66 мм ;  ;  ; Al ; XF ; 13 ; Rodent ; 371 
 1030 ; Медаль. Скульптурная группа на Аничковом мосту. Скульптор Клодт. D-53мм ;  ;  ; Al ; XF ; 13 ; gorynych ; 337 
 1031 ; Медаль К.Э. Циолковского. Калуга. D-53мм ;  ;  ; Al ; XF- ; 3 ; страус ; 63 
 1032 ; Медаль Дом-музей С. Есенина в Константиново. D-58мм ;  ;  ; Al ; XF ; 15 ; лампедуза ; 206 
 1033 ; Медаль. Василий Иванович Суриков (1848-1916). Медальер: Ю. Помер. D-60мм ;  ;  ; Ж/м ; XF+ ; 39 ; Wulf ; 1128 
 1034 ; Медаль. 50 лет Моторостроительному заводу им. Баранова П.И. D-60мм ;  ;  ; Ж/м ; XF+ ; 15 ; vkgb74 ; 530 
 1035 ; Медаль. 200 лет I Московскому медицинскому институту им. И.М. Сеченова (1765-1965). Медальер: Волков С. D-60мм ;  ;  ; Ж/м ; XF+ ; 36 ; doc2 ; 2897 
 1036 ; Медаль Дом-музей К.Э. Циолковского. Калуга. D-53мм ;  ;  ; Al ; XF ; 15 ; trigl ; 123 
 1037 ; Медаль. Кировский завод - 175 лет. D - 65mm ;  ;  ; Al ; XF- ; 7 ; viv007 ; 51 
 1038 ; Медаль. XXXV лет Байконуру. D - 57mm ;  ;  ; Al ; XF ; 8 ; Rodent ; 53 
 1039 ; Медаль. Эрмитаж. Ленинград. D - 69mm ;  ;  ; б/м ; XF ; 8 ; viv007 ; 155 
 1040 ; Медаль. Болгария. Христо Ботев. D - 60mm ;  ;  ; ж/м ; XF ; 17 ; LEXAI ; 155 
 1041 ; Медаль. 50 лет госплану. D - 64mm ; 1971 ;  ; Al ; VF+ ; 25 ; gorynych ; 239 
 1042 ; Медаль. Эрмитаж. Ленинград. D - 70mm ;  ;  ; б/м ; XF+ ; 13 ; weter41 ; 160 
 1043 ; Медаль. Ярославль - 975 лет. D - 75mm ; 1985 ;  ; Al ; XF- ; 8 ; Russel ; 102 
 1044 ; Медаль. Ленинград. D - 75mm ;  ;  ; ж/м ; XF+ ; 14 ; chief com ; 204 
 1045 ; Медаль. Пискаревское кладбище. Ленинград. D - 78mm ;  ;  ; Al ; XF ; 7 ; Vitaliy Gridasov ; 184 
 1046 ; Медаль. Сбор начальников ЭМС морских частей ПВ КГБ. Владивосток-1984. D - 74mm ;  ;  ; ж/м ; XF ; 36 ; Komposter ; 794 
 1047 ; Медаль. Ленинград. D - 73mm ;  ;  ; ж/м ; XF ; 15 ; Rodent ; 207 
 1048 ; Медаль. Городские соревнования по футболу. D - 70mm ;  ;  ; Ж/м ; VF ; 11 ; Вот я вам ужо! ; 68 
 1049 ; Медаль. Спартакиада объединения Кировский Завод. D - 65mm. Отверстие ;  ;  ; Al ; VF ; 3 ; Краснодар ; 32 
 1050 ; Медаль. Петергоф-Петродворец. D - 64mm ;  ;  ; Al ; XF ; 9 ; 120779 ; 155 
 1051 ; Медаль. Рылеев (1795-1826). Медальер Леонова. D-60мм ;  ;  ; Ж/м ; XF+ ; 28 ; vkgb74 ; 1381 
 1052 ; Медаль. Александр II. Выдающийся образец медальерного искусства России XIX в. D - 69mm ; ММД ;  ; ж/м ; XF+ ; 115 ; schwab ; 4104 
 953 ; Полторак. Польша, Сигизмунд III. М-1,09гр ; 1624 ;  ; Ag ; F+ ; 5 ; aziya11 ; 113 
 954 ; Монета средневековая серебряная ; 1674 ;  ; Ag ; F ; 66 ; Папа Свин ; 988 
 955 ; 1/48 талера. Германия ; 1690 ;  ; Ag ; VG ; 38 ; mkm1968 ; 401 
 956 ; Солид. Рига, Кристина. М-0,61гр ; 1649 ;  ; Ag ; VF ; 11 ; flutter ; 111 
 957 ; Солид. Рига, Кристина. М-0,59гр ; 1646 ;  ; Ag ; VF- ; 9 ; aziya11 ; 101 
 958 ; Солид. Рига, Кристина. М-0,74гр ; 1653 ;  ; Ag ; VF- ; 47 ; Jon Snow ; 144 
 959 ; Солид. Рига, Кристина. М-0,49гр ; 1650 ;  ; Ag ; F-VF ; 7 ; aziya11 ; 101 
 960 ; Солид. Рига. Кристина ; 1644 ;  ; Ag ; F-VF ; 9 ; aziya11 ; 101 
 961 ; Солид. Рига, Кристина. М-0,45гр ; 1647 ;  ; Ag ; F-VF ; 15 ; maymuse ; 139 
 962 ; Солид. Ливония, Кристина. М-0,54гр ; 1649 ;  ; Ag ; VF ; 18 ; Jon Snow ; 136 
 963 ; Солид. Рига, Кристина. М-0,66гр ; 1646 ;  ; Ag ; F-VF ; 15 ; aziya11 ; 102 
 964 ; Солид. Кристина. М-0,48гр ; 17в ;  ; Ag ; F-VF ; 18 ; maymuse ; 137 
 965 ; Солид. Ливония, Кристина. М-0,48гр ; 1648 ;  ; Ag ; F-VF ; 13 ; Jon Snow ; 130 
 966 ; Солид. Ливония, Кристина. М-0,66гр ; 1647 ;  ; Ag ; F-VF ; 7 ; aziya11 ; 101 
 967 ; Солид. Рига, Кристина. М-0,48гр ; 1652 ;  ; Ag ; F-VF ; 7 ; aziya11 ; 101 
 968 ; Солид. Рига, Кристина. М-0,68гр ; 1646 ;  ; Ag ; VF ; 15 ; flutter ; 139 
 969 ; Солид. Рига, Кристина. М-0,63гр ; 1652 ;  ; Ag ; F-VF ; 19 ; aziya11 ; 101 
 970 ; 1/4 денара. Венгрия, Сигизмунд. М-0,34гр ; 14в ;  ; Ag ; G ; 9 ; Dahan ; 59 
 971 ; Дирхем. Рум-Сельджуки. Кайкос II, Кылыч-Арслан IV, Кейкубад II. Г Сивас.  Реверс: титулы и имена трех правящих братьев. D-232мм. М-2,94г ; 1249-1259 ;  ; Ag ; VF ; 61 ; dmivanych ; 2202 
 972 ; Лот монет Золотой Орды (7шт): дирхем. Отверстия ;  ;  ; Ag ; F-VF/VG ; 26 ; sato ; 718 
 973 ; 1/4 эре. Швеция ; 1635 ;  ; Cu ; F ; 27 ; orex ; 102 
 974 ; 1/4 эре. Швеция ; 1635 ;  ; Cu ; F ; 23 ; cr3041 ; 123 
 975 ; 1/4 эре. Швеция ; 17 век ;  ; Cu ; F- ; 30 ; cr3041 ; 102 
 976 ; 1/4 эре. Швеция ; 1637 ;  ; Cu ; F/VG ; 9 ; orex ; 102 
 977 ; 1/4 эре. Швеция ; 1634 ;  ; Cu ; F-/VG ; 20 ; orex ; 128 
 978 ; Солид. Польша Ян Казимир ; 17 век ;  ; Cu ; VG ; 13 ; modul ; 39 
 979 ; Солид. Литва Ян Казимир ; 1666 ;  ; Cu ; VG ; 9 ; t_v_v ; 57 
 980 ; Солид. Литва Ян Казимир ; 17 век ;  ; Cu ; VG ; 4 ; modul ; 34 
 981 ; Солид. Польша Ян Казимир ; 17 век ;  ; Cu ; VG ; 13 ; modul ; 53 
 982 ; Монета. Болгария. Иван Александр. М-0,59гр ; 14в ;  ; Cu ; G ; 27 ; lestes ; 512 
 983 ; Лот пулов Золотой Орды (10шт) ;  ;  ; Cu ; G ; 15 ; aziya11 ; 111 
 984 ; Трахея. Византия. Латинское правление. М-2,58гр ; 13в ;  ; Cu ; G ; 7 ; Sascha ; 79 
 985 ; Трахея. Византия. Латинское правление. М-1,13гр ; 13в ;  ; Cu ; G ; 9 ; graff36alex ; 79 
 986 ; Трахея. Византия. Латинское правление. М-1,86гр ; 13в ;  ; Cu ; G ; 11 ; lestes ; 123 
 987 ; Трахея. Византия. Латинское правление. М-1,80гр ; 13в ;  ; Cu ; G ; 26 ; Sascha ; 186 
 988 ; Трахея. Византия. Латинское правление. М-1,05гр ; 13в ;  ; Cu ; G ; 20 ; cunde42 ; 701 
 989 ; Трахея. Византия. Латинское правление. М-1,27гр ; 13в ;  ; Cu ; G ; 21 ; Shundr ; 837 
 990 ; Трахея. Византия. Латинское правление. М-0,72гр ; 13в ;  ; Cu ; G ; 9 ; бортик ; 78 
 991 ; Медаль. 300 лет дому Романовых. D - 28mm ;  ;  ; Br ; VF-XF ; 22 ; bogomaz ; 1646 
 992 ; Жетон На коронацию Николая II. D-25мм ; 1896 ;  ; Ag ; VF+ ; 54 ; lupus47 ; 4252 
 993 ; Жетон 200 лет основания Петербурга. D-23мм. Убрано ушко ;  ;  ; Br ; VF+ ; 35 ; Rublicus ; 1020 
 994 ; Медаль. 100 лет со дня рождения В.И. Ленина. D-70мм ;  ;  ; Al ; XF ; 11 ; лампедуза ; 735 
 995 ; Медаль. 50 лет Казахской ССР. D-65мм ;  ;  ; Ж/м ; XF+ ; 16 ; Wulf ; 623 
 996 ; Медаль. Александр Фадеев. Медальер А.Филиппова. D - 60мм ;  ;  ; Ж/м ; XF ; 10 ; LEXAI ; 610 
 997 ; Медаль. 100 лет со дня рождения выдающегося русского художника И.И. Левитана. Медальер Шкловский Г.С. D-65мм ;  ;  ; Ж/м ; XF+ ; 24 ; LEXAI ; 1115 
 998 ; Медаль. В честь 50 летия БССР и компартии Белоруссии (1919-1969г). D-65мм ;  ;  ; Ж/м ; XF+ ; 10 ; doc2 ; 519 
 999 ; Медаль. Бетховен (1770-1827). Медальер И. Дараган. D-60мм ;  ;  ; Ж/м ; XF ; 14 ; G.R.O.S.S. ; 827 
 1000 ; Медаль. ВИ. Ленин. Медальер: Н. Соколов. D-102мм ; ЛМД ;  ; Ж/м ; XF+ ; 25 ; Vitaliy Gridasov ; 481 
